,Zeldas Legend,Playboy Danger,Buckle Up Ginna,Locknane Serpent,Buckle Up Zion,Wave Blade,Camrose,Fine Irish
126,"[datetime.datetime(2022, 11, 28, 19, 29, 24, 786067), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 24, 786067), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 24, 786067), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 24, 786067), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 24, 786067), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 24, 786067), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 24, 786067), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 24, 786067), 3.7, 5.9]"
127,"[datetime.datetime(2022, 11, 28, 19, 29, 25, 921592), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 25, 921592), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 25, 921592), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 25, 921592), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 25, 921592), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 25, 921592), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 25, 921592), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 25, 921592), 3.7, 5.9]"
128,"[datetime.datetime(2022, 11, 28, 19, 29, 27, 67294), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 27, 67294), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 27, 67294), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 27, 67294), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 27, 67294), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 27, 67294), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 27, 67294), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 27, 67294), 3.7, 5.9]"
129,"[datetime.datetime(2022, 11, 28, 19, 29, 28, 205711), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 28, 205711), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 28, 205711), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 28, 205711), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 28, 205711), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 28, 205711), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 28, 205711), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 28, 205711), 3.7, 5.9]"
130,"[datetime.datetime(2022, 11, 28, 19, 29, 29, 343725), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 29, 343725), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 29, 343725), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 29, 343725), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 29, 343725), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 29, 343725), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 29, 343725), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 29, 343725), 3.7, 5.9]"
131,"[datetime.datetime(2022, 11, 28, 19, 29, 30, 474582), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 30, 474582), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 30, 474582), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 30, 474582), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 30, 474582), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 30, 474582), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 30, 474582), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 30, 474582), 3.7, 5.9]"
132,"[datetime.datetime(2022, 11, 28, 19, 29, 31, 612455), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 31, 612455), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 31, 612455), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 31, 612455), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 31, 612455), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 31, 612455), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 31, 612455), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 31, 612455), 3.7, 5.9]"
133,"[datetime.datetime(2022, 11, 28, 19, 29, 32, 751072), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 32, 751072), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 32, 751072), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 32, 751072), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 32, 751072), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 32, 751072), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 32, 751072), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 32, 751072), 3.7, 5.9]"
134,"[datetime.datetime(2022, 11, 28, 19, 29, 33, 892864), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 33, 892864), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 33, 892864), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 33, 892864), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 33, 892864), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 33, 892864), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 33, 892864), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 33, 892864), 3.7, 5.9]"
135,"[datetime.datetime(2022, 11, 28, 19, 29, 35, 32860), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 35, 32860), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 35, 32860), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 35, 32860), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 35, 32860), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 35, 32860), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 35, 32860), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 35, 32860), 3.7, 5.9]"
136,"[datetime.datetime(2022, 11, 28, 19, 29, 36, 161950), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 36, 161950), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 36, 161950), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 36, 161950), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 36, 161950), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 36, 161950), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 36, 161950), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 36, 161950), 3.7, 5.9]"
137,"[datetime.datetime(2022, 11, 28, 19, 29, 37, 303569), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 37, 303569), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 37, 303569), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 37, 303569), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 37, 303569), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 37, 303569), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 37, 303569), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 37, 303569), 3.7, 5.9]"
138,"[datetime.datetime(2022, 11, 28, 19, 29, 38, 431703), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 38, 431703), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 38, 431703), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 38, 431703), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 38, 431703), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 38, 431703), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 38, 431703), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 38, 431703), 3.7, 5.9]"
139,"[datetime.datetime(2022, 11, 28, 19, 29, 39, 573696), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 39, 573696), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 39, 573696), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 39, 573696), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 39, 573696), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 39, 573696), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 39, 573696), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 39, 573696), 3.7, 5.9]"
140,"[datetime.datetime(2022, 11, 28, 19, 29, 40, 714667), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 40, 714667), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 40, 714667), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 40, 714667), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 40, 714667), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 40, 714667), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 40, 714667), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 40, 714667), 3.7, 5.9]"
141,"[datetime.datetime(2022, 11, 28, 19, 29, 41, 855096), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 41, 855096), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 41, 855096), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 41, 855096), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 41, 855096), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 41, 855096), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 41, 855096), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 41, 855096), 3.7, 5.9]"
142,"[datetime.datetime(2022, 11, 28, 19, 29, 42, 985429), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 42, 985429), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 42, 985429), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 42, 985429), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 42, 985429), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 42, 985429), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 42, 985429), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 42, 985429), 3.7, 5.9]"
143,"[datetime.datetime(2022, 11, 28, 19, 29, 44, 117666), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 44, 117666), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 44, 117666), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 44, 117666), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 44, 117666), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 44, 117666), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 44, 117666), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 44, 117666), 3.7, 5.9]"
144,"[datetime.datetime(2022, 11, 28, 19, 29, 45, 250973), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 45, 250973), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 45, 250973), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 45, 250973), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 45, 250973), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 45, 250973), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 45, 250973), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 45, 250973), 3.7, 5.9]"
145,"[datetime.datetime(2022, 11, 28, 19, 29, 46, 393151), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 46, 393151), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 46, 393151), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 46, 393151), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 46, 393151), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 46, 393151), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 46, 393151), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 46, 393151), 3.7, 5.9]"
146,"[datetime.datetime(2022, 11, 28, 19, 29, 47, 529446), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 47, 529446), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 29, 47, 529446), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 47, 529446), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 47, 529446), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 47, 529446), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 47, 529446), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 47, 529446), 3.7, 5.9]"
147,"[datetime.datetime(2022, 11, 28, 19, 29, 48, 653273), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 48, 653273), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 48, 653273), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 48, 653273), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 48, 653273), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 48, 653273), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 48, 653273), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 48, 653273), 3.7, 5.9]"
148,"[datetime.datetime(2022, 11, 28, 19, 29, 49, 782210), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 49, 782210), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 49, 782210), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 49, 782210), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 49, 782210), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 49, 782210), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 49, 782210), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 49, 782210), 3.7, 5.9]"
149,"[datetime.datetime(2022, 11, 28, 19, 29, 50, 905550), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 50, 905550), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 50, 905550), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 50, 905550), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 50, 905550), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 50, 905550), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 50, 905550), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 50, 905550), 3.7, 5.9]"
150,"[datetime.datetime(2022, 11, 28, 19, 29, 52, 37040), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 52, 37040), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 52, 37040), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 52, 37040), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 52, 37040), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 52, 37040), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 52, 37040), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 52, 37040), 3.7, 5.9]"
151,"[datetime.datetime(2022, 11, 28, 19, 29, 53, 165322), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 53, 165322), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 53, 165322), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 53, 165322), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 53, 165322), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 53, 165322), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 53, 165322), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 53, 165322), 3.7, 5.9]"
152,"[datetime.datetime(2022, 11, 28, 19, 29, 54, 296314), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 54, 296314), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 54, 296314), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 54, 296314), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 54, 296314), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 54, 296314), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 54, 296314), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 54, 296314), 3.7, 5.9]"
153,"[datetime.datetime(2022, 11, 28, 19, 29, 55, 427958), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 55, 427958), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 55, 427958), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 55, 427958), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 55, 427958), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 55, 427958), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 55, 427958), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 55, 427958), 3.7, 5.9]"
154,"[datetime.datetime(2022, 11, 28, 19, 29, 56, 575700), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 56, 575700), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 56, 575700), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 56, 575700), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 56, 575700), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 56, 575700), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 56, 575700), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 56, 575700), 3.7, 5.9]"
155,"[datetime.datetime(2022, 11, 28, 19, 29, 57, 716247), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 57, 716247), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 57, 716247), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 57, 716247), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 57, 716247), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 57, 716247), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 57, 716247), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 57, 716247), 3.7, 5.9]"
156,"[datetime.datetime(2022, 11, 28, 19, 29, 58, 853575), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 58, 853575), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 58, 853575), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 58, 853575), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 58, 853575), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 58, 853575), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 58, 853575), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 58, 853575), 3.7, 5.9]"
157,"[datetime.datetime(2022, 11, 28, 19, 29, 59, 987209), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 29, 59, 987209), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 29, 59, 987209), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 29, 59, 987209), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 29, 59, 987209), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 29, 59, 987209), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 29, 59, 987209), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 29, 59, 987209), 3.7, 5.9]"
158,"[datetime.datetime(2022, 11, 28, 19, 30, 1, 113047), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 30, 1, 113047), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 30, 1, 113047), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 30, 1, 113047), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 30, 1, 113047), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 30, 1, 113047), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 30, 1, 113047), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 30, 1, 113047), 3.7, 5.9]"
159,"[datetime.datetime(2022, 11, 28, 19, 30, 2, 250806), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 30, 2, 250806), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 19, 30, 2, 250806), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 30, 2, 250806), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 30, 2, 250806), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 30, 2, 250806), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 30, 2, 250806), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 30, 2, 250806), 3.7, 5.9]"
160,"[datetime.datetime(2022, 11, 28, 19, 30, 3, 447600), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 30, 3, 447600), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 30, 3, 447600), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 30, 3, 447600), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 30, 3, 447600), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 30, 3, 447600), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 30, 3, 447600), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 30, 3, 447600), 3.7, 5.9]"
161,"[datetime.datetime(2022, 11, 28, 19, 30, 4, 606143), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 30, 4, 606143), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 30, 4, 606143), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 30, 4, 606143), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 30, 4, 606143), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 30, 4, 606143), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 30, 4, 606143), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 30, 4, 606143), 3.7, 5.9]"
162,"[datetime.datetime(2022, 11, 28, 19, 30, 5, 812985), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 30, 5, 812985), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 30, 5, 812985), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 30, 5, 812985), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 30, 5, 812985), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 30, 5, 812985), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 30, 5, 812985), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 30, 5, 812985), 3.7, 5.9]"
163,"[datetime.datetime(2022, 11, 28, 19, 30, 6, 970725), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 30, 6, 970725), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 30, 6, 970725), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 30, 6, 970725), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 30, 6, 970725), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 30, 6, 970725), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 30, 6, 970725), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 30, 6, 970725), 3.7, 5.9]"
164,"[datetime.datetime(2022, 11, 28, 19, 30, 8, 137360), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 30, 8, 137360), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 30, 8, 137360), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 30, 8, 137360), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 30, 8, 137360), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 30, 8, 137360), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 30, 8, 137360), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 30, 8, 137360), 3.7, 5.9]"
165,"[datetime.datetime(2022, 11, 28, 19, 30, 9, 285817), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 19, 30, 9, 285817), 8.5, 16.0]","[datetime.datetime(2022, 11, 28, 19, 30, 9, 285817), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 19, 30, 9, 285817), 9.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 30, 9, 285817), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 19, 30, 9, 285817), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 19, 30, 9, 285817), 3.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 30, 9, 285817), 3.7, 5.9]"
