,Homebush Opal,Mable Jewel,Barbaras Angel,Smash Jagger,Kildys Whiskey,Goldstar Butters,Clarks A Lark,Culvie Bun
12-01-2023 14:01:44.493445,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.08)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:45.684170,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.08)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:46.784071,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:47.953313,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:49.231092,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:50.492520,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:51.711523,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:52.899766,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:54.191172,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:55.520251,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:56.721559,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:57.911878,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:59.191351,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:01.013967,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:02.412279,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:03.740368,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:05.127989,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.201333333333333)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:06.504427,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.08)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:07.777231,"(10.0, 19.0, 17.7)","(2.3, 5.9, 4.08)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:09.070058,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:10.320031,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:11.602810,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:12.777666,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:14.013647,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:15.301610,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:16.579348,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:17.889936,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:19.163996,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:20.409020,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:21.810824,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:23.094167,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 182.27272727272728)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:24.439198,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:25.918939,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.025)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:27.292246,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.0, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:28.767150,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:30.139307,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:31.470782,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:32.732150,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:34.048673,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:35.308645,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:36.668008,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:37.944787,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:39.167753,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.6466666666666665)","(6.0, 9.6, 7.5)","(14.0, 36.0, 34.214285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:40.472605,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.3492307692307692)","(6.0, 9.6, 7.5)","(14.0, 36.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 18.185714285714283)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:41.804714,"(10.0, 19.0, 17.7)","(2.3, 5.8, 3.3492307692307692)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:43.167615,"(10.0, 19.0, 17.7)","(2.3, 5.8, 3.3492307692307692)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:44.538832,"(10.0, 19.0, 17.7)","(2.3, 5.8, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:45.887873,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:47.267019,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:48.559550,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:49.741009,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:50.938337,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:52.270804,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:53.574329,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:54.755573,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:56.072309,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:57.342657,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:58.670065,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:02:59.927450,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:03:01.258179,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:03:02.591986,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 19.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:03:03.861483,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:03:05.092798,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:03:06.313646,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:03:07.584315,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:03:08.819365,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:03:10.026422,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:03:11.371634,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.0, 11.1)"
12-01-2023 14:03:12.738368,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:14.036325,"(10.0, 19.0, 17.7)","(2.3, 5.6, 4.369999999999999)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:15.318991,"(10.0, 19.0, 17.7)","(2.3, 5.6, 3.3449999999999998)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:16.629067,"(10.0, 19.0, 17.7)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 29.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:17.938647,"(10.0, 19.0, 17.7)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:19.218733,"(10.0, 19.0, 17.0)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:20.500086,"(10.0, 20.0, 17.0)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:21.655617,"(10.0, 20.0, 17.0)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:22.861635,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:24.233543,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:25.403039,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:26.631372,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:27.929019,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:29.197804,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:30.406876,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
