,Spots Like Forty,Energizer Miss,Sweptail,Cumbria Dave,Venetian Fury
09-01-2023 18:00:19.015279,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:19.834932,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:20.721789,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:21.674990,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:22.515540,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:23.357786,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:24.147526,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:24.926990,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:25.760577,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:26.607972,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:27.409498,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:28.193789,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:29.006606,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:29.814974,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:30.629561,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:31.446636,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:32.273352,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:33.106426,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:33.946306,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:34.798452,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.302857142857143)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:35.643954,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:36.455699,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:37.245351,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:38.038890,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:38.833303,"(5.5, 10.5, 10.033333333333333)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:39.681509,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:40.541404,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:41.417233,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:42.271382,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:43.062436,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:43.872048,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:44.703194,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:45.523802,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:46.367034,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:47.212229,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:48.034067,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:48.828962,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:49.651448,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:50.448700,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:51.248299,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:52.050142,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:52.866474,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:53.721936,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:54.578506,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:55.444101,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:56.322786,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:57.102111,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:57.875521,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:58.686507,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:00:59.554826,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:00.372941,"(5.5, 10.5, 9.45)","(2.1, 2.38, 2.2342857142857144)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:01.150915,"(5.5, 10.5, 9.45)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:01.937528,"(5.5, 10.5, 9.45)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:02.778692,"(5.5, 10.5, 9.45)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:03.587047,"(5.5, 10.5, 9.45)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:04.453969,"(5.5, 10.5, 9.45)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:05.301696,"(5.5, 10.5, 9.45)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:06.102299,"(5.5, 10.5, 9.45)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:06.907645,"(5.5, 10.5, 9.45)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:07.730696,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:08.561749,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.753703703703704)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:09.354935,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.0625)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:10.136946,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 3.775)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:10.927272,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:11.771015,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:12.614388,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:13.503795,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:14.343020,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:15.136011,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:15.941406,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:16.721180,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:17.555238,"(5.5, 10.0, 9.28888888888889)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:18.383847,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:19.169547,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:19.946945,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:20.750154,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:21.548353,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:22.378787,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:23.246049,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:24.039086,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:24.859174,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:25.700567,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:26.509120,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:27.306633,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:28.123687,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:28.898464,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:29.688032,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:30.518327,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:31.453194,"(5.5, 10.0, 9.2)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:32.301168,"(5.5, 9.8, 9.275)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:33.155010,"(5.5, 9.8, 9.275)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:33.967491,"(5.5, 9.8, 9.275)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:34.758339,"(5.5, 9.8, 9.275)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:35.540175,"(5.5, 9.8, 9.275)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:36.372075,"(5.5, 9.8, 9.275)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:37.222647,"(5.5, 9.8, 9.275)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:38.025821,"(5.5, 9.8, 9.275)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:38.815281,"(5.5, 9.8, 9.275)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:39.596950,"(5.5, 9.8, 9.275)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:40.402021,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:41.248387,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:42.103667,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:42.903906,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:43.763153,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:44.564879,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:45.377592,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:46.184015,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:46.988810,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:47.777540,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:48.564228,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:49.376337,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:50.226692,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:51.109570,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 8.04)"
09-01-2023 18:01:51.975847,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.6, 6.6)"
09-01-2023 18:01:52.757005,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 8.0, 6.6)"
09-01-2023 18:01:53.531574,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 7.8, 7.4)"
09-01-2023 18:01:54.364754,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.36, 2.2209756097560973)","(3.1, 5.5, 4.147058823529412)","(11.0, 21.0, 19.555555555555557)","(5.5, 7.8, 7.566666666666666)"
09-01-2023 18:01:55.219089,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.34, 2.2568)","(3.1, 5.5, 4.5)","(11.0, 21.0, 20.07142857142857)","(5.5, 7.8, 7.668749999999999)"
09-01-2023 18:01:56.052133,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.34, 2.1804545454545456)","(3.1, 5.5, 4.5)","(11.0, 21.0, 20.07142857142857)","(5.5, 7.8, 7.668749999999999)"
09-01-2023 18:01:56.917425,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.34, 2.1804545454545456)","(3.1, 5.5, 4.222222222222222)","(11.0, 21.0, 20.07142857142857)","(5.5, 7.8, 7.668749999999999)"
09-01-2023 18:01:57.728356,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.34, 2.1804545454545456)","(3.1, 5.5, 4.222222222222222)","(11.0, 21.0, 20.07142857142857)","(5.5, 7.8, 7.668749999999999)"
09-01-2023 18:01:58.507089,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.32, 2.1873684210526316)","(3.1, 5.5, 4.222222222222222)","(11.0, 21.0, 20.07142857142857)","(5.5, 7.8, 7.668749999999999)"
09-01-2023 18:01:59.308876,"(5.5, 10.0, 9.733333333333334)","(2.1, 2.32, 2.1873684210526316)","(3.1, 5.5, 4.0984375)","(11.0, 21.0, 20.07142857142857)","(5.5, 7.8, 7.668749999999999)"
