,Rocky Reef,Jonah Love,Canent Percy,Hes Got Swagger,Go Jack,Kinloch Cutie,Bobby Rissole
09-01-2023 18:39:17.762205,"(2.05, 3.0, 2.75)","(5.5, 6.4, 6.09375)","(71.0, 230.0, 180.0)","(2.6, 3.1, 3.052857142857143)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.763636363636364)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:18.906913,"(2.05, 3.0, 2.6833333333333336)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 180.0)","(2.6, 3.1, 3.0428571428571427)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.6)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:20.065309,"(2.05, 3.0, 2.7625)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 180.0)","(2.6, 3.1, 3.0428571428571427)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:21.348262,"(2.05, 3.0, 2.7625)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 180.0)","(2.6, 3.1, 3.0428571428571427)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:22.572603,"(2.05, 3.0, 2.7625)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 185.0)","(2.6, 3.1, 3.0428571428571427)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:23.727727,"(2.05, 3.0, 2.7625)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 185.0)","(2.6, 3.1, 3.0428571428571427)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:25.054238,"(2.05, 3.0, 2.7625)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 185.0)","(2.6, 3.1, 3.080952380952381)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:26.443225,"(2.05, 3.0, 2.7625)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 185.0)","(2.6, 3.1, 3.02)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:27.753164,"(2.05, 3.0, 2.7625)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 185.0)","(2.6, 3.1, 3.02)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:29.024242,"(2.05, 3.0, 2.7625)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.0)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:30.175140,"(2.05, 3.0, 2.716666666666667)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.0)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 50.0, 49.07692307692308)"
09-01-2023 18:39:31.196556,"(2.05, 3.0, 2.716666666666667)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.0)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 50.0, 50.0)"
09-01-2023 18:39:32.302497,"(2.05, 3.0, 2.716666666666667)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.0)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 55.0, 50.0)"
09-01-2023 18:39:33.480661,"(2.05, 3.0, 2.716666666666667)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.0)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 55.0, 50.0)"
09-01-2023 18:39:34.712344,"(2.05, 3.0, 2.716666666666667)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 190.0)","(2.6, 3.1, 2.966666666666667)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 55.0, 50.0)"
09-01-2023 18:39:35.875006,"(2.05, 3.0, 2.716666666666667)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.052)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 55.0, 50.0)"
09-01-2023 18:39:37.054188,"(2.05, 3.0, 2.716666666666667)","(5.5, 6.4, 5.836956521739131)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.052)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 55.0, 50.0)"
09-01-2023 18:39:38.154897,"(2.05, 3.0, 2.716666666666667)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.052)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 55.0, 50.0)"
09-01-2023 18:39:39.239096,"(2.05, 3.0, 2.716666666666667)","(5.5, 6.4, 5.892156862745098)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.052)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.535135135135135)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:40.408652,"(2.05, 3.0, 2.716666666666667)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.052)","(51.0, 140.0, 74.375)","(6.5, 9.4, 8.43076923076923)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:41.606044,"(2.05, 3.0, 2.75)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.052)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.533333333333333)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:42.795064,"(2.05, 3.0, 2.75)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.052)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.533333333333333)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:44.065597,"(2.05, 3.0, 2.75)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.0478260869565217)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.533333333333333)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:45.315742,"(2.05, 3.0, 2.75)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.0478260869565217)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.539130434782608)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:46.602966,"(2.05, 3.0, 2.7833333333333337)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 190.0)","(2.6, 3.1, 3.0478260869565217)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.539130434782608)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:47.854972,"(2.05, 3.0, 2.7833333333333337)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.1, 3.0478260869565217)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:48.996475,"(2.05, 3.0, 2.7833333333333337)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.1, 3.0478260869565217)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:50.132692,"(2.05, 3.0, 2.7833333333333337)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.1, 3.0478260869565217)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:51.225671,"(2.05, 3.0, 2.7833333333333337)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.1, 3.05)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:52.206041,"(2.05, 3.0, 2.7833333333333337)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.1, 3.05)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:53.230768,"(2.05, 3.0, 2.7833333333333337)","(5.5, 6.4, 5.871428571428572)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.1, 3.047727272727273)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:54.525878,"(2.05, 3.0, 2.7833333333333337)","(5.5, 6.4, 6.015789473684211)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.15, 3.012)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:55.898642,"(2.05, 3.0, 2.7833333333333337)","(5.5, 6.2, 5.972727272727273)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.15, 3.0477777777777777)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:57.171989,"(2.05, 3.0, 2.7833333333333337)","(5.5, 6.2, 5.972727272727273)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.15, 3.051428571428571)","(51.0, 140.0, 74.375)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:58.425407,"(2.05, 3.0, 2.8166666666666664)","(5.5, 6.2, 5.8875)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.15, 3.01)","(51.0, 140.0, 87.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:39:59.824981,"(2.05, 3.0, 2.8114285714285714)","(5.5, 6.2, 5.788235294117647)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.15, 3.0915384615384616)","(51.0, 140.0, 87.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:01.055748,"(2.05, 3.0, 2.8114285714285714)","(5.5, 6.2, 5.788235294117647)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.15, 3.067391304347826)","(51.0, 140.0, 87.5)","(6.5, 9.2, 8.523076923076923)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:02.156089,"(2.05, 3.0, 2.8114285714285714)","(5.5, 6.2, 5.788235294117647)","(71.0, 230.0, 183.33333333333334)","(2.6, 3.15, 3.067391304347826)","(51.0, 140.0, 113.75)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:03.225826,"(2.05, 3.0, 2.8114285714285714)","(5.5, 6.2, 5.788235294117647)","(71.0, 230.0, 195.0)","(2.6, 3.15, 3.067391304347826)","(51.0, 130.0, 98.0)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:04.129616,"(2.05, 2.98, 2.9516666666666667)","(5.5, 6.2, 5.788235294117647)","(71.0, 210.0, 185.0)","(2.6, 3.15, 3.067391304347826)","(51.0, 120.0, 98.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:05.178205,"(2.05, 2.98, 2.9516666666666667)","(5.5, 6.2, 5.788235294117647)","(71.0, 210.0, 176.66666666666666)","(2.6, 3.15, 3.0796296296296295)","(51.0, 120.0, 98.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:06.287167,"(2.05, 2.98, 2.9516666666666667)","(5.5, 6.2, 5.788235294117647)","(71.0, 210.0, 176.66666666666666)","(2.6, 3.15, 3.0796296296296295)","(51.0, 120.0, 98.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:07.543116,"(2.05, 2.98, 2.9516666666666667)","(5.5, 6.2, 5.788235294117647)","(71.0, 210.0, 176.66666666666666)","(2.6, 3.15, 3.04375)","(51.0, 120.0, 87.5)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:08.747759,"(2.05, 2.98, 2.9516666666666667)","(5.5, 6.2, 5.775757575757576)","(71.0, 210.0, 176.66666666666666)","(2.6, 3.15, 3.04375)","(51.0, 110.0, 87.5)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:09.915608,"(2.05, 2.98, 2.9516666666666667)","(5.5, 6.2, 5.775757575757576)","(71.0, 210.0, 176.66666666666666)","(2.6, 3.15, 3.04375)","(51.0, 100.0, 82.5)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:11.029212,"(2.05, 2.98, 2.9516666666666667)","(5.5, 6.2, 5.775757575757576)","(71.0, 210.0, 176.66666666666666)","(2.6, 3.15, 3.04375)","(51.0, 100.0, 82.5)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:12.157992,"(2.05, 2.98, 2.9516666666666667)","(5.5, 6.2, 5.775757575757576)","(71.0, 210.0, 170.0)","(2.6, 3.15, 3.065)","(51.0, 100.0, 80.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:13.114687,"(2.05, 2.96, 2.8083333333333336)","(5.5, 6.2, 5.775757575757576)","(71.0, 210.0, 183.33333333333334)","(2.6, 3.15, 3.065)","(51.0, 95.0, 80.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:14.278729,"(2.05, 2.96, 2.79)","(5.5, 6.2, 5.826666666666666)","(71.0, 210.0, 183.33333333333334)","(2.6, 3.15, 3.088235294117647)","(51.0, 95.0, 90.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:15.419403,"(2.05, 2.96, 2.79)","(5.5, 6.2, 5.826666666666666)","(71.0, 210.0, 183.33333333333334)","(2.6, 3.15, 3.0975)","(51.0, 95.0, 90.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:16.721321,"(2.05, 2.96, 2.7484444444444445)","(5.5, 6.2, 5.826666666666666)","(71.0, 210.0, 183.33333333333334)","(2.6, 3.15, 3.1043478260869564)","(51.0, 95.0, 84.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:17.892134,"(2.05, 2.96, 2.7945454545454544)","(5.5, 6.2, 5.826666666666666)","(71.0, 210.0, 183.33333333333334)","(2.6, 3.15, 3.1043478260869564)","(51.0, 90.0, 84.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:19.142669,"(2.05, 2.92, 2.7800000000000002)","(5.5, 6.2, 5.826666666666666)","(71.0, 210.0, 190.0)","(2.6, 3.15, 3.1043478260869564)","(51.0, 90.0, 84.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:20.437371,"(2.05, 2.92, 2.81)","(5.5, 6.2, 5.826666666666666)","(71.0, 210.0, 203.33333333333334)","(2.6, 3.15, 3.091666666666667)","(51.0, 90.0, 84.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:21.645835,"(2.05, 2.92, 2.81)","(5.5, 6.2, 5.826666666666666)","(71.0, 250.0, 203.33333333333334)","(2.6, 3.15, 3.1062499999999997)","(51.0, 90.0, 84.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:22.789234,"(2.05, 2.92, 2.81)","(5.5, 6.2, 5.826666666666666)","(71.0, 250.0, 203.33333333333334)","(2.6, 3.15, 3.0863636363636364)","(51.0, 90.0, 84.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:23.744791,"(2.05, 2.92, 2.7800000000000002)","(5.5, 6.2, 5.826666666666666)","(71.0, 230.0, 196.66666666666666)","(2.6, 3.15, 3.0863636363636364)","(51.0, 90.0, 84.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:24.854090,"(2.05, 2.92, 2.81)","(5.5, 6.2, 5.808163265306122)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.2, 3.076086956521739)","(51.0, 90.0, 84.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:25.936641,"(2.05, 2.92, 2.81)","(5.5, 6.2, 5.808163265306122)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.2, 3.076086956521739)","(51.0, 90.0, 84.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:27.072486,"(2.05, 2.92, 2.81)","(5.5, 6.2, 5.808163265306122)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.2, 3.076086956521739)","(51.0, 90.0, 84.0)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:28.324784,"(2.05, 2.92, 2.81)","(5.5, 6.2, 5.808163265306122)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.2, 3.1625)","(51.0, 90.0, 83.57142857142857)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:29.659705,"(2.05, 2.92, 2.748888888888889)","(5.5, 6.2, 5.816)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.2, 3.138888888888889)","(51.0, 90.0, 83.57142857142857)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:30.936983,"(2.05, 2.92, 2.748888888888889)","(5.5, 6.2, 5.837735849056604)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.25, 3.173076923076923)","(51.0, 90.0, 102.3076923076923)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:32.028958,"(2.05, 2.92, 2.7942857142857145)","(5.5, 6.2, 5.837735849056604)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.25, 3.173076923076923)","(51.0, 110.0, 78.33333333333334)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:33.109112,"(2.05, 2.92, 2.748888888888889)","(5.5, 6.2, 5.837735849056604)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.25, 3.173076923076923)","(51.0, 85.0, 78.33333333333334)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:34.238740,"(2.05, 2.92, 2.748888888888889)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.25, 3.1818181818181817)","(51.0, 85.0, 78.33333333333334)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:35.496696,"(2.05, 2.92, 2.748888888888889)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.25, 3.1818181818181817)","(51.0, 85.0, 78.33333333333334)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:36.706230,"(2.05, 2.92, 2.7733333333333334)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.25, 3.1818181818181817)","(51.0, 85.0, 78.33333333333334)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:37.996481,"(2.05, 2.92, 2.7733333333333334)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 188.33333333333334)","(2.6, 3.25, 3.1681818181818184)","(51.0, 85.0, 78.33333333333334)","(6.5, 9.2, 8.624)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:39.124225,"(2.05, 2.92, 2.748888888888889)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 85.0, 78.33333333333334)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:40.199021,"(2.05, 2.92, 2.7733333333333334)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 85.0, 78.33333333333334)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:41.260722,"(2.05, 2.92, 2.7733333333333334)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 85.0, 78.33333333333334)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:42.292527,"(2.05, 2.92, 2.7733333333333334)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 85.0, 78.33333333333334)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:43.340345,"(2.05, 2.92, 2.7733333333333334)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 85.0, 79.64285714285714)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:44.515952,"(2.05, 2.92, 2.748888888888889)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.164285714285714)","(51.0, 85.0, 78.33333333333334)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:45.522631,"(2.05, 2.92, 2.7733333333333334)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 85.0, 75.71428571428572)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:46.698858,"(2.05, 2.92, 2.7733333333333334)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 80.0, 75.71428571428572)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:47.754671,"(2.05, 2.92, 2.7825)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 80.0, 75.71428571428572)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:48.897140,"(2.05, 2.92, 2.7825)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 80.0, 75.71428571428572)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:49.915722,"(2.05, 2.92, 2.7600000000000002)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 80.0, 75.71428571428572)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:51.018974,"(2.05, 2.92, 2.7600000000000002)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 80.0, 75.71428571428572)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:52.032868,"(2.05, 2.92, 2.7825)","(5.5, 6.2, 5.763636363636364)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.183333333333333)","(51.0, 80.0, 76.47058823529412)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:53.126341,"(2.05, 2.92, 2.7825)","(5.5, 6.2, 5.791489361702127)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.183333333333333)","(51.0, 80.0, 76.47058823529412)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:54.365350,"(2.05, 2.92, 2.7600000000000002)","(5.5, 6.2, 5.72)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.183333333333333)","(51.0, 80.0, 75.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:55.513311,"(2.05, 2.92, 2.7600000000000002)","(5.5, 6.2, 5.72)","(71.0, 230.0, 170.0)","(2.6, 3.25, 3.183333333333333)","(51.0, 80.0, 75.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:56.607230,"(2.05, 2.92, 2.7825)","(5.5, 6.2, 5.844444444444444)","(71.0, 230.0, 170.0)","(2.6, 3.25, 3.183333333333333)","(51.0, 80.0, 75.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:57.898715,"(2.05, 2.92, 2.7825)","(5.5, 6.2, 5.844444444444444)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 80.0, 75.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:40:59.222763,"(2.05, 2.92, 2.7825)","(5.5, 6.2, 5.844444444444444)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 80.0, 75.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:41:00.461800,"(2.05, 2.92, 2.7825)","(5.5, 6.2, 5.844444444444444)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.183333333333333)","(51.0, 80.0, 75.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:41:01.473646,"(2.05, 2.92, 2.7825)","(5.5, 6.2, 5.844444444444444)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.183333333333333)","(51.0, 80.0, 75.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:41:02.528083,"(2.05, 2.92, 2.7733333333333334)","(5.5, 6.2, 5.844444444444444)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.183333333333333)","(51.0, 80.0, 75.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
09-01-2023 18:41:03.596557,"(2.05, 2.92, 2.7733333333333334)","(5.5, 6.2, 5.844444444444444)","(71.0, 230.0, 171.66666666666666)","(2.6, 3.25, 3.1681818181818184)","(51.0, 80.0, 75.5)","(6.5, 9.2, 8.545454545454545)","(21.0, 55.0, 48.92857142857143)"
