,Jax Bale,Impress Us,Jackey Moon,Southbound,Express Black,Fifty Eight,Razzle Darryl
12-01-2023 18:55:51.447257,"(3.0, 3.5, 3.4058823529411764)","(2.2, 3.0, 2.968888888888889)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.5, 14.25)","(18.0, 46.0, 44.5)","(12.0, 25.0, 20.25)","(4.0, 5.9, 5.7125)"
12-01-2023 18:55:52.608461,"(3.0, 3.5, 3.4058823529411764)","(2.2, 3.0, 2.968888888888889)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.5, 14.25)","(18.0, 46.0, 44.5)","(12.0, 25.0, 20.25)","(4.0, 5.9, 5.763636363636364)"
12-01-2023 18:55:53.763360,"(3.0, 3.5, 3.4058823529411764)","(2.2, 3.0, 2.968888888888889)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.5, 14.25)","(18.0, 46.0, 44.5)","(12.0, 25.0, 20.25)","(4.0, 5.9, 5.7125)"
12-01-2023 18:55:55.030120,"(3.0, 3.5, 3.454285714285714)","(2.2, 3.0, 2.968888888888889)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.5, 14.25)","(18.0, 46.0, 44.5)","(12.0, 25.0, 20.25)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:55:56.161255,"(3.0, 3.5, 3.454285714285714)","(2.2, 3.0, 2.968888888888889)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.5, 14.25)","(18.0, 46.0, 44.5)","(12.0, 25.0, 20.25)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:55:57.221449,"(3.0, 3.5, 3.454285714285714)","(2.2, 3.0, 2.92)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.5, 11.75)","(18.0, 46.0, 42.16666666666667)","(12.0, 25.0, 24.136363636363637)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:55:58.341402,"(3.0, 3.5, 3.454285714285714)","(2.2, 3.0, 2.8)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.5, 12.75)","(18.0, 46.0, 42.16666666666667)","(12.0, 25.0, 23.5)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:55:59.381536,"(3.0, 3.5, 3.454285714285714)","(2.2, 3.0, 2.8)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.0, 12.75)","(18.0, 46.0, 42.16666666666667)","(12.0, 25.0, 23.5)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:00.479187,"(3.0, 3.5, 3.454285714285714)","(2.2, 3.0, 2.8)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.0, 12.75)","(18.0, 46.0, 42.16666666666667)","(12.0, 25.0, 23.5)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:01.592154,"(3.0, 3.5, 3.454285714285714)","(2.2, 3.0, 2.8066666666666666)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:02.750515,"(3.0, 3.5, 3.454285714285714)","(2.2, 3.0, 2.8066666666666666)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:03.867792,"(3.0, 3.5, 3.454285714285714)","(2.2, 2.98, 2.8505882352941176)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:04.948443,"(3.0, 3.5, 3.454285714285714)","(2.2, 2.96, 2.8766666666666665)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:05.927794,"(3.0, 3.5, 3.425581395348837)","(2.2, 2.96, 2.853333333333333)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:06.944817,"(3.0, 3.5, 3.4128205128205127)","(2.2, 2.96, 2.853333333333333)","(91.0, 650.0, 235.3846153846154)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:07.933364,"(3.0, 3.5, 3.4128205128205127)","(2.2, 2.96, 2.8766666666666665)","(91.0, 330.0, 273.3333333333333)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:09.000287,"(3.0, 3.5, 3.4128205128205127)","(2.2, 2.96, 2.8766666666666665)","(91.0, 330.0, 220.0)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:10.054554,"(3.0, 3.5, 3.4128205128205127)","(2.2, 2.96, 2.8766666666666665)","(91.0, 310.0, 235.0)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:11.155555,"(3.0, 3.5, 3.4128205128205127)","(2.2, 2.96, 2.8766666666666665)","(91.0, 310.0, 235.0)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:12.269526,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8766666666666665)","(91.0, 310.0, 235.0)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:13.350866,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8766666666666665)","(91.0, 310.0, 235.0)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:14.451156,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8766666666666665)","(91.0, 310.0, 235.0)","(8.5, 15.0, 10.96551724137931)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.834782608695653)"
12-01-2023 18:56:15.582822,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8766666666666665)","(91.0, 310.0, 235.0)","(8.5, 15.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:16.678046,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8423529411764705)","(91.0, 310.0, 235.0)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.526315789473685)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:17.709299,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8423529411764705)","(91.0, 310.0, 216.66666666666666)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 24.55)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:18.689175,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8423529411764705)","(91.0, 310.0, 223.33333333333334)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 25.5)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:19.755493,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8423529411764705)","(91.0, 310.0, 223.33333333333334)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 26.0, 25.5)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:20.954562,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8474999999999997)","(91.0, 310.0, 223.33333333333334)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:22.181579,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8766666666666665)","(91.0, 310.0, 223.33333333333334)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 26.0, 17.666666666666668)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:23.335970,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8314285714285714)","(91.0, 310.0, 223.33333333333334)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 27.0, 18.875)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:24.549219,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8314285714285714)","(91.0, 310.0, 245.0)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 26.0, 20.75)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:25.845013,"(3.0, 3.5, 3.3862745098039215)","(2.2, 2.96, 2.8127272727272725)","(91.0, 310.0, 223.33333333333334)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 20.75)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:27.167324,"(3.0, 3.45, 3.3692307692307693)","(2.2, 2.96, 2.876923076923077)","(91.0, 310.0, 223.33333333333334)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 20.75)","(4.0, 5.9, 5.72258064516129)"
12-01-2023 18:56:28.389614,"(3.0, 3.45, 3.3692307692307693)","(2.2, 2.96, 2.876923076923077)","(91.0, 310.0, 230.0)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 20.75)","(4.0, 5.9, 5.694117647058824)"
12-01-2023 18:56:29.648105,"(3.0, 3.4, 3.3923076923076922)","(2.2, 2.96, 2.878181818181818)","(91.0, 330.0, 230.0)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 25.0, 21.25)","(4.0, 5.9, 5.694117647058824)"
12-01-2023 18:56:30.832562,"(3.0, 3.4, 3.3923076923076922)","(2.25, 2.96, 2.852)","(91.0, 330.0, 230.0)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.694117647058824)"
12-01-2023 18:56:31.981766,"(3.0, 3.4, 3.3923076923076922)","(2.25, 2.96, 2.87)","(91.0, 330.0, 230.0)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.685714285714286)"
12-01-2023 18:56:33.252689,"(3.0, 3.4, 3.3923076923076922)","(2.25, 2.96, 2.87)","(91.0, 330.0, 230.0)","(8.5, 14.0, 13.125)","(18.0, 46.0, 44.64705882352941)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.685714285714286)"
12-01-2023 18:56:34.486593,"(3.0, 3.4, 3.3923076923076922)","(2.25, 2.96, 2.8652631578947365)","(91.0, 330.0, 230.0)","(8.5, 14.0, 12.6)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.685714285714286)"
12-01-2023 18:56:35.664790,"(3.0, 3.4, 3.3923076923076922)","(2.25, 2.96, 2.8652631578947365)","(91.0, 330.0, 230.0)","(8.5, 14.0, 11.454545454545455)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.733333333333333)"
12-01-2023 18:56:36.782912,"(3.0, 3.4, 3.3923076923076922)","(2.25, 2.96, 2.8652631578947365)","(91.0, 330.0, 230.0)","(8.5, 14.0, 11.454545454545455)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.8, 5.733333333333333)"
12-01-2023 18:56:37.966194,"(3.0, 3.4, 3.3923076923076922)","(2.25, 2.96, 2.8652631578947365)","(91.0, 330.0, 230.0)","(8.5, 14.0, 11.454545454545455)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.8, 5.733333333333333)"
12-01-2023 18:56:39.222813,"(3.0, 3.4, 3.3923076923076922)","(2.25, 2.96, 2.8652631578947365)","(91.0, 330.0, 230.0)","(8.5, 14.0, 11.454545454545455)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.8, 5.787096774193548)"
12-01-2023 18:56:40.478649,"(3.0, 3.4, 3.3923076923076922)","(2.25, 2.96, 2.942)","(91.0, 330.0, 230.0)","(8.5, 14.0, 10.88888888888889)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:41.678338,"(3.0, 3.4, 3.3923076923076922)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 230.0)","(8.5, 14.0, 10.88888888888889)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:42.909843,"(3.0, 3.45, 3.3785714285714286)","(2.25, 2.96, 2.878181818181818)","(91.0, 330.0, 230.0)","(8.5, 14.0, 10.88888888888889)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:44.212560,"(3.0, 3.45, 3.3785714285714286)","(2.25, 2.96, 2.878181818181818)","(91.0, 330.0, 230.0)","(8.5, 14.0, 10.88888888888889)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:45.411501,"(3.0, 3.45, 3.3785714285714286)","(2.25, 2.96, 2.878181818181818)","(91.0, 330.0, 230.0)","(8.5, 14.0, 10.88888888888889)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:46.491487,"(3.0, 3.45, 3.3785714285714286)","(2.25, 2.96, 2.878181818181818)","(91.0, 330.0, 230.0)","(8.5, 14.0, 10.88888888888889)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:47.531210,"(3.0, 3.45, 3.357142857142857)","(2.25, 2.96, 2.878181818181818)","(91.0, 330.0, 300.0)","(8.5, 14.0, 10.88888888888889)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:48.581498,"(3.0, 3.45, 3.357142857142857)","(2.25, 2.96, 2.878181818181818)","(91.0, 330.0, 287.1428571428571)","(8.5, 14.0, 10.88888888888889)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:49.766541,"(3.0, 3.45, 3.357142857142857)","(2.25, 2.96, 2.878181818181818)","(91.0, 330.0, 255.0)","(8.5, 14.0, 10.88888888888889)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:50.922895,"(3.0, 3.45, 3.357142857142857)","(2.25, 2.96, 2.878181818181818)","(91.0, 330.0, 230.0)","(8.5, 14.0, 10.88888888888889)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:52.051117,"(3.0, 3.45, 3.315)","(2.25, 2.96, 2.8474999999999997)","(91.0, 330.0, 236.66666666666666)","(8.5, 14.0, 11.318181818181818)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:53.291018,"(3.0, 3.45, 3.315)","(2.25, 2.96, 2.8474999999999997)","(91.0, 330.0, 260.0)","(8.5, 13.5, 11.318181818181818)","(18.0, 46.0, 44.230769230769226)","(12.0, 26.0, 21.25)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:54.432339,"(3.0, 3.45, 3.3214285714285716)","(2.25, 2.96, 2.8474999999999997)","(91.0, 330.0, 260.0)","(8.5, 13.5, 11.318181818181818)","(18.0, 46.0, 43.25)","(12.0, 26.0, 24.5)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:55.551270,"(3.0, 3.45, 3.3214285714285716)","(2.25, 2.96, 2.8474999999999997)","(91.0, 330.0, 260.0)","(8.5, 13.5, 11.318181818181818)","(18.0, 46.0, 43.55555555555556)","(12.0, 26.0, 24.5)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:56.718027,"(3.0, 3.45, 3.3214285714285716)","(2.25, 2.96, 2.8474999999999997)","(91.0, 330.0, 295.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 25.470588235294116)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:57.921372,"(3.0, 3.45, 3.2863636363636366)","(2.25, 2.96, 2.8474999999999997)","(91.0, 330.0, 260.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 25.470588235294116)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:56:58.981227,"(3.0, 3.45, 3.2863636363636366)","(2.25, 2.96, 2.8474999999999997)","(91.0, 330.0, 260.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 25.470588235294116)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:00.013225,"(3.0, 3.45, 3.2863636363636366)","(2.25, 2.96, 2.8474999999999997)","(91.0, 330.0, 260.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 24.785714285714285)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:01.148850,"(3.0, 3.45, 3.2863636363636366)","(2.25, 2.96, 2.878181818181818)","(91.0, 330.0, 265.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 23.333333333333332)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:02.269628,"(3.0, 3.45, 3.2863636363636366)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 265.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 24.4)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:03.411255,"(3.0, 3.4, 3.2875)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 265.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 24.4)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:04.634023,"(3.0, 3.4, 3.278125)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 273.3333333333333)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 24.4)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:05.881059,"(3.0, 3.4, 3.278125)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 250.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 23.5)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:07.112306,"(3.0, 3.4, 3.278125)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 250.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 25.166666666666668)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:08.250042,"(3.0, 3.4, 3.278125)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 250.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 25.166666666666668)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:09.474357,"(3.0, 3.4, 3.278125)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 243.33333333333334)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 25.166666666666668)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:10.793535,"(3.0, 3.4, 3.278125)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 263.3333333333333)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 25.464285714285715)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:12.216253,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 280.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.8421052631579)","(12.0, 26.0, 25.464285714285715)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:13.506586,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 263.3333333333333)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:14.842790,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:16.200970,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:17.510846,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:18.860777,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:20.056766,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:21.241944,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:22.393998,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:23.520561,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:24.695197,"(3.0, 3.4, 3.2704545454545455)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:25.990652,"(3.0, 3.4, 3.3269230769230766)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:27.276783,"(3.0, 3.4, 3.311111111111111)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:28.441360,"(3.0, 3.4, 3.305)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:29.626730,"(3.0, 3.4, 3.305)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:30.765540,"(3.0, 3.4, 3.305)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:31.850485,"(3.0, 3.4, 3.305)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:33.029593,"(3.0, 3.4, 3.305)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:34.414656,"(3.0, 3.4, 3.305)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:35.628111,"(3.0, 3.4, 3.305)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:36.812835,"(3.0, 3.4, 3.305)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
12-01-2023 18:57:38.030820,"(3.0, 3.4, 3.305)","(2.25, 2.96, 2.8957142857142855)","(91.0, 330.0, 270.0)","(8.5, 13.5, 10.810344827586206)","(18.0, 46.0, 44.625)","(12.0, 26.0, 25.318181818181817)","(4.0, 5.9, 5.770370370370371)"
