,Jax Bale,Impress Us,Jackey Moon,Southbound,Express Black,Fifty Eight,Razzle Darryl
12-01-2023 18:47:34.478693,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:35.491810,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:36.444903,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:37.554850,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:38.501699,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:39.470483,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:40.443477,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:41.444355,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:42.429855,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:43.414453,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:44.359313,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:45.334617,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:46.293345,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:47.273209,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:48.252597,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:49.199704,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:50.214093,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:51.196669,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:52.211126,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:53.151646,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:54.073223,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:55.040309,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:55.994233,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:56.995262,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:57.950683,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:59.000281,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:47:59.930148,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:00.943000,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:01.866913,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:02.829604,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:03.807373,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:04.746112,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:05.784442,"(3.0, 4.2, 4.09)","(2.15, 2.86, 2.392)","(91.0, 650.0, 568.5714285714286)","(9.0, 18.0, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:06.761671,"(3.0, 4.2, 4.09)","(2.15, 2.84, 2.415)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:07.778899,"(3.0, 4.2, 4.09)","(2.15, 2.84, 2.415)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:08.742232,"(3.0, 4.2, 4.09)","(2.15, 2.84, 2.415)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:09.724957,"(3.0, 4.3, 4.18)","(2.15, 2.84, 2.4716666666666667)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:10.658101,"(3.0, 4.4, 4.2700000000000005)","(2.15, 2.84, 2.4716666666666667)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:11.599288,"(3.0, 4.4, 4.2700000000000005)","(2.15, 2.84, 2.4716666666666667)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:12.574407,"(3.0, 4.4, 4.2700000000000005)","(2.15, 2.84, 2.4716666666666667)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:13.561277,"(3.0, 4.4, 4.2700000000000005)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:14.562217,"(3.0, 4.4, 4.2700000000000005)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:15.531285,"(3.0, 4.2, 4.09)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:16.506876,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:17.515736,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:18.502945,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:19.458944,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:20.444305,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:21.420253,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:22.403157,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:23.329946,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:24.286942,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:25.284255,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 18.0)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:26.258077,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 980.0, 530.0)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:27.251698,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 980.0, 530.0)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:28.265067,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 980.0, 530.0)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:29.180233,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 980.0, 530.0)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:30.143558,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 980.0, 530.0)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:31.139769,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 980.0, 530.0)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:32.186728,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 980.0, 530.0)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:33.297093,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 980.0, 530.0)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:34.418238,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 980.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:35.510555,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:36.598134,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:37.626501,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:38.724420,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:39.771428,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:40.782887,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.3999999999999995)"
12-01-2023 18:48:41.784299,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 42.0)","(12.0, 36.0, 19.272727272727273)","(4.0, 6.2, 4.866666666666666)"
12-01-2023 18:48:42.770173,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:43.812322,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:44.811289,"(3.0, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:45.841134,"(3.0, 4.6, 4.327272727272727)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:46.965104,"(3.0, 4.7, 4.409090909090909)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:47.961471,"(3.0, 4.7, 4.409090909090909)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:48.987824,"(3.0, 4.7, 4.409090909090909)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:50.043612,"(3.0, 4.6, 4.064285714285714)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:51.136257,"(3.0, 4.5, 4.359999999999999)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:52.193117,"(3.0, 4.3, 4.18)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:53.302640,"(3.0, 4.3, 4.18)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:54.415297,"(3.0, 4.3, 4.18)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:55.484573,"(3.0, 4.3, 4.081818181818182)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:56.497761,"(3.0, 4.3, 4.081818181818182)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:57.420873,"(3.0, 4.3, 4.081818181818182)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:58.359338,"(3.0, 4.3, 4.081818181818182)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:48:59.402833,"(3.0, 4.3, 4.081818181818182)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:49:00.480307,"(3.0, 4.3, 4.081818181818182)","(2.15, 2.84, 2.4270588235294115)","(91.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:49:01.552287,"(2.9, 4.3, 4.081818181818182)","(2.15, 2.84, 2.4270588235294115)","(101.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:49:02.642148,"(2.9, 4.1, 3.918181818181818)","(2.15, 2.84, 2.4270588235294115)","(101.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:49:03.700656,"(2.9, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(101.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:49:04.705705,"(2.9, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.4270588235294115)","(101.0, 650.0, 568.5714285714286)","(9.0, 17.5, 13.15)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:49:05.685382,"(2.9, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.5341176470588236)","(101.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 24.25)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:49:06.576795,"(2.9, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.5341176470588236)","(101.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 34.36363636363636)","(12.0, 28.0, 22.75)","(4.0, 6.4, 4.866666666666666)"
12-01-2023 18:49:07.579220,"(2.9, 4.1, 3.9999999999999996)","(2.15, 2.84, 2.5341176470588236)","(101.0, 650.0, 568.5714285714286)","(9.0, 18.0, 11.866666666666667)","(18.0, 70.0, 34.36363636363636)","(12.0, 26.0, 22.75)","(4.0, 6.4, 4.866666666666666)"
