,Danspur,Hardyo,Ringside,Sure Strategy,Corvo,Quest For Honor,Time To Dazzle,Lucky Jackson,Stampede Warrior,The Enzo,Mondial Express,Aisle Six
12-01-2023 14:16:30.677447,"(6.0, 6.8, 6.768152866242038)","(14.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.490973201692524)","(14.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(15.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.869786535303777)","(11.0, 14.5, 13.833333333333334)","(8.5, 12.0, 11.55)","(31.0, 70.0, 67.66666666666667)","(16.0, 22.0, 20.59375)","(15.0, 18.0, 17.540625)"
12-01-2023 14:16:32.080311,"(6.0, 6.8, 6.768152866242038)","(14.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.490764790764791)","(14.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(15.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.869786535303777)","(11.0, 14.5, 13.833333333333334)","(8.5, 12.0, 11.55)","(31.0, 70.0, 67.66666666666667)","(16.0, 22.0, 20.548387096774192)","(15.0, 18.0, 17.540625)"
12-01-2023 14:16:33.692806,"(6.0, 6.8, 6.768152866242038)","(14.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.49030303030303)","(14.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(15.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.869786535303777)","(11.0, 14.5, 13.833333333333334)","(8.5, 12.0, 11.50909090909091)","(31.0, 70.0, 67.66666666666667)","(16.0, 22.0, 20.548387096774192)","(15.0, 18.0, 17.540625)"
12-01-2023 14:16:35.301688,"(5.5, 6.8, 6.768152866242038)","(14.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.49030303030303)","(14.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(15.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.869786535303777)","(11.0, 14.5, 13.833333333333334)","(8.5, 12.0, 11.50909090909091)","(31.0, 70.0, 67.66666666666667)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.540625)"
12-01-2023 14:16:36.976869,"(5.5, 6.8, 6.768152866242038)","(14.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.49030303030303)","(14.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(15.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.869736842105263)","(11.0, 14.5, 13.833333333333334)","(8.5, 12.0, 11.50909090909091)","(31.0, 70.0, 67.66666666666667)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.540625)"
12-01-2023 14:16:38.571763,"(5.5, 6.8, 6.767637540453074)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.49030303030303)","(15.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.869736842105263)","(11.0, 14.5, 13.833333333333334)","(9.0, 12.0, 11.50909090909091)","(41.0, 70.0, 67.66666666666667)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.53184713375796)"
12-01-2023 14:16:40.138755,"(5.5, 6.8, 6.722727272727273)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.49030303030303)","(15.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.869736842105263)","(11.0, 14.5, 13.833333333333334)","(9.0, 12.0, 11.50909090909091)","(41.0, 70.0, 72.12121212121212)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.53184713375796)"
12-01-2023 14:16:41.762469,"(5.5, 6.8, 6.748466257668712)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.49030303030303)","(15.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.869736842105263)","(11.0, 14.5, 13.833333333333334)","(9.0, 12.0, 11.50909090909091)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.53184713375796)"
12-01-2023 14:16:43.403817,"(5.5, 6.8, 6.748466257668712)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.4884375)","(15.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.869736842105263)","(11.0, 14.5, 13.808270676691729)","(9.0, 12.0, 11.46)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.528846153846153)"
12-01-2023 14:16:45.028427,"(5.5, 6.8, 6.745288753799392)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.4884375)","(15.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.869983686786297)","(11.0, 14.5, 13.808270676691729)","(9.0, 12.0, 11.46)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.306603773584907)"
12-01-2023 14:16:46.605485,"(5.5, 6.8, 6.745288753799392)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.4884375)","(15.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.56081081081081)","(5.0, 5.9, 5.869983686786297)","(11.0, 14.5, 13.808270676691729)","(9.0, 12.0, 11.517857142857142)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.355263157894736)"
12-01-2023 14:16:48.107841,"(5.5, 6.8, 6.745288753799392)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.4884375)","(15.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.87258883248731)","(11.0, 14.5, 13.808270676691729)","(9.0, 12.0, 11.966666666666667)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.26388888888889)"
12-01-2023 14:16:49.657288,"(5.5, 6.8, 6.745288753799392)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.4884375)","(15.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.87258883248731)","(11.0, 14.5, 13.808270676691729)","(9.0, 12.0, 11.763157894736842)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.26388888888889)"
12-01-2023 14:16:51.207377,"(5.5, 6.8, 6.745288753799392)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.4884375)","(15.0, 19.0, 18.87878787878788)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.678571428571427)","(5.0, 5.9, 5.87258883248731)","(11.0, 14.5, 13.828467153284672)","(9.0, 12.0, 11.78048780487805)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.58490566037736)","(15.0, 18.0, 17.26388888888889)"
12-01-2023 14:16:52.722096,"(5.5, 6.8, 6.7272727272727275)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.4884375)","(15.0, 19.0, 18.870967741935484)","(41.0, 75.0, 74.07407407407408)","(16.0, 22.0, 21.56081081081081)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.828467153284672)","(9.0, 12.0, 11.78048780487805)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.50877192982456)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:16:54.187026,"(5.5, 6.8, 6.7272727272727275)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.4884375)","(15.0, 19.0, 18.885714285714286)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.56081081081081)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.828467153284672)","(9.0, 12.0, 11.78048780487805)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.50877192982456)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:16:55.730750,"(5.5, 6.8, 6.7091412742382275)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.488383045525903)","(15.0, 19.0, 18.885714285714286)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.888059701492537)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.854330708661417)","(9.0, 12.0, 11.8125)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.50877192982456)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:16:57.448263,"(5.5, 6.8, 6.716622691292876)","(15.0, 21.0, 20.4390243902439)","(3.9, 4.5, 4.488383045525903)","(15.0, 19.0, 18.885714285714286)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.892857142857142)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.472972972972974)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.583333333333332)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:16:59.124974,"(5.5, 6.8, 6.712533333333333)","(15.0, 21.0, 20.477272727272727)","(3.9, 4.5, 4.488383045525903)","(15.0, 19.0, 18.885714285714286)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.333333333333332)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.298507462686567)","(41.0, 75.0, 72.12121212121212)","(16.0, 22.0, 20.583333333333332)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:17:00.952491,"(5.5, 6.8, 6.712533333333333)","(15.0, 21.0, 20.41025641025641)","(3.9, 4.5, 4.488383045525903)","(15.0, 19.0, 18.885714285714286)","(41.0, 75.0, 74.12280701754386)","(16.0, 22.0, 21.333333333333332)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.298507462686567)","(41.0, 75.0, 65.93023255813954)","(16.0, 22.0, 20.454545454545453)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:17:02.586061,"(5.5, 6.8, 6.709234828496042)","(15.0, 21.0, 20.41025641025641)","(3.9, 4.5, 4.488383045525903)","(15.0, 19.0, 18.885714285714286)","(41.0, 75.0, 74.01960784313725)","(16.0, 22.0, 20.338028169014084)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.298507462686567)","(41.0, 70.0, 65.625)","(16.0, 22.0, 20.454545454545453)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:17:04.272684,"(5.5, 6.8, 6.709234828496042)","(15.0, 21.0, 20.41025641025641)","(3.9, 4.5, 4.428846153846154)","(15.0, 19.0, 18.885714285714286)","(41.0, 75.0, 76.75)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.298507462686567)","(41.0, 70.0, 65.625)","(16.0, 22.0, 20.454545454545453)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:17:05.786874,"(5.5, 6.8, 6.709234828496042)","(15.0, 21.0, 20.41025641025641)","(3.9, 4.5, 4.428846153846154)","(15.0, 19.0, 18.885714285714286)","(41.0, 80.0, 69.56521739130434)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.298507462686567)","(41.0, 70.0, 65.73170731707317)","(16.0, 22.0, 19.289473684210527)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:17:07.373375,"(5.5, 6.8, 6.709234828496042)","(15.0, 21.0, 20.323529411764707)","(3.9, 4.5, 4.428846153846154)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.6)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.298507462686567)","(41.0, 70.0, 65.73170731707317)","(16.0, 19.5, 19.423076923076923)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:17:08.942460,"(5.5, 6.8, 6.726462395543176)","(15.0, 21.0, 20.323529411764707)","(3.9, 4.5, 4.428846153846154)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.57446808510639)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.298507462686567)","(41.0, 70.0, 65.73170731707317)","(16.0, 19.5, 19.314285714285713)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:17:10.488526,"(5.5, 6.8, 6.711702127659574)","(15.0, 21.0, 20.323529411764707)","(3.9, 4.5, 4.415909090909091)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.57446808510639)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874608695652174)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.298507462686567)","(41.0, 70.0, 65.73170731707317)","(16.0, 19.5, 19.314285714285713)","(15.0, 18.0, 17.290178571428573)"
12-01-2023 14:17:12.138161,"(5.5, 6.8, 6.714209115281501)","(15.0, 21.0, 20.323529411764707)","(3.9, 4.5, 4.48957345971564)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.57446808510639)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874295774647887)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.298507462686567)","(41.0, 70.0, 65.73170731707317)","(16.0, 19.5, 19.40740740740741)","(15.0, 18.0, 17.319444444444443)"
12-01-2023 14:17:13.715296,"(5.5, 6.8, 6.714209115281501)","(15.0, 21.0, 20.323529411764707)","(3.9, 4.5, 4.48957345971564)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.6078431372549)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874295774647887)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.364864864864865)","(41.0, 70.0, 65.51282051282051)","(16.0, 19.5, 19.431372549019606)","(15.0, 18.0, 17.319444444444443)"
12-01-2023 14:17:15.293266,"(5.5, 6.8, 6.714209115281501)","(15.0, 21.0, 20.366666666666667)","(3.9, 4.5, 4.48957345971564)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.57446808510639)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874295774647887)","(11.0, 14.5, 13.862903225806452)","(9.0, 12.0, 11.357142857142858)","(41.0, 70.0, 65.27027027027027)","(16.0, 19.5, 19.431372549019606)","(15.0, 18.0, 17.319444444444443)"
12-01-2023 14:17:16.949258,"(5.5, 6.8, 6.714209115281501)","(15.0, 21.0, 20.366666666666667)","(3.9, 4.5, 4.48957345971564)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.57446808510639)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874295774647887)","(11.0, 14.5, 13.862903225806452)","(9.0, 11.5, 11.357142857142858)","(41.0, 70.0, 65.27027027027027)","(16.0, 19.5, 19.431372549019606)","(15.0, 18.0, 17.319444444444443)"
12-01-2023 14:17:18.511398,"(5.5, 6.8, 6.714209115281501)","(15.0, 21.0, 20.323529411764707)","(3.9, 4.5, 4.48957345971564)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.57446808510639)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874295774647887)","(11.0, 14.5, 13.862903225806452)","(9.0, 11.5, 11.357142857142858)","(41.0, 70.0, 65.27027027027027)","(16.0, 19.5, 19.323529411764707)","(15.0, 18.0, 17.319444444444443)"
12-01-2023 14:17:20.011175,"(5.5, 6.8, 6.712533333333333)","(15.0, 21.0, 20.366666666666667)","(3.9, 4.5, 4.48957345971564)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.57446808510639)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.874295774647887)","(11.0, 14.5, 13.094594594594595)","(9.0, 11.5, 11.357142857142858)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.323529411764707)","(15.0, 18.0, 17.319444444444443)"
12-01-2023 14:17:21.515224,"(5.5, 6.8, 6.712533333333333)","(15.0, 21.0, 20.366666666666667)","(3.9, 4.5, 4.489456869009585)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.55555555555556)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.873598553345389)","(11.0, 13.5, 13.18421052631579)","(9.0, 11.5, 11.326086956521738)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.40740740740741)","(15.0, 18.0, 17.319444444444443)"
12-01-2023 14:17:23.026938,"(5.5, 6.8, 6.711111111111111)","(15.0, 21.0, 20.357142857142858)","(3.9, 4.5, 4.4175)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.55555555555556)","(16.0, 23.0, 20.375)","(5.0, 5.9, 5.873598553345389)","(11.0, 13.5, 13.18421052631579)","(9.0, 11.5, 11.326086956521738)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.40740740740741)","(15.0, 18.0, 17.319444444444443)"
12-01-2023 14:17:24.526299,"(5.5, 6.8, 6.712806539509537)","(15.0, 21.0, 20.357142857142858)","(3.9, 4.5, 4.442105263157895)","(15.0, 19.0, 18.885714285714286)","(41.0, 70.0, 69.55555555555556)","(16.0, 23.0, 21.5)","(5.0, 5.9, 5.873598553345389)","(11.0, 13.5, 13.18421052631579)","(9.0, 11.5, 11.346153846153847)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.309859154929576)","(15.0, 18.0, 17.319444444444443)"
12-01-2023 14:17:26.031947,"(5.5, 6.8, 6.712806539509537)","(15.0, 21.0, 20.357142857142858)","(3.9, 4.5, 4.442105263157895)","(15.0, 19.0, 18.902439024390244)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.5)","(5.0, 5.9, 5.873598553345389)","(11.0, 13.5, 13.277777777777779)","(9.0, 11.5, 11.346153846153847)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.322222222222223)","(15.0, 18.0, 17.03921568627451)"
12-01-2023 14:17:27.498439,"(5.5, 6.8, 6.712806539509537)","(15.0, 21.0, 20.357142857142858)","(3.9, 4.5, 4.442105263157895)","(15.0, 19.0, 19.223214285714285)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.5)","(5.0, 5.9, 5.873598553345389)","(11.0, 13.5, 13.277777777777779)","(9.0, 11.5, 11.346153846153847)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.224137931034484)","(15.0, 18.0, 17.03921568627451)"
12-01-2023 14:17:29.044396,"(5.5, 6.8, 6.712806539509537)","(15.0, 21.0, 20.357142857142858)","(3.9, 4.5, 4.442105263157895)","(15.0, 20.0, 19.175)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.6)","(5.0, 5.9, 5.873598553345389)","(11.0, 13.5, 13.277777777777779)","(9.0, 11.5, 11.346153846153847)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.203703703703702)","(15.0, 18.0, 17.03921568627451)"
12-01-2023 14:17:30.610011,"(5.5, 6.8, 6.574468085106383)","(15.0, 21.0, 20.357142857142858)","(3.9, 4.5, 4.442105263157895)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.6)","(5.0, 5.9, 5.874385964912281)","(11.0, 13.5, 13.277777777777779)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.203703703703702)","(15.0, 18.0, 17.03921568627451)"
12-01-2023 14:17:32.215427,"(5.5, 6.6, 6.574468085106383)","(15.0, 21.0, 20.379310344827587)","(3.9, 4.5, 4.451470588235294)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.6)","(5.0, 5.9, 5.874740484429066)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.224137931034484)","(15.0, 18.0, 17.03921568627451)"
12-01-2023 14:17:33.741496,"(5.5, 6.6, 6.572815533980583)","(15.0, 21.0, 20.379310344827587)","(3.9, 4.5, 4.451470588235294)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.847065101387407)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.175675675675677)","(15.0, 18.0, 17.03921568627451)"
12-01-2023 14:17:35.261542,"(5.5, 6.6, 6.5873684210526315)","(15.0, 21.0, 20.379310344827587)","(3.9, 4.5, 4.451470588235294)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.847065101387407)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.28181818181818)","(15.0, 18.0, 17.4672131147541)"
12-01-2023 14:17:36.743069,"(5.5, 6.6, 6.592086330935252)","(15.0, 21.0, 20.379310344827587)","(3.9, 4.5, 4.451470588235294)","(15.0, 20.0, 19.272058823529413)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.847065101387407)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.28181818181818)","(15.0, 17.5, 17.4672131147541)"
12-01-2023 14:17:38.330141,"(5.5, 6.6, 6.721153846153846)","(15.0, 21.0, 20.379310344827587)","(3.9, 4.5, 4.451470588235294)","(15.0, 20.0, 19.272058823529413)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.845969498910676)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.28181818181818)","(15.0, 17.5, 17.4672131147541)"
12-01-2023 14:17:39.747066,"(5.5, 6.8, 6.732596685082873)","(15.0, 21.0, 20.379310344827587)","(3.8, 4.5, 4.451470588235294)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.845969498910676)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 65.83333333333333)","(16.0, 19.5, 19.28181818181818)","(15.0, 17.5, 17.4672131147541)"
12-01-2023 14:17:41.193779,"(5.5, 6.8, 6.732596685082873)","(15.0, 21.0, 20.379310344827587)","(3.8, 4.5, 4.451470588235294)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.845969498910676)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 68.05263157894737)","(16.0, 19.5, 19.28181818181818)","(15.0, 17.5, 17.4672131147541)"
12-01-2023 14:17:42.770841,"(5.5, 6.8, 6.726984126984127)","(15.0, 21.0, 20.379310344827587)","(3.8, 4.5, 4.451470588235294)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.844950055493896)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 75.0, 65.22222222222223)","(16.0, 19.5, 19.28181818181818)","(15.0, 17.5, 17.4672131147541)"
12-01-2023 14:17:44.260856,"(5.5, 6.8, 6.726984126984127)","(15.0, 21.0, 20.379310344827587)","(3.8, 4.5, 4.451470588235294)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.843053960964409)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 75.0, 66.66666666666667)","(16.0, 19.5, 19.289473684210527)","(15.0, 17.5, 17.4672131147541)"
12-01-2023 14:17:45.750683,"(5.5, 6.8, 6.725966850828729)","(15.0, 21.0, 20.379310344827587)","(3.8, 4.5, 4.451470588235294)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.843053960964409)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 66.66666666666667)","(16.0, 19.5, 19.289473684210527)","(15.0, 17.5, 17.4672131147541)"
12-01-2023 14:17:47.283293,"(5.5, 6.8, 6.725966850828729)","(15.0, 21.0, 20.523809523809526)","(3.8, 4.5, 4.451470588235294)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.844144144144145)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 66.66666666666667)","(16.0, 19.5, 19.289473684210527)","(15.0, 17.5, 17.4672131147541)"
12-01-2023 14:17:48.877862,"(5.5, 6.8, 6.725966850828729)","(15.0, 21.0, 20.615384615384617)","(3.8, 4.5, 4.437735849056604)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.844144144144145)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 66.66666666666667)","(16.0, 19.5, 19.289473684210527)","(15.0, 17.5, 17.466666666666665)"
12-01-2023 14:17:50.375039,"(5.5, 6.8, 6.725966850828729)","(15.0, 21.0, 20.615384615384617)","(3.8, 4.5, 4.437735849056604)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.842526071842411)","(11.0, 13.5, 13.3)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 66.66666666666667)","(16.0, 19.5, 19.28181818181818)","(15.0, 17.5, 17.466666666666665)"
12-01-2023 14:17:51.850732,"(5.5, 6.8, 6.725966850828729)","(15.0, 21.0, 20.615384615384617)","(3.8, 4.5, 4.437735849056604)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.842526071842411)","(11.0, 13.5, 13.26)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 66.66666666666667)","(16.0, 19.5, 19.28181818181818)","(15.0, 17.5, 17.466666666666665)"
12-01-2023 14:17:53.700468,"(5.5, 6.8, 6.725274725274725)","(15.0, 21.0, 20.8)","(3.8, 4.5, 4.437735849056604)","(15.0, 20.0, 19.188524590163933)","(41.0, 70.0, 69.55555555555556)","(16.0, 22.0, 21.647058823529413)","(5.0, 5.9, 5.842526071842411)","(11.0, 13.5, 13.26)","(9.0, 11.5, 11.318181818181818)","(41.0, 70.0, 66.66666666666667)","(16.0, 19.5, 19.28181818181818)","(15.0, 17.5, 17.466666666666665)"
