,Princeton Award,Almsgiver,Dirt On Harry,Springvale Road,Diamond Luke,Johandough,Takumi,Till Its Over,West Cliff,Glitter N Gold,So She Can Fly,Celtic Glory
08-12-2022 15:15:35.324003,"(5.0, 5.6, 5.557142857142857)","(8.0, 11.5, 10.48)","(20.0, 30.0, 24.666666666666668)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(8.5, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(5.5, 7.8, 7.74)","(21.0, 25.0, 24.25)","(8.5, 10.5, 9.893333333333334)"
08-12-2022 15:15:36.757585,"(5.0, 5.6, 5.557142857142857)","(8.0, 12.0, 10.48)","(20.0, 30.0, 24.666666666666668)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(8.5, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(5.5, 7.8, 7.74)","(21.0, 25.0, 24.586206896551722)","(8.5, 10.5, 9.893333333333334)"
08-12-2022 15:15:38.292587,"(5.0, 5.6, 5.557142857142857)","(8.0, 12.0, 10.428571428571429)","(20.0, 30.0, 24.666666666666668)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.586206896551722)","(8.5, 10.5, 9.893333333333334)"
08-12-2022 15:15:39.821146,"(5.0, 5.6, 5.557142857142857)","(8.0, 12.0, 10.428571428571429)","(20.0, 30.0, 24.666666666666668)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.586206896551722)","(8.5, 10.5, 9.893333333333334)"
08-12-2022 15:15:41.637997,"(5.0, 5.6, 5.552272727272727)","(8.0, 12.0, 10.428571428571429)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.586206896551722)","(8.5, 10.5, 9.893333333333334)"
08-12-2022 15:15:43.406144,"(5.0, 5.6, 5.552272727272727)","(8.0, 12.0, 10.48)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.586206896551722)","(8.5, 10.5, 9.893333333333334)"
08-12-2022 15:15:45.143117,"(5.0, 5.6, 5.552272727272727)","(8.0, 12.0, 10.48)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.586206896551722)","(8.5, 10.5, 9.893333333333334)"
08-12-2022 15:15:46.768128,"(5.0, 5.6, 5.552272727272727)","(8.0, 12.0, 10.48)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.52)","(8.5, 10.5, 9.893333333333334)"
08-12-2022 15:15:48.351821,"(5.0, 5.6, 5.552272727272727)","(8.0, 12.0, 10.48)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.52)","(8.5, 10.5, 9.246153846153845)"
08-12-2022 15:15:49.871315,"(5.0, 5.6, 5.552272727272727)","(8.0, 12.0, 10.48)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.52)","(8.5, 9.8, 9.377272727272727)"
08-12-2022 15:15:51.317307,"(5.0, 5.6, 5.552272727272727)","(8.0, 12.0, 10.48)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.52)","(8.5, 10.5, 9.377272727272727)"
08-12-2022 15:15:52.696870,"(5.0, 5.6, 5.552272727272727)","(8.0, 12.0, 10.75)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 55.333333333333336)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.52)","(8.5, 10.5, 9.377272727272727)"
08-12-2022 15:15:54.109059,"(5.0, 5.6, 5.552272727272727)","(8.0, 11.5, 10.75)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 52.0)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 90.55555555555556)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.454545454545453)","(8.5, 10.5, 9.377272727272727)"
08-12-2022 15:15:55.618253,"(5.0, 5.6, 5.546153846153846)","(8.0, 11.5, 10.75)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 52.0)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 90.55555555555556)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.5, 9.377272727272727)"
08-12-2022 15:15:57.091124,"(5.0, 5.6, 5.546153846153846)","(8.0, 11.5, 10.75)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 52.0)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 90.55555555555556)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.5, 9.377272727272727)"
08-12-2022 15:15:58.839527,"(5.0, 5.6, 5.546153846153846)","(8.0, 11.5, 10.75)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 52.0)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 90.55555555555556)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.5, 9.685714285714285)"
08-12-2022 15:16:00.365111,"(5.0, 5.6, 5.546153846153846)","(8.0, 11.5, 10.75)","(20.0, 30.0, 22.88888888888889)","(31.0, 60.0, 52.0)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.5, 9.685714285714285)"
08-12-2022 15:16:01.790103,"(5.0, 5.6, 5.546153846153846)","(8.0, 11.5, 10.6)","(20.0, 30.0, 25.733333333333334)","(31.0, 60.0, 52.0)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.5, 9.685714285714285)"
08-12-2022 15:16:03.349481,"(5.0, 5.6, 5.546153846153846)","(8.0, 11.5, 10.6)","(20.0, 30.0, 25.733333333333334)","(31.0, 60.0, 52.0)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.5, 9.685714285714285)"
08-12-2022 15:16:04.932401,"(5.0, 5.6, 5.546153846153846)","(8.0, 11.5, 10.6)","(20.0, 30.0, 25.733333333333334)","(31.0, 60.0, 52.0)","(4.8, 6.0, 5.905882352941177)","(9.0, 18.0, 17.375)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 27.58823529411765)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.5, 9.685714285714285)"
08-12-2022 15:16:06.723298,"(5.0, 5.6, 5.358333333333333)","(8.0, 11.5, 10.6)","(20.0, 30.0, 25.733333333333334)","(31.0, 60.0, 56.5)","(4.8, 6.0, 6.180000000000001)","(9.0, 18.0, 16.625)","(6.5, 8.4, 8.286363636363637)","(20.0, 32.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.0, 9.62)"
08-12-2022 15:16:08.424382,"(5.0, 5.5, 5.358333333333333)","(8.0, 11.5, 10.6)","(20.0, 30.0, 25.733333333333334)","(31.0, 65.0, 56.5)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.625)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.0, 9.62)"
08-12-2022 15:16:10.162272,"(5.0, 5.5, 5.34776119402985)","(8.0, 11.5, 10.6)","(20.0, 30.0, 25.733333333333334)","(31.0, 65.0, 56.5)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.625)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.0, 9.62)"
08-12-2022 15:16:11.942895,"(5.0, 5.5, 5.34776119402985)","(8.0, 11.5, 10.6)","(20.0, 30.0, 25.733333333333334)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.625)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.0, 9.62)"
08-12-2022 15:16:13.705340,"(5.0, 5.5, 5.34776119402985)","(8.0, 11.5, 10.6)","(20.0, 30.0, 25.733333333333334)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.625)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.0, 9.62)"
08-12-2022 15:16:15.371886,"(5.0, 5.5, 5.34776119402985)","(8.0, 11.5, 10.6)","(20.0, 30.0, 25.428571428571427)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.625)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 81.66666666666667)","(6.0, 7.8, 7.74)","(21.0, 25.0, 24.36842105263158)","(8.5, 10.0, 9.56)"
08-12-2022 15:16:16.933101,"(5.0, 5.4, 5.269565217391304)","(8.0, 11.5, 10.6)","(20.0, 30.0, 22.0)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.625)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 89.28571428571428)","(6.0, 7.8, 7.74)","(21.0, 25.0, 22.4)","(8.5, 9.8, 9.56)"
08-12-2022 15:16:18.492578,"(5.0, 5.4, 5.285714285714286)","(8.0, 11.5, 11.2)","(20.0, 30.0, 22.0)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.94736842105263)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 89.28571428571428)","(6.0, 7.8, 7.74)","(21.0, 25.0, 22.94736842105263)","(8.5, 9.8, 9.56)"
08-12-2022 15:16:19.857844,"(5.0, 5.4, 5.285714285714286)","(8.0, 11.5, 10.347826086956522)","(20.0, 30.0, 22.0)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 89.28571428571428)","(6.0, 7.8, 7.74)","(21.0, 25.0, 22.875)","(8.5, 9.8, 9.457142857142857)"
08-12-2022 15:16:21.362639,"(5.0, 5.4, 5.285714285714286)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.625)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 91.0)","(6.0, 7.8, 7.74)","(21.0, 25.0, 23.4)","(8.5, 9.8, 9.76)"
08-12-2022 15:16:22.984538,"(5.0, 5.4, 5.381395348837209)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.625)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.7625)"
08-12-2022 15:16:24.483313,"(5.0, 5.4, 5.381395348837209)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.7625)"
08-12-2022 15:16:26.099711,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 23.105263157894736)","(8.5, 10.0, 9.7625)"
08-12-2022 15:16:27.622851,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 23.105263157894736)","(8.5, 10.0, 9.7625)"
08-12-2022 15:16:29.159799,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 23.105263157894736)","(8.5, 10.0, 9.7625)"
08-12-2022 15:16:30.617250,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 23.105263157894736)","(8.5, 10.0, 9.7625)"
08-12-2022 15:16:32.068224,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 88.33333333333334)","(6.0, 7.8, 7.74)","(21.0, 25.0, 23.105263157894736)","(8.5, 10.0, 9.7625)"
08-12-2022 15:16:33.555412,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.74)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.76)"
08-12-2022 15:16:35.227275,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.74)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.76)"
08-12-2022 15:16:36.660278,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.65)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.76)"
08-12-2022 15:16:38.143749,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.296470588235294)","(20.0, 30.0, 28.0)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.65)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.76)"
08-12-2022 15:16:39.618043,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.033333333333333)","(20.0, 30.0, 28.0)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.65)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.76)"
08-12-2022 15:16:41.160420,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.02962962962963)","(20.0, 30.0, 28.0)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.65)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.76)"
08-12-2022 15:16:42.747723,"(5.0, 5.4, 5.392105263157895)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.02962962962963)","(20.0, 30.0, 28.0)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.65)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.76)"
08-12-2022 15:16:44.284830,"(5.0, 5.4, 5.390625)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.02962962962963)","(20.0, 30.0, 28.0)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.65)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.76)"
08-12-2022 15:16:45.919632,"(5.0, 5.4, 5.390625)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.02962962962963)","(20.0, 30.0, 28.0)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.65)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.76)"
08-12-2022 15:16:47.493993,"(5.0, 5.4, 5.390625)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 59.33333333333333)","(4.8, 6.2, 6.180000000000001)","(9.0, 17.5, 16.333333333333332)","(6.5, 8.4, 8.02962962962963)","(20.0, 30.0, 28.0)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.085714285714285)","(21.0, 25.0, 23.4)","(8.5, 10.0, 9.76)"
08-12-2022 15:16:48.868155,"(5.0, 5.4, 5.390625)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 58.0)","(4.8, 6.2, 5.92)","(9.0, 17.5, 17.583333333333332)","(6.5, 8.4, 7.844444444444444)","(20.0, 30.0, 27.833333333333332)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.085714285714285)","(21.0, 25.0, 23.4)","(8.5, 10.0, 10.338461538461539)"
08-12-2022 15:16:50.228819,"(5.0, 5.5, 5.448717948717949)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 58.0)","(4.8, 6.0, 5.92)","(9.0, 18.0, 17.583333333333332)","(6.5, 8.4, 7.844444444444444)","(20.0, 32.0, 28.470588235294116)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.085714285714285)","(21.0, 25.0, 23.4)","(8.5, 10.5, 10.338461538461539)"
08-12-2022 15:16:51.712533,"(5.0, 5.5, 5.448717948717949)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 58.0)","(4.8, 6.0, 5.92)","(9.0, 18.0, 17.583333333333332)","(6.5, 8.4, 7.838709677419355)","(20.0, 32.0, 28.470588235294116)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.2)","(21.0, 25.0, 23.4)","(8.5, 10.5, 10.338461538461539)"
08-12-2022 15:16:53.185417,"(5.0, 5.5, 5.448717948717949)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 58.0)","(4.8, 6.0, 5.92)","(9.0, 18.0, 17.583333333333332)","(6.5, 8.4, 7.838709677419355)","(20.0, 32.0, 28.470588235294116)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.2)","(21.0, 25.0, 23.4)","(8.5, 10.5, 10.338461538461539)"
08-12-2022 15:16:54.668072,"(5.0, 5.5, 5.448717948717949)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 58.0)","(4.8, 6.0, 5.92)","(9.0, 18.0, 17.583333333333332)","(6.5, 8.4, 7.838709677419355)","(20.0, 32.0, 28.470588235294116)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.2)","(21.0, 25.0, 23.4)","(8.5, 10.5, 10.338461538461539)"
08-12-2022 15:16:56.381546,"(5.0, 5.5, 5.470588235294118)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 58.0)","(4.8, 6.0, 5.92)","(9.0, 18.0, 17.583333333333332)","(6.5, 8.4, 7.838709677419355)","(20.0, 32.0, 28.470588235294116)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.2)","(21.0, 25.0, 23.4)","(8.5, 10.5, 10.338461538461539)"
08-12-2022 15:16:58.077157,"(5.0, 5.5, 5.470588235294118)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 58.0)","(4.8, 6.0, 5.92)","(9.0, 18.0, 17.583333333333332)","(6.5, 8.4, 7.838709677419355)","(20.0, 32.0, 28.470588235294116)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.107692307692307)","(21.0, 25.0, 23.4)","(8.5, 10.5, 10.338461538461539)"
08-12-2022 15:16:59.878830,"(5.0, 5.5, 5.470588235294118)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 58.0)","(4.8, 6.0, 5.92)","(9.0, 18.0, 17.583333333333332)","(6.5, 8.4, 7.838709677419355)","(20.0, 32.0, 28.470588235294116)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.107692307692307)","(21.0, 25.0, 23.4)","(8.5, 10.5, 10.338461538461539)"
08-12-2022 15:17:01.665272,"(5.0, 5.5, 5.470588235294118)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 58.0)","(4.8, 6.0, 5.92)","(9.0, 18.0, 17.583333333333332)","(6.5, 8.4, 7.838709677419355)","(20.0, 32.0, 28.470588235294116)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.107692307692307)","(21.0, 25.0, 23.4)","(8.5, 10.5, 10.338461538461539)"
08-12-2022 15:17:03.726871,"(5.0, 5.5, 5.487096774193549)","(8.0, 12.0, 10.347826086956522)","(20.0, 30.0, 27.142857142857142)","(31.0, 65.0, 58.0)","(4.8, 6.0, 5.92)","(9.0, 18.0, 17.583333333333332)","(6.5, 8.4, 7.838709677419355)","(20.0, 32.0, 28.470588235294116)","(51.0, 95.0, 87.0)","(6.0, 7.8, 7.107692307692307)","(21.0, 25.0, 23.4)","(8.5, 10.5, 10.338461538461539)"
