,Memumsmedad,Mungerannie,My Prediction,Nahnah Not Me,Star Of Kongo,Tyita,Grinzinger Castle,Italian Virtuoso,Sobart,Golden Beauty,Young Trella,Dupont
10-01-2023 13:57:01.042656,"(26.0, 55.0, 53.0)","(51.0, 70.0, 63.75)","(101.0, 220.0, 214.28571428571428)","(31.0, 48.0, 45.333333333333336)","(13.0, 18.0, 17.636363636363637)","(2.45, 2.88, 2.949333333333333)","(7.5, 8.8, 8.773913043478261)","(5.5, 6.6, 6.472380952380952)","(81.0, 180.0, 163.63636363636363)","(14.0, 21.0, 20.642857142857142)","(101.0, 320.0, 262.85714285714283)","(4.2, 4.6, 4.588196721311475)"
10-01-2023 13:57:02.557079,"(26.0, 55.0, 51.25)","(51.0, 70.0, 65.0)","(101.0, 220.0, 193.33333333333334)","(31.0, 46.0, 46.833333333333336)","(13.0, 18.0, 17.714285714285715)","(2.45, 2.96, 2.9635714285714285)","(7.5, 8.8, 8.904918032786886)","(5.5, 6.6, 6.504035874439462)","(81.0, 180.0, 162.0)","(14.0, 21.0, 20.58823529411765)","(101.0, 320.0, 266.6666666666667)","(4.2, 4.6, 4.573764258555133)"
10-01-2023 13:57:04.181935,"(26.0, 55.0, 51.111111111111114)","(51.0, 75.0, 65.0)","(101.0, 220.0, 203.33333333333334)","(31.0, 48.0, 46.833333333333336)","(13.0, 18.0, 17.7)","(2.45, 2.98, 3.01)","(7.5, 9.0, 8.844943820224719)","(5.5, 6.6, 6.483018867924528)","(81.0, 180.0, 162.0)","(14.0, 21.0, 20.58823529411765)","(101.0, 300.0, 271.42857142857144)","(4.2, 4.6, 4.561111111111111)"
10-01-2023 13:57:05.714947,"(26.0, 55.0, 53.515151515151516)","(51.0, 70.0, 63.69565217391305)","(101.0, 220.0, 203.33333333333334)","(31.0, 48.0, 46.5)","(13.0, 18.0, 18.166666666666668)","(2.45, 3.05, 2.9848167539267014)","(7.5, 9.0, 8.727500000000001)","(5.5, 6.6, 6.4869888475836435)","(81.0, 180.0, 162.0)","(14.0, 21.0, 20.763157894736842)","(101.0, 340.0, 280.0)","(4.2, 4.6, 4.555701754385964)"
10-01-2023 13:57:07.220900,"(26.0, 55.0, 53.2)","(51.0, 65.0, 63.69565217391305)","(101.0, 220.0, 203.33333333333334)","(31.0, 48.0, 47.16129032258065)","(13.0, 18.5, 18.166666666666668)","(2.45, 3.0, 2.985378590078329)","(7.5, 8.8, 8.73225806451613)","(5.5, 6.6, 6.473333333333334)","(81.0, 180.0, 162.0)","(14.0, 21.0, 20.763157894736842)","(101.0, 320.0, 268.57142857142856)","(4.0, 4.6, 4.576995305164319)"
10-01-2023 13:57:08.724847,"(26.0, 55.0, 53.2)","(51.0, 65.0, 62.85714285714286)","(101.0, 220.0, 192.85714285714286)","(31.0, 48.0, 44.53333333333333)","(13.0, 18.5, 18.208333333333332)","(2.45, 3.0, 2.9849164677804296)","(7.5, 9.0, 8.8672)","(5.5, 6.6, 6.473333333333334)","(81.0, 180.0, 162.0)","(14.0, 21.0, 19.836206896551722)","(101.0, 320.0, 280.0)","(4.0, 4.6, 4.561423220973783)"
10-01-2023 13:57:10.273660,"(26.0, 55.0, 53.2)","(51.0, 65.0, 62.85714285714286)","(101.0, 210.0, 200.0)","(31.0, 48.0, 44.53333333333333)","(13.0, 18.5, 18.208333333333332)","(2.45, 3.0, 2.985586592178771)","(7.5, 9.0, 8.87241379310345)","(5.5, 6.6, 6.4869888475836435)","(81.0, 180.0, 162.0)","(14.0, 20.0, 19.88888888888889)","(101.0, 300.0, 286.6666666666667)","(4.0, 4.6, 4.561423220973783)"
10-01-2023 13:57:11.924576,"(26.0, 55.0, 53.2)","(51.0, 65.0, 62.333333333333336)","(101.0, 210.0, 200.0)","(31.0, 48.0, 45.26315789473684)","(13.0, 18.5, 18.208333333333332)","(2.45, 3.0, 2.9882304526748973)","(7.5, 9.0, 8.87241379310345)","(5.5, 6.6, 6.4869888475836435)","(81.0, 180.0, 162.0)","(14.0, 20.0, 19.88888888888889)","(101.0, 340.0, 283.3333333333333)","(4.0, 4.6, 4.561423220973783)"
10-01-2023 13:57:13.473137,"(26.0, 55.0, 52.78947368421053)","(51.0, 65.0, 64.375)","(101.0, 210.0, 198.0)","(31.0, 48.0, 45.5)","(13.0, 18.5, 18.208333333333332)","(2.45, 3.0, 2.9874157303370787)","(7.5, 9.0, 8.87241379310345)","(5.5, 6.6, 6.4869888475836435)","(81.0, 180.0, 162.0)","(14.0, 20.0, 19.870967741935484)","(101.0, 310.0, 272.5)","(4.0, 4.6, 4.561423220973783)"
10-01-2023 13:57:15.011222,"(26.0, 55.0, 49.26829268292683)","(51.0, 65.0, 64.02439024390245)","(101.0, 210.0, 198.0)","(31.0, 46.0, 47.46666666666667)","(13.0, 18.5, 17.625)","(2.45, 3.0, 2.9887912087912087)","(7.5, 9.0, 8.72)","(5.5, 6.6, 6.493227091633466)","(81.0, 180.0, 162.0)","(14.0, 20.0, 19.3125)","(101.0, 310.0, 266.6666666666667)","(4.0, 4.6, 4.558571428571429)"
10-01-2023 13:57:16.613568,"(26.0, 50.0, 49.26829268292683)","(51.0, 65.0, 64.74358974358974)","(101.0, 210.0, 198.0)","(31.0, 48.0, 49.529411764705884)","(13.0, 18.0, 17.4)","(2.45, 3.0, 3.0222656249999997)","(7.5, 8.8, 8.711864406779661)","(5.5, 6.6, 6.510714285714286)","(81.0, 180.0, 162.0)","(14.0, 19.5, 19.157894736842106)","(101.0, 300.0, 268.8888888888889)","(4.0, 4.6, 4.598870056497175)"
10-01-2023 13:57:18.153767,"(26.0, 50.0, 49.26829268292683)","(51.0, 65.0, 64.04761904761905)","(101.0, 210.0, 198.0)","(31.0, 50.0, 48.0)","(13.0, 17.5, 17.4)","(2.45, 3.05, 3.0122340425531915)","(7.5, 8.8, 8.71)","(5.5, 6.6, 6.502904564315353)","(81.0, 180.0, 162.0)","(14.0, 19.5, 19.066666666666666)","(101.0, 340.0, 270.0)","(4.0, 4.6, 4.5994318181818175)"
10-01-2023 13:57:19.718267,"(26.0, 50.0, 49.38095238095238)","(51.0, 65.0, 64.74358974358974)","(101.0, 210.0, 198.0)","(31.0, 50.0, 49.18518518518518)","(13.0, 17.5, 17.403846153846153)","(2.45, 3.05, 3.008235294117647)","(7.5, 8.8, 8.71)","(5.5, 6.6, 6.498804780876494)","(81.0, 180.0, 162.0)","(14.0, 19.5, 19.068627450980394)","(101.0, 340.0, 268.8888888888889)","(4.0, 4.6, 4.578125)"
10-01-2023 13:57:21.346505,"(26.0, 50.0, 49.38095238095238)","(51.0, 65.0, 63.83720930232558)","(101.0, 210.0, 198.0)","(31.0, 50.0, 49.18518518518518)","(13.0, 17.5, 17.4390243902439)","(2.45, 3.05, 3.0183035714285715)","(7.5, 8.8, 8.71)","(5.5, 6.6, 6.498804780876494)","(81.0, 180.0, 162.0)","(14.0, 19.5, 18.975409836065573)","(101.0, 340.0, 268.8888888888889)","(4.0, 4.6, 4.555882352941176)"
10-01-2023 13:57:22.991985,"(26.0, 50.0, 49.38095238095238)","(51.0, 65.0, 64.5)","(101.0, 210.0, 200.76923076923077)","(31.0, 50.0, 49.23076923076923)","(13.0, 17.5, 17.613636363636363)","(2.45, 3.05, 3.0174311926605504)","(7.5, 8.8, 8.71)","(5.5, 6.6, 6.498804780876494)","(81.0, 180.0, 162.0)","(14.0, 19.5, 18.975409836065573)","(101.0, 340.0, 268.8888888888889)","(4.0, 4.6, 4.5283132530120485)"
10-01-2023 13:57:24.532204,"(26.0, 50.0, 52.666666666666664)","(51.0, 65.0, 59.714285714285715)","(101.0, 210.0, 200.76923076923077)","(31.0, 50.0, 49.23076923076923)","(13.0, 18.0, 17.613636363636363)","(2.45, 3.05, 3.0174311926605504)","(7.5, 8.8, 8.797014925373135)","(5.5, 6.6, 6.498804780876494)","(81.0, 180.0, 162.0)","(14.0, 19.5, 18.975409836065573)","(101.0, 340.0, 268.8888888888889)","(4.0, 4.6, 4.548301886792452)"
10-01-2023 13:57:26.122138,"(26.0, 55.0, 53.07692307692308)","(51.0, 60.0, 59.6875)","(101.0, 210.0, 196.0)","(31.0, 50.0, 49.333333333333336)","(13.0, 18.0, 17.613636363636363)","(2.45, 3.05, 3.0174311926605504)","(7.5, 8.8, 8.797222222222222)","(5.5, 6.6, 6.498804780876494)","(81.0, 180.0, 162.0)","(14.0, 19.5, 18.975409836065573)","(101.0, 340.0, 268.8888888888889)","(4.0, 4.6, 4.550196078431372)"
10-01-2023 13:57:27.643348,"(26.0, 55.0, 53.07692307692308)","(51.0, 60.0, 59.6875)","(101.0, 200.0, 196.0)","(31.0, 50.0, 49.28)","(13.0, 18.0, 17.613636363636363)","(2.45, 3.05, 3.039719626168224)","(7.5, 8.8, 8.880898876404494)","(5.5, 6.6, 6.498804780876494)","(81.0, 180.0, 162.0)","(14.0, 19.5, 18.975409836065573)","(101.0, 340.0, 280.0)","(4.0, 4.6, 4.479931972789116)"
10-01-2023 13:57:29.287866,"(26.0, 55.0, 53.07692307692308)","(51.0, 60.0, 59.6875)","(101.0, 200.0, 196.0)","(31.0, 50.0, 51.58974358974359)","(13.0, 18.0, 17.653061224489797)","(2.45, 3.05, 3.0274193548387096)","(7.5, 9.0, 8.921311475409837)","(5.5, 6.6, 6.630939226519336)","(81.0, 180.0, 162.0)","(14.0, 19.5, 18.975409836065573)","(101.0, 320.0, 270.0)","(4.0, 4.5, 4.438512035010941)"
10-01-2023 13:57:31.456749,"(26.0, 55.0, 51.714285714285715)","(51.0, 60.0, 59.6875)","(101.0, 200.0, 188.88888888888889)","(31.0, 55.0, 51.333333333333336)","(13.0, 18.0, 17.653061224489797)","(2.45, 3.05, 3.0304635761589402)","(7.5, 9.0, 8.921311475409837)","(5.5, 6.8, 6.617112299465241)","(81.0, 180.0, 162.0)","(14.0, 19.5, 19.272727272727273)","(101.0, 320.0, 270.0)","(4.0, 4.5, 4.431106870229008)"
10-01-2023 13:57:33.173940,"(26.0, 55.0, 51.19565217391305)","(51.0, 60.0, 63.91891891891892)","(101.0, 200.0, 188.88888888888889)","(31.0, 55.0, 51.04347826086956)","(13.0, 18.0, 17.66)","(2.45, 3.05, 3.0446902654867256)","(7.5, 9.0, 8.920325203252032)","(5.5, 6.8, 6.620645161290322)","(81.0, 180.0, 162.0)","(14.0, 19.5, 20.095238095238095)","(101.0, 340.0, 272.5)","(4.0, 4.4, 4.311065573770492)"
10-01-2023 13:57:34.915295,"(26.0, 55.0, 51.19565217391305)","(51.0, 65.0, 64.23076923076923)","(101.0, 200.0, 188.88888888888889)","(31.0, 55.0, 51.04347826086956)","(13.0, 18.0, 17.66)","(2.45, 3.05, 3.05)","(7.5, 9.0, 8.919354838709678)","(5.5, 6.8, 6.623529411764705)","(81.0, 180.0, 162.0)","(14.0, 21.0, 20.095238095238095)","(101.0, 320.0, 292.0)","(4.0, 4.4, 4.311065573770492)"
10-01-2023 13:57:36.652243,"(26.0, 55.0, 51.19565217391305)","(51.0, 65.0, 66.78571428571429)","(101.0, 200.0, 225.0)","(31.0, 55.0, 51.029411764705884)","(13.0, 18.0, 17.653061224489797)","(2.45, 3.1, 3.0533678756476683)","(7.5, 9.0, 8.906474820143885)","(5.5, 6.8, 6.623529411764705)","(81.0, 180.0, 162.0)","(14.0, 21.0, 20.033898305084747)","(101.0, 320.0, 280.0)","(4.0, 4.4, 4.208812260536399)"
10-01-2023 13:57:38.332957,"(26.0, 55.0, 45.6)","(51.0, 70.0, 64.375)","(101.0, 230.0, 225.0)","(31.0, 55.0, 51.029411764705884)","(13.0, 18.0, 17.8)","(2.45, 3.1, 3.0541666666666667)","(7.5, 9.0, 9.136842105263158)","(5.5, 6.8, 6.561849710982659)","(81.0, 180.0, 162.0)","(14.0, 21.0, 20.033898305084747)","(101.0, 300.0, 270.0)","(4.0, 4.3, 4.215602836879433)"
10-01-2023 13:57:40.060831,"(26.0, 46.0, 44.833333333333336)","(51.0, 70.0, 63.05555555555556)","(101.0, 230.0, 217.5)","(31.0, 55.0, 51.351351351351354)","(13.0, 18.0, 17.846153846153847)","(2.45, 3.1, 3.0575581395348834)","(7.5, 9.2, 9.179310344827586)","(5.5, 6.6, 6.5625)","(81.0, 180.0, 162.0)","(14.0, 21.0, 20.037037037037038)","(101.0, 300.0, 260.0)","(4.0, 4.3, 4.240878378378379)"
10-01-2023 13:57:41.851977,"(26.0, 46.0, 44.833333333333336)","(51.0, 65.0, 61.25)","(101.0, 230.0, 205.0)","(31.0, 55.0, 51.142857142857146)","(13.0, 18.0, 18.11764705882353)","(2.45, 3.1, 2.9975)","(7.5, 9.2, 9.250887573964498)","(5.5, 6.6, 6.69655172413793)","(81.0, 180.0, 163.63636363636363)","(14.0, 21.0, 20.035087719298247)","(101.0, 290.0, 258.0)","(4.0, 4.3, 4.252316076294278)"
10-01-2023 13:57:43.659626,"(26.0, 44.0, 43.8)","(51.0, 65.0, 60.833333333333336)","(101.0, 210.0, 205.0)","(31.0, 55.0, 50.87179487179487)","(13.0, 18.5, 18.177419354838708)","(2.45, 3.0, 2.9877401129943504)","(7.5, 9.4, 9.259016393442623)","(5.5, 6.8, 6.764705882352941)","(81.0, 180.0, 163.63636363636363)","(14.0, 20.0, 19.964285714285715)","(101.0, 280.0, 257.5)","(4.0, 4.3, 4.252316076294278)"
10-01-2023 13:57:45.371653,"(31.0, 44.0, 43.8)","(51.0, 65.0, 60.833333333333336)","(101.0, 210.0, 200.0)","(31.0, 55.0, 50.666666666666664)","(14.0, 18.5, 18.3)","(2.6, 3.0, 2.977664974619289)","(7.5, 9.4, 9.267924528301887)","(5.5, 6.8, 6.901739130434782)","(91.0, 180.0, 163.63636363636363)","(15.0, 20.0, 19.979166666666668)","(101.0, 280.0, 265.0)","(4.0, 4.3, 4.252574525745257)"
10-01-2023 13:57:47.058338,"(31.0, 44.0, 43.0)","(51.0, 65.0, 61.07843137254902)","(101.0, 210.0, 205.0)","(31.0, 55.0, 50.666666666666664)","(14.0, 18.5, 18.3)","(2.6, 2.98, 2.958425196850394)","(7.5, 9.4, 9.253731343283581)","(5.5, 7.0, 6.897071129707113)","(91.0, 180.0, 163.63636363636363)","(15.0, 20.0, 19.979166666666668)","(101.0, 320.0, 264.0)","(4.0, 4.4, 4.299193548387097)"
10-01-2023 13:57:48.718904,"(31.0, 44.0, 43.0)","(51.0, 65.0, 60.744680851063826)","(101.0, 210.0, 205.0)","(31.0, 55.0, 50.8)","(14.0, 18.5, 18.166666666666668)","(2.6, 2.96, 2.934271844660194)","(7.5, 9.4, 9.273548387096774)","(5.5, 7.0, 6.823703703703703)","(91.0, 180.0, 163.63636363636363)","(15.0, 20.0, 19.979166666666668)","(101.0, 310.0, 262.0)","(4.0, 4.5, 4.389655172413793)"
10-01-2023 13:57:50.360268,"(31.0, 44.0, 43.0)","(51.0, 65.0, 61.666666666666664)","(101.0, 210.0, 205.0)","(31.0, 55.0, 50.604651162790695)","(14.0, 18.5, 18.166666666666668)","(2.6, 2.94, 2.9557575757575756)","(8.0, 9.4, 9.273548387096774)","(5.5, 7.0, 6.75968992248062)","(91.0, 180.0, 163.63636363636363)","(15.0, 20.0, 19.979166666666668)","(101.0, 310.0, 258.3333333333333)","(4.0, 4.5, 4.428729281767956)"
10-01-2023 13:57:52.012015,"(31.0, 44.0, 42.57142857142857)","(51.0, 65.0, 61.666666666666664)","(101.0, 210.0, 190.0)","(31.0, 55.0, 50.604651162790695)","(14.0, 18.5, 18.384615384615383)","(2.6, 2.96, 2.960952380952381)","(8.0, 9.4, 9.246511627906976)","(5.5, 6.8, 6.75968992248062)","(91.0, 180.0, 163.63636363636363)","(15.0, 20.0, 19.979166666666668)","(101.0, 300.0, 255.0)","(4.0, 4.5, 4.424870466321244)"
10-01-2023 13:57:53.671111,"(31.0, 44.0, 42.57142857142857)","(51.0, 65.0, 61.6)","(101.0, 200.0, 190.0)","(31.0, 55.0, 50.604651162790695)","(14.0, 18.5, 18.3125)","(2.6, 2.98, 2.961875)","(8.0, 9.4, 9.261780104712042)","(5.5, 6.8, 6.636065573770492)","(91.0, 180.0, 163.63636363636363)","(15.0, 20.0, 19.979166666666668)","(101.0, 290.0, 258.0)","(4.0, 4.5, 4.408227848101266)"
10-01-2023 13:57:55.276022,"(31.0, 44.0, 42.44444444444444)","(51.0, 65.0, 63.47826086956522)","(101.0, 200.0, 190.0)","(31.0, 55.0, 50.08108108108108)","(14.0, 18.5, 18.3125)","(2.6, 2.98, 2.982197802197802)","(8.0, 9.4, 9.242857142857142)","(5.5, 6.8, 6.559090909090909)","(91.0, 180.0, 163.63636363636363)","(15.0, 20.0, 19.983870967741936)","(101.0, 290.0, 257.5)","(4.0, 4.5, 4.446594982078853)"
10-01-2023 13:57:56.867668,"(31.0, 44.0, 43.1764705882353)","(51.0, 65.0, 63.541666666666664)","(101.0, 200.0, 190.0)","(31.0, 55.0, 50.333333333333336)","(14.0, 18.5, 18.3125)","(2.6, 3.0, 3.0359570661896242)","(8.0, 9.4, 9.435483870967742)","(6.0, 6.6, 6.538181818181818)","(91.0, 180.0, 163.63636363636363)","(15.0, 20.0, 19.983870967741936)","(101.0, 280.0, 266.0)","(4.0, 4.5, 4.448872180451128)"
10-01-2023 13:57:58.588095,"(31.0, 44.0, 43.1764705882353)","(51.0, 65.0, 63.541666666666664)","(101.0, 200.0, 190.0)","(31.0, 55.0, 49.5)","(14.0, 18.5, 18.3125)","(2.6, 3.05, 3.0238861386138614)","(8.0, 9.6, 9.452380952380953)","(6.0, 6.6, 6.384431137724551)","(91.0, 180.0, 163.63636363636363)","(15.0, 20.0, 19.98148148148148)","(101.0, 330.0, 260.0)","(4.0, 4.5, 4.447286821705426)"
10-01-2023 13:58:00.209540,"(31.0, 44.0, 43.1764705882353)","(51.0, 65.0, 63.541666666666664)","(101.0, 200.0, 220.0)","(31.0, 55.0, 49.3125)","(14.0, 18.5, 18.375)","(2.6, 3.05, 3.027402597402597)","(7.5, 9.6, 9.457142857142857)","(5.5, 6.4, 6.3355140186915895)","(101.0, 180.0, 171.42857142857142)","(15.0, 20.0, 18.666666666666668)","(101.0, 270.0, 260.0)","(3.9, 4.5, 4.456862745098039)"
10-01-2023 13:58:02.014460,"(31.0, 44.0, 43.1764705882353)","(51.0, 65.0, 65.66666666666667)","(101.0, 230.0, 200.0)","(31.0, 55.0, 49.64705882352941)","(14.0, 18.5, 18.46153846153846)","(2.6, 3.05, 3.057451923076923)","(7.5, 9.6, 9.457142857142857)","(5.5, 6.4, 6.331221719457014)","(101.0, 180.0, 163.63636363636363)","(15.0, 19.0, 18.166666666666668)","(101.0, 270.0, 255.0)","(3.9, 4.5, 4.484729064039409)"
10-01-2023 13:58:04.641988,"(31.0, 44.0, 41.4)","(51.0, 70.0, 63.57142857142857)","(101.0, 220.0, 200.0)","(31.0, 55.0, 49.64705882352941)","(14.0, 18.5, 18.31578947368421)","(2.6, 3.1, 3.0692579505300355)","(7.5, 9.6, 9.749152542372881)","(5.5, 6.4, 6.1959798994974875)","(101.0, 180.0, 159.23076923076923)","(15.0, 18.0, 17.9)","(101.0, 270.0, 260.0)","(3.9, 4.6, 4.507520891364902)"
10-01-2023 13:58:06.492493,"(31.0, 44.0, 41.4)","(51.0, 65.0, 61.0)","(101.0, 220.0, 200.0)","(31.0, 55.0, 49.64705882352941)","(14.0, 18.5, 18.3)","(2.6, 3.1, 3.0735562310030393)","(7.5, 9.8, 9.683076923076923)","(5.5, 6.2, 6.221897810218978)","(101.0, 180.0, 162.0)","(15.0, 18.0, 17.514285714285712)","(101.0, 270.0, 260.0)","(3.9, 4.5, 4.472014925373134)"
10-01-2023 13:58:08.286374,"(31.0, 44.0, 41.4)","(51.0, 65.0, 58.94736842105263)","(101.0, 220.0, 200.0)","(31.0, 55.0, 49.0)","(14.0, 18.5, 18.31578947368421)","(2.6, 3.1, 3.071580547112462)","(7.5, 9.8, 9.717142857142857)","(5.5, 6.4, 6.21829268292683)","(101.0, 180.0, 162.0)","(15.0, 18.0, 17.15625)","(101.0, 270.0, 250.0)","(3.9, 4.5, 4.485777777777778)"
10-01-2023 13:58:10.108328,"(31.0, 44.0, 41.4)","(51.0, 60.0, 58.40909090909091)","(101.0, 220.0, 205.0)","(31.0, 50.0, 49.0)","(14.0, 18.5, 18.31578947368421)","(2.6, 3.1, 3.06786941580756)","(7.5, 9.8, 9.735135135135135)","(5.5, 6.4, 6.21829268292683)","(101.0, 180.0, 162.0)","(15.0, 17.5, 17.01851851851852)","(101.0, 270.0, 255.0)","(3.9, 4.6, 4.5081447963800905)"
10-01-2023 13:58:11.793049,"(31.0, 44.0, 41.4)","(51.0, 60.0, 58.40909090909091)","(101.0, 230.0, 205.0)","(31.0, 50.0, 49.0)","(14.0, 18.5, 18.31578947368421)","(2.6, 3.1, 3.06786941580756)","(8.0, 9.8, 9.735135135135135)","(5.5, 6.4, 6.21829268292683)","(101.0, 180.0, 162.0)","(15.0, 17.5, 17.01851851851852)","(101.0, 270.0, 255.0)","(3.9, 4.6, 4.5081447963800905)"
10-01-2023 13:58:13.537576,"(31.0, 44.0, 41.4)","(51.0, 60.0, 58.225806451612904)","(101.0, 230.0, 195.0)","(31.0, 50.0, 49.0)","(14.0, 18.5, 18.785714285714285)","(2.6, 3.1, 3.0761160714285714)","(8.0, 9.8, 9.730434782608697)","(5.5, 6.4, 6.217789757412399)","(101.0, 180.0, 162.0)","(15.0, 17.5, 16.86046511627907)","(101.0, 270.0, 255.0)","(3.9, 4.6, 4.517156862745098)"
10-01-2023 13:58:15.301848,"(31.0, 44.0, 41.55555555555556)","(51.0, 60.0, 57.659574468085104)","(101.0, 240.0, 195.0)","(31.0, 50.0, 49.0)","(14.0, 19.0, 18.833333333333332)","(2.6, 3.1, 3.08875)","(8.0, 9.8, 9.730434782608697)","(5.5, 6.4, 6.2145882352941175)","(101.0, 180.0, 163.33333333333334)","(14.0, 17.0, 16.651515151515152)","(101.0, 270.0, 275.0)","(3.9, 4.6, 4.517156862745098)"
10-01-2023 13:58:16.962483,"(31.0, 44.0, 42.13333333333333)","(51.0, 60.0, 57.659574468085104)","(101.0, 240.0, 186.25)","(31.0, 50.0, 49.0)","(14.0, 19.0, 18.833333333333332)","(2.6, 3.1, 3.0886690647482014)","(8.0, 9.8, 9.730434782608697)","(5.5, 6.4, 6.2145882352941175)","(101.0, 180.0, 170.0)","(14.0, 17.0, 16.673076923076923)","(101.0, 310.0, 290.0)","(3.9, 4.6, 4.517156862745098)"
10-01-2023 13:58:18.670279,"(31.0, 44.0, 39.2)","(51.0, 60.0, 54.23913043478261)","(101.0, 230.0, 190.0)","(31.0, 50.0, 49.0)","(14.0, 19.0, 18.9)","(2.6, 3.1, 3.0961038961038962)","(8.0, 9.8, 9.71864406779661)","(5.5, 6.4, 6.249904761904762)","(101.0, 180.0, 170.0)","(14.0, 17.0, 16.854166666666668)","(101.0, 310.0, 283.75)","(3.9, 4.6, 4.531140350877193)"
10-01-2023 13:58:20.347182,"(31.0, 44.0, 39.2)","(51.0, 55.0, 55.943396226415096)","(101.0, 220.0, 190.0)","(31.0, 50.0, 49.75)","(14.0, 19.0, 18.45)","(2.6, 3.1, 3.0799157303370785)","(8.0, 9.8, 9.707692307692309)","(5.5, 6.4, 6.24)","(101.0, 180.0, 170.0)","(14.0, 17.0, 16.854166666666668)","(101.0, 310.0, 284.44444444444446)","(3.9, 4.6, 4.5514851485148515)"
10-01-2023 13:58:22.387957,"(31.0, 42.0, 38.5)","(51.0, 60.0, 52.90909090909091)","(101.0, 220.0, 195.0)","(31.0, 50.0, 49.75)","(14.0, 18.5, 18.45)","(2.6, 3.1, 3.080678466076696)","(8.0, 9.8, 9.707692307692309)","(5.5, 6.4, 6.213240418118467)","(101.0, 180.0, 170.0)","(14.0, 17.0, 16.854166666666668)","(101.0, 320.0, 290.0)","(3.9, 4.6, 4.5501567398119125)"
10-01-2023 13:58:24.138393,"(31.0, 42.0, 38.5)","(51.0, 60.0, 53.62068965517241)","(101.0, 210.0, 200.0)","(31.0, 50.0, 49.75)","(14.0, 18.5, 18.442307692307693)","(2.6, 3.1, 3.0846604215456677)","(8.0, 9.8, 9.724324324324325)","(5.5, 6.4, 6.222545454545455)","(101.0, 180.0, 171.42857142857142)","(14.0, 17.0, 16.854166666666668)","(101.0, 320.0, 290.0)","(3.9, 4.6, 4.559925093632959)"
10-01-2023 13:58:25.970786,"(31.0, 42.0, 38.666666666666664)","(51.0, 55.0, 53.62068965517241)","(101.0, 210.0, 205.71428571428572)","(31.0, 50.0, 49.75)","(14.0, 18.5, 18.442307692307693)","(2.6, 3.1, 3.0811239193083573)","(8.0, 9.8, 9.724324324324325)","(5.5, 6.4, 6.222545454545455)","(101.0, 180.0, 171.42857142857142)","(14.0, 17.0, 16.854166666666668)","(101.0, 320.0, 280.0)","(3.9, 4.6, 4.556737588652482)"
10-01-2023 13:58:27.742488,"(31.0, 40.0, 39.53846153846154)","(51.0, 55.0, 52.22222222222222)","(101.0, 210.0, 206.66666666666666)","(31.0, 50.0, 49.75)","(14.0, 18.5, 18.32)","(2.6, 3.1, 3.095263157894737)","(8.0, 9.8, 9.724324324324325)","(5.5, 6.4, 6.193150684931507)","(101.0, 180.0, 171.42857142857142)","(14.0, 17.0, 16.865384615384617)","(101.0, 320.0, 290.0)","(3.9, 4.6, 4.5562724014336915)"
10-01-2023 13:58:29.579903,"(31.0, 40.0, 39.55555555555556)","(51.0, 55.0, 50.333333333333336)","(101.0, 210.0, 206.66666666666666)","(31.0, 50.0, 49.76470588235294)","(14.0, 18.5, 18.227272727272727)","(2.6, 3.1, 3.0379781420765024)","(8.0, 9.8, 9.840816326530613)","(5.5, 6.2, 6.135467980295567)","(101.0, 180.0, 171.42857142857142)","(14.0, 18.0, 17.8625)","(101.0, 320.0, 297.14285714285717)","(3.9, 4.6, 4.560377358490566)"
10-01-2023 13:58:31.554412,"(31.0, 40.0, 39.07692307692308)","(51.0, 55.0, 52.24242424242424)","(101.0, 210.0, 189.0)","(31.0, 50.0, 49.76470588235294)","(14.0, 18.5, 17.852941176470587)","(2.7, 3.05, 3.10936170212766)","(8.0, 10.0, 9.84950495049505)","(5.5, 6.2, 6.118260869565217)","(101.0, 180.0, 160.0)","(14.0, 18.0, 17.953125)","(101.0, 320.0, 297.14285714285717)","(3.9, 4.6, 4.55177993527508)"
10-01-2023 13:58:33.207969,"(31.0, 40.0, 39.172413793103445)","(51.0, 55.0, 51.86206896551724)","(101.0, 210.0, 188.0)","(31.0, 50.0, 49.78947368421053)","(14.0, 18.0, 17.84375)","(2.7, 3.15, 3.0794973544973545)","(8.0, 10.0, 9.847999999999999)","(5.5, 6.2, 6.122881355932203)","(101.0, 180.0, 151.42857142857142)","(14.0, 18.0, 18.00943396226415)","(101.0, 320.0, 284.44444444444446)","(3.9, 4.6, 4.568562874251497)"
10-01-2023 13:58:34.871630,"(31.0, 40.0, 38.5)","(51.0, 55.0, 50.86363636363637)","(101.0, 200.0, 186.66666666666666)","(31.0, 50.0, 49.78947368421053)","(14.0, 18.0, 17.84375)","(2.7, 3.15, 3.075706940874036)","(8.0, 10.0, 9.847999999999999)","(5.5, 6.2, 6.1236673773987205)","(101.0, 170.0, 147.5)","(14.0, 19.5, 19.233333333333334)","(101.0, 320.0, 310.0)","(3.9, 4.6, 4.562059620596206)"
