,Memumsmedad,Mungerannie,My Prediction,Nahnah Not Me,Star Of Kongo,Tyita,Grinzinger Castle,Italian Virtuoso,Sobart,Golden Beauty,Young Trella,Dupont
10-01-2023 13:48:05.301646,"(17.0, 36.0, 35.81818181818182)","(61.0, 95.0, 91.875)","(101.0, 360.0, 240.0)","(41.0, 65.0, 69.0)","(10.0, 14.5, 14.116279069767442)","(2.2, 2.6, 2.591818181818182)","(7.0, 9.4, 9.070175438596491)","(6.0, 7.0, 6.902857142857143)","(61.0, 200.0, 166.66666666666666)","(13.0, 28.0, 27.2)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.2318181818181815)"
10-01-2023 13:48:06.977874,"(17.0, 36.0, 34.666666666666664)","(61.0, 95.0, 91.875)","(101.0, 360.0, 240.0)","(41.0, 70.0, 69.0)","(10.0, 14.5, 14.116279069767442)","(2.2, 2.6, 2.591818181818182)","(7.0, 9.4, 9.070175438596491)","(6.0, 7.0, 6.902857142857143)","(61.0, 200.0, 166.66666666666666)","(13.0, 28.0, 27.2)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.2318181818181815)"
10-01-2023 13:48:08.882749,"(17.0, 36.0, 34.666666666666664)","(61.0, 95.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 70.0, 69.0)","(10.0, 14.5, 14.116279069767442)","(2.2, 2.6, 2.592)","(7.0, 9.4, 9.070175438596491)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 166.66666666666666)","(13.0, 28.0, 27.2)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.338461538461538)"
10-01-2023 13:48:10.876153,"(17.0, 36.0, 34.666666666666664)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 70.0, 68.5)","(10.0, 14.5, 14.116279069767442)","(2.2, 2.6, 2.592)","(7.0, 9.4, 9.070175438596491)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 166.66666666666666)","(13.0, 28.0, 27.428571428571427)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.338461538461538)"
10-01-2023 13:48:12.812963,"(17.0, 36.0, 34.666666666666664)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 70.0, 68.5)","(10.0, 14.5, 14.116279069767442)","(2.2, 2.6, 2.592)","(7.0, 9.4, 9.070175438596491)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 166.66666666666666)","(13.0, 28.0, 27.428571428571427)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3428571428571425)"
10-01-2023 13:48:14.424598,"(17.0, 36.0, 34.666666666666664)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 70.0, 68.5)","(10.0, 14.5, 14.116279069767442)","(2.2, 2.6, 2.592)","(7.0, 9.4, 9.070175438596491)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 166.66666666666666)","(13.0, 28.0, 27.428571428571427)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:16.110952,"(17.0, 36.0, 34.4)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 70.0, 68.5)","(10.0, 14.5, 14.116279069767442)","(2.2, 2.6, 2.592)","(7.0, 9.4, 9.070175438596491)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 166.66666666666666)","(13.0, 28.0, 27.428571428571427)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:17.700543,"(17.0, 36.0, 34.4)","(61.0, 90.0, 87.5)","(101.0, 360.0, 256.6666666666667)","(41.0, 70.0, 68.77777777777777)","(10.0, 14.5, 14.714285714285714)","(2.2, 2.6, 2.592)","(7.0, 9.4, 9.285714285714286)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.428571428571427)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:19.342096,"(17.0, 36.0, 34.4)","(61.0, 90.0, 87.5)","(101.0, 410.0, 316.66666666666663)","(41.0, 70.0, 55.45454545454545)","(10.0, 15.0, 15.2)","(2.2, 2.6, 2.592)","(7.0, 9.4, 9.285714285714286)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.428571428571427)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:21.030228,"(17.0, 36.0, 34.4)","(61.0, 90.0, 87.5)","(101.0, 390.0, 316.66666666666663)","(41.0, 65.0, 59.333333333333336)","(10.0, 16.0, 15.2)","(2.2, 2.6, 2.592)","(7.0, 9.4, 9.285714285714286)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.428571428571427)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:22.822470,"(17.0, 36.0, 34.4)","(61.0, 90.0, 87.5)","(101.0, 390.0, 290.0)","(41.0, 65.0, 55.45454545454545)","(10.0, 16.0, 15.2)","(2.2, 2.6, 2.592)","(7.0, 9.4, 9.30857142857143)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.428571428571427)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:24.796893,"(17.0, 36.0, 34.4)","(61.0, 90.0, 87.5)","(101.0, 380.0, 230.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.153846153846153)","(2.2, 2.6, 2.570958904109589)","(7.0, 9.4, 9.3)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.363636363636363)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:26.750484,"(17.0, 36.0, 34.4)","(61.0, 90.0, 87.5)","(101.0, 380.0, 290.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.153846153846153)","(2.2, 2.6, 2.570958904109589)","(7.0, 9.4, 9.3)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:28.482464,"(17.0, 36.0, 34.4)","(61.0, 90.0, 87.5)","(101.0, 380.0, 290.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.153846153846153)","(2.2, 2.6, 2.570958904109589)","(7.0, 9.4, 9.3)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:30.197371,"(17.0, 36.0, 34.4)","(61.0, 90.0, 87.5)","(101.0, 380.0, 290.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.6, 2.570958904109589)","(7.0, 9.4, 9.3)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.363636363636363)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:31.909446,"(17.0, 36.0, 34.4)","(61.0, 90.0, 87.5)","(101.0, 380.0, 290.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.6, 2.5808695652173914)","(7.0, 9.4, 9.342857142857142)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:33.596163,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 380.0, 290.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.6, 2.5808695652173914)","(7.0, 9.6, 9.381818181818181)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.4, 5.3382978723404255)"
10-01-2023 13:48:35.162347,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 380.0, 303.33333333333337)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.6, 2.5877777777777777)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.363636363636363)","(101.0, 470.0, 382.0)","(4.8, 5.2, 5.1862385321100914)"
10-01-2023 13:48:36.724031,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 370.0, 240.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.6, 2.5877777777777777)","(7.0, 9.6, 9.466666666666667)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.2, 5.185294117647059)"
10-01-2023 13:48:38.337776,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.6, 2.5877777777777777)","(7.0, 9.6, 9.466666666666667)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.2, 5.263636363636364)"
10-01-2023 13:48:39.959530,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 360.0, 296.6666666666667)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.6, 2.5808695652173914)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.363636363636363)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.264912280701754)"
10-01-2023 13:48:41.572954,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.6, 2.5808695652173914)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.264912280701754)"
10-01-2023 13:48:43.157775,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.6, 2.570212765957447)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.243243243243243)"
10-01-2023 13:48:44.752377,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.58, 2.570212765957447)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.243243243243243)"
10-01-2023 13:48:46.362941,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.133333333333333)","(2.2, 2.58, 2.570212765957447)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.231372549019608)"
10-01-2023 13:48:48.031562,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.58, 2.570212765957447)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.231372549019608)"
10-01-2023 13:48:49.684239,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.58, 2.570212765957447)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 140.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.231372549019608)"
10-01-2023 13:48:51.263791,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.58, 2.570212765957447)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 200.0, 173.63636363636363)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.231372549019608)"
10-01-2023 13:48:52.853978,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 360.0, 256.6666666666667)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.58, 2.570212765957447)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 190.0, 157.27272727272725)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.231372549019608)"
10-01-2023 13:48:54.482495,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 410.0, 250.0)","(41.0, 65.0, 60.0)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.58, 2.58625)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 170.0, 142.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.231372549019608)"
10-01-2023 13:48:56.027564,"(17.0, 36.0, 35.1578947368421)","(61.0, 90.0, 87.5)","(101.0, 390.0, 250.0)","(41.0, 65.0, 59.44444444444444)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.6, 2.58625)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.905882352941177)","(61.0, 170.0, 142.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.231372549019608)"
10-01-2023 13:48:57.491416,"(17.0, 36.0, 34.666666666666664)","(61.0, 90.0, 87.5)","(101.0, 390.0, 230.0)","(41.0, 65.0, 59.44444444444444)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.6, 2.58625)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 142.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.231372549019608)"
10-01-2023 13:48:58.942381,"(17.0, 36.0, 34.666666666666664)","(61.0, 90.0, 87.5)","(101.0, 380.0, 230.0)","(41.0, 65.0, 59.44444444444444)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.6, 2.58625)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 142.0)","(13.0, 28.0, 27.57894736842105)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.231372549019608)"
10-01-2023 13:49:00.390761,"(17.0, 36.0, 34.666666666666664)","(61.0, 90.0, 87.5)","(101.0, 380.0, 230.0)","(41.0, 65.0, 59.44444444444444)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.6, 2.58625)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 142.0)","(13.0, 28.0, 27.666666666666668)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.231372549019608)"
10-01-2023 13:49:01.859829,"(17.0, 36.0, 34.666666666666664)","(61.0, 90.0, 87.5)","(101.0, 380.0, 230.0)","(41.0, 65.0, 59.44444444444444)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.6, 2.5808695652173914)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 142.0)","(13.0, 28.0, 27.666666666666668)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.23)"
10-01-2023 13:49:03.347646,"(17.0, 36.0, 34.666666666666664)","(61.0, 90.0, 87.5)","(101.0, 380.0, 230.0)","(41.0, 65.0, 59.44444444444444)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.6, 2.570666666666667)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 143.75)","(13.0, 28.0, 27.666666666666668)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.23)"
10-01-2023 13:49:04.918608,"(17.0, 36.0, 34.666666666666664)","(61.0, 90.0, 87.5)","(101.0, 380.0, 230.0)","(41.0, 65.0, 59.44444444444444)","(10.0, 16.0, 15.272727272727273)","(2.2, 2.58, 2.5668965517241378)","(7.0, 9.6, 9.408)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 143.75)","(13.0, 28.0, 27.666666666666668)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.23)"
10-01-2023 13:49:06.425463,"(17.0, 36.0, 34.285714285714285)","(61.0, 90.0, 93.33333333333334)","(101.0, 380.0, 230.0)","(41.0, 65.0, 63.84615384615385)","(10.0, 16.0, 15.04)","(2.2, 2.58, 2.5668965517241378)","(7.0, 9.6, 9.111340206185567)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 28.0, 28.2)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.23)"
10-01-2023 13:49:07.972531,"(17.0, 36.0, 34.285714285714285)","(61.0, 95.0, 93.33333333333334)","(101.0, 380.0, 230.0)","(41.0, 65.0, 63.84615384615385)","(10.0, 15.5, 15.04)","(2.2, 2.58, 2.5655555555555556)","(7.0, 9.4, 9.111340206185567)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 28.5)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.23)"
10-01-2023 13:49:09.509403,"(17.0, 36.0, 34.285714285714285)","(61.0, 95.0, 93.33333333333334)","(101.0, 380.0, 243.33333333333334)","(41.0, 65.0, 63.84615384615385)","(10.0, 15.5, 15.04)","(2.2, 2.58, 2.5655555555555556)","(7.0, 9.4, 9.111340206185567)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 28.5)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.23)"
10-01-2023 13:49:11.103207,"(17.0, 36.0, 34.22222222222222)","(61.0, 95.0, 93.33333333333334)","(101.0, 370.0, 240.0)","(41.0, 65.0, 63.84615384615385)","(10.0, 15.5, 15.04)","(2.2, 2.58, 2.5655555555555556)","(7.0, 9.4, 9.123809523809523)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 28.928571428571427)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.23)"
10-01-2023 13:49:12.625136,"(17.0, 36.0, 34.22222222222222)","(61.0, 95.0, 93.33333333333334)","(101.0, 360.0, 240.0)","(41.0, 65.0, 63.84615384615385)","(10.0, 15.5, 15.04)","(2.2, 2.58, 2.5655555555555556)","(7.0, 9.2, 9.123809523809523)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 29.25)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.23)"
10-01-2023 13:49:14.301208,"(17.0, 36.0, 34.22222222222222)","(61.0, 95.0, 86.78571428571428)","(101.0, 360.0, 240.0)","(41.0, 65.0, 63.84615384615385)","(10.0, 15.5, 15.04)","(2.2, 2.58, 2.5655555555555556)","(7.0, 9.2, 9.123809523809523)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 29.25)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.23)"
10-01-2023 13:49:15.909225,"(17.0, 36.0, 34.22222222222222)","(61.0, 90.0, 86.78571428571428)","(101.0, 360.0, 240.0)","(41.0, 65.0, 73.92857142857143)","(10.0, 15.5, 15.04)","(2.2, 2.58, 2.595675675675676)","(7.0, 9.2, 9.108571428571429)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 29.25)","(101.0, 470.0, 382.0)","(4.8, 5.3, 5.23)"
10-01-2023 13:49:17.559245,"(17.0, 36.0, 34.22222222222222)","(61.0, 90.0, 84.16666666666667)","(101.0, 360.0, 240.0)","(41.0, 75.0, 73.92857142857143)","(10.0, 15.5, 15.04)","(2.2, 2.6, 2.6323076923076925)","(7.0, 9.2, 8.9)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 29.25)","(101.0, 470.0, 382.0)","(4.8, 5.2, 5.170886075949367)"
10-01-2023 13:49:19.224732,"(17.0, 36.0, 34.22222222222222)","(61.0, 85.0, 84.16666666666667)","(101.0, 360.0, 240.0)","(41.0, 75.0, 73.92857142857143)","(10.0, 15.5, 15.04)","(2.2, 2.66, 2.638181818181818)","(7.0, 9.0, 8.889655172413793)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 29.307692307692307)","(101.0, 470.0, 382.0)","(4.8, 5.2, 5.170886075949367)"
10-01-2023 13:49:20.976940,"(17.0, 36.0, 34.22222222222222)","(61.0, 85.0, 84.16666666666667)","(101.0, 360.0, 240.0)","(41.0, 75.0, 73.92857142857143)","(10.0, 15.5, 15.04)","(2.2, 2.66, 2.638181818181818)","(7.0, 9.0, 8.758620689655173)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 29.307692307692307)","(101.0, 470.0, 382.0)","(4.8, 5.2, 5.164248704663213)"
10-01-2023 13:49:22.538148,"(17.0, 36.0, 34.22222222222222)","(61.0, 85.0, 84.16666666666667)","(101.0, 360.0, 240.0)","(41.0, 75.0, 73.92857142857143)","(10.0, 15.5, 15.04)","(2.2, 2.66, 2.653913043478261)","(7.0, 8.8, 8.711111111111112)","(6.0, 7.0, 6.885714285714285)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 29.307692307692307)","(101.0, 470.0, 382.0)","(4.8, 5.1, 5.082926829268293)"
10-01-2023 13:49:24.011599,"(17.0, 36.0, 34.22222222222222)","(61.0, 85.0, 84.16666666666667)","(101.0, 360.0, 240.0)","(41.0, 75.0, 73.92857142857143)","(10.0, 15.5, 15.666666666666666)","(2.2, 2.68, 2.652)","(7.0, 8.8, 8.657142857142857)","(6.0, 7.0, 6.964705882352941)","(61.0, 170.0, 140.83333333333334)","(13.0, 30.0, 28.875)","(101.0, 470.0, 382.0)","(4.8, 5.1, 5.082539682539682)"
10-01-2023 13:49:25.607100,"(17.0, 36.0, 34.22222222222222)","(61.0, 85.0, 84.16666666666667)","(101.0, 360.0, 240.0)","(41.0, 75.0, 73.92857142857143)","(10.0, 16.0, 15.766666666666667)","(2.2, 2.66, 2.63)","(7.0, 8.8, 8.5375)","(6.0, 7.0, 6.964705882352941)","(61.0, 170.0, 157.5)","(13.0, 30.0, 32.0)","(101.0, 470.0, 382.0)","(4.8, 5.1, 5.045)"
10-01-2023 13:49:27.183930,"(17.0, 36.0, 34.375)","(61.0, 85.0, 84.16666666666667)","(101.0, 360.0, 256.6666666666667)","(41.0, 75.0, 69.28571428571429)","(10.0, 16.5, 15.766666666666667)","(2.2, 2.66, 2.6482926829268294)","(7.0, 8.6, 8.5375)","(6.0, 7.0, 6.964705882352941)","(61.0, 170.0, 165.0)","(13.0, 36.0, 32.30769230769231)","(101.0, 470.0, 382.0)","(4.8, 5.1, 5.029090909090909)"
10-01-2023 13:49:28.666974,"(18.0, 36.0, 34.375)","(61.0, 85.0, 84.16666666666667)","(101.0, 410.0, 235.0)","(41.0, 70.0, 69.28571428571429)","(10.0, 16.5, 15.766666666666667)","(2.2, 2.66, 2.6495652173913045)","(7.5, 8.6, 8.5375)","(6.0, 7.0, 6.964705882352941)","(61.0, 170.0, 165.0)","(14.0, 36.0, 32.30769230769231)","(101.0, 470.0, 382.0)","(4.8, 5.1, 5.029090909090909)"
10-01-2023 13:49:30.241903,"(18.0, 36.0, 34.375)","(61.0, 85.0, 84.16666666666667)","(101.0, 400.0, 235.0)","(41.0, 70.0, 69.28571428571429)","(10.0, 16.5, 15.766666666666667)","(2.2, 2.66, 2.639130434782609)","(7.5, 8.6, 8.5375)","(6.0, 7.0, 6.964705882352941)","(61.0, 170.0, 165.0)","(14.0, 36.0, 32.30769230769231)","(101.0, 470.0, 382.0)","(4.8, 5.1, 5.029090909090909)"
10-01-2023 13:49:31.787369,"(18.0, 36.0, 34.375)","(61.0, 85.0, 84.16666666666667)","(101.0, 400.0, 235.0)","(41.0, 70.0, 69.28571428571429)","(10.0, 16.5, 15.766666666666667)","(2.2, 2.66, 2.639130434782609)","(7.5, 8.6, 8.528571428571428)","(6.0, 7.0, 6.9714285714285715)","(61.0, 170.0, 165.0)","(14.0, 36.0, 32.30769230769231)","(101.0, 470.0, 382.0)","(4.8, 5.1, 5.029090909090909)"
10-01-2023 13:49:33.309159,"(18.0, 36.0, 33.6)","(61.0, 85.0, 84.16666666666667)","(101.0, 400.0, 235.0)","(41.0, 70.0, 69.28571428571429)","(10.0, 16.5, 15.766666666666667)","(2.2, 2.66, 2.656923076923077)","(7.5, 8.6, 8.753333333333334)","(6.0, 7.0, 6.943859649122807)","(61.0, 170.0, 165.0)","(14.0, 36.0, 33.6)","(101.0, 470.0, 382.0)","(4.8, 5.1, 4.9731707317073175)"
10-01-2023 13:49:34.818348,"(18.0, 36.0, 33.6)","(61.0, 85.0, 84.16666666666667)","(101.0, 400.0, 235.0)","(41.0, 70.0, 73.92857142857143)","(10.0, 16.5, 15.766666666666667)","(2.2, 2.66, 2.6565217391304348)","(7.5, 8.8, 8.625)","(6.0, 7.0, 6.753846153846154)","(61.0, 170.0, 165.0)","(14.0, 36.0, 32.30769230769231)","(101.0, 470.0, 382.0)","(4.8, 5.1, 4.96890756302521)"
10-01-2023 13:49:36.322347,"(18.0, 36.0, 33.91304347826087)","(61.0, 85.0, 84.16666666666667)","(101.0, 400.0, 235.0)","(41.0, 75.0, 73.0)","(10.0, 16.5, 15.766666666666667)","(2.2, 2.66, 2.6285714285714286)","(7.5, 8.8, 8.625)","(6.0, 7.0, 6.776923076923077)","(61.0, 170.0, 165.0)","(14.0, 36.0, 32.30769230769231)","(101.0, 470.0, 382.0)","(4.8, 5.1, 4.962121212121212)"
10-01-2023 13:49:37.845071,"(18.0, 36.0, 33.91304347826087)","(61.0, 85.0, 84.16666666666667)","(101.0, 400.0, 235.0)","(41.0, 75.0, 73.0)","(10.0, 16.5, 15.214285714285714)","(2.2, 2.66, 2.652340425531915)","(7.5, 8.8, 8.538461538461538)","(6.0, 7.0, 6.758536585365854)","(61.0, 170.0, 165.0)","(14.0, 36.0, 32.666666666666664)","(101.0, 470.0, 382.0)","(4.8, 5.1, 5.006185567010309)"
