,Thumbs Up,Just Like Honey,Witty Wendy,Haras Heidi,Sassy Sniper,Black Horizon
186,"[datetime.datetime(2022, 11, 28, 18, 14, 58, 243660), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 14, 58, 243660), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 14, 58, 243660), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 14, 58, 243660), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 14, 58, 243660), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 14, 58, 243660), 61.0, 570.0]"
187,"[datetime.datetime(2022, 11, 28, 18, 14, 59, 343956), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 14, 59, 343956), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 14, 59, 343956), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 14, 59, 343956), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 14, 59, 343956), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 14, 59, 343956), 61.0, 570.0]"
188,"[datetime.datetime(2022, 11, 28, 18, 15, 0, 447364), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 0, 447364), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 0, 447364), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 0, 447364), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 0, 447364), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 0, 447364), 61.0, 570.0]"
189,"[datetime.datetime(2022, 11, 28, 18, 15, 1, 544501), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 1, 544501), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 1, 544501), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 1, 544501), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 1, 544501), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 1, 544501), 61.0, 570.0]"
190,"[datetime.datetime(2022, 11, 28, 18, 15, 2, 656585), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 2, 656585), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 2, 656585), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 2, 656585), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 2, 656585), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 2, 656585), 61.0, 570.0]"
191,"[datetime.datetime(2022, 11, 28, 18, 15, 3, 756293), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 3, 756293), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 3, 756293), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 3, 756293), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 3, 756293), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 3, 756293), 61.0, 570.0]"
192,"[datetime.datetime(2022, 11, 28, 18, 15, 4, 861435), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 4, 861435), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 4, 861435), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 4, 861435), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 4, 861435), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 4, 861435), 61.0, 570.0]"
193,"[datetime.datetime(2022, 11, 28, 18, 15, 5, 974578), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 5, 974578), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 5, 974578), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 5, 974578), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 5, 974578), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 5, 974578), 61.0, 570.0]"
194,"[datetime.datetime(2022, 11, 28, 18, 15, 7, 79098), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 7, 79098), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 7, 79098), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 7, 79098), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 7, 79098), 3.1, 5.3]","[datetime.datetime(2022, 11, 28, 18, 15, 7, 79098), 61.0, 570.0]"
195,"[datetime.datetime(2022, 11, 28, 18, 15, 8, 182791), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 8, 182791), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 8, 182791), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 8, 182791), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 8, 182791), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 8, 182791), 61.0, 570.0]"
196,"[datetime.datetime(2022, 11, 28, 18, 15, 9, 281758), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 9, 281758), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 9, 281758), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 9, 281758), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 9, 281758), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 9, 281758), 61.0, 570.0]"
197,"[datetime.datetime(2022, 11, 28, 18, 15, 10, 386895), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 10, 386895), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 10, 386895), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 10, 386895), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 10, 386895), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 10, 386895), 61.0, 570.0]"
198,"[datetime.datetime(2022, 11, 28, 18, 15, 11, 487102), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 11, 487102), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 11, 487102), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 11, 487102), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 11, 487102), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 11, 487102), 61.0, 570.0]"
199,"[datetime.datetime(2022, 11, 28, 18, 15, 12, 591835), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 12, 591835), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 12, 591835), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 12, 591835), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 12, 591835), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 12, 591835), 61.0, 570.0]"
200,"[datetime.datetime(2022, 11, 28, 18, 15, 13, 705041), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 13, 705041), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 13, 705041), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 13, 705041), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 13, 705041), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 13, 705041), 61.0, 570.0]"
201,"[datetime.datetime(2022, 11, 28, 18, 15, 14, 816730), 2.6, 3.35]","[datetime.datetime(2022, 11, 28, 18, 15, 14, 816730), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 14, 816730), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 14, 816730), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 14, 816730), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 14, 816730), 61.0, 570.0]"
202,"[datetime.datetime(2022, 11, 28, 18, 15, 15, 930167), 2.6, 3.75]","[datetime.datetime(2022, 11, 28, 18, 15, 15, 930167), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 15, 930167), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 15, 930167), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 15, 930167), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 15, 930167), 61.0, 570.0]"
203,"[datetime.datetime(2022, 11, 28, 18, 15, 17, 52104), 2.6, 3.7]","[datetime.datetime(2022, 11, 28, 18, 15, 17, 52104), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 17, 52104), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 17, 52104), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 17, 52104), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 17, 52104), 61.0, 570.0]"
204,"[datetime.datetime(2022, 11, 28, 18, 15, 18, 173632), 2.6, 3.7]","[datetime.datetime(2022, 11, 28, 18, 15, 18, 173632), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 18, 173632), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 18, 173632), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 18, 173632), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 18, 173632), 61.0, 570.0]"
205,"[datetime.datetime(2022, 11, 28, 18, 15, 19, 284667), 2.6, 3.7]","[datetime.datetime(2022, 11, 28, 18, 15, 19, 284667), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 19, 284667), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 19, 284667), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 19, 284667), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 19, 284667), 61.0, 570.0]"
206,"[datetime.datetime(2022, 11, 28, 18, 15, 20, 383010), 2.6, 3.7]","[datetime.datetime(2022, 11, 28, 18, 15, 20, 383010), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 20, 383010), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 20, 383010), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 20, 383010), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 20, 383010), 61.0, 570.0]"
207,"[datetime.datetime(2022, 11, 28, 18, 15, 21, 485784), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 21, 485784), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 21, 485784), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 21, 485784), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 21, 485784), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 21, 485784), 61.0, 570.0]"
208,"[datetime.datetime(2022, 11, 28, 18, 15, 22, 578321), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 22, 578321), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 22, 578321), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 22, 578321), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 22, 578321), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 22, 578321), 61.0, 570.0]"
209,"[datetime.datetime(2022, 11, 28, 18, 15, 23, 676085), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 23, 676085), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 23, 676085), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 23, 676085), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 23, 676085), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 23, 676085), 61.0, 570.0]"
210,"[datetime.datetime(2022, 11, 28, 18, 15, 24, 779538), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 24, 779538), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 24, 779538), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 24, 779538), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 24, 779538), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 24, 779538), 61.0, 570.0]"
211,"[datetime.datetime(2022, 11, 28, 18, 15, 25, 886772), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 25, 886772), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 25, 886772), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 25, 886772), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 25, 886772), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 25, 886772), 61.0, 570.0]"
212,"[datetime.datetime(2022, 11, 28, 18, 15, 26, 999084), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 26, 999084), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 26, 999084), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 26, 999084), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 26, 999084), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 26, 999084), 61.0, 570.0]"
213,"[datetime.datetime(2022, 11, 28, 18, 15, 28, 109451), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 28, 109451), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 28, 109451), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 28, 109451), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 28, 109451), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 28, 109451), 61.0, 570.0]"
214,"[datetime.datetime(2022, 11, 28, 18, 15, 29, 231336), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 29, 231336), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 29, 231336), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 29, 231336), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 29, 231336), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 29, 231336), 61.0, 570.0]"
215,"[datetime.datetime(2022, 11, 28, 18, 15, 30, 337501), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 30, 337501), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 30, 337501), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 30, 337501), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 30, 337501), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 30, 337501), 61.0, 570.0]"
216,"[datetime.datetime(2022, 11, 28, 18, 15, 31, 437820), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 31, 437820), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 31, 437820), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 31, 437820), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 31, 437820), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 31, 437820), 61.0, 570.0]"
217,"[datetime.datetime(2022, 11, 28, 18, 15, 32, 545870), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 32, 545870), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 32, 545870), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 32, 545870), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 32, 545870), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 32, 545870), 61.0, 570.0]"
218,"[datetime.datetime(2022, 11, 28, 18, 15, 33, 648250), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 33, 648250), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 33, 648250), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 33, 648250), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 33, 648250), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 33, 648250), 61.0, 570.0]"
219,"[datetime.datetime(2022, 11, 28, 18, 15, 34, 756879), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 34, 756879), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 34, 756879), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 34, 756879), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 34, 756879), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 34, 756879), 61.0, 570.0]"
220,"[datetime.datetime(2022, 11, 28, 18, 15, 35, 858929), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 35, 858929), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 35, 858929), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 35, 858929), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 35, 858929), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 35, 858929), 61.0, 570.0]"
221,"[datetime.datetime(2022, 11, 28, 18, 15, 36, 963789), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 36, 963789), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 36, 963789), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 36, 963789), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 36, 963789), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 36, 963789), 61.0, 570.0]"
222,"[datetime.datetime(2022, 11, 28, 18, 15, 38, 73769), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 38, 73769), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 38, 73769), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 38, 73769), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 38, 73769), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 38, 73769), 61.0, 570.0]"
223,"[datetime.datetime(2022, 11, 28, 18, 15, 39, 174927), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 39, 174927), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 39, 174927), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 39, 174927), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 39, 174927), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 18, 15, 39, 174927), 61.0, 570.0]"
224,"[datetime.datetime(2022, 11, 28, 18, 15, 40, 276930), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 40, 276930), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 40, 276930), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 40, 276930), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 40, 276930), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 40, 276930), 61.0, 570.0]"
225,"[datetime.datetime(2022, 11, 28, 18, 15, 41, 387342), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 41, 387342), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 41, 387342), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 41, 387342), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 41, 387342), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 41, 387342), 61.0, 570.0]"
226,"[datetime.datetime(2022, 11, 28, 18, 15, 42, 492264), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 42, 492264), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 42, 492264), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 42, 492264), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 42, 492264), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 42, 492264), 61.0, 570.0]"
227,"[datetime.datetime(2022, 11, 28, 18, 15, 43, 591686), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 43, 591686), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 43, 591686), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 43, 591686), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 43, 591686), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 43, 591686), 61.0, 570.0]"
228,"[datetime.datetime(2022, 11, 28, 18, 15, 44, 694634), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 44, 694634), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 44, 694634), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 44, 694634), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 44, 694634), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 44, 694634), 61.0, 570.0]"
229,"[datetime.datetime(2022, 11, 28, 18, 15, 45, 803006), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 45, 803006), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 45, 803006), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 45, 803006), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 45, 803006), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 45, 803006), 61.0, 570.0]"
230,"[datetime.datetime(2022, 11, 28, 18, 15, 46, 900843), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 46, 900843), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 46, 900843), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 46, 900843), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 46, 900843), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 46, 900843), 61.0, 570.0]"
231,"[datetime.datetime(2022, 11, 28, 18, 15, 48, 170), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 48, 170), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 48, 170), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 48, 170), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 48, 170), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 48, 170), 61.0, 570.0]"
232,"[datetime.datetime(2022, 11, 28, 18, 15, 49, 106667), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 49, 106667), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 49, 106667), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 49, 106667), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 49, 106667), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 49, 106667), 61.0, 570.0]"
233,"[datetime.datetime(2022, 11, 28, 18, 15, 50, 209255), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 50, 209255), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 50, 209255), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 50, 209255), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 50, 209255), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 50, 209255), 61.0, 570.0]"
234,"[datetime.datetime(2022, 11, 28, 18, 15, 51, 318567), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 51, 318567), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 51, 318567), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 51, 318567), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 51, 318567), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 51, 318567), 61.0, 570.0]"
235,"[datetime.datetime(2022, 11, 28, 18, 15, 52, 420099), 2.6, 3.6]","[datetime.datetime(2022, 11, 28, 18, 15, 52, 420099), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 52, 420099), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 52, 420099), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 52, 420099), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 52, 420099), 61.0, 570.0]"
236,"[datetime.datetime(2022, 11, 28, 18, 15, 53, 522325), 2.6, 3.75]","[datetime.datetime(2022, 11, 28, 18, 15, 53, 522325), 3.4, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 53, 522325), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 53, 522325), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 18, 15, 53, 522325), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 53, 522325), 61.0, 570.0]"
237,"[datetime.datetime(2022, 11, 28, 18, 15, 54, 619712), 2.6, 3.8]","[datetime.datetime(2022, 11, 28, 18, 15, 54, 619712), 3.4, 5.0]","[datetime.datetime(2022, 11, 28, 18, 15, 54, 619712), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 15, 54, 619712), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 15, 54, 619712), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 18, 15, 54, 619712), 61.0, 570.0]"
238,"[datetime.datetime(2022, 11, 28, 18, 15, 55, 716573), 2.6, 3.8]","[datetime.datetime(2022, 11, 28, 18, 15, 55, 716573), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 18, 15, 55, 716573), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 15, 55, 716573), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 15, 55, 716573), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 18, 15, 55, 716573), 61.0, 570.0]"
239,"[datetime.datetime(2022, 11, 28, 18, 15, 56, 823202), 2.6, 3.8]","[datetime.datetime(2022, 11, 28, 18, 15, 56, 823202), 3.4, 4.9]","[datetime.datetime(2022, 11, 28, 18, 15, 56, 823202), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 15, 56, 823202), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 15, 56, 823202), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 18, 15, 56, 823202), 61.0, 570.0]"
