,Spring Maple,Tuta Yankee,Point To Point,Spring Rock,Springview Magic,Bundy Prize,Duelling Banjos,Nando Sid
06-01-2023 15:59:14.252989,"(2.9, 3.45, 3.407142857142857)","(81.0, 490.0, 471.05263157894734)","(6.0, 7.6, 6.85)","(26.0, 32.0, 29.454545454545453)","(3.8, 4.7, 4.547169811320755)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.4, 5.330769230769231)","(31.0, 50.0, 45.714285714285715)"
06-01-2023 15:59:15.682491,"(2.9, 3.45, 3.4250000000000003)","(81.0, 490.0, 471.5789473684211)","(6.0, 7.6, 7.054545454545455)","(26.0, 32.0, 29.454545454545453)","(3.8, 4.7, 4.547169811320755)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.4, 5.330769230769231)","(31.0, 50.0, 45.714285714285715)"
06-01-2023 15:59:17.029337,"(2.9, 3.45, 3.407142857142857)","(81.0, 490.0, 471.5789473684211)","(6.0, 7.6, 7.054545454545455)","(26.0, 32.0, 29.454545454545453)","(3.8, 4.7, 4.547169811320755)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.4, 5.330769230769231)","(31.0, 50.0, 45.714285714285715)"
06-01-2023 15:59:18.484718,"(2.9, 3.45, 3.407142857142857)","(81.0, 490.0, 414.7368421052632)","(6.0, 7.6, 7.054545454545455)","(26.0, 32.0, 27.17241379310345)","(3.8, 4.7, 4.547169811320755)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.4, 5.330769230769231)","(31.0, 50.0, 45.714285714285715)"
06-01-2023 15:59:19.993698,"(2.9, 3.45, 3.407142857142857)","(81.0, 430.0, 414.7368421052632)","(6.0, 7.6, 6.85)","(26.0, 32.0, 27.0)","(3.8, 4.7, 4.547169811320755)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.4, 5.44)","(31.0, 50.0, 45.86206896551724)"
06-01-2023 15:59:21.449876,"(2.9, 3.45, 3.43421052631579)","(81.0, 430.0, 386.060606060606)","(6.0, 7.6, 6.85)","(26.0, 30.0, 25.5)","(3.8, 4.7, 4.538888888888889)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.5, 5.76875)","(31.0, 50.0, 45.86206896551724)"
06-01-2023 15:59:22.801859,"(2.9, 3.45, 3.43421052631579)","(81.0, 430.0, 372.0)","(6.0, 7.6, 6.742857142857143)","(26.0, 30.0, 23.666666666666668)","(3.8, 4.7, 4.538888888888889)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.8, 5.6499999999999995)","(31.0, 50.0, 45.86206896551724)"
06-01-2023 15:59:24.296172,"(2.9, 3.45, 3.43421052631579)","(91.0, 430.0, 365.55555555555554)","(6.0, 7.6, 6.933333333333334)","(26.0, 29.0, 25.666666666666668)","(3.8, 4.7, 4.5442307692307695)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.9, 5.637931034482759)","(31.0, 50.0, 45.86206896551724)"
06-01-2023 15:59:25.751460,"(2.9, 3.45, 3.43421052631579)","(91.0, 430.0, 365.55555555555554)","(6.0, 7.6, 6.933333333333334)","(26.0, 27.0, 24.545454545454547)","(3.8, 4.7, 4.5442307692307695)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.9, 5.637931034482759)","(31.0, 50.0, 45.86206896551724)"
06-01-2023 15:59:27.194651,"(2.9, 3.45, 3.43421052631579)","(91.0, 430.0, 365.55555555555554)","(6.0, 7.6, 6.933333333333334)","(26.0, 26.0, 23.333333333333332)","(3.8, 4.7, 4.5442307692307695)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.9, 5.602564102564102)","(31.0, 50.0, 45.86206896551724)"
06-01-2023 15:59:28.602953,"(2.9, 3.45, 3.43421052631579)","(91.0, 430.0, 357.5)","(6.0, 7.6, 6.933333333333334)","(26.0, 26.0, 23.333333333333332)","(3.8, 4.7, 4.5442307692307695)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.9, 5.602564102564102)","(31.0, 50.0, 45.86206896551724)"
06-01-2023 15:59:30.046584,"(2.9, 3.45, 3.43421052631579)","(91.0, 410.0, 340.0)","(6.0, 7.6, 7.359999999999999)","(26.0, 26.0, 23.333333333333332)","(3.8, 4.7, 4.5442307692307695)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.9, 5.602564102564102)","(31.0, 50.0, 45.714285714285715)"
06-01-2023 15:59:31.586575,"(2.9, 3.45, 3.435)","(91.0, 410.0, 340.0)","(6.0, 7.6, 6.769230769230769)","(26.0, 26.0, 23.235294117647058)","(3.8, 4.7, 4.5442307692307695)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.9, 5.602564102564102)","(31.0, 50.0, 45.86206896551724)"
06-01-2023 15:59:33.124414,"(2.9, 3.45, 3.435)","(91.0, 410.0, 359.44444444444446)","(6.0, 7.6, 6.769230769230769)","(26.0, 25.0, 23.235294117647058)","(3.8, 4.7, 4.5442307692307695)","(9.0, 11.0, 10.967741935483872)","(3.5, 5.9, 5.636363636363637)","(31.0, 50.0, 45.86206896551724)"
06-01-2023 15:59:34.700060,"(2.9, 3.45, 3.408)","(91.0, 410.0, 363.33333333333337)","(5.5, 7.6, 7.2444444444444445)","(21.0, 25.0, 23.318181818181817)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972222222222221)","(3.6, 5.8, 5.611111111111111)","(41.0, 50.0, 46.470588235294116)"
06-01-2023 15:59:36.640552,"(2.9, 3.45, 3.4096153846153845)","(91.0, 410.0, 362.10526315789474)","(5.5, 7.6, 6.622222222222223)","(21.0, 24.0, 23.318181818181817)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972222222222221)","(3.6, 5.8, 5.611111111111111)","(41.0, 50.0, 46.470588235294116)"
06-01-2023 15:59:38.372173,"(2.9, 3.45, 3.4096153846153845)","(91.0, 410.0, 362.10526315789474)","(5.5, 7.4, 6.622222222222223)","(21.0, 24.0, 22.076923076923077)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972222222222221)","(3.6, 5.8, 5.611111111111111)","(41.0, 50.0, 46.470588235294116)"
06-01-2023 15:59:39.987829,"(2.9, 3.45, 3.4096153846153845)","(91.0, 410.0, 372.8125)","(5.5, 7.4, 6.610526315789474)","(21.0, 24.0, 25.5)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972222222222221)","(3.6, 5.8, 5.611111111111111)","(41.0, 50.0, 46.470588235294116)"
06-01-2023 15:59:41.899885,"(2.9, 3.45, 3.4096153846153845)","(91.0, 380.0, 372.8125)","(5.5, 7.4, 6.610526315789474)","(21.0, 27.0, 23.666666666666668)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972222222222221)","(3.6, 5.8, 5.611111111111111)","(41.0, 50.0, 46.470588235294116)"
06-01-2023 15:59:43.597312,"(2.9, 3.45, 3.4096153846153845)","(91.0, 380.0, 372.8125)","(5.5, 7.4, 6.610526315789474)","(21.0, 27.0, 23.666666666666668)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972222222222221)","(3.6, 5.8, 5.611111111111111)","(41.0, 50.0, 46.470588235294116)"
06-01-2023 15:59:45.056939,"(2.9, 3.45, 3.435714285714286)","(91.0, 380.0, 293.0769230769231)","(5.5, 7.4, 6.610526315789474)","(21.0, 29.0, 26.0)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.6, 5.8, 5.611111111111111)","(41.0, 50.0, 46.12903225806451)"
06-01-2023 15:59:46.390759,"(2.9, 3.45, 3.4096153846153845)","(91.0, 330.0, 293.0769230769231)","(5.5, 7.4, 6.610526315789474)","(21.0, 28.0, 23.6)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.6, 5.8, 5.611111111111111)","(41.0, 50.0, 46.12903225806451)"
06-01-2023 15:59:47.837142,"(2.9, 3.45, 3.4096153846153845)","(91.0, 330.0, 293.0769230769231)","(5.5, 7.4, 6.610526315789474)","(21.0, 26.0, 23.666666666666668)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.6, 5.8, 5.611111111111111)","(41.0, 50.0, 46.12903225806451)"
06-01-2023 15:59:49.171952,"(2.9, 3.45, 3.4096153846153845)","(91.0, 330.0, 289.5)","(5.5, 7.4, 6.610526315789474)","(20.0, 27.0, 23.333333333333332)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.611111111111111)","(41.0, 50.0, 46.275862068965516)"
06-01-2023 15:59:50.526183,"(2.9, 3.45, 3.435714285714286)","(91.0, 330.0, 289.5)","(5.5, 7.4, 6.610526315789474)","(20.0, 26.0, 26.0)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.611111111111111)","(41.0, 50.0, 46.275862068965516)"
06-01-2023 15:59:51.930078,"(2.9, 3.45, 3.435714285714286)","(91.0, 330.0, 289.5)","(5.5, 7.4, 6.775)","(20.0, 28.0, 23.333333333333332)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.611111111111111)","(41.0, 50.0, 46.275862068965516)"
06-01-2023 15:59:53.300791,"(2.9, 3.45, 3.435714285714286)","(91.0, 330.0, 289.5)","(5.5, 7.4, 6.775)","(20.0, 26.0, 26.0)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.611111111111111)","(41.0, 50.0, 46.275862068965516)"
06-01-2023 15:59:54.658540,"(2.9, 3.45, 3.4096153846153845)","(91.0, 330.0, 255.53191489361703)","(5.5, 7.4, 6.610526315789474)","(20.0, 28.0, 23.333333333333332)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.611111111111111)","(41.0, 50.0, 46.275862068965516)"
06-01-2023 15:59:56.017921,"(2.9, 3.45, 3.4096153846153845)","(91.0, 310.0, 274.0)","(5.5, 7.4, 6.610526315789474)","(20.0, 26.0, 23.333333333333332)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.611111111111111)","(41.0, 50.0, 46.275862068965516)"
06-01-2023 15:59:57.268650,"(2.9, 3.45, 3.435714285714286)","(91.0, 310.0, 274.0)","(5.5, 7.4, 6.775)","(20.0, 26.0, 23.333333333333332)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.611111111111111)","(41.0, 50.0, 46.275862068965516)"
06-01-2023 15:59:58.718597,"(2.9, 3.45, 3.435714285714286)","(91.0, 310.0, 274.0)","(5.5, 7.4, 6.775)","(20.0, 26.0, 23.333333333333332)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.611111111111111)","(41.0, 50.0, 46.275862068965516)"
06-01-2023 16:00:00.152719,"(2.9, 3.45, 3.435714285714286)","(91.0, 310.0, 274.0)","(5.5, 7.4, 6.775)","(20.0, 26.0, 25.2)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.681818181818182)","(41.0, 50.0, 48.10526315789474)"
06-01-2023 16:00:01.450804,"(2.9, 3.45, 3.435714285714286)","(91.0, 310.0, 274.0)","(5.5, 7.4, 6.610526315789474)","(20.0, 26.0, 25.5)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.7, 5.681818181818182)","(41.0, 50.0, 48.10526315789474)"
06-01-2023 16:00:02.753433,"(2.9, 3.45, 3.435714285714286)","(91.0, 310.0, 274.0)","(5.5, 7.4, 6.610526315789474)","(20.0, 28.0, 25.5)","(3.7, 4.7, 4.531578947368422)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.7, 5.642857142857143)","(41.0, 50.0, 48.8235294117647)"
06-01-2023 16:00:03.996556,"(2.9, 3.45, 3.4096153846153845)","(91.0, 310.0, 274.0)","(5.5, 7.4, 6.690909090909091)","(20.0, 29.0, 26.0)","(3.7, 4.7, 4.5249999999999995)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.7, 5.65625)","(41.0, 50.0, 47.91304347826087)"
06-01-2023 16:00:05.312229,"(2.9, 3.45, 3.435714285714286)","(91.0, 310.0, 274.0)","(5.5, 7.2, 6.533333333333333)","(20.0, 29.0, 25.5)","(3.7, 4.6, 4.521052631578947)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.9, 5.661764705882352)","(41.0, 50.0, 47.91304347826087)"
06-01-2023 16:00:06.586868,"(2.9, 3.45, 3.4295454545454547)","(91.0, 310.0, 274.0)","(5.5, 7.2, 6.533333333333333)","(20.0, 28.0, 25.5)","(3.7, 4.6, 4.521052631578947)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.9, 5.67)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:08.007199,"(2.9, 3.45, 3.4055555555555554)","(91.0, 310.0, 274.0)","(5.5, 7.2, 7.138461538461539)","(20.0, 28.0, 27.0)","(3.7, 4.6, 4.479310344827586)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.652631578947368)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:09.471890,"(2.9, 3.45, 3.386842105263158)","(91.0, 310.0, 274.0)","(5.5, 7.2, 7.105882352941177)","(20.0, 30.0, 30.25)","(3.7, 4.6, 4.479310344827586)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.550000000000001)","(41.0, 50.0, 47.91304347826087)"
06-01-2023 16:00:10.912568,"(2.9, 3.45, 3.408823529411765)","(91.0, 310.0, 274.0)","(5.5, 7.2, 7.006896551724138)","(19.0, 34.0, 27.846153846153847)","(3.7, 4.6, 4.46969696969697)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.7, 5.449999999999999)","(41.0, 50.0, 47.91304347826087)"
06-01-2023 16:00:12.274383,"(2.9, 3.45, 3.408823529411765)","(91.0, 310.0, 274.0)","(5.5, 7.2, 7.006896551724138)","(19.0, 34.0, 29.263157894736842)","(3.7, 4.5, 4.481481481481482)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.6, 5.425)","(41.0, 50.0, 47.91304347826087)"
06-01-2023 16:00:13.780195,"(2.9, 3.5, 3.5451612903225804)","(91.0, 310.0, 274.0)","(5.5, 7.2, 7.131428571428572)","(19.0, 34.0, 29.555555555555557)","(3.7, 4.5, 4.441509433962264)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.5, 5.425)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:15.188550,"(2.9, 3.55, 3.5451612903225804)","(91.0, 310.0, 295.1612903225806)","(5.5, 7.2, 7.131428571428572)","(19.0, 34.0, 29.789473684210527)","(3.7, 4.5, 4.441509433962264)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.5, 5.425)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:16.491436,"(2.9, 3.55, 3.5451612903225804)","(91.0, 300.0, 268.42105263157896)","(5.5, 7.2, 7.022222222222222)","(19.0, 34.0, 29.789473684210527)","(3.7, 4.5, 4.441509433962264)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.5, 5.425)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:17.769260,"(2.9, 3.55, 3.5451612903225804)","(91.0, 300.0, 275.80645161290323)","(5.5, 7.2, 7.038461538461538)","(19.0, 34.0, 26.0)","(3.7, 4.5, 4.43953488372093)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.5, 5.425)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:18.971511,"(2.9, 3.55, 3.5216216216216214)","(91.0, 280.0, 275.80645161290323)","(5.5, 7.2, 7.1625)","(19.0, 34.0, 26.0)","(3.7, 4.5, 4.440476190476191)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.5, 5.333333333333334)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:20.247677,"(2.9, 3.55, 3.540625)","(91.0, 280.0, 256.4516129032258)","(5.5, 7.2, 6.909090909090909)","(19.0, 34.0, 25.9)","(3.7, 4.5, 4.440476190476191)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.4, 5.333333333333334)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:21.529063,"(2.9, 3.55, 3.540625)","(91.0, 260.0, 256.4516129032258)","(5.5, 7.4, 7.25)","(19.0, 34.0, 25.9)","(3.7, 4.5, 4.249056603773585)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.4, 5.247368421052632)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:22.788465,"(2.9, 3.55, 3.540625)","(91.0, 260.0, 256.4516129032258)","(5.5, 7.4, 7.25)","(19.0, 34.0, 25.9)","(3.7, 4.4, 4.253846153846154)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.5, 5.247368421052632)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:24.125119,"(2.9, 3.55, 3.540625)","(91.0, 250.0, 221.42857142857144)","(5.5, 7.4, 7.28)","(19.0, 34.0, 25.9)","(3.7, 4.3, 4.223076923076923)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.5, 5.5181818181818185)","(41.0, 50.0, 47.81818181818182)"
06-01-2023 16:00:25.399936,"(2.9, 3.55, 3.540625)","(91.0, 250.0, 219.7674418604651)","(5.5, 7.4, 7.16)","(19.0, 34.0, 25.9)","(3.7, 4.3, 4.25)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.7, 5.48)","(41.0, 50.0, 47.714285714285715)"
06-01-2023 16:00:26.625400,"(2.9, 3.55, 3.511111111111111)","(91.0, 250.0, 219.7674418604651)","(5.5, 7.4, 7.28)","(19.0, 34.0, 25.9)","(3.7, 4.3, 4.221052631578948)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.426666666666667)","(41.0, 50.0, 47.714285714285715)"
06-01-2023 16:00:27.847089,"(2.9, 3.6, 3.511111111111111)","(91.0, 250.0, 219.7674418604651)","(5.5, 7.4, 7.045454545454546)","(19.0, 34.0, 25.9)","(3.7, 4.3, 4.21304347826087)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.426666666666667)","(41.0, 50.0, 47.714285714285715)"
06-01-2023 16:00:29.061559,"(2.9, 3.6, 3.511111111111111)","(91.0, 250.0, 219.7674418604651)","(5.5, 7.4, 7.045454545454546)","(19.0, 34.0, 25.9)","(3.7, 4.3, 4.207692307692308)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.426666666666667)","(41.0, 50.0, 47.714285714285715)"
06-01-2023 16:00:30.480363,"(2.9, 3.6, 3.511111111111111)","(91.0, 240.0, 227.4193548387097)","(5.5, 7.4, 7.28)","(19.0, 34.0, 25.9)","(3.7, 4.3, 4.207692307692308)","(8.5, 11.0, 10.96875)","(3.7, 5.8, 5.426666666666667)","(41.0, 50.0, 46.30769230769231)"
06-01-2023 16:00:31.800222,"(2.9, 3.6, 3.511111111111111)","(91.0, 230.0, 226.66666666666669)","(5.5, 7.4, 7.37)","(19.0, 34.0, 27.333333333333332)","(3.7, 4.3, 4.207692307692308)","(8.5, 11.0, 10.972972972972974)","(3.7, 5.8, 5.426666666666667)","(41.0, 50.0, 46.30769230769231)"
06-01-2023 16:00:33.080071,"(2.9, 3.6, 3.511111111111111)","(101.0, 230.0, 220.76923076923077)","(5.5, 7.4, 7.37)","(20.0, 32.0, 26.666666666666668)","(3.7, 4.3, 4.217241379310345)","(8.5, 11.0, 10.972972972972974)","(3.9, 5.8, 5.52)","(31.0, 50.0, 47.333333333333336)"
06-01-2023 16:00:34.487887,"(2.9, 3.6, 3.5451612903225804)","(101.0, 230.0, 214.6153846153846)","(5.5, 7.4, 7.37)","(20.0, 30.0, 26.0)","(3.7, 4.3, 4.261290322580645)","(8.5, 11.0, 10.96875)","(3.9, 5.8, 5.52)","(31.0, 50.0, 47.333333333333336)"
06-01-2023 16:00:35.777375,"(2.9, 3.55, 3.4952380952380953)","(101.0, 230.0, 207.5)","(5.5, 7.4, 7.37)","(20.0, 32.0, 26.0)","(3.7, 4.3, 4.261290322580645)","(8.5, 11.0, 10.972972972972974)","(3.9, 5.8, 5.505263157894737)","(31.0, 50.0, 46.30769230769231)"
06-01-2023 16:00:37.117667,"(2.9, 3.5, 3.4952380952380953)","(101.0, 210.0, 201.11111111111111)","(5.5, 7.4, 7.2749999999999995)","(20.0, 32.0, 27.0)","(3.7, 4.3, 4.207692307692308)","(8.5, 11.0, 10.972972972972974)","(3.9, 5.8, 5.655555555555555)","(31.0, 50.0, 46.30769230769231)"
06-01-2023 16:00:38.595998,"(2.9, 3.5, 3.4952380952380953)","(101.0, 210.0, 191.8181818181818)","(5.5, 7.6, 7.2749999999999995)","(20.0, 29.0, 26.384615384615383)","(3.7, 4.3, 4.261290322580645)","(8.5, 11.0, 10.972972972972974)","(3.9, 5.8, 5.655555555555555)","(31.0, 50.0, 47.333333333333336)"
06-01-2023 16:00:40.118052,"(2.9, 3.5, 3.4857142857142858)","(101.0, 210.0, 186.52173913043478)","(5.5, 7.6, 6.657471264367816)","(20.0, 28.0, 26.0)","(3.7, 4.3, 4.306060606060606)","(8.5, 11.0, 11.117647058823529)","(3.9, 5.8, 4.901219512195122)","(31.0, 50.0, 67.63636363636364)"
06-01-2023 16:00:41.569613,"(2.9, 3.7, 3.6222222222222222)","(101.0, 210.0, 186.52173913043478)","(5.5, 6.8, 6.659090909090909)","(20.0, 30.0, 27.0)","(3.7, 4.4, 4.220000000000001)","(8.5, 11.5, 10.642857142857142)","(3.9, 5.0, 4.710663507109005)","(31.0, 70.0, 61.875)"
06-01-2023 16:00:42.988653,"(2.9, 3.8, 3.6222222222222222)","(101.0, 210.0, 186.52173913043478)","(5.5, 6.8, 6.637974683544304)","(18.0, 30.0, 27.0)","(3.7, 4.4, 4.2457142857142856)","(8.5, 11.5, 10.5)","(3.9, 5.0, 4.717361111111111)","(31.0, 70.0, 50.0)"
06-01-2023 16:00:44.307336,"(2.9, 3.8, 3.6666666666666665)","(101.0, 210.0, 186.52173913043478)","(5.5, 6.8, 6.637974683544304)","(18.0, 30.0, 27.0)","(3.7, 4.4, 4.3068965517241375)","(8.5, 11.5, 10.5625)","(3.9, 5.0, 4.717361111111111)","(31.0, 70.0, 49.42857142857143)"
06-01-2023 16:00:45.631307,"(2.9, 3.8, 3.6999999999999997)","(101.0, 210.0, 186.52173913043478)","(5.5, 6.8, 6.637974683544304)","(18.0, 30.0, 27.0)","(3.7, 4.4, 4.251612903225807)","(8.5, 11.5, 10.696428571428571)","(3.8, 5.0, 4.8071090047393366)","(31.0, 70.0, 49.42857142857143)"
06-01-2023 16:00:47.124648,"(2.9, 3.8, 3.6615384615384614)","(101.0, 210.0, 186.52173913043478)","(5.5, 6.8, 6.623880597014925)","(18.0, 30.0, 27.0)","(3.7, 4.4, 4.388557213930349)","(8.5, 11.5, 10.696428571428571)","(3.8, 5.0, 4.978947368421053)","(31.0, 70.0, 59.25)"
06-01-2023 16:00:48.441854,"(2.9, 3.8, 3.655357142857143)","(101.0, 210.0, 187.5)","(5.5, 6.8, 6.655384615384615)","(18.0, 30.0, 29.0)","(3.7, 4.4, 4.5685714285714285)","(8.5, 11.5, 10.777777777777779)","(3.8, 5.0, 4.4104938271604945)","(31.0, 65.0, 52.0)"
06-01-2023 16:00:49.670885,"(3.0, 3.8, 3.7035714285714287)","(101.0, 210.0, 187.5)","(6.0, 6.8, 6.655384615384615)","(19.0, 30.0, 28.0)","(3.7, 4.8, 4.627027027027027)","(9.0, 11.5, 10.934782608695652)","(3.7, 4.5, 4.68)","(31.0, 55.0, 50.5)"
06-01-2023 16:00:50.894466,"(3.0, 3.8, 3.7205882352941178)","(101.0, 210.0, 187.5)","(6.0, 6.8, 6.655555555555555)","(19.0, 30.0, 28.0)","(3.7, 4.8, 4.55)","(9.0, 11.5, 10.763157894736842)","(3.7, 4.7, 4.718518518518518)","(31.0, 55.0, 48.666666666666664)"
06-01-2023 16:00:52.345579,"(3.0, 3.8, 3.725)","(101.0, 200.0, 178.84615384615384)","(6.0, 6.8, 6.699999999999999)","(19.0, 30.0, 28.4)","(3.7, 4.6, 4.55)","(9.0, 11.5, 10.777777777777779)","(3.7, 4.8, 4.661538461538462)","(31.0, 50.0, 48.857142857142854)"
06-01-2023 16:00:53.638203,"(3.0, 3.8, 3.725)","(101.0, 200.0, 178.84615384615384)","(6.0, 6.8, 6.828571428571428)","(19.0, 34.0, 28.4)","(3.7, 4.6, 4.55)","(9.0, 11.5, 10.916666666666666)","(3.7, 4.7, 4.66875)","(31.0, 50.0, 48.4)"
06-01-2023 16:00:54.959684,"(3.0, 3.8, 3.725)","(101.0, 200.0, 182.6086956521739)","(6.0, 7.0, 6.828571428571428)","(19.0, 34.0, 28.4)","(3.7, 4.6, 4.55)","(9.0, 11.0, 10.954545454545455)","(3.7, 4.7, 4.66875)","(31.0, 50.0, 52.75)"
06-01-2023 16:00:56.145222,"(3.0, 3.8, 3.725)","(101.0, 200.0, 182.6086956521739)","(6.0, 7.0, 6.828571428571428)","(19.0, 34.0, 30.444444444444443)","(3.7, 4.6, 4.47)","(9.0, 11.0, 10.75)","(3.7, 4.7, 4.58)","(31.0, 55.0, 52.75)"
06-01-2023 16:00:57.285641,"(3.0, 3.9, 3.84)","(101.0, 200.0, 182.6086956521739)","(6.0, 7.0, 6.828571428571428)","(19.0, 34.0, 30.444444444444443)","(3.7, 4.6, 4.473684210526316)","(9.0, 11.0, 10.785714285714286)","(3.7, 4.7, 4.571428571428571)","(31.0, 55.0, 53.5)"
06-01-2023 16:00:58.413094,"(3.0, 3.9, 3.855)","(101.0, 200.0, 182.6086956521739)","(6.0, 7.0, 6.811764705882353)","(19.0, 34.0, 28.75)","(3.7, 4.6, 4.454545454545455)","(9.0, 11.0, 10.833333333333334)","(3.7, 4.6, 4.563157894736842)","(31.0, 55.0, 52.75)"
06-01-2023 16:00:59.444527,"(3.0, 4.0, 3.86875)","(101.0, 200.0, 180.0)","(6.0, 7.0, 6.68)","(19.0, 34.0, 28.75)","(3.7, 4.6, 4.454545454545455)","(9.0, 11.0, 10.833333333333334)","(3.7, 4.6, 4.563157894736842)","(31.0, 55.0, 52.75)"
06-01-2023 16:01:00.587304,"(3.0, 4.0, 3.9611111111111112)","(101.0, 200.0, 180.0)","(6.0, 7.0, 6.68)","(19.0, 34.0, 31.176470588235293)","(3.7, 4.6, 4.4375)","(9.0, 11.0, 10.944444444444445)","(3.7, 4.5, 4.491666666666667)","(31.0, 55.0, 53.5)"
06-01-2023 16:01:01.792111,"(3.0, 4.1, 4.047826086956522)","(101.0, 200.0, 180.0)","(6.0, 7.0, 6.7749999999999995)","(19.0, 34.0, 27.7)","(3.7, 4.6, 4.463157894736843)","(9.0, 11.0, 10.944444444444445)","(3.7, 4.5, 4.559375)","(31.0, 55.0, 52.75)"
06-01-2023 16:01:02.862813,"(3.0, 4.2, 4.036206896551724)","(101.0, 200.0, 180.0)","(6.0, 7.0, 6.68)","(19.0, 34.0, 29.636363636363637)","(3.7, 4.6, 4.441025641025641)","(9.0, 10.5, 10.479166666666666)","(3.7, 4.7, 4.492857142857143)","(31.0, 55.0, 52.75)"
06-01-2023 16:01:03.860706,"(3.0, 4.2, 4.1146666666666665)","(101.0, 200.0, 180.0)","(6.0, 7.0, 6.6421052631578945)","(19.0, 34.0, 29.636363636363637)","(3.7, 4.6, 4.525301204819277)","(9.0, 10.5, 10.477272727272727)","(3.7, 4.5, 4.529411764705882)","(31.0, 55.0, 52.75)"
