,Zenani,Bronze Mile,Fascinate Model,Lakota,Apache Teepee,Send It Tiger,Ready To Wiggle,Banebridge
10-01-2023 20:56:07.106076,"(2.5, 2.94, 2.913333333333333)","(41.0, 90.0, 81.25)","(18.0, 17.0, 16.54237288135593)","(3.7, 4.9, 4.858620689655173)","(81.0, 380.0, 320.0)","(5.0, 7.4, 7.254545454545455)","(8.0, 12.0, 11.615384615384615)","(5.0, 7.0, 6.866666666666666)"
10-01-2023 20:56:08.411881,"(2.45, 2.94, 2.913333333333333)","(41.0, 90.0, 81.25)","(16.0, 17.0, 16.559322033898304)","(3.7, 4.9, 4.96)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.6)","(5.0, 7.0, 6.866666666666666)"
10-01-2023 20:56:09.640550,"(2.45, 2.9, 2.888888888888889)","(41.0, 90.0, 81.25)","(16.0, 17.0, 16.559322033898304)","(3.7, 5.0, 4.97037037037037)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.75)","(5.0, 7.0, 6.866666666666666)"
10-01-2023 20:56:10.901509,"(2.45, 2.92, 2.884)","(41.0, 90.0, 80.66666666666667)","(16.0, 17.0, 16.40909090909091)","(3.7, 5.0, 4.957894736842105)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.444444444444445)","(5.0, 7.0, 6.866666666666666)"
10-01-2023 20:56:12.161220,"(2.45, 2.9, 2.8965217391304345)","(41.0, 90.0, 81.0344827586207)","(16.0, 17.0, 15.38888888888889)","(3.7, 5.0, 4.957894736842105)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.692307692307692)","(5.0, 7.0, 6.866666666666666)"
10-01-2023 20:56:13.413237,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.0344827586207)","(16.0, 15.5, 14.576923076923077)","(3.7, 5.0, 4.92)","(101.0, 380.0, 350.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.857142857142858)","(5.0, 7.0, 6.866666666666666)"
10-01-2023 20:56:14.598995,"(2.45, 2.92, 2.91)","(41.0, 90.0, 81.0344827586207)","(16.0, 15.5, 14.868421052631579)","(3.7, 5.0, 4.92)","(101.0, 380.0, 266.6666666666667)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.857142857142858)","(5.0, 7.0, 6.879069767441861)"
10-01-2023 20:56:15.831460,"(2.45, 2.92, 2.9)","(41.0, 90.0, 82.12121212121212)","(16.0, 15.5, 14.552631578947368)","(3.7, 5.0, 4.990322580645161)","(101.0, 380.0, 357.5)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.555555555555555)","(5.0, 7.0, 6.879069767441861)"
10-01-2023 20:56:17.103251,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.552631578947368)","(3.7, 5.1, 5.033333333333333)","(101.0, 380.0, 344.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.473684210526315)","(5.0, 7.0, 6.873170731707317)"
10-01-2023 20:56:18.399349,"(2.45, 2.92, 2.8923076923076922)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.576923076923077)","(3.7, 5.1, 5.033333333333333)","(101.0, 380.0, 344.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.642857142857142)","(5.0, 7.0, 6.873170731707317)"
10-01-2023 20:56:19.709365,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.552631578947368)","(3.7, 5.1, 5.057894736842105)","(101.0, 380.0, 330.9090909090909)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.642857142857142)","(5.0, 7.0, 6.873170731707317)"
10-01-2023 20:56:21.012025,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.576923076923077)","(3.7, 5.1, 5.065217391304348)","(101.0, 380.0, 330.9090909090909)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 11.5)","(5.0, 7.0, 6.873170731707317)"
10-01-2023 20:56:22.206931,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.583333333333334)","(3.7, 5.1, 5.065217391304348)","(101.0, 380.0, 330.9090909090909)","(5.5, 7.4, 7.254545454545455)","(8.5, 12.0, 10.863636363636363)","(5.0, 7.0, 6.873170731707317)"
10-01-2023 20:56:23.396095,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.583333333333334)","(3.7, 5.1, 5.065217391304348)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 11.5, 10.916666666666666)","(5.0, 7.0, 6.873170731707317)"
10-01-2023 20:56:24.630755,"(2.45, 2.92, 2.8923076923076922)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.583333333333334)","(3.7, 5.1, 5.065217391304348)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 11.5, 11.214285714285714)","(5.0, 7.0, 6.859459459459459)"
10-01-2023 20:56:25.869983,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.583333333333334)","(3.7, 5.1, 5.065217391304348)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 11.5, 11.214285714285714)","(5.0, 7.0, 6.859459459459459)"
10-01-2023 20:56:27.184632,"(2.45, 2.92, 2.904)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.583333333333334)","(3.7, 5.1, 5.065217391304348)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 11.5, 10.916666666666666)","(5.0, 7.0, 6.859459459459459)"
10-01-2023 20:56:28.486834,"(2.45, 2.92, 2.904)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.583333333333334)","(3.7, 5.1, 5.072727272727272)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 11.5, 10.794117647058824)","(5.0, 7.0, 6.859459459459459)"
10-01-2023 20:56:29.740896,"(2.45, 2.92, 2.896)","(41.0, 90.0, 81.33333333333333)","(15.0, 15.5, 14.544117647058824)","(3.7, 5.1, 5.072727272727272)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.254545454545455)","(8.5, 11.5, 11.1)","(5.0, 7.0, 6.723076923076923)"
10-01-2023 20:56:31.037961,"(2.45, 2.92, 2.896)","(41.0, 90.0, 81.33333333333333)","(15.0, 16.0, 14.571428571428571)","(3.7, 5.1, 5.061538461538461)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.32)","(8.5, 11.5, 11.115384615384615)","(5.0, 6.8, 6.705882352941177)"
10-01-2023 20:56:32.328645,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.5, 14.571428571428571)","(3.8, 5.1, 5.023076923076923)","(101.0, 380.0, 320.0)","(5.5, 7.4, 7.504761904761905)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.654545454545454)"
10-01-2023 20:56:33.660437,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.5, 14.571428571428571)","(3.8, 5.2, 5.023076923076923)","(101.0, 380.0, 320.0)","(5.5, 7.6, 7.504761904761905)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.624)"
10-01-2023 20:56:35.036756,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.5, 14.571428571428571)","(3.8, 5.2, 5.152380952380953)","(101.0, 380.0, 244.0)","(5.5, 7.6, 7.504761904761905)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.624)"
10-01-2023 20:56:36.359786,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.5, 14.566666666666666)","(3.8, 5.2, 5.199999999999999)","(101.0, 380.0, 252.5)","(5.5, 7.6, 7.504761904761905)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.624)"
10-01-2023 20:56:37.488196,"(2.45, 2.92, 2.9)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.5, 14.304347826086957)","(3.8, 5.3, 5.199999999999999)","(101.0, 380.0, 252.5)","(5.5, 7.6, 7.504761904761905)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.624)"
10-01-2023 20:56:38.612681,"(2.45, 2.9, 2.8874999999999997)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.304347826086957)","(3.8, 5.3, 5.199999999999999)","(101.0, 380.0, 252.5)","(5.5, 7.6, 7.504761904761905)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.624)"
10-01-2023 20:56:39.958804,"(2.45, 2.92, 2.8909090909090907)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.291666666666666)","(3.8, 5.3, 5.199999999999999)","(101.0, 380.0, 252.5)","(5.5, 7.6, 7.352380952380953)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.624)"
10-01-2023 20:56:41.207547,"(2.45, 2.92, 2.8909090909090907)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.291666666666666)","(3.8, 5.3, 5.199999999999999)","(101.0, 380.0, 252.5)","(5.5, 7.4, 7.352380952380953)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.624)"
10-01-2023 20:56:42.470776,"(2.45, 2.92, 2.8966666666666665)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.291666666666666)","(3.8, 5.3, 5.224137931034482)","(101.0, 380.0, 252.5)","(5.5, 7.4, 7.352380952380953)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.624)"
10-01-2023 20:56:43.785229,"(2.45, 2.9, 2.893684210526316)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.291666666666666)","(3.8, 5.3, 5.224137931034482)","(101.0, 380.0, 252.5)","(5.5, 7.4, 7.352380952380953)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.624)"
10-01-2023 20:56:44.923637,"(2.45, 2.9, 2.8874999999999997)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.291666666666666)","(3.8, 5.3, 5.224137931034482)","(101.0, 380.0, 252.5)","(5.5, 7.4, 7.352380952380953)","(8.5, 11.5, 11.1)","(5.0, 6.8, 6.624)"
10-01-2023 20:56:45.986615,"(2.45, 2.9, 2.8874999999999997)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.318181818181818)","(3.8, 5.3, 5.233333333333333)","(101.0, 380.0, 252.5)","(5.5, 7.4, 7.504761904761905)","(8.5, 11.5, 11.055555555555555)","(5.0, 6.8, 6.630769230769231)"
10-01-2023 20:56:47.158140,"(2.45, 2.92, 2.8885714285714283)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.347826086956522)","(3.8, 5.3, 5.228571428571429)","(101.0, 380.0, 252.5)","(5.5, 7.6, 7.504761904761905)","(8.5, 11.5, 10.944444444444445)","(5.0, 6.8, 6.6482758620689655)"
10-01-2023 20:56:48.540809,"(2.45, 2.9, 2.8885714285714283)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.347826086956522)","(3.8, 5.3, 5.228571428571429)","(101.0, 380.0, 252.5)","(5.5, 7.6, 7.504761904761905)","(8.5, 11.0, 10.944444444444445)","(5.0, 6.8, 6.6482758620689655)"
10-01-2023 20:56:49.800439,"(2.45, 2.92, 2.8885714285714283)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.347826086956522)","(3.8, 5.3, 5.228571428571429)","(101.0, 380.0, 252.5)","(5.5, 7.6, 7.514285714285714)","(8.5, 11.0, 10.95)","(5.0, 6.8, 6.6482758620689655)"
10-01-2023 20:56:51.059810,"(2.45, 2.92, 2.9005882352941175)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.347826086956522)","(3.8, 5.3, 5.228571428571429)","(101.0, 380.0, 252.5)","(5.5, 7.6, 7.457142857142857)","(8.5, 11.0, 10.95)","(5.0, 6.8, 6.657142857142857)"
10-01-2023 20:56:52.261122,"(2.45, 2.9, 2.8815384615384616)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.363636363636363)","(3.8, 5.3, 5.228571428571429)","(101.0, 380.0, 231.25)","(5.5, 7.6, 7.457142857142857)","(8.5, 11.0, 10.95)","(5.0, 6.8, 6.694736842105263)"
10-01-2023 20:56:53.649032,"(2.45, 2.9, 2.8793103448275863)","(41.0, 90.0, 81.33333333333333)","(14.0, 15.0, 14.363636363636363)","(3.8, 5.3, 5.228571428571429)","(101.0, 380.0, 283.0769230769231)","(5.5, 7.6, 7.457142857142857)","(8.5, 11.0, 10.95)","(5.0, 6.8, 6.658064516129032)"
10-01-2023 20:56:55.138877,"(2.45, 2.9, 2.8806451612903223)","(41.0, 90.0, 75.4)","(13.0, 15.0, 14.380952380952381)","(3.8, 5.3, 5.088235294117647)","(101.0, 380.0, 231.25)","(5.5, 7.6, 7.457142857142857)","(8.5, 11.0, 10.95)","(5.0, 6.8, 6.6625)"
10-01-2023 20:56:56.386610,"(2.45, 2.92, 2.9057142857142857)","(41.0, 85.0, 75.4)","(13.0, 15.0, 14.380952380952381)","(3.8, 5.1, 5.16)","(101.0, 380.0, 231.25)","(5.5, 7.6, 7.527272727272727)","(8.5, 11.0, 10.95)","(5.0, 6.8, 6.630769230769231)"
10-01-2023 20:56:57.724609,"(2.45, 2.94, 2.924)","(41.0, 85.0, 75.5)","(13.0, 15.0, 14.380952380952381)","(3.8, 5.2, 5.1684210526315795)","(101.0, 380.0, 231.25)","(5.5, 7.6, 7.539622641509434)","(8.5, 11.0, 10.95)","(5.0, 6.8, 6.635294117647059)"
10-01-2023 20:56:59.049684,"(2.45, 2.92, 2.908235294117647)","(41.0, 85.0, 75.58823529411765)","(13.0, 15.0, 14.380952380952381)","(3.8, 5.2, 5.1684210526315795)","(101.0, 380.0, 231.25)","(5.5, 7.6, 7.539622641509434)","(8.5, 11.0, 10.95)","(5.0, 6.8, 6.635294117647059)"
10-01-2023 20:57:00.511721,"(2.45, 2.92, 2.908235294117647)","(41.0, 85.0, 77.72727272727272)","(13.0, 15.0, 15.2)","(3.8, 5.2, 5.202941176470588)","(101.0, 380.0, 231.25)","(5.5, 7.6, 7.539622641509434)","(8.5, 11.0, 11.0)","(5.0, 6.8, 6.635294117647059)"
10-01-2023 20:57:01.745920,"(2.45, 2.92, 2.9168)","(41.0, 85.0, 77.72727272727272)","(13.0, 15.5, 15.166666666666666)","(3.8, 5.3, 5.155555555555556)","(101.0, 380.0, 231.25)","(5.5, 7.6, 7.288)","(8.5, 11.5, 11.0)","(5.0, 6.8, 6.635294117647059)"
10-01-2023 20:57:02.988010,"(2.45, 2.96, 2.9221052631578948)","(41.0, 85.0, 77.72727272727272)","(13.0, 16.5, 14.75)","(3.8, 5.2, 5.176)","(101.0, 380.0, 280.8333333333333)","(5.5, 7.4, 7.175)","(8.5, 11.5, 11.108695652173914)","(5.0, 6.8, 6.656410256410257)"
10-01-2023 20:57:04.154894,"(2.45, 2.96, 2.915)","(41.0, 85.0, 78.6842105263158)","(13.0, 15.5, 14.75)","(3.8, 5.2, 5.176)","(101.0, 380.0, 280.8333333333333)","(5.5, 7.2, 7.270967741935484)","(8.5, 11.5, 11.083333333333334)","(5.0, 6.8, 6.65)"
10-01-2023 20:57:05.473155,"(2.45, 2.96, 2.924)","(41.0, 85.0, 77.72727272727273)","(13.0, 15.5, 14.625)","(3.8, 5.2, 5.157894736842105)","(101.0, 380.0, 231.25)","(5.5, 7.4, 7.270967741935484)","(8.5, 11.5, 11.083333333333334)","(5.0, 6.8, 6.65)"
10-01-2023 20:57:06.591225,"(2.45, 2.96, 2.924)","(41.0, 85.0, 77.72727272727273)","(13.0, 15.5, 14.735294117647058)","(3.8, 5.2, 5.166666666666667)","(101.0, 380.0, 231.25)","(5.5, 7.4, 7.270967741935484)","(8.5, 11.5, 10.944444444444445)","(5.0, 6.8, 6.65)"
10-01-2023 20:57:07.909827,"(2.45, 2.98, 2.9254545454545453)","(41.0, 85.0, 76.57894736842105)","(13.0, 15.5, 14.75)","(3.8, 5.2, 5.166666666666667)","(101.0, 380.0, 231.25)","(5.5, 7.4, 7.221052631578948)","(8.5, 11.5, 11.065217391304348)","(5.0, 6.8, 6.65)"
10-01-2023 20:57:09.331545,"(2.45, 2.96, 2.921818181818182)","(41.0, 85.0, 77.72727272727273)","(13.0, 15.5, 14.75)","(3.8, 5.2, 5.166666666666667)","(101.0, 380.0, 231.25)","(5.5, 7.4, 7.221052631578948)","(8.5, 11.5, 11.065217391304348)","(5.0, 6.8, 6.65)"
10-01-2023 20:57:10.507159,"(2.45, 2.96, 2.921818181818182)","(41.0, 85.0, 77.72727272727273)","(13.0, 15.5, 14.75)","(3.8, 5.2, 5.17037037037037)","(101.0, 380.0, 231.25)","(5.5, 7.4, 7.221052631578948)","(8.5, 11.5, 11.065217391304348)","(5.0, 6.8, 6.6378378378378375)"
10-01-2023 20:57:11.565846,"(2.45, 2.96, 2.9327272727272726)","(41.0, 85.0, 77.38095238095238)","(13.0, 15.5, 14.833333333333334)","(3.8, 5.2, 5.17037037037037)","(101.0, 380.0, 231.25)","(5.5, 7.4, 7.221052631578948)","(8.5, 11.5, 11.065217391304348)","(5.0, 6.8, 6.6378378378378375)"
10-01-2023 20:57:12.761093,"(2.45, 2.98, 2.9409756097560975)","(41.0, 85.0, 76.11111111111111)","(13.0, 15.5, 14.868421052631579)","(3.8, 5.2, 5.1875)","(101.0, 380.0, 231.25)","(5.5, 7.4, 7.190909090909091)","(8.5, 11.5, 10.875)","(5.0, 6.8, 6.6378378378378375)"
10-01-2023 20:57:13.982117,"(2.45, 2.96, 2.937391304347826)","(41.0, 85.0, 78.04347826086956)","(13.0, 15.5, 15.277777777777779)","(3.8, 5.2, 5.2405405405405405)","(101.0, 380.0, 260.0)","(5.5, 7.2, 7.121212121212121)","(8.5, 11.5, 10.875)","(5.0, 6.8, 6.6378378378378375)"
10-01-2023 20:57:15.296664,"(2.45, 2.96, 2.936)","(41.0, 85.0, 78.04347826086956)","(13.0, 15.5, 15.083333333333334)","(3.8, 5.3, 5.2405405405405405)","(101.0, 360.0, 260.0)","(5.5, 7.2, 7.111764705882353)","(8.5, 11.5, 10.590909090909092)","(5.0, 6.8, 6.6378378378378375)"
10-01-2023 20:57:16.604274,"(2.45, 2.94, 2.934285714285714)","(41.0, 85.0, 78.6842105263158)","(13.0, 15.5, 15.1)","(3.8, 5.3, 5.246938775510204)","(101.0, 360.0, 285.0)","(5.5, 7.2, 7.11875)","(8.5, 11.5, 10.590909090909092)","(5.0, 6.8, 6.6378378378378375)"
10-01-2023 20:57:17.881841,"(2.45, 2.94, 2.926153846153846)","(41.0, 85.0, 78.6842105263158)","(13.0, 15.5, 15.192307692307692)","(3.8, 5.3, 5.238775510204081)","(101.0, 360.0, 260.0)","(5.5, 7.2, 7.126666666666667)","(8.5, 11.5, 10.81578947368421)","(5.0, 6.8, 6.6378378378378375)"
10-01-2023 20:57:19.305839,"(2.45, 2.96, 2.926153846153846)","(41.0, 85.0, 78.6842105263158)","(13.0, 15.5, 15.4)","(3.8, 5.3, 5.238775510204081)","(101.0, 360.0, 260.0)","(5.5, 7.2, 7.126666666666667)","(8.5, 11.5, 10.833333333333334)","(5.0, 6.8, 6.6378378378378375)"
10-01-2023 20:57:20.651643,"(2.45, 2.96, 2.912857142857143)","(41.0, 85.0, 75.58823529411765)","(13.0, 15.5, 15.318181818181818)","(3.8, 5.3, 5.238775510204081)","(101.0, 360.0, 253.33333333333334)","(5.5, 7.2, 7.126666666666667)","(8.5, 11.5, 10.833333333333334)","(5.0, 6.8, 6.644444444444445)"
10-01-2023 20:57:22.238283,"(2.45, 2.96, 2.9171428571428573)","(41.0, 85.0, 78.51351351351352)","(13.0, 15.5, 15.3)","(3.8, 5.3, 5.255)","(101.0, 340.0, 253.33333333333334)","(5.5, 7.2, 7.126666666666667)","(8.5, 11.5, 10.576923076923077)","(5.0, 6.8, 6.644444444444445)"
10-01-2023 20:57:23.471852,"(2.45, 2.96, 2.9171428571428573)","(41.0, 85.0, 78.51351351351352)","(13.0, 15.5, 15.0)","(3.8, 5.3, 5.251612903225807)","(101.0, 340.0, 253.33333333333334)","(5.5, 7.2, 7.11875)","(8.5, 11.5, 10.566666666666666)","(5.0, 6.8, 6.625641025641026)"
10-01-2023 20:57:24.549435,"(2.45, 2.96, 2.9236363636363634)","(41.0, 85.0, 78.51351351351352)","(13.0, 15.5, 15.4)","(3.8, 5.3, 5.251612903225807)","(101.0, 340.0, 253.33333333333334)","(5.5, 7.2, 7.1312500000000005)","(8.5, 11.5, 10.566666666666666)","(5.0, 6.8, 6.611111111111112)"
10-01-2023 20:57:25.845813,"(2.45, 2.94, 2.9314285714285715)","(41.0, 85.0, 78.51351351351352)","(13.0, 15.5, 15.26923076923077)","(3.8, 5.3, 5.251612903225807)","(101.0, 340.0, 310.0)","(5.5, 7.2, 7.1312500000000005)","(8.5, 11.5, 10.8)","(5.0, 6.8, 6.611111111111112)"
10-01-2023 20:57:27.350570,"(2.45, 2.94, 2.911111111111111)","(41.0, 85.0, 78.51351351351352)","(13.0, 15.5, 15.0)","(3.8, 5.3, 5.251612903225807)","(101.0, 360.0, 266.6666666666667)","(5.5, 7.2, 7.061538461538461)","(8.5, 11.5, 10.566666666666666)","(5.0, 6.8, 6.611111111111112)"
10-01-2023 20:57:28.739514,"(2.45, 2.96, 2.9232)","(41.0, 85.0, 77.25806451612902)","(13.0, 15.5, 15.05)","(4.0, 5.3, 5.264)","(101.0, 360.0, 313.3333333333333)","(5.5, 7.2, 7.022222222222222)","(8.0, 11.5, 10.625)","(5.0, 6.8, 6.605714285714286)"
10-01-2023 20:57:30.092406,"(2.45, 2.96, 2.9107142857142856)","(41.0, 85.0, 77.25806451612902)","(13.0, 15.5, 14.966666666666667)","(4.0, 5.3, 5.305454545454546)","(101.0, 360.0, 250.0)","(5.5, 7.2, 6.968)","(8.0, 11.5, 10.642857142857142)","(5.0, 6.8, 6.605714285714286)"
10-01-2023 20:57:31.243364,"(2.45, 3.05, 3.0166666666666666)","(41.0, 85.0, 77.25806451612902)","(13.0, 15.5, 15.166666666666666)","(4.0, 5.4, 5.263636363636364)","(101.0, 370.0, 250.0)","(5.5, 7.0, 6.955555555555556)","(8.0, 11.5, 10.916666666666666)","(5.0, 6.8, 6.625)"
10-01-2023 20:57:32.434538,"(2.45, 3.05, 3.0388888888888888)","(41.0, 85.0, 75.76923076923077)","(13.0, 15.5, 15.166666666666666)","(4.0, 5.3, 5.263636363636364)","(101.0, 370.0, 258.0)","(5.5, 7.0, 6.92)","(8.0, 11.0, 10.8)","(5.0, 6.8, 6.625)"
10-01-2023 20:57:33.747726,"(2.45, 3.1, 3.054838709677419)","(41.0, 85.0, 73.33333333333333)","(13.0, 15.5, 15.357142857142858)","(4.0, 5.3, 5.181481481481481)","(101.0, 370.0, 256.0)","(5.5, 7.0, 6.92)","(8.0, 11.5, 10.892857142857142)","(5.0, 6.8, 6.625)"
10-01-2023 20:57:34.992336,"(2.45, 3.1, 3.0681818181818183)","(41.0, 80.0, 73.33333333333333)","(13.0, 15.5, 13.714285714285714)","(4.0, 5.2, 4.795454545454545)","(101.0, 360.0, 270.0)","(5.5, 7.0, 7.0095238095238095)","(8.0, 11.0, 11.25)","(5.0, 6.8, 6.747368421052632)"
10-01-2023 20:57:36.225753,"(2.45, 3.15, 3.107142857142857)","(41.0, 80.0, 73.84615384615384)","(13.0, 14.0, 14.045454545454545)","(4.0, 4.8, 4.769565217391304)","(101.0, 350.0, 270.0)","(5.5, 7.2, 7.0095238095238095)","(8.0, 11.5, 11.147058823529411)","(5.0, 6.8, 6.747368421052632)"
10-01-2023 20:57:37.586997,"(2.45, 3.15, 3.1277777777777778)","(41.0, 80.0, 73.84615384615384)","(13.0, 14.5, 14.5)","(4.0, 4.8, 4.714814814814814)","(101.0, 350.0, 270.0)","(5.5, 7.2, 7.0212765957446805)","(8.0, 11.5, 11.071428571428571)","(5.0, 6.8, 6.754545454545454)"
10-01-2023 20:57:38.823527,"(2.45, 3.15, 3.13)","(41.0, 80.0, 73.84615384615384)","(13.0, 15.0, 14.333333333333334)","(4.0, 4.8, 4.655555555555556)","(101.0, 350.0, 276.6666666666667)","(5.5, 7.2, 7.026086956521739)","(8.0, 11.5, 11.375)","(5.0, 6.8, 6.633333333333334)"
10-01-2023 20:57:40.040593,"(2.45, 3.15, 3.1326923076923077)","(41.0, 80.0, 77.5)","(13.0, 14.5, 14.357142857142858)","(4.0, 4.7, 4.312250712250712)","(101.0, 350.0, 276.6666666666667)","(5.5, 7.2, 7.144)","(8.0, 11.5, 11.555555555555555)","(5.0, 6.8, 6.694117647058823)"
10-01-2023 20:57:41.311359,"(2.45, 3.2, 3.1816666666666666)","(41.0, 80.0, 77.5)","(13.0, 14.5, 14.4)","(4.0, 4.5, 4.308151382823872)","(101.0, 350.0, 276.6666666666667)","(5.5, 7.2, 7.336842105263158)","(8.0, 12.0, 11.5)","(5.0, 6.8, 6.64)"
10-01-2023 20:57:42.545224,"(2.45, 3.25, 3.189583333333333)","(41.0, 80.0, 77.5)","(12.0, 15.0, 14.416666666666666)","(3.9, 4.5, 4.363414634146341)","(101.0, 350.0, 276.6666666666667)","(5.5, 7.4, 7.336842105263158)","(8.5, 12.0, 11.555555555555555)","(5.0, 6.8, 6.64)"
10-01-2023 20:57:43.897435,"(2.5, 3.25, 3.1865384615384613)","(41.0, 90.0, 88.44827586206897)","(12.0, 14.5, 14.425925925925926)","(3.9, 4.4, 4.304878048780488)","(101.0, 350.0, 276.6666666666667)","(5.5, 7.4, 7.314285714285715)","(8.5, 12.0, 11.5)","(5.0, 6.8, 6.6909090909090905)"
10-01-2023 20:57:45.007610,"(2.5, 3.25, 3.2369565217391303)","(41.0, 90.0, 88.44827586206897)","(12.0, 14.5, 14.25)","(3.9, 4.4, 4.103478260869565)","(101.0, 350.0, 295.0)","(5.5, 7.4, 7.336842105263158)","(8.5, 12.0, 11.875)","(5.0, 6.8, 6.752941176470588)"
10-01-2023 20:57:46.168184,"(2.5, 3.25, 3.2476190476190476)","(41.0, 90.0, 88.18181818181819)","(12.0, 15.0, 14.461538461538462)","(3.9, 4.2, 4.1049999999999995)","(101.0, 350.0, 295.0)","(5.5, 7.4, 7.266666666666667)","(8.5, 12.0, 11.75)","(5.5, 6.8, 6.752941176470588)"
10-01-2023 20:57:47.376718,"(2.5, 3.3, 3.2411764705882353)","(41.0, 90.0, 88.18181818181819)","(12.0, 15.0, 14.391304347826086)","(3.9, 4.2, 4.19375)","(101.0, 350.0, 276.6666666666667)","(5.5, 7.4, 7.314285714285715)","(8.5, 12.0, 11.875)","(5.5, 6.8, 6.752941176470588)"
10-01-2023 20:57:48.598441,"(2.5, 3.25, 3.2314814814814814)","(41.0, 90.0, 88.18181818181819)","(12.0, 15.0, 14.391304347826086)","(3.9, 4.3, 4.19375)","(101.0, 350.0, 270.0)","(5.5, 7.4, 7.314285714285715)","(8.5, 12.0, 11.875)","(5.5, 6.8, 6.711111111111111)"
10-01-2023 20:57:49.789974,"(2.5, 3.25, 3.2261904761904763)","(41.0, 90.0, 88.18181818181819)","(12.0, 15.0, 14.391304347826086)","(3.9, 4.4, 4.340816326530613)","(101.0, 360.0, 300.0)","(5.5, 7.4, 7.266666666666667)","(8.5, 12.0, 11.782608695652174)","(5.5, 6.8, 6.725)"
