,Melinke,Dissmagic,Drink Then Kiss,Fine Things,Rocknrollprincess,Cato Lake,Coldenkim,Piwhane,Warringah Storm,Lone Raider
04-01-2023 14:00:02.113461,"(3.0, 4.4, 4.362500000000001)","(5.5, 6.8, 6.725)","(5.5, 7.0, 6.7405405405405405)","(11.0, 19.5, 16.35)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.114285714285715)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.0, 4.85)","(101.0, 450.0, 256.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:03.256532,"(3.0, 4.4, 4.362500000000001)","(5.5, 6.8, 6.725)","(5.5, 7.0, 6.7405405405405405)","(11.0, 19.5, 16.35)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.114285714285715)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.0, 4.85)","(101.0, 450.0, 256.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:04.452104,"(3.0, 4.4, 4.362500000000001)","(5.5, 6.8, 6.725)","(5.5, 7.0, 6.7405405405405405)","(11.0, 19.5, 16.35)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.114285714285715)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.0, 4.85)","(101.0, 450.0, 256.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:05.631798,"(3.0, 4.4, 4.362500000000001)","(5.5, 6.8, 6.725)","(5.5, 7.0, 6.729411764705882)","(11.0, 19.5, 17.4)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.311764705882354)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.0, 4.775)","(101.0, 450.0, 256.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:06.823571,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.76)","(5.5, 7.0, 6.729411764705882)","(11.0, 19.0, 16.5)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.319402985074627)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 450.0, 256.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:08.099838,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.822222222222222)","(5.5, 7.0, 6.469230769230769)","(11.0, 19.0, 16.5)","(101.0, 360.0, 243.33333333333331)","(4.8, 7.4, 7.319402985074627)","(101.0, 300.0, 223.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 450.0, 330.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:09.357737,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 16.5)","(101.0, 410.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 350.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 500.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:10.675182,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 16.5)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:12.012303,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 16.5)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:13.344374,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 16.5)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:14.663939,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 16.5)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:15.983975,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 16.5)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:17.231939,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 16.5)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:18.432445,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 16.5)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:19.607487,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 15.545454545454545)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:20.808079,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 15.545454545454545)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:21.966217,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 19.0, 15.545454545454545)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:23.239521,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.5, 17.1)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:24.490910,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.5, 17.1)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:25.797309,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.5, 17.1)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:27.163910,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.5, 16.166666666666668)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 220.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 270.0)","(51.0, 280.0, 140.0)"
04-01-2023 14:00:28.645385,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.5, 16.166666666666668)","(101.0, 400.0, 236.66666666666669)","(4.8, 7.4, 7.319402985074627)","(101.0, 340.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 490.0, 266.6666666666667)","(51.0, 280.0, 136.66666666666669)"
04-01-2023 14:00:30.065650,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.5, 16.166666666666668)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.319402985074627)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 270.0, 136.66666666666669)"
04-01-2023 14:00:31.499483,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.5, 16.166666666666668)","(101.0, 390.0, 190.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 330.0, 170.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 263.3333333333333)","(51.0, 270.0, 133.33333333333334)"
04-01-2023 14:00:32.841000,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.5, 16.166666666666668)","(101.0, 380.0, 190.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 320.0, 170.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 14:00:34.104982,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.5, 16.0)","(101.0, 380.0, 190.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 320.0, 170.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 14:00:35.336882,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.0, 16.0)","(101.0, 380.0, 190.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 320.0, 170.0)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 14:00:36.567028,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.0, 16.0)","(101.0, 380.0, 190.0)","(4.8, 7.4, 7.319402985074627)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 14:00:37.825912,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.0, 16.0)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.319402985074627)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 14:00:39.111530,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.0, 16.0)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.319402985074627)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 14:00:40.431228,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.0, 16.0)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.319402985074627)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 14:00:41.732474,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.0, 16.0)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.319402985074627)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 14:00:43.197897,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.448)","(11.0, 18.0, 16.0)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.319402985074627)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 14:00:44.688476,"(3.0, 4.4, 4.34)","(5.5, 7.0, 6.288888888888889)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.792307692307692)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 211.25)"
04-01-2023 14:00:46.107599,"(3.0, 4.4, 4.315384615384615)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 211.25)"
04-01-2023 14:00:47.582960,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 211.25)"
04-01-2023 14:00:48.880759,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 211.25)"
04-01-2023 14:00:50.212195,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 211.25)"
04-01-2023 14:00:51.601411,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 211.25)"
04-01-2023 14:00:52.955349,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 248.75)"
04-01-2023 14:00:54.379325,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 310.0, 241.25)"
04-01-2023 14:00:55.740817,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 241.25)"
04-01-2023 14:00:57.183054,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 241.25)"
04-01-2023 14:00:58.598183,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 241.25)"
04-01-2023 14:01:00.086968,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 241.25)"
04-01-2023 14:01:01.442222,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.8)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 241.25)"
04-01-2023 14:01:02.786983,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 380.0, 230.0)","(4.8, 7.4, 7.2956521739130435)","(101.0, 320.0, 210.0)","(4.2, 5.1, 4.8)","(101.0, 470.0, 260.0)","(51.0, 300.0, 233.75)"
04-01-2023 14:01:04.131340,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 370.0, 230.0)","(4.8, 7.4, 7.2956521739130435)","(101.0, 310.0, 210.0)","(4.2, 5.1, 4.8)","(101.0, 460.0, 260.0)","(51.0, 290.0, 233.75)"
04-01-2023 14:01:05.461508,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 370.0, 226.66666666666669)","(4.8, 7.4, 7.2956521739130435)","(101.0, 310.0, 206.66666666666666)","(4.2, 5.1, 4.8)","(101.0, 460.0, 256.6666666666667)","(51.0, 290.0, 226.25)"
04-01-2023 14:01:06.831770,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.2956521739130435)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.1, 4.8)","(101.0, 450.0, 256.6666666666667)","(51.0, 280.0, 226.25)"
04-01-2023 14:01:08.211366,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.2)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.2956521739130435)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.1, 4.48125)","(101.0, 450.0, 256.6666666666667)","(51.0, 280.0, 208.33333333333334)"
04-01-2023 14:01:09.564291,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.266666666666667)","(5.5, 7.0, 6.44)","(11.0, 18.0, 17.0)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.318181818181818)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.1, 4.55)","(101.0, 450.0, 256.6666666666667)","(51.0, 280.0, 218.75)"
04-01-2023 14:01:10.994748,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.75)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.318181818181818)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.1, 4.48125)","(101.0, 450.0, 256.6666666666667)","(51.0, 270.0, 211.25)"
04-01-2023 14:01:12.250084,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.75)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.318181818181818)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.1, 4.48125)","(101.0, 450.0, 256.6666666666667)","(51.0, 260.0, 211.25)"
04-01-2023 14:01:13.483733,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.75)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.318181818181818)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.1, 4.48125)","(101.0, 450.0, 256.6666666666667)","(51.0, 260.0, 211.25)"
04-01-2023 14:01:14.720433,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.75)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.318181818181818)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.1, 4.392857142857143)","(101.0, 450.0, 256.6666666666667)","(51.0, 260.0, 211.25)"
04-01-2023 14:01:16.079265,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.75)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.318181818181818)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.1, 4.5)","(101.0, 450.0, 256.6666666666667)","(51.0, 260.0, 211.25)"
04-01-2023 14:01:17.525326,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.75)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.318181818181818)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.0, 4.375)","(101.0, 450.0, 256.6666666666667)","(51.0, 260.0, 211.25)"
04-01-2023 14:01:19.092161,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.75)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.318181818181818)","(101.0, 300.0, 206.66666666666666)","(4.2, 4.8, 4.38)","(101.0, 450.0, 256.6666666666667)","(51.0, 260.0, 211.25)"
04-01-2023 14:01:20.443317,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.75)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.318181818181818)","(101.0, 300.0, 206.66666666666666)","(4.2, 4.8, 4.38)","(101.0, 450.0, 256.6666666666667)","(51.0, 260.0, 211.25)"
04-01-2023 14:01:21.824826,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.75)","(101.0, 360.0, 243.33333333333331)","(4.8, 7.4, 7.318181818181818)","(101.0, 300.0, 223.33333333333334)","(4.2, 4.8, 4.38)","(101.0, 450.0, 330.0)","(51.0, 260.0, 248.75)"
04-01-2023 14:01:23.191456,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 16.0)","(101.0, 410.0, 240.0)","(4.8, 7.4, 7.318181818181818)","(101.0, 350.0, 220.0)","(4.2, 4.8, 4.425)","(101.0, 500.0, 270.0)","(51.0, 310.0, 233.75)"
04-01-2023 14:01:24.508770,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 17.41304347826087)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.318181818181818)","(101.0, 340.0, 220.0)","(4.2, 4.8, 4.425)","(101.0, 490.0, 270.0)","(51.0, 290.0, 233.75)"
04-01-2023 14:01:25.808170,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.428571428571429)","(5.5, 7.0, 6.44)","(11.0, 18.0, 15.818181818181818)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.318181818181818)","(101.0, 340.0, 220.0)","(4.2, 4.8, 4.425)","(101.0, 490.0, 270.0)","(51.0, 290.0, 208.33333333333334)"
04-01-2023 14:01:27.243891,"(3.0, 4.4, 4.34)","(5.5, 7.0, 6.36)","(5.5, 7.0, 6.44)","(11.0, 18.0, 14.3)","(101.0, 400.0, 240.0)","(4.8, 7.4, 7.318181818181818)","(101.0, 340.0, 220.0)","(4.2, 4.8, 4.425)","(101.0, 490.0, 270.0)","(51.0, 280.0, 208.33333333333334)"
04-01-2023 14:01:28.702493,"(3.0, 4.4, 4.321052631578947)","(5.5, 7.0, 6.418181818181818)","(5.5, 7.0, 6.4750000000000005)","(11.0, 14.5, 17.804347826086957)","(101.0, 400.0, 270.0)","(4.8, 7.4, 7.08)","(101.0, 340.0, 240.0)","(4.2, 4.8, 4.425)","(101.0, 490.0, 315.0)","(51.0, 280.0, 133.33333333333334)"
04-01-2023 14:01:30.133114,"(3.0, 4.4, 4.288888888888889)","(5.5, 7.0, 6.418181818181818)","(5.5, 7.0, 6.4750000000000005)","(11.0, 18.0, 15.5)","(101.0, 380.0, 230.0)","(4.8, 7.4, 7.08)","(101.0, 320.0, 210.0)","(4.2, 4.8, 4.425)","(101.0, 470.0, 260.0)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 14:01:31.509638,"(3.0, 4.4, 4.288888888888889)","(5.5, 7.0, 6.418181818181818)","(5.5, 7.0, 6.4750000000000005)","(11.0, 17.0, 14.75)","(101.0, 370.0, 226.66666666666669)","(4.8, 7.4, 7.08)","(101.0, 310.0, 206.66666666666666)","(4.2, 4.8, 4.328571428571428)","(101.0, 460.0, 256.6666666666667)","(51.0, 260.0, 130.0)"
04-01-2023 14:01:33.111405,"(3.0, 4.4, 4.288888888888889)","(5.5, 7.0, 6.418181818181818)","(5.5, 7.0, 6.4750000000000005)","(11.0, 17.0, 14.75)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.08)","(101.0, 300.0, 206.66666666666666)","(4.2, 4.8, 4.328571428571428)","(101.0, 450.0, 256.6666666666667)","(51.0, 250.0, 130.0)"
