,Sweet Kathlene,Just A Jester,Confer,Daintree Lad,All To Mac,Sweaty Hand,Big City Nights
07-01-2023 09:32:16.694131,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:17.736675,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:18.875102,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:19.936153,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:21.071314,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:22.264930,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:23.384343,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:24.464734,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:25.507382,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:26.564917,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:27.622244,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:28.737640,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:29.711759,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:30.796856,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.777777777777779)"
07-01-2023 09:32:31.933333,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 16.400000000000002)"
07-01-2023 09:32:33.101137,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 16.400000000000002)"
07-01-2023 09:32:34.228781,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 16.400000000000002)"
07-01-2023 09:32:35.406287,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.3)"
07-01-2023 09:32:36.483690,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.3)"
07-01-2023 09:32:37.536735,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.3)"
07-01-2023 09:32:38.626581,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.3)"
07-01-2023 09:32:39.669323,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.3)"
07-01-2023 09:32:40.772735,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.3)"
07-01-2023 09:32:41.870257,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.3)"
07-01-2023 09:32:42.989334,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.3)"
07-01-2023 09:32:44.296575,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.3)"
07-01-2023 09:32:45.683993,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.3)"
07-01-2023 09:32:47.103404,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:48.369576,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:49.495619,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:50.524602,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:51.601390,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:52.594452,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:53.676144,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:54.790868,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:55.923215,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:56.991972,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:58.196232,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:32:59.320606,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:33:00.435738,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.65)"
07-01-2023 09:33:01.606102,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 16.2)"
07-01-2023 09:33:02.748501,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 16.2)"
07-01-2023 09:33:03.741891,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 16.2)"
07-01-2023 09:33:04.832821,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 16.2)"
07-01-2023 09:33:05.801781,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:06.836359,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:07.947246,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:08.990333,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:09.971827,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:11.109624,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:12.196062,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:13.249358,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:14.249033,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:15.202202,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:16.196118,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:17.231686,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:18.232200,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:19.362607,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:20.515308,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:21.592829,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:22.706788,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:23.878270,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:24.972855,"(3.0, 4.3, 3.513953488372093)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:26.082665,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:27.203596,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:28.213436,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:29.227858,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:30.232378,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:31.255282,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:32.390237,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.285714285714285)"
07-01-2023 09:33:33.529755,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 16.345454545454544)"
07-01-2023 09:33:34.557339,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 16.345454545454544)"
07-01-2023 09:33:35.637080,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 16.345454545454544)"
07-01-2023 09:33:36.760064,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:37.782097,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:38.900079,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:39.961579,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:40.940709,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:41.958275,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:42.979025,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:44.082274,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:45.159687,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:46.182163,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:47.248503,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:48.394519,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:49.518216,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:50.682720,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:33:51.840547,"(3.0, 4.3, 3.334285714285714)","(5.5, 9.6, 8.962962962962962)","(4.6, 8.0, 6.738636363636363)","(5.0, 9.4, 8.215789473684211)","(51.0, 410.0, 106.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
