,Blue Bloodz,Sabotage,Shesfeelinspecial,Reds Star Deal,Charlie My Boy,Mister Galvinator,Certainlycallitin,Heavenly Sea
11-01-2023 19:44:06.242632,"(1.5, 1.71, 1.6925)","(6.5, 16.0, 14.875)","(51.0, 80.0, 70.625)","(3.2, 5.1, 4.788888888888889)","(101.0, 180.0, 156.92307692307693)","(8.5, 12.0, 11.0)","(51.0, 110.0, 99.5)","(81.0, 140.0, 131.0)"
11-01-2023 19:44:07.632162,"(1.5, 1.71, 1.6925)","(6.5, 16.0, 15.4375)","(51.0, 80.0, 70.625)","(3.2, 5.1, 4.788888888888889)","(101.0, 180.0, 156.92307692307693)","(8.5, 12.0, 11.0)","(51.0, 110.0, 105.625)","(81.0, 140.0, 131.0)"
11-01-2023 19:44:08.924245,"(1.5, 1.71, 1.6925)","(6.5, 16.0, 13.75)","(51.0, 80.0, 70.625)","(3.2, 5.1, 4.86)","(101.0, 180.0, 156.92307692307693)","(8.5, 12.0, 11.666666666666666)","(51.0, 110.0, 105.625)","(81.0, 140.0, 131.0)"
11-01-2023 19:44:10.146508,"(1.5, 1.71, 1.6925)","(6.5, 16.0, 13.833333333333334)","(51.0, 80.0, 70.625)","(3.2, 5.1, 4.86)","(101.0, 180.0, 156.92307692307693)","(8.5, 12.0, 11.8)","(51.0, 110.0, 99.5)","(81.0, 140.0, 131.0)"
11-01-2023 19:44:11.497333,"(1.5, 1.71, 1.6925)","(6.5, 15.5, 13.6)","(51.0, 80.0, 70.625)","(3.2, 5.1, 4.86)","(101.0, 180.0, 168.88888888888889)","(8.5, 12.0, 11.8)","(51.0, 110.0, 105.625)","(81.0, 140.0, 131.0)"
11-01-2023 19:44:12.815858,"(1.5, 1.71, 1.7014285714285713)","(6.5, 15.0, 12.4)","(51.0, 80.0, 75.38461538461539)","(3.2, 5.1, 4.86)","(101.0, 180.0, 153.33333333333334)","(8.5, 12.0, 11.8)","(51.0, 110.0, 105.625)","(81.0, 140.0, 131.0)"
11-01-2023 19:44:14.118315,"(1.5, 1.71, 1.7014285714285713)","(6.5, 15.0, 10.666666666666668)","(51.0, 80.0, 70.625)","(3.2, 5.1, 4.86)","(101.0, 180.0, 153.33333333333334)","(8.5, 12.0, 11.8)","(51.0, 110.0, 105.625)","(81.0, 140.0, 131.0)"
11-01-2023 19:44:15.446380,"(1.5, 1.71, 1.7014285714285713)","(6.5, 14.5, 10.471428571428572)","(51.0, 80.0, 69.41176470588235)","(3.2, 5.1, 4.86)","(101.0, 180.0, 153.33333333333334)","(8.5, 12.0, 11.8)","(51.0, 110.0, 105.625)","(81.0, 140.0, 131.0)"
11-01-2023 19:44:16.687786,"(1.5, 1.71, 1.6936363636363636)","(6.5, 14.0, 13.125)","(51.0, 80.0, 69.41176470588235)","(3.2, 5.1, 4.86)","(101.0, 180.0, 153.33333333333334)","(8.5, 12.0, 11.8)","(51.0, 110.0, 105.625)","(81.0, 140.0, 131.0)"
11-01-2023 19:44:17.927085,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.5, 11.166666666666666)","(51.0, 80.0, 75.38461538461539)","(3.2, 5.1, 4.86)","(101.0, 180.0, 153.33333333333334)","(8.5, 12.0, 11.75)","(51.0, 110.0, 105.625)","(81.0, 140.0, 134.0)"
11-01-2023 19:44:19.234194,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 10.5)","(51.0, 80.0, 75.38461538461539)","(3.2, 5.1, 4.86)","(101.0, 180.0, 153.33333333333334)","(8.5, 12.5, 11.75)","(51.0, 110.0, 105.625)","(81.0, 140.0, 134.0)"
11-01-2023 19:44:20.542085,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 10.5)","(51.0, 80.0, 75.38461538461539)","(3.2, 5.1, 4.86)","(101.0, 180.0, 153.33333333333334)","(8.5, 12.5, 11.75)","(51.0, 110.0, 105.625)","(81.0, 140.0, 134.0)"
11-01-2023 19:44:21.870542,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 10.5)","(51.0, 80.0, 75.38461538461539)","(3.2, 5.1, 4.86)","(101.0, 180.0, 153.33333333333334)","(8.5, 12.5, 11.75)","(51.0, 110.0, 105.625)","(81.0, 140.0, 134.0)"
11-01-2023 19:44:23.142818,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 10.5)","(51.0, 80.0, 75.38461538461539)","(3.2, 5.1, 4.86)","(101.0, 180.0, 152.85714285714286)","(8.5, 12.5, 11.75)","(51.0, 110.0, 105.625)","(81.0, 140.0, 170.83333333333331)"
11-01-2023 19:44:24.307054,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 10.5)","(51.0, 80.0, 69.41176470588235)","(3.2, 5.1, 4.86)","(101.0, 230.0, 152.85714285714286)","(8.5, 12.5, 11.75)","(51.0, 110.0, 105.625)","(81.0, 200.0, 148.4375)"
11-01-2023 19:44:25.488189,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 10.5)","(51.0, 80.0, 74.0)","(3.2, 5.1, 4.866666666666667)","(101.0, 220.0, 156.0)","(8.5, 12.5, 11.75)","(51.0, 110.0, 103.0)","(81.0, 190.0, 167.6470588235294)"
11-01-2023 19:44:26.681694,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 10.5)","(61.0, 80.0, 74.0)","(3.2, 5.2, 4.866666666666667)","(101.0, 220.0, 160.0)","(9.0, 12.5, 11.75)","(61.0, 110.0, 103.0)","(91.0, 190.0, 177.33333333333331)"
11-01-2023 19:44:27.896881,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 11.714285714285714)","(61.0, 80.0, 74.0)","(3.2, 5.2, 4.866666666666667)","(101.0, 220.0, 160.0)","(9.0, 12.5, 11.75)","(61.0, 110.0, 103.0)","(91.0, 190.0, 177.33333333333331)"
11-01-2023 19:44:29.173884,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 11.714285714285714)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.866666666666667)","(101.0, 220.0, 152.5)","(9.0, 12.5, 11.75)","(61.0, 110.0, 103.0)","(91.0, 190.0, 172.72727272727275)"
11-01-2023 19:44:30.469360,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 11.714285714285714)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.866666666666667)","(101.0, 220.0, 152.5)","(9.0, 12.5, 11.75)","(61.0, 110.0, 103.0)","(91.0, 190.0, 172.72727272727275)"
11-01-2023 19:44:31.661127,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 11.714285714285714)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.866666666666667)","(101.0, 220.0, 152.5)","(9.0, 12.5, 11.75)","(61.0, 110.0, 102.0)","(91.0, 190.0, 172.72727272727275)"
11-01-2023 19:44:32.762702,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 12.1)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.866666666666667)","(101.0, 220.0, 152.5)","(9.0, 12.5, 12.137931034482758)","(61.0, 110.0, 102.0)","(91.0, 190.0, 172.72727272727275)"
11-01-2023 19:44:33.987416,"(1.5, 1.71, 1.6936363636363636)","(6.5, 13.0, 11.928571428571429)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.8)","(101.0, 220.0, 152.5)","(9.0, 13.0, 12.137931034482758)","(61.0, 110.0, 102.0)","(91.0, 190.0, 172.72727272727275)"
11-01-2023 19:44:35.306602,"(1.5, 1.71, 1.6907142857142856)","(6.5, 13.0, 11.928571428571429)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.8)","(101.0, 220.0, 152.5)","(9.0, 13.0, 12.137931034482758)","(61.0, 110.0, 102.0)","(91.0, 190.0, 172.72727272727275)"
11-01-2023 19:44:36.721996,"(1.5, 1.71, 1.6907142857142856)","(6.5, 13.0, 11.833333333333334)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.8)","(101.0, 220.0, 152.5)","(9.0, 13.0, 12.137931034482758)","(61.0, 110.0, 102.0)","(91.0, 190.0, 172.72727272727275)"
11-01-2023 19:44:38.015276,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.5, 11.3)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.866666666666667)","(101.0, 220.0, 152.5)","(9.0, 13.0, 12.137931034482758)","(61.0, 110.0, 102.0)","(91.0, 190.0, 172.72727272727275)"
11-01-2023 19:44:39.226498,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.5, 11.818181818181818)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.866666666666667)","(101.0, 220.0, 152.5)","(9.0, 13.0, 12.137931034482758)","(61.0, 110.0, 102.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:44:40.538345,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.5, 11.25)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.9)","(101.0, 220.0, 152.5)","(9.0, 13.0, 14.1875)","(61.0, 110.0, 102.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:44:41.935544,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 11.125)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.3, 4.842857142857143)","(101.0, 220.0, 152.5)","(9.0, 14.5, 14.357142857142858)","(61.0, 110.0, 102.0)","(91.0, 190.0, 158.0)"
11-01-2023 19:44:43.311910,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 10.444444444444445)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.9)","(101.0, 220.0, 152.5)","(9.0, 15.0, 14.357142857142858)","(61.0, 110.0, 102.0)","(91.0, 190.0, 158.0)"
11-01-2023 19:44:44.613794,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 10.923076923076923)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.9)","(101.0, 220.0, 152.5)","(9.0, 15.0, 14.357142857142858)","(61.0, 110.0, 102.0)","(91.0, 190.0, 158.0)"
11-01-2023 19:44:45.923461,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 10.923076923076923)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.9)","(101.0, 220.0, 152.5)","(9.0, 15.0, 14.357142857142858)","(61.0, 110.0, 102.0)","(91.0, 190.0, 158.0)"
11-01-2023 19:44:47.275350,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 11.125)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.9)","(101.0, 220.0, 152.5)","(9.0, 15.0, 14.2)","(61.0, 110.0, 102.0)","(91.0, 190.0, 158.0)"
11-01-2023 19:44:48.597444,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 11.125)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.9)","(101.0, 220.0, 152.5)","(9.0, 15.0, 13.125)","(61.0, 110.0, 102.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:44:49.828673,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 11.125)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.9)","(101.0, 220.0, 152.5)","(9.0, 15.0, 13.125)","(61.0, 110.0, 102.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:44:51.122867,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 10.444444444444445)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 5.033333333333333)","(101.0, 220.0, 152.5)","(9.0, 15.0, 13.125)","(61.0, 110.0, 102.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:44:52.505288,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 10.923076923076923)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 5.033333333333333)","(101.0, 220.0, 152.5)","(9.0, 15.0, 13.125)","(61.0, 110.0, 102.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:44:53.901912,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 10.923076923076923)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 5.033333333333333)","(101.0, 220.0, 152.5)","(9.0, 15.0, 13.125)","(61.0, 110.0, 102.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:44:55.228243,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 11.176470588235293)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 5.033333333333333)","(101.0, 220.0, 156.66666666666666)","(9.0, 15.0, 13.125)","(61.0, 110.0, 102.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:44:56.574516,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 11.125)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.9)","(101.0, 210.0, 155.0)","(9.0, 15.0, 13.125)","(61.0, 110.0, 102.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:44:57.850733,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 10.6875)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 5.033333333333333)","(101.0, 230.0, 163.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 110.0, 90.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:44:59.089660,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 10.6875)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 5.033333333333333)","(101.0, 230.0, 163.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 90.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:45:00.436096,"(1.5, 1.71, 1.6907142857142856)","(6.5, 12.0, 10.6875)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 5.033333333333333)","(101.0, 230.0, 163.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 89.0)","(91.0, 190.0, 130.0)"
11-01-2023 19:45:01.738405,"(1.5, 1.71, 1.6949999999999998)","(6.5, 12.0, 10.6875)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 5.033333333333333)","(101.0, 230.0, 163.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 89.0)","(91.0, 190.0, 110.0)"
11-01-2023 19:45:03.081961,"(1.5, 1.7, 1.691111111111111)","(6.5, 12.0, 10.6875)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 5.033333333333333)","(101.0, 230.0, 163.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 89.0)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:04.452759,"(1.5, 1.7, 1.6883333333333332)","(6.5, 12.0, 10.6875)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 5.033333333333333)","(101.0, 230.0, 163.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 89.0)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:05.747350,"(1.5, 1.7, 1.6883333333333332)","(6.5, 12.0, 10.6875)","(61.0, 80.0, 71.81818181818181)","(3.2, 5.2, 4.9)","(101.0, 230.0, 163.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:07.053638,"(1.5, 1.69, 1.67)","(6.5, 12.0, 10.6875)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.3, 5.0125)","(101.0, 230.0, 163.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:08.352705,"(1.5, 1.69, 1.6785714285714286)","(6.5, 12.0, 10.6875)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0125)","(101.0, 230.0, 163.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:09.678023,"(1.5, 1.69, 1.6785714285714286)","(6.5, 12.0, 10.6875)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0125)","(101.0, 230.0, 156.66666666666666)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.33333333333333)"
11-01-2023 19:45:10.977529,"(1.5, 1.69, 1.6785714285714286)","(6.5, 12.0, 11.59090909090909)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 156.66666666666666)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:12.316738,"(1.5, 1.69, 1.6785714285714286)","(6.5, 12.0, 11.59090909090909)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 156.66666666666666)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:13.643915,"(1.5, 1.69, 1.6785714285714286)","(6.5, 12.0, 11.59090909090909)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 156.66666666666666)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:15.147235,"(1.5, 1.69, 1.6785714285714286)","(6.5, 12.0, 14.0)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 205.0)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:16.564612,"(1.5, 1.69, 1.6785714285714286)","(6.5, 14.5, 14.0)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 213.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:17.878945,"(1.5, 1.69, 1.67)","(6.5, 14.5, 11.5)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 213.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:19.293141,"(1.5, 1.69, 1.67)","(6.5, 14.5, 12.5)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 213.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:20.682859,"(1.5, 1.69, 1.67)","(6.5, 14.0, 12.5)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 213.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:22.216556,"(1.5, 1.69, 1.67)","(6.5, 14.0, 12.4)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 213.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:23.636148,"(1.5, 1.69, 1.67)","(6.5, 14.5, 12.4)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 213.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:25.010684,"(1.5, 1.69, 1.67)","(6.5, 14.5, 12.4)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 213.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:26.466308,"(1.5, 1.69, 1.65)","(6.5, 14.5, 15.25)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.0)","(101.0, 230.0, 213.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:27.838334,"(1.5, 1.65, 1.6266666666666667)","(6.5, 16.0, 15.5)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.05)","(101.0, 230.0, 213.33333333333334)","(9.0, 15.0, 13.125)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:29.440352,"(1.5, 1.64, 1.637142857142857)","(6.5, 16.0, 15.5)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.05)","(101.0, 230.0, 211.8181818181818)","(9.0, 15.0, 13.125)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:30.924748,"(1.5, 1.64, 1.603076923076923)","(6.5, 16.0, 15.5)","(61.0, 80.0, 73.57142857142857)","(3.2, 5.2, 5.05)","(101.0, 230.0, 211.8181818181818)","(9.0, 15.0, 13.125)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 118.88888888888889)"
11-01-2023 19:45:32.363056,"(1.5, 1.64, 1.603076923076923)","(6.5, 16.0, 15.5)","(61.0, 80.0, 72.91666666666667)","(3.2, 5.2, 5.25)","(101.0, 230.0, 211.8181818181818)","(9.0, 15.0, 13.125)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 117.14285714285714)"
11-01-2023 19:45:33.832945,"(1.5, 1.64, 1.5866666666666667)","(6.5, 16.0, 15.863636363636363)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.4, 5.025)","(101.0, 230.0, 211.8181818181818)","(9.0, 15.0, 13.125)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 117.14285714285714)"
11-01-2023 19:45:35.311794,"(1.5, 1.64, 1.5818181818181818)","(6.5, 16.0, 15.666666666666666)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.4, 5.1)","(101.0, 230.0, 211.8181818181818)","(9.0, 15.0, 13.125)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 117.14285714285714)"
11-01-2023 19:45:36.762565,"(1.5, 1.64, 1.5963636363636364)","(6.5, 16.0, 15.666666666666666)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.4, 5.2)","(101.0, 230.0, 211.8181818181818)","(9.0, 15.0, 13.125)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 117.14285714285714)"
11-01-2023 19:45:38.209955,"(1.5, 1.64, 1.5963636363636364)","(6.5, 16.0, 15.666666666666666)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.4, 5.2)","(101.0, 230.0, 670.0)","(9.0, 15.0, 13.125)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 117.5)"
11-01-2023 19:45:39.538349,"(1.5, 1.62, 1.5825531914893618)","(6.5, 16.0, 15.666666666666666)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.4, 5.2)","(101.0, 730.0, 346.6666666666667)","(9.0, 15.0, 13.125)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 117.5)"
11-01-2023 19:45:40.925860,"(1.5, 1.61, 1.5881818181818184)","(6.5, 16.0, 15.666666666666666)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.4, 5.2125)","(101.0, 380.0, 346.6666666666667)","(9.0, 15.0, 13.125)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 117.5)"
11-01-2023 19:45:42.328656,"(1.5, 1.61, 1.5881818181818184)","(6.5, 16.0, 15.666666666666666)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.4, 5.1000000000000005)","(101.0, 380.0, 338.0)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 117.5)"
11-01-2023 19:45:43.677287,"(1.5, 1.61, 1.57)","(6.5, 16.0, 15.666666666666666)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.4, 5.233333333333333)","(101.0, 370.0, 331.25)","(9.0, 15.0, 13.125)","(61.0, 95.0, 82.5)","(91.0, 120.0, 117.5)"
11-01-2023 19:45:45.045557,"(1.5, 1.61, 1.5631914893617023)","(6.5, 16.0, 15.666666666666666)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.4, 5.288235294117647)","(101.0, 360.0, 331.25)","(9.0, 15.0, 14.4)","(61.0, 95.0, 82.5)","(91.0, 120.0, 117.5)"
11-01-2023 19:45:46.438856,"(1.5, 1.59, 1.5444827586206897)","(6.5, 16.0, 15.666666666666666)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.5, 5.288235294117647)","(101.0, 360.0, 331.25)","(9.0, 15.0, 14.4)","(61.0, 95.0, 82.5)","(91.0, 120.0, 117.5)"
11-01-2023 19:45:47.802111,"(1.5, 1.6, 1.5847826086956522)","(6.5, 16.0, 15.666666666666666)","(61.0, 75.0, 72.91666666666667)","(3.2, 5.5, 5.3)","(101.0, 360.0, 331.25)","(9.0, 15.0, 14.4)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 117.5)"
11-01-2023 19:45:49.189561,"(1.5, 1.6, 1.5847826086956522)","(6.5, 16.0, 15.666666666666666)","(61.0, 70.0, 68.33333333333334)","(3.2, 5.5, 5.3)","(101.0, 360.0, 331.25)","(9.0, 15.0, 14.4)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 117.5)"
11-01-2023 19:45:50.539045,"(1.5, 1.61, 1.5842857142857143)","(6.5, 16.0, 15.666666666666666)","(61.0, 70.0, 68.33333333333334)","(3.2, 5.5, 5.242857142857143)","(101.0, 360.0, 331.25)","(9.0, 15.0, 14.7)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:51.894913,"(1.5, 1.61, 1.5842857142857143)","(6.5, 16.0, 15.666666666666666)","(61.0, 70.0, 68.33333333333334)","(3.2, 5.5, 5.3)","(101.0, 360.0, 331.25)","(9.0, 15.0, 14.7)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:53.279004,"(1.5, 1.61, 1.5842857142857143)","(6.5, 16.0, 15.666666666666666)","(61.0, 70.0, 68.33333333333334)","(3.2, 5.5, 5.3)","(101.0, 360.0, 331.25)","(9.0, 15.0, 14.7)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:54.710455,"(1.5, 1.61, 1.5842857142857143)","(6.5, 16.0, 15.666666666666666)","(61.0, 70.0, 68.33333333333334)","(3.2, 5.5, 5.242857142857143)","(101.0, 360.0, 331.25)","(9.0, 15.0, 14.7)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:56.162164,"(1.5, 1.61, 1.5676470588235294)","(6.5, 16.0, 15.666666666666666)","(61.0, 70.0, 68.33333333333334)","(3.2, 5.5, 5.050000000000001)","(101.0, 360.0, 331.25)","(9.0, 15.0, 16.166666666666668)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:57.591138,"(1.5, 1.61, 1.5611111111111111)","(6.5, 16.0, 15.666666666666666)","(61.0, 70.0, 68.33333333333334)","(3.2, 5.5, 5.140000000000001)","(101.0, 360.0, 331.25)","(9.0, 19.5, 17.076923076923077)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 110.0)"
11-01-2023 19:45:58.962426,"(1.5, 1.6, 1.5611111111111111)","(6.5, 16.0, 15.666666666666666)","(61.0, 70.0, 68.33333333333334)","(3.2, 5.5, 5.140000000000001)","(101.0, 360.0, 331.25)","(9.0, 19.5, 17.18181818181818)","(61.0, 95.0, 86.66666666666667)","(91.0, 120.0, 110.0)"
