,Dusty Old Road,Prince Of Egypt,Officer Rod,We Are Cousins,Cool Summer,Run Topper
12-01-2023 14:09:12.514340,"(5.0, 7.2, 7.054545454545455)","(4.4, 5.2, 4.9818181818181815)","(2.05, 2.38, 2.3547368421052632)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.416)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:13.652272,"(5.0, 7.2, 7.054545454545455)","(4.4, 5.2, 4.9818181818181815)","(2.05, 2.38, 2.353333333333333)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.44)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:14.905223,"(5.0, 7.2, 6.742857142857143)","(4.4, 5.2, 4.85)","(2.05, 2.38, 2.3547368421052632)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.44)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:16.100257,"(5.0, 7.2, 6.776470588235294)","(4.4, 5.2, 4.85)","(2.05, 2.38, 2.3547368421052632)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.44)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:17.281117,"(5.0, 7.2, 6.825)","(4.4, 5.2, 4.85)","(2.05, 2.38, 2.3547368421052632)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.44)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:18.487313,"(5.0, 7.2, 6.955555555555556)","(4.4, 5.2, 5.04)","(2.05, 2.38, 2.3363636363636364)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.359999999999999)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:19.577877,"(5.0, 7.2, 6.955555555555556)","(4.4, 5.2, 5.052631578947368)","(2.05, 2.36, 2.348)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.43)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:20.659709,"(5.0, 7.2, 7.0625)","(4.4, 5.2, 5.052631578947368)","(2.05, 2.36, 2.351111111111111)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.43)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:21.851631,"(5.0, 7.2, 7.0625)","(4.4, 5.2, 5.078260869565217)","(2.05, 2.36, 2.3499999999999996)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.43)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:23.109457,"(5.0, 7.2, 7.0625)","(4.4, 5.2, 5.078260869565217)","(2.05, 2.36, 2.3428571428571425)","(20.0, 30.0, 27.321428571428573)","(4.0, 5.5, 5.453333333333333)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:24.312685,"(5.0, 7.2, 7.0625)","(4.4, 5.2, 5.078260869565217)","(2.05, 2.36, 2.3428571428571425)","(20.0, 30.0, 27.75)","(4.0, 5.5, 5.453333333333333)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:25.692091,"(5.0, 7.2, 7.0625)","(4.4, 5.2, 5.078260869565217)","(2.05, 2.36, 2.3428571428571425)","(20.0, 29.0, 27.75)","(4.0, 5.5, 5.453333333333333)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:26.822144,"(5.0, 7.2, 6.741176470588235)","(4.4, 5.2, 5.078260869565217)","(2.05, 2.36, 2.3428571428571425)","(20.0, 29.0, 27.75)","(4.0, 5.5, 5.453333333333333)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:27.955623,"(5.0, 7.2, 7.0)","(4.4, 5.2, 5.092307692307692)","(2.05, 2.36, 2.3428571428571425)","(20.0, 29.0, 27.4)","(4.0, 5.5, 5.453333333333333)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:29.023219,"(5.0, 7.2, 7.0)","(4.4, 5.2, 5.092307692307692)","(2.05, 2.36, 2.3428571428571425)","(20.0, 29.0, 27.24)","(4.0, 5.5, 5.453333333333333)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:30.127756,"(5.0, 7.2, 7.0)","(4.4, 5.2, 5.092307692307692)","(2.05, 2.36, 2.3428571428571425)","(20.0, 29.0, 27.24)","(4.0, 5.5, 5.458333333333334)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:31.278837,"(5.0, 7.2, 7.0)","(4.4, 5.2, 5.092307692307692)","(2.05, 2.36, 2.3428571428571425)","(20.0, 29.0, 27.24)","(4.0, 5.5, 5.458333333333334)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:32.484041,"(5.0, 7.2, 6.933333333333334)","(4.4, 5.2, 5.092307692307692)","(2.05, 2.36, 2.3449999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.458333333333334)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:33.695375,"(5.0, 7.2, 6.8307692307692305)","(4.4, 5.2, 5.092307692307692)","(2.05, 2.36, 2.3449999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.458333333333334)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:34.778743,"(5.0, 7.2, 7.0588235294117645)","(4.4, 5.2, 5.092307692307692)","(2.05, 2.36, 2.3449999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.458333333333334)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:35.791690,"(5.0, 7.2, 7.0588235294117645)","(4.4, 5.2, 5.092307692307692)","(2.05, 2.36, 2.3449999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.458333333333334)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:36.995438,"(5.0, 7.2, 7.0588235294117645)","(4.4, 5.2, 5.092307692307692)","(2.05, 2.36, 2.3449999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:38.164266,"(5.0, 7.2, 7.090909090909091)","(4.4, 5.2, 5.092307692307692)","(2.05, 2.36, 2.3449999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:39.322420,"(5.0, 7.2, 7.1)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3449999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:40.421504,"(5.0, 7.2, 7.070588235294117)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3449999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:41.593311,"(5.0, 7.2, 7.1)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3449999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:42.772634,"(5.0, 7.2, 7.1)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3449999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:43.836440,"(5.0, 7.2, 6.7124999999999995)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3514285714285714)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:45.043933,"(5.0, 7.0, 6.8)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3514285714285714)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:46.238710,"(5.0, 7.0, 6.966666666666667)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3514285714285714)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:47.401630,"(5.0, 7.2, 6.895238095238095)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3514285714285714)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:48.535407,"(5.0, 7.2, 6.895238095238095)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3514285714285714)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:49.582386,"(5.0, 7.2, 6.921739130434783)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3514285714285714)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:50.731879,"(5.0, 7.2, 6.921739130434783)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3514285714285714)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:51.957190,"(5.0, 7.2, 6.921739130434783)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.3514285714285714)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:53.075917,"(5.0, 7.2, 6.833333333333333)","(4.4, 5.2, 4.966666666666667)","(2.05, 2.36, 2.34)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 76.0)"
12-01-2023 14:09:54.288840,"(5.0, 7.2, 6.833333333333333)","(4.4, 5.2, 5.025)","(2.05, 2.36, 2.315)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:55.413110,"(5.0, 7.6, 7.12)","(4.4, 5.2, 5.025)","(2.05, 2.36, 2.3099999999999996)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.453846153846154)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:56.518519,"(5.0, 7.6, 7.066666666666666)","(4.4, 5.2, 5.025)","(2.05, 2.36, 2.329090909090909)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.453846153846154)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:57.716797,"(5.0, 7.6, 7.075)","(4.4, 5.2, 5.114285714285715)","(2.05, 2.34, 2.3266666666666667)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 74.0)"
12-01-2023 14:09:58.926108,"(5.0, 7.6, 7.24)","(4.4, 5.1, 4.909090909090909)","(2.05, 2.34, 2.3362499999999997)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 74.0)"
12-01-2023 14:10:00.082025,"(5.0, 7.6, 7.333333333333333)","(4.4, 5.1, 4.9879999999999995)","(2.05, 2.34, 2.3362499999999997)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 74.0)"
12-01-2023 14:10:01.384589,"(5.0, 7.6, 7.333333333333333)","(4.4, 5.1, 4.972727272727273)","(2.05, 2.34, 2.3362499999999997)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 74.0)"
12-01-2023 14:10:02.475398,"(5.0, 7.6, 7.333333333333333)","(4.4, 5.1, 4.972727272727273)","(2.05, 2.34, 2.3362499999999997)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.461538461538462)","(61.0, 80.0, 74.0)"
12-01-2023 14:10:03.616889,"(5.0, 7.8, 7.285714285714286)","(4.4, 5.1, 4.933333333333334)","(2.05, 2.34, 2.2909090909090906)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.453846153846154)","(61.0, 80.0, 74.0)"
12-01-2023 14:10:04.943379,"(5.0, 7.8, 7.325)","(4.4, 5.0, 4.86875)","(2.05, 2.44, 2.3649999999999998)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.453846153846154)","(61.0, 80.0, 74.0)"
12-01-2023 14:10:06.057387,"(5.0, 7.8, 7.325)","(4.4, 5.0, 4.86875)","(2.05, 2.42, 2.3577777777777778)","(20.0, 29.0, 27.3)","(4.0, 5.5, 5.16)","(61.0, 80.0, 74.0)"
12-01-2023 14:10:07.333658,"(5.0, 7.8, 7.417391304347826)","(4.4, 5.0, 4.9714285714285715)","(2.05, 2.42, 2.4145454545454546)","(20.0, 29.0, 27.3)","(4.0, 5.2, 4.9875)","(61.0, 80.0, 74.0)"
12-01-2023 14:10:08.479761,"(5.0, 7.8, 7.461538461538462)","(4.2, 5.0, 4.973913043478261)","(1.95, 2.42, 2.408)","(20.0, 29.0, 27.3)","(4.2, 5.0, 5.055555555555555)","(51.0, 80.0, 74.0)"
12-01-2023 14:10:09.551588,"(5.0, 7.8, 7.5280000000000005)","(4.2, 5.0, 4.9714285714285715)","(1.95, 2.42, 2.394285714285714)","(20.0, 29.0, 27.3)","(4.2, 5.1, 5.055555555555555)","(51.0, 80.0, 74.0)"
12-01-2023 14:10:11.211974,"(5.0, 7.8, 7.539130434782609)","(4.2, 5.0, 4.97)","(1.95, 2.48, 2.416)","(20.0, 29.0, 27.3)","(4.2, 5.0, 4.966666666666667)","(51.0, 80.0, 74.0)"
12-01-2023 14:10:12.478374,"(5.0, 7.8, 7.539130434782609)","(4.2, 5.0, 4.97)","(1.95, 2.48, 2.469705882352941)","(20.0, 29.0, 27.3)","(4.2, 5.0, 4.9)","(51.0, 80.0, 74.0)"
12-01-2023 14:10:14.913049,"(5.0, 7.8, 7.5636363636363635)","(4.2, 5.0, 4.9)","(1.95, 2.48, 2.4266666666666667)","(20.0, 29.0, 27.3)","(4.2, 5.0, 4.833333333333333)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:10:16.520891,"(5.0, 7.8, 7.4941176470588236)","(4.2, 5.0, 4.9)","(1.95, 2.48, 2.4382608695652173)","(20.0, 29.0, 27.3)","(4.2, 5.0, 4.866666666666666)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:10:17.938414,"(5.0, 7.8, 7.4941176470588236)","(4.2, 5.0, 4.8578947368421055)","(1.95, 2.48, 2.4457142857142857)","(20.0, 29.0, 27.3)","(4.2, 5.0, 4.9)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:10:19.105102,"(5.0, 7.8, 7.533333333333333)","(4.2, 5.0, 4.8578947368421055)","(2.0, 2.48, 2.46)","(19.0, 29.0, 27.3)","(4.0, 5.0, 4.78)","(51.0, 80.0, 71.81818181818181)"
12-01-2023 14:10:20.294754,"(5.0, 7.8, 7.4941176470588236)","(4.2, 5.0, 4.8578947368421055)","(2.0, 2.48, 2.46)","(19.0, 29.0, 27.3)","(4.0, 4.8, 4.78)","(51.0, 80.0, 71.81818181818181)"
12-01-2023 14:10:21.458491,"(5.0, 7.8, 7.4941176470588236)","(4.2, 5.0, 4.792307692307692)","(2.0, 2.48, 2.4775)","(19.0, 29.0, 27.11111111111111)","(4.0, 4.8, 4.733333333333333)","(51.0, 80.0, 71.81818181818181)"
12-01-2023 14:10:22.730189,"(5.0, 7.8, 7.461538461538462)","(4.2, 5.0, 4.861538461538461)","(2.0, 2.48, 2.4763636363636365)","(19.0, 29.0, 27.11111111111111)","(4.0, 4.8, 4.733333333333333)","(51.0, 80.0, 70.0)"
12-01-2023 14:10:23.944563,"(5.0, 7.8, 7.45925925925926)","(4.2, 5.0, 4.965909090909091)","(2.0, 2.52, 2.5228571428571427)","(19.0, 29.0, 27.11111111111111)","(4.0, 4.8, 4.703846153846154)","(51.0, 80.0, 70.0)"
12-01-2023 14:10:25.122046,"(5.0, 7.8, 7.45925925925926)","(4.2, 5.0, 4.965909090909091)","(2.0, 2.54, 2.525714285714286)","(19.0, 29.0, 27.11111111111111)","(4.0, 4.8, 4.703571428571429)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:26.464326,"(5.0, 7.6, 7.5)","(4.2, 5.0, 4.922857142857143)","(2.0, 2.54, 2.525714285714286)","(19.0, 29.0, 27.11111111111111)","(4.0, 4.8, 4.703571428571429)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:28.632465,"(5.0, 7.6, 7.542857142857143)","(4.2, 5.0, 4.9)","(2.0, 2.54, 2.5363636363636366)","(19.0, 29.0, 27.11111111111111)","(4.0, 4.8, 4.705555555555556)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:30.431634,"(5.5, 7.6, 7.5)","(4.2, 5.0, 4.869565217391305)","(2.05, 2.54, 2.552888888888889)","(20.0, 29.0, 27.11111111111111)","(4.0, 4.8, 4.714285714285714)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:31.885850,"(5.5, 7.6, 7.5)","(4.2, 5.0, 4.929411764705883)","(2.05, 2.56, 2.5533333333333332)","(20.0, 29.0, 27.11111111111111)","(4.0, 4.8, 4.665217391304347)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:33.455021,"(5.5, 7.4, 7.380000000000001)","(4.2, 5.0, 4.866666666666667)","(2.05, 2.56, 2.545)","(20.0, 29.0, 27.11111111111111)","(4.0, 4.8, 4.706666666666666)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:34.814862,"(5.5, 7.4, 7.380000000000001)","(4.2, 4.9, 4.963636363636364)","(2.05, 2.58, 2.5616666666666665)","(20.0, 29.0, 27.666666666666668)","(4.0, 4.8, 4.705263157894737)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:36.219908,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.0, 4.953846153846154)","(2.1, 2.58, 2.5503030303030303)","(21.0, 28.0, 26.625)","(4.0, 4.8, 4.6866666666666665)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:37.562943,"(6.0, 7.4, 7.32)","(4.2, 5.0, 4.977777777777778)","(2.1, 2.56, 2.550588235294118)","(21.0, 28.0, 26.454545454545453)","(4.0, 4.7, 4.623076923076923)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:38.964384,"(6.0, 7.6, 7.32)","(4.2, 5.0, 5.009090909090909)","(2.1, 2.56, 2.553846153846154)","(21.0, 28.0, 26.454545454545453)","(4.0, 4.7, 4.6066666666666665)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:40.329214,"(6.0, 7.4, 7.385714285714286)","(4.2, 5.1, 5.02)","(2.1, 2.56, 2.556923076923077)","(21.0, 28.0, 26.454545454545453)","(4.0, 4.7, 4.586666666666667)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:41.488181,"(6.0, 7.4, 7.385714285714286)","(4.2, 5.1, 5.078378378378378)","(2.1, 2.56, 2.5490909090909093)","(21.0, 28.0, 26.454545454545453)","(4.0, 4.7, 4.536734693877551)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:42.560958,"(6.0, 7.4, 7.385714285714286)","(4.2, 5.2, 5.116666666666667)","(2.1, 2.56, 2.555555555555556)","(21.0, 28.0, 26.454545454545453)","(4.0, 4.7, 4.558064516129033)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:43.694752,"(6.0, 7.4, 7.385714285714286)","(4.2, 5.2, 5.107692307692308)","(2.1, 2.54, 2.567586206896552)","(21.0, 28.0, 26.454545454545453)","(4.0, 4.7, 4.551428571428572)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:44.811828,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.2, 5.0875)","(2.1, 2.58, 2.5563636363636366)","(21.0, 28.0, 26.454545454545453)","(4.0, 4.7, 4.5562499999999995)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:45.977597,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.2, 5.0875)","(2.1, 2.6, 2.567586206896552)","(21.0, 28.0, 26.454545454545453)","(4.0, 4.6, 4.5562499999999995)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:47.249373,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.2, 5.21578947368421)","(2.1, 2.58, 2.5547826086956524)","(21.0, 28.0, 26.210526315789473)","(4.0, 4.6, 4.539130434782608)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:48.550054,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.3, 5.177777777777777)","(2.1, 2.56, 2.5542857142857143)","(21.0, 28.0, 24.181818181818183)","(4.0, 4.6, 4.522222222222222)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:50.009572,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.3, 5.166666666666666)","(2.1, 2.58, 2.5490909090909093)","(21.0, 28.0, 24.181818181818183)","(4.0, 4.6, 4.522222222222222)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:51.276205,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.3, 5.24468085106383)","(2.1, 2.56, 2.5436363636363635)","(21.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.448979591836735)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:52.401862,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.3, 5.24468085106383)","(2.1, 2.58, 2.5436363636363635)","(21.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.446153846153846)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:53.577547,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.3, 5.24468085106383)","(2.1, 2.58, 2.5436363636363635)","(21.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.480769230769231)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:54.983435,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.2, 5.1850000000000005)","(2.1, 2.58, 2.5436363636363635)","(20.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.47843137254902)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:56.493367,"(6.0, 7.4, 7.380000000000001)","(4.2, 5.2, 5.17)","(2.1, 2.58, 2.55)","(20.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.4523809523809526)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:58.030254,"(6.0, 7.4, 7.276923076923077)","(4.2, 5.2, 5.140000000000001)","(2.1, 2.58, 2.5628571428571427)","(20.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.478571428571429)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:10:59.328980,"(6.0, 7.4, 7.276923076923077)","(4.2, 5.2, 5.140000000000001)","(2.1, 2.58, 2.5533333333333332)","(20.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.517647058823529)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:11:00.704774,"(6.0, 7.4, 7.276923076923077)","(4.2, 5.2, 5.140000000000001)","(2.1, 2.58, 2.5670588235294116)","(20.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.475862068965517)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:11:01.878439,"(6.0, 7.4, 7.266666666666667)","(4.2, 5.2, 5.044444444444444)","(2.1, 2.6, 2.5854545454545454)","(20.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.446808510638298)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:11:03.047902,"(6.0, 7.2, 7.12)","(4.2, 5.2, 5.01)","(2.1, 2.62, 2.588)","(20.0, 28.0, 26.37837837837838)","(4.0, 4.6, 4.462686567164179)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:11:04.185560,"(6.0, 7.2, 7.025)","(4.2, 5.2, 5.01)","(2.1, 2.62, 2.588)","(20.0, 28.0, 26.37837837837838)","(4.0, 4.6, 4.452941176470588)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:05.370105,"(6.0, 7.2, 6.968674698795181)","(4.2, 5.2, 5.126086956521739)","(2.1, 2.62, 2.60875)","(20.0, 28.0, 26.342105263157894)","(4.0, 4.6, 4.472)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:06.504819,"(6.0, 7.2, 6.968674698795181)","(4.2, 5.2, 5.161111111111111)","(2.1, 2.62, 2.60875)","(20.0, 28.0, 26.37837837837838)","(4.0, 4.6, 4.4818181818181815)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:07.577295,"(6.0, 7.2, 6.950649350649351)","(4.2, 5.2, 5.165)","(2.1, 2.62, 2.614193548387097)","(20.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.5125)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:08.666578,"(6.0, 7.2, 6.950649350649351)","(4.2, 5.2, 5.144)","(2.1, 2.62, 2.614193548387097)","(20.0, 28.0, 26.285714285714285)","(4.0, 4.6, 4.473239436619719)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:09.855893,"(6.0, 7.2, 6.950649350649351)","(4.2, 5.2, 5.107142857142858)","(2.1, 2.62, 2.614193548387097)","(20.0, 28.0, 26.37837837837838)","(4.0, 4.6, 4.461111111111111)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:11.031406,"(6.0, 7.2, 6.968674698795181)","(4.2, 5.2, 5.116129032258065)","(2.1, 2.62, 2.615)","(20.0, 28.0, 26.37837837837838)","(4.0, 4.6, 4.453333333333333)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:12.155498,"(6.0, 7.2, 6.968674698795181)","(4.2, 5.2, 5.07)","(2.1, 2.62, 2.615)","(20.0, 28.0, 26.37837837837838)","(4.0, 4.6, 4.454794520547946)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:13.280712,"(6.0, 7.2, 6.968674698795181)","(4.2, 5.1, 5.069999999999999)","(2.2, 2.62, 2.614929577464789)","(20.0, 28.0, 26.37837837837838)","(3.9, 4.6, 4.454794520547946)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:14.357235,"(6.0, 7.2, 6.950649350649351)","(4.2, 5.2, 5.121739130434783)","(2.2, 2.64, 2.616774193548387)","(20.0, 28.0, 26.285714285714285)","(3.9, 4.6, 4.4526315789473685)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:15.425487,"(6.0, 7.2, 6.94320987654321)","(4.2, 5.2, 5.112)","(2.2, 2.64, 2.618181818181818)","(20.0, 28.0, 26.285714285714285)","(3.9, 4.6, 4.4526315789473685)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:16.517668,"(6.0, 7.2, 6.950649350649351)","(4.2, 5.2, 5.066666666666666)","(2.2, 2.64, 2.618181818181818)","(20.0, 28.0, 26.37837837837838)","(3.9, 4.6, 4.445161290322581)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:17.521395,"(6.0, 7.2, 6.968674698795181)","(4.2, 5.2, 5.08235294117647)","(2.2, 2.64, 2.616216216216216)","(20.0, 28.0, 26.37837837837838)","(3.9, 4.6, 4.428571428571429)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:18.677726,"(6.0, 7.2, 6.968674698795181)","(4.2, 5.2, 5.08235294117647)","(2.2, 2.64, 2.616216216216216)","(20.0, 28.0, 26.37837837837838)","(3.9, 4.6, 4.477777777777778)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:19.854998,"(5.5, 7.2, 6.968674698795181)","(4.2, 5.2, 5.0375)","(2.2, 2.64, 2.6250666666666667)","(20.0, 28.0, 26.285714285714285)","(3.9, 4.6, 4.409836065573771)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:20.881599,"(5.5, 7.2, 6.945)","(4.2, 5.2, 5.1)","(2.2, 2.64, 2.6272463768115943)","(20.0, 28.0, 26.285714285714285)","(3.9, 4.6, 4.409836065573771)","(51.0, 80.0, 73.07692307692308)"
