,Tralee Cruiser,Sugar Keeping,Okay Boomer,Very Dark Gold,Winlock To Rise,Aria Herrera,Rutland Georgia,Sassy Sal
05-01-2023 17:25:33.925735,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.08)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 82.5)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:35.198678,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.0175)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:36.374855,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.0175)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:37.674267,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.0175)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:38.897575,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.0175)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:40.097361,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.0175)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:41.440649,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.0175)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:42.833868,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.0175)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:44.341346,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.0175)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:45.724127,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.0175)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:47.205943,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.5146153846153845)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:48.484619,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.5146153846153845)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:49.696691,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.905)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:51.061575,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.905)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:52.422863,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.905)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 82.5)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:53.905117,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.905)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:55.579804,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.905)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:56.943443,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.905)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:58.218307,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.905)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:25:59.440848,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.905)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:00.708189,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.3577777777777778)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:02.216818,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.105)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:03.907638,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.1216666666666666)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:05.492771,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.1216666666666666)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:06.994193,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.1216666666666666)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:08.405920,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.933125)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:10.140942,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.933125)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:11.704622,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.933125)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:12.978306,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.933125)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:14.508408,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.933125)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:15.856627,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.933125)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:17.397861,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.933125)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:18.786284,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.933125)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:20.094936,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 1.933125)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:21.415982,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.3744444444444444)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:22.774523,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.3744444444444444)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:24.119080,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.185263157894737)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:25.418882,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.185263157894737)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:26.763972,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.185263157894737)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:28.162914,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.2514285714285713)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:29.529453,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.2514285714285713)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:30.896027,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.2514285714285713)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:32.334628,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.2514285714285713)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:33.810512,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.2514285714285713)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:35.246130,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.2514285714285713)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:36.777333,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.2514285714285713)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:38.304148,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.2514285714285713)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:39.860740,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.185263157894737)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 82.5)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:41.311141,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.402222222222222)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 558.3333333333334)","(11.0, 23.0, 14.071428571428571)","(18.0, 44.0, 20.666666666666668)","(61.0, 220.0, 102.14285714285714)","(26.0, 90.0, 54.44444444444444)"
05-01-2023 17:26:42.738570,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.5394594594594593)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 113.92857142857143)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:44.191034,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.5394594594594593)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 113.92857142857143)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:45.664626,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.5394594594594593)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:47.056015,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.5394594594594593)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:48.427572,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.5394594594594593)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:49.775959,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.5394594594594593)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:51.616002,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.5394594594594593)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:53.400506,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.14875)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:54.874616,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.14875)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:56.251442,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.14875)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:57.581334,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.14875)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:26:59.039220,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.14875)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:27:00.499346,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.14875)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:27:01.851226,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.14875)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:27:03.257704,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.23)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:27:04.890826,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.0175)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:27:07.174317,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.1457894736842107)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:27:08.579209,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.1457894736842107)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:27:10.106228,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.424444444444444)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 588.8888888888889)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 121.0)","(26.0, 90.0, 54.0)"
05-01-2023 17:27:11.629970,"(3.2, 5.7, 4.985714285714286)","(1.75, 2.88, 2.424444444444444)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 385.0)","(11.0, 23.0, 16.75)","(18.0, 44.0, 25.333333333333336)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:12.978215,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 6.3375)","(91.0, 650.0, 385.0)","(11.0, 23.0, 16.75)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:14.250081,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 385.0)","(11.0, 23.0, 13.0)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:15.548675,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.0)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:16.842526,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.0)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:18.138992,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.0)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:19.499727,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.0)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:20.887411,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.0)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:22.180405,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.416666666666666)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:23.464835,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.416666666666666)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:24.899906,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.416666666666666)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:26.587850,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.416666666666666)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:27.885711,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.416666666666666)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:29.190611,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 208.33333333333331)","(11.0, 23.0, 13.416666666666666)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
05-01-2023 17:27:30.462744,"(3.2, 5.7, 5.075)","(1.75, 2.88, 2.13)","(4.8, 8.4, 5.733333333333333)","(91.0, 650.0, 226.0)","(11.0, 23.0, 13.416666666666666)","(18.0, 44.0, 22.0)","(61.0, 220.0, 80.5)","(26.0, 90.0, 33.3)"
