,Tralee Cruiser,Sugar Keeping,Okay Boomer,Very Dark Gold,Winlock To Rise,Aria Herrera,Rutland Georgia,Sassy Sal
05-01-2023 17:31:37.329541,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.142857142857143)","(5.0, 8.0, 6.48421052631579)","(91.0, 550.0, 375.0)","(11.0, 20.0, 18.22222222222222)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.33333333333334)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:38.517417,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.142857142857143)","(5.0, 8.0, 6.514285714285714)","(91.0, 650.0, 375.0)","(11.0, 20.0, 18.666666666666668)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.33333333333334)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:39.705096,"(3.2, 3.95, 3.8458333333333337)","(1.75, 2.22, 2.2)","(5.0, 8.0, 6.555555555555556)","(91.0, 650.0, 375.0)","(11.0, 20.0, 18.333333333333332)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.33333333333334)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:40.939274,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.1833333333333336)","(5.0, 7.8, 6.555555555555556)","(91.0, 650.0, 375.0)","(11.0, 19.5, 18.727272727272727)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.33333333333334)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:42.146079,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.142857142857143)","(5.0, 7.6, 6.6000000000000005)","(91.0, 650.0, 375.0)","(11.0, 19.0, 18.727272727272727)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.33333333333334)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:43.317296,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.142857142857143)","(5.0, 7.6, 7.0)","(91.0, 650.0, 375.0)","(11.0, 19.0, 18.727272727272727)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.33333333333334)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:44.480154,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.142857142857143)","(5.0, 7.6, 7.0)","(91.0, 650.0, 375.0)","(11.0, 19.0, 18.727272727272727)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.33333333333334)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:45.673284,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.0940000000000003)","(5.0, 7.6, 6.6000000000000005)","(91.0, 650.0, 375.0)","(11.0, 19.0, 18.727272727272727)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.33333333333334)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:46.882321,"(3.2, 3.95, 3.8458333333333337)","(1.75, 2.22, 2.1277777777777778)","(5.0, 7.8, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.0, 17.666666666666668)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:48.047910,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.1222222222222222)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 18.5, 17.666666666666668)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:49.189427,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1222222222222222)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 18.5, 17.666666666666668)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:50.326960,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1210526315789475)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 18.5, 17.666666666666668)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:51.533542,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1210526315789475)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 18.5, 17.666666666666668)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:52.693042,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1210526315789475)","(5.0, 7.4, 6.6571428571428575)","(91.0, 650.0, 385.0)","(11.0, 18.5, 23.272727272727273)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:53.836836,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1210526315789475)","(5.0, 8.2, 6.545454545454546)","(91.0, 650.0, 385.0)","(11.0, 24.0, 20.357142857142858)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:54.985850,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1210526315789475)","(5.0, 8.0, 6.48421052631579)","(91.0, 650.0, 385.0)","(11.0, 21.0, 19.333333333333332)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:56.118539,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1210526315789475)","(5.0, 8.0, 6.48421052631579)","(91.0, 650.0, 385.0)","(11.0, 21.0, 20.5)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:57.261063,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1210526315789475)","(5.0, 8.0, 6.48421052631579)","(91.0, 650.0, 385.0)","(11.0, 21.0, 19.545454545454547)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:58.358427,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1210526315789475)","(5.0, 8.0, 6.48421052631579)","(91.0, 650.0, 385.0)","(11.0, 21.0, 18.75)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:31:59.448009,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1222222222222222)","(5.0, 7.6, 6.6000000000000005)","(91.0, 650.0, 385.0)","(11.0, 21.0, 19.0)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:00.571998,"(3.2, 3.95, 3.8458333333333337)","(1.75, 2.18, 2.087142857142857)","(5.0, 7.6, 6.6000000000000005)","(91.0, 650.0, 385.0)","(11.0, 21.0, 18.75)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:01.703117,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.123529411764706)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 20.0, 18.3125)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:02.872846,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.123529411764706)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 20.0, 18.3125)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:04.000989,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.123529411764706)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 20.0, 18.3125)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:05.146849,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.123529411764706)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 20.0, 18.3125)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:06.369375,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.123529411764706)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 20.0, 18.90909090909091)","(19.0, 48.0, 35.16666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:07.550688,"(3.2, 3.95, 3.853846153846154)","(1.75, 2.18, 2.087142857142857)","(5.0, 7.8, 6.571428571428572)","(91.0, 650.0, 405.38461538461536)","(11.0, 20.0, 18.458333333333332)","(19.0, 48.0, 36.1875)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:08.722807,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1222222222222222)","(5.0, 7.6, 6.571428571428572)","(91.0, 650.0, 385.0)","(11.0, 19.5, 18.458333333333332)","(19.0, 48.0, 36.1875)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:09.862549,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1222222222222222)","(5.0, 7.6, 6.571428571428572)","(91.0, 650.0, 385.0)","(11.0, 19.5, 18.458333333333332)","(19.0, 48.0, 36.1875)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:10.909479,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1222222222222222)","(5.0, 7.6, 6.571428571428572)","(91.0, 650.0, 385.0)","(11.0, 19.5, 18.458333333333332)","(19.0, 48.0, 36.1875)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:11.920736,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1333333333333333)","(5.0, 7.6, 6.571428571428572)","(91.0, 650.0, 385.0)","(11.0, 19.5, 18.458333333333332)","(19.0, 48.0, 36.1875)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:13.015279,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1333333333333333)","(5.0, 7.6, 6.571428571428572)","(91.0, 650.0, 385.0)","(11.0, 19.5, 18.166666666666668)","(19.0, 48.0, 36.1875)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:14.070859,"(3.2, 3.95, 3.85)","(1.75, 2.18, 2.1333333333333333)","(5.0, 7.6, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.5, 18.166666666666668)","(19.0, 48.0, 41.77777777777778)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:15.160015,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.1454545454545455)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.0, 18.166666666666668)","(19.0, 46.0, 38.285714285714285)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:16.256769,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.1314285714285717)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.0, 18.166666666666668)","(19.0, 46.0, 40.8)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:17.353133,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.1314285714285717)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.0, 18.166666666666668)","(19.0, 44.0, 31.5)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:18.432405,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.1314285714285717)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 364.6153846153846)","(11.0, 19.0, 18.166666666666668)","(19.0, 44.0, 39.4)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:19.515444,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.1314285714285717)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.0, 18.166666666666668)","(19.0, 42.0, 37.66666666666667)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:20.600790,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.1314285714285717)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.0, 18.083333333333332)","(19.0, 42.0, 35.5)","(61.0, 85.0, 83.75)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:21.586865,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.1672727272727275)","(5.0, 8.0, 6.933333333333334)","(91.0, 650.0, 385.0)","(11.0, 21.0, 18.75)","(19.0, 42.0, 37.8)","(61.0, 85.0, 82.72727272727273)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:22.629604,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.1672727272727275)","(5.0, 8.0, 7.12)","(91.0, 650.0, 385.0)","(11.0, 20.0, 18.75)","(19.0, 40.0, 36.857142857142854)","(61.0, 85.0, 82.91666666666667)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:23.729898,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.165714285714286)","(5.0, 7.6, 6.914285714285715)","(91.0, 650.0, 385.0)","(11.0, 20.0, 17.916666666666668)","(19.0, 40.0, 32.666666666666664)","(61.0, 85.0, 83.21428571428572)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:24.879157,"(3.2, 3.95, 3.85)","(1.75, 2.2, 2.168)","(5.0, 7.6, 6.914285714285715)","(91.0, 650.0, 385.0)","(11.0, 20.0, 17.916666666666668)","(19.0, 40.0, 33.583333333333336)","(61.0, 85.0, 83.21428571428572)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:26.052554,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.172)","(5.0, 7.6, 6.914285714285715)","(91.0, 650.0, 385.0)","(11.0, 20.0, 17.916666666666668)","(19.0, 40.0, 33.583333333333336)","(61.0, 85.0, 83.21428571428572)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:27.217976,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.172)","(5.0, 7.6, 6.914285714285715)","(91.0, 650.0, 385.0)","(11.0, 20.0, 17.916666666666668)","(19.0, 40.0, 33.583333333333336)","(61.0, 85.0, 83.21428571428572)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:28.445798,"(3.2, 3.95, 3.771428571428572)","(1.75, 2.22, 2.1900000000000004)","(5.0, 7.6, 6.775)","(91.0, 650.0, 385.0)","(11.0, 20.0, 17.833333333333332)","(19.0, 40.0, 33.583333333333336)","(61.0, 85.0, 83.21428571428572)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:29.605568,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.17)","(5.0, 7.4, 6.775)","(91.0, 650.0, 385.0)","(11.0, 19.5, 17.72222222222222)","(19.0, 40.0, 33.583333333333336)","(61.0, 85.0, 82.91666666666667)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:30.751299,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.1854545454545455)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.5, 17.72222222222222)","(19.0, 40.0, 33.583333333333336)","(61.0, 85.0, 82.91666666666667)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:31.832068,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.168)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.5, 17.72222222222222)","(19.0, 40.0, 36.75)","(61.0, 85.0, 83.07692307692308)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:32.866765,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.165)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.5, 17.72222222222222)","(19.0, 38.0, 36.75)","(61.0, 85.0, 83.07692307692308)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:33.910627,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.1900000000000004)","(5.0, 7.4, 6.566666666666667)","(91.0, 650.0, 385.0)","(11.0, 19.5, 17.72222222222222)","(19.0, 38.0, 36.75)","(61.0, 85.0, 83.07692307692308)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:34.979059,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.1733333333333333)","(5.0, 7.4, 6.533333333333333)","(91.0, 650.0, 385.0)","(11.0, 19.5, 17.75)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 83.07692307692308)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:36.063512,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.1733333333333333)","(5.0, 7.2, 6.533333333333333)","(91.0, 650.0, 385.0)","(11.0, 19.0, 17.75)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 83.07692307692308)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:37.143161,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.168)","(5.0, 7.2, 6.575)","(91.0, 650.0, 385.0)","(11.0, 19.0, 18.107142857142858)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 83.07692307692308)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:38.175568,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.168)","(5.0, 7.2, 6.575)","(91.0, 650.0, 385.0)","(11.0, 19.0, 18.107142857142858)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 83.07692307692308)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:39.261861,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.1733333333333333)","(5.0, 7.2, 6.575)","(91.0, 650.0, 385.0)","(11.0, 19.0, 18.107142857142858)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 83.07692307692308)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:40.283324,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.1733333333333333)","(5.0, 7.2, 6.575)","(91.0, 650.0, 385.0)","(11.0, 19.0, 18.107142857142858)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 82.22222222222223)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:41.366622,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.21)","(5.0, 7.2, 6.575)","(91.0, 650.0, 385.0)","(11.0, 19.0, 21.0)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 82.22222222222223)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:42.521223,"(3.2, 3.95, 3.871875)","(1.75, 2.24, 2.206666666666667)","(5.0, 7.8, 6.523076923076923)","(91.0, 650.0, 385.0)","(11.0, 23.0, 20.181818181818183)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 80.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:43.568803,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.204)","(5.0, 7.6, 6.50909090909091)","(91.0, 650.0, 385.0)","(11.0, 21.0, 19.65)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:44.701175,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.206666666666667)","(5.0, 7.6, 6.50909090909091)","(91.0, 650.0, 385.0)","(11.0, 20.0, 18.75)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:45.765007,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.206666666666667)","(5.0, 7.6, 6.50909090909091)","(91.0, 650.0, 385.0)","(11.0, 20.0, 18.25)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:46.793413,"(3.2, 3.95, 3.85)","(1.75, 2.24, 2.206666666666667)","(5.0, 7.6, 6.50909090909091)","(91.0, 650.0, 405.38461538461536)","(11.0, 20.0, 18.75)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:47.843863,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.145)","(5.0, 7.6, 6.50909090909091)","(91.0, 650.0, 405.38461538461536)","(11.0, 20.0, 18.75)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:48.917342,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.1771428571428575)","(5.0, 7.6, 6.50909090909091)","(91.0, 650.0, 575.0)","(11.0, 20.0, 18.428571428571427)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:50.038836,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.1771428571428575)","(5.0, 7.4, 6.566666666666667)","(91.0, 640.0, 575.0)","(11.0, 19.5, 18.428571428571427)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:51.149053,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.1771428571428575)","(5.0, 7.4, 6.566666666666667)","(91.0, 640.0, 575.0)","(11.0, 19.5, 18.428571428571427)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:52.295824,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.1771428571428575)","(5.0, 7.4, 6.566666666666667)","(91.0, 640.0, 575.0)","(11.0, 19.5, 18.428571428571427)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:53.450743,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.1771428571428575)","(5.0, 7.4, 6.566666666666667)","(91.0, 640.0, 575.0)","(11.0, 19.5, 18.428571428571427)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:54.519944,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.1900000000000004)","(5.0, 7.4, 6.566666666666667)","(91.0, 640.0, 575.0)","(11.0, 19.5, 18.08823529411765)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:55.561561,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.1750000000000003)","(5.0, 7.4, 6.566666666666667)","(91.0, 640.0, 575.0)","(11.0, 19.5, 18.08823529411765)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:56.791524,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.1750000000000003)","(5.0, 8.0, 6.742857142857143)","(91.0, 640.0, 496.25)","(11.0, 19.0, 18.107142857142858)","(19.0, 38.0, 32.285714285714285)","(61.0, 85.0, 81.0)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:57.918936,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.1750000000000003)","(5.0, 8.0, 6.666666666666667)","(91.0, 550.0, 496.25)","(12.0, 19.0, 18.107142857142858)","(20.0, 38.0, 32.285714285714285)","(71.0, 85.0, 82.5)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:32:59.044253,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.1750000000000003)","(5.0, 8.0, 6.584615384615385)","(91.0, 550.0, 496.25)","(12.0, 19.0, 18.107142857142858)","(20.0, 38.0, 32.285714285714285)","(71.0, 85.0, 81.25)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:33:00.117173,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.205)","(5.0, 7.6, 7.3)","(91.0, 550.0, 496.25)","(12.0, 19.0, 18.107142857142858)","(20.0, 38.0, 32.285714285714285)","(71.0, 85.0, 81.25)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:33:01.183648,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.205)","(5.0, 7.6, 6.85)","(91.0, 550.0, 496.25)","(12.0, 19.0, 18.107142857142858)","(20.0, 38.0, 32.285714285714285)","(71.0, 85.0, 81.25)","(26.0, 42.0, 37.333333333333336)"
05-01-2023 17:33:02.330065,"(3.2, 3.95, 3.85)","(1.75, 2.22, 2.205)","(5.0, 7.6, 7.0)","(91.0, 550.0, 496.25)","(12.0, 19.0, 21.81818181818182)","(20.0, 38.0, 32.285714285714285)","(71.0, 85.0, 81.25)","(26.0, 42.0, 39.0)"
05-01-2023 17:33:03.461409,"(3.2, 3.95, 3.7)","(1.75, 2.22, 2.205)","(5.0, 7.6, 6.775)","(91.0, 550.0, 496.25)","(12.0, 23.0, 19.615384615384617)","(20.0, 38.0, 32.285714285714285)","(71.0, 85.0, 81.25)","(26.0, 42.0, 40.0)"
05-01-2023 17:33:04.554447,"(3.2, 3.95, 3.825)","(1.75, 2.22, 2.205)","(5.0, 7.4, 6.775)","(91.0, 550.0, 496.25)","(12.0, 21.0, 19.03125)","(20.0, 38.0, 32.285714285714285)","(71.0, 85.0, 81.25)","(26.0, 42.0, 40.0)"
05-01-2023 17:33:05.650416,"(3.2, 3.95, 3.825)","(1.75, 2.22, 2.205)","(5.0, 7.4, 6.566666666666667)","(91.0, 550.0, 496.25)","(12.0, 21.0, 19.392857142857142)","(20.0, 38.0, 32.285714285714285)","(71.0, 85.0, 81.25)","(26.0, 42.0, 40.0)"
05-01-2023 17:33:06.774016,"(3.2, 3.95, 3.825)","(1.75, 2.22, 2.196)","(5.0, 7.4, 6.566666666666667)","(91.0, 550.0, 496.25)","(12.0, 21.0, 18.63157894736842)","(20.0, 38.0, 33.0)","(71.0, 85.0, 82.5)","(26.0, 42.0, 40.0)"
05-01-2023 17:33:07.925375,"(3.2, 3.95, 3.825)","(1.75, 2.24, 2.165)","(5.0, 7.4, 6.566666666666667)","(91.0, 550.0, 496.25)","(12.0, 21.0, 18.63157894736842)","(20.0, 38.0, 34.0)","(71.0, 85.0, 82.5)","(26.0, 42.0, 40.0)"
05-01-2023 17:33:09.007820,"(3.2, 3.95, 3.825)","(1.75, 2.24, 2.096)","(5.0, 7.4, 6.566666666666667)","(91.0, 550.0, 496.25)","(12.0, 21.0, 18.63157894736842)","(20.0, 38.0, 34.0)","(71.0, 85.0, 82.5)","(26.0, 42.0, 40.0)"
05-01-2023 17:33:10.087584,"(3.2, 3.95, 3.8333333333333335)","(1.75, 2.22, 2.13)","(5.0, 7.4, 6.566666666666667)","(91.0, 550.0, 496.25)","(12.0, 21.0, 18.75)","(20.0, 38.0, 34.0)","(71.0, 85.0, 82.5)","(26.0, 42.0, 40.0)"
