,Delightful Anna,Attahua Ace,Blissfull Identity,Marley Bromac,Seven Rippin Aces,Shes So Brave,Rippin Good Feelin,Spruce Loose,Wotnow Swanee,Betterthankkylie
15-12-2022 12:24:01.875335,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 19.0)","(21.0, 65.0, 62.62162162162162)","(3.1, 6.4, 5.093333333333334)","(20.0, 55.0, 47.8)"
15-12-2022 12:24:03.016602,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 517.3684210526316)","(10.0, 20.0, 19.0)","(21.0, 65.0, 39.85714285714286)","(3.1, 6.2, 5.093333333333334)","(20.0, 55.0, 47.8)"
15-12-2022 12:24:04.167194,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 8.8, 8.285714285714286)","(20.0, 60.0, 51.6)","(21.0, 60.0, 28.0)","(101.0, 670.0, 517.3684210526316)","(10.0, 19.5, 19.90909090909091)","(21.0, 65.0, 40.42857142857143)","(3.1, 6.2, 5.093333333333334)","(20.0, 55.0, 47.8)"
15-12-2022 12:24:05.318290,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 51.6)","(21.0, 60.0, 28.0)","(101.0, 670.0, 517.3684210526316)","(10.0, 21.0, 19.90909090909091)","(21.0, 65.0, 40.42857142857143)","(3.1, 6.2, 5.093333333333334)","(20.0, 55.0, 47.8)"
15-12-2022 12:24:06.464545,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 51.6)","(21.0, 60.0, 28.0)","(101.0, 670.0, 517.3684210526316)","(10.0, 21.0, 19.90909090909091)","(21.0, 65.0, 40.42857142857143)","(3.1, 6.2, 5.596363636363636)","(20.0, 55.0, 47.8)"
15-12-2022 12:24:07.706917,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 51.6)","(21.0, 60.0, 28.0)","(101.0, 670.0, 517.3684210526316)","(10.0, 21.0, 16.575)","(21.0, 65.0, 40.42857142857143)","(3.1, 6.2, 5.596363636363636)","(20.0, 55.0, 47.8)"
15-12-2022 12:24:08.881714,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 51.6)","(21.0, 60.0, 28.0)","(101.0, 670.0, 310.625)","(10.0, 21.0, 16.914285714285715)","(21.0, 65.0, 40.42857142857143)","(3.1, 6.2, 5.596363636363636)","(20.0, 55.0, 40.8)"
15-12-2022 12:24:10.515292,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 46.16666666666667)","(21.0, 60.0, 28.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 20.0, 16.914285714285715)","(21.0, 65.0, 40.42857142857143)","(3.1, 6.2, 5.596363636363636)","(20.0, 55.0, 40.8)"
15-12-2022 12:24:11.700834,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 46.16666666666667)","(21.0, 60.0, 28.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 20.0, 16.557142857142857)","(21.0, 65.0, 40.42857142857143)","(3.1, 6.2, 5.596363636363636)","(20.0, 55.0, 40.8)"
15-12-2022 12:24:12.900704,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 46.16666666666667)","(21.0, 60.0, 28.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 12.766666666666667)","(21.0, 65.0, 40.42857142857143)","(3.1, 6.2, 5.596363636363636)","(20.0, 55.0, 40.8)"
15-12-2022 12:24:14.435957,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 46.16666666666667)","(21.0, 60.0, 28.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 6.2, 6.463636363636364)","(20.0, 55.0, 40.8)"
15-12-2022 12:24:15.764759,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 46.16666666666667)","(21.0, 60.0, 28.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 7.433333333333334)","(20.0, 55.0, 40.8)"
15-12-2022 12:24:16.932338,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 46.16666666666667)","(21.0, 60.0, 28.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 8.0, 7.433333333333334)","(20.0, 55.0, 40.8)"
15-12-2022 12:24:18.101446,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 46.16666666666667)","(21.0, 60.0, 28.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 8.0, 6.306666666666667)","(20.0, 55.0, 40.8)"
15-12-2022 12:24:19.256692,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 46.16666666666667)","(21.0, 60.0, 28.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.173333333333334)","(20.0, 55.0, 40.8)"
15-12-2022 12:24:20.392402,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 46.16666666666667)","(21.0, 60.0, 28.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.173333333333334)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:21.653855,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.173333333333334)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:22.781281,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.173333333333334)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:23.912388,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.173333333333334)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:25.108929,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.173333333333334)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:26.272572,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.173333333333334)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:27.428471,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.173333333333334)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:28.656671,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.173333333333334)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:29.901856,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.173333333333334)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:31.095771,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 350.55555555555554)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 7.2282352941176455)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:32.218855,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 7.2282352941176455)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:33.336775,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.1866666666666665)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:34.510587,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.1866666666666665)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:35.650456,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.1866666666666665)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:36.878532,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.1866666666666665)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:38.156010,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 52.45454545454545)","(21.0, 60.0, 44.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.1866666666666665)","(20.0, 55.0, 48.54545454545455)"
15-12-2022 12:24:39.322619,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 46.5)","(21.0, 60.0, 45.81818181818181)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.1866666666666665)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:40.474806,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 46.5)","(21.0, 60.0, 45.81818181818181)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.42)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.1866666666666665)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:41.599871,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 7.6125)","(20.0, 60.0, 46.5)","(21.0, 60.0, 45.81818181818181)","(101.0, 670.0, 320.0)","(10.0, 19.5, 14.833333333333334)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.1866666666666665)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:42.766771,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 8.383333333333333)","(20.0, 60.0, 46.5)","(21.0, 60.0, 40.5)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 7.235294117647059)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:43.981194,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 8.383333333333333)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.216666666666667)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:45.141596,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 8.383333333333333)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.6125)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:46.334420,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 8.383333333333333)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.6125)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:47.531749,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 8.383333333333333)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 40.42857142857143)","(3.1, 7.8, 6.6125)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:48.722707,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.0, 8.383333333333333)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.6125)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:49.870718,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.4, 8.716666666666667)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.6125)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:51.230208,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.2, 8.716666666666667)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.6125)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:52.349977,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.4, 8.716666666666667)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.6125)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:53.557475,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.4, 8.716666666666667)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.6125)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:54.845233,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.4, 8.716666666666667)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 7.21875)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:56.431693,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.4, 8.716666666666667)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.266666666666667)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:57.753475,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.4, 8.716666666666667)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 41.4)"
15-12-2022 12:24:59.150978,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.4, 8.716666666666667)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 41.4)"
15-12-2022 12:25:00.357492,"(3.6, 5.9, 5.300000000000001)","(4.8, 8.4, 7.4)","(4.8, 9.4, 8.716666666666667)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 41.4)"
15-12-2022 12:25:01.510097,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 60.0, 46.5)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 41.4)"
15-12-2022 12:25:02.815791,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 60.0, 34.72222222222222)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:04.115310,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 55.0, 43.7)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:05.349686,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 50.0, 43.7)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:06.470478,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:07.597995,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:08.716385,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:09.814450,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 395.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:10.924639,"(3.6, 5.9, 4.3)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 395.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:12.047991,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 395.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:13.211554,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 395.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:14.527340,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 395.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:15.710190,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 458.46153846153845)","(10.0, 19.5, 11.26)","(21.0, 65.0, 45.888888888888886)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:17.162884,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 458.46153846153845)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:18.415050,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 458.46153846153845)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:19.532982,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 458.46153846153845)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:20.704170,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 458.46153846153845)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:21.996023,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 26.75)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:23.287508,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 60.0, 30.25)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:24.735005,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 55.0, 36.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:26.012856,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 50.0, 30.666666666666664)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
