,Manila Aurora,Moment To Shiver,Stranger Within,Call Me Trinity,West On Blossom,Spider Venom,Mongolian Tiger,Sand Cruiser
11-01-2023 21:32:49.503955,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 7.066666666666666)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 7.521739130434783)","(4.8, 8.6, 6.866666666666666)","(41.0, 95.0, 49.57142857142857)","(2.4, 3.9, 3.83)"
11-01-2023 21:32:50.558728,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 6.96)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 7.521739130434783)","(4.8, 8.6, 6.866666666666666)","(41.0, 95.0, 49.57142857142857)","(2.4, 3.9, 3.8659459459459455)"
11-01-2023 21:32:51.577858,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.4, 6.746666666666667)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 7.720000000000001)","(4.8, 8.6, 6.866666666666666)","(41.0, 95.0, 49.57142857142857)","(2.4, 3.9, 3.831111111111111)"
11-01-2023 21:32:52.820612,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.4, 6.48695652173913)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 7.720000000000001)","(4.8, 8.6, 6.866666666666666)","(41.0, 95.0, 49.57142857142857)","(2.4, 3.9, 3.8641176470588237)"
11-01-2023 21:32:53.918057,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.4, 6.96)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 7.720000000000001)","(4.8, 8.6, 6.866666666666666)","(41.0, 95.0, 49.57142857142857)","(2.4, 3.9, 3.66)"
11-01-2023 21:32:54.961272,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 6.96)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 6.676923076923077)","(4.8, 8.6, 6.866666666666666)","(41.0, 95.0, 49.57142857142857)","(2.4, 3.9, 3.8652941176470588)"
11-01-2023 21:32:55.992553,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 6.96)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 6.676923076923077)","(4.8, 8.6, 6.866666666666666)","(41.0, 95.0, 49.57142857142857)","(2.4, 3.9, 3.1436363636363636)"
11-01-2023 21:32:57.046945,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 6.96)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 6.676923076923077)","(4.8, 8.6, 7.2)","(41.0, 95.0, 49.57142857142857)","(2.4, 3.85, 3.7684848484848485)"
11-01-2023 21:32:58.133310,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 6.96)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 6.676923076923077)","(4.8, 8.4, 7.1)","(41.0, 95.0, 49.57142857142857)","(2.4, 3.8, 3.7684848484848485)"
11-01-2023 21:32:59.260875,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 6.96)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 6.676923076923077)","(4.8, 8.2, 7.2)","(41.0, 95.0, 49.57142857142857)","(2.4, 3.8, 3.7684848484848485)"
11-01-2023 21:33:00.284827,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 6.96)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 6.676923076923077)","(4.8, 8.4, 6.866666666666666)","(41.0, 95.0, 46.81818181818182)","(2.4, 3.8, 3.7684848484848485)"
11-01-2023 21:33:01.447824,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 6.96)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 6.676923076923077)","(4.8, 8.6, 6.433333333333334)","(41.0, 95.0, 46.81818181818182)","(2.4, 3.8, 3.6444444444444444)"
11-01-2023 21:33:02.477816,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 6.96)","(7.5, 15.5, 12.166666666666666)","(5.0, 10.0, 6.676923076923077)","(4.8, 8.6, 6.433333333333334)","(41.0, 95.0, 46.81818181818182)","(2.4, 3.75, 3.672727272727273)"
11-01-2023 21:33:03.658361,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 46.3)","(6.5, 7.2, 6.96)","(8.0, 14.5, 12.961538461538462)","(5.0, 10.0, 7.852631578947368)","(4.8, 8.6, 6.433333333333334)","(41.0, 95.0, 63.5)","(2.4, 3.7, 3.6494117647058824)"
11-01-2023 21:33:04.821504,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 45.07142857142857)","(6.5, 7.2, 6.96)","(8.0, 14.5, 13.323529411764707)","(5.0, 10.0, 8.488888888888889)","(4.8, 8.6, 6.173333333333333)","(41.0, 85.0, 45.30769230769231)","(2.4, 3.7, 3.676111111111111)"
11-01-2023 21:33:05.844595,"(5.0, 7.8, 7.4399999999999995)","(41.0, 85.0, 45.07142857142857)","(6.5, 7.2, 6.533333333333333)","(8.0, 14.5, 13.323529411764707)","(5.0, 10.0, 8.542857142857143)","(4.8, 8.6, 6.25)","(41.0, 85.0, 61.0)","(2.4, 3.7, 3.2800000000000002)"
11-01-2023 21:33:06.867380,"(5.0, 7.4, 7.0)","(41.0, 80.0, 61.0)","(6.5, 7.0, 6.7)","(8.0, 14.5, 13.323529411764707)","(5.0, 10.0, 9.16)","(4.8, 7.0, 6.25)","(41.0, 80.0, 61.0)","(2.4, 3.7, 3.2800000000000002)"
11-01-2023 21:33:07.957690,"(5.0, 7.8, 7.6)","(41.0, 80.0, 61.0)","(6.5, 7.0, 6.533333333333333)","(8.0, 14.5, 13.323529411764707)","(5.0, 9.8, 9.16)","(4.8, 7.0, 6.25)","(41.0, 80.0, 53.0)","(2.4, 3.7, 3.2800000000000002)"
11-01-2023 21:33:08.980589,"(5.0, 7.4, 6.969230769230769)","(41.0, 75.0, 53.0)","(6.5, 7.0, 6.466666666666667)","(8.0, 14.5, 13.833333333333334)","(5.0, 9.4, 9.13953488372093)","(4.8, 7.0, 6.836363636363637)","(41.0, 75.0, 47.5)","(2.4, 3.7, 3.691844660194175)"
11-01-2023 21:33:10.028859,"(5.0, 7.4, 7.0)","(41.0, 75.0, 47.5)","(6.5, 7.0, 6.45)","(8.0, 14.5, 13.833333333333334)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.0, 6.890909090909091)","(41.0, 75.0, 47.5)","(2.4, 3.7, 3.683921568627451)"
11-01-2023 21:33:11.120209,"(5.0, 7.4, 7.0)","(41.0, 75.0, 47.5)","(6.5, 7.0, 6.644444444444445)","(8.0, 14.5, 13.833333333333334)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.0, 6.890909090909091)","(41.0, 75.0, 45.3)","(2.4, 3.7, 3.3)"
11-01-2023 21:33:12.125843,"(5.0, 7.4, 7.0)","(41.0, 75.0, 45.3)","(6.5, 6.8, 6.533333333333333)","(8.0, 14.5, 13.833333333333334)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.0, 6.890909090909091)","(41.0, 75.0, 45.3)","(2.4, 3.7, 3.3)"
11-01-2023 21:33:13.193405,"(5.0, 7.4, 7.0)","(41.0, 75.0, 46.125)","(6.5, 6.8, 6.622222222222223)","(8.0, 14.5, 13.833333333333334)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.0, 6.890909090909091)","(41.0, 75.0, 45.3)","(2.4, 3.7, 3.3)"
11-01-2023 21:33:14.194903,"(5.0, 7.4, 7.2)","(41.0, 75.0, 46.125)","(6.5, 6.8, 6.622222222222223)","(8.0, 14.5, 13.833333333333334)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.0, 6.890909090909091)","(41.0, 75.0, 45.0)","(2.4, 3.7, 3.6428571428571432)"
11-01-2023 21:33:15.198744,"(5.0, 7.4, 7.2)","(41.0, 75.0, 45.3)","(6.5, 6.8, 6.622222222222223)","(8.0, 15.0, 13.25)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.2, 6.7555555555555555)","(41.0, 75.0, 45.0)","(2.4, 3.7, 3.6428571428571432)"
11-01-2023 21:33:16.253250,"(5.0, 7.4, 7.0)","(41.0, 75.0, 45.3)","(6.5, 6.8, 6.566666666666666)","(8.0, 14.5, 13.807692307692308)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.8, 7.088888888888889)","(41.0, 75.0, 45.0)","(2.4, 3.7, 3.677714285714286)"
11-01-2023 21:33:17.302979,"(5.0, 7.4, 7.0)","(41.0, 75.0, 45.3)","(6.5, 6.8, 6.566666666666666)","(8.0, 14.5, 13.807692307692308)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.8, 7.088888888888889)","(41.0, 75.0, 45.0)","(2.4, 3.7, 3.677714285714286)"
11-01-2023 21:33:18.341144,"(5.0, 7.4, 7.0)","(41.0, 75.0, 45.3)","(6.5, 6.8, 6.566666666666666)","(8.0, 14.5, 13.807692307692308)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.8, 7.088888888888889)","(41.0, 75.0, 45.0)","(2.4, 3.7, 3.5100000000000002)"
11-01-2023 21:33:19.390938,"(5.0, 7.4, 7.285714285714286)","(41.0, 75.0, 45.3)","(6.5, 6.8, 6.566666666666666)","(8.0, 14.5, 13.807692307692308)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.6, 7.075)","(41.0, 75.0, 46.714285714285715)","(2.4, 3.7, 3.678857142857143)"
11-01-2023 21:33:20.477108,"(5.0, 7.8, 7.666666666666666)","(41.0, 75.0, 45.3)","(6.5, 6.6, 6.483333333333333)","(8.0, 14.5, 13.807692307692308)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.6, 7.075)","(41.0, 75.0, 47.75)","(2.4, 3.7, 3.678857142857143)"
11-01-2023 21:33:21.544108,"(5.0, 7.8, 7.666666666666666)","(41.0, 75.0, 45.3)","(6.5, 6.6, 6.218181818181819)","(8.0, 14.5, 14.0)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.6, 7.075)","(41.0, 65.0, 47.75)","(2.4, 3.7, 3.6100000000000003)"
11-01-2023 21:33:22.575449,"(5.0, 7.8, 7.666666666666666)","(41.0, 75.0, 45.3)","(6.5, 6.6, 6.218181818181819)","(7.5, 14.5, 14.071428571428571)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.6, 7.075)","(41.0, 65.0, 47.75)","(2.4, 3.7, 3.6100000000000003)"
11-01-2023 21:33:23.673202,"(5.0, 7.8, 7.666666666666666)","(41.0, 75.0, 45.3)","(6.5, 6.6, 6.218181818181819)","(7.5, 14.5, 14.071428571428571)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.6, 7.075)","(41.0, 65.0, 47.75)","(2.4, 3.7, 3.6100000000000003)"
11-01-2023 21:33:24.763545,"(5.0, 7.8, 7.666666666666666)","(41.0, 75.0, 45.3)","(6.5, 6.6, 6.191666666666666)","(7.5, 15.0, 13.875)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.6, 6.936842105263158)","(41.0, 65.0, 46.6)","(2.4, 3.7, 3.375)"
11-01-2023 21:33:25.848111,"(5.0, 7.8, 7.65)","(41.0, 75.0, 45.3)","(6.5, 6.6, 5.987500000000001)","(7.5, 15.0, 13.875)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.6, 6.7)","(41.0, 60.0, 46.5)","(2.4, 3.7, 3.375)"
11-01-2023 21:33:26.857136,"(5.0, 7.8, 7.7)","(41.0, 75.0, 45.3)","(6.5, 6.6, 5.8999999999999995)","(7.5, 15.0, 13.875)","(5.0, 9.2, 8.845454545454544)","(4.8, 7.6, 7.225)","(41.0, 60.0, 46.5)","(2.4, 3.7, 3.375)"
11-01-2023 21:33:27.916139,"(5.0, 7.8, 7.26)","(41.0, 75.0, 45.3)","(6.5, 6.6, 6.199999999999999)","(7.5, 15.0, 13.363636363636363)","(5.0, 9.2, 9.07)","(4.8, 7.6, 7.225)","(41.0, 60.0, 44.0)","(2.4, 3.7, 3.375)"
11-01-2023 21:33:28.973457,"(5.0, 7.8, 7.173913043478261)","(41.0, 75.0, 45.3)","(6.5, 6.6, 6.199999999999999)","(7.5, 15.0, 13.32)","(5.0, 9.0, 8.582608695652175)","(4.8, 7.6, 7.225)","(41.0, 60.0, 44.0)","(2.4, 3.7, 3.375)"
11-01-2023 21:33:30.050022,"(5.0, 7.8, 7.26)","(41.0, 75.0, 45.3)","(6.5, 6.6, 6.199999999999999)","(7.5, 14.5, 13.617647058823529)","(5.0, 8.8, 8.272)","(4.8, 7.6, 7.225)","(41.0, 60.0, 44.0)","(2.4, 3.7, 3.68)"
11-01-2023 21:33:31.098946,"(5.0, 7.8, 7.26)","(41.0, 70.0, 51.333333333333336)","(6.5, 6.8, 6.3)","(7.5, 14.5, 13.41304347826087)","(5.0, 8.8, 8.272)","(4.8, 7.6, 7.225)","(41.0, 60.0, 44.0)","(2.4, 3.7, 3.6333333333333333)"
11-01-2023 21:33:32.168320,"(5.0, 7.8, 7.088888888888889)","(41.0, 70.0, 46.0)","(6.5, 6.8, 6.405263157894737)","(7.5, 14.0, 13.857142857142858)","(5.0, 8.8, 8.272)","(4.8, 7.6, 7.225)","(41.0, 60.0, 43.8)","(2.4, 3.65, 3.4)"
11-01-2023 21:33:33.260336,"(5.0, 7.8, 7.088888888888889)","(41.0, 65.0, 47.75)","(6.5, 6.8, 6.415384615384616)","(7.5, 14.0, 13.857142857142858)","(5.0, 8.8, 8.272)","(4.8, 7.6, 7.300000000000001)","(41.0, 60.0, 43.8)","(2.4, 3.65, 3.4)"
11-01-2023 21:33:34.364381,"(5.0, 7.8, 7.088888888888889)","(41.0, 65.0, 47.75)","(6.5, 6.8, 6.415384615384616)","(7.5, 14.0, 13.857142857142858)","(5.0, 8.8, 8.272)","(4.8, 7.4, 7.3)","(41.0, 60.0, 43.8)","(2.4, 3.65, 3.4)"
11-01-2023 21:33:35.556758,"(5.0, 7.8, 7.088888888888889)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.415384615384616)","(7.5, 14.0, 13.857142857142858)","(5.0, 8.8, 8.272)","(4.8, 7.6, 7.3)","(41.0, 60.0, 43.8)","(2.4, 3.65, 3.4)"
11-01-2023 21:33:36.641428,"(5.0, 7.8, 7.088888888888889)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.415384615384616)","(7.5, 14.0, 13.846153846153847)","(5.0, 8.8, 8.272)","(4.8, 7.6, 7.3)","(41.0, 60.0, 43.8)","(2.4, 3.65, 3.4)"
11-01-2023 21:33:37.779384,"(5.0, 7.8, 7.088888888888889)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.358823529411764)","(7.5, 14.0, 13.833333333333334)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.6, 7.3)","(41.0, 60.0, 43.8)","(2.4, 3.65, 3.6222222222222222)"
11-01-2023 21:33:38.951228,"(5.0, 7.8, 7.04)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.358823529411764)","(7.5, 14.0, 13.833333333333334)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.6, 7.3)","(41.0, 60.0, 43.8)","(2.4, 3.65, 3.6222222222222222)"
11-01-2023 21:33:40.080847,"(5.0, 7.8, 7.325)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.21304347826087)","(7.5, 14.0, 13.833333333333334)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.6, 7.15)","(41.0, 60.0, 43.8)","(2.4, 3.65, 3.511111111111111)"
11-01-2023 21:33:41.247485,"(5.0, 7.8, 7.414285714285715)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.114285714285715)","(7.5, 14.0, 13.833333333333334)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 6.95)","(41.0, 60.0, 43.8)","(2.4, 3.65, 3.567857142857143)"
11-01-2023 21:33:42.371126,"(5.0, 7.8, 7.414285714285715)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.114285714285715)","(7.5, 14.0, 13.833333333333334)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 6.9714285714285715)","(41.0, 60.0, 43.8)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:43.471641,"(5.0, 7.8, 7.414285714285715)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.114285714285715)","(7.5, 14.0, 13.833333333333334)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 6.800000000000001)","(41.0, 60.0, 43.8)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:44.563263,"(5.0, 7.8, 7.414285714285715)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.114285714285715)","(7.5, 14.0, 13.833333333333334)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 6.800000000000001)","(41.0, 60.0, 43.8)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:45.678672,"(5.0, 7.8, 7.414285714285715)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.114285714285715)","(7.5, 14.0, 13.833333333333334)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 6.95)","(41.0, 60.0, 43.8)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:46.744021,"(5.0, 7.8, 6.8181818181818175)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.6, 6.527272727272727)","(7.5, 14.0, 13.714285714285714)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 7.1)","(41.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:47.791786,"(5.0, 7.8, 7.0777777777777775)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.6, 6.527272727272727)","(7.5, 14.0, 13.714285714285714)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 7.1)","(41.0, 60.0, 43.8)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:48.823862,"(5.0, 7.8, 7.0777777777777775)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.6, 6.527272727272727)","(7.5, 14.0, 13.714285714285714)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 7.1)","(41.0, 60.0, 43.8)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:49.920384,"(5.0, 7.8, 7.0777777777777775)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.6, 6.527272727272727)","(7.5, 14.0, 13.714285714285714)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 7.1)","(41.0, 60.0, 43.8)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:50.914377,"(5.0, 7.8, 7.254545454545454)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.6, 6.527272727272727)","(7.5, 14.0, 13.714285714285714)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 7.1)","(41.0, 60.0, 43.8)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:51.951037,"(5.0, 7.8, 7.254545454545454)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.6, 6.527272727272727)","(7.5, 14.0, 13.714285714285714)","(5.0, 8.8, 8.282352941176471)","(4.8, 7.4, 7.1230769230769235)","(41.0, 60.0, 43.8)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:52.986555,"(5.0, 7.8, 7.254545454545454)","(41.0, 65.0, 44.55555555555556)","(6.5, 6.8, 6.2)","(7.5, 14.0, 13.714285714285714)","(5.0, 8.8, 8.218867924528302)","(4.8, 7.4, 7.1230769230769235)","(41.0, 60.0, 43.8)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:53.993435,"(5.0, 7.8, 6.8999999999999995)","(51.0, 65.0, 44.55555555555556)","(6.0, 6.8, 6.38)","(7.5, 14.0, 13.714285714285714)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.1230769230769235)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:55.115914,"(5.0, 7.8, 6.933333333333333)","(51.0, 65.0, 44.55555555555556)","(6.0, 6.8, 6.40625)","(7.5, 14.0, 12.9375)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.1230769230769235)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:56.189356,"(5.0, 7.8, 6.933333333333333)","(51.0, 65.0, 44.55555555555556)","(6.0, 6.8, 6.40625)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.1230769230769235)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:57.272890,"(5.0, 7.6, 7.314285714285714)","(51.0, 65.0, 44.55555555555556)","(6.0, 6.8, 6.266666666666667)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.1230769230769235)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:58.375914,"(5.0, 7.8, 6.84)","(51.0, 65.0, 44.55555555555556)","(6.0, 6.8, 6.4799999999999995)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 6.95)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:33:59.507046,"(5.0, 7.6, 6.984615384615385)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.333333333333333)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.025)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:34:00.576341,"(5.0, 7.6, 6.988888888888889)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.7176470588235295)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.15)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:34:01.707477,"(5.0, 7.6, 6.988888888888889)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.725)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.025)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:34:02.758992,"(5.0, 7.6, 6.988888888888889)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.725)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.025)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:34:03.823237,"(5.0, 7.6, 6.988888888888889)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.725)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.127272727272728)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:34:04.943223,"(5.0, 7.6, 6.988888888888889)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.725)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.127272727272728)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.4000000000000004)"
11-01-2023 21:34:06.040186,"(5.0, 7.6, 6.988888888888889)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.699999999999999)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 6.95)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.2666666666666666)"
11-01-2023 21:34:07.136074,"(5.0, 7.6, 6.753846153846154)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.285714285714286)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.2)","(51.0, 60.0, 44.0)","(2.4, 3.6, 3.375)"
11-01-2023 21:34:08.191207,"(5.0, 7.4, 7.327272727272728)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.4)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.4, 7.2)","(51.0, 60.0, 44.0)","(2.4, 3.55, 3.375)"
11-01-2023 21:34:09.403840,"(5.0, 7.6, 7.155555555555555)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.4)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 8.0, 7.2)","(51.0, 60.0, 44.0)","(2.4, 3.55, 3.375)"
11-01-2023 21:34:10.569366,"(5.0, 7.6, 6.988888888888889)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.4)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.8, 7.085714285714285)","(51.0, 60.0, 44.0)","(2.4, 3.55, 3.375)"
11-01-2023 21:34:11.561901,"(5.0, 7.6, 6.988888888888889)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.37037037037037)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.8, 7.175)","(51.0, 60.0, 44.0)","(2.4, 3.55, 3.375)"
11-01-2023 21:34:12.585224,"(5.0, 7.6, 6.988888888888889)","(51.0, 65.0, 44.55555555555556)","(6.0, 7.0, 6.346153846153846)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.8, 7.175)","(51.0, 60.0, 44.0)","(2.4, 3.55, 3.375)"
11-01-2023 21:34:13.630435,"(5.0, 7.6, 6.988888888888889)","(51.0, 65.0, 44.55555555555556)","(6.0, 6.8, 6.3428571428571425)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.8, 7.175)","(51.0, 60.0, 44.0)","(2.4, 3.55, 3.375)"
11-01-2023 21:34:14.706960,"(5.0, 7.6, 6.753846153846154)","(51.0, 65.0, 44.55555555555556)","(6.0, 6.8, 6.24)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.8, 7.199999999999999)","(51.0, 60.0, 44.0)","(2.4, 3.55, 3.375)"
11-01-2023 21:34:15.746346,"(5.0, 7.4, 6.92)","(51.0, 65.0, 44.55555555555556)","(6.0, 6.8, 6.24)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.6, 7.066666666666666)","(51.0, 60.0, 44.0)","(2.4, 3.55, 3.375)"
11-01-2023 21:34:16.847519,"(5.0, 7.4, 7.109090909090909)","(51.0, 65.0, 44.55555555555556)","(6.0, 6.8, 6.218181818181818)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.6, 7.066666666666666)","(51.0, 60.0, 44.0)","(2.4, 3.55, 3.375)"
11-01-2023 21:34:17.978119,"(5.0, 7.4, 7.222222222222222)","(51.0, 65.0, 44.55555555555556)","(6.0, 6.8, 6.218181818181818)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.22962962962963)","(5.0, 7.6, 7.066666666666666)","(51.0, 60.0, 44.0)","(2.4, 3.55, 3.375)"
