,Elles Shadow,Sweet She Is,Ema Rock,Black Jag,Shadow Doll,Zipping Randy,Lads On Tour,Aussie Ophira
09-01-2023 17:16:27.184930,"(61.0, 90.0, 80.0)","(15.0, 25.0, 21.11764705882353)","(1.35, 1.74, 1.701111111111111)","(5.5, 7.4, 7.333333333333334)","(21.0, 34.0, 28.90909090909091)","(91.0, 410.0, 310.0)","(7.0, 10.5, 9.7)","(9.0, 12.5, 12.227272727272727)"
09-01-2023 17:16:28.870979,"(61.0, 90.0, 80.0)","(15.0, 25.0, 21.11764705882353)","(1.35, 1.74, 1.701111111111111)","(5.5, 7.4, 7.333333333333334)","(21.0, 34.0, 28.90909090909091)","(91.0, 410.0, 310.0)","(7.0, 10.5, 9.7)","(9.0, 12.5, 12.227272727272727)"
09-01-2023 17:16:30.424345,"(61.0, 90.0, 80.0)","(15.0, 25.0, 21.11764705882353)","(1.35, 1.74, 1.701111111111111)","(5.5, 7.4, 7.333333333333334)","(21.0, 34.0, 28.90909090909091)","(91.0, 410.0, 310.0)","(7.0, 10.5, 9.7)","(9.0, 12.5, 12.227272727272727)"
09-01-2023 17:16:31.737831,"(61.0, 90.0, 80.0)","(15.0, 25.0, 21.11764705882353)","(1.35, 1.74, 1.6935294117647057)","(5.5, 7.4, 7.333333333333334)","(21.0, 34.0, 28.90909090909091)","(91.0, 410.0, 310.0)","(7.0, 10.5, 9.7)","(9.0, 12.5, 12.227272727272727)"
09-01-2023 17:16:33.033961,"(61.0, 90.0, 80.0)","(15.0, 25.0, 21.11764705882353)","(1.35, 1.77, 1.6935294117647057)","(5.5, 7.4, 7.333333333333334)","(21.0, 34.0, 28.90909090909091)","(91.0, 410.0, 310.0)","(7.0, 10.5, 9.7)","(9.0, 12.5, 12.227272727272727)"
09-01-2023 17:16:34.356506,"(61.0, 90.0, 76.66666666666667)","(15.0, 25.0, 20.80952380952381)","(1.35, 1.66, 1.6407531380753138)","(5.5, 7.4, 7.1)","(21.0, 34.0, 28.133333333333333)","(91.0, 410.0, 310.0)","(7.0, 10.5, 9.7)","(9.0, 14.0, 13.777777777777779)"
09-01-2023 17:16:35.676664,"(61.0, 90.0, 80.0)","(15.0, 25.0, 21.11764705882353)","(1.35, 1.66, 1.6407531380753138)","(5.5, 7.6, 7.4222222222222225)","(21.0, 34.0, 28.90909090909091)","(91.0, 410.0, 310.0)","(7.0, 10.5, 9.7)","(9.0, 14.0, 13.75)"
09-01-2023 17:16:37.109852,"(61.0, 90.0, 80.0)","(15.0, 25.0, 21.11764705882353)","(1.35, 1.66, 1.6407531380753138)","(5.5, 7.6, 7.4222222222222225)","(21.0, 34.0, 28.90909090909091)","(91.0, 410.0, 305.0)","(7.0, 10.5, 9.7)","(9.0, 14.0, 13.75)"
09-01-2023 17:16:38.638294,"(61.0, 90.0, 80.0)","(15.0, 25.0, 21.11764705882353)","(1.35, 1.66, 1.6407531380753138)","(5.5, 7.6, 7.4222222222222225)","(21.0, 34.0, 28.90909090909091)","(91.0, 390.0, 238.88888888888889)","(7.0, 10.5, 9.666666666666668)","(9.0, 14.0, 13.75)"
09-01-2023 17:16:40.053925,"(61.0, 90.0, 80.0)","(15.0, 25.0, 21.11764705882353)","(1.35, 1.66, 1.6464285714285714)","(5.5, 7.6, 7.4222222222222225)","(21.0, 34.0, 28.90909090909091)","(91.0, 390.0, 238.88888888888889)","(7.0, 10.5, 9.666666666666668)","(9.0, 14.0, 13.75)"
09-01-2023 17:16:41.410544,"(61.0, 90.0, 82.0)","(15.0, 25.0, 21.333333333333332)","(1.35, 1.65, 1.6408144796380089)","(5.5, 7.6, 7.125)","(21.0, 34.0, 29.2)","(91.0, 390.0, 238.88888888888889)","(7.0, 10.5, 9.875)","(9.0, 14.0, 13.7)"
09-01-2023 17:16:42.717873,"(61.0, 90.0, 82.0)","(15.0, 25.0, 21.333333333333332)","(1.35, 1.66, 1.6408144796380089)","(5.5, 7.6, 6.84)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 247.77777777777777)","(7.0, 10.5, 9.916666666666668)","(9.0, 18.5, 14.608108108108109)"
09-01-2023 17:16:43.942510,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.66, 1.6204188481675394)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 29.555555555555557)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.916666666666668)","(9.0, 18.5, 17.333333333333332)"
09-01-2023 17:16:45.125243,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.63, 1.6233333333333333)","(5.5, 7.6, 6.84)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.916666666666668)","(9.0, 18.0, 15.5)"
09-01-2023 17:16:46.566527,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.63, 1.7314285714285713)","(5.5, 7.6, 6.84)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.916666666666668)","(9.0, 17.5, 15.0)"
09-01-2023 17:16:47.948501,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.75, 1.662)","(5.5, 7.6, 6.84)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.916666666666668)","(9.0, 16.5, 13.8)"
09-01-2023 17:16:49.175522,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.75, 1.6549999999999998)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.612903225806452)","(9.0, 16.5, 13.772727272727273)"
09-01-2023 17:16:50.343548,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.75, 1.66)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.612903225806452)","(9.0, 16.5, 13.6)"
09-01-2023 17:16:51.609427,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.74, 1.66)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.612903225806452)","(9.0, 16.5, 13.6)"
09-01-2023 17:16:52.766757,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.74, 1.66)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.612903225806452)","(9.0, 16.5, 13.6)"
09-01-2023 17:16:53.987600,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.73, 1.6684210526315788)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.612903225806452)","(9.0, 16.5, 13.6)"
09-01-2023 17:16:55.196721,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.73, 1.6791304347826086)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.594117647058823)","(9.0, 16.5, 13.6)"
09-01-2023 17:16:56.432579,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.73, 1.6791304347826086)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.612903225806452)","(9.0, 16.5, 13.6)"
09-01-2023 17:16:57.693161,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.72, 1.6696296296296296)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.612903225806452)","(9.0, 16.5, 14.833333333333332)"
09-01-2023 17:16:58.888206,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.72, 1.666923076923077)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 256.6666666666667)","(7.0, 10.5, 9.612903225806452)","(9.0, 15.5, 14.236842105263158)"
09-01-2023 17:17:00.087161,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.71, 1.666923076923077)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 265.55555555555554)","(7.0, 10.5, 9.612903225806452)","(9.0, 15.5, 14.071428571428571)"
09-01-2023 17:17:01.395737,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.71, 1.666923076923077)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 265.55555555555554)","(7.0, 10.5, 9.612903225806452)","(9.0, 15.5, 13.325)"
09-01-2023 17:17:02.599162,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.71, 1.666923076923077)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 265.55555555555554)","(7.0, 10.5, 9.612903225806452)","(9.0, 15.5, 12.863636363636363)"
09-01-2023 17:17:03.824427,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.71, 1.666923076923077)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 265.55555555555554)","(7.0, 10.5, 9.612903225806452)","(9.0, 15.5, 12.863636363636363)"
09-01-2023 17:17:05.035458,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.7, 1.676923076923077)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 278.57142857142856)","(7.0, 10.5, 9.612903225806452)","(9.0, 15.0, 12.875)"
09-01-2023 17:17:06.124238,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.105263157894736)","(1.35, 1.7, 1.676923076923077)","(5.5, 7.6, 6.834782608695652)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 278.57142857142856)","(7.0, 10.5, 9.612903225806452)","(9.0, 15.0, 12.875)"
09-01-2023 17:17:07.224419,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 22.25)","(1.35, 1.7, 1.676923076923077)","(5.5, 7.6, 6.84)","(21.0, 34.0, 30.57142857142857)","(91.0, 390.0, 319.0909090909091)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.75)"
09-01-2023 17:17:08.449980,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 22.25)","(1.35, 1.7, 1.676923076923077)","(5.5, 7.6, 6.84)","(21.0, 34.0, 32.857142857142854)","(91.0, 390.0, 319.0909090909091)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.0)"
09-01-2023 17:17:09.626771,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 22.25)","(1.35, 1.7, 1.6623999999999999)","(5.5, 7.6, 6.84)","(21.0, 34.0, 33.1578947368421)","(91.0, 390.0, 312.0)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.0)"
09-01-2023 17:17:10.824378,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 22.25)","(1.35, 1.71, 1.6623999999999999)","(5.5, 7.6, 6.84)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 295.7142857142857)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.833333333333334)"
09-01-2023 17:17:11.995503,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 22.25)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.84)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 295.7142857142857)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.11111111111111)"
09-01-2023 17:17:13.354071,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 22.25)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 295.7142857142857)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.11111111111111)"
09-01-2023 17:17:14.662790,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 22.25)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 295.7142857142857)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.11111111111111)"
09-01-2023 17:17:15.882692,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 22.25)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.836363636363636)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.11111111111111)"
09-01-2023 17:17:17.136764,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 22.25)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.11111111111111)"
09-01-2023 17:17:18.330899,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 23.445652173913043)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.7)"
09-01-2023 17:17:19.611714,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 23.445652173913043)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.7)"
09-01-2023 17:17:20.707655,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 23.445652173913043)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.7)"
09-01-2023 17:17:21.802828,"(61.0, 90.0, 87.14285714285714)","(15.0, 25.0, 23.445652173913043)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.836363636363636)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.7)"
09-01-2023 17:17:22.949983,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 23.445652173913043)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.836363636363636)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.7)"
09-01-2023 17:17:24.044748,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 23.445652173913043)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.836363636363636)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.7)"
09-01-2023 17:17:25.125397,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 23.53333333333333)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.7)"
09-01-2023 17:17:26.329538,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 23.043478260869566)","(1.35, 1.68, 1.652)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.7)"
09-01-2023 17:17:27.477436,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.7)"
09-01-2023 17:17:28.614906,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.892857142857142)"
09-01-2023 17:17:29.753723,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.0)"
09-01-2023 17:17:31.027431,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 23.043478260869566)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.0)"
09-01-2023 17:17:32.323485,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.0)"
09-01-2023 17:17:33.615832,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.0)"
09-01-2023 17:17:34.937784,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.836363636363636)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.0)"
09-01-2023 17:17:36.227982,"(61.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.0)"
09-01-2023 17:17:37.469987,"(51.0, 90.0, 85.55555555555556)","(16.0, 25.0, 22.692307692307693)","(1.35, 1.69, 1.6549999999999998)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 304.2857142857143)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.0)"
09-01-2023 17:17:38.734604,"(51.0, 90.0, 85.55555555555556)","(16.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.652)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 227.14285714285714)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.892857142857142)"
09-01-2023 17:17:39.991412,"(51.0, 90.0, 85.55555555555556)","(16.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 227.14285714285714)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.892857142857142)"
09-01-2023 17:17:41.247398,"(51.0, 90.0, 85.55555555555556)","(16.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.652)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 227.14285714285714)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.892857142857142)"
09-01-2023 17:17:42.442304,"(51.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.652)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 227.14285714285714)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.892857142857142)"
09-01-2023 17:17:43.790190,"(51.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 227.14285714285714)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.892857142857142)"
09-01-2023 17:17:45.164829,"(51.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.7, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 227.14285714285714)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.892857142857142)"
09-01-2023 17:17:46.690257,"(51.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 227.14285714285714)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.892857142857142)"
09-01-2023 17:17:48.079176,"(51.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 6.842105263157895)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 227.14285714285714)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 12.892857142857142)"
09-01-2023 17:17:49.414046,"(51.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 297.6923076923077)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.176470588235293)"
09-01-2023 17:17:50.978421,"(51.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.69, 1.65875)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 297.6923076923077)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.176470588235293)"
09-01-2023 17:17:52.376292,"(51.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.69, 1.6549999999999998)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 297.6923076923077)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.176470588235293)"
09-01-2023 17:17:53.921975,"(51.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 319.4117647058824)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.176470588235293)"
09-01-2023 17:17:55.216066,"(51.0, 90.0, 85.55555555555556)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 319.4117647058824)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.176470588235293)"
09-01-2023 17:17:56.440899,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 319.4117647058824)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.176470588235293)"
09-01-2023 17:17:57.728860,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 319.4117647058824)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.176470588235293)"
09-01-2023 17:17:59.009927,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6512499999999999)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 319.4117647058824)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.25)"
09-01-2023 17:18:00.329034,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.67, 1.6512499999999999)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 319.4117647058824)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.25)"
09-01-2023 17:18:01.622415,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.67, 1.6512499999999999)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 227.14285714285714)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.25)"
09-01-2023 17:18:02.931956,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.67, 1.6512499999999999)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 319.4117647058824)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.25)"
09-01-2023 17:18:04.207454,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.67, 1.6512499999999999)","(5.5, 7.6, 7.1034482758620685)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 219.0)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.25)"
09-01-2023 17:18:05.475279,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.67, 1.6512499999999999)","(5.5, 7.6, 7.109090909090909)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 219.0)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.25)"
09-01-2023 17:18:06.813117,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.67, 1.6512499999999999)","(5.5, 7.6, 7.168)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 219.0)","(7.0, 10.5, 9.612903225806452)","(9.0, 14.5, 13.25)"
09-01-2023 17:18:08.111822,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 7.168)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 219.0)","(7.0, 10.5, 9.916666666666668)","(9.0, 14.5, 13.25)"
09-01-2023 17:18:09.250951,"(51.0, 90.0, 82.0)","(15.0, 25.0, 22.692307692307693)","(1.35, 1.68, 1.6549999999999998)","(5.5, 7.6, 7.168)","(21.0, 34.0, 32.666666666666664)","(91.0, 390.0, 219.0)","(7.0, 10.5, 9.916666666666668)","(9.0, 14.5, 13.25)"
