,Oklahoma Heat,Mistys Fool,Dancing Devil,Gospel Buzz,Gamma Ray,Great Realization,Our Silver Temple,Georges Vision,Ears To Me
08-12-2022 13:16:24.124821,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.718181818181818)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.375)","(21.0, 85.0, 61.8)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.75)","(7.0, 14.5, 11.875)"
08-12-2022 13:16:25.428156,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.718181818181818)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.375)","(21.0, 85.0, 61.8)","(4.8, 7.0, 6.56)","(10.0, 12.0, 11.75)","(7.0, 14.5, 12.7)"
08-12-2022 13:16:26.845616,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.375)","(21.0, 85.0, 61.8)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.75)","(7.0, 14.5, 12.7)"
08-12-2022 13:16:28.122692,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.375)","(21.0, 85.0, 61.8)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.75)","(7.0, 14.5, 12.7)"
08-12-2022 13:16:29.418759,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.375)","(21.0, 85.0, 61.8)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.75)","(7.0, 14.5, 14.772727272727273)"
08-12-2022 13:16:30.698535,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.375)","(21.0, 85.0, 61.8)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.75)","(7.0, 15.5, 14.772727272727273)"
08-12-2022 13:16:32.064833,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.375)","(21.0, 85.0, 61.8)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.75)","(7.0, 15.5, 14.333333333333334)"
08-12-2022 13:16:33.253483,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.7875)","(21.0, 85.0, 61.8)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.75)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:34.349448,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.7875)","(21.0, 85.0, 61.8)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.75)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:35.442668,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.7875)","(21.0, 85.0, 61.8)","(4.8, 6.8, 6.8)","(10.0, 12.0, 11.75)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:36.605230,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.65)","(21.0, 85.0, 56.5)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:37.745141,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.65)","(21.0, 85.0, 56.5)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:38.991354,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.65)","(21.0, 85.0, 56.5)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:40.336360,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.699999999999999)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.65)","(21.0, 85.0, 56.5)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:41.592794,"(18.0, 44.0, 25.333333333333336)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.65)","(21.0, 85.0, 62.5)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:42.732025,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.65)","(21.0, 85.0, 62.5)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:43.871589,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.65)","(21.0, 85.0, 62.5)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:44.958151,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.65)","(21.0, 85.0, 62.5)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:46.097921,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.65)","(21.0, 85.0, 62.5)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:47.180109,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.225000000000001)","(21.0, 85.0, 62.5)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:48.218287,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.225000000000001)","(21.0, 85.0, 62.5)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:49.327172,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.225000000000001)","(21.0, 85.0, 62.5)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:50.816185,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.225000000000001)","(21.0, 85.0, 62.5)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:51.983612,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.225000000000001)","(21.0, 85.0, 62.5)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:53.258774,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.225000000000001)","(21.0, 85.0, 62.5)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.8125)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:54.411567,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.225000000000001)","(21.0, 85.0, 62.5)","(4.8, 6.8, 6.56)","(10.0, 12.0, 11.892857142857142)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:55.616738,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.6090909090909085)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.200000000000001)","(21.0, 85.0, 62.5)","(4.8, 6.8, 6.8)","(10.0, 12.0, 11.892857142857142)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:56.919820,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.6090909090909085)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.0, 8.876923076923077)","(21.0, 85.0, 62.5)","(4.8, 7.0, 6.29)","(10.0, 12.0, 11.892857142857142)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:58.206621,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.6090909090909085)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 9.8, 9.0)","(21.0, 85.0, 62.5)","(4.8, 6.8, 6.8)","(10.0, 12.0, 11.892857142857142)","(7.0, 15.5, 13.5)"
08-12-2022 13:16:59.349994,"(18.0, 44.0, 36.666666666666664)","(4.4, 4.8, 4.6090909090909085)","(3.3, 3.8, 3.719047619047619)","(26.0, 690.0, 248.66666666666666)","(8.0, 9.6, 9.0)","(21.0, 85.0, 62.5)","(4.8, 7.0, 6.8)","(10.0, 12.0, 11.892857142857142)","(7.0, 15.5, 13.5)"
08-12-2022 13:17:00.559739,"(17.0, 44.0, 29.333333333333332)","(4.4, 4.8, 4.6090909090909085)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 9.6, 9.0)","(26.0, 85.0, 62.5)","(5.0, 7.0, 6.8)","(9.0, 12.0, 11.892857142857142)","(7.5, 15.5, 15.375)"
08-12-2022 13:17:01.756402,"(17.0, 44.0, 30.0)","(4.4, 4.8, 4.644444444444444)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 9.6, 9.0)","(26.0, 85.0, 62.5)","(5.0, 7.0, 6.326315789473685)","(9.0, 12.0, 11.9)","(7.5, 16.5, 14.45)"
08-12-2022 13:17:02.868221,"(17.0, 44.0, 30.0)","(4.4, 4.7, 4.588888888888889)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 9.6, 9.0)","(26.0, 85.0, 62.5)","(5.0, 7.0, 6.326315789473685)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.45)"
08-12-2022 13:17:03.933073,"(17.0, 44.0, 30.0)","(4.4, 4.7, 4.575)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 9.6, 9.0)","(26.0, 85.0, 62.5)","(5.0, 7.0, 6.326315789473685)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.45)"
08-12-2022 13:17:04.982806,"(17.0, 44.0, 30.0)","(4.4, 4.7, 4.575)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 9.6, 9.0)","(26.0, 85.0, 62.5)","(5.0, 7.0, 6.270588235294118)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.45)"
08-12-2022 13:17:06.014287,"(17.0, 44.0, 26.5)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 9.6, 9.0)","(26.0, 85.0, 62.5)","(5.0, 7.0, 6.56)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.45)"
08-12-2022 13:17:07.113928,"(17.0, 44.0, 26.0)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 9.6, 9.0)","(26.0, 85.0, 62.5)","(5.0, 6.8, 6.56)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.45)"
08-12-2022 13:17:08.173172,"(17.0, 44.0, 26.0)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 9.6, 9.0)","(26.0, 85.0, 62.5)","(5.0, 6.8, 6.56)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.45)"
08-12-2022 13:17:09.223226,"(17.0, 44.0, 26.0)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.555555555555555)","(26.0, 85.0, 62.5)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.45)"
08-12-2022 13:17:10.671809,"(17.0, 44.0, 26.0)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.25)","(26.0, 85.0, 62.5)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:11.979929,"(17.0, 44.0, 35.2)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.25)","(26.0, 85.0, 62.5)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:13.190936,"(17.0, 44.0, 35.2)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.25)","(26.0, 85.0, 62.5)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:14.581662,"(17.0, 44.0, 35.2)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.25)","(26.0, 85.0, 62.5)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:15.957140,"(17.0, 44.0, 35.2)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 248.66666666666666)","(8.0, 10.5, 9.25)","(26.0, 85.0, 62.5)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:17.148536,"(17.0, 44.0, 35.2)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.6152173913043475)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.5, 9.333333333333334)","(26.0, 85.0, 66.66666666666667)","(5.0, 6.8, 6.291428571428572)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:18.414263,"(17.0, 42.0, 35.666666666666664)","(4.4, 4.7, 4.616666666666667)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.0, 9.333333333333334)","(26.0, 80.0, 62.666666666666664)","(5.0, 7.0, 6.291428571428572)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:19.595146,"(17.0, 42.0, 39.285714285714285)","(4.4, 4.7, 4.6347826086956525)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.0, 9.333333333333334)","(26.0, 80.0, 62.666666666666664)","(5.0, 7.0, 6.291428571428572)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:20.788815,"(17.0, 42.0, 39.285714285714285)","(4.4, 4.7, 4.6347826086956525)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.0, 9.333333333333334)","(26.0, 80.0, 62.666666666666664)","(5.0, 7.0, 6.291428571428572)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:21.986160,"(17.0, 42.0, 39.285714285714285)","(4.4, 4.7, 4.6347826086956525)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.0, 9.333333333333334)","(26.0, 80.0, 62.666666666666664)","(5.0, 7.0, 6.291428571428572)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:23.236656,"(17.0, 42.0, 37.25)","(4.4, 4.7, 4.6347826086956525)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.0, 9.333333333333334)","(26.0, 80.0, 62.666666666666664)","(5.0, 7.0, 6.291428571428572)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:24.406625,"(17.0, 42.0, 37.25)","(4.4, 4.7, 4.6347826086956525)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.0, 9.333333333333334)","(26.0, 80.0, 62.666666666666664)","(5.0, 7.0, 6.291428571428572)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:25.669473,"(17.0, 42.0, 37.25)","(4.4, 4.7, 4.6347826086956525)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.0, 9.333333333333334)","(26.0, 80.0, 62.666666666666664)","(5.0, 7.0, 6.291428571428572)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:27.009949,"(17.0, 42.0, 37.25)","(4.4, 4.7, 4.535)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.0, 9.4)","(26.0, 80.0, 63.0)","(5.0, 7.0, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:28.295841,"(17.0, 42.0, 37.25)","(4.4, 4.7, 4.535)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 11.0, 9.3)","(26.0, 80.0, 63.0)","(5.0, 6.8, 6.452941176470588)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:29.596183,"(17.0, 42.0, 37.25)","(4.4, 4.7, 4.535)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.5, 9.3)","(26.0, 80.0, 63.0)","(5.0, 7.0, 6.452941176470588)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:30.902752,"(17.0, 42.0, 37.25)","(4.4, 4.7, 4.535)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 469.3333333333333)","(8.0, 10.5, 9.744444444444445)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.468571428571429)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:32.146652,"(17.0, 42.0, 37.77777777777778)","(4.4, 4.7, 4.535)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.5, 9.744444444444445)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.5200000000000005)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:33.319867,"(17.0, 42.0, 39.625)","(4.4, 4.7, 4.535)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 425.20000000000005)","(8.0, 10.5, 9.744444444444445)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.5200000000000005)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:34.530550,"(17.0, 42.0, 39.625)","(4.4, 4.7, 4.535)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 469.3333333333333)","(8.0, 10.5, 9.744444444444445)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.5200000000000005)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:35.967865,"(17.0, 42.0, 39.625)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 469.3333333333333)","(8.0, 10.5, 9.744444444444445)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.5200000000000005)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:37.277527,"(17.0, 42.0, 39.625)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 469.3333333333333)","(8.0, 10.5, 9.744444444444445)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.5200000000000005)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:38.589830,"(17.0, 42.0, 36.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 469.3333333333333)","(8.0, 10.0, 9.76)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.466666666666667)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:39.890562,"(17.0, 42.0, 36.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 469.3333333333333)","(8.0, 10.0, 9.76)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.247058823529412)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:41.304376,"(17.0, 42.0, 33.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 469.3333333333333)","(8.0, 10.0, 9.76)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.247058823529412)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:42.564757,"(17.0, 42.0, 33.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 469.3333333333333)","(8.0, 10.0, 9.5)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.247058823529412)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:43.875182,"(17.0, 42.0, 33.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 469.3333333333333)","(8.0, 10.0, 9.5)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.247058823529412)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:45.202276,"(17.0, 42.0, 33.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 469.3333333333333)","(8.0, 10.0, 9.5)","(26.0, 80.0, 54.5)","(5.0, 7.0, 6.247058823529412)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:46.637195,"(17.0, 42.0, 33.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 359.5)","(8.0, 10.0, 9.5)","(26.0, 80.0, 77.8)","(5.0, 7.0, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:48.160559,"(17.0, 42.0, 37.5)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 359.5)","(8.0, 10.0, 9.5)","(26.0, 90.0, 69.66666666666666)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:49.431383,"(17.0, 42.0, 37.5)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.5)","(26.0, 90.0, 69.66666666666666)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:50.708715,"(17.0, 42.0, 36.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.5)","(26.0, 90.0, 69.66666666666666)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:51.983223,"(17.0, 48.0, 36.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.5)","(26.0, 90.0, 69.66666666666666)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:53.222155,"(17.0, 48.0, 36.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.5)","(26.0, 90.0, 69.66666666666666)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:54.470161,"(17.0, 48.0, 36.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.5)","(26.0, 90.0, 69.66666666666666)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:55.713499,"(17.0, 48.0, 36.0)","(4.4, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.5)","(26.0, 90.0, 73.8)","(5.0, 6.8, 6.6)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:57.115426,"(17.0, 48.0, 36.0)","(4.2, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 359.5)","(8.0, 10.5, 9.5)","(26.0, 85.0, 66.33333333333334)","(5.0, 6.8, 6.443478260869566)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
08-12-2022 13:17:58.469925,"(17.0, 48.0, 36.0)","(4.2, 4.7, 4.511428571428572)","(3.3, 3.8, 3.5782608695652174)","(26.0, 690.0, 359.5)","(8.0, 10.0, 9.5)","(26.0, 85.0, 66.33333333333334)","(5.0, 7.0, 6.247058823529412)","(9.0, 12.0, 11.9)","(7.5, 15.5, 14.625)"
