,Buddy Beauty,Velocity Tori,Look No Hands,Aussie Axle,Good Charlotte,Ladies Day,More Speed
08-01-2023 19:20:32.550930,"(41.0, 190.0, 114.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 9.354545454545455)","(3.9, 7.4, 4.84)","(4.0, 7.4, 5.0)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.3923076923076922)"
08-01-2023 19:20:33.685667,"(41.0, 190.0, 114.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 9.354545454545455)","(3.9, 7.4, 4.84)","(4.0, 7.4, 5.0)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.3923076923076922)"
08-01-2023 19:20:34.801144,"(41.0, 190.0, 114.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 9.354545454545455)","(3.9, 7.4, 4.84)","(4.0, 7.4, 5.0)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.3923076923076922)"
08-01-2023 19:20:35.793257,"(41.0, 190.0, 114.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 9.354545454545455)","(3.9, 7.4, 4.84)","(4.0, 7.4, 5.0)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.3923076923076922)"
08-01-2023 19:20:36.857559,"(41.0, 190.0, 114.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 9.354545454545455)","(3.9, 7.4, 4.84)","(4.0, 7.4, 5.0)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.3923076923076922)"
08-01-2023 19:20:37.885691,"(41.0, 190.0, 114.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 9.354545454545455)","(3.9, 7.4, 4.84)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:38.968796,"(41.0, 190.0, 114.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:39.977417,"(41.0, 190.0, 115.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:41.024867,"(41.0, 190.0, 115.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:42.129756,"(41.0, 190.0, 115.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:43.182315,"(41.0, 190.0, 115.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:44.154260,"(41.0, 190.0, 115.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:45.167097,"(41.0, 190.0, 115.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:46.266738,"(41.0, 190.0, 115.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:47.348547,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.866666666666667)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:48.381586,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 12.8)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:49.422391,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:50.485199,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:51.474971,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:52.410613,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:53.462797,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:54.561272,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:55.843615,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:57.049221,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:58.207165,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:20:59.357528,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:21:00.502348,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 10.733333333333333)","(2.25, 2.78, 2.4)"
08-01-2023 19:21:01.572397,"(41.0, 190.0, 116.0)","(31.0, 44.0, 28.166666666666668)","(7.0, 13.5, 10.242857142857144)","(3.9, 7.4, 5.352)","(4.0, 7.4, 5.48)","(7.0, 15.0, 13.228571428571428)","(2.25, 2.78, 2.4)"
08-01-2023 19:21:02.680222,"(41.0, 200.0, 57.8)","(31.0, 44.0, 41.714285714285715)","(7.0, 13.5, 12.685714285714287)","(3.9, 7.4, 6.9)","(4.0, 7.4, 6.92)","(7.0, 15.0, 12.71875)","(2.25, 2.78, 2.706)"
08-01-2023 19:21:03.685099,"(41.0, 190.0, 91.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 12.535714285714285)","(2.25, 2.76, 2.706)"
08-01-2023 19:21:04.693198,"(41.0, 190.0, 91.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 12.84375)","(2.25, 2.76, 2.706)"
08-01-2023 19:21:05.699887,"(41.0, 190.0, 91.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 12.941176470588236)","(2.25, 2.76, 2.7239999999999998)"
08-01-2023 19:21:06.678003,"(41.0, 190.0, 91.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 13.174999999999999)","(2.25, 2.78, 2.7239999999999998)"
08-01-2023 19:21:07.720353,"(41.0, 190.0, 91.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 13.174999999999999)","(2.25, 2.78, 2.7239999999999998)"
08-01-2023 19:21:08.864684,"(41.0, 190.0, 91.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 13.174999999999999)","(2.25, 2.78, 2.7239999999999998)"
08-01-2023 19:21:09.988469,"(41.0, 190.0, 91.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 13.174999999999999)","(2.25, 2.78, 2.7239999999999998)"
08-01-2023 19:21:11.020216,"(41.0, 190.0, 91.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 12.866666666666667)","(2.25, 2.78, 2.472)"
08-01-2023 19:21:12.074238,"(41.0, 190.0, 91.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 13.13888888888889)","(2.25, 2.78, 2.4557894736842107)"
08-01-2023 19:21:13.167137,"(41.0, 150.0, 97.0)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 13.13888888888889)","(2.25, 2.78, 2.4557894736842107)"
08-01-2023 19:21:14.152717,"(41.0, 150.0, 79.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.9)","(4.0, 7.2, 6.92)","(7.0, 14.5, 13.210526315789473)","(2.25, 2.78, 2.4557894736842107)"
08-01-2023 19:21:15.162645,"(41.0, 150.0, 79.33333333333334)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 12.257142857142856)","(3.9, 7.2, 6.866666666666667)","(4.0, 7.2, 6.92)","(7.0, 14.5, 12.821428571428573)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:16.310443,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 11.96)","(3.9, 7.2, 5.75)","(4.0, 7.2, 6.92)","(7.0, 14.5, 12.821428571428573)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:17.397349,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 11.96)","(3.9, 7.2, 5.75)","(4.0, 7.2, 6.92)","(7.0, 14.5, 12.454545454545455)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:18.397022,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.75)","(4.0, 7.2, 6.92)","(7.0, 14.5, 12.454545454545455)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:19.463819,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 6.800000000000001)","(4.0, 7.2, 6.92)","(7.0, 14.5, 12.454545454545455)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:20.588653,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 14.5, 12.454545454545455)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:21.563945,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 14.5, 12.454545454545455)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:22.557752,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 14.5, 12.454545454545455)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:23.632042,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 14.5, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:24.723851,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:25.770117,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:26.757136,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:27.792758,"(41.0, 150.0, 70.5)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:28.863305,"(41.0, 150.0, 65.2)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:29.941296,"(41.0, 150.0, 61.66666666666667)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:31.023550,"(41.0, 150.0, 61.66666666666667)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:32.081924,"(41.0, 150.0, 61.66666666666667)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:33.142129,"(41.0, 150.0, 61.66666666666667)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:34.168987,"(41.0, 150.0, 61.66666666666667)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:35.197931,"(41.0, 150.0, 56.66666666666667)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.640000000000001)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.285)"
08-01-2023 19:21:36.236859,"(41.0, 150.0, 58.33333333333333)","(31.0, 42.0, 41.54838709677419)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.888888888888889)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.4333333333333336)"
08-01-2023 19:21:37.253024,"(41.0, 150.0, 58.33333333333333)","(31.0, 42.0, 35.5)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.888888888888889)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:38.329793,"(41.0, 150.0, 58.33333333333333)","(31.0, 42.0, 35.5)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.888888888888889)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:39.375559,"(41.0, 150.0, 58.33333333333333)","(31.0, 42.0, 35.5)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.888888888888889)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:40.428660,"(41.0, 150.0, 58.33333333333333)","(31.0, 42.0, 35.5)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.888888888888889)","(7.0, 15.0, 13.88888888888889)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:41.419719,"(41.0, 150.0, 58.33333333333333)","(31.0, 42.0, 35.5)","(7.0, 13.0, 10.5)","(3.9, 7.2, 5.85)","(4.0, 7.2, 6.888888888888889)","(7.0, 15.0, 12.75)","(2.25, 2.78, 2.5)"
08-01-2023 19:21:42.487876,"(41.0, 150.0, 58.33333333333333)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 7.2, 6.023529411764706)","(4.0, 6.0, 5.75)","(7.0, 15.5, 13.666666666666666)","(2.25, 2.76, 2.5)"
08-01-2023 19:21:43.672279,"(41.0, 150.0, 58.33333333333333)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 7.2, 6.576923076923077)","(4.0, 6.0, 5.75)","(7.0, 15.0, 13.5)","(2.25, 2.76, 2.5)"
08-01-2023 19:21:44.729290,"(41.0, 150.0, 58.33333333333333)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 7.0, 6.04)","(4.0, 6.0, 5.125)","(7.0, 15.0, 13.5)","(2.25, 2.76, 2.5)"
08-01-2023 19:21:45.878577,"(41.0, 150.0, 58.33333333333333)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.1)","(7.0, 15.0, 13.6875)","(2.25, 2.76, 2.42)"
08-01-2023 19:21:47.285021,"(41.0, 140.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 15.0, 13.166666666666666)","(2.25, 2.78, 2.42)"
08-01-2023 19:21:48.530792,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 15.5, 15.25)","(2.25, 2.78, 2.42)"
08-01-2023 19:21:49.624365,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 15.25)","(2.25, 2.78, 2.42)"
08-01-2023 19:21:50.733572,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 15.25)","(2.25, 2.78, 2.2815384615384615)"
08-01-2023 19:21:51.865338,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 15.25)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:52.851875,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 15.25)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:53.871832,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 15.25)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:54.843828,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 15.25)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:55.900515,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 15.25)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:56.898021,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 15.5)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:57.934109,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 14.833333333333334)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:21:59.006025,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 14.833333333333334)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:22:00.065944,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 14.833333333333334)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:22:01.147962,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 14.833333333333334)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:22:02.243742,"(41.0, 130.0, 70.0)","(31.0, 42.0, 39.4)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.610526315789474)","(4.0, 6.0, 5.0)","(7.0, 16.0, 14.833333333333334)","(2.25, 2.78, 2.278571428571429)"
08-01-2023 19:22:03.305288,"(41.0, 120.0, 60.0)","(31.0, 42.0, 33.0)","(7.0, 13.0, 10.5)","(3.9, 6.8, 6.252631578947369)","(4.0, 6.0, 5.0)","(7.0, 16.0, 15.3)","(2.25, 2.78, 2.5861538461538465)"
08-01-2023 19:22:04.337751,"(41.0, 110.0, 63.33333333333333)","(31.0, 42.0, 33.0)","(7.0, 13.0, 10.5)","(3.9, 6.4, 6.252631578947369)","(4.0, 6.0, 5.0)","(7.0, 16.0, 15.5625)","(2.25, 2.74, 2.4)"
08-01-2023 19:22:05.351055,"(41.0, 110.0, 63.33333333333333)","(31.0, 42.0, 33.0)","(7.0, 13.0, 10.5)","(3.9, 6.4, 5.767741935483871)","(4.0, 6.0, 5.4)","(7.0, 16.0, 15.65)","(2.25, 2.44, 2.3466666666666667)"
08-01-2023 19:22:06.403211,"(41.0, 110.0, 63.33333333333333)","(31.0, 42.0, 33.0)","(7.0, 13.0, 10.5)","(3.9, 6.4, 6.0736842105263165)","(4.0, 6.0, 5.4)","(7.0, 16.0, 18.055555555555557)","(2.25, 2.44, 2.3466666666666667)"
08-01-2023 19:22:07.370402,"(41.0, 110.0, 63.33333333333333)","(31.0, 42.0, 33.0)","(7.0, 13.0, 12.314285714285713)","(3.9, 6.2, 6.0736842105263165)","(4.0, 6.0, 5.166666666666667)","(7.0, 19.5, 17.5)","(2.25, 2.44, 2.3466666666666667)"
08-01-2023 19:22:08.375662,"(41.0, 110.0, 93.0)","(31.0, 42.0, 33.0)","(7.0, 13.0, 10.274074074074074)","(3.9, 6.2, 6.0736842105263165)","(4.0, 6.0, 5.614285714285714)","(7.0, 19.5, 17.5)","(2.25, 2.44, 2.3466666666666667)"
08-01-2023 19:22:09.467492,"(41.0, 95.0, 88.375)","(31.0, 42.0, 33.0)","(7.0, 12.0, 11.485714285714286)","(3.9, 6.2, 5.8500000000000005)","(4.0, 5.8, 5.5)","(7.0, 19.5, 18.166666666666664)","(2.25, 2.44, 2.3466666666666667)"
08-01-2023 19:22:10.481342,"(41.0, 95.0, 82.25)","(31.0, 42.0, 33.6)","(7.0, 12.0, 11.15)","(3.9, 5.9, 6.133333333333334)","(4.0, 5.8, 5.542857142857143)","(7.0, 19.5, 18.166666666666664)","(2.25, 2.44, 2.3466666666666667)"
08-01-2023 19:22:11.455996,"(41.0, 95.0, 74.6)","(31.0, 40.0, 35.0)","(7.0, 12.0, 11.15)","(3.9, 6.2, 5.9714285714285715)","(4.0, 5.7, 5.616666666666666)","(7.0, 19.5, 18.27777777777778)","(2.25, 2.44, 2.3466666666666667)"
08-01-2023 19:22:12.461352,"(41.0, 95.0, 74.6)","(31.0, 40.0, 33.333333333333336)","(7.0, 12.0, 11.418181818181818)","(3.9, 6.2, 5.9714285714285715)","(4.0, 5.8, 5.677777777777777)","(7.0, 19.5, 18.25)","(2.25, 2.44, 2.3466666666666667)"
08-01-2023 19:22:13.527341,"(41.0, 90.0, 60.66666666666667)","(31.0, 40.0, 37.25)","(7.0, 12.0, 11.454545454545453)","(3.9, 6.2, 5.9714285714285715)","(4.0, 5.8, 5.5777777777777775)","(7.0, 19.5, 18.5)","(2.25, 2.44, 2.3466666666666667)"
08-01-2023 19:22:14.645253,"(41.0, 85.0, 80.66666666666666)","(31.0, 40.0, 38.77777777777778)","(7.0, 12.0, 11.5)","(3.9, 6.2, 5.9714285714285715)","(4.0, 5.8, 5.7625)","(7.0, 19.5, 18.5)","(2.25, 2.44, 2.3054545454545456)"
