,Buddy Beauty,Velocity Tori,Look No Hands,Aussie Axle,Good Charlotte,Ladies Day,More Speed
08-01-2023 19:24:09.416389,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 12.0, 10.944)","(3.9, 5.5, 4.96)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.2766666666666664)"
08-01-2023 19:24:10.401796,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 12.0, 10.944)","(3.9, 5.5, 4.96)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.2766666666666664)"
08-01-2023 19:24:11.428935,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 12.0, 10.944)","(3.9, 5.5, 4.96)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.2766666666666664)"
08-01-2023 19:24:12.438451,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 12.0, 10.944)","(3.9, 5.5, 4.91875)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.2766666666666664)"
08-01-2023 19:24:13.476743,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 12.0, 10.944)","(3.9, 5.5, 4.91875)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.2766666666666664)"
08-01-2023 19:24:14.533086,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 12.0, 10.944)","(3.9, 5.5, 4.933333333333334)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.2766666666666664)"
08-01-2023 19:24:15.569460,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 12.0, 10.944)","(3.9, 5.4, 4.933333333333334)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.2766666666666664)"
08-01-2023 19:24:16.546725,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 35.63636363636364)","(7.0, 12.0, 10.944)","(3.9, 5.4, 4.933333333333334)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.2766666666666664)"
08-01-2023 19:24:17.554942,"(41.0, 75.0, 59.0)","(31.0, 40.0, 35.63636363636364)","(7.0, 12.0, 10.944)","(3.9, 5.4, 4.95)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.2766666666666664)"
08-01-2023 19:24:18.531013,"(41.0, 75.0, 59.0)","(31.0, 40.0, 35.63636363636364)","(7.0, 12.0, 10.944)","(3.9, 5.4, 4.95)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.2766666666666664)"
08-01-2023 19:24:19.488407,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 12.0, 10.944)","(3.9, 5.4, 4.95)","(4.0, 5.9, 5.438461538461539)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3442105263157895)"
08-01-2023 19:24:20.424111,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.929411764705883)","(4.0, 5.9, 5.6)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3442105263157895)"
08-01-2023 19:24:21.448820,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.6)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3266666666666667)"
08-01-2023 19:24:22.476481,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.6)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3266666666666667)"
08-01-2023 19:24:23.439334,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.6)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3284210526315787)"
08-01-2023 19:24:24.455063,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.6)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3284210526315787)"
08-01-2023 19:24:25.537722,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.718181818181819)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3284210526315787)"
08-01-2023 19:24:26.533712,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.718181818181819)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3284210526315787)"
08-01-2023 19:24:27.539119,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.718181818181819)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3284210526315787)"
08-01-2023 19:24:28.541459,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.718181818181819)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3284210526315787)"
08-01-2023 19:24:29.574206,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.718181818181819)","(7.5, 18.0, 17.444444444444443)","(2.25, 2.36, 2.3446153846153845)"
08-01-2023 19:24:30.644293,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.718181818181819)","(7.5, 18.0, 16.454545454545453)","(2.25, 2.36, 2.3446153846153845)"
08-01-2023 19:24:31.622354,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.9, 5.76)","(7.5, 17.0, 16.454545454545453)","(2.25, 2.36, 2.3446153846153845)"
08-01-2023 19:24:32.612197,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.654166666666667)","(7.5, 17.0, 16.8125)","(2.25, 2.36, 2.3446153846153845)"
08-01-2023 19:24:33.589743,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.654166666666667)","(7.5, 17.0, 16.8125)","(2.25, 2.36, 2.3302127659574468)"
08-01-2023 19:24:34.537779,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.654166666666667)","(7.5, 17.0, 17.95)","(2.25, 2.36, 2.308148148148148)"
08-01-2023 19:24:35.501769,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.654166666666667)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.308148148148148)"
08-01-2023 19:24:36.496542,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.760869565217392)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.654166666666667)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.308148148148148)"
08-01-2023 19:24:37.502402,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.684000000000001)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.582608695652174)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.308148148148148)"
08-01-2023 19:24:38.507762,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.744444444444445)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.582608695652174)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.3099999999999996)"
08-01-2023 19:24:39.542765,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.744444444444445)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.582608695652174)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.3099999999999996)"
08-01-2023 19:24:40.589596,"(41.0, 75.0, 59.0)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 10.744444444444445)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:41.644538,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 10.744444444444445)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:42.673890,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 10.744444444444445)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:43.668510,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 10.744444444444445)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:44.781300,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:45.799651,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:46.754259,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:47.796864,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:48.831280,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:49.829022,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:50.858859,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:51.948877,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:53.074967,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:54.089231,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.33)"
08-01-2023 19:24:55.140799,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6421052631578945)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.3453658536585364)"
08-01-2023 19:24:56.233518,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 19.0, 17.95)","(2.25, 2.36, 2.346046511627907)"
08-01-2023 19:24:57.361586,"(41.0, 75.0, 59.0)","(31.0, 40.0, 37.6)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 19.0, 16.55)","(2.25, 2.36, 2.346046511627907)"
08-01-2023 19:24:58.579846,"(41.0, 75.0, 59.0)","(31.0, 40.0, 37.6)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 16.55)","(2.25, 2.36, 2.346046511627907)"
08-01-2023 19:24:59.715217,"(41.0, 75.0, 59.0)","(31.0, 40.0, 37.6)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 16.55)","(2.25, 2.36, 2.346046511627907)"
08-01-2023 19:25:00.809240,"(41.0, 75.0, 59.0)","(31.0, 40.0, 37.6)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 16.55)","(2.25, 2.36, 2.346046511627907)"
08-01-2023 19:25:02.050885,"(41.0, 75.0, 59.0)","(31.0, 40.0, 37.6)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 16.55)","(2.25, 2.36, 2.346046511627907)"
08-01-2023 19:25:03.375094,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 16.5)","(2.25, 2.36, 2.3314285714285714)"
08-01-2023 19:25:04.538666,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 16.5)","(2.25, 2.36, 2.3314285714285714)"
08-01-2023 19:25:05.804073,"(41.0, 75.0, 59.0)","(31.0, 40.0, 36.8)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 16.5)","(2.25, 2.36, 2.3314285714285714)"
08-01-2023 19:25:06.988681,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 34.666666666666664)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 16.5)","(2.25, 2.36, 2.3314285714285714)"
08-01-2023 19:25:08.196613,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 37.333333333333336)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.32)"
08-01-2023 19:25:09.383271,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 37.333333333333336)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.32)"
08-01-2023 19:25:10.621856,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 37.333333333333336)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:11.779414,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 37.333333333333336)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:12.988169,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 37.333333333333336)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:14.061957,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 37.333333333333336)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:15.095483,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 37.333333333333336)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:16.242914,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 37.333333333333336)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:17.333729,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 37.333333333333336)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:18.464084,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 37.333333333333336)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.6)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:19.653685,"(41.0, 75.0, 65.9090909090909)","(31.0, 40.0, 41.142857142857146)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.9135135135135135)","(4.0, 5.8, 5.55)","(7.5, 18.5, 17.115384615384617)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:20.781048,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 40.61538461538461)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.4, 4.957142857142857)","(4.0, 5.8, 5.5)","(7.5, 18.5, 17.25)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:21.835633,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 38.5)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.22222222222222)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:22.945545,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 38.5)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.5)","(7.5, 19.0, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:24.104388,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 38.5)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:25.082552,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 38.5)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:26.217265,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:27.445161,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:28.678593,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:29.830499,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 11.014285714285714)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:30.925095,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 10.744444444444445)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:32.094661,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 10.744444444444445)","(3.9, 5.3, 4.9363636363636365)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:33.411061,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 10.744444444444445)","(3.9, 5.3, 4.9363636363636365)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:34.467302,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 10.744444444444445)","(3.9, 5.3, 4.913793103448276)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:35.693553,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 10.684000000000001)","(3.9, 5.3, 4.913793103448276)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:36.751495,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 10.684000000000001)","(3.9, 5.3, 4.913793103448276)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:38.051952,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 10.684000000000001)","(3.9, 5.3, 4.921052631578948)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:39.002210,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 10.684000000000001)","(3.9, 5.3, 4.921052631578948)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:40.307207,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 10.684000000000001)","(3.9, 5.3, 4.921052631578948)","(4.0, 5.8, 5.5)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.341818181818182)"
08-01-2023 19:25:41.514180,"(41.0, 75.0, 65.9090909090909)","(31.0, 44.0, 37.23076923076923)","(7.0, 11.5, 10.963157894736842)","(3.9, 5.3, 4.930769230769231)","(4.0, 5.8, 5.569230769230769)","(7.5, 18.5, 18.125)","(2.25, 2.36, 2.32)"
08-01-2023 19:25:42.638385,"(41.0, 75.0, 64.58333333333333)","(31.0, 44.0, 38.5)","(7.0, 11.5, 10.963157894736842)","(3.9, 5.3, 4.930769230769231)","(4.0, 5.8, 5.569230769230769)","(7.5, 18.5, 17.0)","(2.25, 2.36, 2.3)"
08-01-2023 19:25:43.700662,"(41.0, 75.0, 64.58333333333333)","(31.0, 44.0, 38.5)","(7.0, 11.5, 10.963157894736842)","(3.9, 5.3, 4.930769230769231)","(4.0, 5.8, 5.569230769230769)","(7.5, 18.5, 17.0)","(2.25, 2.36, 2.3385714285714285)"
08-01-2023 19:25:44.952910,"(41.0, 75.0, 64.58333333333333)","(31.0, 44.0, 38.5)","(7.0, 11.5, 10.963157894736842)","(3.9, 5.3, 4.930769230769231)","(4.0, 5.8, 5.569230769230769)","(7.5, 18.5, 17.0)","(2.25, 2.36, 2.3385714285714285)"
08-01-2023 19:25:46.128887,"(41.0, 75.0, 64.58333333333333)","(31.0, 44.0, 38.5)","(7.0, 11.5, 10.963157894736842)","(3.9, 5.3, 4.930769230769231)","(4.0, 5.8, 5.569230769230769)","(7.5, 18.5, 17.0)","(2.25, 2.36, 2.3385714285714285)"
08-01-2023 19:25:47.309777,"(41.0, 75.0, 64.58333333333333)","(31.0, 44.0, 38.5)","(7.0, 11.5, 10.963157894736842)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.569230769230769)","(7.5, 18.5, 16.9)","(2.25, 2.36, 2.3385714285714285)"
08-01-2023 19:25:48.422004,"(41.0, 75.0, 64.58333333333333)","(31.0, 44.0, 38.5)","(7.0, 11.5, 10.963157894736842)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.569230769230769)","(7.5, 18.5, 16.9)","(2.25, 2.36, 2.3385714285714285)"
08-01-2023 19:25:49.579963,"(41.0, 75.0, 64.58333333333333)","(31.0, 44.0, 38.5)","(7.0, 11.5, 10.963157894736842)","(3.9, 5.3, 4.957142857142857)","(4.0, 5.8, 5.569230769230769)","(7.5, 18.5, 16.9)","(2.25, 2.36, 2.3385714285714285)"
