,Come Along Jeffrey,Pythagoras,Sir Maximus,Francine,Zion,A Good Yarn,Dance Of Thunder,Outstanding Reward,Sugar And Sweet,Fabians Spirit,Snappy Lil Thing
08-12-2022 15:52:01.603566,"(3.8, 5.1, 5.05)","(10.0, 15.0, 13.409090909090908)","(10.0, 12.5, 11.772727272727273)","(12.0, 12.5, 12.681818181818182)","(4.0, 4.6, 4.535714285714286)","(11.0, 13.0, 12.102564102564102)","(11.0, 15.0, 14.4)","(8.5, 11.5, 10.796296296296296)","(14.0, 15.5, 14.236842105263158)","(41.0, 65.0, 55.0)","(31.0, 40.0, 35.5)"
08-12-2022 15:52:03.191387,"(3.8, 5.1, 5.0285714285714285)","(10.0, 15.0, 13.409090909090908)","(10.0, 12.5, 11.772727272727273)","(12.0, 13.5, 12.633333333333333)","(4.0, 4.6, 4.535714285714286)","(11.0, 13.0, 12.102564102564102)","(11.0, 15.0, 14.4)","(8.5, 11.5, 10.796296296296296)","(14.0, 15.5, 14.236842105263158)","(41.0, 65.0, 55.0)","(31.0, 40.0, 35.5)"
08-12-2022 15:52:04.804063,"(3.8, 5.1, 5.0285714285714285)","(10.0, 15.0, 13.541666666666666)","(10.0, 12.5, 11.966666666666667)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.6, 4.547058823529412)","(11.0, 13.0, 12.146341463414634)","(11.0, 15.0, 14.55)","(8.5, 11.5, 11.025)","(14.0, 15.5, 14.236842105263158)","(41.0, 65.0, 55.0)","(31.0, 40.0, 34.38095238095238)"
08-12-2022 15:52:06.397872,"(3.8, 5.1, 5.0285714285714285)","(10.0, 15.0, 13.444444444444445)","(10.0, 12.5, 11.868421052631579)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.6, 4.553333333333333)","(11.0, 13.0, 12.146341463414634)","(11.0, 15.0, 15.970588235294118)","(8.5, 11.5, 11.021739130434783)","(14.0, 15.5, 14.558823529411764)","(41.0, 65.0, 55.0)","(31.0, 38.0, 34.19047619047619)"
08-12-2022 15:52:07.798656,"(3.8, 5.1, 5.0285714285714285)","(10.0, 15.0, 13.444444444444445)","(10.0, 12.5, 11.868421052631579)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.6, 4.553333333333333)","(11.0, 13.0, 12.146341463414634)","(11.0, 17.0, 15.970588235294118)","(8.5, 11.5, 11.021739130434783)","(14.0, 15.0, 14.357142857142858)","(41.0, 65.0, 55.0)","(31.0, 38.0, 34.666666666666664)"
08-12-2022 15:52:09.132655,"(3.8, 5.1, 5.0285714285714285)","(10.0, 15.0, 13.444444444444445)","(10.0, 12.5, 11.868421052631579)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.6, 4.553333333333333)","(11.0, 13.0, 12.146341463414634)","(11.0, 17.0, 15.952380952380953)","(8.5, 11.5, 11.021739130434783)","(14.0, 15.0, 14.035714285714286)","(41.0, 65.0, 55.0)","(31.0, 40.0, 34.666666666666664)"
08-12-2022 15:52:10.560243,"(3.8, 5.1, 5.0285714285714285)","(10.0, 15.0, 13.444444444444445)","(10.0, 12.5, 11.868421052631579)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.6, 4.553333333333333)","(11.0, 13.0, 12.146341463414634)","(11.0, 17.0, 16.29032258064516)","(8.5, 11.5, 11.021739130434783)","(14.0, 15.0, 14.333333333333334)","(41.0, 65.0, 55.0)","(31.0, 40.0, 34.666666666666664)"
08-12-2022 15:52:12.009756,"(3.8, 5.1, 5.066666666666667)","(10.0, 16.5, 15.166666666666666)","(10.0, 12.5, 11.5)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.6, 4.614285714285715)","(11.0, 13.0, 12.146341463414634)","(11.0, 17.0, 15.235294117647058)","(8.5, 11.5, 10.833333333333334)","(14.0, 15.0, 14.333333333333334)","(41.0, 65.0, 57.5)","(31.0, 40.0, 34.4)"
08-12-2022 15:52:13.496618,"(3.8, 5.2, 5.066666666666667)","(10.0, 16.5, 15.166666666666666)","(10.0, 12.5, 11.681818181818182)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.146341463414634)","(11.0, 17.0, 15.5)","(8.5, 11.5, 10.833333333333334)","(14.0, 15.0, 14.181818181818182)","(41.0, 65.0, 61.66666666666667)","(31.0, 36.0, 32.333333333333336)"
08-12-2022 15:52:15.187335,"(3.8, 5.3, 5.0)","(10.0, 16.0, 14.40909090909091)","(10.0, 12.5, 12.863636363636363)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.146341463414634)","(11.0, 17.0, 15.5)","(8.5, 11.5, 10.833333333333334)","(14.0, 15.0, 13.6)","(41.0, 65.0, 61.66666666666667)","(31.0, 36.0, 32.333333333333336)"
08-12-2022 15:52:16.709356,"(3.8, 5.1, 5.0)","(10.0, 16.0, 14.40909090909091)","(10.0, 13.0, 12.833333333333334)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.146341463414634)","(11.0, 17.0, 15.75)","(8.5, 11.5, 10.766666666666667)","(14.0, 14.5, 13.375)","(41.0, 65.0, 61.66666666666667)","(31.0, 36.0, 30.923076923076923)"
08-12-2022 15:52:18.062512,"(3.8, 5.1, 5.0)","(10.0, 16.0, 14.40909090909091)","(10.0, 13.0, 12.961538461538462)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.146341463414634)","(11.0, 16.5, 15.375)","(8.5, 11.5, 10.766666666666667)","(14.0, 14.5, 13.375)","(41.0, 65.0, 61.66666666666667)","(31.0, 36.0, 30.923076923076923)"
08-12-2022 15:52:19.438449,"(3.8, 5.1, 5.0)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 12.944444444444445)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.146341463414634)","(11.0, 16.5, 15.3)","(8.5, 11.5, 10.766666666666667)","(14.0, 14.5, 13.375)","(41.0, 65.0, 58.75)","(31.0, 36.0, 30.923076923076923)"
08-12-2022 15:52:20.897766,"(3.8, 5.1, 5.0)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 12.944444444444445)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.146341463414634)","(11.0, 16.5, 15.40909090909091)","(8.5, 11.5, 10.807692307692308)","(14.0, 14.5, 13.375)","(41.0, 65.0, 58.75)","(31.0, 36.0, 32.333333333333336)"
08-12-2022 15:52:22.272089,"(3.8, 5.1, 5.0)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 12.944444444444445)","(12.0, 13.5, 12.777777777777779)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.146341463414634)","(11.0, 16.5, 15.375)","(8.5, 11.0, 10.807692307692308)","(14.0, 14.5, 13.375)","(41.0, 65.0, 58.75)","(31.0, 36.0, 30.923076923076923)"
08-12-2022 15:52:23.708920,"(3.8, 5.1, 5.0)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 12.944444444444445)","(12.0, 13.5, 13.25)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.675925925925926)","(11.0, 16.5, 15.375)","(8.5, 11.0, 10.807692307692308)","(14.0, 14.5, 13.833333333333334)","(41.0, 65.0, 58.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:25.182444,"(3.8, 5.1, 5.0)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 13.017241379310345)","(12.0, 14.0, 13.40909090909091)","(4.0, 4.7, 4.58)","(11.0, 13.0, 12.74)","(11.0, 16.5, 15.375)","(8.5, 11.0, 10.807692307692308)","(14.0, 15.5, 14.0)","(41.0, 65.0, 58.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:26.611515,"(3.8, 5.1, 5.066666666666666)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 13.017241379310345)","(12.0, 13.5, 13.40909090909091)","(4.0, 4.6, 4.592307692307692)","(11.0, 13.0, 12.75531914893617)","(11.0, 16.5, 15.40909090909091)","(8.5, 11.0, 10.84375)","(14.0, 15.0, 14.166666666666666)","(41.0, 65.0, 52.25)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:28.011746,"(3.8, 5.6, 5.36)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 13.017241379310345)","(12.0, 13.5, 13.40909090909091)","(4.0, 4.7, 4.58)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.5, 15.666666666666666)","(8.5, 11.0, 10.807692307692308)","(14.0, 15.0, 14.0)","(41.0, 65.0, 56.0)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:29.279607,"(3.8, 5.5, 5.36)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 13.884615384615385)","(12.0, 13.5, 12.884615384615385)","(4.0, 4.6, 4.614285714285715)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.5)","(8.5, 11.0, 10.807692307692308)","(14.0, 14.5, 13.428571428571429)","(41.0, 65.0, 56.0)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:30.569505,"(3.8, 5.1, 4.933333333333333)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 13.884615384615385)","(12.0, 13.5, 12.884615384615385)","(4.0, 4.7, 4.614285714285715)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.5)","(8.5, 11.0, 10.807692307692308)","(14.0, 14.5, 13.428571428571429)","(41.0, 65.0, 56.0)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:31.835707,"(3.8, 5.1, 4.933333333333333)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 13.884615384615385)","(12.0, 13.5, 12.884615384615385)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 14.5, 13.875)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:33.254568,"(3.8, 5.1, 4.933333333333333)","(10.0, 16.0, 14.40909090909091)","(10.0, 14.0, 13.884615384615385)","(12.0, 13.5, 12.884615384615385)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 14.5, 13.911764705882353)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:34.717360,"(3.8, 5.1, 4.933333333333333)","(10.0, 16.0, 14.3)","(10.0, 14.0, 13.884615384615385)","(12.0, 13.5, 12.884615384615385)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 14.5, 13.3)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:36.130002,"(3.8, 5.1, 4.992857142857143)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.0, 13.5)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 14.5, 13.5)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:37.712746,"(3.8, 5.1, 4.992857142857143)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.0, 14.1)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 14.0, 13.318181818181818)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:39.199260,"(3.8, 5.1, 4.992857142857143)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 14.1)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 14.0, 13.0625)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:40.645266,"(3.8, 5.1, 5.146153846153846)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 13.5)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 14.0, 13.402173913043478)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:42.013335,"(3.8, 5.3, 5.230769230769231)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 13.833333333333334)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.2)","(8.5, 11.0, 10.84375)","(14.0, 13.5, 13.330188679245284)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:43.595320,"(3.7, 5.6, 4.975)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 13.833333333333334)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.596)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.2)","(8.5, 11.0, 10.84375)","(14.0, 13.5, 13.330188679245284)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:45.123748,"(3.7, 5.1, 4.975)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 13.642857142857142)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.614285714285715)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 13.5, 13.1875)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:46.575119,"(3.7, 5.1, 4.975)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 13.642857142857142)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.614285714285715)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 13.5, 13.1875)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:48.048866,"(3.7, 5.1, 4.975)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 13.642857142857142)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.614285714285715)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 13.5, 13.1875)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:49.404447,"(3.7, 5.1, 4.975)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 13.642857142857142)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.614285714285715)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 13.5, 12.818181818181818)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:50.730602,"(3.7, 5.1, 4.975)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 14.038461538461538)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.625)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 10.84375)","(14.0, 13.0, 12.818181818181818)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.08695652173913)"
08-12-2022 15:52:52.034494,"(3.7, 5.1, 4.975)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 14.038461538461538)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.625)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.333333333333334)","(8.5, 11.0, 11.058823529411764)","(14.0, 13.0, 12.666666666666666)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.666666666666664)"
08-12-2022 15:52:53.385669,"(3.7, 5.1, 4.957142857142857)","(10.0, 15.5, 13.785714285714285)","(10.0, 14.5, 14.038461538461538)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.607142857142858)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.2)","(8.5, 11.5, 10.987179487179487)","(14.0, 13.0, 12.9)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.666666666666664)"
08-12-2022 15:52:54.817099,"(3.7, 5.1, 4.957142857142857)","(10.0, 15.0, 13.4375)","(10.0, 14.5, 14.038461538461538)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.607142857142858)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.428571428571429)","(8.5, 11.5, 11.0)","(14.0, 14.5, 13.166666666666666)","(41.0, 65.0, 52.25)","(31.0, 36.0, 34.666666666666664)"
08-12-2022 15:52:56.437027,"(3.7, 5.3, 5.0)","(10.0, 15.0, 13.4375)","(10.0, 14.5, 14.038461538461538)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.607142857142858)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 14.772727272727273)","(8.5, 11.5, 11.0)","(14.0, 14.5, 13.75)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.666666666666664)"
08-12-2022 15:52:57.919427,"(3.7, 5.4, 4.957142857142857)","(10.0, 15.0, 13.4375)","(10.0, 14.5, 14.038461538461538)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.607142857142858)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 14.772727272727273)","(8.5, 11.5, 10.963414634146341)","(14.0, 14.0, 13.75)","(41.0, 65.0, 52.142857142857146)","(31.0, 36.0, 34.666666666666664)"
08-12-2022 15:52:59.365918,"(3.7, 5.1, 4.957142857142857)","(10.0, 15.0, 14.166666666666666)","(10.0, 14.5, 13.75)","(12.0, 13.5, 12.833333333333334)","(4.0, 4.7, 4.607142857142858)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.1)","(8.5, 11.5, 10.963414634146341)","(14.0, 14.0, 13.357142857142858)","(41.0, 65.0, 50.42857142857143)","(31.0, 36.0, 34.666666666666664)"
08-12-2022 15:53:01.044926,"(3.7, 5.1, 4.957142857142857)","(10.0, 15.0, 15.333333333333334)","(10.0, 14.5, 13.5)","(12.0, 13.5, 12.5)","(4.0, 4.7, 4.625)","(11.0, 13.0, 12.73076923076923)","(11.0, 16.0, 15.0)","(8.5, 11.5, 11.0)","(14.0, 14.0, 13.045454545454545)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.666666666666664)"
08-12-2022 15:53:02.606766,"(3.7, 5.1, 4.957142857142857)","(10.0, 16.5, 16.11111111111111)","(10.0, 14.5, 13.5)","(12.0, 13.5, 12.5)","(4.0, 4.7, 4.607142857142858)","(11.0, 13.0, 12.73076923076923)","(11.0, 15.5, 14.9)","(8.5, 11.5, 11.0)","(14.0, 14.0, 14.029411764705882)","(41.0, 65.0, 53.75)","(31.0, 36.0, 34.666666666666664)"
08-12-2022 15:53:04.167924,"(3.8, 5.1, 5.091803278688524)","(10.0, 16.5, 16.11111111111111)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.5)","(3.9, 4.7, 4.607142857142858)","(11.0, 13.0, 12.73076923076923)","(11.0, 15.5, 14.9)","(8.5, 11.5, 10.963414634146341)","(14.0, 14.5, 13.25)","(31.0, 65.0, 53.75)","(26.0, 36.0, 34.666666666666664)"
08-12-2022 15:53:05.651019,"(3.8, 5.1, 5.154545454545454)","(10.0, 16.5, 13.064516129032258)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.5)","(3.9, 4.7, 4.783333333333333)","(11.0, 13.0, 13.277777777777779)","(11.0, 15.5, 14.25)","(8.5, 11.5, 10.114285714285714)","(14.0, 14.0, 13.75)","(31.0, 65.0, 61.25)","(26.0, 36.0, 32.92307692307692)"
08-12-2022 15:53:07.111424,"(3.8, 5.3, 5.154545454545454)","(10.0, 15.0, 13.064516129032258)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.5)","(3.9, 4.8, 4.78125)","(11.0, 13.5, 13.1)","(11.0, 14.5, 14.25)","(8.5, 11.0, 10.35)","(13.0, 14.0, 13.75)","(31.0, 65.0, 61.25)","(26.0, 34.0, 32.92307692307692)"
08-12-2022 15:53:08.541519,"(3.8, 5.3, 5.154545454545454)","(10.0, 15.0, 13.061538461538461)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.5)","(3.9, 4.8, 4.78125)","(11.0, 13.5, 13.1)","(11.0, 14.5, 14.1)","(8.5, 10.5, 10.25)","(13.0, 14.0, 13.911764705882353)","(31.0, 65.0, 61.666666666666664)","(26.0, 34.0, 32.92307692307692)"
08-12-2022 15:53:10.001109,"(3.8, 5.3, 5.25)","(10.0, 15.0, 13.387096774193548)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.5)","(3.9, 4.8, 4.779545454545454)","(11.0, 13.5, 13.1)","(11.0, 14.5, 13.909090909090908)","(8.5, 10.5, 10.25)","(13.0, 14.0, 13.142857142857142)","(31.0, 65.0, 59.0)","(26.0, 34.0, 29.58823529411765)"
08-12-2022 15:53:11.495981,"(3.8, 5.3, 5.25)","(10.0, 15.0, 13.148148148148149)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.5)","(3.9, 4.8, 4.665151515151515)","(11.0, 13.5, 13.3)","(11.0, 14.0, 14.192307692307692)","(8.5, 10.5, 10.125)","(13.0, 13.5, 13.142857142857142)","(31.0, 65.0, 59.0)","(26.0, 34.0, 30.05263157894737)"
08-12-2022 15:53:13.027275,"(3.8, 5.4, 5.242857142857143)","(10.0, 15.0, 13.148148148148149)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.5)","(4.0, 4.7, 4.782978723404256)","(11.0, 13.5, 13.3)","(11.0, 14.5, 14.192307692307692)","(8.5, 10.5, 10.125)","(12.0, 13.5, 13.142857142857142)","(31.0, 65.0, 59.0)","(31.0, 34.0, 29.3125)"
08-12-2022 15:53:14.510601,"(3.8, 5.4, 5.253333333333334)","(10.0, 15.0, 13.148148148148149)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.5)","(4.0, 4.8, 4.782978723404256)","(11.0, 13.5, 12.833333333333334)","(11.0, 14.5, 13.8125)","(8.5, 10.5, 10.213636363636365)","(12.0, 13.5, 12.772727272727273)","(31.0, 65.0, 59.44444444444444)","(31.0, 34.0, 29.3125)"
08-12-2022 15:53:16.080163,"(3.8, 5.4, 5.338461538461539)","(10.0, 15.0, 14.2)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.5)","(4.0, 4.8, 4.782978723404256)","(11.0, 13.0, 13.385714285714286)","(11.0, 14.0, 13.8125)","(8.5, 10.5, 10.248000000000001)","(12.0, 14.5, 13.0625)","(31.0, 65.0, 59.0)","(31.0, 34.0, 32.8)"
08-12-2022 15:53:17.627564,"(3.8, 5.6, 5.188235294117646)","(10.0, 14.5, 13.772727272727273)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.5)","(4.0, 4.8, 4.782978723404256)","(11.0, 13.5, 13.385714285714286)","(11.0, 14.0, 14.192307692307692)","(8.5, 10.5, 10.153846153846153)","(12.0, 14.0, 13.0625)","(31.0, 65.0, 59.0)","(31.0, 34.0, 32.8)"
08-12-2022 15:53:19.153073,"(3.8, 5.3, 5.26)","(10.0, 13.5, 13.333333333333334)","(10.0, 14.5, 13.5)","(11.0, 13.0, 12.857142857142858)","(4.0, 4.8, 4.72)","(11.0, 13.5, 13.385714285714286)","(11.0, 14.5, 14.192307692307692)","(8.5, 10.5, 10.235294117647058)","(12.0, 14.0, 13.0625)","(31.0, 65.0, 59.0)","(31.0, 34.0, 32.8)"
08-12-2022 15:53:20.715911,"(3.8, 5.3, 5.26)","(10.0, 13.5, 13.333333333333334)","(10.0, 14.5, 13.5)","(11.0, 13.0, 12.857142857142858)","(4.0, 4.8, 4.72)","(11.0, 13.5, 13.385714285714286)","(11.0, 14.5, 14.192307692307692)","(8.5, 10.5, 10.235294117647058)","(12.0, 14.0, 13.0625)","(31.0, 65.0, 59.0)","(31.0, 34.0, 32.8)"
08-12-2022 15:53:22.307094,"(3.7, 5.3, 5.26)","(10.0, 13.5, 13.333333333333334)","(10.0, 14.5, 13.5)","(11.0, 13.0, 12.857142857142858)","(3.9, 4.8, 4.72)","(10.0, 13.5, 13.385714285714286)","(11.0, 14.5, 14.192307692307692)","(8.5, 10.5, 10.235294117647058)","(12.0, 14.0, 13.0625)","(31.0, 65.0, 59.0)","(26.0, 34.0, 32.8)"
08-12-2022 15:53:23.955162,"(3.7, 5.3, 5.22)","(10.0, 13.5, 13.333333333333334)","(10.0, 14.5, 13.5)","(11.0, 13.0, 12.857142857142858)","(3.9, 4.8, 4.782978723404256)","(10.0, 13.5, 13.385714285714286)","(11.0, 14.5, 14.192307692307692)","(8.5, 10.5, 10.235294117647058)","(12.0, 14.0, 13.0625)","(31.0, 65.0, 59.0)","(26.0, 34.0, 32.8)"
08-12-2022 15:53:25.823435,"(3.7, 5.3, 5.22)","(10.0, 13.5, 13.333333333333334)","(10.0, 14.5, 13.5)","(11.0, 13.0, 12.857142857142858)","(3.9, 4.8, 4.7368421052631575)","(10.0, 13.5, 13.385714285714286)","(11.0, 14.5, 14.192307692307692)","(8.5, 10.5, 10.235294117647058)","(12.0, 14.0, 12.875)","(31.0, 65.0, 59.0)","(26.0, 34.0, 32.8)"
08-12-2022 15:53:27.580473,"(3.7, 5.3, 5.227272727272727)","(10.0, 13.5, 13.333333333333334)","(10.0, 14.5, 13.5)","(11.0, 13.0, 12.857142857142858)","(3.9, 4.8, 4.7368421052631575)","(10.0, 13.5, 13.385714285714286)","(11.0, 14.5, 14.192307692307692)","(8.5, 10.5, 10.235294117647058)","(12.0, 14.0, 12.875)","(31.0, 65.0, 59.0)","(26.0, 34.0, 32.8)"
08-12-2022 15:53:29.311813,"(3.7, 5.3, 5.227272727272727)","(10.0, 13.5, 13.333333333333334)","(10.0, 14.5, 13.5)","(11.0, 13.0, 12.735294117647058)","(3.9, 4.8, 4.72)","(10.0, 13.5, 13.385714285714286)","(11.0, 14.5, 14.192307692307692)","(8.5, 10.5, 10.235294117647058)","(12.0, 14.0, 12.875)","(31.0, 65.0, 59.0)","(26.0, 34.0, 32.8)"
08-12-2022 15:53:30.897751,"(3.7, 5.3, 5.227272727272727)","(10.0, 13.5, 13.333333333333334)","(10.0, 14.5, 13.5)","(11.0, 13.5, 12.75)","(3.9, 4.8, 4.72)","(10.0, 13.5, 13.385714285714286)","(11.0, 14.5, 14.192307692307692)","(8.5, 10.5, 10.235294117647058)","(12.0, 14.0, 12.875)","(31.0, 65.0, 59.0)","(26.0, 34.0, 32.8)"
08-12-2022 15:53:32.438505,"(3.7, 5.3, 5.227272727272727)","(10.0, 13.5, 13.333333333333334)","(10.0, 14.5, 13.5)","(11.0, 13.0, 12.75)","(3.9, 4.8, 4.72)","(10.0, 13.5, 13.385714285714286)","(11.0, 14.5, 14.192307692307692)","(8.5, 10.5, 10.19047619047619)","(12.0, 14.0, 12.875)","(31.0, 65.0, 59.0)","(26.0, 34.0, 32.8)"
