,Secret Reaction,Miss Boudica,Altair Star,Special Lady,Good Day Sunshine Nz,Dont Look,Eye Better,Foxy Rose,Bramante Steps,Caruba
10-01-2023 18:47:59.149564,"(12.0, 40.0, 37.0)","(1.3, 1.35, 1.3362500000000002)","(91.0, 120.0, 104.44444444444444)","(5.0, 12.0, 11.666666666666666)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 95.0, 75.0)"
10-01-2023 18:48:00.295100,"(12.0, 40.0, 37.0)","(1.3, 1.35, 1.333076923076923)","(91.0, 120.0, 104.44444444444444)","(5.0, 12.0, 11.666666666666666)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 95.0, 75.0)"
10-01-2023 18:48:01.499845,"(12.0, 40.0, 37.0)","(1.3, 1.35, 1.333076923076923)","(91.0, 120.0, 104.44444444444444)","(5.0, 12.0, 11.666666666666666)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 95.0, 75.0)"
10-01-2023 18:48:02.717971,"(12.0, 40.0, 37.0)","(1.3, 1.35, 1.333076923076923)","(91.0, 120.0, 104.44444444444444)","(5.0, 11.5, 11.277777777777779)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 95.0, 76.25)"
10-01-2023 18:48:03.952224,"(12.0, 40.0, 37.0)","(1.3, 1.35, 1.3362500000000002)","(91.0, 120.0, 104.44444444444444)","(5.0, 11.5, 11.277777777777779)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 74.0)"
10-01-2023 18:48:05.574349,"(12.0, 40.0, 37.0)","(1.3, 1.35, 1.3358823529411765)","(91.0, 120.0, 104.44444444444444)","(5.0, 11.5, 11.277777777777779)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 70.0)"
10-01-2023 18:48:07.333971,"(13.0, 40.0, 37.0)","(1.28, 1.35, 1.3366666666666667)","(81.0, 120.0, 123.33333333333334)","(5.0, 11.5, 13.125)","(10.0, 99999, 99990)","(26.0, 40.0, 33.54838709677419)","(26.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(101.0, 190.0, 130.0)","(41.0, 100.0, 70.0)"
10-01-2023 18:48:08.559723,"(13.0, 40.0, 37.0)","(1.28, 1.35, 1.3366666666666667)","(81.0, 130.0, 125.71428571428572)","(5.0, 13.5, 12.444444444444445)","(10.0, 99999, 99990)","(26.0, 40.0, 35.6)","(26.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(101.0, 190.0, 130.0)","(41.0, 100.0, 71.66666666666667)"
10-01-2023 18:48:09.754297,"(13.0, 40.0, 37.0)","(1.28, 1.35, 1.3366666666666667)","(81.0, 140.0, 125.71428571428572)","(5.0, 13.0, 12.055555555555555)","(10.0, 99999, 99990)","(26.0, 38.0, 35.6)","(26.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(101.0, 190.0, 130.0)","(41.0, 95.0, 71.66666666666667)"
10-01-2023 18:48:10.960024,"(13.0, 40.0, 37.0)","(1.28, 1.35, 1.3366666666666667)","(81.0, 140.0, 125.71428571428572)","(5.0, 12.5, 12.1)","(10.0, 99999, 99990)","(26.0, 38.0, 35.6)","(26.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(101.0, 190.0, 130.0)","(41.0, 95.0, 71.66666666666667)"
10-01-2023 18:48:12.185216,"(13.0, 40.0, 37.0)","(1.28, 1.33, 1.3200843170320404)","(81.0, 130.0, 115.0)","(5.0, 12.5, 12.1)","(10.0, 99999, 99990)","(26.0, 38.0, 35.6)","(26.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(101.0, 190.0, 130.0)","(41.0, 95.0, 71.66666666666667)"
10-01-2023 18:48:13.453741,"(13.0, 40.0, 37.0)","(1.28, 1.33, 1.3200843170320404)","(81.0, 130.0, 115.0)","(5.0, 12.5, 11.7)","(10.0, 99999, 99990)","(26.0, 38.0, 33.54838709677419)","(26.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(101.0, 190.0, 130.0)","(41.0, 95.0, 86.25)"
10-01-2023 18:48:14.695348,"(13.0, 36.0, 30.4)","(1.28, 1.33, 1.3200843170320404)","(81.0, 130.0, 115.0)","(5.0, 12.0, 11.7)","(10.0, 99999, 99990)","(26.0, 40.0, 33.54838709677419)","(26.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(101.0, 190.0, 130.0)","(41.0, 95.0, 86.25)"
10-01-2023 18:48:15.950728,"(13.0, 36.0, 31.846153846153847)","(1.28, 1.33, 1.3121818181818183)","(81.0, 130.0, 114.0)","(5.0, 12.0, 11.025)","(10.0, 99999, 99990)","(26.0, 40.0, 34.18181818181818)","(26.0, 55.0, 45.0)","(71.0, 120.0, 97.5)","(101.0, 190.0, 164.28571428571428)","(41.0, 95.0, 89.16666666666666)"
10-01-2023 18:48:17.198647,"(13.0, 36.0, 30.857142857142858)","(1.28, 1.33, 1.3016123499142367)","(81.0, 130.0, 114.0)","(5.0, 12.0, 11.566666666666666)","(10.0, 99999, 99990)","(26.0, 40.0, 35.2)","(26.0, 55.0, 46.0)","(71.0, 120.0, 97.5)","(101.0, 190.0, 164.28571428571428)","(41.0, 95.0, 75.0)"
10-01-2023 18:48:18.396936,"(13.0, 36.0, 30.857142857142858)","(1.28, 1.31, 1.3016123499142367)","(81.0, 130.0, 115.71428571428572)","(5.0, 12.0, 11.541666666666666)","(10.0, 99999, 99990)","(26.0, 40.0, 36.16)","(26.0, 50.0, 46.0)","(71.0, 120.0, 100.0)","(101.0, 190.0, 164.28571428571428)","(41.0, 95.0, 77.5)"
10-01-2023 18:48:19.627170,"(13.0, 36.0, 31.285714285714285)","(1.28, 1.31, 1.3027289377289377)","(81.0, 130.0, 115.71428571428572)","(5.0, 12.0, 11.541666666666666)","(10.0, 99999, 99990)","(26.0, 40.0, 36.16)","(26.0, 50.0, 46.0)","(71.0, 120.0, 100.0)","(101.0, 190.0, 164.28571428571428)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:20.875043,"(13.0, 36.0, 33.1764705882353)","(1.28, 1.31, 1.3009670781893004)","(81.0, 130.0, 112.5)","(5.0, 12.0, 11.2)","(10.0, 99999, 99990)","(26.0, 40.0, 36.166666666666664)","(26.0, 50.0, 43.75)","(71.0, 120.0, 105.0)","(101.0, 190.0, 123.33333333333333)","(41.0, 90.0, 75.71428571428571)"
10-01-2023 18:48:22.064750,"(13.0, 36.0, 34.5)","(1.28, 1.31, 1.293588785046729)","(81.0, 130.0, 118.0)","(5.0, 12.0, 11.555555555555555)","(10.0, 99999, 99990)","(26.0, 40.0, 36.166666666666664)","(26.0, 55.0, 42.142857142857146)","(71.0, 120.0, 105.0)","(101.0, 190.0, 168.33333333333331)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:23.289877,"(13.0, 38.0, 35.529411764705884)","(1.28, 1.31, 1.293948811700183)","(81.0, 130.0, 116.0)","(5.0, 12.0, 11.555555555555555)","(10.0, 99999, 99990)","(26.0, 40.0, 36.166666666666664)","(26.0, 55.0, 42.142857142857146)","(71.0, 120.0, 143.33333333333334)","(101.0, 180.0, 167.14285714285714)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:24.579198,"(13.0, 38.0, 35.529411764705884)","(1.28, 1.31, 1.2924048096192384)","(81.0, 120.0, 116.0)","(5.0, 12.0, 11.6)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 43.75)","(71.0, 170.0, 152.22222222222223)","(101.0, 190.0, 175.45454545454544)","(41.0, 90.0, 84.28571428571429)"
10-01-2023 18:48:25.804314,"(13.0, 38.0, 34.857142857142854)","(1.28, 1.31, 1.2922626262626262)","(81.0, 120.0, 117.5)","(5.0, 12.0, 11.6)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 43.75)","(71.0, 170.0, 151.25)","(101.0, 190.0, 175.45454545454544)","(41.0, 90.0, 84.28571428571429)"
10-01-2023 18:48:26.992272,"(13.0, 38.0, 34.61538461538461)","(1.28, 1.31, 1.2963013698630137)","(81.0, 120.0, 117.5)","(5.0, 12.0, 11.6)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 46.81818181818182)","(71.0, 160.0, 136.66666666666669)","(101.0, 190.0, 175.45454545454544)","(41.0, 90.0, 85.0)"
10-01-2023 18:48:28.234104,"(13.0, 38.0, 34.61538461538461)","(1.28, 1.31, 1.2963013698630137)","(81.0, 120.0, 117.5)","(5.0, 12.0, 12.25)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 45.25)","(71.0, 150.0, 136.66666666666669)","(101.0, 190.0, 175.45454545454544)","(41.0, 90.0, 83.33333333333333)"
10-01-2023 18:48:29.539052,"(13.0, 38.0, 34.888888888888886)","(1.28, 1.29, 1.2827692307692309)","(81.0, 120.0, 117.5)","(5.0, 13.0, 12.458333333333334)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 48.5)","(71.0, 150.0, 125.0)","(101.0, 190.0, 175.45454545454544)","(41.0, 90.0, 83.33333333333333)"
10-01-2023 18:48:30.796149,"(13.0, 38.0, 34.888888888888886)","(1.28, 1.32, 1.3046428571428572)","(81.0, 120.0, 117.5)","(5.0, 13.5, 12.142857142857142)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 48.5)","(71.0, 150.0, 125.0)","(101.0, 190.0, 167.27272727272725)","(41.0, 90.0, 83.33333333333333)"
10-01-2023 18:48:32.004301,"(13.0, 36.0, 35.2)","(1.28, 1.32, 1.3046428571428572)","(81.0, 120.0, 117.5)","(5.0, 13.0, 12.142857142857142)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 140.0, 125.0)","(101.0, 180.0, 167.27272727272725)","(41.0, 90.0, 83.33333333333333)"
10-01-2023 18:48:33.210626,"(13.0, 36.0, 35.2)","(1.26, 1.32, 1.3046428571428572)","(81.0, 120.0, 117.5)","(5.0, 13.0, 12.142857142857142)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 140.0, 125.0)","(101.0, 180.0, 167.27272727272725)","(41.0, 90.0, 83.33333333333333)"
10-01-2023 18:48:34.396089,"(13.0, 36.0, 35.2)","(1.26, 1.32, 1.3046428571428572)","(81.0, 120.0, 117.5)","(5.0, 13.0, 12.142857142857142)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 140.0, 125.0)","(101.0, 180.0, 167.27272727272725)","(41.0, 90.0, 126.0)"
10-01-2023 18:48:35.702677,"(13.0, 36.0, 35.2)","(1.26, 1.34, 1.315)","(81.0, 120.0, 117.5)","(5.0, 13.0, 11.9375)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 140.0, 119.16666666666667)","(101.0, 180.0, 167.27272727272725)","(41.0, 140.0, 104.28571428571428)"
10-01-2023 18:48:37.021444,"(13.0, 36.0, 35.55555555555556)","(1.26, 1.34, 1.3230434782608695)","(81.0, 120.0, 117.5)","(5.0, 12.5, 11.9375)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 140.0, 119.16666666666667)","(101.0, 180.0, 167.27272727272725)","(41.0, 130.0, 81.42857142857143)"
10-01-2023 18:48:38.269710,"(13.0, 36.0, 35.2)","(1.26, 1.33, 1.3230434782608695)","(81.0, 120.0, 117.5)","(5.0, 12.5, 12.05)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 140.0, 115.0)","(101.0, 180.0, 167.27272727272725)","(41.0, 90.0, 81.42857142857143)"
10-01-2023 18:48:39.573739,"(13.0, 36.0, 35.2)","(1.26, 1.33, 1.3230434782608695)","(81.0, 120.0, 117.5)","(5.0, 12.5, 12.05)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 140.0, 118.57142857142857)","(101.0, 180.0, 159.0909090909091)","(41.0, 90.0, 81.42857142857143)"
10-01-2023 18:48:40.812015,"(13.0, 36.0, 35.2)","(1.26, 1.33, 1.3230434782608695)","(81.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 130.0, 110.0)","(101.0, 170.0, 159.0909090909091)","(41.0, 90.0, 81.42857142857143)"
10-01-2023 18:48:42.085833,"(13.0, 36.0, 35.2)","(1.26, 1.33, 1.3230434782608695)","(81.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 130.0, 108.18181818181819)","(101.0, 170.0, 159.0909090909091)","(41.0, 90.0, 81.42857142857143)"
10-01-2023 18:48:43.300317,"(13.0, 36.0, 35.2)","(1.26, 1.33, 1.3230434782608695)","(81.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 130.0, 108.18181818181819)","(101.0, 170.0, 159.0909090909091)","(41.0, 90.0, 81.42857142857143)"
10-01-2023 18:48:44.620509,"(13.0, 36.0, 35.2)","(1.26, 1.33, 1.3230434782608695)","(81.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 130.0, 108.18181818181819)","(101.0, 170.0, 159.0909090909091)","(41.0, 90.0, 81.42857142857143)"
10-01-2023 18:48:45.942380,"(13.0, 36.0, 35.2)","(1.26, 1.33, 1.313658536585366)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 130.0, 108.18181818181819)","(101.0, 170.0, 159.0909090909091)","(41.0, 90.0, 81.42857142857143)"
10-01-2023 18:48:47.229634,"(13.0, 36.0, 35.2)","(1.26, 1.33, 1.313658536585366)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 130.0, 110.0)","(101.0, 170.0, 159.0909090909091)","(41.0, 90.0, 81.42857142857143)"
10-01-2023 18:48:48.481043,"(13.0, 36.0, 35.2)","(1.26, 1.33, 1.313658536585366)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 49.09090909090909)","(71.0, 130.0, 110.0)","(101.0, 170.0, 159.0909090909091)","(41.0, 90.0, 81.42857142857143)"
10-01-2023 18:48:49.648843,"(13.0, 36.0, 35.2)","(1.26, 1.33, 1.3160416666666668)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 47.5)","(71.0, 130.0, 110.0)","(101.0, 170.0, 136.66666666666666)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:50.793281,"(13.0, 36.0, 33.0)","(1.26, 1.33, 1.3160416666666668)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 40.0, 36.32)","(26.0, 55.0, 47.5)","(71.0, 130.0, 110.0)","(101.0, 170.0, 136.66666666666666)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:51.979432,"(13.0, 36.0, 31.0)","(1.24, 1.33, 1.3209433962264152)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.875)","(10.0, 99999, 99990)","(26.0, 40.0, 36.8)","(26.0, 55.0, 47.5)","(71.0, 130.0, 110.0)","(101.0, 170.0, 136.66666666666666)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:53.213416,"(13.0, 36.0, 31.0)","(1.24, 1.34, 1.3329670329670331)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 38.0, 37.0)","(26.0, 55.0, 47.5)","(71.0, 130.0, 110.0)","(101.0, 170.0, 136.66666666666666)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:54.439723,"(13.0, 34.0, 32.0)","(1.24, 1.34, 1.3338709677419356)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 38.0, 37.0)","(26.0, 55.0, 47.5)","(71.0, 130.0, 110.0)","(101.0, 170.0, 194.54545454545453)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:55.767245,"(13.0, 34.0, 32.0)","(1.24, 1.33, 1.3180434782608696)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 38.0, 37.0)","(26.0, 55.0, 47.5)","(71.0, 130.0, 110.0)","(101.0, 200.0, 194.54545454545453)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:57.033423,"(13.0, 34.0, 32.0)","(1.24, 1.32, 1.3180434782608696)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.9375)","(10.0, 99999, 99990)","(26.0, 38.0, 37.0)","(26.0, 55.0, 47.5)","(71.0, 130.0, 111.81818181818181)","(101.0, 200.0, 194.54545454545453)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:58.323776,"(13.0, 34.0, 32.0)","(1.24, 1.32, 1.3180434782608696)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.9375)","(10.0, 99999, 99990)","(26.0, 38.0, 37.0)","(26.0, 55.0, 47.5)","(71.0, 130.0, 110.0)","(101.0, 200.0, 194.54545454545453)","(41.0, 90.0, 80.0)"
10-01-2023 18:48:59.510726,"(13.0, 34.0, 32.0)","(1.24, 1.32, 1.3180434782608696)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.9375)","(10.0, 99999, 99990)","(26.0, 38.0, 37.0)","(26.0, 55.0, 48.0)","(71.0, 130.0, 110.0)","(101.0, 200.0, 226.8421052631579)","(41.0, 90.0, 80.0)"
10-01-2023 18:49:00.707007,"(13.0, 32.0, 31.0)","(1.24, 1.32, 1.3180434782608696)","(91.0, 120.0, 115.55555555555556)","(5.0, 12.5, 11.9375)","(10.0, 99999, 99990)","(26.0, 38.0, 37.0)","(26.0, 50.0, 48.0)","(71.0, 130.0, 110.0)","(101.0, 230.0, 226.8421052631579)","(41.0, 90.0, 80.0)"
10-01-2023 18:49:01.908000,"(13.0, 32.0, 31.0)","(1.24, 1.32, 1.314375)","(91.0, 120.0, 117.5)","(5.0, 12.5, 11.9375)","(10.0, 99999, 99990)","(26.0, 38.0, 37.0)","(26.0, 50.0, 48.0)","(71.0, 130.0, 110.0)","(101.0, 230.0, 226.8421052631579)","(41.0, 90.0, 80.0)"
10-01-2023 18:49:03.082437,"(13.0, 32.0, 31.0)","(1.24, 1.32, 1.314375)","(91.0, 120.0, 161.25)","(5.0, 12.5, 11.9375)","(10.0, 99999, 99990)","(26.0, 38.0, 36.25)","(26.0, 50.0, 48.666666666666664)","(71.0, 130.0, 110.0)","(101.0, 230.0, 226.8421052631579)","(41.0, 90.0, 83.33333333333333)"
10-01-2023 18:49:04.321367,"(13.0, 32.0, 31.0)","(1.24, 1.32, 1.314375)","(91.0, 170.0, 161.25)","(5.0, 12.5, 11.9375)","(10.0, 99999, 99990)","(26.0, 38.0, 36.25)","(26.0, 50.0, 48.666666666666664)","(71.0, 130.0, 110.0)","(101.0, 230.0, 195.71428571428572)","(41.0, 90.0, 83.33333333333333)"
10-01-2023 18:49:05.632376,"(13.0, 32.0, 31.0)","(1.24, 1.32, 1.3142857142857143)","(91.0, 190.0, 206.66666666666669)","(5.0, 12.5, 11.9375)","(10.0, 99999, 99990)","(26.0, 38.0, 36.25)","(26.0, 50.0, 48.666666666666664)","(71.0, 130.0, 110.0)","(101.0, 200.0, 195.71428571428572)","(41.0, 90.0, 83.33333333333333)"
10-01-2023 18:49:07.104062,"(13.0, 32.0, 31.0)","(1.24, 1.32, 1.3072222222222223)","(91.0, 220.0, 206.66666666666669)","(5.0, 12.5, 11.9375)","(10.0, 99999, 99990)","(26.0, 38.0, 35.6875)","(26.0, 50.0, 48.666666666666664)","(71.0, 130.0, 111.81818181818181)","(101.0, 200.0, 195.71428571428572)","(41.0, 90.0, 84.0)"
10-01-2023 18:49:08.445351,"(13.0, 32.0, 31.0)","(1.24, 1.31, 1.3147058823529412)","(91.0, 220.0, 188.0)","(5.0, 12.5, 12.05)","(10.0, 99999, 99990)","(26.0, 40.0, 35.6875)","(26.0, 50.0, 48.666666666666664)","(71.0, 130.0, 115.71428571428572)","(101.0, 200.0, 195.71428571428572)","(41.0, 90.0, 84.0)"
10-01-2023 18:49:09.897675,"(13.0, 32.0, 31.0)","(1.24, 1.32, 1.318888888888889)","(91.0, 210.0, 173.33333333333331)","(5.0, 12.5, 12.05)","(10.0, 99999, 99990)","(26.0, 40.0, 35.6875)","(26.0, 50.0, 48.666666666666664)","(71.0, 120.0, 115.71428571428572)","(101.0, 200.0, 195.71428571428572)","(41.0, 90.0, 84.0)"
10-01-2023 18:49:11.190893,"(13.0, 32.0, 29.857142857142858)","(1.24, 1.33, 1.3225)","(91.0, 210.0, 121.81818181818181)","(5.0, 12.5, 12.05)","(10.0, 99999, 99990)","(26.0, 40.0, 35.6875)","(26.0, 50.0, 48.666666666666664)","(71.0, 120.0, 115.71428571428572)","(101.0, 200.0, 195.71428571428572)","(41.0, 90.0, 116.25)"
10-01-2023 18:49:12.650986,"(13.0, 27.0, 25.0)","(1.24, 1.34, 1.3325)","(91.0, 130.0, 161.25)","(5.0, 12.5, 11.91304347826087)","(10.0, 99999, 99990)","(26.0, 40.0, 34.888888888888886)","(26.0, 50.0, 48.0)","(71.0, 120.0, 115.71428571428572)","(101.0, 200.0, 188.94736842105263)","(41.0, 130.0, 102.0)"
10-01-2023 18:49:13.886290,"(13.0, 27.0, 23.0)","(1.24, 1.34, 1.3325)","(91.0, 170.0, 157.27272727272728)","(5.0, 12.5, 11.91304347826087)","(11.0, 99999, 99990)","(26.0, 40.0, 34.8)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 190.0, 216.95652173913044)","(41.0, 120.0, 101.25)"
10-01-2023 18:49:15.137327,"(13.0, 26.0, 23.5)","(1.24, 1.33, 1.3239130434782609)","(91.0, 190.0, 157.27272727272728)","(5.0, 12.5, 11.789473684210526)","(11.0, 99999, 99990)","(26.0, 40.0, 35.411764705882355)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 216.95652173913044)","(41.0, 110.0, 83.33333333333333)"
10-01-2023 18:49:16.404411,"(13.0, 26.0, 23.5)","(1.24, 1.33, 1.3206666666666667)","(91.0, 190.0, 188.1818181818182)","(5.0, 12.5, 11.789473684210526)","(11.0, 99999, 99990)","(26.0, 40.0, 35.411764705882355)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 226.8421052631579)","(41.0, 100.0, 83.33333333333333)"
10-01-2023 18:49:17.673163,"(13.0, 26.0, 25.133333333333333)","(1.24, 1.33, 1.3250000000000002)","(91.0, 210.0, 188.1818181818182)","(5.0, 12.5, 11.789473684210526)","(11.0, 99999, 99990)","(26.0, 40.0, 35.411764705882355)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 226.8421052631579)","(41.0, 100.0, 92.85714285714286)"
10-01-2023 18:49:18.920287,"(13.0, 26.0, 25.133333333333333)","(1.24, 1.33, 1.3250000000000002)","(91.0, 210.0, 188.1818181818182)","(5.0, 12.5, 11.65625)","(11.0, 99999, 99990)","(26.0, 40.0, 35.411764705882355)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 224.54545454545453)","(41.0, 100.0, 92.85714285714286)"
10-01-2023 18:49:20.132910,"(13.0, 26.0, 24.194444444444443)","(1.24, 1.33, 1.3250000000000002)","(91.0, 210.0, 196.66666666666669)","(5.0, 12.5, 11.65625)","(11.0, 99999, 99990)","(26.0, 40.0, 35.411764705882355)","(26.0, 50.0, 48.0)","(81.0, 120.0, 110.0)","(101.0, 230.0, 224.54545454545453)","(41.0, 100.0, 89.28571428571429)"
10-01-2023 18:49:21.353715,"(13.0, 26.0, 24.194444444444443)","(1.24, 1.33, 1.3121428571428573)","(91.0, 200.0, 188.88888888888889)","(5.0, 12.5, 11.807692307692308)","(11.0, 99999, 99990)","(26.0, 40.0, 35.411764705882355)","(26.0, 50.0, 48.0)","(81.0, 120.0, 110.0)","(101.0, 230.0, 224.54545454545453)","(41.0, 95.0, 89.28571428571429)"
10-01-2023 18:49:22.657994,"(13.0, 26.0, 22.666666666666668)","(1.24, 1.33, 1.3164705882352943)","(91.0, 200.0, 188.88888888888889)","(5.0, 12.5, 11.807692307692308)","(11.0, 99999, 99990)","(26.0, 40.0, 35.411764705882355)","(26.0, 50.0, 48.0)","(81.0, 120.0, 110.0)","(101.0, 230.0, 224.54545454545453)","(41.0, 95.0, 89.28571428571429)"
10-01-2023 18:49:23.951114,"(13.0, 26.0, 22.666666666666668)","(1.24, 1.32, 1.3164705882352943)","(91.0, 200.0, 188.88888888888889)","(5.0, 12.5, 11.807692307692308)","(11.0, 99999, 99990)","(26.0, 40.0, 35.411764705882355)","(26.0, 50.0, 48.0)","(81.0, 120.0, 110.0)","(101.0, 230.0, 225.0)","(41.0, 95.0, 89.28571428571429)"
10-01-2023 18:49:25.164744,"(13.0, 26.0, 22.666666666666668)","(1.24, 1.32, 1.3164705882352943)","(91.0, 200.0, 171.0)","(5.0, 12.5, 11.75)","(11.0, 99999, 99990)","(26.0, 40.0, 35.54838709677419)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 225.0)","(41.0, 95.0, 89.28571428571429)"
10-01-2023 18:49:26.361260,"(13.0, 26.0, 23.6)","(1.24, 1.32, 1.3164705882352943)","(91.0, 180.0, 171.0)","(5.0, 12.5, 11.75)","(11.0, 99999, 99990)","(26.0, 40.0, 35.4)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 225.0)","(41.0, 95.0, 89.28571428571429)"
10-01-2023 18:49:27.532611,"(13.0, 26.0, 23.6)","(1.24, 1.32, 1.3164705882352943)","(91.0, 180.0, 171.0)","(5.0, 12.5, 11.681818181818182)","(11.0, 99999, 99990)","(26.0, 40.0, 35.4)","(26.0, 50.0, 48.0)","(81.0, 120.0, 115.71428571428572)","(101.0, 230.0, 220.76923076923077)","(41.0, 95.0, 89.28571428571429)"
