,Realaide,Top Boy,Vantan Express,Danezel,Sequin Dress,Rose Of Duporth,The Brumby
08-01-2023 14:20:24.863280,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.341176470588236)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.2)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:25.963538,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.341176470588236)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.2)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:27.013120,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.341176470588236)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.2)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:28.041971,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.341176470588236)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.2)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:29.035163,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.341176470588236)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.2)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:30.008991,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.341176470588236)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.2)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:30.894292,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.341176470588236)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.2)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:31.814465,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.216)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.2)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:32.854560,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.216)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.2)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:33.880849,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:34.941448,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:36.015525,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:37.148370,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:38.227832,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:39.274245,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:40.265317,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:41.228761,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:42.164425,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:43.147977,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:44.160095,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:45.223967,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:46.263759,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.0, 17.0)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:47.301576,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.0, 16.8)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:48.362414,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0249999999999995)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:49.403793,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:50.481107,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:51.580157,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:52.598587,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:53.624949,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:54.702824,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:55.765752,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:56.797417,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:57.927431,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.67)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:58.919382,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.8, 7.628571428571428)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:20:59.945581,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.8, 7.266666666666667)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.8)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:21:00.927995,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.8, 7.517647058823529)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0)","(31.0, 140.0, 73.33333333333334)"
08-01-2023 14:21:01.972768,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.6875)","(4.4, 5.5, 5.38)","(10.0, 19.5, 17.0)","(3.4, 4.1, 4.0)","(31.0, 140.0, 100.0)"
08-01-2023 14:21:03.035566,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.6875)","(4.4, 5.5, 5.38)","(10.0, 19.0, 16.0)","(3.4, 4.1, 4.0)","(31.0, 140.0, 100.0)"
08-01-2023 14:21:04.154304,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.6875)","(4.4, 5.5, 5.38)","(10.0, 19.0, 16.0)","(3.4, 4.1, 4.0)","(31.0, 140.0, 100.0)"
08-01-2023 14:21:05.232483,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.6875)","(4.4, 5.5, 5.38)","(10.0, 19.0, 16.0)","(3.4, 4.1, 4.0)","(31.0, 140.0, 100.0)"
08-01-2023 14:21:06.299852,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.6875)","(4.4, 5.5, 5.38)","(10.0, 19.0, 16.0)","(3.4, 4.1, 4.0)","(31.0, 140.0, 100.0)"
08-01-2023 14:21:07.391592,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.6875)","(4.4, 5.5, 5.38)","(10.0, 19.0, 16.0)","(3.4, 4.1, 4.0)","(31.0, 140.0, 100.0)"
08-01-2023 14:21:08.428884,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.705882352941177)","(4.4, 5.5, 5.38)","(10.0, 19.0, 16.0)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:09.403982,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.705882352941177)","(4.4, 5.5, 5.38)","(10.0, 19.0, 16.555555555555557)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:10.402373,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.705882352941177)","(4.4, 5.5, 5.38)","(10.0, 19.0, 16.227272727272727)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:11.385116,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.705882352941177)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.227272727272727)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:12.408023,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.705882352941177)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.833333333333332)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:13.499883,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.285714285714286)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.833333333333332)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:14.557508,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.0)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.833333333333332)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:15.621981,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.0)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.833333333333332)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:16.665723,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.833333333333332)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:17.700486,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.833333333333332)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:18.649090,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.833333333333332)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:19.662251,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.3)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.833333333333332)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:20.670883,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.8)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.833333333333332)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:21.692181,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.9)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:22.705027,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.933333333333334)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:23.684100,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.933333333333334)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:24.679953,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.933333333333334)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:25.739594,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:27.099343,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:28.308848,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:29.525068,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:30.750812,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:31.872024,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:32.896469,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:33.888408,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:34.918472,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:36.006206,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:37.024258,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 18.456521739130434)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:38.145060,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.357142857142858)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:39.183068,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.357142857142858)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:40.200937,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.357142857142858)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:41.206548,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.357142857142858)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:42.213682,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.357142857142858)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:43.265925,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.166666666666668)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:44.380269,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 7.0, 6.866666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.166666666666668)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:45.468055,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.533333333333333)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.166666666666668)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:46.497008,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.533333333333333)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.166666666666668)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:47.538346,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.066666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.166666666666668)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:48.534103,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.066666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 17.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:49.562317,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.066666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 17.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:50.612977,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.066666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 17.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:51.740569,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.066666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:52.855707,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.066666666666666)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:53.985536,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.844444444444444)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:55.076475,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.844444444444444)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:56.017951,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.844444444444444)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:56.992745,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.844444444444444)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:58.018896,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.844444444444444)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:21:59.071435,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.844444444444444)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:22:00.139245,"(15.0, 30.0, 25.764705882352942)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.844444444444444)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:22:01.182415,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.844444444444444)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:22:02.221180,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.844444444444444)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
08-01-2023 14:22:03.227139,"(15.0, 30.0, 25.333333333333332)","(2.9, 3.4, 3.3249999999999997)","(5.0, 8.0, 7.844444444444444)","(4.4, 5.5, 5.38)","(10.0, 19.5, 16.5)","(3.4, 4.1, 4.0375)","(31.0, 140.0, 120.0)"
