,My Catalina,Starburst Candy,Just A Brew,Major Sentence,Donnington Girl,Lederhosen Boy,Rumour Is
12-01-2023 17:52:37.147474,"(1.75, 2.6, 2.376)","(10.0, 14.0, 13.25)","(41.0, 100.0, 79.36842105263158)","(41.0, 340.0, 190.0)","(3.7, 4.9, 4.375)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:38.138602,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 79.36842105263158)","(41.0, 340.0, 190.0)","(3.7, 4.9, 4.525)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:39.128797,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 79.36842105263158)","(41.0, 340.0, 190.0)","(3.7, 4.9, 4.525)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:40.142884,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 79.36842105263158)","(41.0, 340.0, 190.0)","(3.7, 4.9, 4.525)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:41.138791,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 79.36842105263158)","(41.0, 340.0, 206.66666666666669)","(3.7, 4.9, 4.525)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:42.062331,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 79.36842105263158)","(41.0, 340.0, 206.66666666666669)","(3.7, 4.9, 4.525)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:43.036683,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 79.36842105263158)","(41.0, 340.0, 206.66666666666669)","(3.7, 4.9, 4.525)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:44.053973,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 79.36842105263158)","(41.0, 340.0, 206.66666666666669)","(3.7, 4.9, 4.525)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:45.065253,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 79.36842105263158)","(41.0, 340.0, 206.66666666666669)","(3.7, 4.9, 4.525)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:46.083035,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 79.36842105263158)","(41.0, 340.0, 206.66666666666669)","(3.7, 4.9, 4.525)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:47.135009,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 91.07692307692307)","(41.0, 340.0, 206.66666666666669)","(3.7, 4.9, 4.566666666666667)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:48.238604,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 95.0, 91.07692307692307)","(41.0, 340.0, 206.66666666666669)","(3.7, 4.9, 4.566666666666667)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:49.270074,"(1.75, 2.58, 2.4973333333333336)","(10.0, 14.0, 13.25)","(41.0, 100.0, 51.0)","(41.0, 340.0, 240.0)","(3.7, 4.9, 4.566666666666667)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:50.222418,"(1.75, 2.56, 2.48)","(10.0, 14.0, 13.25)","(41.0, 100.0, 54.5)","(41.0, 340.0, 240.0)","(3.7, 4.9, 4.633333333333334)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:51.267882,"(1.75, 2.54, 2.462666666666667)","(10.0, 14.0, 13.25)","(41.0, 100.0, 66.9090909090909)","(41.0, 340.0, 240.0)","(3.7, 4.9, 4.760000000000001)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:52.302120,"(1.75, 2.6, 2.376)","(10.0, 14.0, 13.25)","(41.0, 100.0, 78.58823529411765)","(41.0, 340.0, 213.33333333333334)","(3.7, 4.9, 4.681818181818182)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:53.376780,"(1.75, 2.6, 2.3381818181818184)","(10.0, 14.0, 12.8)","(41.0, 100.0, 78.58823529411765)","(41.0, 340.0, 213.33333333333334)","(3.7, 4.9, 4.566666666666667)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:54.391430,"(1.75, 2.56, 2.48)","(10.0, 14.0, 12.8)","(41.0, 100.0, 78.58823529411765)","(41.0, 340.0, 213.33333333333334)","(3.7, 4.9, 4.7)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:55.352053,"(1.75, 2.5, 2.428)","(10.0, 14.0, 12.8)","(41.0, 100.0, 56.25)","(41.0, 340.0, 213.33333333333334)","(3.7, 4.9, 4.677777777777778)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:56.327106,"(1.75, 2.56, 2.48)","(10.0, 14.0, 11.333333333333334)","(41.0, 100.0, 81.57894736842105)","(41.0, 340.0, 213.33333333333334)","(3.7, 4.9, 4.677777777777778)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:57.378356,"(1.75, 2.56, 2.48)","(10.0, 14.0, 11.333333333333334)","(41.0, 100.0, 81.57894736842105)","(41.0, 340.0, 213.33333333333334)","(3.7, 4.9, 4.677777777777778)","(4.2, 5.9, 5.25)","(14.0, 30.0, 27.647058823529413)"
12-01-2023 17:52:58.338840,"(1.75, 2.56, 2.48)","(10.0, 14.0, 11.333333333333334)","(41.0, 100.0, 81.57894736842105)","(41.0, 340.0, 213.33333333333334)","(3.7, 4.9, 4.488235294117647)","(4.2, 5.9, 4.762499999999999)","(14.0, 30.0, 28.0)"
12-01-2023 17:52:59.227534,"(1.75, 2.56, 2.44)","(10.0, 14.0, 11.346153846153847)","(41.0, 100.0, 83.33333333333333)","(41.0, 340.0, 213.33333333333334)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 4.6866666666666665)","(14.0, 30.0, 28.476190476190474)"
12-01-2023 17:53:00.205463,"(1.75, 2.54, 2.424)","(10.0, 14.0, 11.346153846153847)","(41.0, 100.0, 83.33333333333333)","(41.0, 340.0, 213.33333333333334)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 4.6866666666666665)","(14.0, 30.0, 28.476190476190474)"
12-01-2023 17:53:01.227857,"(1.75, 2.54, 2.424)","(10.0, 14.0, 11.346153846153847)","(41.0, 100.0, 83.33333333333333)","(41.0, 340.0, 213.33333333333334)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 4.6866666666666665)","(14.0, 30.0, 28.476190476190474)"
12-01-2023 17:53:02.108246,"(1.75, 2.58, 2.511111111111111)","(10.0, 14.0, 9.783333333333333)","(41.0, 100.0, 83.33333333333333)","(41.0, 340.0, 213.33333333333334)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 4.6866666666666665)","(14.0, 30.0, 28.476190476190474)"
12-01-2023 17:53:03.088579,"(1.75, 2.56, 2.2793548387096774)","(10.0, 13.5, 12.0375)","(41.0, 100.0, 85.29411764705883)","(41.0, 340.0, 213.33333333333334)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 5.3123287671232875)","(14.0, 30.0, 28.476190476190474)"
12-01-2023 17:53:04.153535,"(1.75, 2.5, 2.4691428571428573)","(10.0, 13.5, 12.1125)","(41.0, 100.0, 83.33333333333333)","(41.0, 340.0, 245.0)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 5.295774647887324)","(14.0, 30.0, 28.476190476190474)"
12-01-2023 17:53:05.161418,"(1.75, 2.46, 2.405945945945946)","(10.0, 13.5, 12.575)","(41.0, 100.0, 83.33333333333333)","(41.0, 340.0, 245.0)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 4.944736842105263)","(14.0, 30.0, 28.476190476190474)"
12-01-2023 17:53:06.127111,"(1.75, 2.42, 2.3492307692307692)","(10.0, 13.5, 12.646153846153846)","(41.0, 100.0, 83.33333333333333)","(41.0, 340.0, 245.0)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 4.9925)","(14.0, 30.0, 28.5)"
12-01-2023 17:53:07.186926,"(1.75, 2.38, 2.3345945945945945)","(10.0, 13.5, 12.333333333333334)","(41.0, 100.0, 83.33333333333333)","(41.0, 340.0, 220.0)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 4.9925)","(14.0, 30.0, 28.5)"
12-01-2023 17:53:08.273342,"(1.75, 2.34, 2.333448275862069)","(10.0, 13.5, 10.403846153846153)","(41.0, 100.0, 82.3529411764706)","(41.0, 340.0, 220.0)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 4.9925)","(14.0, 30.0, 28.5)"
12-01-2023 17:53:09.414412,"(1.75, 2.3, 2.256)","(10.0, 13.0, 11.8)","(41.0, 100.0, 83.33333333333333)","(41.0, 340.0, 250.0)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 4.9925)","(14.0, 30.0, 28.5)"
12-01-2023 17:53:10.445754,"(1.75, 2.26, 2.1917647058823526)","(10.0, 13.0, 11.8)","(41.0, 100.0, 83.33333333333333)","(41.0, 340.0, 250.0)","(3.7, 5.0, 4.488235294117647)","(4.2, 5.9, 5.133333333333333)","(14.0, 30.0, 28.5)"
12-01-2023 17:53:11.463887,"(1.75, 2.22, 2.1533333333333333)","(10.0, 13.0, 11.8)","(41.0, 100.0, 76.92307692307692)","(41.0, 340.0, 250.0)","(3.7, 5.0, 4.503448275862069)","(4.2, 5.8, 5.133333333333333)","(14.0, 30.0, 28.5)"
12-01-2023 17:53:12.464817,"(1.75, 2.18, 2.132941176470588)","(10.0, 13.0, 11.8)","(41.0, 100.0, 82.0)","(41.0, 340.0, 250.0)","(3.7, 5.0, 4.503448275862069)","(4.2, 5.8, 5.133333333333333)","(14.0, 30.0, 28.5)"
12-01-2023 17:53:13.499504,"(1.75, 2.16, 2.030869565217391)","(10.0, 13.0, 11.8)","(41.0, 100.0, 83.125)","(41.0, 340.0, 250.0)","(3.7, 5.0, 4.503448275862069)","(4.2, 5.8, 5.133333333333333)","(14.0, 30.0, 27.81818181818182)"
12-01-2023 17:53:14.479170,"(1.75, 2.14, 2.1100000000000003)","(10.0, 13.0, 11.8)","(41.0, 100.0, 65.71428571428571)","(41.0, 340.0, 250.0)","(3.7, 5.0, 4.503448275862069)","(4.2, 5.8, 4.97948717948718)","(14.0, 30.0, 24.75)"
12-01-2023 17:53:15.452509,"(1.75, 2.14, 2.1100000000000003)","(10.0, 13.0, 11.8)","(41.0, 100.0, 85.0)","(41.0, 350.0, 260.0)","(3.7, 5.0, 4.503448275862069)","(4.2, 5.8, 5.5875)","(14.0, 30.0, 24.75)"
12-01-2023 17:53:16.420373,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 85.0)","(41.0, 350.0, 260.0)","(3.7, 5.0, 4.466666666666667)","(4.2, 5.7, 5.5875)","(14.0, 30.0, 24.75)"
12-01-2023 17:53:17.358528,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 85.0)","(41.0, 400.0, 246.66666666666669)","(3.7, 5.0, 4.555555555555555)","(4.2, 5.7, 5.5875)","(14.0, 30.0, 24.75)"
12-01-2023 17:53:18.343036,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 82.5)","(41.0, 400.0, 275.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.5875)","(14.0, 30.0, 24.75)"
12-01-2023 17:53:19.311367,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 82.5)","(41.0, 380.0, 275.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.5875)","(14.0, 30.0, 24.75)"
12-01-2023 17:53:20.286102,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 275.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.5875)","(14.0, 30.0, 28.4)"
12-01-2023 17:53:21.249753,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 280.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.5875)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:22.200392,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 280.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.69010989010989)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:23.275389,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 280.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.300000000000001)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:24.333563,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 280.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.627272727272727)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:25.383463,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 280.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.5600000000000005)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:26.380086,"(1.75, 2.14, 2.065)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 280.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.5600000000000005)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:27.396278,"(1.75, 2.1, 2.056)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 280.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.5600000000000005)","(14.0, 30.0, 24.75)"
12-01-2023 17:53:28.521531,"(1.75, 2.1, 2.056)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 280.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.7, 5.088888888888889)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:29.558108,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 280.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.8, 5.088888888888889)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:30.481236,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 280.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.8, 5.088888888888889)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:31.516673,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 275.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.8, 5.088888888888889)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:32.523189,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 91.25)","(41.0, 380.0, 260.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.8, 5.491566265060241)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:33.492250,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 86.0)","(41.0, 350.0, 260.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.8, 5.121212121212121)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:34.407284,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 90.0)","(41.0, 350.0, 260.0)","(3.7, 5.0, 4.657142857142857)","(4.2, 5.8, 5.121212121212121)","(14.0, 30.0, 28.875)"
12-01-2023 17:53:35.454282,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 90.0)","(41.0, 350.0, 270.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 30.0, 27.6)"
12-01-2023 17:53:36.468991,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 90.0)","(41.0, 350.0, 260.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 30.0, 28.125)"
12-01-2023 17:53:37.434083,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 90.0)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 30.0, 28.125)"
12-01-2023 17:53:38.419139,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 90.0)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 30.0, 28.125)"
12-01-2023 17:53:39.433265,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 90.0)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 30.0, 28.125)"
12-01-2023 17:53:40.538134,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 90.0)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 30.0, 28.75)"
12-01-2023 17:53:41.614380,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 93.33333333333334)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 30.0, 28.125)"
12-01-2023 17:53:42.622054,"(1.75, 2.1, 2.084)","(10.0, 13.0, 11.8)","(41.0, 100.0, 93.33333333333334)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 30.0, 31.5)"
12-01-2023 17:53:43.665055,"(1.75, 2.1, 2.074)","(11.0, 13.0, 11.8)","(41.0, 100.0, 93.33333333333334)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 36.0, 31.5)"
12-01-2023 17:53:44.730635,"(1.75, 2.1, 2.0566666666666666)","(11.0, 13.0, 11.8)","(41.0, 100.0, 93.33333333333334)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 36.0, 30.666666666666668)"
12-01-2023 17:53:45.800742,"(1.75, 2.1, 2.0566666666666666)","(11.0, 13.0, 11.8)","(41.0, 100.0, 93.33333333333334)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 36.0, 30.666666666666668)"
12-01-2023 17:53:46.774265,"(1.75, 2.1, 2.0566666666666666)","(11.0, 13.0, 11.8)","(41.0, 100.0, 93.33333333333334)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 36.0, 30.666666666666668)"
12-01-2023 17:53:47.690599,"(1.75, 2.1, 2.0566666666666666)","(11.0, 13.0, 11.8)","(41.0, 100.0, 93.33333333333334)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 36.0, 30.666666666666668)"
12-01-2023 17:53:48.717579,"(1.75, 2.1, 2.0566666666666666)","(11.0, 13.0, 11.125)","(41.0, 110.0, 95.0)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 36.0, 30.666666666666668)"
12-01-2023 17:53:49.665352,"(1.75, 2.1, 2.0566666666666666)","(11.0, 13.0, 11.125)","(41.0, 110.0, 95.0)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 36.0, 32.57142857142857)"
12-01-2023 17:53:50.568107,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 11.125)","(41.0, 110.0, 95.0)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 34.0, 32.57142857142857)"
12-01-2023 17:53:51.590763,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.14285714285714)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 34.0, 32.57142857142857)"
12-01-2023 17:53:52.565129,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.14285714285714)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 34.0, 32.57142857142857)"
12-01-2023 17:53:53.542689,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.14285714285714)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 34.0, 32.57142857142857)"
12-01-2023 17:53:54.618413,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.14285714285714)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 34.0, 32.888888888888886)"
12-01-2023 17:53:55.703468,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 34.0, 32.888888888888886)"
12-01-2023 17:53:56.803399,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 34.0, 32.888888888888886)"
12-01-2023 17:53:57.890767,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 34.0, 32.888888888888886)"
12-01-2023 17:53:58.911856,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.121212121212121)","(14.0, 34.0, 32.888888888888886)"
12-01-2023 17:53:59.930047,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.218181818181819)","(14.0, 34.0, 32.888888888888886)"
12-01-2023 17:54:01.006025,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.363636363636363)","(14.0, 34.0, 32.0)"
12-01-2023 17:54:02.042925,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.363636363636363)","(14.0, 34.0, 32.0)"
12-01-2023 17:54:03.029771,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.363636363636363)","(14.0, 34.0, 32.0)"
12-01-2023 17:54:03.940295,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.363636363636363)","(14.0, 34.0, 32.0)"
12-01-2023 17:54:04.912868,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.363636363636363)","(14.0, 34.0, 32.0)"
12-01-2023 17:54:05.949289,"(1.75, 2.14, 2.106)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.363636363636363)","(14.0, 34.0, 32.0)"
12-01-2023 17:54:06.926369,"(1.75, 2.1, 2.09)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.363636363636363)","(14.0, 34.0, 32.0)"
12-01-2023 17:54:07.884044,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.2, 5.8, 5.363636363636363)","(14.0, 34.0, 29.714285714285715)"
12-01-2023 17:54:08.954672,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.4, 5.8, 5.363636363636363)","(14.0, 34.0, 29.714285714285715)"
12-01-2023 17:54:09.979680,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.4, 5.8, 5.363636363636363)","(14.0, 34.0, 29.714285714285715)"
12-01-2023 17:54:10.986780,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.694117647058823)","(4.4, 5.8, 5.363636363636363)","(14.0, 34.0, 29.714285714285715)"
12-01-2023 17:54:11.939315,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.752380952380952)","(4.4, 5.8, 5.363636363636363)","(14.0, 34.0, 29.714285714285715)"
12-01-2023 17:54:12.955684,"(1.75, 2.1, 2.0814285714285714)","(11.0, 13.0, 10.310344827586206)","(41.0, 110.0, 97.5)","(41.0, 350.0, 275.0)","(3.7, 5.0, 4.752380952380952)","(4.4, 5.8, 5.363636363636363)","(14.0, 34.0, 29.714285714285715)"
