,Tobias,One For Luck,Stimo Command,Krypto Maizie,Bumpy Johnson,Gagan Dolly,Magic Mavis,Harrison House
04-01-2023 13:39:12.130903,"(6.5, 9.6, 9.358620689655172)","(3.7, 5.4, 4.854545454545455)","(4.0, 5.1, 4.61875)","(3.3, 5.1, 4.883333333333333)","(12.0, 19.0, 15.8)","(10.0, 13.0, 10.954545454545455)","(19.0, 60.0, 42.92307692307692)","(9.0, 16.0, 14.653846153846153)"
04-01-2023 13:39:13.129816,"(6.5, 9.6, 9.358620689655172)","(3.7, 5.4, 4.854545454545455)","(4.0, 5.1, 4.61875)","(3.3, 5.1, 4.883333333333333)","(12.0, 18.5, 15.8)","(10.0, 13.0, 11.363636363636363)","(19.0, 60.0, 42.92307692307692)","(9.0, 16.0, 16.192307692307693)"
04-01-2023 13:39:14.155526,"(6.5, 9.6, 9.358620689655172)","(3.7, 5.4, 4.854545454545455)","(4.0, 5.1, 4.5)","(3.3, 5.1, 4.883333333333333)","(12.0, 18.5, 15.8)","(10.0, 12.5, 11.363636363636363)","(19.0, 60.0, 42.92307692307692)","(9.0, 18.5, 16.192307692307693)"
04-01-2023 13:39:15.130977,"(6.5, 9.6, 9.358620689655172)","(3.7, 5.4, 4.854545454545455)","(4.0, 5.1, 4.5)","(3.3, 5.1, 4.883333333333333)","(12.0, 18.5, 14.666666666666666)","(10.0, 12.5, 10.681818181818182)","(19.0, 60.0, 42.92307692307692)","(9.0, 18.5, 14.785714285714285)"
04-01-2023 13:39:16.134776,"(6.5, 9.6, 9.358620689655172)","(3.7, 5.4, 4.854545454545455)","(4.0, 5.0, 4.65)","(3.3, 5.1, 4.883333333333333)","(12.0, 18.5, 15.75)","(10.0, 12.5, 10.681818181818182)","(19.0, 60.0, 42.92307692307692)","(9.0, 18.5, 17.38888888888889)"
04-01-2023 13:39:17.214354,"(6.5, 9.6, 9.358620689655172)","(3.7, 5.4, 4.854545454545455)","(4.0, 5.0, 4.630769230769231)","(3.3, 5.1, 4.883333333333333)","(12.0, 18.0, 15.75)","(10.0, 12.5, 10.681818181818182)","(19.0, 60.0, 42.92307692307692)","(9.0, 18.0, 17.38888888888889)"
04-01-2023 13:39:18.329071,"(6.5, 9.6, 9.358620689655172)","(3.7, 5.4, 4.854545454545455)","(4.0, 4.9, 4.65)","(3.3, 5.1, 4.883333333333333)","(12.0, 18.0, 13.25)","(10.0, 12.5, 10.681818181818182)","(19.0, 60.0, 42.92307692307692)","(9.0, 18.0, 17.38888888888889)"
04-01-2023 13:39:19.402108,"(6.5, 9.4, 9.193103448275862)","(3.7, 5.4, 4.854545454545455)","(4.0, 4.9, 4.65)","(3.3, 5.1, 4.883333333333333)","(12.0, 18.0, 12.556603773584905)","(10.0, 12.5, 10.681818181818182)","(19.0, 60.0, 42.92307692307692)","(9.0, 18.0, 17.38888888888889)"
04-01-2023 13:39:20.501057,"(6.5, 9.4, 9.193103448275862)","(3.7, 5.4, 4.854545454545455)","(4.0, 4.9, 4.65)","(3.3, 5.1, 4.883333333333333)","(12.0, 13.5, 12.556603773584905)","(10.0, 12.5, 11.09090909090909)","(19.0, 60.0, 42.92307692307692)","(9.0, 18.0, 15.576923076923077)"
04-01-2023 13:39:21.635346,"(6.5, 9.4, 9.193103448275862)","(3.7, 5.4, 4.854545454545455)","(4.0, 4.9, 4.65)","(3.3, 5.1, 4.425)","(12.0, 13.5, 12.546875)","(10.0, 12.0, 10.6)","(19.0, 60.0, 42.92307692307692)","(9.0, 17.5, 16.5)"
04-01-2023 13:39:22.732468,"(6.5, 9.4, 9.193103448275862)","(3.7, 5.4, 5.233333333333333)","(4.0, 4.9, 4.65)","(3.3, 5.1, 4.883333333333333)","(12.0, 13.5, 12.092307692307692)","(10.0, 12.0, 10.6)","(19.0, 60.0, 42.92307692307692)","(9.0, 17.0, 16.5)"
04-01-2023 13:39:23.921275,"(6.5, 9.4, 9.193103448275862)","(3.7, 5.4, 5.233333333333333)","(4.0, 4.9, 4.65)","(3.3, 5.1, 4.85)","(12.0, 13.5, 12.26086956521739)","(10.0, 12.0, 10.6)","(19.0, 60.0, 42.92307692307692)","(9.0, 17.0, 16.5)"
04-01-2023 13:39:25.084013,"(6.5, 9.4, 9.193103448275862)","(3.7, 5.4, 5.233333333333333)","(4.0, 4.9, 4.65)","(3.3, 5.1, 4.94375)","(12.0, 13.5, 12.26086956521739)","(10.0, 12.0, 10.6)","(19.0, 60.0, 42.92307692307692)","(9.0, 17.0, 16.5)"
04-01-2023 13:39:26.206398,"(6.5, 9.4, 9.193103448275862)","(3.7, 5.4, 5.233333333333333)","(4.0, 4.9, 4.65)","(3.3, 5.1, 4.94375)","(12.0, 13.5, 12.25)","(10.0, 12.0, 10.6)","(19.0, 60.0, 43.55555555555556)","(9.0, 17.0, 16.5)"
04-01-2023 13:39:27.252506,"(6.5, 9.4, 9.193103448275862)","(3.7, 5.4, 5.233333333333333)","(4.0, 4.9, 4.65)","(3.3, 5.1, 4.94375)","(12.0, 12.5, 12.25)","(10.0, 12.0, 10.818181818181818)","(19.0, 60.0, 43.55555555555556)","(9.0, 17.0, 14.961538461538462)"
04-01-2023 13:39:28.302667,"(6.5, 9.6, 9.358620689655172)","(3.7, 5.4, 5.233333333333333)","(4.0, 4.9, 4.65)","(3.3, 5.1, 4.94375)","(12.0, 12.5, 12.25)","(10.0, 11.5, 10.818181818181818)","(19.0, 60.0, 43.55555555555556)","(9.0, 16.5, 14.961538461538462)"
04-01-2023 13:39:29.377282,"(6.5, 9.6, 9.358620689655172)","(3.7, 5.4, 5.233333333333333)","(4.0, 4.9, 4.733333333333333)","(3.3, 5.1, 4.8999999999999995)","(12.0, 12.5, 12.2)","(10.0, 11.5, 10.529411764705882)","(19.0, 60.0, 43.55555555555556)","(9.0, 16.5, 14.5)"
04-01-2023 13:39:30.499934,"(6.5, 9.6, 9.358620689655172)","(3.7, 5.4, 5.233333333333333)","(4.0, 4.9, 4.733333333333333)","(3.3, 5.1, 4.949999999999999)","(12.0, 12.5, 12.2)","(10.0, 11.5, 10.529411764705882)","(19.0, 60.0, 53.0)","(9.0, 16.5, 14.5)"
04-01-2023 13:39:31.648937,"(6.5, 9.4, 9.193103448275862)","(3.7, 5.4, 5.233333333333333)","(4.0, 4.9, 4.733333333333333)","(3.3, 5.1, 4.949999999999999)","(12.0, 12.5, 12.2)","(10.0, 11.5, 10.529411764705882)","(19.0, 55.0, 53.0)","(9.0, 16.5, 14.5)"
04-01-2023 13:39:32.775697,"(6.5, 9.4, 9.047058823529412)","(3.7, 5.4, 5.233333333333333)","(4.0, 4.9, 4.653846153846154)","(3.3, 5.1, 4.8999999999999995)","(12.0, 12.5, 12.2)","(10.0, 11.5, 10.529411764705882)","(19.0, 55.0, 53.0)","(9.0, 16.5, 14.5)"
04-01-2023 13:39:33.860923,"(6.5, 9.4, 9.047058823529412)","(3.8, 5.4, 5.233333333333333)","(4.0, 4.9, 4.653846153846154)","(3.3, 5.1, 4.8999999999999995)","(12.0, 12.5, 12.2)","(10.0, 11.5, 10.529411764705882)","(20.0, 55.0, 53.0)","(9.0, 16.5, 15.40909090909091)"
04-01-2023 13:39:34.986582,"(6.5, 9.4, 9.047058823529412)","(3.8, 5.5, 4.9)","(4.0, 4.9, 4.653846153846154)","(3.3, 5.1, 4.87)","(12.0, 12.5, 12.2)","(10.0, 11.5, 10.545454545454545)","(20.0, 55.0, 53.0)","(9.0, 16.5, 14.653846153846153)"
04-01-2023 13:39:36.094614,"(6.5, 9.4, 9.047058823529412)","(3.8, 5.5, 5.316666666666666)","(4.0, 4.9, 4.595238095238095)","(3.3, 5.2, 5.0)","(12.0, 12.5, 12.2)","(10.0, 11.0, 10.166666666666666)","(20.0, 55.0, 53.0)","(9.0, 16.0, 14.653846153846153)"
04-01-2023 13:39:37.488887,"(6.5, 9.4, 9.193103448275862)","(3.8, 5.6, 4.861538461538462)","(4.0, 4.9, 4.595238095238095)","(3.3, 5.2, 5.0)","(12.0, 12.5, 12.2)","(10.0, 11.0, 10.166666666666666)","(20.0, 55.0, 53.0)","(9.0, 16.0, 14.653846153846153)"
04-01-2023 13:39:38.705077,"(6.5, 9.2, 8.366666666666667)","(3.8, 5.6, 4.606896551724138)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 5.0)","(12.0, 12.5, 12.2)","(10.0, 11.0, 10.166666666666666)","(20.0, 55.0, 53.0)","(9.0, 16.0, 14.653846153846153)"
04-01-2023 13:39:39.831285,"(6.5, 9.2, 8.075)","(3.8, 5.6, 4.606896551724138)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 5.0)","(12.0, 12.5, 12.227272727272727)","(10.0, 11.0, 10.166666666666666)","(20.0, 55.0, 53.0)","(9.0, 16.0, 14.653846153846153)"
04-01-2023 13:39:41.174316,"(6.5, 9.2, 8.3)","(3.8, 5.4, 4.694117647058824)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 5.0)","(12.0, 12.5, 12.227272727272727)","(10.0, 11.0, 12.0)","(20.0, 55.0, 53.0)","(9.0, 16.0, 15.045454545454545)"
04-01-2023 13:39:42.475112,"(6.5, 9.2, 8.381818181818181)","(3.8, 5.4, 4.694117647058824)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 4.6)","(12.0, 12.5, 12.227272727272727)","(10.0, 14.0, 12.153846153846153)","(20.0, 55.0, 53.0)","(9.0, 16.0, 14.346153846153847)"
04-01-2023 13:39:43.666278,"(6.5, 9.2, 8.381818181818181)","(3.8, 5.4, 4.694117647058824)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 5.016666666666667)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.5, 12.153846153846153)","(20.0, 55.0, 53.0)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:44.859325,"(6.5, 9.0, 8.555555555555555)","(3.8, 5.4, 4.694117647058824)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 5.016666666666667)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.5, 10.7)","(20.0, 55.0, 39.5)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:46.050497,"(6.5, 9.0, 8.578947368421053)","(3.8, 5.4, 4.694117647058824)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 4.492857142857143)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.5, 10.7)","(20.0, 55.0, 39.5)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:47.209011,"(6.5, 9.0, 8.578947368421053)","(3.8, 5.4, 4.694117647058824)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 4.492857142857143)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.5, 10.166666666666666)","(20.0, 55.0, 52.61538461538461)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:48.388442,"(6.5, 9.0, 8.578947368421053)","(3.8, 5.4, 4.694117647058824)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 4.75)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.5, 10.5)","(20.0, 55.0, 52.61538461538461)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:49.587984,"(6.5, 9.0, 8.578947368421053)","(3.8, 5.4, 4.139393939393939)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 4.868421052631579)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.0, 10.5)","(20.0, 55.0, 52.61538461538461)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:50.735756,"(6.5, 9.0, 8.578947368421053)","(3.8, 4.4, 4.227027027027027)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 4.866666666666667)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.0, 10.157894736842104)","(20.0, 55.0, 52.61538461538461)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:51.788466,"(6.5, 10.5, 9.68421052631579)","(3.8, 4.4, 4.227027027027027)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 4.866666666666667)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.0, 11.2)","(20.0, 55.0, 52.61538461538461)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:52.897040,"(6.5, 9.8, 9.066666666666666)","(3.8, 4.4, 4.2439024390243905)","(4.0, 4.9, 4.61764705882353)","(3.3, 5.2, 4.6461538461538465)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.0, 11.2)","(20.0, 55.0, 52.61538461538461)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:53.922389,"(6.5, 10.0, 9.076923076923077)","(3.8, 4.4, 4.2439024390243905)","(4.0, 4.9, 4.476470588235294)","(3.3, 5.2, 4.814285714285714)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.0, 10.857142857142858)","(20.0, 55.0, 52.61538461538461)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:54.956589,"(6.5, 10.0, 9.076923076923077)","(3.8, 4.4, 4.2439024390243905)","(4.0, 4.9, 4.476470588235294)","(3.3, 5.2, 4.814285714285714)","(12.0, 12.5, 12.227272727272727)","(10.0, 13.0, 10.857142857142858)","(20.0, 55.0, 52.61538461538461)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:56.017408,"(6.5, 10.0, 8.5)","(3.8, 4.4, 4.300000000000001)","(4.0, 4.9, 4.476470588235294)","(3.3, 5.2, 4.814285714285714)","(12.0, 17.5, 15.833333333333334)","(10.0, 13.0, 10.857142857142858)","(20.0, 55.0, 52.61538461538461)","(9.0, 15.5, 14.346153846153847)"
04-01-2023 13:39:57.143076,"(6.5, 10.0, 8.909090909090908)","(3.8, 4.9, 4.5)","(4.0, 4.9, 4.476470588235294)","(3.3, 5.2, 5.130769230769231)","(12.0, 17.5, 16.375)","(10.0, 12.5, 11.25)","(20.0, 55.0, 52.61538461538461)","(9.0, 17.5, 16.944444444444443)"
04-01-2023 13:39:58.400282,"(6.5, 10.0, 8.8)","(3.8, 5.1, 4.266666666666667)","(4.0, 4.9, 4.476470588235294)","(3.3, 5.2, 5.085714285714285)","(12.0, 18.0, 16.666666666666668)","(10.0, 12.5, 10.81578947368421)","(20.0, 55.0, 52.61538461538461)","(9.0, 17.5, 16.944444444444443)"
04-01-2023 13:39:59.540980,"(6.5, 9.8, 8.8)","(3.8, 5.1, 4.266666666666667)","(4.0, 4.9, 4.476470588235294)","(3.3, 5.2, 5.085714285714285)","(12.0, 18.5, 16.666666666666668)","(10.0, 12.5, 10.81578947368421)","(20.0, 55.0, 47.5)","(9.0, 17.5, 16.944444444444443)"
04-01-2023 13:40:00.670209,"(6.5, 9.8, 8.8)","(3.8, 5.1, 4.266666666666667)","(4.0, 4.8, 4.5777777777777775)","(3.3, 5.2, 5.12)","(12.0, 18.5, 16.666666666666668)","(10.0, 12.5, 10.81578947368421)","(20.0, 55.0, 47.5)","(9.0, 15.0, 14.318181818181818)"
04-01-2023 13:40:01.806546,"(6.5, 9.8, 8.8)","(3.8, 5.1, 4.645454545454545)","(4.0, 4.8, 4.5777777777777775)","(3.3, 5.2, 5.16)","(12.0, 18.5, 17.38888888888889)","(10.0, 12.5, 10.928571428571429)","(20.0, 55.0, 47.75)","(9.0, 15.0, 14.318181818181818)"
04-01-2023 13:40:02.929793,"(6.5, 9.8, 8.8)","(3.8, 5.1, 4.699999999999999)","(4.0, 4.8, 4.5777777777777775)","(3.3, 5.2, 5.16)","(12.0, 18.5, 17.38888888888889)","(10.0, 12.5, 11.0625)","(20.0, 55.0, 47.75)","(9.0, 15.0, 13.73076923076923)"
04-01-2023 13:40:04.149766,"(6.5, 9.8, 8.8)","(3.8, 5.1, 4.699999999999999)","(4.0, 4.8, 4.5777777777777775)","(3.3, 5.2, 5.1466666666666665)","(12.0, 18.5, 17.38888888888889)","(10.0, 12.0, 11.0625)","(20.0, 55.0, 47.75)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:05.375184,"(6.5, 10.0, 9.4)","(3.8, 5.1, 4.699999999999999)","(4.0, 4.8, 4.5777777777777775)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 12.0, 11.0625)","(20.0, 55.0, 47.75)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:06.578273,"(6.5, 9.6, 8.6)","(3.8, 5.3, 4.527272727272727)","(4.0, 4.8, 4.5777777777777775)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 12.0, 10.764705882352942)","(20.0, 55.0, 52.92857142857143)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:07.744567,"(6.5, 9.6, 8.6)","(3.8, 5.3, 4.716666666666667)","(4.0, 4.8, 4.533333333333333)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 12.0, 10.764705882352942)","(20.0, 55.0, 52.92857142857143)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:08.923745,"(6.5, 9.6, 8.6)","(3.8, 5.2, 4.621428571428571)","(4.0, 4.8, 4.533333333333333)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 12.0, 10.875)","(20.0, 55.0, 52.92857142857143)","(9.0, 14.5, 14.318181818181818)"
04-01-2023 13:40:10.169575,"(6.5, 9.6, 8.6)","(3.8, 5.2, 4.6)","(4.0, 4.8, 4.533333333333333)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 12.0, 10.875)","(20.0, 55.0, 52.92857142857143)","(9.0, 15.0, 13.73076923076923)"
04-01-2023 13:40:11.392622,"(6.5, 9.6, 8.6)","(3.8, 5.2, 4.6)","(4.0, 4.8, 4.533333333333333)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 11.5, 10.875)","(20.0, 55.0, 52.92857142857143)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:12.636127,"(6.5, 9.4, 8.511111111111111)","(3.8, 5.2, 4.6)","(4.0, 4.8, 4.533333333333333)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 11.5, 10.875)","(20.0, 55.0, 48.0)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:13.897100,"(6.5, 9.4, 8.511111111111111)","(3.8, 5.2, 4.6)","(4.0, 4.8, 4.66)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 11.5, 10.46875)","(20.0, 55.0, 49.4)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:15.320606,"(6.5, 9.4, 8.511111111111111)","(3.8, 5.2, 4.533333333333333)","(4.0, 4.8, 4.66)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 11.5, 10.46875)","(20.0, 55.0, 49.4)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:16.664604,"(6.5, 9.4, 8.511111111111111)","(3.8, 5.2, 4.533333333333333)","(4.0, 4.8, 4.66)","(3.3, 5.2, 5.125)","(12.0, 18.5, 17.38888888888889)","(10.0, 11.5, 10.5)","(20.0, 55.0, 49.4)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:17.958936,"(6.5, 9.4, 8.511111111111111)","(3.8, 5.2, 4.533333333333333)","(4.0, 4.8, 4.66)","(3.3, 5.2, 5.125)","(12.0, 18.5, 17.38888888888889)","(10.0, 11.0, 10.761904761904763)","(20.0, 55.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:19.314768,"(6.5, 11.0, 9.933333333333334)","(3.8, 5.2, 4.533333333333333)","(4.0, 4.8, 4.633333333333333)","(3.3, 5.2, 5.116666666666667)","(12.0, 18.5, 17.38888888888889)","(10.0, 11.0, 10.761904761904763)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:20.579155,"(6.5, 9.8, 9.133333333333333)","(3.8, 5.2, 4.533333333333333)","(4.0, 4.7, 4.45)","(3.3, 5.2, 5.116666666666667)","(12.0, 18.5, 17.38888888888889)","(10.0, 11.0, 10.761904761904763)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:21.900949,"(6.5, 9.8, 9.211764705882354)","(3.8, 5.2, 4.663636363636363)","(4.0, 4.7, 4.45)","(3.3, 5.2, 5.116666666666667)","(12.0, 18.5, 17.38888888888889)","(10.0, 11.0, 10.761904761904763)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:23.165098,"(6.5, 9.8, 9.211764705882354)","(3.8, 5.1, 4.663636363636363)","(4.0, 4.7, 4.45)","(3.3, 5.2, 5.116666666666667)","(12.0, 18.5, 17.38888888888889)","(10.0, 11.0, 13.764705882352942)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 14.318181818181818)"
04-01-2023 13:40:24.405715,"(6.5, 9.8, 9.085714285714285)","(3.8, 5.1, 4.779999999999999)","(4.0, 4.7, 4.45)","(3.3, 5.2, 5.116666666666667)","(12.0, 18.5, 17.38888888888889)","(10.0, 14.0, 12.666666666666666)","(20.0, 60.0, 57.64285714285714)","(9.0, 15.0, 13.73076923076923)"
04-01-2023 13:40:25.611731,"(6.5, 9.8, 9.085714285714285)","(3.8, 5.1, 4.779999999999999)","(4.0, 4.7, 4.45)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 13.5, 12.666666666666666)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:26.773227,"(6.5, 10.0, 9.214285714285715)","(3.8, 5.1, 4.779999999999999)","(4.0, 4.7, 4.45)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 17.38888888888889)","(10.0, 13.5, 12.666666666666666)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:27.893752,"(6.5, 10.0, 9.214285714285715)","(3.8, 5.1, 4.779999999999999)","(4.0, 4.7, 4.45)","(3.3, 5.2, 5.083333333333334)","(12.0, 18.5, 16.61111111111111)","(10.0, 13.5, 12.823529411764707)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:29.036037,"(6.5, 10.0, 9.120000000000001)","(3.8, 5.1, 4.678947368421053)","(4.0, 4.7, 4.3307692307692305)","(3.3, 5.2, 5.083333333333334)","(12.0, 17.5, 13.9)","(10.0, 13.0, 12.823529411764707)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:30.114651,"(6.5, 10.0, 9.120000000000001)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.7, 4.3307692307692305)","(3.3, 5.2, 5.083333333333334)","(12.0, 17.5, 13.5)","(10.0, 13.0, 12.823529411764707)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:31.240883,"(6.5, 10.0, 8.4)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.7, 4.25)","(3.3, 5.2, 5.083333333333334)","(12.0, 17.0, 12.928571428571429)","(10.0, 13.0, 11.904761904761905)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:32.494806,"(6.5, 10.0, 8.857142857142858)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.7, 4.35)","(3.3, 5.2, 5.083333333333334)","(12.0, 16.5, 13.722222222222221)","(10.0, 12.5, 11.904761904761905)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:33.775911,"(6.5, 9.8, 8.981818181818182)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.6, 4.247058823529412)","(3.3, 5.2, 5.083333333333334)","(12.0, 16.5, 12.790322580645162)","(10.0, 12.5, 11.25)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:35.087029,"(6.5, 9.8, 9.05)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.6, 4.247058823529412)","(3.3, 5.2, 5.083333333333334)","(12.0, 16.5, 14.4)","(10.0, 12.5, 11.25)","(20.0, 60.0, 57.64285714285714)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:36.495956,"(6.5, 9.8, 9.05)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.6, 4.219047619047618)","(3.3, 5.2, 5.083333333333334)","(11.0, 15.0, 14.4)","(11.0, 12.5, 11.25)","(21.0, 60.0, 58.166666666666664)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:37.828763,"(6.5, 9.8, 9.05)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.6, 4.219047619047618)","(3.3, 5.2, 5.083333333333334)","(11.0, 15.0, 14.4)","(11.0, 12.5, 11.523809523809524)","(21.0, 60.0, 44.5)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:39.267158,"(6.5, 9.8, 10.625)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.6, 4.219047619047618)","(3.3, 5.2, 5.133333333333334)","(11.0, 15.0, 14.4)","(11.0, 12.0, 10.333333333333334)","(21.0, 60.0, 44.5)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:40.439565,"(6.5, 11.0, 10.625)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.6, 4.219047619047618)","(3.3, 5.2, 5.083333333333334)","(11.0, 15.0, 14.4)","(11.0, 12.0, 10.133333333333333)","(21.0, 60.0, 52.5)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:41.575299,"(6.5, 10.5, 9.166666666666666)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.6, 4.219047619047618)","(3.3, 5.2, 5.083333333333334)","(11.0, 15.0, 14.4)","(11.0, 12.0, 10.923076923076923)","(21.0, 60.0, 46.0)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:42.761569,"(6.5, 10.5, 9.166666666666666)","(3.8, 5.1, 4.633333333333334)","(4.0, 4.6, 4.219047619047618)","(3.3, 5.2, 5.083333333333334)","(11.0, 15.0, 14.4)","(11.0, 12.0, 10.764705882352942)","(21.0, 60.0, 46.0)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:43.992977,"(6.5, 10.0, 9.272727272727273)","(3.8, 5.1, 4.788888888888889)","(4.0, 4.6, 4.219047619047618)","(3.3, 5.2, 5.083333333333334)","(11.0, 15.0, 14.4)","(11.0, 12.0, 10.764705882352942)","(21.0, 60.0, 58.0)","(9.0, 14.5, 14.318181818181818)"
04-01-2023 13:40:45.374221,"(6.5, 10.0, 9.272727272727273)","(3.8, 5.1, 4.788888888888889)","(4.0, 4.6, 4.219047619047618)","(3.3, 5.2, 5.083333333333334)","(11.0, 15.0, 14.666666666666666)","(11.0, 12.0, 10.875)","(21.0, 60.0, 58.0)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:46.599940,"(6.5, 10.0, 9.272727272727273)","(3.8, 5.1, 4.788888888888889)","(4.0, 4.6, 4.219047619047618)","(3.3, 5.2, 5.083333333333334)","(11.0, 15.0, 14.666666666666666)","(11.0, 11.5, 10.875)","(21.0, 60.0, 58.0)","(9.0, 14.5, 13.73076923076923)"
04-01-2023 13:40:47.828764,"(6.5, 9.8, 9.05)","(3.8, 5.1, 4.788888888888889)","(4.0, 4.6, 4.219047619047618)","(3.3, 5.2, 5.083333333333334)","(11.0, 15.0, 14.666666666666666)","(11.0, 11.5, 10.875)","(21.0, 60.0, 58.0)","(9.0, 14.5, 13.73076923076923)"
