,Zouologist,Sizzleonthebridge,Participator,Smugglers Run,Brothers Of Antrim,Pindarras Dream,Saiko,Merc,Gironde,Zarsnip
05-01-2023 16:31:57.822120,"(12.0, 20.0, 19.93103448275862)","(41.0, 70.0, 66.66666666666667)","(1.95, 2.08, 2.067441860465116)","(12.0, 18.5, 17.89189189189189)","(8.5, 10.0, 9.858823529411765)","(21.0, 42.0, 36.98039215686275)","(3.9, 5.5, 5.399056603773585)","(21.0, 36.0, 30.782608695652172)","(26.0, 40.0, 36.22222222222222)","(51.0, 90.0, 82.3076923076923)"
05-01-2023 16:31:59.079249,"(12.0, 20.0, 19.923076923076923)","(41.0, 70.0, 66.66666666666667)","(1.95, 2.08, 2.058181818181818)","(12.0, 18.0, 17.5)","(8.5, 10.0, 9.858823529411765)","(21.0, 42.0, 37.07692307692308)","(3.9, 5.5, 5.399056603773585)","(21.0, 36.0, 30.782608695652172)","(26.0, 40.0, 36.70967741935484)","(51.0, 90.0, 82.3076923076923)"
05-01-2023 16:32:00.314980,"(12.0, 20.0, 19.923076923076923)","(41.0, 70.0, 65.0)","(1.95, 2.08, 2.058181818181818)","(12.0, 18.0, 17.5)","(8.5, 10.0, 9.858823529411765)","(21.0, 42.0, 37.07692307692308)","(3.9, 5.5, 5.390000000000001)","(21.0, 36.0, 30.782608695652172)","(26.0, 40.0, 36.70967741935484)","(51.0, 90.0, 82.3076923076923)"
05-01-2023 16:32:01.544092,"(12.0, 20.0, 19.904761904761905)","(41.0, 65.0, 64.0)","(1.95, 2.08, 2.058181818181818)","(12.0, 18.0, 16.9375)","(8.5, 10.0, 9.858823529411765)","(21.0, 42.0, 37.07692307692308)","(3.9, 5.4, 5.368181818181818)","(21.0, 36.0, 30.782608695652172)","(26.0, 40.0, 36.70967741935484)","(51.0, 90.0, 82.3076923076923)"
05-01-2023 16:32:02.788217,"(12.0, 20.0, 19.904761904761905)","(41.0, 65.0, 64.0)","(1.95, 2.08, 2.071)","(12.0, 18.5, 16.897435897435898)","(8.5, 10.0, 9.858823529411765)","(21.0, 42.0, 37.63636363636364)","(3.9, 5.4, 5.341666666666667)","(21.0, 36.0, 32.0)","(26.0, 40.0, 36.70967741935484)","(51.0, 90.0, 80.47619047619048)"
05-01-2023 16:32:03.992572,"(12.0, 20.0, 19.8)","(41.0, 65.0, 64.13043478260869)","(1.95, 2.08, 2.0282926829268293)","(12.0, 18.5, 16.933333333333334)","(8.5, 10.0, 9.858823529411765)","(21.0, 38.0, 34.95238095238095)","(3.9, 5.4, 5.35625)","(21.0, 34.0, 31.6)","(26.0, 40.0, 37.0)","(51.0, 90.0, 80.4)"
05-01-2023 16:32:05.315625,"(12.0, 20.0, 19.6)","(41.0, 65.0, 63.23529411764706)","(1.95, 2.12, 2.080421052631579)","(12.0, 17.0, 16.90909090909091)","(8.5, 10.0, 9.866666666666667)","(21.0, 36.0, 33.42857142857143)","(4.0, 5.4, 5.35483870967742)","(21.0, 34.0, 31.6)","(26.0, 40.0, 37.0)","(51.0, 90.0, 74.13043478260869)"
05-01-2023 16:32:06.581642,"(12.0, 19.5, 19.2)","(41.0, 65.0, 63.23529411764706)","(1.95, 2.12, 2.084)","(12.0, 17.0, 16.77777777777778)","(8.5, 10.0, 10.096153846153847)","(21.0, 36.0, 33.3)","(4.0, 5.4, 5.268571428571429)","(21.0, 34.0, 31.6)","(26.0, 40.0, 37.0)","(51.0, 80.0, 72.5)"
05-01-2023 16:32:07.844103,"(13.0, 19.5, 19.108695652173914)","(41.0, 65.0, 63.285714285714285)","(1.95, 2.1, 2.084)","(12.0, 17.0, 16.857142857142858)","(8.5, 10.5, 10.096153846153847)","(26.0, 36.0, 32.91428571428571)","(4.2, 5.3, 5.268571428571429)","(21.0, 34.0, 31.6)","(26.0, 40.0, 36.04)","(51.0, 75.0, 70.35714285714286)"
05-01-2023 16:32:09.112602,"(13.0, 19.5, 19.108695652173914)","(41.0, 65.0, 64.35483870967742)","(1.95, 2.1, 2.084)","(12.0, 17.0, 16.714285714285715)","(8.5, 10.5, 10.0625)","(26.0, 36.0, 32.91428571428571)","(4.2, 5.3, 5.268571428571429)","(21.0, 34.0, 31.6)","(26.0, 40.0, 36.04)","(51.0, 80.0, 71.25)"
05-01-2023 16:32:10.355242,"(13.0, 19.5, 19.0)","(41.0, 65.0, 64.35483870967742)","(1.95, 2.1, 2.082222222222222)","(12.0, 17.0, 16.714285714285715)","(8.5, 10.5, 10.0625)","(26.0, 36.0, 32.91428571428571)","(4.2, 5.3, 5.255102040816326)","(21.0, 34.0, 31.6)","(26.0, 40.0, 36.04)","(51.0, 75.0, 71.25)"
05-01-2023 16:32:11.531381,"(13.0, 19.5, 19.0)","(41.0, 65.0, 63.285714285714285)","(1.85, 2.1, 2.085)","(12.0, 17.0, 16.714285714285715)","(8.5, 10.5, 10.0625)","(26.0, 36.0, 30.373333333333335)","(4.2, 5.3, 5.25)","(21.0, 34.0, 31.6)","(26.0, 40.0, 36.04)","(51.0, 75.0, 71.25)"
05-01-2023 16:32:12.731911,"(13.0, 19.5, 19.0)","(41.0, 65.0, 64.35483870967742)","(1.85, 2.1, 2.085)","(12.0, 17.0, 16.714285714285715)","(8.5, 10.5, 10.125)","(26.0, 34.0, 30.42105263157895)","(4.2, 5.3, 5.271428571428571)","(21.0, 34.0, 31.6)","(26.0, 40.0, 36.333333333333336)","(51.0, 75.0, 71.25)"
05-01-2023 16:32:13.949035,"(14.0, 19.5, 19.09090909090909)","(41.0, 65.0, 63.285714285714285)","(1.85, 2.1, 2.085)","(12.0, 17.0, 16.714285714285715)","(8.5, 10.5, 10.125)","(26.0, 34.0, 30.42105263157895)","(4.2, 5.3, 5.273076923076923)","(21.0, 34.0, 31.6)","(26.0, 40.0, 36.04)","(51.0, 75.0, 70.35714285714286)"
05-01-2023 16:32:15.197818,"(14.0, 19.5, 19.09090909090909)","(41.0, 65.0, 63.285714285714285)","(1.85, 2.1, 2.085)","(12.0, 17.0, 16.714285714285715)","(8.5, 10.5, 10.158139534883722)","(26.0, 34.0, 30.42105263157895)","(4.2, 5.3, 5.273076923076923)","(21.0, 34.0, 31.6)","(26.0, 40.0, 36.04)","(51.0, 80.0, 70.35714285714286)"
05-01-2023 16:32:16.450278,"(14.0, 19.5, 19.366666666666667)","(41.0, 65.0, 63.333333333333336)","(1.85, 2.1, 2.0993119266055045)","(12.0, 18.0, 16.615384615384617)","(8.5, 10.5, 10.191176470588236)","(26.0, 34.0, 31.307692307692307)","(4.2, 5.5, 5.242281879194631)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 36.08163265306123)","(51.0, 75.0, 72.14285714285714)"
05-01-2023 16:32:17.697936,"(14.0, 19.5, 19.366666666666667)","(41.0, 65.0, 62.22222222222222)","(1.85, 2.1, 2.0904000000000003)","(12.0, 18.0, 17.166666666666668)","(8.5, 10.5, 9.68695652173913)","(26.0, 32.0, 31.307692307692307)","(4.2, 5.5, 5.361111111111112)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 36.37735849056604)","(51.0, 75.0, 78.71428571428571)"
05-01-2023 16:32:18.889845,"(14.0, 19.5, 19.357142857142858)","(41.0, 65.0, 63.529411764705884)","(1.85, 2.1, 2.0928)","(12.0, 17.5, 17.166666666666668)","(8.5, 9.8, 9.68695652173913)","(26.0, 32.0, 30.90909090909091)","(4.2, 5.4, 5.361111111111112)","(21.0, 34.0, 29.6)","(26.0, 40.0, 36.0)","(51.0, 80.0, 78.71428571428571)"
05-01-2023 16:32:20.146290,"(14.0, 19.5, 19.38888888888889)","(41.0, 65.0, 63.68421052631579)","(1.85, 2.1, 2.0785714285714287)","(12.0, 18.0, 16.5)","(8.5, 10.5, 10.23076923076923)","(26.0, 32.0, 32.94736842105263)","(4.2, 5.4, 5.357575757575757)","(21.0, 30.0, 31.0)","(26.0, 40.0, 35.63636363636363)","(51.0, 80.0, 79.48275862068965)"
05-01-2023 16:32:21.397656,"(14.0, 19.5, 19.366666666666667)","(41.0, 65.0, 64.42857142857143)","(1.85, 2.1, 2.0875)","(12.0, 17.0, 16.666666666666668)","(8.5, 10.5, 10.23076923076923)","(26.0, 36.0, 33.111111111111114)","(4.2, 5.4, 5.339130434782609)","(21.0, 34.0, 31.0)","(26.0, 40.0, 35.63636363636363)","(51.0, 80.0, 79.48275862068965)"
05-01-2023 16:32:22.604352,"(14.0, 19.5, 19.366666666666667)","(41.0, 65.0, 64.42857142857143)","(1.85, 2.1, 2.066938775510204)","(12.0, 17.0, 16.3125)","(8.5, 10.5, 10.23076923076923)","(26.0, 34.0, 33.083333333333336)","(4.2, 5.4, 5.365853658536586)","(21.0, 34.0, 31.0)","(26.0, 40.0, 35.91489361702128)","(51.0, 80.0, 79.5)"
05-01-2023 16:32:23.844310,"(14.0, 19.5, 19.2)","(51.0, 65.0, 63.717948717948715)","(1.85, 2.1, 2.066938775510204)","(12.0, 17.0, 16.214285714285715)","(8.5, 10.5, 10.25)","(26.0, 34.0, 33.214285714285715)","(4.2, 5.4, 5.155223880597015)","(21.0, 34.0, 31.0)","(26.0, 40.0, 35.91489361702128)","(51.0, 80.0, 79.5)"
05-01-2023 16:32:25.059805,"(14.0, 19.5, 19.2)","(51.0, 65.0, 59.44444444444444)","(1.85, 2.1, 2.0623255813953487)","(12.0, 17.0, 16.3125)","(8.5, 10.5, 10.038461538461538)","(26.0, 34.0, 33.214285714285715)","(4.2, 5.2, 5.13030303030303)","(21.0, 34.0, 31.0)","(26.0, 40.0, 36.28)","(51.0, 80.0, 79.5)"
05-01-2023 16:32:26.279707,"(14.0, 19.5, 19.2)","(51.0, 65.0, 62.22222222222222)","(1.85, 2.1, 2.0623255813953487)","(12.0, 17.0, 16.266666666666666)","(8.5, 10.5, 10.038461538461538)","(26.0, 34.0, 33.214285714285715)","(4.2, 5.2, 5.120689655172414)","(21.0, 34.0, 31.0)","(26.0, 40.0, 36.97560975609756)","(51.0, 80.0, 79.5)"
05-01-2023 16:32:27.510985,"(14.0, 19.5, 19.2)","(51.0, 65.0, 63.57142857142857)","(1.85, 2.1, 2.0623255813953487)","(12.0, 17.0, 16.333333333333332)","(8.5, 10.5, 10.018867924528301)","(26.0, 34.0, 33.30769230769231)","(4.2, 5.2, 5.161111111111111)","(21.0, 34.0, 31.09090909090909)","(26.0, 40.0, 37.0)","(51.0, 80.0, 79.65517241379311)"
05-01-2023 16:32:28.773997,"(14.0, 19.5, 19.318181818181817)","(51.0, 65.0, 64.375)","(1.85, 2.1, 2.050909090909091)","(12.0, 17.0, 16.333333333333332)","(8.5, 10.5, 9.959090909090909)","(26.0, 34.0, 33.30769230769231)","(4.2, 5.2, 5.164102564102564)","(21.0, 34.0, 31.09090909090909)","(26.0, 40.0, 37.0)","(51.0, 80.0, 79.65517241379311)"
05-01-2023 16:32:29.993661,"(14.0, 19.5, 19.318181818181817)","(51.0, 65.0, 64.35483870967742)","(1.85, 2.08, 2.0754545454545457)","(12.0, 17.0, 16.529411764705884)","(8.5, 10.5, 9.904347826086957)","(26.0, 34.0, 33.407407407407405)","(4.2, 5.2, 5.2105263157894735)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 37.55102040816327)","(51.0, 80.0, 79.84375)"
05-01-2023 16:32:31.196283,"(14.0, 19.5, 19.25)","(51.0, 65.0, 64.35483870967742)","(1.85, 2.1, 2.05746835443038)","(12.0, 17.0, 16.428571428571427)","(8.5, 10.0, 9.953846153846154)","(26.0, 34.0, 33.515151515151516)","(4.2, 5.3, 5.2081081081081075)","(21.0, 34.0, 31.0)","(26.0, 40.0, 36.035714285714285)","(51.0, 80.0, 79.84375)"
05-01-2023 16:32:32.355790,"(14.0, 20.0, 19.95)","(51.0, 65.0, 63.0)","(1.85, 2.06, 2.076923076923077)","(12.0, 17.0, 16.285714285714285)","(8.5, 10.0, 9.953846153846154)","(26.0, 34.0, 33.515151515151516)","(4.2, 5.3, 5.196969696969696)","(21.0, 34.0, 31.0)","(26.0, 40.0, 36.55813953488372)","(51.0, 80.0, 79.84375)"
05-01-2023 16:32:33.535432,"(14.0, 20.0, 19.904761904761905)","(51.0, 65.0, 63.57142857142857)","(1.85, 2.08, 2.040909090909091)","(12.0, 17.0, 15.875)","(8.5, 10.0, 9.99047619047619)","(26.0, 34.0, 33.588235294117645)","(4.2, 5.3, 5.237142857142857)","(21.0, 34.0, 31.02857142857143)","(26.0, 40.0, 36.4)","(51.0, 80.0, 79.84848484848484)"
05-01-2023 16:32:34.724399,"(14.0, 21.0, 19.387755102040817)","(51.0, 65.0, 64.16666666666667)","(1.85, 2.08, 2.040909090909091)","(12.0, 17.0, 15.916666666666666)","(8.5, 10.0, 10.056962025316457)","(26.0, 34.0, 33.63636363636363)","(4.2, 5.4, 5.276470588235294)","(21.0, 34.0, 31.058823529411764)","(26.0, 38.0, 36.666666666666664)","(51.0, 80.0, 82.8688524590164)"
05-01-2023 16:32:35.941904,"(14.0, 21.0, 19.395833333333332)","(51.0, 65.0, 63.75)","(1.85, 2.08, 2.0771140939597315)","(12.0, 16.5, 15.916666666666666)","(8.5, 10.5, 10.102985074626867)","(26.0, 34.0, 33.63636363636363)","(4.2, 5.4, 5.26875)","(21.0, 34.0, 31.058823529411764)","(26.0, 38.0, 36.666666666666664)","(51.0, 90.0, 82.61904761904762)"
05-01-2023 16:32:37.159007,"(14.0, 21.0, 19.470588235294116)","(51.0, 65.0, 63.75)","(1.85, 2.08, 2.077016478751084)","(12.0, 16.5, 16.03448275862069)","(8.5, 10.5, 10.127450980392156)","(26.0, 34.0, 33.63636363636363)","(4.2, 5.4, 5.322222222222223)","(21.0, 34.0, 31.058823529411764)","(26.0, 38.0, 36.81481481481482)","(51.0, 90.0, 82.61904761904762)"
05-01-2023 16:32:38.396843,"(14.0, 21.0, 19.470588235294116)","(51.0, 65.0, 64.44444444444444)","(1.85, 2.06, 2.0293693693693693)","(12.0, 16.5, 15.96)","(8.5, 10.5, 10.077777777777778)","(26.0, 34.0, 33.63636363636363)","(4.2, 5.4, 5.35625)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 36.81481481481482)","(51.0, 90.0, 82.61904761904762)"
05-01-2023 16:32:39.599510,"(14.0, 21.0, 19.470588235294116)","(51.0, 65.0, 64.44444444444444)","(1.85, 2.1, 2.0823423423423426)","(12.0, 16.5, 15.96)","(8.5, 10.5, 10.127450980392156)","(26.0, 34.0, 33.63636363636363)","(4.2, 5.4, 5.327586206896552)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 35.89473684210526)","(51.0, 90.0, 82.61904761904762)"
05-01-2023 16:32:40.843021,"(14.0, 21.0, 19.408163265306122)","(51.0, 65.0, 64.58333333333333)","(1.85, 2.1, 2.05296)","(12.0, 16.5, 16.135135135135137)","(8.5, 10.5, 10.127450980392156)","(26.0, 34.0, 33.38461538461539)","(4.2, 5.4, 5.327586206896552)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 35.89473684210526)","(51.0, 90.0, 82.61904761904762)"
05-01-2023 16:32:42.150384,"(14.0, 21.0, 19.408163265306122)","(51.0, 65.0, 64.58333333333333)","(1.85, 2.1, 2.057391304347826)","(12.0, 16.5, 16.135135135135137)","(8.5, 10.5, 10.134615384615385)","(26.0, 34.0, 33.38461538461539)","(4.2, 5.4, 5.327586206896552)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 35.89473684210526)","(51.0, 90.0, 82.61904761904762)"
05-01-2023 16:32:43.327107,"(14.0, 21.0, 19.357894736842105)","(51.0, 65.0, 64.44444444444444)","(1.85, 2.1, 2.067169811320755)","(12.0, 16.5, 16.135135135135137)","(8.5, 10.5, 10.134615384615385)","(26.0, 34.0, 33.38461538461539)","(4.2, 5.4, 5.327586206896552)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 35.89473684210526)","(51.0, 90.0, 82.61904761904762)"
05-01-2023 16:32:44.449259,"(14.0, 21.0, 19.555555555555557)","(51.0, 65.0, 64.44444444444444)","(1.85, 2.1, 2.067037037037037)","(12.0, 16.5, 16.135135135135137)","(8.5, 10.5, 10.08695652173913)","(26.0, 34.0, 33.38461538461539)","(4.2, 5.4, 5.3432432432432435)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 35.89473684210526)","(51.0, 90.0, 82.61904761904762)"
05-01-2023 16:32:45.605604,"(14.0, 21.0, 19.555555555555557)","(51.0, 65.0, 64.44444444444444)","(1.85, 2.1, 2.086451612903226)","(12.0, 16.5, 15.807692307692308)","(8.5, 10.5, 10.134615384615385)","(26.0, 34.0, 33.38461538461539)","(4.2, 5.4, 5.3125)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 35.89473684210526)","(51.0, 90.0, 82.61904761904762)"
05-01-2023 16:32:46.852698,"(14.0, 21.0, 19.72826086956522)","(51.0, 65.0, 64.44444444444444)","(1.85, 2.06, 2.046875)","(12.0, 16.5, 15.807692307692308)","(8.5, 10.5, 10.176470588235293)","(26.0, 34.0, 33.172413793103445)","(4.2, 5.4, 5.308333333333334)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 35.89473684210526)","(51.0, 90.0, 82.61904761904762)"
05-01-2023 16:32:48.233467,"(14.0, 21.0, 20.075)","(51.0, 65.0, 64.58333333333333)","(1.9, 2.06, 2.03625)","(12.0, 16.5, 15.807692307692308)","(8.5, 10.5, 10.148936170212766)","(26.0, 34.0, 33.172413793103445)","(4.2, 5.4, 5.28421052631579)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 35.89473684210526)","(51.0, 90.0, 82.5)"
05-01-2023 16:32:49.516500,"(14.0, 21.0, 20.195652173913043)","(51.0, 65.0, 64.6875)","(1.9, 2.04, 2.0460000000000003)","(12.0, 16.5, 15.807692307692308)","(8.5, 10.5, 10.107142857142858)","(26.0, 34.0, 33.172413793103445)","(4.2, 5.4, 5.28421052631579)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 36.333333333333336)","(51.0, 90.0, 82.5)"
05-01-2023 16:32:50.751084,"(14.0, 21.0, 19.738636363636363)","(51.0, 65.0, 64.76190476190476)","(1.9, 2.06, 2.0460000000000003)","(12.0, 16.5, 15.807692307692308)","(8.5, 10.5, 10.107142857142858)","(26.0, 34.0, 33.0)","(4.2, 5.4, 5.28421052631579)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 36.857142857142854)","(51.0, 90.0, 82.5)"
05-01-2023 16:32:52.041914,"(14.0, 21.0, 19.333333333333332)","(51.0, 65.0, 64.6875)","(1.85, 2.06, 2.058634064080944)","(12.0, 16.5, 15.807692307692308)","(8.5, 10.5, 10.107142857142858)","(26.0, 34.0, 33.0)","(4.2, 5.4, 5.378846153846154)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 36.857142857142854)","(51.0, 90.0, 82.5)"
05-01-2023 16:32:53.361004,"(14.0, 21.0, 19.333333333333332)","(51.0, 65.0, 61.666666666666664)","(1.85, 2.06, 2.04)","(12.0, 16.5, 15.807692307692308)","(8.5, 10.5, 9.893333333333334)","(26.0, 34.0, 33.0)","(4.2, 5.4, 5.308333333333334)","(21.0, 34.0, 31.285714285714285)","(26.0, 38.0, 36.857142857142854)","(51.0, 90.0, 82.5)"
05-01-2023 16:32:54.685374,"(14.0, 21.0, 19.645833333333332)","(51.0, 65.0, 63.0)","(1.85, 2.06, 2.050344827586207)","(12.0, 16.5, 15.9375)","(8.5, 10.0, 9.691891891891892)","(26.0, 34.0, 30.9811320754717)","(4.2, 5.4, 5.357692307692308)","(21.0, 34.0, 30.695652173913043)","(26.0, 38.0, 36.857142857142854)","(51.0, 90.0, 82.5)"
05-01-2023 16:32:55.890826,"(14.0, 21.0, 19.733766233766232)","(51.0, 65.0, 63.0)","(1.85, 2.06, 2.0521739130434784)","(12.0, 16.5, 16.108695652173914)","(8.5, 9.8, 9.673333333333334)","(26.0, 32.0, 32.15384615384615)","(4.2, 5.4, 5.337762237762238)","(21.0, 34.0, 31.076923076923077)","(26.0, 38.0, 36.94736842105263)","(51.0, 90.0, 82.5)"
05-01-2023 16:32:57.092463,"(14.0, 21.0, 19.8109756097561)","(51.0, 65.0, 63.0)","(1.85, 2.06, 2.0521739130434784)","(12.0, 16.5, 16.108695652173914)","(8.5, 9.8, 9.664285714285715)","(26.0, 34.0, 32.15384615384615)","(4.2, 5.5, 5.390000000000001)","(21.0, 34.0, 31.076923076923077)","(26.0, 38.0, 36.94736842105263)","(51.0, 90.0, 82.5)"
05-01-2023 16:32:58.433946,"(14.0, 21.0, 19.8109756097561)","(51.0, 65.0, 63.0)","(1.85, 2.06, 2.050381679389313)","(12.0, 16.5, 16.136363636363637)","(8.5, 9.8, 9.666666666666666)","(26.0, 34.0, 32.15384615384615)","(4.2, 5.4, 5.344927536231884)","(21.0, 34.0, 31.076923076923077)","(26.0, 38.0, 37.027027027027025)","(51.0, 90.0, 82.88135593220339)"
05-01-2023 16:32:59.740623,"(14.0, 21.0, 19.814814814814813)","(51.0, 65.0, 63.75)","(1.85, 2.06, 2.0536)","(12.0, 16.5, 16.18)","(8.5, 9.8, 9.666666666666666)","(26.0, 34.0, 32.15384615384615)","(4.2, 5.5, 5.326016260162602)","(21.0, 34.0, 31.4)","(26.0, 38.0, 36.875)","(51.0, 90.0, 82.88135593220339)"
05-01-2023 16:33:01.288848,"(14.0, 21.0, 19.814814814814813)","(41.0, 65.0, 64.74358974358974)","(1.85, 2.06, 2.0563636363636366)","(12.0, 16.5, 16.791666666666668)","(8.5, 9.8, 9.666666666666666)","(26.0, 34.0, 32.15384615384615)","(4.2, 5.5, 5.31864406779661)","(21.0, 32.0, 31.4)","(26.0, 38.0, 36.875)","(51.0, 90.0, 82.88135593220339)"
05-01-2023 16:33:02.659613,"(14.0, 21.0, 20.058823529411764)","(41.0, 65.0, 64.75)","(1.85, 2.06, 2.0578082191780824)","(12.0, 17.0, 16.3125)","(8.5, 9.8, 9.62)","(26.0, 34.0, 32.22222222222222)","(4.2, 5.5, 5.452863436123348)","(21.0, 32.0, 31.4)","(26.0, 38.0, 36.875)","(51.0, 90.0, 82.88135593220339)"
05-01-2023 16:33:03.952900,"(14.0, 21.0, 20.058823529411764)","(51.0, 65.0, 64.31818181818181)","(1.85, 2.06, 2.0745454545454547)","(12.0, 16.5, 16.6875)","(8.5, 9.8, 9.65)","(21.0, 34.0, 32.4)","(4.2, 5.5, 5.565454545454545)","(21.0, 32.0, 31.75)","(26.0, 38.0, 37.05882352941177)","(51.0, 90.0, 83.13559322033899)"
05-01-2023 16:33:05.238539,"(14.0, 21.0, 20.12857142857143)","(51.0, 65.0, 64.31818181818181)","(1.85, 2.08, 2.0745454545454547)","(12.0, 17.0, 16.6875)","(8.5, 9.8, 9.65)","(21.0, 34.0, 32.4)","(4.2, 5.8, 5.565454545454545)","(21.0, 34.0, 31.75)","(26.0, 38.0, 37.05882352941177)","(51.0, 90.0, 83.13559322033899)"
05-01-2023 16:33:06.386434,"(14.0, 21.0, 20.12857142857143)","(51.0, 65.0, 64.36170212765957)","(1.85, 2.08, 2.0473469387755103)","(12.0, 17.0, 16.6875)","(8.5, 9.8, 9.622222222222222)","(21.0, 32.0, 31.583333333333332)","(4.2, 5.8, 5.565454545454545)","(21.0, 34.0, 31.75)","(26.0, 38.0, 37.05882352941177)","(51.0, 90.0, 83.13559322033899)"
05-01-2023 16:33:07.549952,"(14.0, 21.0, 20.12857142857143)","(41.0, 65.0, 63.125)","(1.85, 2.08, 2.049811320754717)","(12.0, 17.0, 16.423076923076923)","(8.5, 9.8, 9.66938775510204)","(21.0, 32.0, 31.583333333333332)","(4.2, 5.8, 5.586666666666667)","(21.0, 34.0, 31.448275862068964)","(26.0, 38.0, 37.05882352941177)","(51.0, 90.0, 83.13559322033899)"
05-01-2023 16:33:08.734338,"(14.0, 21.0, 20.12857142857143)","(41.0, 65.0, 63.125)","(1.85, 2.08, 2.049811320754717)","(12.0, 17.0, 16.423076923076923)","(8.5, 9.8, 9.66938775510204)","(21.0, 32.0, 31.5)","(4.2, 5.8, 5.557575757575758)","(21.0, 32.0, 31.448275862068964)","(26.0, 38.0, 37.05882352941177)","(51.0, 90.0, 83.13559322033899)"
05-01-2023 16:33:09.972817,"(14.0, 21.0, 20.075757575757574)","(41.0, 65.0, 61.25)","(1.85, 2.08, 2.0714754098360655)","(12.0, 17.0, 16.423076923076923)","(8.5, 9.8, 9.66938775510204)","(21.0, 32.0, 31.583333333333332)","(4.4, 5.6, 5.566666666666666)","(21.0, 32.0, 31.448275862068964)","(26.0, 38.0, 37.05882352941177)","(51.0, 90.0, 83.25)"
05-01-2023 16:33:11.255593,"(14.0, 21.0, 20.058823529411764)","(41.0, 60.0, 59.861111111111114)","(1.85, 2.08, 2.070877192982456)","(12.0, 17.0, 16.423076923076923)","(8.5, 9.8, 9.66938775510204)","(21.0, 32.0, 31.583333333333332)","(4.4, 5.6, 5.545833333333333)","(21.0, 32.0, 31.448275862068964)","(26.0, 38.0, 35.67741935483871)","(51.0, 90.0, 83.25)"
05-01-2023 16:33:12.432521,"(14.0, 21.0, 20.058823529411764)","(41.0, 60.0, 59.861111111111114)","(1.85, 2.08, 2.064927536231884)","(12.0, 17.0, 16.488636363636363)","(8.5, 9.8, 9.66938775510204)","(21.0, 32.0, 31.583333333333332)","(4.4, 5.6, 5.545833333333333)","(21.0, 32.0, 31.448275862068964)","(26.0, 36.0, 35.67741935483871)","(51.0, 90.0, 83.25)"
05-01-2023 16:33:13.644885,"(14.0, 21.0, 20.058823529411764)","(41.0, 60.0, 59.861111111111114)","(1.85, 2.08, 2.0661111111111112)","(12.0, 17.0, 16.285714285714285)","(8.5, 9.8, 9.476363636363637)","(21.0, 32.0, 31.62962962962963)","(4.4, 5.6, 5.565384615384615)","(21.0, 32.0, 31.5)","(26.0, 36.0, 36.76190476190476)","(51.0, 90.0, 83.25)"
05-01-2023 16:33:15.112083,"(14.0, 21.0, 20.12087912087912)","(41.0, 60.0, 59.81481481481482)","(1.85, 2.08, 2.0630508474576272)","(12.0, 17.0, 16.285714285714285)","(8.5, 10.0, 9.516666666666666)","(21.0, 32.0, 30.962962962962962)","(4.4, 5.6, 5.557142857142857)","(21.0, 32.0, 31.5)","(26.0, 38.0, 36.76190476190476)","(51.0, 90.0, 80.6896551724138)"
05-01-2023 16:33:16.415580,"(14.0, 21.0, 20.12087912087912)","(51.0, 60.0, 59.81481481481482)","(1.85, 2.08, 2.0582608695652174)","(12.0, 17.0, 16.285714285714285)","(8.5, 9.6, 9.466666666666667)","(21.0, 34.0, 31.19298245614035)","(4.4, 5.6, 5.546153846153846)","(21.0, 32.0, 31.5)","(26.0, 38.0, 36.76190476190476)","(51.0, 90.0, 80.6896551724138)"
05-01-2023 16:33:17.760689,"(14.0, 21.0, 20.12087912087912)","(51.0, 60.0, 59.77272727272727)","(1.85, 2.08, 2.078400852878465)","(12.0, 17.0, 16.375)","(8.5, 9.6, 9.418181818181818)","(21.0, 34.0, 33.05263157894737)","(4.4, 5.6, 5.6995000000000005)","(21.0, 32.0, 31.5)","(26.0, 38.0, 36.76190476190476)","(51.0, 90.0, 80.6896551724138)"
05-01-2023 16:33:18.989661,"(14.0, 21.0, 20.10112359550562)","(51.0, 60.0, 59.77272727272727)","(1.85, 2.08, 2.078400852878465)","(12.0, 17.0, 16.272727272727273)","(8.5, 9.6, 9.457142857142857)","(21.0, 34.0, 33.05263157894737)","(4.4, 5.7, 5.6970731707317075)","(21.0, 32.0, 31.5)","(26.0, 38.0, 36.76190476190476)","(51.0, 90.0, 80.6896551724138)"
