,Zouologist,Sizzleonthebridge,Participator,Smugglers Run,Brothers Of Antrim,Pindarras Dream,Saiko,Merc,Gironde,Zarsnip
05-01-2023 16:22:49.130701,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.298222222222222)","(9.0, 19.0, 17.75)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 44.0, 39.125)","(21.0, 40.0, 38.0)","(31.0, 75.0, 65.45454545454545)"
05-01-2023 16:22:50.445287,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.298222222222222)","(9.0, 19.5, 16.8)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 44.0, 39.125)","(21.0, 40.0, 38.0)","(31.0, 90.0, 70.0)"
05-01-2023 16:22:51.720487,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.298222222222222)","(9.0, 19.5, 16.8)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 44.0, 39.125)","(21.0, 40.0, 38.0)","(31.0, 85.0, 72.5)"
05-01-2023 16:22:52.980307,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.298222222222222)","(9.0, 19.5, 16.8)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 44.0, 39.125)","(21.0, 40.0, 38.0)","(31.0, 85.0, 66.25)"
05-01-2023 16:22:54.253887,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.298222222222222)","(9.0, 19.5, 16.8)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 44.0, 39.125)","(21.0, 40.0, 38.0)","(31.0, 85.0, 66.25)"
05-01-2023 16:22:55.485753,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.5, 16.8)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 44.0, 39.125)","(21.0, 40.0, 38.0)","(31.0, 85.0, 66.25)"
05-01-2023 16:22:56.725678,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.5, 16.8)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 44.0, 39.125)","(21.0, 40.0, 38.0)","(31.0, 85.0, 66.25)"
05-01-2023 16:22:58.038612,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.5, 16.8)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 44.0, 39.125)","(21.0, 40.0, 38.0)","(31.0, 85.0, 66.25)"
05-01-2023 16:22:59.331070,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.5, 17.75)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 44.0, 41.0)","(21.0, 40.0, 38.0)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:00.644718,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.0, 17.75)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 38.0)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:01.997801,"(7.0, 12.0, 11.727272727272727)","(31.0, 65.0, 64.5)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.0, 17.75)","(13.0, 13.5, 12.563829787234043)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 38.0)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:03.252385,"(7.0, 12.0, 11.75)","(31.0, 65.0, 64.16666666666667)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.0, 17.75)","(13.0, 13.5, 12.657894736842104)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:04.455643,"(7.0, 12.0, 11.75)","(31.0, 65.0, 64.16666666666667)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.0, 16.8)","(13.0, 13.5, 12.657894736842104)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:05.641128,"(7.0, 15.0, 14.5)","(31.0, 65.0, 64.16666666666667)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.5, 16.8)","(13.0, 13.5, 12.657894736842104)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:06.834719,"(7.0, 15.0, 14.5)","(31.0, 65.0, 64.16666666666667)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.5, 16.8)","(13.0, 13.5, 13.214285714285714)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:08.058990,"(7.0, 15.0, 14.5)","(31.0, 65.0, 64.16666666666667)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.5, 16.8)","(13.0, 13.5, 13.214285714285714)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:09.327888,"(7.0, 15.0, 12.9)","(31.0, 65.0, 62.5)","(2.2, 2.3, 2.29578947368421)","(9.0, 19.5, 16.8)","(13.0, 13.5, 13.214285714285714)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:10.606393,"(7.0, 15.0, 12.75)","(31.0, 65.0, 63.5)","(2.2, 2.3, 2.2753846153846156)","(9.0, 19.5, 16.8)","(13.0, 13.5, 13.214285714285714)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:11.858416,"(7.0, 15.0, 13.09090909090909)","(31.0, 65.0, 63.5)","(2.2, 2.34, 2.2753846153846156)","(9.0, 19.5, 16.8)","(13.0, 13.5, 13.214285714285714)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 85.0, 66.25)"
05-01-2023 16:23:13.118565,"(7.0, 15.0, 13.09090909090909)","(31.0, 65.0, 63.5)","(2.2, 2.34, 2.277)","(9.0, 19.5, 18.25)","(11.0, 13.5, 12.657894736842104)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.311392405063291)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 85.0, 66.66666666666667)"
05-01-2023 16:23:14.450367,"(7.0, 15.0, 13.09090909090909)","(31.0, 65.0, 62.0)","(2.2, 2.34, 2.2911627906976744)","(9.0, 19.0, 18.0)","(11.0, 13.5, 12.3)","(20.0, 36.0, 35.75)","(3.7, 4.6, 4.571875)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 80.0, 65.0)"
05-01-2023 16:23:15.781000,"(7.0, 15.0, 13.6875)","(31.0, 65.0, 62.0)","(2.2, 2.34, 2.2254545454545456)","(9.0, 19.0, 18.0)","(11.0, 13.0, 11.583333333333334)","(20.0, 36.0, 35.2)","(3.7, 4.9, 4.552777777777778)","(18.0, 42.0, 41.0)","(21.0, 40.0, 36.666666666666664)","(31.0, 75.0, 65.0)"
05-01-2023 16:23:17.056963,"(7.0, 14.5, 13.214285714285714)","(31.0, 65.0, 62.0)","(2.2, 2.34, 2.2254545454545456)","(9.0, 19.0, 18.0)","(11.0, 12.0, 11.625)","(20.0, 36.0, 35.55555555555556)","(3.7, 4.9, 4.622222222222223)","(18.0, 42.0, 41.0)","(21.0, 40.0, 31.6)","(31.0, 75.0, 65.0)"
05-01-2023 16:23:18.309998,"(7.0, 14.5, 13.375)","(31.0, 65.0, 62.0)","(2.2, 2.34, 2.25)","(9.0, 19.0, 18.0)","(12.0, 12.0, 11.625)","(20.0, 36.0, 35.55555555555556)","(3.7, 4.9, 4.65609756097561)","(19.0, 42.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 65.0)"
05-01-2023 16:23:19.582252,"(7.0, 14.5, 13.807692307692308)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2470967741935484)","(9.0, 18.5, 17.72222222222222)","(12.0, 12.0, 11.605263157894736)","(20.0, 36.0, 35.55555555555556)","(3.7, 4.9, 4.65609756097561)","(19.0, 42.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 65.0)"
05-01-2023 16:23:20.834144,"(7.0, 14.5, 13.807692307692308)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2470967741935484)","(9.0, 18.5, 17.333333333333332)","(12.0, 12.0, 11.571428571428571)","(20.0, 36.0, 35.55555555555556)","(3.7, 4.9, 4.65609756097561)","(19.0, 42.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 65.0)"
05-01-2023 16:23:22.140257,"(7.0, 14.5, 13.807692307692308)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2470967741935484)","(9.0, 18.5, 17.333333333333332)","(12.0, 12.0, 11.571428571428571)","(20.0, 36.0, 35.55555555555556)","(3.7, 4.9, 4.65609756097561)","(19.0, 42.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 65.0)"
05-01-2023 16:23:23.437147,"(7.0, 14.5, 13.807692307692308)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2581818181818183)","(9.0, 18.5, 17.5)","(12.0, 12.0, 12.481481481481481)","(20.0, 36.0, 35.851851851851855)","(3.7, 4.9, 4.65609756097561)","(19.0, 46.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 65.0)"
05-01-2023 16:23:24.794484,"(7.0, 14.5, 13.078947368421053)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2581818181818183)","(9.0, 18.5, 17.5)","(12.0, 13.0, 12.045454545454545)","(20.0, 36.0, 35.851851851851855)","(3.7, 4.9, 4.65609756097561)","(19.0, 46.0, 41.333333333333336)","(21.0, 34.0, 31.6)","(31.0, 75.0, 65.0)"
05-01-2023 16:23:26.110472,"(7.0, 14.5, 13.078947368421053)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2610526315789476)","(9.0, 18.5, 17.5)","(12.0, 13.0, 12.045454545454545)","(20.0, 36.0, 35.851851851851855)","(3.7, 4.9, 4.65609756097561)","(19.0, 46.0, 42.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 65.0)"
05-01-2023 16:23:27.385806,"(7.0, 14.5, 13.078947368421053)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2610526315789476)","(9.0, 18.5, 17.5)","(12.0, 13.0, 12.045454545454545)","(20.0, 36.0, 39.5)","(3.7, 4.9, 4.667441860465116)","(19.0, 44.0, 42.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 67.0)"
05-01-2023 16:23:28.582435,"(7.0, 14.5, 13.078947368421053)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2610526315789476)","(9.0, 18.5, 17.5)","(12.0, 13.0, 12.045454545454545)","(20.0, 42.0, 40.0)","(3.7, 4.9, 4.667441860465116)","(19.0, 44.0, 42.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 67.0)"
05-01-2023 16:23:29.879440,"(7.0, 14.5, 13.078947368421053)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2610526315789476)","(9.0, 18.5, 17.9)","(12.0, 13.0, 12.045454545454545)","(20.0, 42.0, 40.0)","(3.7, 4.9, 4.667441860465116)","(19.0, 44.0, 42.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 67.0)"
05-01-2023 16:23:31.197811,"(7.0, 14.5, 13.078947368421053)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2610526315789476)","(9.0, 18.5, 17.9)","(11.0, 13.0, 12.045454545454545)","(20.0, 42.0, 36.30769230769231)","(3.7, 4.9, 4.667441860465116)","(19.0, 44.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 67.0)"
05-01-2023 16:23:32.535811,"(7.0, 14.5, 12.928571428571429)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2610526315789476)","(9.0, 18.5, 17.9)","(11.0, 13.0, 11.666666666666666)","(20.0, 44.0, 36.30769230769231)","(3.7, 4.9, 4.667441860465116)","(19.0, 44.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 67.0)"
05-01-2023 16:23:33.867838,"(7.0, 14.5, 13.375)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2610526315789476)","(9.0, 18.5, 17.9)","(11.0, 12.0, 12.045454545454545)","(20.0, 44.0, 40.57142857142857)","(3.7, 4.9, 4.667441860465116)","(19.0, 44.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 67.0)"
05-01-2023 16:23:35.185197,"(7.0, 14.5, 13.375)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.287058823529412)","(9.0, 18.5, 17.9)","(11.0, 13.0, 12.166666666666666)","(20.0, 44.0, 41.25925925925926)","(3.7, 4.9, 4.667441860465116)","(19.0, 44.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 67.0)"
05-01-2023 16:23:36.418418,"(7.0, 14.5, 13.375)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.293846153846154)","(9.0, 18.5, 17.9)","(11.0, 15.0, 13.5)","(20.0, 42.0, 40.33333333333333)","(3.7, 4.9, 4.667441860465116)","(19.0, 44.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 67.0)"
05-01-2023 16:23:37.778166,"(7.0, 14.5, 13.375)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.293846153846154)","(9.0, 18.5, 17.9)","(11.0, 14.5, 13.5)","(20.0, 42.0, 40.33333333333333)","(3.7, 4.9, 4.667441860465116)","(19.0, 44.0, 41.0)","(21.0, 34.0, 31.6)","(31.0, 75.0, 67.0)"
05-01-2023 16:23:39.414382,"(7.0, 14.5, 13.456521739130435)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.28375)","(9.0, 18.5, 17.8)","(11.0, 14.5, 12.75)","(20.0, 42.0, 38.285714285714285)","(3.7, 4.9, 4.667441860465116)","(19.0, 44.0, 41.33333333333333)","(21.0, 34.0, 31.6)","(31.0, 75.0, 64.0)"
05-01-2023 16:23:40.814647,"(7.0, 14.5, 13.166666666666666)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.28375)","(9.0, 18.5, 17.8)","(11.0, 13.5, 12.75)","(20.0, 40.0, 38.285714285714285)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 41.33333333333333)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:42.275787,"(7.0, 14.5, 12.972222222222221)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2495652173913046)","(9.0, 18.5, 17.8)","(11.0, 13.5, 13.125)","(20.0, 40.0, 38.285714285714285)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 41.33333333333333)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:43.752752,"(7.0, 14.5, 13.346153846153847)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2475675675675677)","(9.0, 18.5, 17.8)","(11.0, 13.5, 13.125)","(20.0, 40.0, 38.285714285714285)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 41.33333333333333)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:45.061778,"(7.0, 14.5, 13.346153846153847)","(31.0, 65.0, 61.25)","(2.2, 2.34, 2.2475675675675677)","(9.0, 18.5, 17.8)","(11.0, 13.5, 12.833333333333334)","(20.0, 40.0, 38.285714285714285)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:46.363567,"(7.0, 14.5, 13.346153846153847)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.2565853658536588)","(9.0, 18.5, 17.8)","(11.0, 13.5, 12.833333333333334)","(20.0, 40.0, 38.285714285714285)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:47.745124,"(7.0, 14.5, 13.346153846153847)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.2565853658536588)","(9.0, 18.5, 17.8)","(11.0, 13.5, 12.833333333333334)","(20.0, 40.0, 38.285714285714285)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:49.014401,"(7.0, 14.5, 13.346153846153847)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.2565853658536588)","(9.0, 18.5, 17.8)","(11.0, 13.5, 12.833333333333334)","(20.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:50.329085,"(7.0, 14.5, 13.346153846153847)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 18.0)","(11.0, 13.5, 11.833333333333334)","(20.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:51.682974,"(7.0, 14.5, 13.346153846153847)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 12.222222222222221)","(20.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:52.925809,"(7.5, 14.5, 13.5)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 12.222222222222221)","(19.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:54.309187,"(7.5, 14.5, 13.5)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 12.222222222222221)","(19.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:55.674666,"(7.5, 14.5, 13.5)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 12.222222222222221)","(19.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:57.008451,"(7.5, 14.5, 13.5)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 12.222222222222221)","(19.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:58.343420,"(7.5, 14.5, 13.5)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 12.222222222222221)","(19.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:23:59.621879,"(7.5, 14.5, 13.5)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 12.222222222222221)","(19.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:24:00.865402,"(7.5, 14.5, 13.5)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 12.222222222222221)","(19.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:24:02.353286,"(7.5, 14.5, 13.5)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 12.222222222222221)","(19.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:24:03.768058,"(7.5, 14.5, 13.5)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 12.222222222222221)","(19.0, 40.0, 38.5)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 42.15384615384615)","(21.0, 34.0, 31.6)","(31.0, 70.0, 64.0)"
05-01-2023 16:24:05.204530,"(7.5, 14.5, 13.5)","(31.0, 65.0, 63.333333333333336)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 13.0, 11.772727272727273)","(19.0, 40.0, 41.64705882352941)","(3.7, 4.9, 4.62972972972973)","(19.0, 44.0, 35.9)","(21.0, 34.0, 32.5)","(31.0, 70.0, 82.72727272727273)"
05-01-2023 16:24:06.722937,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.0909090909091)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 12.5, 11.772727272727273)","(19.0, 42.0, 41.64705882352941)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.9)","(21.0, 34.0, 32.5)","(31.0, 85.0, 75.78947368421052)"
05-01-2023 16:24:08.359211,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.0909090909091)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 12.5, 11.15)","(19.0, 42.0, 41.64705882352941)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.9)","(21.0, 34.0, 32.5)","(31.0, 90.0, 75.78947368421052)"
05-01-2023 16:24:09.736796,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.0909090909091)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 11.5, 11.11111111111111)","(19.0, 42.0, 43.333333333333336)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.9)","(21.0, 34.0, 32.5)","(31.0, 90.0, 79.23076923076923)"
05-01-2023 16:24:11.091689,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.0909090909091)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 11.5, 11.088235294117647)","(19.0, 44.0, 43.333333333333336)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.9)","(21.0, 34.0, 32.5)","(31.0, 85.0, 79.23076923076923)"
05-01-2023 16:24:12.397789,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.0909090909091)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 11.5, 10.676470588235293)","(19.0, 44.0, 43.69230769230769)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.9)","(21.0, 34.0, 32.5)","(31.0, 85.0, 79.23076923076923)"
05-01-2023 16:24:13.683009,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.16666666666667)","(2.2, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 11.5, 10.676470588235293)","(19.0, 46.0, 43.857142857142854)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.9)","(21.0, 34.0, 32.5)","(31.0, 85.0, 79.23076923076923)"
05-01-2023 16:24:14.908840,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.16666666666667)","(2.15, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 11.5, 10.676470588235293)","(19.0, 46.0, 43.857142857142854)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.9)","(21.0, 34.0, 32.5)","(31.0, 85.0, 79.23076923076923)"
05-01-2023 16:24:16.206072,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.16666666666667)","(2.15, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 11.5, 11.25)","(19.0, 46.0, 43.857142857142854)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.9)","(21.0, 34.0, 32.5)","(31.0, 85.0, 79.23076923076923)"
05-01-2023 16:24:17.491934,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.16666666666667)","(2.15, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 11.5, 11.25)","(19.0, 46.0, 43.857142857142854)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.714285714285715)","(21.0, 34.0, 32.5)","(31.0, 85.0, 79.23076923076923)"
05-01-2023 16:24:18.773039,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.16666666666667)","(2.15, 2.34, 2.26314606741573)","(9.0, 18.5, 17.5)","(11.0, 11.5, 11.25)","(19.0, 46.0, 43.857142857142854)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.333333333333336)","(21.0, 34.0, 32.5)","(31.0, 85.0, 79.23076923076923)"
05-01-2023 16:24:20.127214,"(7.5, 14.5, 13.794117647058824)","(31.0, 65.0, 64.16666666666667)","(2.15, 2.34, 2.257590361445783)","(9.0, 18.5, 17.5)","(11.0, 11.5, 11.25)","(19.0, 46.0, 43.857142857142854)","(3.7, 4.9, 4.62972972972973)","(19.0, 38.0, 35.333333333333336)","(21.0, 34.0, 32.5)","(31.0, 85.0, 70.0)"
