,All Inn Scooby,Moyarra Minstrel,Jaggers Lady,Stylish Ken,Soda Brock,Raw Panic,Smiling Spaniard,Dark Krystal
12-01-2023 09:10:04.568443,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:06.047945,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:07.238367,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:08.418389,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:09.603146,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:10.960533,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:12.422691,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:13.645975,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:14.992014,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:16.286818,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:17.478842,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:18.755490,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:19.985353,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:21.225270,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:22.318636,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:23.446231,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:24.613352,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:25.865029,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:27.012954,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:28.129255,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:29.223050,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:30.391972,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:31.634716,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:32.818297,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:33.847729,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:34.985471,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:36.204904,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:37.393725,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:38.531582,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:39.625465,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:40.768986,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:41.921646,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:43.073938,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:44.123304,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:45.229822,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:46.272845,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:47.364909,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:48.438478,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:49.514558,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:50.650281,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:51.660701,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:52.706216,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:53.862170,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:55.025216,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:56.135692,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:57.196546,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:58.299407,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:10:59.516107,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:00.726523,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:01.844119,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:02.947084,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:04.083168,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:05.269324,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:06.501336,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:07.701895,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:08.790968,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:09.844778,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:11.005660,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:12.169105,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:13.361410,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:14.503422,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:15.617336,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:16.738492,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:17.855655,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:18.992417,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:20.062671,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:21.282675,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:22.496530,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:23.642494,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:24.827915,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:25.932608,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:27.031752,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:28.254462,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:29.506010,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:30.692180,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:31.813094,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:32.897729,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:34.064399,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
12-01-2023 09:11:35.300815,"(5.0, 9.0, 7.973333333333333)","(15.0, 38.0, 26.863636363636363)","(3.7, 5.7, 4.822448979591837)","(3.0, 4.8, 3.730555555555555)","(12.0, 26.0, 21.555555555555557)","(9.0, 27.0, 19.416666666666668)","(9.0, 18.5, 10.083333333333334)","(6.5, 11.5, 9.4375)"
