,Fly To Eden,Tralee Beth,Remember Always,Oak Barrel,Whispering Misty,Act Of Kindness,Nora Carat,Hot Temper
11-01-2023 09:50:29.455066,"(4.6, 9.4, 7.9)","(2.0, 2.86, 2.6505882352941175)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.4, 7.036363636363637)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 24.75)","(8.0, 17.5, 16.016666666666666)"
11-01-2023 09:50:30.539494,"(4.6, 9.4, 7.9)","(2.0, 2.84, 2.6505882352941175)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.4, 6.685714285714286)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 24.75)","(8.0, 17.5, 16.016666666666666)"
11-01-2023 09:50:31.638559,"(4.6, 9.4, 7.9)","(2.0, 2.84, 2.6505882352941175)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.4, 7.0200000000000005)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 24.75)","(8.0, 17.5, 16.016666666666666)"
11-01-2023 09:50:32.779299,"(4.6, 9.4, 7.9)","(2.0, 2.84, 2.532)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 7.0200000000000005)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 24.75)","(8.0, 17.5, 13.05)"
11-01-2023 09:50:34.046735,"(4.6, 9.4, 7.9)","(2.0, 2.84, 2.4845454545454544)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 6.622222222222223)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 17.5, 12.645454545454545)"
11-01-2023 09:50:35.333724,"(4.6, 9.4, 7.9)","(2.0, 2.84, 2.4162962962962964)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.4, 6.35)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 17.5, 10.042857142857143)"
11-01-2023 09:50:36.502534,"(4.6, 9.4, 7.9)","(2.0, 2.84, 2.4524999999999997)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 17.5, 10.042857142857143)"
11-01-2023 09:50:37.826950,"(4.6, 9.4, 7.9)","(2.0, 2.82, 2.4524999999999997)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 17.0, 12.9)"
11-01-2023 09:50:39.101604,"(4.6, 9.4, 7.9)","(2.0, 2.82, 2.4524999999999997)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 17.0, 15.36)"
11-01-2023 09:50:40.323807,"(4.6, 9.4, 7.9)","(2.0, 2.82, 2.4524999999999997)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 17.0, 13.933333333333334)"
11-01-2023 09:50:41.564538,"(4.6, 9.4, 7.9)","(2.0, 2.82, 2.4524999999999997)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.5, 13.933333333333334)"
11-01-2023 09:50:42.738234,"(4.6, 9.4, 7.9)","(2.0, 2.82, 2.4524999999999997)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.5, 13.933333333333334)"
11-01-2023 09:50:43.872410,"(4.6, 9.4, 7.9)","(2.0, 2.82, 2.4524999999999997)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.5, 13.933333333333334)"
11-01-2023 09:50:45.143411,"(4.6, 9.4, 7.9)","(2.0, 2.82, 2.4524999999999997)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.5, 14.575)"
11-01-2023 09:50:46.297835,"(4.6, 9.4, 7.9)","(2.0, 2.82, 2.4524999999999997)","(13.0, 28.0, 24.625)","(21.0, 80.0, 71.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 28.0, 27.133333333333333)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.5, 13.600000000000001)"
11-01-2023 09:50:47.515756,"(4.6, 9.4, 7.9)","(2.0, 2.82, 2.4524999999999997)","(13.0, 28.0, 23.125)","(21.0, 80.0, 43.18181818181819)","(5.0, 7.2, 5.8090909090909095)","(13.0, 28.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 12.4)"
11-01-2023 09:50:48.674518,"(4.6, 8.8, 5.42)","(2.0, 2.82, 2.4524999999999997)","(13.0, 26.0, 19.1875)","(21.0, 60.0, 43.18181818181819)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 12.188235294117646)"
11-01-2023 09:50:49.810409,"(4.6, 8.8, 5.42)","(2.0, 2.82, 2.4524999999999997)","(13.0, 27.0, 19.1875)","(21.0, 60.0, 43.18181818181819)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 11.628571428571428)"
11-01-2023 09:50:50.933682,"(4.6, 8.8, 5.42)","(2.0, 2.84, 2.4175999999999997)","(13.0, 27.0, 19.1875)","(21.0, 60.0, 43.18181818181819)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 11.628571428571428)"
11-01-2023 09:50:52.081748,"(4.6, 8.8, 5.42)","(2.0, 2.8, 2.4499999999999997)","(13.0, 27.0, 19.1875)","(21.0, 60.0, 43.18181818181819)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 11.628571428571428)"
11-01-2023 09:50:53.273546,"(4.6, 8.8, 5.42)","(2.0, 2.8, 2.4499999999999997)","(13.0, 27.0, 19.1875)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 11.628571428571428)"
11-01-2023 09:50:54.472522,"(4.6, 8.4, 5.536363636363637)","(2.0, 2.8, 2.4499999999999997)","(13.0, 27.0, 19.1875)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 11.628571428571428)"
11-01-2023 09:50:55.586390,"(4.6, 8.4, 5.438461538461539)","(2.0, 2.8, 2.4499999999999997)","(13.0, 27.0, 19.1875)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 11.466666666666665)"
11-01-2023 09:50:56.661196,"(4.6, 8.0, 5.785714285714286)","(2.0, 2.8, 2.4499999999999997)","(13.0, 27.0, 19.1875)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 12.338461538461537)"
11-01-2023 09:50:57.768643,"(4.6, 8.0, 5.2875000000000005)","(2.0, 2.8, 2.4499999999999997)","(13.0, 27.0, 19.1875)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 12.6)"
11-01-2023 09:50:58.921735,"(4.6, 8.0, 5.2875000000000005)","(2.0, 2.78, 2.4475)","(13.0, 27.0, 19.1875)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 16.0, 14.66)"
11-01-2023 09:51:00.145204,"(4.6, 8.0, 5.2875000000000005)","(2.0, 2.78, 2.4475)","(13.0, 27.0, 19.1875)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.92857142857143)","(8.0, 17.0, 16.025)"
11-01-2023 09:51:01.311273,"(4.6, 8.0, 5.2875000000000005)","(2.0, 2.78, 2.4345454545454546)","(13.0, 27.0, 20.333333333333332)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 28.0)","(8.0, 17.0, 11.573333333333332)"
11-01-2023 09:51:02.399196,"(4.6, 7.8, 6.35)","(2.0, 2.76, 2.4327272727272726)","(13.0, 27.0, 20.333333333333332)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 28.0)","(8.0, 17.0, 11.573333333333332)"
11-01-2023 09:51:03.481918,"(4.6, 7.8, 6.35)","(2.0, 2.76, 2.4327272727272726)","(13.0, 27.0, 20.333333333333332)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 25.25)","(8.0, 17.0, 11.72)"
11-01-2023 09:51:04.607053,"(4.6, 7.8, 6.35)","(2.0, 2.76, 2.4327272727272726)","(13.0, 27.0, 20.333333333333332)","(21.0, 60.0, 38.85714285714286)","(5.0, 7.2, 5.8090909090909095)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 28.333333333333332)","(8.0, 17.0, 12.777777777777779)"
11-01-2023 09:51:05.782046,"(4.6, 7.8, 6.35)","(2.0, 2.76, 2.4327272727272726)","(13.0, 27.0, 20.333333333333332)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.2, 6.25)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 28.9)","(8.0, 16.5, 12.48)"
11-01-2023 09:51:06.966889,"(4.6, 7.8, 6.35)","(2.0, 2.74, 2.4425)","(13.0, 27.0, 20.333333333333332)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.2, 6.725)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 28.9)","(8.0, 16.5, 12.033333333333333)"
11-01-2023 09:51:08.153740,"(4.6, 7.8, 6.35)","(2.0, 2.74, 2.4425)","(13.0, 27.0, 19.8125)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.2, 6.0)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 28.666666666666664)","(8.0, 16.5, 11.586666666666668)"
11-01-2023 09:51:09.245075,"(4.6, 7.8, 6.35)","(2.0, 2.74, 2.4425)","(13.0, 27.0, 19.8125)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.2, 6.0)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 28.666666666666664)","(8.0, 16.5, 11.586666666666668)"
11-01-2023 09:51:10.297314,"(4.6, 7.8, 6.35)","(2.0, 2.74, 2.4425)","(13.0, 27.0, 19.8125)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.2, 6.0)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 28.666666666666664)","(8.0, 16.5, 11.586666666666668)"
11-01-2023 09:51:11.445796,"(4.6, 7.8, 6.35)","(2.0, 2.74, 2.4425)","(13.0, 27.0, 18.636363636363637)","(21.0, 60.0, 36.631578947368425)","(5.0, 7.2, 6.45625)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 26.0)","(8.0, 16.5, 12.48)"
11-01-2023 09:51:12.633465,"(4.6, 7.6, 6.25)","(2.0, 2.74, 2.4355555555555557)","(13.0, 27.0, 19.333333333333332)","(21.0, 60.0, 36.631578947368425)","(5.0, 7.2, 6.5736842105263165)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 24.4)","(8.0, 16.5, 12.48)"
11-01-2023 09:51:13.763742,"(4.6, 7.4, 6.566666666666667)","(2.0, 2.72, 2.429090909090909)","(13.0, 26.0, 19.375)","(21.0, 60.0, 65.0)","(5.0, 7.2, 6.5736842105263165)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 25.818181818181817)","(8.0, 16.5, 12.48)"
11-01-2023 09:51:14.887034,"(4.6, 7.4, 6.566666666666667)","(2.0, 2.7, 2.4272727272727272)","(13.0, 25.0, 22.0)","(21.0, 95.0, 72.875)","(5.0, 7.2, 6.5736842105263165)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 26.5)","(8.0, 16.5, 12.48)"
11-01-2023 09:51:16.031120,"(4.6, 7.2, 5.283333333333333)","(2.0, 2.7, 2.4272727272727272)","(13.0, 24.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.5736842105263165)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 25.944444444444443)","(8.0, 16.5, 12.6)"
11-01-2023 09:51:17.142965,"(4.6, 7.0, 6.3)","(2.0, 2.7, 2.4272727272727272)","(13.0, 24.0, 22.4)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.5736842105263165)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 24.0)","(8.0, 16.5, 12.6)"
11-01-2023 09:51:18.311193,"(4.6, 7.0, 6.3)","(2.0, 2.7, 2.4272727272727272)","(13.0, 24.0, 22.4)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.5736842105263165)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 24.0)","(8.0, 16.5, 11.7)"
11-01-2023 09:51:19.486483,"(4.6, 7.0, 5.74)","(2.0, 2.7, 2.56)","(13.0, 24.0, 22.4)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.5736842105263165)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.0)","(8.0, 16.5, 13.026315789473685)"
11-01-2023 09:51:20.761984,"(4.6, 7.0, 5.2)","(2.0, 2.7, 2.56)","(13.0, 24.0, 22.125)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.5736842105263165)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.0)","(8.0, 16.5, 13.026315789473685)"
11-01-2023 09:51:21.878863,"(4.6, 7.0, 5.2)","(2.0, 2.7, 2.6353846153846154)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.5736842105263165)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.0)","(8.0, 16.5, 13.026315789473685)"
11-01-2023 09:51:22.972984,"(4.6, 6.8, 5.66)","(2.0, 2.7, 2.6353846153846154)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.3)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.0)","(8.0, 16.5, 13.264705882352942)"
11-01-2023 09:51:24.120922,"(4.6, 6.6, 5.183333333333334)","(2.0, 2.7, 2.6353846153846154)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.417391304347826)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 23.166666666666668)","(8.0, 16.5, 13.264705882352942)"
11-01-2023 09:51:25.294686,"(4.6, 6.6, 5.183333333333334)","(2.0, 2.7, 2.6353846153846154)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.417391304347826)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.333333333333336)","(8.0, 16.5, 13.264705882352942)"
11-01-2023 09:51:26.463954,"(4.6, 6.6, 5.183333333333334)","(2.0, 2.7, 2.6353846153846154)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.417391304347826)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.333333333333336)","(8.0, 16.5, 13.264705882352942)"
11-01-2023 09:51:27.609744,"(4.6, 6.4, 5.275)","(2.0, 2.7, 2.505)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.533333333333333)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.333333333333336)","(8.0, 16.5, 13.444444444444445)"
11-01-2023 09:51:28.692900,"(4.6, 6.4, 5.275)","(2.0, 2.7, 2.505)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.533333333333333)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 29.333333333333336)","(8.0, 16.5, 13.444444444444445)"
11-01-2023 09:51:29.783724,"(4.6, 6.0, 5.06923076923077)","(2.0, 2.7, 2.505)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.533333333333333)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 28.727272727272727)","(8.0, 16.5, 13.444444444444445)"
11-01-2023 09:51:30.956751,"(4.6, 6.0, 5.06923076923077)","(2.0, 2.7, 2.505)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.533333333333333)","(13.0, 26.0, 26.200000000000003)","(13.0, 36.0, 26.857142857142858)","(8.0, 16.5, 13.444444444444445)"
11-01-2023 09:51:32.119718,"(4.6, 6.0, 5.06923076923077)","(2.0, 2.7, 2.505)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.533333333333333)","(13.0, 27.0, 26.200000000000003)","(13.0, 36.0, 26.857142857142858)","(8.0, 16.5, 13.444444444444445)"
11-01-2023 09:51:33.316364,"(4.6, 6.0, 5.06923076923077)","(2.0, 2.7, 2.505)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 26.200000000000003)","(13.0, 36.0, 26.857142857142858)","(8.0, 16.5, 13.444444444444445)"
11-01-2023 09:51:34.465744,"(4.6, 6.0, 5.06923076923077)","(2.0, 2.7, 2.505)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 26.200000000000003)","(13.0, 36.0, 32.0)","(8.0, 16.5, 15.0)"
11-01-2023 09:51:35.550443,"(4.6, 6.0, 5.06923076923077)","(2.0, 2.68, 2.461818181818182)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 26.200000000000003)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:36.711158,"(4.6, 6.0, 5.06923076923077)","(2.0, 2.66, 2.4675)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 26.200000000000003)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:37.849666,"(4.6, 6.0, 5.06923076923077)","(2.0, 2.66, 2.4675)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 26.200000000000003)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:39.051641,"(4.6, 6.0, 5.06923076923077)","(2.0, 2.66, 2.4675)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 26.200000000000003)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:40.253144,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.4675)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 26.200000000000003)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:41.377298,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.4675)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 26.200000000000003)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:42.514468,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.4675)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 26.200000000000003)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:43.639619,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.4675)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 26.200000000000003)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:44.779422,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.4675)","(13.0, 25.0, 22.0)","(21.0, 80.0, 72.875)","(5.0, 7.2, 6.475862068965517)","(13.0, 27.0, 24.058823529411764)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:45.978812,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.4675)","(13.0, 25.0, 21.25)","(21.0, 80.0, 40.266666666666666)","(5.0, 7.2, 6.475862068965517)","(13.0, 26.0, 23.105263157894736)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:47.116673,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.45375)","(13.0, 23.0, 22.0)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.2, 6.475862068965517)","(13.0, 26.0, 23.105263157894736)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.0)"
11-01-2023 09:51:48.336562,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.45375)","(13.0, 27.0, 22.0)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.2, 6.442857142857143)","(13.0, 26.0, 23.105263157894736)","(13.0, 34.0, 32.0)","(8.0, 15.5, 15.416666666666666)"
11-01-2023 09:51:49.426156,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.45375)","(13.0, 27.0, 22.0)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 23.105263157894736)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.7)"
11-01-2023 09:51:50.564056,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.54)","(13.0, 27.0, 20.714285714285715)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:51:51.708087,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.54)","(13.0, 27.0, 20.714285714285715)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:51:52.886102,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.5289655172413794)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:51:54.032895,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.489)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:51:55.148794,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.489)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:51:56.250443,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.489)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:51:57.375162,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.489)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:51:58.553073,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.489)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:51:59.723451,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.489)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:52:00.847831,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.489)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:52:01.930289,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.489)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:52:03.008143,"(4.6, 6.0, 5.094117647058824)","(2.0, 2.66, 2.489)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
11-01-2023 09:52:04.149862,"(4.6, 5.9, 5.130769230769231)","(2.0, 2.66, 2.489)","(13.0, 26.0, 24.57142857142857)","(21.0, 60.0, 40.266666666666666)","(5.0, 7.0, 6.442857142857143)","(13.0, 26.0, 25.266666666666666)","(13.0, 34.0, 32.0)","(8.0, 15.5, 14.5)"
