,Bold Prophet,Danncity,Wojtek,Luckee Floran,The Frenchman,Lead Guitar,Reactionary,Butterflyrock,American Agent,Go Go Gracie,Pio Kerri
08-12-2022 15:36:56.028152,"(9.0, 12.0, 11.285714285714286)","(101.0, 160.0, 130.0)","(9.0, 12.5, 11.772727272727273)","(8.5, 17.5, 14.583333333333334)","(101.0, 330.0, 203.33333333333334)","(14.0, 21.0, 19.636363636363637)","(26.0, 65.0, 61.25)","(31.0, 95.0, 65.0)","(1.95, 2.26, 2.210769230769231)","(8.0, 9.6, 9.52258064516129)","(6.5, 9.8, 9.0)"
08-12-2022 15:36:57.363294,"(9.0, 12.0, 11.285714285714286)","(101.0, 160.0, 120.0)","(9.0, 12.5, 11.772727272727273)","(8.5, 17.0, 14.5)","(101.0, 330.0, 203.33333333333334)","(14.0, 21.0, 18.5)","(26.0, 65.0, 61.25)","(31.0, 95.0, 65.0)","(1.95, 2.26, 2.210769230769231)","(8.0, 9.6, 9.52258064516129)","(6.5, 9.8, 9.0)"
08-12-2022 15:36:58.697622,"(9.0, 12.0, 11.285714285714286)","(101.0, 160.0, 120.0)","(9.0, 12.5, 11.772727272727273)","(8.5, 17.0, 14.75)","(101.0, 330.0, 203.33333333333334)","(14.0, 21.0, 18.5)","(26.0, 65.0, 61.25)","(31.0, 95.0, 65.0)","(1.95, 2.26, 2.210769230769231)","(8.0, 9.6, 9.52258064516129)","(6.5, 9.8, 9.0)"
08-12-2022 15:37:00.248175,"(9.0, 12.0, 11.285714285714286)","(101.0, 160.0, 120.0)","(9.0, 12.5, 11.772727272727273)","(8.5, 17.0, 14.75)","(101.0, 330.0, 203.33333333333334)","(14.0, 21.0, 19.833333333333332)","(26.0, 65.0, 61.25)","(31.0, 95.0, 65.0)","(1.95, 2.26, 2.2088)","(8.0, 9.6, 9.52258064516129)","(6.5, 9.8, 8.927272727272728)"
08-12-2022 15:37:01.771675,"(9.0, 13.0, 11.4)","(101.0, 160.0, 124.54545454545455)","(9.0, 12.5, 11.772727272727273)","(8.5, 17.0, 14.75)","(101.0, 330.0, 203.33333333333334)","(14.0, 21.0, 19.90625)","(26.0, 65.0, 56.5)","(31.0, 95.0, 65.0)","(1.95, 2.26, 2.2088)","(8.0, 9.6, 9.52258064516129)","(6.5, 9.8, 8.927272727272728)"
08-12-2022 15:37:03.291213,"(9.0, 13.0, 11.857142857142858)","(101.0, 160.0, 117.22222222222223)","(9.0, 12.5, 11.642857142857142)","(8.5, 17.0, 15.0)","(101.0, 330.0, 275.0)","(14.0, 21.0, 19.653846153846153)","(26.0, 65.0, 51.5)","(31.0, 95.0, 76.66666666666667)","(1.95, 2.26, 2.2163636363636363)","(8.0, 9.6, 9.52258064516129)","(6.5, 9.8, 8.942857142857143)"
08-12-2022 15:37:04.749857,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(9.0, 12.5, 11.6)","(8.5, 18.0, 14.38888888888889)","(101.0, 320.0, 235.0)","(14.0, 21.0, 19.03846153846154)","(26.0, 55.0, 51.5)","(31.0, 90.0, 61.666666666666664)","(1.95, 2.26, 2.2163636363636363)","(8.0, 9.6, 9.53142857142857)","(6.5, 9.4, 9.65)"
08-12-2022 15:37:06.154563,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(9.0, 12.0, 11.6)","(8.5, 17.5, 14.26923076923077)","(101.0, 330.0, 235.0)","(14.0, 20.0, 19.0)","(26.0, 55.0, 51.5)","(31.0, 85.0, 73.33333333333333)","(1.95, 2.26, 2.2142857142857144)","(8.0, 9.6, 9.52258064516129)","(6.5, 10.0, 9.114285714285714)"
08-12-2022 15:37:07.545391,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(9.0, 12.0, 11.6)","(8.5, 17.5, 14.26923076923077)","(101.0, 330.0, 235.0)","(14.0, 20.0, 19.0)","(26.0, 55.0, 51.5)","(31.0, 85.0, 73.33333333333333)","(1.95, 2.26, 2.2142857142857144)","(8.0, 9.6, 9.52258064516129)","(6.5, 9.8, 9.114285714285714)"
08-12-2022 15:37:08.915020,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(9.0, 12.0, 11.6)","(8.5, 17.5, 14.26923076923077)","(101.0, 330.0, 235.0)","(14.0, 20.0, 19.03846153846154)","(26.0, 55.0, 51.5)","(31.0, 85.0, 61.666666666666664)","(1.95, 2.26, 2.2142857142857144)","(8.0, 9.6, 9.52258064516129)","(6.5, 9.8, 9.0)"
08-12-2022 15:37:10.286499,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(9.0, 12.0, 11.5625)","(8.5, 17.5, 14.38888888888889)","(101.0, 330.0, 235.0)","(14.0, 20.0, 19.0)","(26.0, 55.0, 50.333333333333336)","(31.0, 85.0, 58.75)","(1.95, 2.26, 2.2142857142857144)","(8.0, 9.6, 9.53142857142857)","(6.5, 9.8, 9.0)"
08-12-2022 15:37:11.624631,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 116.66666666666667)","(9.0, 12.0, 11.5625)","(8.5, 17.5, 14.38888888888889)","(101.0, 330.0, 235.0)","(14.0, 20.0, 19.0)","(26.0, 55.0, 50.333333333333336)","(31.0, 85.0, 65.0)","(1.95, 2.26, 2.2142857142857144)","(8.0, 9.6, 9.52258064516129)","(6.5, 9.8, 9.0)"
08-12-2022 15:37:13.029407,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(10.0, 12.0, 11.5625)","(8.5, 17.5, 14.38888888888889)","(101.0, 330.0, 235.0)","(15.0, 20.0, 19.0)","(31.0, 55.0, 50.333333333333336)","(31.0, 80.0, 65.0)","(1.95, 2.26, 2.2142857142857144)","(8.5, 9.6, 9.52258064516129)","(6.5, 9.8, 9.0)"
08-12-2022 15:37:14.463150,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(10.0, 12.0, 11.5625)","(8.5, 17.5, 14.38888888888889)","(101.0, 330.0, 235.0)","(15.0, 20.0, 18.571428571428573)","(31.0, 55.0, 50.333333333333336)","(31.0, 80.0, 65.0)","(1.95, 2.26, 2.2163636363636363)","(8.5, 9.6, 9.53142857142857)","(6.5, 9.8, 9.0)"
08-12-2022 15:37:15.956006,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(10.0, 12.0, 11.5625)","(8.5, 17.5, 14.38888888888889)","(101.0, 330.0, 235.0)","(15.0, 20.0, 18.571428571428573)","(31.0, 55.0, 50.333333333333336)","(31.0, 80.0, 65.0)","(1.95, 2.26, 2.2163636363636363)","(8.5, 9.6, 9.52258064516129)","(6.5, 9.8, 9.0)"
08-12-2022 15:37:17.388033,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(10.0, 12.0, 11.5625)","(8.5, 17.5, 14.38888888888889)","(101.0, 330.0, 235.0)","(15.0, 20.0, 18.571428571428573)","(31.0, 55.0, 47.666666666666664)","(31.0, 80.0, 72.5)","(1.95, 2.26, 2.2473684210526312)","(8.5, 9.6, 9.52258064516129)","(6.5, 9.8, 9.0)"
08-12-2022 15:37:18.741865,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(10.0, 12.0, 11.5625)","(8.5, 17.5, 14.38888888888889)","(101.0, 330.0, 235.0)","(15.0, 20.0, 18.571428571428573)","(31.0, 55.0, 49.5)","(31.0, 80.0, 72.5)","(1.95, 2.26, 2.2473684210526312)","(8.5, 9.6, 9.52258064516129)","(6.5, 9.6, 9.1)"
08-12-2022 15:37:20.127763,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(10.0, 12.0, 11.5625)","(8.5, 17.5, 14.38888888888889)","(101.0, 330.0, 235.0)","(15.0, 20.0, 18.571428571428573)","(31.0, 55.0, 49.5)","(31.0, 80.0, 72.5)","(1.95, 2.26, 2.2111111111111112)","(8.5, 9.6, 9.44)","(6.5, 9.6, 8.76)"
08-12-2022 15:37:21.540101,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(10.0, 12.0, 11.5625)","(8.5, 17.5, 14.38888888888889)","(101.0, 330.0, 180.0)","(15.0, 20.0, 18.571428571428573)","(31.0, 55.0, 49.5)","(31.0, 80.0, 72.5)","(1.95, 2.22, 2.2125773195876293)","(8.5, 9.6, 9.44)","(6.5, 9.4, 9.1)"
08-12-2022 15:37:23.094537,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 116.66666666666667)","(10.0, 12.0, 11.5625)","(8.5, 17.5, 14.26923076923077)","(101.0, 330.0, 183.33333333333334)","(15.0, 20.0, 18.571428571428573)","(31.0, 55.0, 49.5)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.22, 2.2125773195876293)","(8.5, 9.6, 9.44)","(6.5, 9.6, 9.066666666666666)"
08-12-2022 15:37:24.647914,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 116.66666666666667)","(10.0, 12.0, 11.5625)","(8.5, 17.5, 15.25)","(101.0, 310.0, 228.75)","(15.0, 20.0, 18.571428571428573)","(31.0, 55.0, 49.5)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.22, 2.2125773195876293)","(8.5, 9.6, 9.44)","(6.5, 10.0, 9.457142857142857)"
08-12-2022 15:37:26.231064,"(9.0, 13.0, 11.857142857142858)","(101.0, 120.0, 113.33333333333333)","(10.0, 12.0, 11.5625)","(8.5, 16.5, 15.25)","(101.0, 300.0, 228.75)","(15.0, 20.0, 18.571428571428573)","(31.0, 55.0, 49.5)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.22, 2.2125773195876293)","(8.5, 9.6, 9.44)","(6.5, 9.8, 9.457142857142857)"
08-12-2022 15:37:27.799999,"(9.0, 13.0, 11.857142857142858)","(91.0, 120.0, 113.33333333333333)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 300.0, 230.0)","(15.0, 20.0, 18.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.22, 2.2125773195876293)","(8.0, 9.6, 9.353846153846153)","(7.0, 9.8, 9.266666666666667)"
08-12-2022 15:37:29.330160,"(9.0, 13.0, 11.857142857142858)","(91.0, 120.0, 117.5)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 270.0, 140.0)","(15.0, 19.5, 18.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.22, 2.2125773195876293)","(8.0, 9.6, 9.309090909090909)","(7.0, 9.8, 9.266666666666667)"
08-12-2022 15:37:30.856988,"(9.0, 13.0, 11.857142857142858)","(91.0, 120.0, 117.5)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 260.0, 186.36363636363637)","(14.0, 19.5, 18.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.22, 2.20875)","(8.0, 9.6, 9.309090909090909)","(7.0, 9.8, 9.266666666666667)"
08-12-2022 15:37:32.397107,"(9.0, 13.0, 11.857142857142858)","(91.0, 120.0, 117.5)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 250.0, 160.0)","(14.0, 19.5, 18.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.22, 2.20875)","(8.0, 9.6, 9.309090909090909)","(7.0, 9.8, 9.266666666666667)"
08-12-2022 15:37:33.929581,"(9.0, 13.0, 11.857142857142858)","(91.0, 120.0, 118.46153846153847)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 240.0, 146.0)","(14.0, 19.5, 18.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.22, 2.20875)","(8.0, 9.6, 9.399999999999999)","(7.0, 9.8, 9.266666666666667)"
08-12-2022 15:37:35.455306,"(9.0, 13.0, 11.857142857142858)","(91.0, 120.0, 106.66666666666667)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 230.0, 155.45454545454547)","(14.0, 19.5, 18.75)","(31.0, 55.0, 53.25)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.22, 2.20875)","(8.0, 9.6, 9.399999999999999)","(7.0, 9.8, 10.159090909090908)"
08-12-2022 15:37:36.938414,"(9.0, 13.0, 11.857142857142858)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 210.0, 150.0)","(14.0, 19.5, 19.214285714285715)","(31.0, 55.0, 53.25)","(31.0, 80.0, 72.5)","(1.95, 2.22, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 10.5, 9.98076923076923)"
08-12-2022 15:37:38.405033,"(9.0, 13.0, 11.857142857142858)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 200.0, 166.0)","(14.0, 19.5, 19.333333333333332)","(31.0, 55.0, 53.25)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 10.5, 10.03448275862069)"
08-12-2022 15:37:39.878384,"(9.0, 13.0, 11.857142857142858)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 180.0, 158.0)","(14.0, 19.5, 19.27777777777778)","(31.0, 55.0, 53.25)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 10.5, 10.071428571428571)"
08-12-2022 15:37:41.391266,"(9.0, 13.0, 11.857142857142858)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 170.0, 143.33333333333334)","(14.0, 19.5, 19.0)","(31.0, 55.0, 53.25)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 10.5, 10.25)"
08-12-2022 15:37:42.848290,"(9.0, 13.0, 12.5)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 160.0, 135.0)","(14.0, 19.5, 19.0)","(31.0, 55.0, 53.25)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 10.5, 10.25)"
08-12-2022 15:37:44.385704,"(9.0, 13.0, 12.5)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 19.0)","(31.0, 55.0, 53.25)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 10.5, 10.25)"
08-12-2022 15:37:45.877560,"(9.0, 13.0, 12.5)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 19.0)","(31.0, 55.0, 53.25)","(31.0, 80.0, 75.71428571428572)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 10.5, 10.25)"
08-12-2022 15:37:47.378368,"(9.0, 13.0, 12.5)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 19.0)","(31.0, 55.0, 53.25)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 10.5, 9.727272727272728)"
08-12-2022 15:37:48.821914,"(9.0, 13.0, 12.5)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 19.0)","(31.0, 55.0, 53.25)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 9.8, 9.5)"
08-12-2022 15:37:50.283056,"(9.0, 13.0, 12.5)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 19.0)","(31.0, 55.0, 53.25)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 9.6, 9.485714285714286)"
08-12-2022 15:37:51.716809,"(9.0, 13.0, 11.75)","(101.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(9.0, 16.5, 15.25)","(101.0, 160.0, 143.33333333333334)","(15.0, 19.5, 20.166666666666668)","(31.0, 55.0, 53.25)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.5, 9.6, 9.45)","(6.5, 9.6, 9.485714285714286)"
08-12-2022 15:37:53.157564,"(9.0, 13.0, 11.75)","(101.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(9.0, 16.5, 15.25)","(101.0, 160.0, 143.33333333333334)","(15.0, 21.0, 19.214285714285715)","(31.0, 55.0, 53.25)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.5, 9.6, 9.399999999999999)","(6.5, 9.6, 9.485714285714286)"
08-12-2022 15:37:54.561034,"(9.0, 13.0, 12.2)","(101.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(9.0, 16.5, 15.25)","(101.0, 160.0, 143.33333333333334)","(15.0, 21.0, 19.214285714285715)","(31.0, 55.0, 53.25)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.5, 9.6, 9.399999999999999)","(6.5, 9.6, 9.485714285714286)"
08-12-2022 15:37:56.091160,"(9.0, 13.0, 12.2)","(101.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(9.0, 16.5, 15.25)","(101.0, 160.0, 143.33333333333334)","(15.0, 21.0, 19.214285714285715)","(31.0, 55.0, 53.25)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.5, 9.6, 9.399999999999999)","(6.5, 9.6, 9.485714285714286)"
08-12-2022 15:37:57.691422,"(9.0, 13.0, 12.2)","(101.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(9.0, 16.5, 15.25)","(101.0, 160.0, 143.33333333333334)","(15.0, 21.0, 19.5)","(31.0, 55.0, 53.25)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.5, 9.6, 9.45)","(6.5, 9.6, 9.485714285714286)"
08-12-2022 15:37:59.234355,"(9.0, 13.0, 12.2)","(101.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(9.0, 16.5, 15.25)","(101.0, 160.0, 143.33333333333334)","(15.0, 20.0, 19.5)","(31.0, 55.0, 53.25)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.5, 9.6, 9.399999999999999)","(6.5, 9.6, 9.485714285714286)"
08-12-2022 15:38:00.720405,"(9.0, 13.0, 12.2)","(91.0, 110.0, 101.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 160.0, 143.33333333333334)","(14.0, 20.0, 19.166666666666668)","(31.0, 55.0, 53.25)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.399999999999999)","(7.0, 9.6, 9.485714285714286)"
08-12-2022 15:38:02.166238,"(9.0, 13.0, 12.2)","(91.0, 110.0, 115.0)","(10.0, 12.0, 11.642857142857142)","(10.0, 16.5, 15.25)","(91.0, 160.0, 143.33333333333334)","(14.0, 20.0, 19.166666666666668)","(31.0, 55.0, 49.5)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.45)","(7.0, 9.6, 8.96)"
08-12-2022 15:38:03.666236,"(9.0, 13.0, 12.2)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.818181818181818)","(10.0, 16.5, 15.25)","(91.0, 160.0, 143.33333333333334)","(14.0, 20.0, 19.25)","(31.0, 55.0, 49.5)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.45)","(7.0, 9.6, 8.96)"
08-12-2022 15:38:05.099057,"(9.0, 13.0, 12.2)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 16.5, 15.25)","(91.0, 160.0, 143.33333333333334)","(14.0, 20.0, 19.0)","(31.0, 55.0, 50.5)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.505882352941176)","(7.0, 9.6, 8.866666666666667)"
08-12-2022 15:38:06.546554,"(9.0, 13.0, 12.2)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 16.5, 14.63888888888889)","(91.0, 160.0, 133.33333333333334)","(14.0, 19.5, 19.0)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.83333333333334)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.505882352941176)","(7.0, 9.2, 9.057142857142857)"
08-12-2022 15:38:07.996576,"(9.0, 13.0, 12.555555555555555)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 17.0, 14.613636363636363)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 19.0)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.83333333333334)","(1.95, 2.2, 2.1885714285714286)","(8.0, 9.6, 9.505882352941176)","(7.0, 9.2, 8.7)"
08-12-2022 15:38:09.572407,"(9.0, 13.0, 12.0)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 17.0, 15.541666666666666)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 19.27777777777778)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.83333333333334)","(1.95, 2.2, 2.1817647058823533)","(8.0, 9.6, 9.505882352941176)","(7.0, 9.2, 9.3)"
08-12-2022 15:38:11.162304,"(9.0, 13.0, 12.0)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 17.0, 14.8125)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 19.357142857142858)","(31.0, 55.0, 50.5)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.22, 2.1817647058823533)","(8.0, 9.6, 9.485714285714286)","(7.0, 9.6, 9.1)"
08-12-2022 15:38:12.741851,"(9.0, 13.0, 12.25)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 17.0, 14.961538461538462)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 19.27777777777778)","(31.0, 55.0, 50.5)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.22, 2.1817647058823533)","(8.0, 9.6, 9.485714285714286)","(7.0, 9.6, 9.1)"
08-12-2022 15:38:14.306775,"(9.0, 13.0, 12.25)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 16.5, 14.961538461538462)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 19.4375)","(31.0, 55.0, 50.5)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.22, 2.1817647058823533)","(8.0, 9.6, 9.485714285714286)","(7.0, 9.6, 8.885714285714286)"
08-12-2022 15:38:15.920344,"(9.0, 13.0, 12.25)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 16.5, 14.8125)","(91.0, 160.0, 143.33333333333334)","(14.0, 19.5, 20.473684210526315)","(31.0, 55.0, 50.5)","(31.0, 80.0, 71.66666666666667)","(1.95, 2.22, 2.1817647058823533)","(8.0, 9.6, 9.485714285714286)","(7.0, 9.6, 8.885714285714286)"
08-12-2022 15:38:17.708315,"(9.0, 13.0, 12.25)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 17.0, 14.961538461538462)","(91.0, 160.0, 143.33333333333334)","(14.0, 21.0, 20.473684210526315)","(31.0, 55.0, 50.5)","(31.0, 80.0, 65.0)","(1.95, 2.22, 2.1817647058823533)","(8.0, 9.6, 9.485714285714286)","(7.0, 9.6, 8.664)"
08-12-2022 15:38:19.664450,"(9.0, 13.0, 12.59090909090909)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 16.5, 14.8125)","(91.0, 160.0, 143.33333333333334)","(14.0, 21.0, 20.473684210526315)","(31.0, 55.0, 50.5)","(31.0, 80.0, 65.0)","(1.95, 2.22, 2.142439024390244)","(8.0, 9.6, 9.505882352941176)","(7.0, 9.6, 9.1)"
08-12-2022 15:38:21.465321,"(9.0, 13.0, 12.59090909090909)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 17.0, 14.8125)","(91.0, 160.0, 143.33333333333334)","(14.0, 21.0, 20.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 65.0)","(1.95, 2.22, 2.142439024390244)","(8.0, 9.6, 9.505882352941176)","(7.0, 9.6, 8.885714285714286)"
08-12-2022 15:38:23.256432,"(9.0, 13.0, 12.59090909090909)","(91.0, 120.0, 107.5)","(10.0, 12.0, 11.935483870967742)","(10.0, 17.0, 15.7)","(91.0, 160.0, 133.33333333333334)","(14.0, 21.0, 20.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 65.0)","(1.95, 2.18, 2.165714285714286)","(8.0, 9.6, 9.485714285714286)","(7.0, 9.4, 9.019047619047619)"
08-12-2022 15:38:25.079918,"(9.0, 13.0, 12.59090909090909)","(91.0, 120.0, 107.5)","(10.0, 12.0, 11.935483870967742)","(10.0, 16.5, 15.7)","(91.0, 160.0, 120.0)","(14.0, 21.0, 20.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 65.0)","(1.95, 2.18, 2.165714285714286)","(8.0, 9.6, 9.505882352941176)","(7.0, 9.4, 8.672727272727272)"
08-12-2022 15:38:26.791864,"(9.0, 13.0, 12.59090909090909)","(91.0, 120.0, 115.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 16.5, 15.1)","(91.0, 160.0, 150.76923076923077)","(14.0, 21.0, 20.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.0)","(1.95, 2.18, 2.165714285714286)","(8.0, 9.6, 9.485714285714286)","(7.0, 9.6, 8.885714285714286)"
08-12-2022 15:38:28.505692,"(9.0, 13.0, 12.59090909090909)","(91.0, 120.0, 114.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 17.0, 15.1)","(91.0, 160.0, 143.33333333333334)","(14.0, 21.0, 20.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.0)","(1.95, 2.18, 2.165714285714286)","(8.0, 9.6, 9.485714285714286)","(7.0, 9.6, 9.35)"
08-12-2022 15:38:30.102792,"(9.0, 13.0, 12.59090909090909)","(91.0, 120.0, 114.0)","(10.0, 12.0, 11.935483870967742)","(10.0, 17.0, 15.1)","(91.0, 160.0, 143.33333333333334)","(14.0, 21.0, 20.75)","(31.0, 55.0, 50.5)","(31.0, 80.0, 75.0)","(1.95, 2.18, 2.165714285714286)","(8.0, 9.6, 9.485714285714286)","(7.0, 9.6, 9.35)"
