,Caribbean Baby,Heavens Baby,Kerrie Be,Singer Snap,Holme Boy,Yarraman Needy,Snack Time Rocks,Boom Boom Boy
11-01-2023 21:40:25.163502,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.7144736842105264)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.75)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:26.222966,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.7144736842105264)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.75)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:27.306594,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.7144736842105264)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.75)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:28.380876,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.7144736842105264)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.75)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:29.503140,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.7144736842105264)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.75)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:30.553444,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.7144736842105264)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.75)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:31.617961,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.7144736842105264)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.75)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:33.017605,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.7144736842105264)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:34.108364,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.7144736842105264)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:35.317348,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.7144736842105264)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:36.493083,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:37.614059,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 83.75)"
11-01-2023 21:40:38.796902,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.666666666666666)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:40.003083,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:41.174239,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:42.351268,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:43.450662,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:44.660544,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:45.835926,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:46.997995,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:48.146607,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:49.278435,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:50.416380,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 44.0, 33.333333333333336)","(7.5, 14.0, 11.6)","(41.0, 95.0, 75.0)"
11-01-2023 21:40:51.605907,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.670227272727273)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 42.0, 31.5)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:40:52.741900,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 42.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:40:54.195331,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:40:55.440147,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:40:56.553706,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:40:57.822925,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:40:59.131012,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:41:00.368675,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:41:01.647289,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:41:02.898370,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:41:04.078795,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:41:05.235899,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:41:06.424408,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:41:07.601967,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 63.75)"
11-01-2023 21:41:08.845895,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:10.099903,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:11.361411,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:12.585724,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:13.822347,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:15.036894,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:16.244545,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:17.415519,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6670212765957448)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:18.630676,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.6546666666666667)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:19.819075,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.662)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:21.006398,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.662)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.966666666666667)","(21.0, 40.0, 32.0)","(7.5, 14.0, 11.6)","(41.0, 90.0, 75.0)"
11-01-2023 21:41:22.198918,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.75, 1.662)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 5.183333333333334)","(21.0, 40.0, 30.5)","(7.5, 14.0, 11.6)","(41.0, 90.0, 77.5)"
11-01-2023 21:41:23.526367,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.71)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 5.140000000000001)","(21.0, 38.0, 30.5)","(7.5, 14.0, 11.6)","(41.0, 95.0, 77.5)"
11-01-2023 21:41:24.888083,"(41.0, 120.0, 64.28571428571429)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.7154545454545453)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 4.800000000000001)","(21.0, 38.0, 29.142857142857142)","(7.5, 14.0, 10.92)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:26.292412,"(41.0, 120.0, 68.0)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.71)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 5.0)","(21.0, 36.0, 29.142857142857142)","(7.5, 13.5, 11.1)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:27.546334,"(41.0, 120.0, 68.0)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.71)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 5.0)","(21.0, 36.0, 29.142857142857142)","(7.5, 13.0, 10.299999999999999)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:28.814266,"(41.0, 120.0, 68.0)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.71)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 5.033333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 12.5, 9.933333333333334)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:29.942677,"(41.0, 120.0, 68.0)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.71)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 5.066666666666667)","(21.0, 36.0, 29.142857142857142)","(7.5, 12.5, 9.899999999999999)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:31.085020,"(41.0, 120.0, 68.0)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.71)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 5.066666666666667)","(21.0, 36.0, 29.142857142857142)","(7.5, 12.0, 9.899999999999999)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:32.189847,"(41.0, 120.0, 68.0)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.71)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 5.066666666666667)","(21.0, 36.0, 29.142857142857142)","(7.5, 12.0, 9.899999999999999)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:33.315626,"(41.0, 120.0, 68.0)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.71)","(91.0, 220.0, 133.33333333333334)","(3.6, 5.4, 5.066666666666667)","(21.0, 36.0, 29.142857142857142)","(7.5, 12.0, 9.899999999999999)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:34.476772,"(41.0, 120.0, 68.0)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.686)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.76)","(21.0, 36.0, 29.142857142857142)","(7.5, 12.0, 10.12)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:35.602297,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.7057142857142857)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.3, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:36.765979,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.7166666666666666)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:37.898060,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.7166666666666666)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:39.085423,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.7166666666666666)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:40.243233,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.7166666666666666)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:41.394249,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.7166666666666666)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:42.553232,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.7166666666666666)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:43.639372,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.7166666666666666)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:44.764281,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:45.854163,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:47.021705,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:48.203120,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:49.371870,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:50.577789,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:51.720348,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.733333333333333)","(21.0, 36.0, 29.142857142857142)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 65.83333333333333)"
11-01-2023 21:41:52.904527,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.8)","(21.0, 36.0, 29.5)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 70.0)"
11-01-2023 21:41:54.111866,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.8)","(21.0, 34.0, 28.666666666666668)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 61.666666666666664)"
11-01-2023 21:41:55.318621,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.8)","(21.0, 34.0, 28.666666666666668)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 61.666666666666664)"
11-01-2023 21:41:56.520415,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.8)","(21.0, 34.0, 28.666666666666668)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 61.666666666666664)"
11-01-2023 21:41:57.664012,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.8)","(21.0, 34.0, 28.666666666666668)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 61.666666666666664)"
11-01-2023 21:41:58.855998,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 4.8)","(21.0, 34.0, 28.666666666666668)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 61.666666666666664)"
11-01-2023 21:42:00.062692,"(41.0, 120.0, 76.66666666666667)","(13.0, 16.0, 15.0)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 5.033333333333333)","(21.0, 34.0, 28.666666666666668)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 61.666666666666664)"
11-01-2023 21:42:01.220144,"(41.0, 120.0, 76.66666666666667)","(13.0, 19.0, 17.166666666666668)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 5.033333333333333)","(21.0, 34.0, 28.666666666666668)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 61.666666666666664)"
11-01-2023 21:42:02.411179,"(41.0, 120.0, 76.66666666666667)","(13.0, 19.0, 17.166666666666668)","(1.4, 1.74, 1.6885714285714286)","(91.0, 220.0, 136.66666666666666)","(3.6, 5.4, 5.033333333333333)","(21.0, 34.0, 28.666666666666668)","(7.5, 11.5, 9.71111111111111)","(41.0, 95.0, 61.666666666666664)"
