,Caribbean Baby,Heavens Baby,Kerrie Be,Singer Snap,Holme Boy,Yarraman Needy,Snack Time Rocks,Boom Boom Boy
11-01-2023 21:48:23.132192,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.375)","(1.4, 1.84, 1.81)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.233333333333333)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.03076923076923)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:24.178527,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.375)","(1.4, 1.84, 1.81)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.233333333333333)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.03076923076923)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:25.182718,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.375)","(1.4, 1.84, 1.81)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.233333333333333)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.03076923076923)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:26.227580,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.375)","(1.4, 1.84, 1.81)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.233333333333333)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.03076923076923)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:27.191698,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.375)","(1.4, 1.84, 1.81)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.233333333333333)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.03076923076923)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:28.236689,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.375)","(1.4, 1.84, 1.81)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.233333333333333)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.03076923076923)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:29.209467,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.375)","(1.4, 1.84, 1.81)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.233333333333333)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.03076923076923)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:30.229899,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.792)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.233333333333333)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.03076923076923)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:31.207349,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.792)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.233333333333333)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.03076923076923)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:32.197730,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.792)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.233333333333333)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.1)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:33.179797,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.822857142857143)","(91.0, 130.0, 112.5)","(3.6, 5.5, 5.0636363636363635)","(21.0, 32.0, 26.75)","(7.5, 8.4, 8.258823529411766)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:34.161841,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.822857142857143)","(91.0, 130.0, 112.5)","(3.6, 5.4, 5.036363636363637)","(21.0, 32.0, 26.75)","(7.5, 8.4, 7.933333333333334)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:35.110794,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.822857142857143)","(91.0, 130.0, 112.5)","(3.6, 5.4, 5.036363636363637)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.208695652173912)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:36.108926,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.822857142857143)","(91.0, 130.0, 112.5)","(3.6, 5.4, 5.007142857142857)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.208695652173912)","(41.0, 75.0, 63.42857142857143)"
11-01-2023 21:48:37.079165,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.822857142857143)","(91.0, 130.0, 112.5)","(3.6, 5.4, 5.050000000000001)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.314285714285713)","(41.0, 75.0, 63.42857142857143)"
11-01-2023 21:48:38.082581,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.8181818181818183)","(91.0, 130.0, 112.5)","(3.6, 5.4, 5.050000000000001)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.314285714285713)","(41.0, 75.0, 63.42857142857143)"
11-01-2023 21:48:39.070596,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.8181818181818183)","(91.0, 130.0, 112.5)","(3.6, 5.4, 5.050000000000001)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.314285714285713)","(41.0, 75.0, 60.0)"
11-01-2023 21:48:40.040629,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.25)","(1.4, 1.84, 1.8181818181818183)","(91.0, 130.0, 112.5)","(3.6, 5.4, 5.050000000000001)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.314285714285713)","(41.0, 75.0, 60.0)"
11-01-2023 21:48:41.016962,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.558823529411764)","(1.4, 1.84, 1.8)","(91.0, 130.0, 112.5)","(3.6, 5.4, 5.050000000000001)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.314285714285713)","(41.0, 75.0, 60.0)"
11-01-2023 21:48:42.005324,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.558823529411764)","(1.4, 1.84, 1.8)","(91.0, 130.0, 112.5)","(3.6, 5.4, 5.050000000000001)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.314285714285713)","(41.0, 75.0, 60.0)"
11-01-2023 21:48:42.984378,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.558823529411764)","(1.4, 1.84, 1.8)","(91.0, 130.0, 112.5)","(3.6, 5.4, 5.050000000000001)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.076190476190476)","(41.0, 75.0, 60.0)"
11-01-2023 21:48:43.993033,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.558823529411764)","(1.4, 1.84, 1.8)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.068421052631579)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.188235294117646)","(41.0, 75.0, 60.0)"
11-01-2023 21:48:45.024786,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.583333333333334)","(1.4, 1.84, 1.812)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.068421052631579)","(21.0, 32.0, 26.75)","(7.5, 8.6, 8.25)","(41.0, 75.0, 61.36363636363637)"
11-01-2023 21:48:46.031302,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.583333333333334)","(1.4, 1.84, 1.8114285714285714)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.063157894736842)","(21.0, 32.0, 27.8)","(7.5, 8.6, 8.141666666666666)","(41.0, 75.0, 61.36363636363637)"
11-01-2023 21:48:47.036331,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.583333333333334)","(1.4, 1.84, 1.8257142857142858)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.063157894736842)","(21.0, 32.0, 27.8)","(7.5, 8.6, 8.141666666666666)","(41.0, 75.0, 61.36363636363637)"
11-01-2023 21:48:48.022427,"(41.0, 140.0, 118.46153846153847)","(13.0, 16.0, 15.583333333333334)","(1.4, 1.84, 1.8257142857142858)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.063157894736842)","(21.0, 32.0, 29.0)","(7.5, 8.6, 8.141666666666666)","(41.0, 75.0, 61.36363636363637)"
11-01-2023 21:48:49.036154,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.583333333333334)","(1.4, 1.84, 1.8257142857142858)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.063157894736842)","(21.0, 32.0, 29.0)","(7.5, 8.6, 8.141666666666666)","(41.0, 75.0, 61.36363636363637)"
11-01-2023 21:48:50.045679,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.583333333333334)","(1.4, 1.84, 1.8285714285714287)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.063157894736842)","(21.0, 32.0, 29.0)","(7.5, 8.6, 8.141666666666666)","(41.0, 75.0, 61.36363636363637)"
11-01-2023 21:48:51.119329,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.583333333333334)","(1.4, 1.84, 1.8285714285714287)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.063157894736842)","(21.0, 32.0, 29.0)","(7.5, 8.6, 8.141666666666666)","(41.0, 75.0, 61.36363636363637)"
11-01-2023 21:48:52.120482,"(41.0, 140.0, 116.66666666666667)","(13.0, 16.0, 15.583333333333334)","(1.4, 1.84, 1.8285714285714287)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.063157894736842)","(21.0, 32.0, 28.57142857142857)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:53.175408,"(41.0, 140.0, 105.0)","(13.0, 16.0, 15.464285714285715)","(1.4, 1.9, 1.8818181818181818)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.069230769230769)","(21.0, 32.0, 28.8)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:54.211347,"(41.0, 150.0, 127.77777777777777)","(13.0, 16.0, 15.464285714285715)","(1.4, 1.9, 1.8818181818181818)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.039130434782609)","(21.0, 30.0, 27.428571428571427)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:55.237516,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.9, 1.8818181818181818)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.039130434782609)","(21.0, 30.0, 27.428571428571427)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:56.274715,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.9, 1.8812499999999999)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.039130434782609)","(21.0, 30.0, 27.428571428571427)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:57.288892,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.9, 1.8812499999999999)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.039130434782609)","(21.0, 30.0, 36.8)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:58.311863,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.9, 1.8812499999999999)","(91.0, 130.0, 106.66666666666667)","(3.6, 5.3, 5.023076923076923)","(21.0, 40.0, 28.25)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:48:59.303182,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.9, 1.8812499999999999)","(91.0, 130.0, 106.66666666666667)","(3.6, 5.3, 5.023076923076923)","(21.0, 38.0, 28.25)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:00.321420,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.9, 1.8812499999999999)","(91.0, 130.0, 106.66666666666667)","(3.6, 5.3, 5.023076923076923)","(21.0, 38.0, 28.25)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:01.299377,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.9, 1.8812499999999999)","(91.0, 130.0, 112.5)","(3.6, 5.3, 5.023076923076923)","(21.0, 38.0, 28.25)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:02.309604,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.9, 1.8812499999999999)","(91.0, 130.0, 100.0)","(3.6, 5.3, 5.023076923076923)","(21.0, 38.0, 28.25)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:03.270269,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.9, 1.846857142857143)","(91.0, 130.0, 100.0)","(3.6, 5.3, 5.039130434782609)","(21.0, 38.0, 28.0)","(7.5, 8.6, 7.9529411764705875)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:04.249638,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.8610526315789473)","(91.0, 130.0, 100.0)","(3.6, 5.3, 5.039130434782609)","(21.0, 34.0, 28.0)","(7.5, 8.6, 7.753846153846154)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:05.215651,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.8610526315789473)","(91.0, 130.0, 100.0)","(3.6, 5.3, 5.039130434782609)","(21.0, 34.0, 28.0)","(7.5, 8.6, 7.753846153846154)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:06.209655,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.8610526315789473)","(91.0, 120.0, 101.25)","(3.6, 5.3, 5.039130434782609)","(21.0, 34.0, 28.0)","(7.5, 8.6, 7.753846153846154)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:07.171505,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.8610526315789473)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.023076923076923)","(21.0, 34.0, 28.0)","(7.5, 8.6, 7.753846153846154)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:08.171061,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.856)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.023076923076923)","(21.0, 34.0, 28.0)","(7.5, 8.6, 7.753846153846154)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:09.164713,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.856)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.023076923076923)","(21.0, 34.0, 28.4)","(7.5, 8.6, 7.753846153846154)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:10.210348,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.856)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.006666666666667)","(21.0, 42.0, 29.25)","(7.5, 8.6, 7.753846153846154)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:11.217578,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.856)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.0280000000000005)","(21.0, 42.0, 30.0)","(7.5, 8.6, 7.753846153846154)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:12.281374,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.853793103448276)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.0280000000000005)","(21.0, 40.0, 33.666666666666664)","(7.5, 8.6, 7.753846153846154)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:13.359020,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.853793103448276)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.052380952380952)","(21.0, 38.0, 33.125)","(7.5, 8.6, 7.753846153846154)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:14.391994,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.89, 1.8457971014492753)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.052380952380952)","(21.0, 38.0, 32.857142857142854)","(7.5, 8.6, 7.828571428571428)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:15.475161,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.0)","(1.4, 1.9, 1.8947747747747747)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.052380952380952)","(21.0, 36.0, 31.42857142857143)","(7.5, 8.4, 7.76)","(41.0, 75.0, 53.57142857142857)"
11-01-2023 21:49:16.518983,"(41.0, 140.0, 128.57142857142858)","(13.0, 16.0, 15.0)","(1.4, 1.9, 1.8947747747747747)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.052380952380952)","(21.0, 34.0, 29.0)","(7.5, 8.4, 7.76)","(41.0, 75.0, 62.53846153846154)"
11-01-2023 21:49:17.606512,"(41.0, 140.0, 125.0)","(13.0, 16.0, 14.75)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.052380952380952)","(21.0, 34.0, 28.8)","(7.5, 8.4, 7.76)","(41.0, 75.0, 62.53846153846154)"
11-01-2023 21:49:18.671014,"(41.0, 140.0, 125.0)","(13.0, 16.0, 14.75)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.052380952380952)","(21.0, 32.0, 28.8)","(7.5, 8.4, 7.7333333333333325)","(41.0, 75.0, 62.53846153846154)"
11-01-2023 21:49:19.724636,"(41.0, 140.0, 125.0)","(13.0, 16.0, 14.75)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.052380952380952)","(21.0, 32.0, 28.8)","(7.5, 8.2, 7.7333333333333325)","(41.0, 75.0, 62.53846153846154)"
11-01-2023 21:49:20.786353,"(41.0, 140.0, 125.0)","(13.0, 16.0, 14.75)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.052380952380952)","(21.0, 32.0, 28.8)","(7.5, 8.2, 7.7333333333333325)","(41.0, 75.0, 58.09090909090909)"
11-01-2023 21:49:21.833342,"(41.0, 140.0, 125.0)","(13.0, 16.0, 14.75)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.0032258064516135)","(21.0, 32.0, 28.8)","(7.5, 8.2, 7.7333333333333325)","(41.0, 75.0, 64.8)"
11-01-2023 21:49:22.877594,"(41.0, 140.0, 125.0)","(13.0, 16.0, 15.166666666666666)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.0032258064516135)","(21.0, 32.0, 24.714285714285715)","(7.5, 8.2, 7.7333333333333325)","(41.0, 70.0, 60.0)"
11-01-2023 21:49:23.916210,"(41.0, 140.0, 125.0)","(13.0, 15.5, 15.214285714285714)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.0032258064516135)","(21.0, 29.0, 24.714285714285715)","(7.5, 8.2, 7.7333333333333325)","(41.0, 70.0, 60.8)"
11-01-2023 21:49:24.929121,"(41.0, 140.0, 125.0)","(13.0, 15.5, 15.214285714285714)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.014285714285714)","(21.0, 29.0, 24.714285714285715)","(7.5, 8.2, 7.7333333333333325)","(41.0, 65.0, 60.8)"
11-01-2023 21:49:25.978638,"(41.0, 140.0, 110.0)","(13.0, 15.5, 15.214285714285714)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.014285714285714)","(21.0, 29.0, 24.714285714285715)","(7.5, 8.2, 7.7333333333333325)","(41.0, 65.0, 63.0)"
11-01-2023 21:49:27.079013,"(41.0, 140.0, 110.0)","(13.0, 16.0, 14.653846153846153)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.014285714285714)","(21.0, 29.0, 24.714285714285715)","(7.5, 8.2, 7.7333333333333325)","(41.0, 80.0, 51.8)"
11-01-2023 21:49:28.136560,"(41.0, 140.0, 110.0)","(13.0, 15.0, 14.1)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.014285714285714)","(21.0, 29.0, 27.0)","(7.5, 8.2, 7.7333333333333325)","(41.0, 75.0, 49.625)"
11-01-2023 21:49:29.187489,"(41.0, 140.0, 113.0)","(13.0, 15.0, 14.1)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.014285714285714)","(21.0, 28.0, 27.0)","(7.5, 8.2, 7.7333333333333325)","(41.0, 75.0, 59.0)"
11-01-2023 21:49:30.214564,"(41.0, 140.0, 113.0)","(13.0, 15.0, 13.65)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.014285714285714)","(21.0, 28.0, 27.0)","(7.5, 8.2, 7.7333333333333325)","(41.0, 70.0, 55.333333333333336)"
11-01-2023 21:49:31.267787,"(41.0, 140.0, 117.5)","(13.0, 15.0, 13.65)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.014285714285714)","(21.0, 28.0, 27.0)","(7.5, 8.2, 7.7333333333333325)","(41.0, 70.0, 55.333333333333336)"
11-01-2023 21:49:32.318890,"(41.0, 140.0, 117.5)","(13.0, 15.0, 13.65)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.014285714285714)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 7.7333333333333325)","(41.0, 70.0, 55.333333333333336)"
11-01-2023 21:49:33.365464,"(41.0, 140.0, 117.5)","(13.0, 15.0, 13.65)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.0032258064516135)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 7.7333333333333325)","(41.0, 70.0, 55.333333333333336)"
11-01-2023 21:49:34.377326,"(41.0, 140.0, 113.0)","(13.0, 15.0, 13.65)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.0032258064516135)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 7.7333333333333325)","(41.0, 70.0, 55.333333333333336)"
11-01-2023 21:49:35.426335,"(41.0, 140.0, 113.0)","(13.0, 15.0, 13.65)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 100.0)","(3.6, 5.3, 5.0032258064516135)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 7.7333333333333325)","(41.0, 70.0, 55.333333333333336)"
11-01-2023 21:49:36.453976,"(41.0, 140.0, 113.0)","(13.0, 15.0, 13.65)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 103.33333333333333)","(3.6, 5.3, 5.0032258064516135)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 7.7333333333333325)","(41.0, 70.0, 55.333333333333336)"
11-01-2023 21:49:37.478699,"(41.0, 140.0, 113.0)","(13.0, 15.0, 13.65)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 103.33333333333333)","(3.6, 5.3, 5.014285714285714)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 7.7333333333333325)","(41.0, 70.0, 49.42857142857143)"
11-01-2023 21:49:38.510425,"(41.0, 140.0, 113.0)","(13.0, 15.0, 13.65)","(1.4, 1.9, 1.8934090909090908)","(91.0, 120.0, 103.33333333333333)","(3.8, 5.3, 5.014285714285714)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 7.7333333333333325)","(51.0, 70.0, 52.333333333333336)"
11-01-2023 21:49:39.557923,"(41.0, 140.0, 113.0)","(13.0, 15.0, 14.1)","(1.4, 1.9, 1.864848484848485)","(91.0, 120.0, 103.33333333333333)","(3.8, 5.3, 5.014285714285714)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 7.7333333333333325)","(51.0, 65.0, 60.5)"
11-01-2023 21:49:40.616855,"(41.0, 140.0, 110.0)","(13.0, 15.0, 14.1)","(1.4, 1.9, 1.864848484848485)","(91.0, 120.0, 103.33333333333333)","(3.8, 5.3, 5.014285714285714)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 7.7333333333333325)","(51.0, 75.0, 53.14285714285714)"
11-01-2023 21:49:41.681016,"(41.0, 140.0, 110.0)","(13.0, 15.0, 14.0625)","(1.4, 1.9, 1.864848484848485)","(91.0, 120.0, 103.33333333333333)","(3.8, 5.3, 5.014285714285714)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 7.7333333333333325)","(51.0, 60.0, 71.55555555555556)"
11-01-2023 21:49:42.706556,"(41.0, 140.0, 110.0)","(13.0, 15.0, 14.0625)","(1.4, 1.9, 1.864848484848485)","(91.0, 120.0, 103.33333333333333)","(3.8, 5.3, 5.1909090909090905)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 8.133333333333333)","(51.0, 75.0, 53.8)"
11-01-2023 21:49:43.801988,"(41.0, 140.0, 110.0)","(13.0, 15.0, 14.0625)","(1.4, 1.9, 1.864848484848485)","(91.0, 120.0, 100.0)","(3.8, 5.3, 5.1909090909090905)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 8.139999999999999)","(51.0, 85.0, 50.875)"
11-01-2023 21:49:44.867566,"(41.0, 140.0, 110.0)","(13.0, 15.0, 14.0625)","(1.4, 1.9, 1.864848484848485)","(91.0, 120.0, 100.0)","(3.8, 5.3, 5.1909090909090905)","(21.0, 28.0, 26.666666666666668)","(7.5, 8.2, 8.139999999999999)","(51.0, 85.0, 67.2)"
11-01-2023 21:49:45.873781,"(41.0, 140.0, 113.0)","(13.0, 15.0, 14.0625)","(1.4, 1.91, 1.906)","(91.0, 120.0, 100.0)","(3.8, 5.3, 5.113333333333333)","(21.0, 28.0, 25.333333333333332)","(7.5, 8.2, 8.139999999999999)","(51.0, 80.0, 63.75)"
11-01-2023 21:49:46.941802,"(41.0, 140.0, 113.0)","(13.0, 15.0, 13.636363636363637)","(1.4, 1.92, 1.9130434782608694)","(91.0, 120.0, 100.0)","(3.8, 5.3, 5.233333333333333)","(21.0, 28.0, 25.333333333333332)","(7.5, 8.2, 8.139999999999999)","(51.0, 75.0, 66.9)"
