,Canya Moonshine,Zarr Oso,Freeney,Balts Obsession,Orson Black,Annabelle Rocks,Captain Turbot,Fat Jack
07-12-2022 19:04:44.278367,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 8.057142857142857)","(13.0, 46.0, 41.333333333333336)","(21.0, 29.0, 26.0)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:45.457293,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 8.057142857142857)","(13.0, 46.0, 41.333333333333336)","(21.0, 29.0, 26.0)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:46.629838,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7978260869565217)","(7.5, 9.6, 8.057142857142857)","(13.0, 46.0, 41.333333333333336)","(21.0, 29.0, 26.0)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:47.859722,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7978260869565217)","(7.5, 9.6, 8.057142857142857)","(13.0, 46.0, 41.333333333333336)","(21.0, 29.0, 26.0)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:49.025346,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7978260869565217)","(7.5, 9.6, 8.057142857142857)","(13.0, 46.0, 42.18181818181818)","(21.0, 29.0, 26.0)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:50.122134,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 29.0, 38.714285714285715)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:51.283632,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 46.0, 39.90909090909091)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:52.560992,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7978260869565217)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 38.230769230769226)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:53.786640,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7576923076923077)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 35.31578947368421)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:54.976437,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 35.31578947368421)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:56.086027,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.81)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 35.31578947368421)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:57.272772,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.81)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 35.31578947368421)","(21.0, 50.0, 38.5)"
07-12-2022 19:04:58.570443,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.801304347826087)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 35.31578947368421)","(21.0, 50.0, 44.64285714285714)"
07-12-2022 19:04:59.823128,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.77)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 35.31578947368421)","(21.0, 46.0, 44.64285714285714)"
07-12-2022 19:05:01.025661,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.77)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 35.31578947368421)","(21.0, 46.0, 42.4375)"
07-12-2022 19:05:02.282123,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.77)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 35.31578947368421)","(21.0, 46.0, 42.4375)"
07-12-2022 19:05:03.581610,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.794)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 35.31578947368421)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:04.823590,"(4.4, 8.8, 7.675000000000001)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.794)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:06.041069,"(4.4, 8.8, 7.558620689655172)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.77)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:07.283343,"(4.4, 8.8, 7.558620689655172)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.77)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:08.616810,"(4.4, 8.8, 7.558620689655172)","(21.0, 60.0, 45.06666666666666)","(7.5, 18.5, 17.566666666666666)","(1.65, 1.85, 1.7966666666666666)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:10.165086,"(4.4, 8.8, 7.558620689655172)","(21.0, 60.0, 40.8)","(7.5, 18.5, 17.96153846153846)","(1.65, 1.85, 1.7761538461538462)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:11.543058,"(4.4, 8.8, 7.558620689655172)","(21.0, 60.0, 47.55555555555556)","(7.5, 18.5, 17.96153846153846)","(1.65, 1.85, 1.7761538461538462)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:12.778215,"(4.4, 8.8, 7.558620689655172)","(21.0, 50.0, 47.55555555555556)","(7.5, 18.5, 17.96153846153846)","(1.65, 1.85, 1.7761538461538462)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:14.295447,"(4.4, 8.8, 7.558620689655172)","(21.0, 50.0, 47.55555555555556)","(7.5, 18.5, 17.96153846153846)","(1.65, 1.85, 1.794)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:15.608197,"(4.4, 8.8, 7.558620689655172)","(21.0, 50.0, 47.55555555555556)","(7.5, 18.5, 17.96153846153846)","(1.65, 1.85, 1.77)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:16.940034,"(4.4, 8.8, 7.558620689655172)","(21.0, 48.0, 45.77777777777778)","(7.5, 18.5, 17.96153846153846)","(1.65, 1.85, 1.77)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:18.330420,"(4.4, 8.8, 7.558620689655172)","(21.0, 48.0, 44.0)","(7.5, 18.5, 17.96153846153846)","(1.65, 1.85, 1.79)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:19.808158,"(4.4, 8.8, 7.558620689655172)","(21.0, 46.0, 44.0)","(7.5, 18.5, 17.96153846153846)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:21.116436,"(4.4, 8.8, 7.391304347826087)","(21.0, 46.0, 40.0)","(7.5, 18.5, 17.96153846153846)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:22.492576,"(4.4, 8.8, 7.6000000000000005)","(21.0, 46.0, 42.22222222222222)","(7.5, 18.5, 18.088235294117645)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:23.909472,"(4.4, 8.8, 7.6000000000000005)","(21.0, 44.0, 42.22222222222222)","(7.5, 18.5, 18.088235294117645)","(1.65, 1.85, 1.79)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:25.400650,"(4.4, 8.8, 7.6000000000000005)","(21.0, 44.0, 40.44444444444444)","(7.5, 18.5, 18.125)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 42.18181818181818)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:26.878139,"(4.4, 8.8, 7.6000000000000005)","(21.0, 42.0, 40.44444444444444)","(7.5, 18.5, 17.285714285714285)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 38.8)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:28.297415,"(4.4, 8.8, 7.6000000000000005)","(21.0, 42.0, 39.2)","(7.5, 19.0, 17.285714285714285)","(1.65, 1.85, 1.79)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 38.8)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:29.759048,"(4.4, 8.8, 7.6000000000000005)","(21.0, 42.0, 39.2)","(7.5, 19.0, 17.285714285714285)","(1.65, 1.85, 1.79)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 38.8)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:31.106477,"(4.4, 8.8, 7.6000000000000005)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.076923076923077)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:32.377332,"(4.4, 8.8, 7.6000000000000005)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.076923076923077)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:33.682381,"(4.4, 8.8, 7.6000000000000005)","(21.0, 42.0, 39.2)","(7.5, 19.0, 17.8)","(1.65, 1.85, 1.79)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:35.060418,"(4.4, 8.8, 7.6000000000000005)","(21.0, 42.0, 39.2)","(7.5, 19.0, 17.545454545454547)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:36.547507,"(4.4, 8.8, 7.6000000000000005)","(21.0, 42.0, 39.2)","(7.5, 19.0, 17.9)","(1.65, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:37.901054,"(4.4, 8.8, 7.6000000000000005)","(21.0, 42.0, 39.2)","(7.5, 18.5, 17.285714285714285)","(1.6, 1.85, 1.7638461538461538)","(7.5, 9.6, 7.7379310344827585)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:39.222502,"(4.4, 8.8, 7.6000000000000005)","(21.0, 42.0, 39.2)","(7.5, 19.0, 17.285714285714285)","(1.6, 1.85, 1.7344444444444445)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:40.543692,"(4.4, 8.8, 7.28421052631579)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.1)","(1.6, 1.85, 1.77)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:41.897836,"(4.4, 8.8, 7.28421052631579)","(21.0, 42.0, 39.2)","(7.5, 19.5, 18.7)","(1.6, 1.84, 1.77)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.294117647058826)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:43.204840,"(4.4, 8.8, 7.28421052631579)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.7)","(1.6, 1.84, 1.77)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:44.558574,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.57142857142857)","(1.6, 1.84, 1.72625)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:46.034274,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.5)","(1.6, 1.84, 1.74375)","(7.5, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 44.0, 34.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:47.420125,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.84, 1.7466666666666666)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 44.0, 36.333333333333336)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:48.816633,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.83, 1.735625)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 40.0, 36.333333333333336)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:50.126117,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.82, 1.745)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 40.0, 33.125)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:51.445381,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.82, 1.735625)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 40.0, 33.125)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:52.791967,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.82, 1.735625)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 40.0, 33.125)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:54.148810,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.82, 1.735625)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 40.0, 33.125)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:55.484986,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.82, 1.735625)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 40.0, 33.125)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:56.918496,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.82, 1.735625)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 41.5)","(21.0, 40.0, 32.6)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:58.276031,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.82, 1.735625)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 32.6)","(21.0, 46.0, 36.88)"
07-12-2022 19:05:59.567163,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.82, 1.72)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 32.6)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:00.873262,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.81, 1.7353846153846153)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:02.231333,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.7353846153846153)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:03.579823,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.7353846153846153)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:05.045862,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.716923076923077)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:06.437631,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.7435294117647058)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:07.833019,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.7353846153846153)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:09.155530,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.7353846153846153)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:10.424712,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.7435294117647058)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:11.622251,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.7353846153846153)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:12.957271,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.7353846153846153)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:14.267656,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.7353846153846153)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:15.558673,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.716923076923077)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:16.831044,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.61111111111111)","(1.6, 1.8, 1.74)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:18.122225,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.74)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:19.450127,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.74)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:20.759226,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.716923076923077)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:22.080611,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.716923076923077)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:23.424795,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.7435294117647058)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:24.773968,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.7353846153846153)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:26.103801,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.7353846153846153)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 31.0)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:27.376176,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.75)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 33.15384615384615)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:28.686482,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.7538461538461538)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 33.15384615384615)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:30.038750,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.7538461538461538)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 33.15384615384615)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:31.416623,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.7538461538461538)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 33.15384615384615)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:32.971762,"(4.4, 8.8, 7.28)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.6628571428571428)","(8.0, 9.6, 7.858064516129032)","(13.0, 46.0, 42.0)","(21.0, 38.0, 33.15384615384615)","(21.0, 46.0, 36.88)"
07-12-2022 19:06:34.522854,"(4.4, 8.8, 7.264)","(21.0, 42.0, 39.2)","(7.5, 19.0, 18.73076923076923)","(1.6, 1.8, 1.716923076923077)","(8.0, 9.6, 8.879999999999999)","(13.0, 46.0, 42.0)","(21.0, 38.0, 33.15384615384615)","(21.0, 46.0, 36.88)"
