,Acapulco,Youre In Luck,Rumour Confirmed,Gabriella Maree,My Romper,Cyclone Summer,Ohana Ranadi
05-01-2023 13:56:20.451430,"(6.0, 13.5, 8.46)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.5533333333333332)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 395.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:21.594819,"(6.0, 13.5, 9.3)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.5533333333333332)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 395.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:22.804279,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.5533333333333332)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 395.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:23.987372,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.5533333333333332)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 395.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:25.093346,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.5533333333333332)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 395.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:26.123861,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.5533333333333332)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 395.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:27.107621,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.5533333333333332)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 395.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:28.375400,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.5533333333333332)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 395.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:29.456522,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.5533333333333332)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 593.3333333333333)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:30.445481,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.64)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 593.3333333333333)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:31.473382,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.58)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 565.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:32.537541,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 5.583333333333333)","(2.15, 3.3, 2.58)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 565.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:33.708113,"(6.0, 13.5, 8.077777777777778)","(14.0, 34.0, 21.666666666666668)","(4.8, 8.0, 6.9642857142857135)","(2.15, 3.3, 2.3147368421052628)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 565.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:34.899805,"(6.0, 13.5, 10.788888888888888)","(14.0, 34.0, 28.714285714285715)","(4.8, 8.0, 6.7272727272727275)","(2.15, 3.3, 2.6066666666666665)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 565.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:36.028957,"(6.0, 13.5, 9.209090909090909)","(14.0, 34.0, 28.714285714285715)","(4.8, 8.0, 6.5)","(2.15, 3.3, 2.6066666666666665)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 565.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:37.144488,"(6.0, 13.5, 9.209090909090909)","(14.0, 34.0, 28.0)","(4.8, 7.8, 6.5)","(2.15, 3.3, 2.6066666666666665)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 565.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:38.305215,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 5.657142857142857)","(2.15, 3.3, 2.333684210526316)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:39.391361,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 5.657142857142857)","(2.15, 3.3, 2.333684210526316)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:40.355283,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 5.657142857142857)","(2.15, 3.3, 2.333684210526316)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:41.507395,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 5.657142857142857)","(2.15, 3.3, 2.333684210526316)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:42.597687,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 8.0, 5.685714285714286)","(2.15, 3.3, 2.79)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:43.602465,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 8.0, 5.685714285714286)","(2.15, 3.3, 2.79)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:44.638285,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 8.0, 5.359999999999999)","(2.15, 3.3, 2.4428571428571426)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:45.731682,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 8.0, 5.393103448275862)","(2.15, 3.3, 2.55)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:46.774314,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 5.5777777777777775)","(2.15, 3.3, 2.3905263157894736)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:47.729583,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.6, 5.555555555555555)","(2.15, 3.3, 2.3905263157894736)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:48.743778,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.6, 5.555555555555555)","(2.15, 3.3, 2.3905263157894736)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:49.853755,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.6, 5.555555555555555)","(2.15, 3.3, 2.3905263157894736)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:50.995091,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.6, 5.555555555555555)","(2.15, 3.3, 2.3905263157894736)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:52.109090,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.6, 5.6125)","(2.15, 3.3, 2.3905263157894736)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:53.092794,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 5.6125)","(2.15, 3.3, 2.3905263157894736)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:54.036051,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.6, 5.491666666666666)","(2.15, 3.3, 2.3905263157894736)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:55.067514,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.6, 5.491666666666666)","(2.15, 3.3, 2.3905263157894736)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:56.146099,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.6, 5.491666666666666)","(2.15, 3.3, 2.6231999999999998)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:57.312810,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.6, 5.491666666666666)","(2.15, 3.3, 2.6231999999999998)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:58.423939,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.6, 5.491666666666666)","(2.15, 3.3, 2.6231999999999998)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:56:59.476911,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 6.55)","(2.15, 3.3, 2.6231999999999998)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:57:00.537598,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 5.478571428571429)","(2.15, 3.3, 2.6231999999999998)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:57:01.496185,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 5.478571428571429)","(2.15, 3.3, 2.6231999999999998)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:57:02.501530,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 5.466666666666667)","(2.15, 3.3, 2.6231999999999998)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:57:03.516192,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 28.0)","(4.8, 7.8, 5.466666666666667)","(2.15, 3.3, 2.6231999999999998)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:57:04.561358,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 30.4)","(4.8, 7.8, 5.466666666666667)","(2.15, 3.3, 2.6231999999999998)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:57:05.592157,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 30.4)","(4.8, 7.8, 5.453333333333333)","(2.15, 3.3, 2.5285714285714285)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:57:06.741864,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 30.4)","(4.8, 7.6, 5.44375)","(2.15, 3.3, 2.6769230769230767)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 20.0, 11.5)"
05-01-2023 13:57:07.967114,"(6.0, 13.5, 8.433333333333334)","(14.0, 34.0, 30.4)","(4.8, 7.6, 5.6)","(2.15, 3.3, 2.8026315789473686)","(3.5, 4.3, 4.2299999999999995)","(101.0, 650.0, 405.0)","(9.0, 20.0, 17.22222222222222)"
05-01-2023 13:57:09.061032,"(6.0, 13.5, 10.911764705882353)","(14.0, 34.0, 30.4)","(4.8, 7.4, 5.6)","(2.15, 3.25, 2.8026315789473686)","(3.5, 4.3, 4.2299999999999995)","(101.0, 650.0, 405.0)","(9.0, 20.0, 12.875)"
05-01-2023 13:57:10.115845,"(6.0, 13.5, 8.788888888888888)","(14.0, 34.0, 30.4)","(4.8, 7.4, 5.6)","(2.15, 3.25, 2.8026315789473686)","(3.5, 4.3, 4.236363636363636)","(101.0, 650.0, 405.0)","(9.0, 20.0, 15.25)"
05-01-2023 13:57:11.118030,"(6.0, 13.5, 8.788888888888888)","(14.0, 34.0, 30.4)","(4.8, 7.4, 5.4399999999999995)","(2.15, 3.25, 2.8026315789473686)","(3.5, 4.3, 4.222222222222222)","(101.0, 650.0, 405.0)","(9.0, 20.0, 15.25)"
05-01-2023 13:57:12.184183,"(6.0, 13.5, 8.788888888888888)","(14.0, 34.0, 30.4)","(4.8, 7.4, 5.4399999999999995)","(2.15, 3.25, 2.8026315789473686)","(3.5, 4.3, 4.222222222222222)","(101.0, 650.0, 405.0)","(9.0, 20.0, 15.25)"
05-01-2023 13:57:13.327625,"(6.0, 13.5, 8.788888888888888)","(14.0, 34.0, 30.4)","(4.8, 7.4, 5.3954545454545455)","(2.15, 3.25, 2.8026315789473686)","(3.5, 4.3, 4.222222222222222)","(101.0, 650.0, 405.0)","(9.0, 20.0, 12.714285714285714)"
05-01-2023 13:57:14.445861,"(6.0, 13.5, 8.788888888888888)","(14.0, 34.0, 30.4)","(4.8, 7.4, 5.3954545454545455)","(2.15, 3.25, 2.9142857142857146)","(3.5, 4.3, 4.191666666666666)","(101.0, 650.0, 405.0)","(9.0, 20.0, 15.636363636363637)"
05-01-2023 13:57:15.519286,"(6.0, 13.5, 10.361538461538462)","(14.0, 34.0, 30.4)","(4.8, 7.2, 5.616666666666666)","(2.15, 3.2, 2.9142857142857146)","(3.5, 4.3, 4.191666666666666)","(101.0, 650.0, 405.0)","(9.0, 20.0, 17.333333333333332)"
05-01-2023 13:57:16.691535,"(6.0, 13.5, 9.58)","(14.0, 34.0, 30.4)","(4.8, 6.8, 6.199999999999999)","(2.15, 3.15, 2.663333333333333)","(3.5, 4.3, 4.2)","(101.0, 650.0, 405.0)","(9.0, 20.0, 17.473684210526315)"
05-01-2023 13:57:17.728937,"(6.0, 13.5, 10.484615384615385)","(14.0, 34.0, 30.4)","(4.8, 6.8, 6.5)","(2.15, 3.15, 2.9675)","(3.5, 4.3, 4.2)","(101.0, 650.0, 405.0)","(9.0, 20.0, 17.72)"
05-01-2023 13:57:18.801871,"(6.0, 16.5, 15.183333333333334)","(14.0, 34.0, 30.4)","(4.8, 6.8, 6.5)","(2.15, 3.15, 2.9675)","(3.5, 4.3, 4.245454545454545)","(101.0, 650.0, 405.0)","(9.0, 23.0, 19.22222222222222)"
05-01-2023 13:57:19.892662,"(6.0, 17.0, 12.8)","(14.0, 34.0, 30.4)","(4.8, 6.8, 6.5)","(2.15, 3.15, 2.9675)","(3.5, 4.3, 4.24090909090909)","(101.0, 650.0, 405.0)","(9.0, 22.0, 19.22222222222222)"
05-01-2023 13:57:20.985750,"(6.0, 17.0, 12.8)","(14.0, 34.0, 30.4)","(4.8, 6.8, 6.5)","(2.15, 3.15, 2.9675)","(3.5, 4.3, 4.24090909090909)","(101.0, 650.0, 405.0)","(9.0, 22.0, 19.22222222222222)"
05-01-2023 13:57:22.032026,"(6.0, 17.0, 12.8)","(14.0, 34.0, 30.4)","(4.8, 6.8, 6.5)","(2.15, 3.15, 2.776190476190476)","(3.5, 4.3, 4.238888888888889)","(101.0, 650.0, 405.0)","(9.0, 22.0, 17.153846153846153)"
05-01-2023 13:57:23.076955,"(6.0, 17.0, 14.071428571428571)","(14.0, 34.0, 24.0)","(4.8, 6.6, 5.764285714285714)","(2.15, 3.1, 2.7421052631578946)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 405.0)","(9.0, 22.0, 17.041666666666668)"
05-01-2023 13:57:24.237696,"(6.0, 17.0, 13.0)","(14.0, 32.0, 26.666666666666664)","(4.8, 6.6, 5.764285714285714)","(2.15, 3.1, 2.7421052631578946)","(3.5, 4.3, 4.1499999999999995)","(101.0, 650.0, 405.0)","(9.0, 22.0, 17.041666666666668)"
05-01-2023 13:57:25.345930,"(6.0, 17.0, 13.0)","(14.0, 32.0, 26.666666666666664)","(4.8, 6.6, 5.764285714285714)","(2.15, 3.1, 2.6)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 22.0, 17.041666666666668)"
05-01-2023 13:57:26.649746,"(6.0, 17.0, 13.0)","(14.0, 32.0, 26.666666666666664)","(4.8, 5.9, 5.54)","(2.15, 3.05, 2.6)","(3.5, 4.3, 3.9699999999999998)","(101.0, 650.0, 405.0)","(9.0, 22.0, 17.041666666666668)"
05-01-2023 13:57:27.780809,"(6.0, 17.0, 13.0)","(14.0, 32.0, 25.8)","(4.8, 5.9, 5.45)","(2.15, 3.0, 2.8066666666666666)","(3.5, 4.3, 4.163636363636363)","(101.0, 650.0, 405.0)","(9.0, 22.0, 20.153846153846153)"
05-01-2023 13:57:28.710311,"(6.0, 18.0, 11.857142857142858)","(14.0, 32.0, 29.0)","(4.8, 5.9, 5.45)","(2.15, 3.0, 2.8066666666666666)","(3.5, 4.3, 4.163636363636363)","(101.0, 650.0, 405.0)","(9.0, 22.0, 19.954545454545453)"
05-01-2023 13:57:29.696616,"(6.0, 18.0, 15.0)","(14.0, 32.0, 29.272727272727273)","(4.8, 5.9, 5.45)","(2.15, 2.98, 2.521818181818182)","(3.5, 4.3, 4.163636363636363)","(101.0, 650.0, 405.0)","(9.0, 22.0, 19.1875)"
05-01-2023 13:57:30.826693,"(6.0, 18.0, 13.9)","(14.0, 32.0, 29.272727272727273)","(4.8, 5.9, 5.45)","(2.15, 2.96, 2.78)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 22.0, 17.8)"
05-01-2023 13:57:31.906834,"(6.0, 18.0, 14.272727272727273)","(14.0, 32.0, 29.272727272727273)","(4.8, 5.9, 5.45)","(2.15, 2.96, 2.78)","(3.5, 4.3, 4.1125)","(101.0, 650.0, 405.0)","(9.0, 22.0, 19.375)"
05-01-2023 13:57:33.005351,"(6.0, 18.0, 14.272727272727273)","(14.0, 32.0, 29.272727272727273)","(4.8, 5.9, 5.45)","(2.15, 2.96, 2.78)","(3.5, 4.3, 3.8875)","(101.0, 650.0, 405.0)","(9.0, 22.0, 19.375)"
05-01-2023 13:57:34.082563,"(6.0, 18.0, 14.272727272727273)","(14.0, 32.0, 29.272727272727273)","(4.8, 5.9, 5.45)","(2.15, 2.96, 2.48)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 22.0, 19.375)"
05-01-2023 13:57:35.085320,"(6.0, 18.0, 14.272727272727273)","(14.0, 32.0, 29.272727272727273)","(4.8, 5.9, 5.45)","(2.15, 2.96, 2.48)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 22.0, 19.833333333333332)"
05-01-2023 13:57:36.250858,"(6.0, 18.0, 14.272727272727273)","(14.0, 32.0, 29.272727272727273)","(4.8, 5.9, 5.45)","(2.15, 2.96, 2.7533333333333334)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 22.0, 20.2)"
05-01-2023 13:57:37.343638,"(6.0, 18.0, 12.642857142857142)","(14.0, 32.0, 29.272727272727273)","(4.8, 5.9, 5.45)","(2.15, 2.92, 2.7533333333333334)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 22.0, 20.2)"
05-01-2023 13:57:38.508367,"(6.0, 19.5, 13.3125)","(14.0, 32.0, 24.75)","(4.8, 5.9, 5.45)","(2.15, 2.92, 2.7533333333333334)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 22.0, 22.125)"
05-01-2023 13:57:39.569284,"(6.0, 19.0, 16.57142857142857)","(14.0, 32.0, 24.75)","(4.8, 5.9, 5.45)","(2.15, 2.92, 2.7533333333333334)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 23.0, 21.09090909090909)"
05-01-2023 13:57:40.571813,"(6.0, 19.0, 16.57142857142857)","(14.0, 32.0, 24.75)","(4.8, 5.9, 5.45)","(2.15, 2.92, 2.7533333333333334)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 24.0, 21.09090909090909)"
05-01-2023 13:57:41.585075,"(6.0, 19.0, 16.57142857142857)","(14.0, 32.0, 24.75)","(4.8, 5.9, 5.45)","(2.15, 2.92, 2.7533333333333334)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 24.0, 21.09090909090909)"
05-01-2023 13:57:42.650097,"(6.0, 19.0, 16.57142857142857)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.483333333333333)","(2.15, 2.92, 2.4755555555555553)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 24.0, 17.8)"
05-01-2023 13:57:43.790215,"(6.0, 19.0, 16.57142857142857)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.4375)","(2.15, 2.92, 2.7266666666666666)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 20.75)"
05-01-2023 13:57:45.011326,"(6.0, 14.5, 13.423076923076923)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.4375)","(2.15, 2.88, 2.7199999999999998)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 20.75)"
05-01-2023 13:57:46.180821,"(6.0, 15.0, 14.333333333333332)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.4375)","(2.15, 2.88, 2.7266666666666666)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 20.75)"
05-01-2023 13:57:47.473471,"(6.0, 14.5, 13.916666666666668)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.4375)","(2.15, 2.88, 2.7266666666666666)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 20.75)"
05-01-2023 13:57:48.682594,"(6.0, 14.5, 13.916666666666668)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.88, 2.6399999999999997)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 20.75)"
05-01-2023 13:57:49.756017,"(6.0, 16.0, 15.166666666666668)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.88, 2.545714285714286)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:57:50.879349,"(6.0, 16.0, 14.857142857142858)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.86, 2.6999999999999997)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:57:51.945080,"(6.0, 16.0, 15.2)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.84, 2.6999999999999997)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:57:53.016467,"(6.0, 17.0, 16.0)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.84, 2.6999999999999997)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:57:54.058563,"(6.0, 18.0, 17.333333333333332)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.84, 2.62)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:57:55.163560,"(6.0, 18.5, 17.77777777777778)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.84, 2.62)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:57:56.179895,"(6.0, 19.0, 17.09090909090909)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.84, 2.62)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:57:57.199437,"(6.0, 19.0, 17.09090909090909)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.84, 2.62)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:57:58.243559,"(6.0, 18.5, 17.3)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.82, 2.5999999999999996)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:57:59.517811,"(6.0, 18.5, 17.3)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.8, 2.5999999999999996)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:58:00.601695,"(6.0, 18.5, 17.3)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.8, 2.5999999999999996)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:58:01.631750,"(6.0, 18.5, 17.3)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.8, 2.5999999999999996)","(3.5, 4.3, 4.09375)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:58:02.697907,"(6.0, 18.5, 17.3)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.8, 2.5999999999999996)","(3.5, 4.3, 3.925)","(101.0, 650.0, 405.0)","(9.0, 25.0, 21.0)"
05-01-2023 13:58:03.690074,"(6.0, 18.5, 17.3)","(14.0, 32.0, 28.375)","(4.8, 6.4, 5.666666666666667)","(2.15, 2.8, 2.5999999999999996)","(3.5, 4.1, 3.925)","(101.0, 650.0, 405.0)","(9.0, 25.0, 19.6875)"
