,Archarch Cat,Limited Doro,Storminunclejack,Roses Pepino,Baytown Jagger,Baytown Get It On
403,"[datetime.datetime(2022, 11, 28, 10, 19, 9, 645583), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 9, 645583), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 9, 645583), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 9, 645583), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 9, 645583), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 9, 645583), 26.0, 220.0]"
404,"[datetime.datetime(2022, 11, 28, 10, 19, 10, 739328), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 10, 739328), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 10, 739328), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 10, 739328), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 10, 739328), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 10, 739328), 26.0, 220.0]"
405,"[datetime.datetime(2022, 11, 28, 10, 19, 11, 850581), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 11, 850581), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 11, 850581), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 11, 850581), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 11, 850581), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 11, 850581), 26.0, 220.0]"
406,"[datetime.datetime(2022, 11, 28, 10, 19, 12, 943065), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 12, 943065), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 12, 943065), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 12, 943065), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 12, 943065), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 12, 943065), 26.0, 220.0]"
407,"[datetime.datetime(2022, 11, 28, 10, 19, 14, 35993), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 14, 35993), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 14, 35993), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 14, 35993), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 14, 35993), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 14, 35993), 26.0, 220.0]"
408,"[datetime.datetime(2022, 11, 28, 10, 19, 15, 142655), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 15, 142655), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 15, 142655), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 15, 142655), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 15, 142655), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 15, 142655), 26.0, 220.0]"
409,"[datetime.datetime(2022, 11, 28, 10, 19, 16, 245078), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 16, 245078), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 16, 245078), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 16, 245078), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 16, 245078), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 16, 245078), 26.0, 220.0]"
410,"[datetime.datetime(2022, 11, 28, 10, 19, 17, 342023), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 17, 342023), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 17, 342023), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 17, 342023), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 17, 342023), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 17, 342023), 26.0, 220.0]"
411,"[datetime.datetime(2022, 11, 28, 10, 19, 18, 445621), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 18, 445621), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 18, 445621), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 18, 445621), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 18, 445621), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 18, 445621), 26.0, 220.0]"
412,"[datetime.datetime(2022, 11, 28, 10, 19, 19, 541353), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 19, 541353), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 19, 541353), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 19, 541353), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 19, 541353), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 19, 541353), 26.0, 220.0]"
413,"[datetime.datetime(2022, 11, 28, 10, 19, 20, 620311), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 20, 620311), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 20, 620311), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 20, 620311), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 20, 620311), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 20, 620311), 26.0, 220.0]"
414,"[datetime.datetime(2022, 11, 28, 10, 19, 21, 725219), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 21, 725219), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 21, 725219), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 21, 725219), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 21, 725219), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 21, 725219), 26.0, 220.0]"
415,"[datetime.datetime(2022, 11, 28, 10, 19, 22, 827745), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 22, 827745), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 22, 827745), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 22, 827745), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 22, 827745), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 22, 827745), 26.0, 220.0]"
416,"[datetime.datetime(2022, 11, 28, 10, 19, 23, 910095), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 23, 910095), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 23, 910095), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 23, 910095), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 23, 910095), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 23, 910095), 26.0, 220.0]"
417,"[datetime.datetime(2022, 11, 28, 10, 19, 25, 16940), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 25, 16940), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 25, 16940), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 25, 16940), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 25, 16940), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 25, 16940), 26.0, 220.0]"
418,"[datetime.datetime(2022, 11, 28, 10, 19, 26, 114216), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 26, 114216), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 26, 114216), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 26, 114216), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 26, 114216), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 26, 114216), 26.0, 220.0]"
419,"[datetime.datetime(2022, 11, 28, 10, 19, 27, 212321), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 27, 212321), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 27, 212321), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 27, 212321), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 27, 212321), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 27, 212321), 26.0, 220.0]"
420,"[datetime.datetime(2022, 11, 28, 10, 19, 28, 307450), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 28, 307450), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 28, 307450), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 28, 307450), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 28, 307450), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 28, 307450), 26.0, 220.0]"
421,"[datetime.datetime(2022, 11, 28, 10, 19, 29, 411978), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 29, 411978), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 29, 411978), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 29, 411978), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 29, 411978), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 29, 411978), 26.0, 220.0]"
422,"[datetime.datetime(2022, 11, 28, 10, 19, 30, 516267), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 30, 516267), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 30, 516267), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 30, 516267), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 30, 516267), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 30, 516267), 26.0, 220.0]"
423,"[datetime.datetime(2022, 11, 28, 10, 19, 31, 614661), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 31, 614661), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 31, 614661), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 31, 614661), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 31, 614661), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 31, 614661), 26.0, 220.0]"
424,"[datetime.datetime(2022, 11, 28, 10, 19, 32, 702934), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 32, 702934), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 32, 702934), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 32, 702934), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 32, 702934), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 32, 702934), 26.0, 220.0]"
425,"[datetime.datetime(2022, 11, 28, 10, 19, 33, 812386), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 33, 812386), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 33, 812386), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 33, 812386), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 33, 812386), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 33, 812386), 26.0, 220.0]"
426,"[datetime.datetime(2022, 11, 28, 10, 19, 34, 908129), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 34, 908129), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 34, 908129), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 34, 908129), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 34, 908129), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 34, 908129), 26.0, 220.0]"
427,"[datetime.datetime(2022, 11, 28, 10, 19, 36, 10893), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 36, 10893), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 36, 10893), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 36, 10893), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 36, 10893), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 36, 10893), 26.0, 220.0]"
428,"[datetime.datetime(2022, 11, 28, 10, 19, 37, 111725), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 37, 111725), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 37, 111725), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 37, 111725), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 37, 111725), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 37, 111725), 26.0, 220.0]"
429,"[datetime.datetime(2022, 11, 28, 10, 19, 38, 201544), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 38, 201544), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 38, 201544), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 38, 201544), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 38, 201544), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 38, 201544), 26.0, 220.0]"
430,"[datetime.datetime(2022, 11, 28, 10, 19, 39, 309051), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 39, 309051), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 39, 309051), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 39, 309051), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 39, 309051), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 39, 309051), 26.0, 220.0]"
431,"[datetime.datetime(2022, 11, 28, 10, 19, 40, 404751), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 40, 404751), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 40, 404751), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 40, 404751), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 40, 404751), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 40, 404751), 26.0, 220.0]"
432,"[datetime.datetime(2022, 11, 28, 10, 19, 41, 490269), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 41, 490269), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 41, 490269), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 41, 490269), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 41, 490269), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 41, 490269), 26.0, 220.0]"
433,"[datetime.datetime(2022, 11, 28, 10, 19, 42, 597617), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 42, 597617), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 42, 597617), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 42, 597617), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 42, 597617), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 42, 597617), 26.0, 220.0]"
434,"[datetime.datetime(2022, 11, 28, 10, 19, 43, 691188), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 43, 691188), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 43, 691188), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 43, 691188), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 43, 691188), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 43, 691188), 26.0, 220.0]"
435,"[datetime.datetime(2022, 11, 28, 10, 19, 44, 787289), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 44, 787289), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 44, 787289), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 44, 787289), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 44, 787289), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 44, 787289), 26.0, 220.0]"
436,"[datetime.datetime(2022, 11, 28, 10, 19, 45, 884540), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 45, 884540), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 45, 884540), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 45, 884540), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 45, 884540), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 45, 884540), 26.0, 220.0]"
437,"[datetime.datetime(2022, 11, 28, 10, 19, 46, 980538), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 46, 980538), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 46, 980538), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 46, 980538), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 46, 980538), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 46, 980538), 26.0, 220.0]"
438,"[datetime.datetime(2022, 11, 28, 10, 19, 48, 83259), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 48, 83259), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 48, 83259), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 48, 83259), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 48, 83259), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 48, 83259), 26.0, 220.0]"
439,"[datetime.datetime(2022, 11, 28, 10, 19, 49, 177186), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 49, 177186), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 49, 177186), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 49, 177186), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 49, 177186), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 49, 177186), 26.0, 220.0]"
440,"[datetime.datetime(2022, 11, 28, 10, 19, 50, 267799), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 50, 267799), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 50, 267799), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 50, 267799), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 50, 267799), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 50, 267799), 26.0, 220.0]"
441,"[datetime.datetime(2022, 11, 28, 10, 19, 51, 364808), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 51, 364808), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 51, 364808), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 51, 364808), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 51, 364808), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 51, 364808), 26.0, 220.0]"
442,"[datetime.datetime(2022, 11, 28, 10, 19, 52, 459880), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 52, 459880), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 52, 459880), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 52, 459880), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 52, 459880), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 52, 459880), 26.0, 220.0]"
443,"[datetime.datetime(2022, 11, 28, 10, 19, 53, 556082), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 53, 556082), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 53, 556082), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 53, 556082), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 53, 556082), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 53, 556082), 26.0, 220.0]"
444,"[datetime.datetime(2022, 11, 28, 10, 19, 54, 660037), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 54, 660037), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 54, 660037), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 54, 660037), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 54, 660037), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 54, 660037), 26.0, 220.0]"
445,"[datetime.datetime(2022, 11, 28, 10, 19, 55, 755000), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 55, 755000), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 55, 755000), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 55, 755000), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 55, 755000), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 55, 755000), 26.0, 220.0]"
446,"[datetime.datetime(2022, 11, 28, 10, 19, 56, 867901), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 56, 867901), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 56, 867901), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 56, 867901), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 56, 867901), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 56, 867901), 26.0, 220.0]"
447,"[datetime.datetime(2022, 11, 28, 10, 19, 57, 955884), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 57, 955884), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 57, 955884), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 57, 955884), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 57, 955884), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 57, 955884), 26.0, 220.0]"
448,"[datetime.datetime(2022, 11, 28, 10, 19, 59, 59813), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 19, 59, 59813), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 19, 59, 59813), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 19, 59, 59813), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 19, 59, 59813), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 19, 59, 59813), 26.0, 220.0]"
449,"[datetime.datetime(2022, 11, 28, 10, 20, 0, 164479), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 20, 0, 164479), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 20, 0, 164479), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 20, 0, 164479), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 20, 0, 164479), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 20, 0, 164479), 26.0, 220.0]"
450,"[datetime.datetime(2022, 11, 28, 10, 20, 1, 258988), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 20, 1, 258988), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 20, 1, 258988), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 20, 1, 258988), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 20, 1, 258988), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 20, 1, 258988), 26.0, 220.0]"
451,"[datetime.datetime(2022, 11, 28, 10, 20, 2, 356498), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 20, 2, 356498), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 20, 2, 356498), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 20, 2, 356498), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 20, 2, 356498), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 20, 2, 356498), 26.0, 220.0]"
452,"[datetime.datetime(2022, 11, 28, 10, 20, 3, 451792), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 20, 3, 451792), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 20, 3, 451792), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 20, 3, 451792), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 20, 3, 451792), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 20, 3, 451792), 26.0, 220.0]"
453,"[datetime.datetime(2022, 11, 28, 10, 20, 4, 548265), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 20, 4, 548265), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 20, 4, 548265), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 20, 4, 548265), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 20, 4, 548265), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 20, 4, 548265), 26.0, 220.0]"
454,"[datetime.datetime(2022, 11, 28, 10, 20, 5, 646004), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 20, 5, 646004), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 20, 5, 646004), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 20, 5, 646004), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 20, 5, 646004), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 20, 5, 646004), 26.0, 220.0]"
455,"[datetime.datetime(2022, 11, 28, 10, 20, 6, 755688), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 20, 6, 755688), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 20, 6, 755688), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 20, 6, 755688), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 10, 20, 6, 755688), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 20, 6, 755688), 26.0, 220.0]"
456,"[datetime.datetime(2022, 11, 28, 10, 20, 7, 852078), 26.0, 250.0]","[datetime.datetime(2022, 11, 28, 10, 20, 7, 852078), 3.8, 5.5]","[datetime.datetime(2022, 11, 28, 10, 20, 7, 852078), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 10, 20, 7, 852078), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 10, 20, 7, 852078), 26.0, 220.0]","[datetime.datetime(2022, 11, 28, 10, 20, 7, 852078), 26.0, 220.0]"
