,Prince Pulpogan,Grants Treasure,Lady Wendy Hook,Rawhide Hand,Red Spur Flyer,Jebrynah Sol,Stay At Home,Rogue Temptation
05-01-2023 15:20:56.865870,"(2.45, 4.9, 3.38)","(15.0, 18.5, 15.5)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 18.416666666666664)"
05-01-2023 15:20:58.024979,"(2.45, 4.9, 3.38)","(15.0, 18.5, 15.5)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 18.416666666666664)"
05-01-2023 15:20:59.175101,"(2.45, 4.9, 3.38)","(15.0, 18.5, 15.5)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 18.416666666666664)"
05-01-2023 15:21:00.213904,"(2.45, 4.9, 3.38)","(15.0, 18.5, 15.5)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 18.416666666666664)"
05-01-2023 15:21:01.384477,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 18.416666666666664)"
05-01-2023 15:21:02.530691,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 18.416666666666664)"
05-01-2023 15:21:03.840541,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 18.416666666666664)"
05-01-2023 15:21:04.970355,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 18.416666666666664)"
05-01-2023 15:21:06.122889,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 18.416666666666664)"
05-01-2023 15:21:07.207112,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 18.416666666666664)"
05-01-2023 15:21:08.247503,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 19.764705882352942)"
05-01-2023 15:21:09.233848,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 19.764705882352942)"
05-01-2023 15:21:10.196893,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 23.0, 21.230769230769234)"
05-01-2023 15:21:11.202525,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:12.248068,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 11.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 16.066666666666666)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:13.707145,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 14.444444444444445)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:14.879672,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 14.444444444444445)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:16.160651,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 13.75)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:17.293093,"(2.45, 4.9, 3.38)","(15.0, 20.0, 16.470588235294116)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 13.75)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:18.359998,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.18)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 13.75)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:19.342789,"(2.45, 4.9, 3.38)","(15.0, 19.5, 15.5)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 10.833333333333332)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:20.512714,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.045454545454545)","(9.0, 18.0, 14.18888888888889)","(9.0, 22.0, 16.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 19.5)"
05-01-2023 15:21:21.630297,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.045454545454545)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 16.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:22.776910,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.045454545454545)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 10.833333333333332)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:23.870720,"(2.45, 4.9, 3.38)","(15.0, 19.5, 15.5)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 10.833333333333332)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:24.889170,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 10.833333333333332)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:25.903218,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 14.666666666666668)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:26.888154,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 14.666666666666668)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:27.918207,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 14.666666666666668)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:28.990767,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 14.666666666666668)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:30.101534,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:31.296018,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:32.383513,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:33.459417,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:34.564099,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:35.638211,"(2.45, 4.9, 3.38)","(15.0, 19.5, 14.976190476190476)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:36.734614,"(2.45, 4.9, 3.38)","(15.0, 19.0, 15.823529411764707)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:37.886025,"(2.45, 4.9, 3.38)","(15.0, 18.5, 17.192307692307693)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:39.142370,"(2.45, 4.9, 3.38)","(15.0, 18.5, 17.192307692307693)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:40.333883,"(2.45, 4.9, 3.38)","(15.0, 17.5, 16.346153846153847)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:41.442557,"(2.45, 4.9, 3.38)","(15.0, 17.5, 16.346153846153847)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:42.463316,"(2.45, 4.9, 3.38)","(15.0, 19.0, 15.823529411764707)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.45)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:43.542098,"(2.45, 4.9, 3.38)","(15.0, 19.0, 15.454545454545455)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.45)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:44.660321,"(2.45, 4.9, 3.38)","(15.0, 19.0, 15.454545454545455)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 11.42)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:45.814467,"(2.45, 4.9, 3.38)","(15.0, 19.0, 13.428571428571429)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 15.46)","(18.0, 60.0, 27.785714285714285)","(8.0, 22.0, 21.230769230769234)"
05-01-2023 15:21:46.980252,"(2.45, 4.9, 3.38)","(15.0, 19.0, 13.428571428571429)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 15.899999999999999)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:48.098850,"(2.45, 4.9, 3.46)","(15.0, 19.0, 13.428571428571429)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.55)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:49.242792,"(2.45, 4.9, 3.46)","(15.0, 19.0, 13.428571428571429)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.55)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:50.288218,"(2.45, 4.9, 3.46)","(15.0, 19.0, 13.428571428571429)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:51.384955,"(2.45, 4.9, 3.46)","(15.0, 19.0, 13.428571428571429)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:52.578369,"(2.45, 4.9, 3.46)","(15.0, 19.0, 13.428571428571429)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:53.762878,"(2.45, 4.9, 3.46)","(15.0, 19.0, 13.428571428571429)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:54.935297,"(2.45, 4.9, 3.46)","(15.0, 18.5, 17.26923076923077)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:56.022137,"(2.45, 4.9, 3.46)","(15.0, 18.5, 17.26923076923077)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:57.028093,"(2.45, 4.9, 3.46)","(15.0, 18.5, 17.26923076923077)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:58.071679,"(2.45, 4.9, 3.46)","(15.0, 18.5, 17.26923076923077)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:21:59.258112,"(2.45, 4.9, 3.46)","(15.0, 18.5, 17.26923076923077)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:00.437204,"(2.45, 4.9, 3.46)","(15.0, 18.5, 17.26923076923077)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:01.622546,"(2.45, 4.9, 3.46)","(15.0, 18.0, 15.65625)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:02.808529,"(2.45, 4.9, 3.46)","(15.0, 17.5, 16.423076923076923)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 14.65)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:03.869603,"(2.45, 4.9, 3.46)","(15.0, 17.5, 16.423076923076923)","(9.0, 18.5, 14.18888888888889)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 13.68)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:04.943918,"(2.45, 4.9, 3.46)","(15.0, 17.5, 16.423076923076923)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 13.68)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:06.072432,"(2.45, 4.9, 3.46)","(15.0, 30.0, 28.375)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 13.68)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:07.232107,"(2.45, 4.9, 3.46)","(15.0, 28.0, 26.541666666666664)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 13.68)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:08.449022,"(2.45, 4.9, 3.46)","(15.0, 28.0, 23.464285714285715)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.5)","(2.9, 3.2, 3.00875)","(10.0, 19.5, 12.571428571428573)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:09.629551,"(2.45, 4.9, 3.46)","(15.0, 27.0, 21.84375)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.5)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 12.571428571428573)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:10.712188,"(2.45, 4.9, 3.46)","(15.0, 27.0, 21.84375)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.5)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 12.571428571428573)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:11.720062,"(2.45, 4.9, 3.46)","(15.0, 26.0, 22.67857142857143)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.5)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 12.571428571428573)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:12.773595,"(2.45, 4.9, 3.46)","(15.0, 25.0, 23.791666666666664)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 16.666666666666664)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 12.571428571428573)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:13.972212,"(2.45, 4.9, 3.46)","(15.0, 25.0, 23.791666666666664)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 14.88888888888889)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 12.571428571428573)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:15.080439,"(2.45, 4.9, 3.46)","(15.0, 25.0, 23.791666666666664)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:16.143878,"(2.45, 4.9, 3.46)","(15.0, 25.0, 23.791666666666664)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:17.144356,"(2.45, 4.9, 3.46)","(15.0, 25.0, 23.791666666666664)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:18.263658,"(2.45, 4.9, 3.46)","(15.0, 25.0, 23.791666666666664)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:19.448011,"(2.45, 4.9, 3.46)","(15.0, 25.0, 23.791666666666664)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:20.709822,"(2.45, 4.9, 3.46)","(15.0, 25.0, 23.791666666666664)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:21.895871,"(2.45, 4.9, 3.46)","(15.0, 24.0, 21.107142857142858)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:23.003093,"(2.45, 4.9, 3.46)","(15.0, 24.0, 21.107142857142858)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:24.124252,"(2.45, 4.9, 3.46)","(15.0, 24.0, 21.107142857142858)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:25.186931,"(2.45, 4.9, 3.46)","(15.0, 27.0, 16.333333333333332)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:26.352593,"(2.45, 4.9, 3.46)","(15.0, 27.0, 20.0)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:27.528348,"(2.45, 4.9, 3.46)","(15.0, 26.0, 20.0)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 15.7)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:28.718940,"(2.45, 4.9, 3.46)","(15.0, 26.0, 20.0)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 16.833333333333336)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
05-01-2023 15:22:29.900381,"(2.45, 4.9, 3.46)","(15.0, 26.0, 20.0)","(9.0, 18.0, 15.371428571428572)","(9.0, 22.0, 14.375)","(2.9, 3.2, 2.98625)","(10.0, 19.5, 14.11111111111111)","(18.0, 60.0, 29.933333333333334)","(8.0, 22.0, 21.285714285714285)"
