,Prince Pulpogan,Grants Treasure,Lady Wendy Hook,Rawhide Hand,Red Spur Flyer,Jebrynah Sol,Stay At Home,Rogue Temptation
05-01-2023 15:25:51.294287,"(2.45, 4.8, 3.44)","(15.0, 18.5, 17.346153846153847)","(9.0, 18.0, 14.314285714285713)","(9.0, 23.0, 13.25)","(2.9, 3.2, 2.98625)","(10.0, 17.5, 15.0)","(18.0, 60.0, 30.666666666666664)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:25:52.337905,"(2.45, 4.8, 3.44)","(15.0, 18.5, 17.346153846153847)","(9.0, 18.0, 14.314285714285713)","(9.0, 23.0, 13.25)","(2.9, 3.2, 2.98625)","(10.0, 17.5, 15.0)","(18.0, 60.0, 30.666666666666664)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:25:53.353103,"(2.45, 4.8, 3.44)","(15.0, 18.5, 17.346153846153847)","(9.0, 18.0, 14.314285714285713)","(9.0, 23.0, 13.25)","(2.9, 3.2, 2.98625)","(10.0, 17.5, 15.0)","(18.0, 60.0, 30.666666666666664)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:25:54.345131,"(2.45, 4.8, 3.44)","(15.0, 18.5, 17.346153846153847)","(9.0, 18.0, 14.314285714285713)","(9.0, 23.0, 13.25)","(2.9, 3.2, 2.98625)","(10.0, 17.5, 15.0)","(18.0, 60.0, 30.666666666666664)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:25:55.334013,"(2.45, 4.8, 3.44)","(15.0, 18.5, 17.25)","(9.0, 18.0, 14.314285714285713)","(9.0, 23.0, 13.25)","(2.9, 3.2, 2.98625)","(10.0, 17.5, 15.0)","(18.0, 60.0, 30.666666666666664)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:25:56.385690,"(2.45, 4.8, 3.44)","(15.0, 18.5, 17.25)","(9.0, 18.0, 14.314285714285713)","(9.0, 23.0, 12.95)","(2.9, 3.2, 2.98625)","(10.0, 17.5, 15.0)","(18.0, 60.0, 30.666666666666664)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:25:57.466636,"(2.45, 4.8, 3.44)","(15.0, 18.5, 17.25)","(9.0, 18.0, 10.799999999999999)","(9.0, 23.0, 13.625)","(2.9, 3.2, 2.876)","(10.0, 17.5, 15.0)","(18.0, 60.0, 30.666666666666664)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:25:58.553195,"(2.45, 4.8, 3.44)","(15.0, 18.5, 13.833333333333334)","(9.0, 18.0, 10.799999999999999)","(9.0, 23.0, 13.625)","(2.9, 3.2, 2.876)","(10.0, 17.5, 14.0)","(18.0, 60.0, 33.1875)","(8.0, 22.0, 18.0)"
05-01-2023 15:25:59.591780,"(2.45, 4.8, 3.44)","(15.0, 18.5, 13.833333333333334)","(9.0, 18.0, 10.799999999999999)","(9.0, 23.0, 13.625)","(2.9, 3.2, 2.876)","(10.0, 17.5, 15.96)","(18.0, 60.0, 27.846153846153847)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:00.680338,"(2.45, 4.8, 3.44)","(15.0, 18.5, 13.833333333333334)","(9.0, 18.0, 10.799999999999999)","(9.0, 23.0, 13.625)","(2.9, 3.2, 2.876)","(10.0, 17.5, 15.96)","(18.0, 60.0, 26.083333333333332)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:26:01.709127,"(2.45, 4.8, 3.44)","(15.0, 18.5, 15.9)","(9.0, 18.0, 11.7)","(9.0, 23.0, 13.625)","(2.9, 3.2, 2.876)","(10.0, 17.5, 11.96)","(18.0, 60.0, 26.083333333333332)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:26:02.807251,"(2.45, 4.8, 3.44)","(15.0, 18.0, 13.5)","(9.0, 18.0, 11.7)","(9.0, 23.0, 13.625)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 26.083333333333332)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:26:03.905001,"(2.45, 4.8, 3.44)","(15.0, 18.0, 13.1875)","(9.0, 18.0, 11.7)","(9.0, 23.0, 13.625)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 26.083333333333332)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:26:05.001389,"(2.45, 4.8, 3.44)","(15.0, 17.5, 13.75)","(9.0, 18.0, 11.7)","(9.0, 23.0, 13.625)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 26.083333333333332)","(8.0, 22.0, 16.666666666666668)"
05-01-2023 15:26:06.129884,"(2.45, 4.8, 3.44)","(15.0, 17.5, 13.75)","(9.0, 18.0, 11.7)","(9.0, 23.0, 13.625)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 26.083333333333332)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:07.215677,"(2.45, 4.8, 3.44)","(15.0, 18.0, 13.875)","(9.0, 18.0, 11.7)","(9.0, 23.0, 13.625)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.0)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:08.427777,"(2.45, 4.8, 3.44)","(15.0, 18.5, 13.5)","(9.0, 18.0, 11.7)","(9.0, 23.0, 12.95)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.0)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:09.563767,"(2.45, 4.8, 3.44)","(15.0, 18.5, 13.833333333333334)","(9.0, 18.0, 11.7)","(9.0, 23.0, 13.733333333333334)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.0)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:10.742742,"(2.45, 4.8, 3.44)","(15.0, 18.5, 13.833333333333334)","(9.0, 18.0, 11.7)","(9.0, 22.0, 17.12)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.0)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:11.897176,"(2.45, 4.8, 3.44)","(15.0, 18.5, 13.833333333333334)","(9.0, 18.0, 12.399999999999999)","(9.0, 22.0, 14.0)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.0)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:13.072662,"(2.45, 4.8, 3.344)","(15.0, 18.5, 13.833333333333334)","(9.0, 18.0, 12.399999999999999)","(9.0, 22.0, 14.0)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.0)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:14.237303,"(2.45, 4.8, 3.344)","(15.0, 18.5, 13.833333333333334)","(9.0, 18.0, 13.55)","(9.0, 22.0, 14.0)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.916666666666668)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:15.415689,"(2.45, 4.8, 3.9)","(15.0, 18.5, 13.833333333333334)","(9.0, 17.5, 14.34)","(9.0, 22.0, 14.0)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.916666666666668)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:16.541799,"(2.45, 4.7, 3.34)","(15.0, 18.5, 13.833333333333334)","(9.0, 17.5, 14.34)","(9.0, 22.0, 14.0)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.916666666666668)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:17.701051,"(2.45, 4.7, 3.34)","(15.0, 18.5, 13.125)","(9.0, 17.5, 12.5)","(9.0, 22.0, 18.57142857142857)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.916666666666668)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:18.794973,"(2.45, 4.7, 3.34)","(15.0, 18.0, 13.125)","(9.0, 17.5, 12.5)","(9.0, 22.0, 18.57142857142857)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.916666666666668)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:19.920165,"(2.45, 4.7, 3.34)","(15.0, 17.5, 13.5)","(9.0, 17.5, 12.5)","(9.0, 22.0, 18.57142857142857)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.916666666666668)","(8.0, 22.0, 18.0)"
05-01-2023 15:26:21.099281,"(2.45, 4.7, 3.34)","(15.0, 17.5, 13.166666666666666)","(9.0, 17.5, 12.5)","(9.0, 22.0, 17.4)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 27.916666666666668)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:22.305550,"(2.45, 4.7, 3.34)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 22.0, 14.666666666666666)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 28.833333333333332)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:23.532406,"(2.45, 4.7, 3.34)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 22.0, 14.666666666666666)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 28.833333333333332)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:24.734596,"(2.45, 4.6, 3.32)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 22.0, 14.666666666666666)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 28.833333333333332)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:25.970335,"(2.45, 4.6, 3.32)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 22.0, 14.666666666666666)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 28.833333333333332)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:27.178517,"(2.45, 4.6, 3.32)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 22.0, 14.666666666666666)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 28.833333333333332)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:28.315355,"(2.45, 4.6, 3.32)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 22.0, 14.666666666666666)","(2.9, 3.2, 2.876)","(10.0, 12.5, 11.96)","(18.0, 60.0, 28.833333333333332)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:29.497941,"(2.45, 4.6, 3.32)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 22.0, 14.666666666666666)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 60.0, 28.833333333333332)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:30.662281,"(2.45, 4.6, 3.32)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 22.0, 18.0)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 60.0, 28.833333333333332)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:31.803678,"(2.45, 4.9, 3.19)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 22.0, 12.4)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 60.0, 29.75)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:32.978915,"(2.45, 4.8, 3.36)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 60.0, 29.75)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:34.168430,"(2.45, 4.8, 3.36)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 60.0, 29.75)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:35.345478,"(2.45, 4.8, 3.36)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 60.0, 29.75)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:36.513123,"(2.45, 4.8, 3.36)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 60.0, 29.75)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:37.695653,"(2.45, 4.8, 3.36)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 60.0, 30.666666666666668)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:38.838099,"(2.45, 4.8, 3.36)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 60.0, 30.666666666666668)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:40.054235,"(2.45, 4.8, 3.36)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 60.0, 37.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:41.276591,"(2.45, 4.7, 3.34)","(15.0, 14.0, 12.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.9054545454545453)","(10.0, 12.5, 11.96)","(18.0, 55.0, 34.75)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:42.445055,"(2.45, 4.7, 3.34)","(15.0, 14.0, 13.4)","(9.0, 17.5, 11.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.92)","(10.0, 12.5, 11.875)","(18.0, 55.0, 32.5)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:43.645207,"(2.45, 4.7, 3.188888888888889)","(15.0, 14.0, 13.6875)","(9.0, 17.5, 11.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.9157894736842103)","(10.0, 12.5, 12.392857142857142)","(18.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:44.818785,"(2.45, 4.7, 3.1416666666666666)","(15.0, 14.0, 13.666666666666666)","(9.0, 17.5, 11.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.9157894736842103)","(10.0, 12.5, 12.392857142857142)","(18.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:46.016000,"(2.45, 4.7, 3.1416666666666666)","(15.0, 14.0, 13.666666666666666)","(9.0, 17.5, 11.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.453488372093023)","(18.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:47.155403,"(2.45, 4.7, 3.1416666666666666)","(15.0, 14.0, 13.666666666666666)","(9.0, 17.5, 11.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.453488372093023)","(18.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:48.397982,"(2.45, 4.6, 3.32)","(15.0, 14.0, 13.666666666666666)","(9.0, 17.5, 11.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.453488372093023)","(18.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:49.585729,"(2.45, 4.6, 3.1333333333333333)","(13.0, 14.0, 13.666666666666666)","(9.0, 17.5, 11.5)","(9.0, 13.0, 12.4)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.453488372093023)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:50.770612,"(2.45, 4.6, 3.1333333333333333)","(13.0, 14.0, 13.666666666666666)","(9.0, 17.5, 11.5)","(9.0, 13.0, 12.5)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.453488372093023)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:51.911912,"(2.45, 4.6, 3.1791666666666663)","(13.0, 14.0, 13.666666666666666)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.5)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.25)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:53.123607,"(2.45, 4.6, 3.1791666666666663)","(13.0, 14.0, 13.333333333333334)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.5)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.453488372093023)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:54.262299,"(2.45, 4.6, 3.1791666666666663)","(13.0, 14.0, 13.333333333333334)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.453488372093023)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:55.467124,"(2.45, 4.6, 3.1533333333333333)","(13.0, 14.0, 13.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.453488372093023)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:56.661384,"(2.45, 4.6, 3.1533333333333333)","(13.0, 14.0, 13.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.326086956521738)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:57.873571,"(2.45, 4.6, 3.1533333333333333)","(13.0, 14.0, 13.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.326086956521738)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:26:59.046790,"(2.45, 4.6, 3.1533333333333333)","(13.0, 14.0, 13.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 12.326086956521738)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:00.250043,"(2.45, 4.6, 3.1791666666666663)","(13.0, 14.0, 13.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.5, 11.931818181818182)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:01.383560,"(2.45, 4.6, 3.1533333333333333)","(13.0, 14.0, 13.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.0, 11.930232558139535)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:02.541289,"(2.45, 4.6, 3.1533333333333333)","(13.0, 14.0, 13.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.0, 11.930232558139535)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:03.720521,"(2.45, 4.6, 3.1533333333333333)","(13.0, 14.0, 13.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.0, 11.930232558139535)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:04.954979,"(2.45, 4.6, 3.1791666666666663)","(13.0, 14.0, 13.5)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.0, 11.6)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:06.178219,"(2.45, 4.6, 3.1533333333333333)","(13.0, 14.0, 13.833333333333332)","(9.0, 17.5, 12.5)","(9.0, 13.0, 12.666666666666666)","(2.9, 3.2, 2.8823529411764706)","(10.0, 12.0, 11.6)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:07.438113,"(2.45, 4.6, 3.1533333333333333)","(13.0, 14.0, 13.84375)","(9.0, 17.5, 11.166666666666666)","(9.0, 13.0, 11.538461538461538)","(2.9, 3.2, 2.945)","(10.0, 12.0, 11.25)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:08.606265,"(2.45, 4.5, 3.59375)","(13.0, 14.0, 13.84375)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.5, 11.538461538461538)","(2.9, 3.2, 3.017857142857143)","(10.0, 11.5, 11.083333333333334)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:09.774592,"(2.45, 4.5, 3.59375)","(13.0, 14.0, 13.84375)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.5, 11.538461538461538)","(2.9, 3.2, 3.017857142857143)","(10.0, 11.5, 11.083333333333334)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:10.942021,"(2.45, 4.5, 3.6764705882352944)","(13.0, 14.0, 13.84375)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.5, 10.9375)","(2.9, 3.2, 2.9)","(10.0, 11.5, 11.083333333333334)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:12.092411,"(2.45, 4.5, 3.3181818181818183)","(13.0, 14.0, 13.84375)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.5, 10.083333333333332)","(2.9, 3.2, 2.9)","(10.0, 11.5, 11.391304347826086)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:13.302641,"(2.45, 4.5, 3.3181818181818183)","(13.0, 14.0, 13.84375)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.5, 10.592307692307692)","(2.9, 3.2, 2.9)","(10.0, 11.5, 11.372340425531915)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:14.509567,"(2.45, 4.5, 3.3181818181818183)","(13.0, 14.0, 13.84375)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.5, 10.7)","(2.9, 3.2, 2.9)","(10.0, 11.5, 11.6)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:15.725170,"(2.45, 4.4, 3.3200000000000003)","(13.0, 14.0, 13.84375)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.0, 10.142857142857142)","(2.9, 3.2, 3.0125)","(10.0, 12.0, 11.25)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:16.956440,"(2.45, 4.4, 3.3200000000000003)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.0, 9.92)","(2.9, 3.2, 3.033333333333333)","(10.0, 11.5, 11.25)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:18.257774,"(2.45, 4.4, 3.309090909090909)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.0, 9.92)","(2.9, 3.2, 3.0448275862068965)","(10.0, 11.5, 11.25)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:19.530191,"(2.45, 4.4, 3.309090909090909)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.0, 9.92)","(2.9, 3.2, 3.0448275862068965)","(10.0, 11.5, 11.25)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:20.789240,"(2.45, 4.4, 3.309090909090909)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.0, 9.92)","(2.9, 3.2, 3.0448275862068965)","(10.0, 11.5, 11.25)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:22.031875,"(2.45, 4.4, 3.309090909090909)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 12.0, 10.0)","(2.9, 3.2, 3.0727272727272728)","(10.0, 11.5, 11.25)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:23.294135,"(2.45, 4.3, 3.31)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 11.5, 9.82)","(2.9, 3.2, 3.0833333333333335)","(10.0, 11.5, 11.39795918367347)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:24.528946,"(2.45, 4.3, 3.31)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 11.5, 9.82)","(2.9, 3.2, 3.0833333333333335)","(10.0, 11.5, 11.391304347826086)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:25.817606,"(2.45, 4.3, 3.31)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 11.5, 9.82)","(2.9, 3.2, 3.0833333333333335)","(10.0, 11.5, 11.391304347826086)","(19.0, 55.0, 31.0)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:27.138601,"(2.45, 4.3, 3.31)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 11.5, 9.82)","(2.9, 3.2, 3.0833333333333335)","(10.0, 11.5, 11.391304347826086)","(19.0, 55.0, 32.5)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:28.432783,"(2.45, 4.3, 3.31)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 11.5, 9.82)","(2.9, 3.2, 3.0833333333333335)","(10.0, 11.5, 11.391304347826086)","(19.0, 55.0, 32.5)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:29.701751,"(2.45, 4.3, 3.42)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 11.5, 9.82)","(2.9, 3.2, 3.0375)","(10.0, 11.5, 11.39795918367347)","(19.0, 55.0, 32.5)","(8.0, 22.0, 17.333333333333332)"
05-01-2023 15:27:30.972177,"(2.45, 4.2, 3.290909090909091)","(13.0, 14.0, 13.875)","(9.0, 17.0, 11.166666666666666)","(9.0, 11.0, 9.857142857142858)","(2.9, 3.2, 3.0375)","(10.0, 11.5, 11.39795918367347)","(19.0, 55.0, 32.5)","(8.0, 22.0, 17.333333333333332)"
