,Little Burrito,Sketchy Zara,Winlock Too Much,Winlock Augustus,Molly And Me,Stay Humble,Askey,Typhoon Nellie
15-12-2022 15:24:35.677092,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:36.776038,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:37.866374,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:38.948949,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:40.019512,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:41.178031,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:42.388134,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:43.530028,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:44.684615,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:45.757641,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:46.832264,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:47.962522,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 30.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 10.745454545454546)"
15-12-2022 15:24:49.036418,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 24.6875)","(21.0, 60.0, 40.0)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.933333333333334)"
15-12-2022 15:24:50.118721,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 40.0)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:24:51.173956,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:24:52.265167,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:24:53.319687,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:24:54.346880,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:24:55.358086,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:24:56.346649,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:24:57.304095,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:24:58.382390,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:24:59.407801,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:00.510072,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:01.602512,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:02.671660,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:03.706264,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:04.718898,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:05.681437,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:06.643631,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:07.644570,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:08.667079,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:09.706169,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:10.793951,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:11.909308,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:13.005270,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:14.096338,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:15.091071,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:16.073939,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:17.102826,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:18.139767,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:19.237597,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.0)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:20.343909,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:21.498452,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:22.570053,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:23.652585,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:24.769674,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:25.799738,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:26.914735,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 39.09090909090909)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:27.933248,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:28.985336,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:30.093001,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:31.245122,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:32.404336,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:33.527625,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:34.670919,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:35.846380,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:36.985481,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:38.127875,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:39.235273,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:40.323177,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:41.418928,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:42.512052,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:43.618982,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:44.832459,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:46.081679,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:47.279110,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:48.424359,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:49.555887,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:50.685788,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:51.836223,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:52.967857,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:54.022068,"(2.9, 5.1, 3.9699999999999998)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:55.077320,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:56.102721,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:57.153485,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:58.210958,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:25:59.326753,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:26:00.464818,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:26:01.581916,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:26:02.746303,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:26:03.857436,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:26:04.909754,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
15-12-2022 15:26:06.050794,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.142)","(7.0, 15.0, 9.8)"
