,Alberio,King Kulafu,Justrollingaround,Charlotte Caslick,Arena Queen,Delight To Watch,Roll Play,Bated Breath
06-01-2023 13:30:50.802011,"(1.65, 2.82, 2.2649999999999997)","(41.0, 80.0, 47.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 31.75)","(6.5, 12.5, 11.1)","(7.5, 13.0, 11.5)","(41.0, 90.0, 55.66666666666667)","(3.4, 5.3, 4.525)"
06-01-2023 13:30:51.904906,"(1.65, 2.82, 2.2649999999999997)","(41.0, 80.0, 50.666666666666664)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.1)","(7.5, 13.0, 11.5)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.525)"
06-01-2023 13:30:53.077501,"(1.65, 2.8, 2.0733333333333333)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.1)","(7.5, 13.0, 11.5)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.525)"
06-01-2023 13:30:54.290598,"(1.65, 2.78, 2.245)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.24)","(7.5, 13.0, 12.076923076923077)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.736363636363636)"
06-01-2023 13:30:55.521622,"(1.65, 2.76, 2.235)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.24)","(7.5, 13.0, 12.076923076923077)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.736363636363636)"
06-01-2023 13:30:56.689305,"(1.65, 2.74, 2.225)","(41.0, 75.0, 49.0)","(81.0, 170.0, 156.42857142857144)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.24)","(7.5, 13.0, 12.076923076923077)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.736363636363636)"
06-01-2023 13:30:57.814871,"(1.65, 2.74, 2.225)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.24)","(7.5, 13.0, 12.076923076923077)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.736363636363636)"
06-01-2023 13:30:58.947754,"(1.65, 2.7, 2.205)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.24)","(7.5, 13.0, 12.076923076923077)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.736363636363636)"
06-01-2023 13:31:00.148415,"(1.65, 2.7, 2.205)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 12.076923076923077)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.736363636363636)"
06-01-2023 13:31:01.376300,"(1.65, 3.15, 2.4299999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 10.1)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.736363636363636)"
06-01-2023 13:31:02.623929,"(1.65, 3.05, 2.375)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 10.1)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.736363636363636)"
06-01-2023 13:31:03.822508,"(1.65, 3.1, 2.8688372093023258)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 10.1)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.736363636363636)"
06-01-2023 13:31:04.973137,"(1.65, 3.05, 2.4455555555555555)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 10.1)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.3, 4.672727272727273)"
06-01-2023 13:31:06.131908,"(1.65, 2.98, 2.934285714285714)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 11.76)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.672727272727273)"
06-01-2023 13:31:07.379226,"(1.65, 3.05, 3.0024999999999995)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 11.76)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.672727272727273)"
06-01-2023 13:31:08.562597,"(1.65, 3.05, 2.3899999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 11.76)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.672727272727273)"
06-01-2023 13:31:10.018035,"(1.65, 3.05, 2.3899999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 11.76)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.672727272727273)"
06-01-2023 13:31:11.406218,"(1.65, 3.05, 2.9299999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 12.225)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:12.736616,"(1.65, 3.05, 2.9299999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 13.0, 13.325)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:14.070396,"(1.65, 3.05, 2.9299999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 15.5, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:15.242063,"(1.65, 3.05, 3.0018518518518515)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:16.426607,"(1.65, 3.05, 3.0018518518518515)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:17.613538,"(1.65, 3.05, 2.405)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.672727272727273)"
06-01-2023 13:31:18.818413,"(1.65, 3.05, 2.921)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.672727272727273)"
06-01-2023 13:31:19.848389,"(1.65, 3.05, 2.921)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.672727272727273)"
06-01-2023 13:31:20.917685,"(1.65, 3.05, 2.921)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.672727272727273)"
06-01-2023 13:31:22.082210,"(1.65, 3.05, 2.921)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.672727272727273)"
06-01-2023 13:31:23.257847,"(1.65, 3.05, 2.835)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.39090909090909)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:24.483469,"(1.65, 3.05, 2.8316666666666666)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:25.728293,"(1.65, 3.05, 2.395)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:26.951248,"(1.65, 3.05, 2.385)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.035294117647059)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:28.185332,"(1.65, 3.05, 2.959285714285714)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.136842105263156)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:29.401078,"(1.65, 3.3, 3.209142857142857)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.136842105263156)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:30.597371,"(1.65, 3.25, 2.23)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.136842105263156)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:31.766748,"(1.65, 3.25, 2.23)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.136842105263156)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:32.919889,"(1.65, 2.88, 2.837407407407407)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.136842105263156)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:34.108676,"(1.65, 2.88, 2.8403448275862067)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.136842105263156)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:35.390363,"(1.65, 2.88, 2.766)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.136842105263156)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:36.535718,"(1.65, 2.88, 2.8381481481481483)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.136842105263156)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:37.780311,"(1.65, 2.88, 2.8381481481481483)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.136842105263156)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:39.093054,"(1.65, 2.88, 2.8381481481481483)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.136842105263156)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.475)"
06-01-2023 13:31:40.393435,"(1.65, 2.88, 2.8381481481481483)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 14.219047619047618)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.0)"
06-01-2023 13:31:41.988947,"(1.65, 2.88, 2.658)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 8.6)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.2, 4.1625)"
06-01-2023 13:31:43.458608,"(1.65, 2.88, 2.695)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 11.0)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:44.754851,"(1.65, 2.88, 2.695)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 11.0)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:46.048997,"(1.65, 2.88, 2.695)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 11.0)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:47.241089,"(1.65, 2.88, 2.695)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.483333333333334)","(7.5, 15.0, 11.0)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:48.422908,"(1.65, 2.88, 2.695)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.188888888888888)","(7.5, 15.0, 14.636363636363637)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:49.542160,"(1.65, 2.88, 2.695)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.188888888888888)","(7.5, 15.0, 14.636363636363637)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:50.585684,"(1.65, 2.88, 2.7577777777777777)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.233333333333334)","(7.5, 15.0, 14.025)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:51.671664,"(1.65, 2.88, 2.7577777777777777)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.233333333333334)","(7.5, 15.0, 14.025)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:52.803140,"(1.65, 2.88, 2.7577777777777777)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.5, 11.35)","(7.5, 15.0, 11.4)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:53.945963,"(1.65, 2.88, 2.7577777777777777)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.0, 11.35)","(7.5, 15.0, 11.4)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:55.081801,"(1.65, 2.88, 2.81125)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.0, 10.455555555555556)","(7.5, 15.0, 11.4)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:56.299366,"(1.65, 2.88, 2.81125)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 10.455555555555556)","(7.5, 15.0, 11.4)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:57.442204,"(1.65, 2.88, 2.771)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 10.455555555555556)","(7.5, 15.0, 11.4)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:58.724156,"(1.65, 2.88, 2.771)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 10.455555555555556)","(7.5, 15.0, 11.4)","(41.0, 95.0, 55.66666666666667)","(3.4, 5.1, 4.1625)"
06-01-2023 13:31:59.913938,"(1.65, 2.88, 2.6639999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 10.455555555555556)","(7.5, 15.0, 11.4)","(41.0, 95.0, 69.66666666666666)","(3.4, 5.1, 4.1625)"
06-01-2023 13:32:01.074451,"(1.65, 2.88, 2.6639999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 10.455555555555556)","(7.5, 15.0, 11.4)","(41.0, 95.0, 69.66666666666666)","(3.4, 5.1, 4.1625)"
06-01-2023 13:32:02.498336,"(1.65, 2.88, 2.6639999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 9.25)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.4, 5.1, 4.1625)"
06-01-2023 13:32:03.817360,"(1.65, 2.88, 2.6639999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 9.25)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.4, 5.1, 4.1625)"
06-01-2023 13:32:04.981963,"(1.65, 2.88, 2.6639999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 9.25)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.4, 5.1, 4.1625)"
06-01-2023 13:32:06.084283,"(1.65, 2.88, 2.6639999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 9.25)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.4, 5.1, 4.1625)"
06-01-2023 13:32:07.166944,"(1.65, 2.88, 2.6639999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 9.25)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.4, 5.1, 4.1625)"
06-01-2023 13:32:08.210797,"(1.65, 2.88, 2.6639999999999997)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 8.233333333333333)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.4, 5.1, 4.1625)"
06-01-2023 13:32:09.292305,"(1.65, 2.88, 2.79)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 10.60909090909091)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.4, 5.1, 4.333333333333333)"
06-01-2023 13:32:10.277596,"(1.65, 2.88, 2.79)","(41.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 10.60909090909091)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.4, 5.3, 4.333333333333333)"
06-01-2023 13:32:11.434397,"(1.65, 2.88, 2.79)","(31.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 10.60909090909091)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.3, 4.057142857142857)"
06-01-2023 13:32:12.696750,"(1.65, 2.88, 2.79)","(31.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 10.60909090909091)","(7.5, 15.0, 9.3)","(41.0, 95.0, 78.71428571428571)","(3.5, 5.3, 4.1875)"
06-01-2023 13:32:13.913274,"(1.65, 2.88, 2.79)","(31.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.5, 10.56)","(7.5, 15.0, 9.3)","(41.0, 95.0, 78.71428571428571)","(3.5, 5.2, 4.1875)"
06-01-2023 13:32:15.048576,"(1.65, 2.88, 2.79)","(31.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.0, 10.56)","(7.5, 15.0, 9.3)","(41.0, 95.0, 78.71428571428571)","(3.5, 5.2, 4.266666666666667)"
06-01-2023 13:32:16.107976,"(1.65, 2.88, 2.79)","(31.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.0, 9.790909090909091)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.1, 4.266666666666667)"
06-01-2023 13:32:17.174599,"(1.65, 2.88, 2.79)","(31.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 10.5, 9.790909090909091)","(7.5, 15.0, 9.3)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.1, 4.266666666666667)"
06-01-2023 13:32:18.260983,"(1.65, 2.88, 2.79)","(31.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 10.5, 9.790909090909091)","(7.5, 15.0, 11.3)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.1, 4.266666666666667)"
06-01-2023 13:32:19.321277,"(1.65, 2.88, 2.727142857142857)","(31.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 10.5, 9.790909090909091)","(7.5, 15.0, 11.3)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.1, 4.266666666666667)"
06-01-2023 13:32:20.432786,"(1.65, 2.88, 2.7976923076923077)","(31.0, 75.0, 49.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 10.5, 9.790909090909091)","(7.5, 15.0, 11.3)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.1, 4.06875)"
06-01-2023 13:32:21.538136,"(1.65, 2.78, 2.6414285714285715)","(31.0, 70.0, 53.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 10.5, 9.944444444444445)","(7.5, 15.0, 11.3)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.6, 4.0)"
06-01-2023 13:32:22.647422,"(1.65, 2.78, 2.6414285714285715)","(31.0, 70.0, 53.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 10.5, 9.944444444444445)","(7.5, 15.0, 11.3)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.5, 4.022222222222222)"
06-01-2023 13:32:23.768172,"(1.65, 2.76, 2.624285714285714)","(31.0, 70.0, 53.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 10.5, 8.55)","(7.5, 15.0, 12.388235294117646)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.4, 4.022222222222222)"
06-01-2023 13:32:24.867771,"(1.65, 2.76, 2.624285714285714)","(31.0, 70.0, 53.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 10.5, 10.133333333333333)","(7.5, 15.0, 10.68)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.4, 4.333333333333333)"
06-01-2023 13:32:25.983111,"(1.65, 2.76, 2.525)","(31.0, 70.0, 53.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.0, 10.133333333333333)","(7.5, 15.0, 10.68)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.3, 4.333333333333333)"
06-01-2023 13:32:27.148458,"(1.65, 2.76, 2.7285714285714286)","(31.0, 70.0, 53.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 12.0, 9.466666666666667)","(7.5, 15.0, 10.68)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.3, 4.333333333333333)"
06-01-2023 13:32:28.262910,"(1.65, 2.88, 2.67)","(31.0, 70.0, 53.0)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.0, 9.466666666666667)","(7.5, 15.0, 10.68)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.3, 4.333333333333333)"
06-01-2023 13:32:29.303615,"(1.65, 2.88, 2.67)","(31.0, 65.0, 45.666666666666664)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.0, 9.466666666666667)","(7.5, 15.0, 10.68)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.3, 4.333333333333333)"
06-01-2023 13:32:30.426836,"(1.65, 2.88, 2.67)","(31.0, 65.0, 45.666666666666664)","(81.0, 170.0, 154.16666666666669)","(21.0, 46.0, 34.6)","(6.5, 11.0, 8.45)","(7.5, 15.0, 12.266666666666666)","(41.0, 95.0, 69.66666666666666)","(3.5, 5.3, 4.333333333333333)"
