,Arch Of Titus,Cmon Mate,Clendenning,Decider,Pharoah Magic,Sir Tom,Oakfield Macka,Pudacious,Bubbas Bay,Majeedis,Emphatic Bel,Misty Dreams
15-12-2022 14:26:21.530860,"(8.0, 14.5, 13.0)","(21.0, 95.0, 74.0)","(18.0, 90.0, 64.8)","(16.0, 34.0, 28.5)","(5.0, 6.0, 5.973333333333334)","(6.5, 11.5, 9.833333333333334)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.85, 3.673076923076923)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:22.962088,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.5)","(18.0, 90.0, 64.8)","(16.0, 34.0, 28.5)","(5.0, 6.0, 5.973333333333334)","(6.5, 11.5, 9.833333333333334)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.8, 3.673076923076923)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:24.427642,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.5)","(18.0, 90.0, 64.8)","(16.0, 34.0, 28.5)","(5.0, 6.0, 5.973333333333334)","(6.5, 11.5, 11.066666666666666)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.8, 3.673076923076923)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:25.907816,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.5)","(18.0, 90.0, 64.8)","(16.0, 34.0, 28.5)","(5.0, 6.0, 5.973333333333334)","(6.5, 11.5, 9.8625)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.8, 3.673076923076923)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:27.520393,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.5)","(18.0, 90.0, 64.8)","(16.0, 34.0, 28.5)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.714285714285714)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:28.854687,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.5)","(18.0, 90.0, 64.8)","(16.0, 34.0, 28.5)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.714285714285714)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:30.256634,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.5)","(18.0, 90.0, 64.8)","(16.0, 34.0, 28.5)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.714285714285714)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:31.634768,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.5)","(18.0, 90.0, 64.8)","(16.0, 34.0, 28.5)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.714285714285714)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 20.89189189189189)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.2, 7.92)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:33.121290,"(8.0, 14.5, 13.5)","(21.0, 95.0, 84.5)","(18.0, 90.0, 69.0)","(16.0, 34.0, 28.5)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.75)","(81.0, 350.0, 203.33333333333331)","(15.0, 21.0, 19.91891891891892)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.2, 7.7749999999999995)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:34.595626,"(8.0, 14.5, 13.5)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 58.5)","(16.0, 34.0, 30.57142857142857)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.5)","(81.0, 350.0, 203.33333333333331)","(15.0, 24.0, 21.833333333333332)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.0, 7.7749999999999995)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:35.952284,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 29.0)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.5)","(81.0, 350.0, 203.33333333333331)","(15.0, 24.0, 20.75)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.0, 7.7749999999999995)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:37.275444,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 29.0)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.8)","(81.0, 350.0, 203.33333333333331)","(15.0, 24.0, 20.1)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.0, 7.7749999999999995)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:38.732689,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 29.0)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.8)","(81.0, 350.0, 203.33333333333331)","(15.0, 24.0, 20.1)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.0, 7.7749999999999995)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:40.168636,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 29.0)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.5)","(81.0, 350.0, 203.33333333333331)","(15.0, 24.0, 20.1)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.0, 7.7749999999999995)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:41.716525,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.777777777777779)","(81.0, 350.0, 203.33333333333331)","(15.0, 24.0, 20.1)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.0, 8.183333333333334)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:26:43.292923,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.4)","(81.0, 350.0, 200.0)","(15.0, 24.0, 20.4)","(3.1, 3.8, 3.6666666666666665)","(7.0, 9.0, 8.4)","(17.0, 30.0, 23.77777777777778)","(15.0, 27.0, 24.5)"
15-12-2022 14:26:45.086329,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.973333333333334)","(6.5, 10.0, 9.4)","(81.0, 340.0, 196.66666666666669)","(15.0, 24.0, 20.4)","(3.1, 3.8, 3.51046511627907)","(7.0, 8.8, 8.4)","(17.0, 30.0, 23.77777777777778)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:46.697510,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.973333333333334)","(7.0, 10.0, 9.4)","(81.0, 330.0, 196.66666666666669)","(15.0, 24.0, 20.4)","(3.1, 3.65, 3.51046511627907)","(7.0, 8.8, 8.4)","(17.0, 30.0, 23.77777777777778)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:48.424895,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.973333333333334)","(7.0, 10.0, 9.4)","(81.0, 330.0, 196.66666666666669)","(15.0, 24.0, 20.7)","(3.1, 3.65, 3.640625)","(7.0, 8.8, 8.4)","(17.0, 30.0, 21.25)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:50.150131,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.973333333333334)","(7.0, 10.0, 9.4)","(81.0, 330.0, 196.66666666666669)","(15.0, 24.0, 20.7)","(3.1, 3.65, 3.640625)","(7.0, 8.8, 8.4)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:51.604616,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.4)","(81.0, 330.0, 196.66666666666669)","(15.0, 24.0, 20.7)","(3.1, 3.65, 3.523076923076923)","(7.0, 8.8, 8.1)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:53.014038,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.4)","(81.0, 330.0, 196.66666666666669)","(15.0, 24.0, 20.7)","(3.1, 3.6, 3.523076923076923)","(7.0, 8.8, 8.1)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:54.323601,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.4)","(81.0, 330.0, 196.66666666666669)","(15.0, 24.0, 20.7)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:55.802380,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.4)","(81.0, 330.0, 196.66666666666669)","(15.0, 24.0, 20.7)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:57.199444,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.4)","(81.0, 330.0, 196.66666666666669)","(15.0, 24.0, 20.7)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:26:58.664103,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.4)","(81.0, 330.0, 196.66666666666669)","(15.0, 24.0, 20.7)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:27:00.097435,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.742857142857142)","(81.0, 330.0, 196.66666666666669)","(15.0, 24.0, 20.75)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:27:01.571853,"(8.0, 14.5, 13.0)","(21.0, 95.0, 83.54545454545455)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.742857142857142)","(81.0, 330.0, 196.66666666666669)","(15.0, 23.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 24.5)"
15-12-2022 14:27:02.955311,"(8.0, 14.5, 13.0)","(21.0, 95.0, 54.33333333333333)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 23.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:27:04.305013,"(8.0, 14.5, 13.0)","(21.0, 95.0, 54.33333333333333)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 23.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:27:05.729526,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 23.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:27:07.150431,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 23.0)","(15.0, 26.0, 23.304347826086957)"
15-12-2022 14:27:08.590235,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 8.1)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:09.939769,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 7.75)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:11.332450,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 7.75)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:12.722918,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 7.75)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:14.219857,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 7.75)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:15.587070,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 7.75)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:16.883484,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 63.42857142857143)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.522727272727273)","(7.0, 8.8, 7.75)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:18.271991,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 69.33333333333334)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.59375)","(7.0, 8.6, 7.8)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:19.797629,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 69.33333333333334)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.59375)","(7.0, 8.6, 7.8)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:21.239005,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 69.33333333333334)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.6, 3.673076923076923)","(7.0, 8.6, 7.8)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:22.619490,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 69.33333333333334)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.673076923076923)","(7.0, 8.6, 7.8)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:24.081933,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 69.33333333333334)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 7.8)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:25.426915,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 69.33333333333334)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 7.8)","(17.0, 30.0, 23.0)","(15.0, 27.0, 23.304347826086957)"
15-12-2022 14:27:26.785265,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 69.33333333333334)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 196.66666666666669)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 7.8)","(17.0, 30.0, 23.0)","(15.0, 27.0, 24.5)"
15-12-2022 14:27:28.181861,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 69.33333333333334)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.966666666666667)","(7.0, 10.0, 9.2)","(81.0, 330.0, 193.33333333333334)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 7.8)","(17.0, 30.0, 23.0)","(15.0, 26.0, 24.5)"
15-12-2022 14:27:29.550761,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 69.33333333333334)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.948)","(7.0, 10.0, 9.2)","(81.0, 320.0, 193.33333333333334)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 7.8)","(17.0, 30.0, 23.0)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:30.988551,"(8.0, 14.5, 13.0)","(21.0, 95.0, 64.5)","(18.0, 90.0, 69.33333333333334)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.2, 5.942857142857143)","(7.0, 10.0, 9.2)","(81.0, 320.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 7.8)","(17.0, 30.0, 23.0)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:32.285302,"(8.0, 14.5, 13.0)","(21.0, 95.0, 63.5)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.2, 5.942857142857143)","(7.0, 10.0, 9.815384615384616)","(81.0, 310.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 8.066666666666666)","(17.0, 30.0, 21.25)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:33.650599,"(8.0, 14.5, 13.0)","(21.0, 95.0, 63.5)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.2, 5.942857142857143)","(7.0, 10.0, 9.8)","(81.0, 310.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 8.066666666666666)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:34.914466,"(8.0, 14.5, 13.0)","(21.0, 95.0, 63.5)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.2, 5.537931034482759)","(7.0, 10.0, 9.8)","(81.0, 310.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 8.066666666666666)","(17.0, 30.0, 24.166666666666668)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:36.218003,"(8.0, 14.5, 13.0)","(21.0, 95.0, 63.5)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.2, 5.6000000000000005)","(7.0, 10.0, 9.8)","(81.0, 310.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 8.066666666666666)","(17.0, 30.0, 21.25)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:37.556904,"(8.0, 14.5, 13.0)","(21.0, 95.0, 63.5)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.2, 5.6000000000000005)","(7.0, 10.0, 9.8)","(81.0, 310.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 8.066666666666666)","(17.0, 30.0, 21.25)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:38.781767,"(8.0, 14.5, 13.0)","(21.0, 95.0, 63.5)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.2, 5.875)","(7.0, 10.0, 9.333333333333334)","(81.0, 310.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 8.155555555555555)","(17.0, 30.0, 23.0)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:40.031613,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.0)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.875)","(7.0, 10.0, 9.333333333333334)","(81.0, 310.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 8.155555555555555)","(17.0, 30.0, 23.0)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:41.286566,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.0)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.875)","(7.0, 10.0, 9.333333333333334)","(81.0, 310.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 8.2)","(17.0, 30.0, 23.0)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:42.624715,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.0)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.875)","(7.0, 10.0, 9.333333333333334)","(81.0, 310.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 8.2)","(17.0, 30.0, 23.0)","(15.0, 26.0, 25.0)"
15-12-2022 14:27:43.941598,"(8.0, 14.5, 13.0)","(21.0, 95.0, 84.0)","(18.0, 90.0, 59.0)","(16.0, 34.0, 30.666666666666668)","(5.0, 6.0, 5.875)","(7.0, 10.0, 9.333333333333334)","(81.0, 310.0, 190.0)","(15.0, 22.0, 20.25)","(3.1, 3.8, 3.6666666666666665)","(7.0, 8.6, 8.2)","(17.0, 30.0, 23.0)","(15.0, 26.0, 25.0)"
