,Sholto,Capacitor,Pereira,Easy Eddie,Say Some Words,Mean Pop,San Marco
11-01-2023 20:46:49.426371,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:46:50.623410,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:46:52.006337,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:46:53.696369,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:46:55.434532,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:46:56.686493,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:46:57.947048,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:46:59.087970,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:00.181590,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8266666666666667)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:01.255847,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.0, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:02.303168,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:03.550270,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:04.809121,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:06.455530,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:07.889448,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:09.060905,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:10.280119,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:11.544014,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 382.30769230769226)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:12.786620,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 370.0)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:14.012450,"(3.4, 5.7, 4.3875)","(51.0, 530.0, 370.0)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:15.243613,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:16.396817,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:17.474563,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:18.491812,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:19.578150,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:20.815715,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:22.123250,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:23.372677,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:24.671400,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:25.778557,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:26.898163,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:28.227916,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:29.448939,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:30.630606,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:31.758365,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:32.826522,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:33.898381,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:35.034008,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:36.187942,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:37.341660,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:38.481558,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:39.618924,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:40.676207,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:42.122103,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:43.236185,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 216.0)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:44.325049,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 368.46153846153845)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 196.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 82.44444444444444)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:45.591992,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 146.0)","(5.5, 11.0, 6.176923076923076)","(41.0, 350.0, 78.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 82.44444444444444)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:46.753919,"(3.4, 5.7, 4.3875)","(51.0, 510.0, 146.0)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 78.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 82.44444444444444)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:47.995093,"(3.4, 5.7, 3.775)","(51.0, 510.0, 146.0)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 78.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 82.44444444444444)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:49.210325,"(3.4, 5.7, 3.775)","(51.0, 510.0, 146.0)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 78.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 82.44444444444444)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:50.342761,"(3.4, 5.7, 3.775)","(51.0, 510.0, 146.0)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 78.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 82.44444444444444)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:51.493902,"(3.4, 5.7, 3.775)","(51.0, 510.0, 132.5)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:52.786779,"(3.4, 5.7, 3.775)","(51.0, 520.0, 302.5)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:53.982837,"(3.4, 5.7, 3.775)","(51.0, 550.0, 137.5)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:55.136212,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:56.185026,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:57.321125,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:58.513709,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:47:59.713062,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:00.876513,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:01.993302,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:03.120775,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:04.236632,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:05.390960,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:06.525069,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:07.694235,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:08.837196,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:09.934661,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:11.079564,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:12.277199,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.521428571428571)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:13.554823,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 11.0, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:14.753510,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:15.950656,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:17.238809,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:18.377483,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:19.471116,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:20.616135,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:21.725636,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:22.837900,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:23.938355,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:25.196266,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 6.414285714285715)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.8433333333333337)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:26.437418,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:27.675870,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.68)"
11-01-2023 20:48:29.194547,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:30.670266,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:32.168257,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:33.399946,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:34.768296,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:36.076048,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:37.625711,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:38.870397,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:40.071471,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:41.166743,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:42.448346,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:43.661653,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
11-01-2023 20:48:45.038199,"(3.4, 5.7, 3.775)","(51.0, 540.0, 135.83333333333331)","(5.5, 10.5, 7.322222222222223)","(41.0, 350.0, 95.0)","(2.6, 4.2, 2.794)","(41.0, 390.0, 101.66666666666666)","(2.5, 4.0, 2.622608695652174)"
