,Fleur Bale,Zodiac Bale,Tiggers Run,Crooked Shadows,Kentucky Giblet,Saint Bogan,Son Of Kimetto,Send It Blue
91,"[datetime.datetime(2022, 11, 28, 14, 7, 7, 292989), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 7, 292989), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 7, 292989), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 7, 292989), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 7, 292989), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 7, 292989), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 7, 292989), 7.0, 14.5]","[datetime.datetime(2022, 11, 28, 14, 7, 7, 292989), 8.0, 17.0]"
92,"[datetime.datetime(2022, 11, 28, 14, 7, 8, 441202), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 8, 441202), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 8, 441202), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 8, 441202), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 8, 441202), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 8, 441202), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 8, 441202), 7.0, 14.5]","[datetime.datetime(2022, 11, 28, 14, 7, 8, 441202), 8.0, 17.0]"
93,"[datetime.datetime(2022, 11, 28, 14, 7, 9, 595082), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 9, 595082), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 9, 595082), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 9, 595082), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 9, 595082), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 9, 595082), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 9, 595082), 7.0, 14.5]","[datetime.datetime(2022, 11, 28, 14, 7, 9, 595082), 8.0, 17.0]"
94,"[datetime.datetime(2022, 11, 28, 14, 7, 10, 732591), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 10, 732591), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 10, 732591), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 10, 732591), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 10, 732591), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 10, 732591), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 10, 732591), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 10, 732591), 8.0, 17.0]"
95,"[datetime.datetime(2022, 11, 28, 14, 7, 11, 860187), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 11, 860187), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 11, 860187), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 11, 860187), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 11, 860187), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 11, 860187), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 11, 860187), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 11, 860187), 8.0, 17.0]"
96,"[datetime.datetime(2022, 11, 28, 14, 7, 12, 993857), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 12, 993857), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 12, 993857), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 12, 993857), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 12, 993857), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 12, 993857), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 12, 993857), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 12, 993857), 8.0, 17.0]"
97,"[datetime.datetime(2022, 11, 28, 14, 7, 14, 121809), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 14, 121809), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 14, 121809), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 14, 121809), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 14, 121809), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 14, 121809), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 14, 121809), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 14, 121809), 8.0, 17.0]"
98,"[datetime.datetime(2022, 11, 28, 14, 7, 15, 250961), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 15, 250961), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 15, 250961), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 15, 250961), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 15, 250961), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 15, 250961), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 15, 250961), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 15, 250961), 8.0, 17.0]"
99,"[datetime.datetime(2022, 11, 28, 14, 7, 16, 380296), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 16, 380296), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 16, 380296), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 16, 380296), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 16, 380296), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 16, 380296), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 16, 380296), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 16, 380296), 8.0, 17.0]"
100,"[datetime.datetime(2022, 11, 28, 14, 7, 17, 510537), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 17, 510537), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 17, 510537), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 17, 510537), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 17, 510537), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 17, 510537), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 17, 510537), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 17, 510537), 8.0, 17.0]"
101,"[datetime.datetime(2022, 11, 28, 14, 7, 18, 643359), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 18, 643359), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 18, 643359), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 18, 643359), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 18, 643359), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 18, 643359), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 18, 643359), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 18, 643359), 8.0, 17.0]"
102,"[datetime.datetime(2022, 11, 28, 14, 7, 19, 771384), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 19, 771384), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 19, 771384), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 19, 771384), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 19, 771384), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 19, 771384), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 19, 771384), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 19, 771384), 8.0, 17.0]"
103,"[datetime.datetime(2022, 11, 28, 14, 7, 20, 918103), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 20, 918103), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 20, 918103), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 20, 918103), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 20, 918103), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 20, 918103), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 20, 918103), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 20, 918103), 8.0, 17.0]"
104,"[datetime.datetime(2022, 11, 28, 14, 7, 22, 42927), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 22, 42927), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 22, 42927), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 22, 42927), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 22, 42927), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 22, 42927), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 22, 42927), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 22, 42927), 8.0, 17.0]"
105,"[datetime.datetime(2022, 11, 28, 14, 7, 23, 179317), 2.25, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 23, 179317), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 23, 179317), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 23, 179317), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 23, 179317), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 23, 179317), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 23, 179317), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 23, 179317), 8.0, 17.0]"
106,"[datetime.datetime(2022, 11, 28, 14, 7, 24, 306983), 2.15, 2.36]","[datetime.datetime(2022, 11, 28, 14, 7, 24, 306983), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 24, 306983), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 24, 306983), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 24, 306983), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 24, 306983), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 24, 306983), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 24, 306983), 8.5, 17.0]"
107,"[datetime.datetime(2022, 11, 28, 14, 7, 25, 441040), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 25, 441040), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 25, 441040), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 25, 441040), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 25, 441040), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 25, 441040), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 25, 441040), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 25, 441040), 8.5, 17.0]"
108,"[datetime.datetime(2022, 11, 28, 14, 7, 26, 575663), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 26, 575663), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 26, 575663), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 26, 575663), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 26, 575663), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 26, 575663), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 26, 575663), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 26, 575663), 8.5, 17.0]"
109,"[datetime.datetime(2022, 11, 28, 14, 7, 27, 702527), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 27, 702527), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 27, 702527), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 27, 702527), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 27, 702527), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 27, 702527), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 27, 702527), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 27, 702527), 8.5, 17.0]"
110,"[datetime.datetime(2022, 11, 28, 14, 7, 28, 843896), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 28, 843896), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 28, 843896), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 28, 843896), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 28, 843896), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 28, 843896), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 28, 843896), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 28, 843896), 8.5, 17.0]"
111,"[datetime.datetime(2022, 11, 28, 14, 7, 29, 969482), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 29, 969482), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 29, 969482), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 29, 969482), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 29, 969482), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 29, 969482), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 29, 969482), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 29, 969482), 8.5, 17.0]"
112,"[datetime.datetime(2022, 11, 28, 14, 7, 31, 100331), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 31, 100331), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 31, 100331), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 31, 100331), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 31, 100331), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 31, 100331), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 31, 100331), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 31, 100331), 8.5, 17.0]"
113,"[datetime.datetime(2022, 11, 28, 14, 7, 32, 234272), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 32, 234272), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 32, 234272), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 32, 234272), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 32, 234272), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 32, 234272), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 32, 234272), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 32, 234272), 8.5, 17.0]"
114,"[datetime.datetime(2022, 11, 28, 14, 7, 33, 388743), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 33, 388743), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 33, 388743), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 33, 388743), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 33, 388743), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 33, 388743), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 33, 388743), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 33, 388743), 8.5, 17.0]"
115,"[datetime.datetime(2022, 11, 28, 14, 7, 34, 522563), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 34, 522563), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 34, 522563), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 34, 522563), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 34, 522563), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 34, 522563), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 34, 522563), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 34, 522563), 8.5, 17.0]"
116,"[datetime.datetime(2022, 11, 28, 14, 7, 35, 651648), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 35, 651648), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 35, 651648), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 35, 651648), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 35, 651648), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 35, 651648), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 35, 651648), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 35, 651648), 8.5, 17.0]"
117,"[datetime.datetime(2022, 11, 28, 14, 7, 36, 789054), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 36, 789054), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 36, 789054), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 36, 789054), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 36, 789054), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 36, 789054), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 36, 789054), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 36, 789054), 8.5, 17.0]"
118,"[datetime.datetime(2022, 11, 28, 14, 7, 37, 916095), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 37, 916095), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 37, 916095), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 37, 916095), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 37, 916095), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 37, 916095), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 37, 916095), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 37, 916095), 8.5, 17.0]"
119,"[datetime.datetime(2022, 11, 28, 14, 7, 39, 54878), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 39, 54878), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 39, 54878), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 39, 54878), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 39, 54878), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 39, 54878), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 39, 54878), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 39, 54878), 8.5, 17.0]"
120,"[datetime.datetime(2022, 11, 28, 14, 7, 40, 189639), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 40, 189639), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 40, 189639), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 40, 189639), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 40, 189639), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 40, 189639), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 40, 189639), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 40, 189639), 8.5, 17.0]"
121,"[datetime.datetime(2022, 11, 28, 14, 7, 41, 328787), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 41, 328787), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 41, 328787), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 41, 328787), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 41, 328787), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 41, 328787), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 41, 328787), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 41, 328787), 8.5, 17.0]"
122,"[datetime.datetime(2022, 11, 28, 14, 7, 42, 471461), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 42, 471461), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 42, 471461), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 42, 471461), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 42, 471461), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 42, 471461), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 42, 471461), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 42, 471461), 8.5, 17.0]"
123,"[datetime.datetime(2022, 11, 28, 14, 7, 43, 607800), 2.25, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 43, 607800), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 43, 607800), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 43, 607800), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 43, 607800), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 43, 607800), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 43, 607800), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 43, 607800), 8.5, 17.0]"
124,"[datetime.datetime(2022, 11, 28, 14, 7, 44, 735914), 2.25, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 44, 735914), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 44, 735914), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 44, 735914), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 44, 735914), 3.1, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 44, 735914), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 44, 735914), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 44, 735914), 8.5, 17.0]"
125,"[datetime.datetime(2022, 11, 28, 14, 7, 45, 867430), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 45, 867430), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 45, 867430), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 45, 867430), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 45, 867430), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 45, 867430), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 45, 867430), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 45, 867430), 8.5, 17.0]"
126,"[datetime.datetime(2022, 11, 28, 14, 7, 47, 9454), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 47, 9454), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 47, 9454), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 47, 9454), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 47, 9454), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 47, 9454), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 47, 9454), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 47, 9454), 8.5, 17.0]"
127,"[datetime.datetime(2022, 11, 28, 14, 7, 48, 140891), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 48, 140891), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 48, 140891), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 48, 140891), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 48, 140891), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 48, 140891), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 48, 140891), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 48, 140891), 8.5, 17.0]"
128,"[datetime.datetime(2022, 11, 28, 14, 7, 49, 283072), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 49, 283072), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 49, 283072), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 49, 283072), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 49, 283072), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 49, 283072), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 49, 283072), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 49, 283072), 8.5, 17.0]"
129,"[datetime.datetime(2022, 11, 28, 14, 7, 50, 413627), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 50, 413627), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 50, 413627), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 50, 413627), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 50, 413627), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 50, 413627), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 50, 413627), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 50, 413627), 8.5, 17.0]"
130,"[datetime.datetime(2022, 11, 28, 14, 7, 51, 567122), 2.15, 2.34]","[datetime.datetime(2022, 11, 28, 14, 7, 51, 567122), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 14, 7, 51, 567122), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 7, 51, 567122), 31.0, 48.0]","[datetime.datetime(2022, 11, 28, 14, 7, 51, 567122), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 14, 7, 51, 567122), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 14, 7, 51, 567122), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 7, 51, 567122), 8.5, 17.0]"
