,Wonder Brahma,Justadude,Wine Oclock,Bracewell,Ghost Hunter,Nomoretawq,Trogan Prince,Super Bound
352,"[datetime.datetime(2022, 11, 28, 15, 35, 5, 22333), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 5, 22333), 2.9, 3.8]","[datetime.datetime(2022, 11, 28, 15, 35, 5, 22333), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 5, 22333), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 5, 22333), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 15, 35, 5, 22333), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 5, 22333), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 5, 22333), 21.0, 44.0]"
353,"[datetime.datetime(2022, 11, 28, 15, 35, 6, 146702), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 6, 146702), 2.9, 3.8]","[datetime.datetime(2022, 11, 28, 15, 35, 6, 146702), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 6, 146702), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 6, 146702), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 15, 35, 6, 146702), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 6, 146702), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 6, 146702), 21.0, 44.0]"
354,"[datetime.datetime(2022, 11, 28, 15, 35, 7, 270958), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 7, 270958), 2.9, 3.8]","[datetime.datetime(2022, 11, 28, 15, 35, 7, 270958), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 7, 270958), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 7, 270958), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 15, 35, 7, 270958), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 7, 270958), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 7, 270958), 21.0, 44.0]"
355,"[datetime.datetime(2022, 11, 28, 15, 35, 8, 398655), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 8, 398655), 2.9, 3.8]","[datetime.datetime(2022, 11, 28, 15, 35, 8, 398655), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 8, 398655), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 8, 398655), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 15, 35, 8, 398655), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 8, 398655), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 8, 398655), 21.0, 44.0]"
356,"[datetime.datetime(2022, 11, 28, 15, 35, 9, 544487), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 9, 544487), 2.9, 3.8]","[datetime.datetime(2022, 11, 28, 15, 35, 9, 544487), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 9, 544487), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 9, 544487), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 9, 544487), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 9, 544487), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 9, 544487), 21.0, 44.0]"
357,"[datetime.datetime(2022, 11, 28, 15, 35, 10, 695550), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 10, 695550), 2.9, 3.8]","[datetime.datetime(2022, 11, 28, 15, 35, 10, 695550), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 10, 695550), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 10, 695550), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 10, 695550), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 10, 695550), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 10, 695550), 21.0, 44.0]"
358,"[datetime.datetime(2022, 11, 28, 15, 35, 11, 830418), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 11, 830418), 2.9, 3.8]","[datetime.datetime(2022, 11, 28, 15, 35, 11, 830418), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 11, 830418), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 11, 830418), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 11, 830418), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 11, 830418), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 11, 830418), 21.0, 44.0]"
359,"[datetime.datetime(2022, 11, 28, 15, 35, 12, 962849), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 12, 962849), 2.9, 3.8]","[datetime.datetime(2022, 11, 28, 15, 35, 12, 962849), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 12, 962849), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 12, 962849), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 12, 962849), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 12, 962849), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 12, 962849), 21.0, 44.0]"
360,"[datetime.datetime(2022, 11, 28, 15, 35, 14, 94217), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 14, 94217), 2.9, 4.0]","[datetime.datetime(2022, 11, 28, 15, 35, 14, 94217), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 14, 94217), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 14, 94217), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 14, 94217), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 14, 94217), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 14, 94217), 21.0, 44.0]"
361,"[datetime.datetime(2022, 11, 28, 15, 35, 15, 220569), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 15, 220569), 2.9, 3.95]","[datetime.datetime(2022, 11, 28, 15, 35, 15, 220569), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 15, 220569), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 15, 220569), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 15, 220569), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 15, 220569), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 15, 220569), 21.0, 44.0]"
362,"[datetime.datetime(2022, 11, 28, 15, 35, 16, 351259), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 16, 351259), 2.9, 3.95]","[datetime.datetime(2022, 11, 28, 15, 35, 16, 351259), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 16, 351259), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 16, 351259), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 16, 351259), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 16, 351259), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 16, 351259), 21.0, 44.0]"
363,"[datetime.datetime(2022, 11, 28, 15, 35, 17, 478426), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 17, 478426), 2.9, 3.95]","[datetime.datetime(2022, 11, 28, 15, 35, 17, 478426), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 17, 478426), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 17, 478426), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 17, 478426), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 17, 478426), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 17, 478426), 21.0, 44.0]"
364,"[datetime.datetime(2022, 11, 28, 15, 35, 18, 613676), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 18, 613676), 2.9, 3.95]","[datetime.datetime(2022, 11, 28, 15, 35, 18, 613676), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 18, 613676), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 18, 613676), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 18, 613676), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 18, 613676), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 18, 613676), 21.0, 44.0]"
365,"[datetime.datetime(2022, 11, 28, 15, 35, 19, 745009), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 19, 745009), 2.9, 3.95]","[datetime.datetime(2022, 11, 28, 15, 35, 19, 745009), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 19, 745009), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 19, 745009), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 19, 745009), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 19, 745009), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 19, 745009), 21.0, 44.0]"
366,"[datetime.datetime(2022, 11, 28, 15, 35, 20, 901516), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 20, 901516), 2.9, 3.9]","[datetime.datetime(2022, 11, 28, 15, 35, 20, 901516), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 20, 901516), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 20, 901516), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 20, 901516), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 20, 901516), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 20, 901516), 21.0, 44.0]"
367,"[datetime.datetime(2022, 11, 28, 15, 35, 22, 26832), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 22, 26832), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 22, 26832), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 22, 26832), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 22, 26832), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 22, 26832), 10.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 35, 22, 26832), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 22, 26832), 21.0, 44.0]"
368,"[datetime.datetime(2022, 11, 28, 15, 35, 23, 157414), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 23, 157414), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 23, 157414), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 23, 157414), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 23, 157414), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 23, 157414), 10.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 35, 23, 157414), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 23, 157414), 21.0, 44.0]"
369,"[datetime.datetime(2022, 11, 28, 15, 35, 24, 281953), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 24, 281953), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 24, 281953), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 24, 281953), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 24, 281953), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 24, 281953), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 24, 281953), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 24, 281953), 21.0, 44.0]"
370,"[datetime.datetime(2022, 11, 28, 15, 35, 25, 406431), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 25, 406431), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 25, 406431), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 25, 406431), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 25, 406431), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 25, 406431), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 25, 406431), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 25, 406431), 21.0, 44.0]"
371,"[datetime.datetime(2022, 11, 28, 15, 35, 26, 535650), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 26, 535650), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 26, 535650), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 26, 535650), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 26, 535650), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 26, 535650), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 26, 535650), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 26, 535650), 21.0, 44.0]"
372,"[datetime.datetime(2022, 11, 28, 15, 35, 27, 659986), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 27, 659986), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 27, 659986), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 27, 659986), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 27, 659986), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 27, 659986), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 27, 659986), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 27, 659986), 21.0, 44.0]"
373,"[datetime.datetime(2022, 11, 28, 15, 35, 28, 791492), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 28, 791492), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 28, 791492), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 28, 791492), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 28, 791492), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 28, 791492), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 28, 791492), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 28, 791492), 21.0, 44.0]"
374,"[datetime.datetime(2022, 11, 28, 15, 35, 29, 919498), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 29, 919498), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 29, 919498), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 29, 919498), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 29, 919498), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 29, 919498), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 29, 919498), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 29, 919498), 21.0, 44.0]"
375,"[datetime.datetime(2022, 11, 28, 15, 35, 31, 54979), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 31, 54979), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 31, 54979), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 31, 54979), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 31, 54979), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 31, 54979), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 31, 54979), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 31, 54979), 21.0, 44.0]"
376,"[datetime.datetime(2022, 11, 28, 15, 35, 32, 178269), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 32, 178269), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 32, 178269), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 32, 178269), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 32, 178269), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 32, 178269), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 32, 178269), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 32, 178269), 21.0, 44.0]"
377,"[datetime.datetime(2022, 11, 28, 15, 35, 33, 310839), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 33, 310839), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 33, 310839), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 33, 310839), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 33, 310839), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 33, 310839), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 33, 310839), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 33, 310839), 21.0, 44.0]"
378,"[datetime.datetime(2022, 11, 28, 15, 35, 34, 441373), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 34, 441373), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 34, 441373), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 34, 441373), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 34, 441373), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 34, 441373), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 34, 441373), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 34, 441373), 21.0, 44.0]"
379,"[datetime.datetime(2022, 11, 28, 15, 35, 35, 572239), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 35, 572239), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 35, 572239), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 35, 572239), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 35, 572239), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 35, 572239), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 35, 572239), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 35, 572239), 21.0, 44.0]"
380,"[datetime.datetime(2022, 11, 28, 15, 35, 36, 694724), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 36, 694724), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 36, 694724), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 36, 694724), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 36, 694724), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 36, 694724), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 36, 694724), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 35, 36, 694724), 21.0, 44.0]"
381,"[datetime.datetime(2022, 11, 28, 15, 35, 37, 825563), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 37, 825563), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 37, 825563), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 37, 825563), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 37, 825563), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 37, 825563), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 37, 825563), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 35, 37, 825563), 21.0, 42.0]"
382,"[datetime.datetime(2022, 11, 28, 15, 35, 38, 949518), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 38, 949518), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 38, 949518), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 38, 949518), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 38, 949518), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 38, 949518), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 38, 949518), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 35, 38, 949518), 21.0, 40.0]"
383,"[datetime.datetime(2022, 11, 28, 15, 35, 40, 79665), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 40, 79665), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 40, 79665), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 40, 79665), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 40, 79665), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 40, 79665), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 40, 79665), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 35, 40, 79665), 21.0, 38.0]"
384,"[datetime.datetime(2022, 11, 28, 15, 35, 41, 210891), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 41, 210891), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 41, 210891), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 41, 210891), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 41, 210891), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 41, 210891), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 41, 210891), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 35, 41, 210891), 21.0, 38.0]"
385,"[datetime.datetime(2022, 11, 28, 15, 35, 42, 347657), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 42, 347657), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 42, 347657), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 42, 347657), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 42, 347657), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 42, 347657), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 42, 347657), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 15, 35, 42, 347657), 21.0, 38.0]"
386,"[datetime.datetime(2022, 11, 28, 15, 35, 43, 471965), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 43, 471965), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 43, 471965), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 43, 471965), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 43, 471965), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 43, 471965), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 43, 471965), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 15, 35, 43, 471965), 21.0, 38.0]"
387,"[datetime.datetime(2022, 11, 28, 15, 35, 44, 602232), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 44, 602232), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 44, 602232), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 44, 602232), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 44, 602232), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 44, 602232), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 44, 602232), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 35, 44, 602232), 21.0, 38.0]"
388,"[datetime.datetime(2022, 11, 28, 15, 35, 45, 726648), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 45, 726648), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 45, 726648), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 45, 726648), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 45, 726648), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 45, 726648), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 45, 726648), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 35, 45, 726648), 21.0, 38.0]"
389,"[datetime.datetime(2022, 11, 28, 15, 35, 46, 858446), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 46, 858446), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 46, 858446), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 46, 858446), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 46, 858446), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 15, 35, 46, 858446), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 46, 858446), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 35, 46, 858446), 21.0, 38.0]"
390,"[datetime.datetime(2022, 11, 28, 15, 35, 47, 991158), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 47, 991158), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 47, 991158), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 47, 991158), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 47, 991158), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 35, 47, 991158), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 47, 991158), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 35, 47, 991158), 21.0, 38.0]"
391,"[datetime.datetime(2022, 11, 28, 15, 35, 49, 126512), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 49, 126512), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 49, 126512), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 49, 126512), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 49, 126512), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 35, 49, 126512), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 49, 126512), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 35, 49, 126512), 21.0, 38.0]"
392,"[datetime.datetime(2022, 11, 28, 15, 35, 50, 266515), 3.4, 4.1]","[datetime.datetime(2022, 11, 28, 15, 35, 50, 266515), 2.9, 3.85]","[datetime.datetime(2022, 11, 28, 15, 35, 50, 266515), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 35, 50, 266515), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 15, 35, 50, 266515), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 15, 35, 50, 266515), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 15, 35, 50, 266515), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 35, 50, 266515), 21.0, 38.0]"
