,Born A Diamond,Sketchy Deliver,Toppers The One,Lucky Bundy,Perjury,Hooked On Jack,Stuck In Mud,Cosmologist
14-12-2022 13:03:59.537046,"(7.0, 13.5, 13.192307692307693)","(2.0, 2.94, 2.7025)","(20.0, 60.0, 36.85714285714286)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 3.6764705882352944)","(26.0, 75.0, 49.58823529411765)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:00.670009,"(7.0, 13.5, 12.722222222222221)","(2.0, 2.94, 2.7025)","(20.0, 60.0, 31.411764705882355)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 3.6764705882352944)","(26.0, 75.0, 53.666666666666664)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:01.903883,"(7.0, 13.5, 13.192307692307693)","(2.0, 2.94, 2.7025)","(20.0, 60.0, 36.85714285714286)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 3.9956521739130437)","(26.0, 75.0, 53.666666666666664)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:03.024675,"(7.0, 13.5, 13.192307692307693)","(2.0, 2.94, 2.7025)","(20.0, 60.0, 31.411764705882355)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 3.9956521739130437)","(26.0, 75.0, 44.14285714285714)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:04.110907,"(7.0, 13.5, 12.875)","(2.0, 2.94, 2.7025)","(20.0, 60.0, 31.411764705882355)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 3.8176470588235296)","(26.0, 75.0, 53.666666666666664)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:05.164391,"(7.0, 14.0, 13.0625)","(2.0, 2.94, 2.7025)","(20.0, 60.0, 36.85714285714286)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 3.8176470588235296)","(26.0, 75.0, 51.0)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:06.315647,"(7.0, 14.5, 13.7)","(2.0, 2.94, 2.7025)","(20.0, 55.0, 42.32142857142857)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 4.271428571428571)","(26.0, 75.0, 44.14285714285714)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:07.404555,"(7.0, 14.5, 13.166666666666666)","(2.0, 2.94, 2.7025)","(20.0, 55.0, 37.25)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 4.271428571428571)","(26.0, 75.0, 44.14285714285714)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:08.534804,"(7.0, 14.5, 13.7)","(2.0, 2.94, 2.7025)","(20.0, 55.0, 42.32142857142857)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 3.9117647058823533)","(26.0, 75.0, 53.666666666666664)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:09.591889,"(7.0, 14.5, 13.7)","(2.0, 2.94, 2.7025)","(20.0, 55.0, 42.32142857142857)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 3.9117647058823533)","(26.0, 75.0, 53.666666666666664)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:10.725962,"(7.0, 14.5, 13.7)","(2.0, 2.94, 2.7025)","(20.0, 55.0, 42.32142857142857)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 3.9117647058823533)","(26.0, 75.0, 53.666666666666664)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:11.832795,"(7.0, 14.5, 14.136363636363637)","(2.0, 2.94, 2.578095238095238)","(20.0, 50.0, 36.44444444444444)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 4.307407407407408)","(26.0, 75.0, 44.14285714285714)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:12.899306,"(7.0, 14.5, 14.136363636363637)","(2.0, 2.92, 2.493076923076923)","(20.0, 50.0, 36.44444444444444)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 4.0058823529411764)","(26.0, 75.0, 53.666666666666664)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:13.995290,"(7.0, 14.5, 14.366666666666667)","(2.0, 2.9, 2.84)","(20.0, 50.0, 40.61538461538461)","(12.0, 22.0, 20.666666666666664)","(3.4, 4.9, 4.0058823529411764)","(26.0, 75.0, 53.666666666666664)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:15.095142,"(7.0, 16.0, 14.4375)","(2.0, 2.86, 2.8033333333333332)","(20.0, 50.0, 43.22222222222222)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.9, 3.993181818181818)","(26.0, 75.0, 44.14285714285714)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:16.278049,"(7.0, 16.0, 14.928571428571429)","(2.0, 2.86, 2.8033333333333332)","(20.0, 50.0, 43.22222222222222)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.9, 3.993181818181818)","(26.0, 75.0, 61.285714285714285)","(13.0, 28.0, 26.791666666666664)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:17.516757,"(7.0, 16.0, 14.928571428571429)","(2.0, 2.86, 2.625)","(20.0, 50.0, 43.22222222222222)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.9, 4.270588235294118)","(26.0, 75.0, 61.285714285714285)","(13.0, 28.0, 27.147058823529413)","(10.0, 22.0, 20.833333333333336)"
14-12-2022 13:04:18.609983,"(7.0, 16.0, 14.928571428571429)","(2.0, 2.88, 2.3400000000000003)","(20.0, 50.0, 43.22222222222222)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.8, 4.233333333333333)","(26.0, 75.0, 52.26315789473684)","(13.0, 28.0, 27.147058823529413)","(10.0, 22.0, 21.25)"
14-12-2022 13:04:19.658454,"(7.0, 16.0, 14.928571428571429)","(2.0, 2.86, 2.3363636363636364)","(20.0, 50.0, 43.22222222222222)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.8, 4.179411764705883)","(26.0, 75.0, 48.14285714285714)","(13.0, 28.0, 27.147058823529413)","(10.0, 22.0, 21.25)"
14-12-2022 13:04:20.721459,"(7.0, 16.0, 14.928571428571429)","(2.0, 2.84, 2.332727272727273)","(20.0, 50.0, 43.22222222222222)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.6, 4.179411764705883)","(26.0, 75.0, 39.75)","(13.0, 28.0, 27.147058823529413)","(10.0, 22.0, 21.25)"
14-12-2022 13:04:21.848423,"(7.0, 16.0, 14.928571428571429)","(2.0, 2.84, 2.332727272727273)","(20.0, 50.0, 43.22222222222222)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.6, 4.3075)","(26.0, 75.0, 39.75)","(13.0, 28.0, 26.205882352941174)","(10.0, 22.0, 21.25)"
14-12-2022 13:04:22.948045,"(7.0, 16.5, 15.214285714285714)","(2.0, 2.84, 2.279047619047619)","(20.0, 50.0, 39.83333333333333)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.5, 4.175000000000001)","(26.0, 75.0, 53.666666666666664)","(13.0, 27.0, 23.785714285714285)","(10.0, 22.0, 19.083333333333336)"
14-12-2022 13:04:23.982989,"(7.0, 16.5, 14.911764705882353)","(2.0, 2.86, 2.2809523809523813)","(20.0, 50.0, 39.83333333333333)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.4, 4.175000000000001)","(26.0, 75.0, 41.05555555555556)","(13.0, 27.0, 23.785714285714285)","(10.0, 22.0, 18.68421052631579)"
14-12-2022 13:04:25.195979,"(7.0, 16.5, 14.911764705882353)","(2.0, 2.84, 2.279047619047619)","(20.0, 50.0, 38.90909090909091)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.4, 4.175000000000001)","(26.0, 75.0, 63.0)","(13.0, 27.0, 23.785714285714285)","(10.0, 22.0, 18.68421052631579)"
14-12-2022 13:04:26.235795,"(7.0, 16.5, 15.272727272727273)","(2.0, 2.84, 2.279047619047619)","(20.0, 50.0, 38.90909090909091)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.4, 4.175000000000001)","(26.0, 70.0, 63.0)","(13.0, 27.0, 23.785714285714285)","(10.0, 22.0, 18.68421052631579)"
14-12-2022 13:04:27.320154,"(7.0, 16.5, 15.272727272727273)","(2.0, 2.84, 2.279047619047619)","(20.0, 50.0, 38.90909090909091)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 70.0, 51.125)","(13.0, 27.0, 23.785714285714285)","(10.0, 22.0, 18.68421052631579)"
14-12-2022 13:04:28.549013,"(7.0, 15.5, 15.029411764705882)","(2.0, 2.82, 2.716666666666667)","(20.0, 50.0, 38.90909090909091)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 65.0, 44.81818181818182)","(13.0, 27.0, 23.785714285714285)","(10.0, 22.0, 18.68421052631579)"
14-12-2022 13:04:29.759854,"(7.0, 15.5, 15.029411764705882)","(2.0, 2.82, 2.6227272727272726)","(20.0, 50.0, 43.22222222222222)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 65.0, 54.42857142857143)","(13.0, 27.0, 23.785714285714285)","(10.0, 22.0, 18.928571428571427)"
14-12-2022 13:04:31.027309,"(7.0, 15.5, 15.029411764705882)","(2.0, 2.82, 2.6227272727272726)","(20.0, 50.0, 40.5)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 65.0, 54.42857142857143)","(13.0, 27.0, 23.785714285714285)","(10.0, 19.5, 17.27777777777778)"
14-12-2022 13:04:32.450549,"(7.0, 15.5, 15.029411764705882)","(2.0, 2.82, 2.5444444444444443)","(20.0, 48.0, 40.5)","(12.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 65.0, 47.473684210526315)","(13.0, 27.0, 23.785714285714285)","(10.0, 19.5, 17.27777777777778)"
14-12-2022 13:04:34.315448,"(7.0, 15.5, 14.928571428571429)","(2.0, 2.82, 2.5444444444444443)","(20.0, 48.0, 40.5)","(13.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 65.0, 49.0)","(13.0, 27.0, 23.785714285714285)","(10.0, 19.5, 17.27777777777778)"
14-12-2022 13:04:35.922009,"(7.5, 15.5, 14.928571428571429)","(2.0, 2.82, 2.5444444444444443)","(20.0, 48.0, 40.5)","(13.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 70.0, 49.0)","(13.0, 27.0, 23.785714285714285)","(10.0, 19.5, 16.973684210526315)"
14-12-2022 13:04:37.371246,"(7.5, 15.5, 15.166666666666666)","(2.0, 2.82, 2.5444444444444443)","(19.0, 48.0, 41.973684210526315)","(13.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 70.0, 49.0)","(13.0, 27.0, 23.785714285714285)","(10.0, 19.5, 16.973684210526315)"
14-12-2022 13:04:38.876035,"(7.5, 15.5, 15.264705882352942)","(2.0, 2.82, 2.490625)","(19.0, 50.0, 41.973684210526315)","(13.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 70.0, 49.0)","(13.0, 27.0, 23.785714285714285)","(10.0, 19.5, 16.973684210526315)"
14-12-2022 13:04:40.219834,"(7.5, 15.5, 15.264705882352942)","(2.0, 2.82, 2.490625)","(19.0, 50.0, 41.973684210526315)","(13.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 70.0, 56.0)","(13.0, 27.0, 23.785714285714285)","(10.0, 19.5, 16.973684210526315)"
14-12-2022 13:04:41.442763,"(7.5, 15.5, 15.264705882352942)","(2.0, 2.82, 2.490625)","(19.0, 50.0, 41.973684210526315)","(13.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 70.0, 56.0)","(13.0, 27.0, 23.785714285714285)","(10.0, 19.5, 16.973684210526315)"
14-12-2022 13:04:42.618089,"(7.5, 15.5, 15.264705882352942)","(2.0, 2.82, 2.456551724137931)","(19.0, 50.0, 38.065217391304344)","(13.0, 22.0, 21.272727272727273)","(3.4, 4.4, 3.901666666666667)","(26.0, 70.0, 54.42857142857143)","(13.0, 27.0, 23.785714285714285)","(10.0, 19.5, 16.973684210526315)"
14-12-2022 13:04:43.855959,"(7.5, 15.5, 14.3)","(2.0, 2.82, 2.456551724137931)","(19.0, 50.0, 38.065217391304344)","(13.0, 22.0, 18.25)","(3.4, 4.4, 3.901666666666667)","(26.0, 65.0, 45.77777777777778)","(13.0, 27.0, 23.93181818181818)","(10.0, 19.5, 16.973684210526315)"
14-12-2022 13:04:45.063769,"(7.5, 15.0, 14.0)","(2.0, 2.82, 2.456551724137931)","(19.0, 50.0, 38.065217391304344)","(13.0, 22.0, 18.25)","(3.4, 4.4, 3.901666666666667)","(26.0, 60.0, 44.81818181818182)","(13.0, 27.0, 23.44736842105263)","(10.0, 19.5, 16.973684210526315)"
14-12-2022 13:04:46.312590,"(7.5, 15.5, 12.875)","(2.0, 2.82, 2.456551724137931)","(19.0, 50.0, 35.55555555555556)","(13.0, 22.0, 17.08695652173913)","(3.4, 4.2, 3.96)","(26.0, 65.0, 47.473684210526315)","(13.0, 27.0, 23.44736842105263)","(10.0, 19.5, 17.413043478260867)"
14-12-2022 13:04:47.519730,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.456551724137931)","(19.0, 55.0, 35.55555555555556)","(13.0, 23.0, 17.08695652173913)","(3.4, 4.2, 3.876)","(26.0, 65.0, 49.0)","(13.0, 27.0, 19.1875)","(10.0, 19.5, 17.413043478260867)"
14-12-2022 13:04:48.792924,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.456551724137931)","(19.0, 55.0, 33.75)","(13.0, 23.0, 17.08695652173913)","(3.4, 4.2, 3.876)","(26.0, 70.0, 49.0)","(13.0, 27.0, 19.1875)","(10.0, 19.5, 17.413043478260867)"
14-12-2022 13:04:49.955552,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.5426315789473684)","(19.0, 55.0, 33.75)","(13.0, 23.0, 17.56)","(3.4, 4.2, 3.7263157894736842)","(26.0, 70.0, 56.0)","(13.0, 27.0, 19.1875)","(10.0, 19.5, 17.413043478260867)"
14-12-2022 13:04:51.066679,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.5426315789473684)","(19.0, 55.0, 33.75)","(13.0, 21.0, 19.8)","(3.4, 4.2, 3.7263157894736842)","(26.0, 70.0, 56.0)","(13.0, 27.0, 19.1875)","(10.0, 19.5, 14.166666666666666)"
14-12-2022 13:04:52.182803,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.5426315789473684)","(19.0, 55.0, 41.53846153846154)","(13.0, 21.0, 18.0)","(3.4, 4.2, 3.7208333333333337)","(26.0, 70.0, 56.0)","(13.0, 27.0, 19.1875)","(10.0, 19.5, 14.5)"
14-12-2022 13:04:53.308593,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.5426315789473684)","(19.0, 55.0, 41.53846153846154)","(13.0, 21.0, 18.0)","(3.4, 4.2, 3.75)","(26.0, 70.0, 56.0)","(13.0, 27.0, 19.1875)","(10.0, 19.5, 16.2)"
14-12-2022 13:04:54.602678,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.5426315789473684)","(19.0, 55.0, 41.53846153846154)","(13.0, 21.0, 18.0)","(3.4, 4.0, 3.8095238095238093)","(26.0, 70.0, 49.0)","(13.0, 27.0, 19.1875)","(10.0, 19.0, 14.625)"
14-12-2022 13:04:56.089556,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 18.0)","(3.4, 4.0, 3.75)","(26.0, 70.0, 49.0)","(13.0, 27.0, 19.1875)","(10.0, 19.0, 14.625)"
14-12-2022 13:04:57.406398,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 18.0)","(3.4, 4.0, 3.75)","(26.0, 70.0, 49.0)","(13.0, 27.0, 19.1875)","(10.0, 19.0, 14.625)"
14-12-2022 13:04:58.605713,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 18.714285714285715)","(3.4, 4.0, 3.655)","(26.0, 70.0, 56.0)","(13.0, 27.0, 19.1875)","(10.0, 19.0, 15.5)"
14-12-2022 13:04:59.931414,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 18.714285714285715)","(3.4, 4.0, 3.7276315789473684)","(26.0, 70.0, 56.0)","(13.0, 27.0, 26.107142857142858)","(10.0, 19.0, 15.5)"
14-12-2022 13:05:01.287738,"(7.5, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 16.11111111111111)","(3.4, 4.0, 3.7276315789473684)","(26.0, 70.0, 49.0)","(13.0, 27.0, 26.107142857142858)","(10.0, 19.0, 17.6875)"
14-12-2022 13:05:02.537763,"(8.0, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 16.11111111111111)","(3.4, 4.0, 3.6661290322580644)","(26.0, 70.0, 49.0)","(13.0, 27.0, 26.107142857142858)","(10.0, 19.0, 17.384615384615383)"
14-12-2022 13:05:03.972175,"(8.0, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 15.923076923076923)","(3.4, 4.0, 3.6661290322580644)","(26.0, 70.0, 56.0)","(13.0, 27.0, 27.035714285714285)","(10.0, 19.0, 17.384615384615383)"
14-12-2022 13:05:05.345068,"(9.0, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 15.923076923076923)","(3.4, 4.0, 3.6661290322580644)","(26.0, 70.0, 56.0)","(13.0, 28.0, 26.107142857142858)","(10.0, 19.0, 16.666666666666668)"
14-12-2022 13:05:06.633568,"(9.0, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 15.923076923076923)","(3.4, 4.0, 3.6661290322580644)","(26.0, 70.0, 56.0)","(13.0, 27.0, 26.107142857142858)","(10.0, 19.0, 16.666666666666668)"
14-12-2022 13:05:07.837767,"(9.0, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 15.923076923076923)","(3.4, 4.0, 3.6661290322580644)","(26.0, 70.0, 49.0)","(13.0, 27.0, 26.107142857142858)","(10.0, 19.0, 16.666666666666668)"
14-12-2022 13:05:09.080163,"(9.0, 15.5, 13.3125)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 18.130434782608695)","(3.4, 4.0, 3.6661290322580644)","(26.0, 70.0, 56.0)","(13.0, 27.0, 26.107142857142858)","(10.0, 19.0, 16.666666666666668)"
14-12-2022 13:05:10.304473,"(9.0, 15.0, 13.8)","(2.0, 2.82, 2.3563636363636364)","(19.0, 55.0, 43.333333333333336)","(13.0, 21.0, 18.684210526315788)","(3.4, 4.0, 3.738235294117647)","(26.0, 70.0, 56.0)","(13.0, 27.0, 26.107142857142858)","(10.0, 19.0, 16.666666666666668)"
14-12-2022 13:05:11.422427,"(9.0, 14.5, 14.0)","(2.0, 2.82, 2.3563636363636364)","(18.0, 55.0, 43.333333333333336)","(13.0, 21.0, 18.684210526315788)","(3.3, 3.95, 3.738235294117647)","(21.0, 70.0, 56.0)","(13.0, 27.0, 26.107142857142858)","(10.0, 19.0, 16.666666666666668)"
14-12-2022 13:05:12.622788,"(9.0, 14.5, 14.0)","(2.0, 2.82, 2.3563636363636364)","(18.0, 55.0, 43.333333333333336)","(13.0, 21.0, 18.684210526315788)","(3.3, 3.9, 3.714705882352941)","(21.0, 70.0, 56.0)","(13.0, 27.0, 26.107142857142858)","(10.0, 19.0, 16.666666666666668)"
14-12-2022 13:05:13.889926,"(9.0, 14.5, 14.0)","(2.0, 2.82, 2.3563636363636364)","(18.0, 55.0, 43.333333333333336)","(13.0, 21.0, 17.857142857142858)","(3.3, 3.9, 3.714705882352941)","(21.0, 70.0, 56.0)","(13.0, 27.0, 26.107142857142858)","(10.0, 19.0, 16.666666666666668)"
14-12-2022 13:05:15.094127,"(9.0, 14.5, 14.0)","(2.0, 2.82, 2.3563636363636364)","(18.0, 55.0, 43.333333333333336)","(13.0, 21.0, 17.333333333333332)","(3.3, 3.9, 3.714705882352941)","(21.0, 70.0, 56.0)","(13.0, 27.0, 24.0)","(10.0, 19.0, 16.0)"
14-12-2022 13:05:16.257939,"(9.0, 14.5, 14.0)","(2.0, 2.82, 2.3563636363636364)","(18.0, 55.0, 43.333333333333336)","(13.0, 20.0, 17.42857142857143)","(3.3, 3.9, 3.714705882352941)","(21.0, 70.0, 56.0)","(13.0, 27.0, 24.125)","(10.0, 19.0, 16.0)"
14-12-2022 13:05:17.545133,"(9.0, 14.5, 13.1)","(2.0, 2.82, 2.3563636363636364)","(18.0, 55.0, 43.333333333333336)","(13.0, 20.0, 17.42857142857143)","(3.3, 3.8, 3.756521739130435)","(21.0, 70.0, 56.0)","(13.0, 27.0, 24.125)","(10.0, 19.0, 16.0)"
14-12-2022 13:05:18.762768,"(9.0, 14.5, 13.1)","(2.0, 2.82, 2.3563636363636364)","(18.0, 55.0, 43.333333333333336)","(13.0, 20.0, 16.85)","(3.3, 3.8, 3.756521739130435)","(21.0, 70.0, 56.0)","(13.0, 27.0, 24.125)","(10.0, 19.0, 15.666666666666666)"
14-12-2022 13:05:20.047809,"(9.0, 14.5, 12.5)","(2.0, 2.82, 2.3563636363636364)","(18.0, 55.0, 43.333333333333336)","(13.0, 20.0, 16.85)","(3.3, 3.8, 3.756521739130435)","(21.0, 70.0, 49.0)","(13.0, 27.0, 24.125)","(10.0, 19.0, 16.857142857142858)"
14-12-2022 13:05:21.136141,"(8.5, 14.5, 12.5)","(2.0, 2.82, 2.3563636363636364)","(18.0, 55.0, 43.333333333333336)","(13.0, 20.0, 16.85)","(3.3, 3.8, 3.756521739130435)","(21.0, 70.0, 49.0)","(13.0, 27.0, 24.125)","(10.0, 19.0, 17.421052631578945)"
14-12-2022 13:05:22.105971,"(8.5, 14.5, 12.5)","(2.0, 2.82, 2.3563636363636364)","(18.0, 55.0, 43.333333333333336)","(13.0, 20.0, 16.85)","(3.3, 3.8, 3.756521739130435)","(21.0, 70.0, 56.0)","(13.0, 27.0, 24.125)","(10.0, 19.0, 16.9375)"
14-12-2022 13:05:23.263121,"(8.5, 14.5, 12.615384615384615)","(2.0, 2.82, 2.5426315789473684)","(18.0, 55.0, 43.333333333333336)","(13.0, 20.0, 16.727272727272727)","(3.3, 3.8, 3.756521739130435)","(21.0, 70.0, 49.0)","(13.0, 27.0, 19.8125)","(10.0, 19.0, 16.9375)"
14-12-2022 13:05:24.320143,"(8.5, 14.5, 12.615384615384615)","(2.0, 2.8, 2.5073170731707317)","(18.0, 55.0, 43.333333333333336)","(13.0, 20.0, 16.727272727272727)","(3.3, 3.8, 3.756521739130435)","(21.0, 70.0, 56.0)","(13.0, 27.0, 19.8125)","(10.0, 19.0, 16.9375)"
14-12-2022 13:05:25.411849,"(8.5, 14.5, 12.615384615384615)","(2.0, 2.8, 2.5073170731707317)","(18.0, 55.0, 43.333333333333336)","(13.0, 20.0, 17.9)","(3.3, 3.8, 3.756521739130435)","(21.0, 70.0, 51.333333333333336)","(13.0, 27.0, 19.8125)","(10.0, 19.0, 16.9375)"
14-12-2022 13:05:26.552485,"(8.5, 14.0, 12.125)","(2.0, 2.76, 2.3427272727272728)","(18.0, 55.0, 43.333333333333336)","(13.0, 19.5, 17.214285714285715)","(3.3, 3.8, 3.756521739130435)","(21.0, 70.0, 44.434782608695656)","(13.0, 27.0, 21.25)","(10.0, 19.0, 16.9375)"
14-12-2022 13:05:27.672221,"(8.5, 14.0, 11.8125)","(2.0, 2.76, 2.3280000000000003)","(18.0, 55.0, 43.333333333333336)","(13.0, 19.5, 17.214285714285715)","(3.3, 3.8, 3.756521739130435)","(21.0, 70.0, 52.0)","(13.0, 27.0, 21.25)","(10.0, 19.0, 17.73076923076923)"
14-12-2022 13:05:28.819018,"(8.5, 13.5, 13.227272727272727)","(2.0, 2.76, 2.3280000000000003)","(18.0, 55.0, 43.333333333333336)","(13.0, 19.5, 16.763157894736842)","(3.3, 3.8, 3.75)","(21.0, 60.0, 40.0)","(13.0, 27.0, 21.25)","(10.0, 19.0, 17.73076923076923)"
14-12-2022 13:05:29.950533,"(8.5, 13.5, 13.227272727272727)","(2.0, 2.74, 2.3240000000000003)","(18.0, 55.0, 43.333333333333336)","(13.0, 19.5, 16.763157894736842)","(3.3, 3.8, 3.7249999999999996)","(21.0, 60.0, 40.0)","(13.0, 27.0, 23.863636363636363)","(10.0, 19.0, 17.73076923076923)"
14-12-2022 13:05:31.081800,"(8.5, 13.5, 13.227272727272727)","(2.0, 2.72, 2.414545454545455)","(18.0, 55.0, 43.333333333333336)","(13.0, 19.5, 16.763157894736842)","(3.3, 3.8, 3.7249999999999996)","(21.0, 60.0, 40.0)","(13.0, 27.0, 23.863636363636363)","(10.0, 19.0, 17.73076923076923)"
14-12-2022 13:05:32.075524,"(8.5, 13.5, 13.227272727272727)","(2.0, 2.72, 2.373953488372093)","(18.0, 55.0, 33.75)","(13.0, 19.5, 16.763157894736842)","(3.3, 3.8, 3.71)","(21.0, 60.0, 40.0)","(13.0, 27.0, 24.84375)","(10.0, 19.0, 17.73076923076923)"
14-12-2022 13:05:33.125926,"(8.5, 13.5, 13.227272727272727)","(2.0, 2.7, 2.5647058823529414)","(18.0, 55.0, 39.54545454545455)","(13.0, 19.5, 16.763157894736842)","(3.3, 3.8, 3.709090909090909)","(21.0, 60.0, 40.0)","(13.0, 27.0, 24.84375)","(10.0, 19.0, 18.083333333333336)"
14-12-2022 13:05:34.370908,"(8.5, 13.5, 13.227272727272727)","(2.0, 2.68, 2.4220689655172416)","(18.0, 55.0, 39.54545454545455)","(13.0, 19.5, 16.763157894736842)","(3.3, 3.8, 3.6782608695652175)","(21.0, 60.0, 40.0)","(13.0, 27.0, 24.84375)","(10.0, 19.0, 18.282608695652172)"
14-12-2022 13:05:35.756005,"(8.5, 13.5, 13.227272727272727)","(2.0, 2.68, 2.3912500000000003)","(18.0, 55.0, 39.54545454545455)","(13.0, 19.5, 16.763157894736842)","(3.3, 3.7, 3.6782608695652175)","(21.0, 60.0, 40.0)","(13.0, 27.0, 24.84375)","(10.0, 19.0, 18.282608695652172)"
