,Gunther,Our Frankie,All Inn Maggie,Nyssas Girl,Myola Knight,Reel It In,Caribbean Queen,Zambora Jay
109,"[datetime.datetime(2022, 11, 28, 17, 31, 47, 748633), 3.2, 3.35]","[datetime.datetime(2022, 11, 28, 17, 31, 47, 748633), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 47, 748633), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 31, 47, 748633), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 31, 47, 748633), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 47, 748633), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 47, 748633), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 47, 748633), 3.6, 4.7]"
110,"[datetime.datetime(2022, 11, 28, 17, 31, 48, 872171), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 31, 48, 872171), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 48, 872171), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 17, 31, 48, 872171), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 31, 48, 872171), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 48, 872171), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 48, 872171), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 48, 872171), 3.6, 4.7]"
111,"[datetime.datetime(2022, 11, 28, 17, 31, 50, 11029), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 31, 50, 11029), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 50, 11029), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 17, 31, 50, 11029), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 31, 50, 11029), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 50, 11029), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 50, 11029), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 50, 11029), 3.6, 4.7]"
112,"[datetime.datetime(2022, 11, 28, 17, 31, 51, 138075), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 31, 51, 138075), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 51, 138075), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 17, 31, 51, 138075), 13.0, 48.0]","[datetime.datetime(2022, 11, 28, 17, 31, 51, 138075), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 51, 138075), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 51, 138075), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 51, 138075), 3.6, 4.7]"
113,"[datetime.datetime(2022, 11, 28, 17, 31, 52, 306814), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 31, 52, 306814), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 52, 306814), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 31, 52, 306814), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 31, 52, 306814), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 52, 306814), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 52, 306814), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 52, 306814), 3.6, 4.7]"
114,"[datetime.datetime(2022, 11, 28, 17, 31, 53, 441066), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 31, 53, 441066), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 53, 441066), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 31, 53, 441066), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 31, 53, 441066), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 53, 441066), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 53, 441066), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 53, 441066), 3.6, 4.7]"
115,"[datetime.datetime(2022, 11, 28, 17, 31, 54, 583525), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 31, 54, 583525), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 54, 583525), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 31, 54, 583525), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 31, 54, 583525), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 54, 583525), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 54, 583525), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 54, 583525), 3.6, 4.7]"
116,"[datetime.datetime(2022, 11, 28, 17, 31, 55, 720303), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 31, 55, 720303), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 55, 720303), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 31, 55, 720303), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 31, 55, 720303), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 55, 720303), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 55, 720303), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 55, 720303), 3.6, 4.7]"
117,"[datetime.datetime(2022, 11, 28, 17, 31, 56, 880250), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 31, 56, 880250), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 56, 880250), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 31, 56, 880250), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 31, 56, 880250), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 56, 880250), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 56, 880250), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 56, 880250), 3.6, 4.7]"
118,"[datetime.datetime(2022, 11, 28, 17, 31, 58, 13668), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 13668), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 13668), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 13668), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 13668), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 13668), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 13668), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 13668), 3.6, 4.7]"
119,"[datetime.datetime(2022, 11, 28, 17, 31, 59, 207324), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 207324), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 207324), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 207324), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 207324), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 207324), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 207324), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 207324), 3.6, 4.7]"
120,"[datetime.datetime(2022, 11, 28, 17, 32, 0, 363450), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 0, 363450), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 0, 363450), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 0, 363450), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 0, 363450), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 0, 363450), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 0, 363450), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 0, 363450), 3.6, 4.7]"
121,"[datetime.datetime(2022, 11, 28, 17, 32, 1, 915381), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 915381), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 915381), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 915381), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 915381), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 915381), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 915381), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 915381), 3.6, 4.7]"
122,"[datetime.datetime(2022, 11, 28, 17, 32, 3, 185248), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 185248), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 185248), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 185248), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 185248), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 185248), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 185248), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 185248), 3.6, 4.7]"
123,"[datetime.datetime(2022, 11, 28, 17, 32, 4, 547078), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 4, 547078), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 4, 547078), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 4, 547078), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 4, 547078), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 4, 547078), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 4, 547078), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 4, 547078), 3.6, 4.7]"
124,"[datetime.datetime(2022, 11, 28, 17, 32, 5, 707140), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 707140), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 707140), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 707140), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 707140), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 707140), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 707140), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 707140), 3.6, 4.7]"
125,"[datetime.datetime(2022, 11, 28, 17, 32, 6, 860727), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 860727), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 860727), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 860727), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 860727), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 860727), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 860727), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 860727), 3.6, 4.7]"
126,"[datetime.datetime(2022, 11, 28, 17, 32, 8, 73882), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 73882), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 73882), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 73882), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 73882), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 73882), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 73882), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 73882), 3.6, 4.7]"
127,"[datetime.datetime(2022, 11, 28, 17, 32, 9, 231900), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 231900), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 231900), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 231900), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 231900), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 231900), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 231900), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 231900), 3.6, 4.7]"
128,"[datetime.datetime(2022, 11, 28, 17, 32, 10, 377118), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 10, 377118), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 10, 377118), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 10, 377118), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 10, 377118), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 10, 377118), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 10, 377118), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 10, 377118), 3.6, 4.7]"
129,"[datetime.datetime(2022, 11, 28, 17, 32, 11, 533915), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 533915), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 533915), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 533915), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 533915), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 533915), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 533915), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 533915), 3.6, 4.7]"
130,"[datetime.datetime(2022, 11, 28, 17, 32, 12, 700393), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 700393), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 700393), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 700393), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 700393), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 700393), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 700393), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 700393), 3.6, 4.7]"
131,"[datetime.datetime(2022, 11, 28, 17, 32, 14, 283855), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 283855), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 283855), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 283855), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 283855), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 283855), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 283855), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 283855), 3.6, 4.7]"
132,"[datetime.datetime(2022, 11, 28, 17, 32, 15, 537464), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 15, 537464), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 15, 537464), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 15, 537464), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 15, 537464), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 15, 537464), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 15, 537464), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 15, 537464), 3.6, 4.7]"
133,"[datetime.datetime(2022, 11, 28, 17, 32, 16, 805933), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 805933), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 805933), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 805933), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 805933), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 805933), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 805933), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 805933), 3.6, 4.7]"
134,"[datetime.datetime(2022, 11, 28, 17, 32, 18, 20251), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 18, 20251), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 18, 20251), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 18, 20251), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 18, 20251), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 18, 20251), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 18, 20251), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 18, 20251), 3.6, 4.7]"
135,"[datetime.datetime(2022, 11, 28, 17, 32, 20, 189780), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 20, 189780), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 20, 189780), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 20, 189780), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 20, 189780), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 20, 189780), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 20, 189780), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 20, 189780), 3.6, 4.7]"
136,"[datetime.datetime(2022, 11, 28, 17, 32, 21, 802641), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 802641), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 802641), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 802641), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 802641), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 802641), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 802641), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 802641), 3.6, 4.7]"
137,"[datetime.datetime(2022, 11, 28, 17, 32, 23, 164359), 3.2, 3.3]","[datetime.datetime(2022, 11, 28, 17, 32, 23, 164359), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 23, 164359), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 23, 164359), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 23, 164359), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 23, 164359), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 23, 164359), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 23, 164359), 3.6, 4.7]"
138,"[datetime.datetime(2022, 11, 28, 17, 32, 24, 468842), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 468842), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 468842), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 468842), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 468842), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 468842), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 468842), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 468842), 3.6, 4.7]"
139,"[datetime.datetime(2022, 11, 28, 17, 32, 25, 718638), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 718638), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 718638), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 718638), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 718638), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 718638), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 718638), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 718638), 3.6, 4.7]"
140,"[datetime.datetime(2022, 11, 28, 17, 32, 27, 46510), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 46510), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 46510), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 46510), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 46510), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 46510), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 46510), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 46510), 3.6, 4.7]"
141,"[datetime.datetime(2022, 11, 28, 17, 32, 28, 238274), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 238274), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 238274), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 238274), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 238274), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 238274), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 238274), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 238274), 3.6, 4.7]"
142,"[datetime.datetime(2022, 11, 28, 17, 32, 29, 455940), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 29, 455940), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 32, 29, 455940), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 29, 455940), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 29, 455940), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 29, 455940), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 29, 455940), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 29, 455940), 3.6, 4.7]"
143,"[datetime.datetime(2022, 11, 28, 17, 32, 30, 634943), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 634943), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 634943), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 634943), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 634943), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 634943), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 634943), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 634943), 3.6, 4.7]"
144,"[datetime.datetime(2022, 11, 28, 17, 32, 31, 780614), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 780614), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 780614), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 780614), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 780614), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 780614), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 780614), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 780614), 3.6, 4.7]"
145,"[datetime.datetime(2022, 11, 28, 17, 32, 33, 2226), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 2226), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 2226), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 2226), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 2226), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 2226), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 2226), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 2226), 3.6, 4.7]"
146,"[datetime.datetime(2022, 11, 28, 17, 32, 34, 158703), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 158703), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 158703), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 158703), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 158703), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 158703), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 158703), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 158703), 3.6, 4.7]"
147,"[datetime.datetime(2022, 11, 28, 17, 32, 35, 319945), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 35, 319945), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 32, 35, 319945), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 35, 319945), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 35, 319945), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 35, 319945), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 35, 319945), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 35, 319945), 3.6, 4.7]"
148,"[datetime.datetime(2022, 11, 28, 17, 32, 36, 460674), 3.2, 3.2]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 460674), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 460674), 3.0, 3.65]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 460674), 13.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 460674), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 460674), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 460674), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 460674), 3.6, 4.7]"
