,Aston Malle,Slick Lass,Arkansas,Zippy Audi,Flying Jelly,Ruff Shot,Neptune Town
11-01-2023 20:10:49.853934,"(2.1, 2.54, 2.486666666666667)","(3.2, 3.8, 3.75)","(41.0, 80.0, 73.18181818181819)","(9.0, 27.0, 25.0)","(91.0, 550.0, 493.125)","(3.0, 4.0, 3.966666666666667)","(61.0, 400.0, 290.0)"
11-01-2023 20:10:51.010212,"(2.1, 2.54, 2.486666666666667)","(3.2, 3.8, 3.75)","(41.0, 80.0, 73.18181818181819)","(9.0, 27.0, 25.0)","(91.0, 550.0, 493.125)","(3.0, 4.0, 3.966666666666667)","(61.0, 400.0, 290.0)"
11-01-2023 20:10:52.032937,"(2.1, 2.54, 2.486666666666667)","(3.2, 3.8, 3.65)","(41.0, 80.0, 73.18181818181819)","(9.0, 27.0, 25.0)","(91.0, 550.0, 493.125)","(3.0, 4.0, 3.966666666666667)","(61.0, 400.0, 290.0)"
11-01-2023 20:10:53.149930,"(2.1, 2.54, 2.486666666666667)","(3.2, 3.8, 3.65)","(41.0, 80.0, 73.18181818181819)","(9.0, 27.0, 25.0)","(91.0, 550.0, 493.125)","(3.0, 4.0, 3.966666666666667)","(61.0, 400.0, 290.0)"
11-01-2023 20:10:54.262825,"(2.1, 2.54, 2.486666666666667)","(3.2, 3.8, 3.65)","(41.0, 80.0, 73.18181818181819)","(9.0, 27.0, 25.0)","(91.0, 550.0, 493.125)","(3.0, 4.0, 3.966666666666667)","(61.0, 400.0, 290.0)"
11-01-2023 20:10:55.417657,"(2.1, 2.54, 2.486666666666667)","(3.2, 3.8, 3.65)","(41.0, 80.0, 73.18181818181819)","(9.0, 27.0, 25.0)","(91.0, 550.0, 362.5)","(3.0, 4.0, 3.9519230769230766)","(61.0, 400.0, 285.0)"
11-01-2023 20:10:56.502690,"(2.1, 2.54, 2.486666666666667)","(3.2, 3.8, 3.65)","(41.0, 80.0, 73.18181818181819)","(9.0, 27.0, 25.0)","(91.0, 630.0, 352.5)","(3.0, 4.1, 3.996875)","(61.0, 400.0, 285.0)"
11-01-2023 20:10:57.577444,"(2.1, 2.54, 2.486666666666667)","(3.2, 3.8, 3.65)","(41.0, 80.0, 73.18181818181819)","(9.0, 27.0, 25.0)","(91.0, 610.0, 352.5)","(3.0, 4.1, 4.035714285714286)","(61.0, 400.0, 285.0)"
11-01-2023 20:10:58.756452,"(2.1, 2.54, 2.486666666666667)","(3.2, 4.1, 3.6666666666666665)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 610.0, 352.5)","(3.0, 4.1, 4.035714285714286)","(61.0, 400.0, 285.0)"
11-01-2023 20:10:59.762503,"(2.1, 2.54, 2.486666666666667)","(3.2, 4.0, 3.9166666666666665)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 610.0, 352.5)","(3.0, 4.1, 4.035714285714286)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:00.896980,"(2.1, 2.54, 2.486666666666667)","(3.2, 4.0, 3.9166666666666665)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 610.0, 528.125)","(3.0, 4.1, 4.035714285714286)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:02.037724,"(2.1, 2.54, 2.486666666666667)","(3.2, 4.0, 3.9166666666666665)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 590.0, 326.0)","(3.0, 4.1, 4.035714285714286)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:03.177946,"(2.1, 2.54, 2.486666666666667)","(3.2, 4.0, 3.75)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 590.0, 326.0)","(3.0, 4.1, 4.014285714285714)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:04.143799,"(2.1, 2.54, 2.48)","(3.2, 4.0, 3.75)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 590.0, 493.125)","(3.0, 4.1, 4.1000000000000005)","(61.0, 400.0, 290.0)"
11-01-2023 20:11:05.216630,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.9, 3.7857142857142856)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 550.0, 493.125)","(3.0, 4.2, 4.1000000000000005)","(61.0, 400.0, 290.0)"
11-01-2023 20:11:06.258705,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.5961538461538463)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 550.0, 384.54545454545456)","(3.0, 4.2, 4.1000000000000005)","(61.0, 400.0, 290.0)"
11-01-2023 20:11:07.229098,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.5961538461538463)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 550.0, 378.1818181818182)","(3.0, 4.2, 4.1000000000000005)","(61.0, 400.0, 290.0)"
11-01-2023 20:11:08.246956,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.5961538461538463)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 391.6666666666667)","(3.0, 4.2, 4.1000000000000005)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:09.243344,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.5961538461538463)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 391.6666666666667)","(3.0, 4.2, 4.1000000000000005)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:10.250073,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.5961538461538463)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 391.6666666666667)","(3.0, 4.2, 4.1000000000000005)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:11.312019,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.5961538461538463)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 391.6666666666667)","(3.0, 4.2, 4.155555555555556)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:12.414978,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.642857142857143)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 378.1818181818182)","(3.0, 4.2, 4.1049999999999995)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:13.361006,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.642857142857143)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 378.1818181818182)","(3.0, 4.3, 4.1049999999999995)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:14.385877,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.642857142857143)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 378.1818181818182)","(3.0, 4.3, 4.1049999999999995)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:15.447642,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.642857142857143)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 441.1111111111111)","(3.0, 4.3, 4.1049999999999995)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:16.548349,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.642857142857143)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 441.1111111111111)","(3.0, 4.3, 4.1049999999999995)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:17.658206,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.58)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 441.1111111111111)","(3.0, 4.3, 4.15)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:18.608577,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.6, 3.58)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 441.1111111111111)","(3.0, 4.3, 4.15)","(61.0, 400.0, 352.0)"
11-01-2023 20:11:19.652573,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.6, 3.58)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.3, 4.15)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:20.698518,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.6, 3.58)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.3, 4.15)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:21.640394,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.6, 3.598181818181818)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.3, 4.15)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:22.550313,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.6, 3.598181818181818)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.3, 4.15)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:23.478534,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.6, 3.598181818181818)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.3, 4.15)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:24.400247,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.736842105263158)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.3, 4.066666666666666)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:25.350616,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.3, 4.2)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:26.281365,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 362.0)","(3.0, 4.3, 4.2)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:27.181842,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 362.0)","(3.0, 4.3, 4.2)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:28.085902,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 362.0)","(3.0, 4.3, 4.2)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:28.965440,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 362.0)","(3.0, 4.3, 4.2)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:29.928456,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.3, 4.2)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:30.963348,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.3, 4.061538461538461)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:31.886349,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.717741935483871)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.4, 4.066666666666666)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:32.873314,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.717741935483871)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.4, 4.066666666666666)","(61.0, 400.0, 285.0)"
11-01-2023 20:11:33.971502,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.717741935483871)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.4, 4.066666666666666)","(101.0, 400.0, 285.0)"
11-01-2023 20:11:34.950797,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.717741935483871)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.4, 4.066666666666666)","(101.0, 400.0, 285.0)"
11-01-2023 20:11:35.889684,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.717741935483871)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.4, 4.066666666666666)","(101.0, 400.0, 285.0)"
11-01-2023 20:11:36.853456,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.717741935483871)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.4, 4.066666666666666)","(101.0, 400.0, 285.0)"
11-01-2023 20:11:37.809934,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.717741935483871)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.4, 4.233333333333333)","(101.0, 400.0, 285.0)"
11-01-2023 20:11:38.847564,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.4, 4.233333333333333)","(101.0, 400.0, 285.0)"
11-01-2023 20:11:39.814544,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.4, 4.233333333333333)","(101.0, 400.0, 285.0)"
11-01-2023 20:11:40.747088,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 317.5)","(3.0, 4.4, 4.233333333333333)","(101.0, 400.0, 214.0)"
11-01-2023 20:11:41.712116,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.254545454545455)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:42.716244,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.254545454545455)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:43.658713,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.254545454545455)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:44.609263,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:45.608190,"(2.1, 2.54, 2.513333333333333)","(3.2, 3.75, 3.736842105263158)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:46.623511,"(2.1, 2.54, 2.508)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:47.667751,"(2.1, 2.54, 2.508)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:48.638794,"(2.1, 2.54, 2.508)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:49.609026,"(2.1, 2.54, 2.508)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:50.670706,"(2.1, 2.54, 2.508)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:51.794618,"(2.1, 2.54, 2.508)","(3.2, 3.65, 3.63728813559322)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.171428571428572)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:52.845141,"(2.1, 2.54, 2.508)","(3.2, 3.75, 3.736842105263158)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:53.895424,"(2.1, 2.54, 2.508)","(3.2, 3.75, 3.717741935483871)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:54.817648,"(2.1, 2.54, 2.444)","(3.2, 3.75, 3.67)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:55.836557,"(2.1, 2.54, 2.444)","(3.2, 3.75, 3.67)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 275.0)"
11-01-2023 20:11:56.831411,"(2.1, 2.54, 2.444)","(3.2, 3.75, 3.67)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 412.85714285714283)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:57.807485,"(2.1, 2.54, 2.508)","(3.2, 3.75, 3.67)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 412.85714285714283)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 214.0)"
11-01-2023 20:11:58.801979,"(2.1, 2.54, 2.508)","(3.2, 3.75, 3.67)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 412.85714285714283)","(3.0, 4.4, 4.266666666666667)","(101.0, 390.0, 280.0)"
11-01-2023 20:11:59.742890,"(2.1, 2.54, 2.444)","(3.2, 3.65, 3.6205882352941177)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:00.735073,"(2.1, 2.54, 2.444)","(3.2, 3.65, 3.6205882352941177)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:01.709470,"(2.1, 2.54, 2.444)","(3.2, 3.65, 3.6205882352941177)","(41.0, 80.0, 72.5)","(9.0, 27.0, 24.375)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:02.702149,"(2.1, 2.54, 2.433333333333333)","(3.2, 3.65, 3.6205882352941177)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:03.845113,"(2.1, 2.54, 2.433333333333333)","(3.2, 3.65, 3.6205882352941177)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:04.966235,"(2.1, 2.54, 2.433333333333333)","(3.2, 3.65, 3.6205882352941177)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:06.111632,"(2.1, 2.54, 2.433333333333333)","(3.2, 3.65, 3.6205882352941177)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:07.243632,"(2.1, 2.54, 2.433333333333333)","(3.2, 3.85, 3.7)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:08.393971,"(2.1, 2.54, 2.433333333333333)","(3.2, 3.85, 3.7)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:09.434958,"(2.1, 2.54, 2.433333333333333)","(3.2, 3.85, 3.7)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:10.428145,"(2.1, 2.54, 2.433333333333333)","(3.2, 3.85, 3.7)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(101.0, 380.0, 275.0)"
11-01-2023 20:12:11.410884,"(2.1, 2.54, 2.433333333333333)","(3.2, 3.85, 3.7)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.266666666666667)","(71.0, 380.0, 275.0)"
11-01-2023 20:12:12.351621,"(2.1, 2.54, 2.433333333333333)","(3.2, 3.85, 3.7)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.171428571428572)","(71.0, 380.0, 275.0)"
11-01-2023 20:12:13.397918,"(2.1, 2.54, 2.46)","(3.2, 3.9, 3.646153846153846)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.311111111111112)","(71.0, 380.0, 275.0)"
11-01-2023 20:12:14.369454,"(2.1, 2.52, 2.442222222222222)","(3.2, 3.8, 3.646153846153846)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 412.85714285714283)","(3.0, 4.4, 4.311111111111112)","(71.0, 380.0, 275.0)"
11-01-2023 20:12:15.405902,"(2.1, 2.52, 2.442222222222222)","(3.2, 3.8, 3.646153846153846)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.311111111111112)","(71.0, 380.0, 275.0)"
11-01-2023 20:12:16.365657,"(2.1, 2.52, 2.4309090909090907)","(3.2, 3.8, 3.646153846153846)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.311111111111112)","(71.0, 380.0, 275.0)"
11-01-2023 20:12:17.472328,"(2.1, 2.52, 2.4309090909090907)","(3.2, 3.8, 3.646153846153846)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.311111111111112)","(71.0, 380.0, 275.0)"
11-01-2023 20:12:18.488979,"(2.1, 2.52, 2.4309090909090907)","(3.2, 3.8, 3.646153846153846)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.276923076923077)","(71.0, 380.0, 275.0)"
11-01-2023 20:12:19.526785,"(2.1, 2.52, 2.4266666666666667)","(3.2, 3.8, 3.6888888888888887)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.109090909090909)","(71.0, 380.0, 275.0)"
11-01-2023 20:12:20.563873,"(2.1, 2.54, 2.46)","(3.2, 3.8, 3.7423076923076923)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.092307692307692)","(71.0, 380.0, 275.0)"
11-01-2023 20:12:21.653218,"(2.1, 2.54, 2.46)","(3.2, 3.65, 3.6454545454545455)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.092307692307692)","(71.0, 380.0, 270.0)"
11-01-2023 20:12:22.640445,"(2.1, 2.54, 2.486666666666667)","(3.2, 3.65, 3.6454545454545455)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.15)","(71.0, 380.0, 270.0)"
11-01-2023 20:12:23.738135,"(2.1, 2.54, 2.508)","(3.2, 3.65, 3.645)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.15)","(71.0, 380.0, 270.0)"
11-01-2023 20:12:24.771628,"(2.1, 2.52, 2.46)","(3.2, 3.65, 3.645)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.1)","(71.0, 380.0, 270.0)"
11-01-2023 20:12:25.816315,"(2.1, 2.52, 2.46)","(3.2, 3.65, 3.645)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.1)","(71.0, 380.0, 270.0)"
11-01-2023 20:12:26.846818,"(2.1, 2.52, 2.46)","(3.2, 3.65, 3.645)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.08)","(71.0, 380.0, 270.0)"
11-01-2023 20:12:27.920590,"(2.1, 2.52, 2.46)","(3.2, 3.7, 3.6865384615384618)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.12)","(71.0, 380.0, 270.0)"
11-01-2023 20:12:28.945943,"(2.1, 2.52, 2.46)","(3.2, 3.8, 3.7836734693877547)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.12)","(71.0, 380.0, 270.0)"
11-01-2023 20:12:30.006630,"(2.1, 2.52, 2.46)","(3.2, 3.8, 3.795652173913043)","(41.0, 80.0, 72.5)","(9.0, 27.0, 25.0)","(91.0, 540.0, 428.75)","(3.0, 4.4, 4.066666666666666)","(71.0, 380.0, 270.0)"
