,Much More Torque,Rinnero,Bjorn Ironside,Duke Of James,Stratum Chief,Romantic Approach,Taylas One,Uninsurabal,Escaped Prisoner,Iama Princess
09-01-2023 15:18:34.038359,"(3.0, 3.65, 3.575)","(7.5, 10.0, 9.254901960784313)","(12.0, 21.0, 18.75)","(16.0, 48.0, 41.25)","(6.5, 8.0, 7.780952380952381)","(31.0, 38.0, 37.6)","(7.0, 14.0, 13.538461538461538)","(8.0, 11.0, 9.299999999999999)","(41.0, 55.0, 48.5)","(5.0, 6.4, 6.050000000000001)"
09-01-2023 15:18:35.503846,"(3.0, 3.65, 3.6062499999999997)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 18.75)","(16.0, 46.0, 38.4)","(6.5, 8.0, 7.780952380952381)","(31.0, 38.0, 37.6)","(7.0, 14.0, 13.538461538461538)","(8.0, 9.8, 9.299999999999999)","(41.0, 55.0, 48.5)","(5.0, 6.4, 6.050000000000001)"
09-01-2023 15:18:36.988249,"(3.0, 3.65, 3.6062499999999997)","(7.5, 10.0, 9.254901960784313)","(12.0, 21.0, 18.75)","(16.0, 46.0, 32.666666666666664)","(6.5, 8.0, 7.780952380952381)","(31.0, 38.0, 37.6)","(7.0, 14.0, 13.5)","(8.0, 9.8, 10.166666666666666)","(41.0, 55.0, 48.5)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:38.458575,"(3.0, 3.65, 3.6062499999999997)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 18.666666666666668)","(16.0, 44.0, 32.666666666666664)","(6.5, 8.0, 7.780952380952381)","(31.0, 38.0, 37.6)","(7.0, 14.0, 13.5)","(8.0, 11.0, 9.933333333333334)","(41.0, 55.0, 47.142857142857146)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:39.917140,"(3.0, 3.65, 3.6062499999999997)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 18.666666666666668)","(16.0, 44.0, 32.666666666666664)","(6.5, 8.0, 7.780952380952381)","(31.0, 38.0, 37.6)","(7.0, 14.0, 13.5)","(8.0, 11.0, 9.399999999999999)","(41.0, 55.0, 48.4)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:41.390203,"(3.0, 3.65, 3.611111111111111)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 18.9)","(16.0, 44.0, 32.666666666666664)","(6.5, 8.0, 7.780952380952381)","(31.0, 38.0, 37.6)","(7.0, 14.0, 13.5)","(8.0, 11.0, 9.399999999999999)","(41.0, 55.0, 48.4)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:42.838191,"(3.0, 3.65, 3.6149999999999998)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 20.083333333333336)","(16.0, 44.0, 32.666666666666664)","(6.5, 8.0, 7.780952380952381)","(31.0, 38.0, 37.6)","(7.0, 14.0, 13.5)","(8.0, 11.0, 9.933333333333334)","(41.0, 55.0, 50.125)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:44.314246,"(3.0, 3.65, 3.611111111111111)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 20.083333333333336)","(16.0, 44.0, 32.666666666666664)","(6.5, 8.0, 7.780952380952381)","(31.0, 38.0, 39.76744186046512)","(7.0, 14.0, 13.5)","(8.0, 11.0, 9.933333333333334)","(41.0, 55.0, 50.125)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:45.765251,"(3.0, 3.65, 3.638888888888889)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 18.0)","(16.0, 44.0, 32.666666666666664)","(6.5, 8.0, 7.780952380952381)","(31.0, 40.0, 39.791666666666664)","(7.0, 14.0, 13.833333333333334)","(8.0, 11.0, 9.466666666666667)","(41.0, 55.0, 47.666666666666664)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:47.207695,"(3.0, 3.65, 3.641509433962264)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 18.3)","(16.0, 44.0, 32.0)","(6.5, 8.0, 7.780952380952381)","(31.0, 40.0, 39.791666666666664)","(7.0, 14.0, 13.833333333333334)","(8.0, 9.8, 9.3)","(41.0, 55.0, 47.666666666666664)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:48.606198,"(3.0, 3.65, 3.641509433962264)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 18.3)","(16.0, 42.0, 32.0)","(6.5, 8.0, 7.780952380952381)","(31.0, 40.0, 39.791666666666664)","(7.0, 14.0, 13.833333333333334)","(8.0, 9.8, 9.3)","(41.0, 55.0, 47.666666666666664)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:50.045338,"(3.0, 3.65, 3.641509433962264)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 18.3)","(16.0, 42.0, 32.0)","(6.5, 8.0, 7.780952380952381)","(31.0, 40.0, 39.791666666666664)","(7.0, 14.0, 13.833333333333334)","(8.0, 9.8, 9.175)","(41.0, 55.0, 49.22222222222222)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:51.451823,"(3.0, 3.65, 3.6227272727272726)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 18.3)","(16.0, 40.0, 31.333333333333332)","(6.5, 8.0, 7.780952380952381)","(31.0, 40.0, 39.791666666666664)","(7.0, 14.0, 13.833333333333334)","(8.0, 9.8, 9.3)","(41.0, 55.0, 49.22222222222222)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:53.074876,"(3.0, 3.65, 3.6227272727272726)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 18.857142857142858)","(16.0, 40.0, 31.333333333333332)","(6.5, 8.0, 7.780952380952381)","(31.0, 40.0, 39.791666666666664)","(7.0, 14.0, 13.833333333333334)","(8.0, 9.8, 9.3)","(41.0, 55.0, 49.22222222222222)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:54.654593,"(3.0, 3.7, 3.583333333333333)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 19.846153846153847)","(16.0, 40.0, 31.333333333333332)","(6.5, 8.0, 7.780952380952381)","(31.0, 40.0, 39.791666666666664)","(7.0, 14.0, 13.833333333333334)","(8.0, 9.8, 9.3)","(41.0, 55.0, 49.22222222222222)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:56.316703,"(3.0, 3.7, 3.583333333333333)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 19.846153846153847)","(16.0, 40.0, 31.333333333333332)","(6.5, 8.0, 7.780952380952381)","(31.0, 40.0, 39.791666666666664)","(7.0, 14.0, 13.833333333333334)","(8.0, 9.8, 9.75)","(41.0, 55.0, 49.22222222222222)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:57.857753,"(3.0, 3.7, 3.583333333333333)","(7.5, 10.0, 9.276190476190475)","(12.0, 21.0, 19.071428571428573)","(16.0, 40.0, 31.333333333333332)","(6.5, 8.0, 7.780952380952381)","(31.0, 40.0, 33.15)","(7.0, 14.0, 13.833333333333334)","(8.0, 9.8, 9.299999999999999)","(41.0, 55.0, 49.22222222222222)","(5.0, 6.4, 6.12)"
09-01-2023 15:18:59.388361,"(3.0, 3.7, 3.579032258064516)","(7.5, 10.0, 9.10377358490566)","(12.0, 21.0, 19.071428571428573)","(16.0, 40.0, 31.333333333333332)","(6.5, 8.0, 7.780952380952381)","(31.0, 34.0, 33.04545454545455)","(7.0, 14.0, 14.722222222222221)","(8.0, 9.8, 9.299999999999999)","(41.0, 55.0, 49.22222222222222)","(5.0, 6.4, 6.166666666666667)"
09-01-2023 15:19:00.749408,"(3.0, 3.7, 3.576470588235294)","(7.5, 10.0, 9.51764705882353)","(12.0, 21.0, 19.071428571428573)","(16.0, 40.0, 31.333333333333332)","(6.5, 8.0, 7.780952380952381)","(31.0, 34.0, 33.04545454545455)","(7.0, 15.0, 14.722222222222221)","(8.0, 9.8, 9.3)","(41.0, 55.0, 49.22222222222222)","(5.0, 6.4, 6.166666666666667)"
09-01-2023 15:19:02.194678,"(3.0, 3.7, 3.6222222222222222)","(7.5, 9.8, 9.51764705882353)","(12.0, 21.0, 18.6)","(16.0, 40.0, 31.333333333333332)","(6.5, 8.0, 7.780952380952381)","(31.0, 34.0, 33.04545454545455)","(7.0, 15.0, 14.722222222222221)","(8.0, 9.8, 9.3)","(41.0, 55.0, 47.666666666666664)","(5.0, 6.4, 6.271428571428571)"
09-01-2023 15:19:03.597088,"(3.0, 3.7, 3.6222222222222222)","(7.5, 9.8, 9.51764705882353)","(12.0, 21.0, 18.6)","(16.0, 40.0, 36.45454545454545)","(6.5, 8.0, 7.780952380952381)","(31.0, 34.0, 33.04545454545455)","(7.0, 15.0, 14.722222222222221)","(8.0, 9.8, 9.3)","(41.0, 55.0, 47.666666666666664)","(5.0, 6.4, 6.271428571428571)"
09-01-2023 15:19:05.287785,"(3.0, 3.7, 3.6242424242424245)","(7.5, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(16.0, 40.0, 36.45454545454545)","(6.5, 8.0, 7.671186440677966)","(31.0, 34.0, 32.92307692307692)","(7.0, 15.0, 14.875)","(8.0, 9.8, 9.3)","(41.0, 55.0, 49.85714285714286)","(5.0, 6.4, 5.890322580645162)"
09-01-2023 15:19:07.018478,"(3.0, 3.7, 3.6222222222222222)","(7.5, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(16.0, 40.0, 42.27272727272727)","(6.5, 7.8, 7.671186440677966)","(31.0, 34.0, 32.92307692307692)","(7.0, 15.0, 14.875)","(8.0, 9.8, 9.3)","(41.0, 70.0, 60.4)","(5.0, 6.2, 5.825)"
09-01-2023 15:19:08.689215,"(3.0, 3.7, 3.6222222222222222)","(7.5, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(16.0, 48.0, 40.85714285714286)","(6.5, 7.8, 7.666666666666667)","(31.0, 34.0, 32.92307692307692)","(7.0, 15.0, 14.722222222222221)","(8.0, 9.8, 9.75)","(41.0, 70.0, 60.4)","(5.0, 6.2, 5.825)"
09-01-2023 15:19:10.356748,"(3.0, 3.7, 3.6533333333333333)","(7.5, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(16.0, 46.0, 38.0)","(6.5, 7.8, 7.692857142857143)","(31.0, 34.0, 32.92307692307692)","(7.0, 15.0, 14.722222222222221)","(8.0, 11.0, 9.466666666666667)","(41.0, 70.0, 60.4)","(5.0, 6.2, 5.825)"
09-01-2023 15:19:11.962893,"(3.0, 3.7, 3.6533333333333333)","(7.5, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(16.0, 44.0, 38.0)","(6.5, 7.8, 7.692857142857143)","(31.0, 34.0, 32.92307692307692)","(7.0, 15.0, 14.722222222222221)","(8.0, 9.8, 9.466666666666667)","(41.0, 70.0, 60.4)","(5.0, 6.2, 5.857142857142858)"
09-01-2023 15:19:13.420002,"(3.0, 3.7, 3.6533333333333333)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 44.0, 38.0)","(6.5, 7.8, 7.692857142857143)","(31.0, 34.0, 31.798165137614678)","(7.0, 15.0, 14.722222222222221)","(8.5, 9.8, 9.285714285714285)","(51.0, 70.0, 60.4)","(5.5, 6.2, 5.857142857142858)"
09-01-2023 15:19:14.916627,"(3.0, 3.7, 3.6533333333333333)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 44.0, 38.0)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 31.75)","(7.0, 15.0, 14.722222222222221)","(8.5, 9.8, 9.628571428571428)","(51.0, 70.0, 60.4)","(5.5, 6.2, 5.825)"
09-01-2023 15:19:16.341141,"(3.0, 3.7, 3.6537037037037035)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 44.0, 38.0)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 31.375)","(7.0, 15.0, 14.722222222222221)","(8.5, 9.8, 9.628571428571428)","(51.0, 70.0, 65.2)","(5.5, 6.2, 5.825)"
09-01-2023 15:19:17.810697,"(3.0, 3.7, 3.6533333333333333)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 44.0, 38.0)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 30.75)","(7.0, 15.0, 14.722222222222221)","(8.5, 9.8, 9.628571428571428)","(51.0, 70.0, 65.2)","(5.5, 6.2, 5.857142857142858)"
09-01-2023 15:19:19.206471,"(3.0, 3.7, 3.6537037037037035)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 44.0, 39.42857142857143)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 29.954545454545453)","(7.0, 15.0, 14.722222222222221)","(8.5, 9.8, 9.628571428571428)","(51.0, 70.0, 65.2)","(5.5, 6.2, 5.857142857142858)"
09-01-2023 15:19:20.617415,"(3.0, 3.7, 3.6533333333333333)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 44.0, 39.42857142857143)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 29.954545454545453)","(7.0, 15.0, 14.722222222222221)","(8.5, 9.8, 9.628571428571428)","(51.0, 70.0, 65.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:21.945168,"(3.0, 3.7, 3.6533333333333333)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 44.0, 38.0)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 29.954545454545453)","(7.0, 15.0, 14.25)","(8.5, 9.8, 9.725000000000001)","(51.0, 70.0, 61.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:23.292412,"(3.0, 3.7, 3.6533333333333333)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 42.0, 36.57142857142857)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 29.954545454545453)","(7.0, 15.5, 14.5)","(8.5, 9.8, 9.55)","(51.0, 65.0, 61.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:24.701525,"(3.0, 3.7, 3.6537037037037035)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 29.954545454545453)","(7.0, 15.5, 14.5)","(8.5, 9.8, 9.55)","(51.0, 65.0, 57.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:26.067923,"(3.0, 3.7, 3.6537037037037035)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 29.954545454545453)","(7.0, 15.5, 14.7)","(8.5, 9.8, 9.6)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:27.502673,"(3.0, 3.7, 3.6537037037037035)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 29.954545454545453)","(7.0, 15.5, 14.7)","(8.5, 9.8, 9.6)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:28.814909,"(3.0, 3.7, 3.6537037037037035)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 29.954545454545453)","(7.0, 15.5, 14.7)","(8.5, 9.8, 9.6)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:30.132066,"(3.0, 3.7, 3.6537037037037035)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 29.954545454545453)","(7.0, 15.5, 14.7)","(8.5, 9.8, 9.6)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:31.428028,"(3.0, 3.7, 3.6537037037037035)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 29.954545454545453)","(7.0, 15.5, 14.7)","(8.5, 9.8, 9.6)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:32.641800,"(3.0, 3.7, 3.6537037037037035)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 31.1)","(7.0, 15.5, 14.7)","(8.5, 9.8, 9.425)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:33.942911,"(3.0, 3.7, 3.6537037037037035)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.692857142857143)","(31.0, 32.0, 30.75)","(7.0, 15.5, 14.7)","(8.5, 9.8, 9.76923076923077)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.814285714285714)"
09-01-2023 15:19:35.178302,"(3.0, 3.7, 3.6514925373134326)","(8.0, 9.8, 9.51764705882353)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.546666666666667)","(31.0, 32.0, 30.75)","(7.0, 15.5, 13.5)","(8.5, 11.0, 9.4)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.8352941176470585)"
09-01-2023 15:19:36.441782,"(3.0, 3.7, 3.6514925373134326)","(8.0, 9.8, 9.56)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.546666666666667)","(31.0, 32.0, 30.75)","(7.0, 15.5, 13.884615384615385)","(8.5, 9.8, 8.733333333333333)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.8352941176470585)"
09-01-2023 15:19:37.747856,"(3.0, 3.7, 3.654861111111111)","(8.0, 9.8, 9.56)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.57142857142857)","(6.5, 7.8, 7.594594594594595)","(31.0, 32.0, 30.75)","(7.0, 15.5, 13.884615384615385)","(8.5, 9.8, 9.266666666666666)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.8352941176470585)"
09-01-2023 15:19:39.088699,"(3.0, 3.7, 3.6531249999999997)","(8.0, 9.8, 9.65)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.857142857142854)","(6.5, 7.8, 7.56969696969697)","(31.0, 32.0, 30.75)","(7.0, 15.5, 13.5)","(8.5, 9.8, 9.266666666666666)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.75)"
09-01-2023 15:19:40.392937,"(3.0, 3.7, 3.6531249999999997)","(8.0, 9.8, 9.65)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.857142857142854)","(6.5, 7.8, 7.56969696969697)","(26.0, 32.0, 30.75)","(7.0, 15.0, 13.5)","(8.5, 9.8, 9.266666666666666)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.75)"
09-01-2023 15:19:41.768585,"(3.0, 3.7, 3.6531249999999997)","(8.0, 9.8, 9.65)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 36.857142857142854)","(6.5, 7.8, 7.56969696969697)","(26.0, 32.0, 30.75)","(7.0, 15.0, 13.5)","(8.5, 9.8, 9.266666666666666)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.75)"
09-01-2023 15:19:43.253590,"(3.0, 3.7, 3.6531249999999997)","(8.0, 9.8, 9.56)","(12.0, 21.0, 20.18181818181818)","(17.0, 40.0, 42.0)","(6.5, 7.8, 7.56969696969697)","(26.0, 32.0, 31.11764705882353)","(7.0, 15.0, 12.9)","(8.5, 9.8, 9.863157894736842)","(51.0, 60.0, 54.61538461538461)","(5.5, 6.2, 5.7441176470588236)"
09-01-2023 15:19:44.550866,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.56)","(12.0, 21.0, 20.18181818181818)","(17.0, 48.0, 38.0)","(6.5, 7.8, 7.56969696969697)","(26.0, 32.0, 29.14814814814815)","(7.0, 15.0, 12.9)","(8.5, 11.0, 10.183333333333334)","(51.0, 60.0, 54.61538461538461)","(5.5, 6.2, 5.7441176470588236)"
09-01-2023 15:19:45.943659,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.56)","(12.0, 21.0, 20.0625)","(17.0, 44.0, 39.333333333333336)","(6.5, 7.8, 7.56969696969697)","(26.0, 30.0, 29.55)","(7.0, 15.0, 12.9)","(8.5, 10.5, 9.7875)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.7441176470588236)"
09-01-2023 15:19:47.271256,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.56)","(12.0, 21.0, 20.0625)","(17.0, 44.0, 39.333333333333336)","(6.5, 7.8, 7.56969696969697)","(26.0, 30.0, 29.4)","(7.0, 15.0, 12.9)","(8.5, 10.5, 9.042857142857143)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.7441176470588236)"
09-01-2023 15:19:48.635534,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.56)","(12.0, 21.0, 20.0625)","(17.0, 44.0, 39.42857142857143)","(6.5, 7.8, 7.56969696969697)","(26.0, 30.0, 29.4)","(7.0, 15.0, 12.692307692307692)","(8.5, 10.5, 9.7875)","(51.0, 60.0, 57.2)","(5.5, 6.2, 5.7441176470588236)"
09-01-2023 15:19:50.058262,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.56)","(12.0, 21.0, 19.0)","(17.0, 44.0, 39.42857142857143)","(6.5, 7.8, 7.711111111111111)","(26.0, 30.0, 29.4)","(7.0, 15.0, 12.692307692307692)","(8.5, 10.5, 10.047619047619047)","(51.0, 60.0, 53.0)","(5.5, 6.2, 5.8500000000000005)"
09-01-2023 15:19:51.485912,"(3.0, 3.7, 3.6539473684210524)","(8.0, 9.8, 9.56)","(12.0, 21.0, 18.75)","(17.0, 44.0, 39.42857142857143)","(6.5, 7.8, 7.711111111111111)","(26.0, 30.0, 29.4)","(7.0, 15.0, 13.214285714285714)","(8.5, 10.5, 9.65)","(51.0, 60.0, 54.857142857142854)","(5.5, 6.2, 6.15)"
09-01-2023 15:19:52.853433,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.430769230769231)","(12.0, 21.0, 18.75)","(17.0, 44.0, 39.42857142857143)","(6.5, 7.8, 7.711111111111111)","(26.0, 30.0, 29.4)","(7.0, 15.0, 13.214285714285714)","(8.5, 10.5, 9.25)","(51.0, 60.0, 62.666666666666664)","(5.5, 6.4, 6.042857142857144)"
09-01-2023 15:19:54.202467,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.430769230769231)","(12.0, 21.0, 18.0)","(17.0, 44.0, 39.42857142857143)","(6.5, 7.8, 7.711111111111111)","(26.0, 30.0, 29.4)","(7.0, 15.0, 12.916666666666666)","(8.5, 10.5, 9.375)","(51.0, 70.0, 59.0)","(5.5, 6.4, 6.042857142857144)"
09-01-2023 15:19:55.566587,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.430769230769231)","(12.0, 21.0, 19.0)","(17.0, 44.0, 39.42857142857143)","(6.5, 7.8, 7.711111111111111)","(26.0, 30.0, 29.4)","(7.0, 15.0, 13.518518518518519)","(8.5, 10.5, 10.214285714285715)","(51.0, 70.0, 63.14285714285714)","(5.5, 6.4, 6.042857142857144)"
09-01-2023 15:19:56.915901,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.430769230769231)","(12.0, 21.0, 19.0)","(17.0, 44.0, 39.66666666666667)","(6.5, 7.8, 7.711111111111111)","(26.0, 30.0, 29.4)","(7.0, 15.0, 13.704545454545455)","(8.5, 11.0, 9.964705882352941)","(51.0, 70.0, 59.57142857142857)","(5.5, 6.4, 6.042857142857144)"
09-01-2023 15:19:58.296882,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.430769230769231)","(12.0, 21.0, 19.0)","(17.0, 42.0, 38.0)","(6.5, 7.8, 7.711111111111111)","(26.0, 30.0, 29.4)","(7.0, 14.5, 13.704545454545455)","(8.5, 11.0, 9.222222222222221)","(51.0, 65.0, 56.0)","(5.5, 6.4, 6.042857142857144)"
09-01-2023 15:19:59.653385,"(3.0, 3.7, 3.650934579439252)","(8.0, 9.8, 9.430769230769231)","(12.0, 21.0, 18.75)","(17.0, 40.0, 38.0)","(6.5, 7.8, 7.711111111111111)","(26.0, 30.0, 29.4)","(7.0, 14.5, 13.704545454545455)","(8.5, 11.0, 10.125)","(51.0, 60.0, 56.0)","(5.5, 6.4, 6.2250000000000005)"
09-01-2023 15:20:01.123471,"(3.0, 3.7, 3.65)","(8.0, 9.8, 9.430769230769231)","(12.0, 21.0, 18.75)","(17.0, 40.0, 36.857142857142854)","(6.5, 7.8, 7.622222222222223)","(21.0, 30.0, 29.4)","(7.0, 14.5, 12.88888888888889)","(8.5, 10.5, 10.071428571428571)","(51.0, 60.0, 59.333333333333336)","(5.5, 6.4, 6.2250000000000005)"
09-01-2023 15:20:02.692178,"(3.0, 3.65, 3.6233333333333335)","(8.0, 9.8, 9.56)","(12.0, 21.0, 18.75)","(17.0, 40.0, 36.857142857142854)","(6.5, 7.8, 7.622222222222223)","(21.0, 30.0, 29.4)","(7.0, 14.0, 12.7)","(8.5, 10.5, 9.75)","(51.0, 65.0, 62.57142857142857)","(5.5, 6.4, 6.2250000000000005)"
09-01-2023 15:20:04.162607,"(3.0, 3.65, 3.6029411764705883)","(8.0, 9.8, 9.4)","(12.0, 21.0, 18.5)","(17.0, 40.0, 36.857142857142854)","(6.5, 7.8, 7.622222222222223)","(21.0, 30.0, 29.666666666666668)","(7.0, 14.0, 12.7)","(8.5, 11.0, 10.125)","(51.0, 65.0, 62.57142857142857)","(5.5, 6.4, 6.2250000000000005)"
09-01-2023 15:20:05.633402,"(3.0, 3.65, 3.6029411764705883)","(8.0, 9.8, 9.266666666666667)","(12.0, 20.0, 18.25)","(17.0, 40.0, 33.333333333333336)","(6.5, 7.8, 7.622222222222223)","(21.0, 30.0, 29.666666666666668)","(7.0, 14.0, 12.545454545454545)","(8.5, 10.5, 10.125)","(51.0, 65.0, 61.6)","(5.5, 6.4, 6.25)"
09-01-2023 15:20:07.348411,"(3.0, 3.65, 3.6029411764705883)","(8.0, 9.8, 9.41904761904762)","(12.0, 20.0, 18.25)","(17.0, 40.0, 33.333333333333336)","(6.5, 7.8, 7.622222222222223)","(21.0, 30.0, 29.666666666666668)","(7.0, 14.0, 13.023809523809524)","(8.0, 10.5, 10.066666666666666)","(51.0, 65.0, 61.6)","(5.5, 6.4, 6.25)"
09-01-2023 15:20:08.920810,"(3.1, 3.65, 3.6029411764705883)","(8.0, 9.8, 9.41904761904762)","(12.0, 20.0, 18.25)","(17.0, 40.0, 33.333333333333336)","(6.5, 7.8, 7.622222222222223)","(21.0, 30.0, 28.51851851851852)","(7.0, 13.5, 12.770833333333334)","(8.0, 10.5, 9.971428571428572)","(51.0, 65.0, 61.6)","(5.5, 6.4, 6.166666666666667)"
