,Much More Torque,Rinnero,Bjorn Ironside,Duke Of James,Stratum Chief,Romantic Approach,Taylas One,Uninsurabal,Escaped Prisoner,Iama Princess
09-01-2023 15:14:15.588201,"(3.0, 3.6, 3.33)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 23.375)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 55.0, 45.25)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.9625)"
09-01-2023 15:14:16.919126,"(3.0, 3.6, 3.33)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 55.0, 45.25)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.9625)"
09-01-2023 15:14:18.181922,"(3.0, 3.6, 3.33)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 55.0, 45.25)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.9625)"
09-01-2023 15:14:19.457619,"(3.0, 3.6, 3.33)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 55.0, 45.25)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.9625)"
09-01-2023 15:14:20.693600,"(3.0, 3.6, 3.33)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 55.0, 57.6)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.9625)"
09-01-2023 15:14:21.968090,"(3.0, 3.6, 3.33)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 120.0, 55.6)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.779310344827586)"
09-01-2023 15:14:23.169519,"(3.0, 3.6, 3.33)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 110.0, 55.6)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.696875)"
09-01-2023 15:14:24.357148,"(3.0, 3.6, 3.33)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 110.0, 55.6)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.696875)"
09-01-2023 15:14:25.631165,"(3.0, 3.55, 3.302380952380952)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 110.0, 55.6)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.696875)"
09-01-2023 15:14:26.904178,"(3.0, 3.5, 3.314705882352941)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 110.0, 55.6)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.696875)"
09-01-2023 15:14:28.230285,"(3.0, 3.5, 3.29)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 110.0, 55.6)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.263636363636364)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.696875)"
09-01-2023 15:14:29.543120,"(3.0, 3.5, 3.29)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 110.0, 55.6)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.366666666666667)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.696875)"
09-01-2023 15:14:30.834247,"(3.0, 3.5, 3.29)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 110.0, 53.333333333333336)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.5)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.696875)"
09-01-2023 15:14:32.066494,"(3.0, 3.5, 3.29)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 110.0, 53.333333333333336)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.5)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.696875)"
09-01-2023 15:14:33.328287,"(3.0, 3.5, 3.29)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.8)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 110.0, 53.333333333333336)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.5)","(41.0, 95.0, 79.85714285714286)","(5.0, 7.6, 6.696875)"
09-01-2023 15:14:34.642470,"(3.0, 3.5, 3.29)","(7.5, 11.0, 9.399999999999999)","(12.0, 26.0, 21.625)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 8.556521739130435)","(31.0, 110.0, 68.5)","(7.0, 12.0, 11.266666666666667)","(8.0, 10.5, 9.5)","(41.0, 95.0, 76.28571428571428)","(5.0, 7.6, 6.696875)"
09-01-2023 15:14:35.923692,"(3.0, 3.5, 3.29)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.8, 7.95593220338983)","(31.0, 95.0, 53.0)","(7.0, 12.0, 11.357142857142858)","(8.0, 10.5, 9.428571428571429)","(41.0, 90.0, 74.0)","(5.0, 7.6, 6.128)"
09-01-2023 15:14:37.161169,"(3.0, 3.5, 3.2750000000000004)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 75.0, 53.0)","(7.0, 12.0, 11.357142857142858)","(8.0, 10.5, 9.690476190476192)","(41.0, 90.0, 74.0)","(5.0, 6.8, 6.2)"
09-01-2023 15:14:38.462913,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 75.0, 53.0)","(7.0, 12.0, 11.357142857142858)","(8.0, 10.5, 9.690476190476192)","(41.0, 90.0, 74.0)","(5.0, 6.8, 6.266666666666667)"
09-01-2023 15:14:39.656678,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 75.0, 53.0)","(7.0, 12.0, 11.571428571428571)","(8.0, 10.5, 9.36774193548387)","(41.0, 90.0, 74.0)","(5.0, 6.8, 6.266666666666667)"
09-01-2023 15:14:40.890895,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.929032258064516)","(31.0, 75.0, 53.0)","(7.0, 12.0, 11.571428571428571)","(8.0, 10.0, 9.16923076923077)","(41.0, 85.0, 71.0)","(5.0, 6.8, 6.266666666666667)"
09-01-2023 15:14:42.046822,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 75.0, 53.0)","(7.0, 12.0, 11.571428571428571)","(8.0, 10.0, 9.325000000000001)","(41.0, 85.0, 71.0)","(5.0, 6.8, 6.266666666666667)"
09-01-2023 15:14:43.193607,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 75.0, 53.0)","(7.0, 12.0, 11.571428571428571)","(8.0, 10.0, 9.325000000000001)","(41.0, 85.0, 71.0)","(5.0, 6.8, 6.266666666666667)"
09-01-2023 15:14:44.375205,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 75.0, 53.0)","(7.0, 12.0, 11.571428571428571)","(8.0, 10.0, 9.325000000000001)","(41.0, 85.0, 71.0)","(5.0, 6.8, 6.266666666666667)"
09-01-2023 15:14:45.566576,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 75.0, 53.0)","(7.0, 12.0, 11.571428571428571)","(8.0, 10.0, 9.325000000000001)","(41.0, 85.0, 71.0)","(5.0, 6.8, 6.266666666666667)"
09-01-2023 15:14:46.763261,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 75.0, 53.0)","(7.0, 12.0, 11.571428571428571)","(8.0, 10.0, 9.46)","(41.0, 85.0, 71.0)","(5.0, 6.8, 6.266666666666667)"
09-01-2023 15:14:47.977059,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 75.0, 53.0)","(7.0, 12.0, 11.571428571428571)","(8.0, 10.0, 9.46)","(41.0, 85.0, 71.0)","(5.0, 6.8, 6.044444444444444)"
09-01-2023 15:14:49.212871,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 75.0, 51.333333333333336)","(7.0, 12.0, 11.571428571428571)","(8.0, 10.0, 9.46)","(41.0, 85.0, 71.0)","(5.0, 6.8, 6.044444444444444)"
09-01-2023 15:14:50.528776,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 70.0, 51.333333333333336)","(7.0, 12.0, 13.4)","(8.0, 10.0, 9.46)","(41.0, 85.0, 71.0)","(5.0, 6.8, 6.0588235294117645)"
09-01-2023 15:14:51.813202,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 26.0, 22.923076923076923)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 70.0, 51.333333333333336)","(7.0, 14.0, 13.4)","(8.0, 10.0, 9.46)","(41.0, 85.0, 71.0)","(5.0, 6.8, 6.0588235294117645)"
09-01-2023 15:14:53.159983,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 25.0, 22.307692307692307)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 70.0, 51.333333333333336)","(7.0, 14.0, 13.4)","(8.0, 10.0, 9.46)","(41.0, 130.0, 98.0)","(5.0, 6.8, 5.975)"
09-01-2023 15:14:54.495410,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 25.0, 22.307692307692307)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 70.0, 51.333333333333336)","(7.0, 14.0, 13.4)","(8.0, 10.0, 9.46)","(41.0, 130.0, 98.0)","(5.0, 6.8, 5.975)"
09-01-2023 15:14:55.768776,"(3.0, 3.5, 3.303125)","(7.5, 11.0, 9.892307692307693)","(12.0, 25.0, 21.692307692307693)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.942857142857142)","(31.0, 70.0, 51.333333333333336)","(7.0, 14.0, 12.76923076923077)","(8.0, 10.0, 9.100000000000001)","(41.0, 130.0, 86.0)","(5.0, 6.8, 5.8375)"
09-01-2023 15:14:57.014081,"(3.0, 3.5, 3.223076923076923)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 21.692307692307693)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.942857142857142)","(31.0, 70.0, 51.333333333333336)","(7.0, 14.0, 11.2)","(8.0, 10.0, 9.325000000000001)","(41.0, 110.0, 73.33333333333333)","(5.0, 6.8, 5.8375)"
09-01-2023 15:14:58.332519,"(3.0, 3.5, 3.223076923076923)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 21.692307692307693)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.942857142857142)","(31.0, 70.0, 51.333333333333336)","(7.0, 14.0, 12.222222222222221)","(8.0, 10.0, 9.871428571428572)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.8, 5.8375)"
09-01-2023 15:14:59.563137,"(3.0, 3.5, 3.288235294117647)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 21.692307692307693)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.942857142857142)","(31.0, 70.0, 51.333333333333336)","(7.0, 14.0, 12.222222222222221)","(8.0, 10.0, 9.446153846153846)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.8, 5.8375)"
09-01-2023 15:15:00.791772,"(3.0, 3.5, 3.2)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 21.692307692307693)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 70.0, 49.0)","(7.0, 14.0, 12.9)","(8.0, 10.0, 9.142857142857142)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.8, 5.975)"
09-01-2023 15:15:02.067087,"(3.0, 3.5, 3.2576923076923077)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 21.692307692307693)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 70.0, 49.0)","(7.0, 13.5, 12.11111111111111)","(8.0, 10.0, 9.446153846153846)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.8, 5.975)"
09-01-2023 15:15:03.356441,"(3.0, 3.5, 3.314705882352941)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 21.692307692307693)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.95593220338983)","(31.0, 70.0, 49.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.0, 9.446153846153846)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.8, 5.975)"
09-01-2023 15:15:04.551662,"(3.0, 3.5, 3.314705882352941)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.75)","(31.0, 70.0, 49.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.0, 9.446153846153846)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.8, 6.0125)"
09-01-2023 15:15:05.732312,"(3.0, 3.5, 3.314705882352941)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.75)","(31.0, 70.0, 49.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.0, 9.142857142857142)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.8, 6.0125)"
09-01-2023 15:15:06.906514,"(3.0, 3.5, 3.314705882352941)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.75)","(31.0, 70.0, 49.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.0, 9.142857142857142)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.8, 6.0125)"
09-01-2023 15:15:08.077608,"(3.0, 3.5, 3.314705882352941)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.75)","(31.0, 70.0, 49.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.0, 9.375)","(41.0, 120.0, 73.33333333333333)","(5.0, 6.8, 6.0125)"
09-01-2023 15:15:09.266415,"(3.0, 3.5, 3.29)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 48.599999999999994)","(6.5, 8.2, 7.75)","(31.0, 70.0, 49.666666666666664)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.5, 9.65)","(41.0, 120.0, 86.0)","(5.0, 6.8, 6.0125)"
09-01-2023 15:15:10.467467,"(3.0, 3.5, 3.29)","(7.5, 11.0, 9.399999999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 40.4)","(6.5, 8.2, 7.75)","(31.0, 65.0, 51.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.5, 9.563636363636364)","(41.0, 110.0, 80.0)","(5.0, 6.8, 6.1)"
09-01-2023 15:15:11.657170,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.362499999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 41.0)","(6.5, 8.2, 7.75)","(31.0, 60.0, 51.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.0, 9.563636363636364)","(41.0, 110.0, 80.0)","(5.0, 6.8, 6.1)"
09-01-2023 15:15:12.808180,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.362499999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 41.0)","(6.5, 8.2, 7.627272727272727)","(31.0, 60.0, 51.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.0, 9.100000000000001)","(41.0, 110.0, 80.0)","(5.0, 6.8, 6.1)"
09-01-2023 15:15:14.049720,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.362499999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 41.0)","(6.5, 8.2, 7.627272727272727)","(31.0, 60.0, 51.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.0, 9.100000000000001)","(41.0, 110.0, 80.0)","(5.0, 6.8, 6.0125)"
09-01-2023 15:15:15.304746,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.362499999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 41.0)","(6.5, 8.2, 7.627272727272727)","(31.0, 60.0, 51.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.0, 9.045454545454545)","(41.0, 110.0, 80.0)","(5.0, 6.8, 6.0125)"
09-01-2023 15:15:16.612674,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.362499999999999)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 41.0)","(6.5, 8.2, 7.627272727272727)","(31.0, 60.0, 51.0)","(7.0, 13.5, 11.76923076923077)","(8.0, 10.0, 9.045454545454545)","(41.0, 110.0, 80.0)","(5.0, 6.8, 6.220689655172413)"
09-01-2023 15:15:17.916900,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.545454545454545)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 41.0)","(6.5, 8.2, 7.627272727272727)","(31.0, 60.0, 51.0)","(7.0, 13.5, 12.428571428571429)","(8.0, 10.0, 9.100000000000001)","(41.0, 110.0, 80.0)","(5.0, 6.8, 6.220689655172413)"
09-01-2023 15:15:19.180316,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.545454545454545)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 41.0)","(6.5, 8.2, 7.627272727272727)","(31.0, 60.0, 51.0)","(7.0, 13.5, 12.75)","(8.0, 10.0, 9.100000000000001)","(41.0, 110.0, 80.0)","(5.0, 6.8, 6.220689655172413)"
09-01-2023 15:15:20.400247,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.545454545454545)","(12.0, 24.0, 19.416666666666668)","(16.0, 65.0, 41.0)","(6.5, 8.2, 7.627272727272727)","(31.0, 60.0, 51.0)","(7.0, 13.5, 12.75)","(8.0, 10.0, 9.100000000000001)","(41.0, 110.0, 80.0)","(5.0, 6.8, 6.220689655172413)"
09-01-2023 15:15:21.600002,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.882352941176471)","(12.0, 24.0, 21.642857142857142)","(16.0, 65.0, 42.2)","(6.5, 8.2, 7.627272727272727)","(31.0, 60.0, 51.0)","(7.0, 13.5, 13.0)","(8.0, 10.0, 9.100000000000001)","(41.0, 110.0, 86.0)","(5.0, 6.8, 6.220689655172413)"
09-01-2023 15:15:22.835908,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.882352941176471)","(12.0, 24.0, 21.642857142857142)","(16.0, 65.0, 42.2)","(6.5, 8.2, 7.627272727272727)","(31.0, 60.0, 51.0)","(7.0, 13.5, 13.0)","(8.0, 10.0, 9.100000000000001)","(41.0, 110.0, 86.0)","(5.0, 6.8, 6.220689655172413)"
09-01-2023 15:15:24.076524,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.882352941176471)","(12.0, 24.0, 21.642857142857142)","(16.0, 65.0, 42.2)","(6.5, 8.2, 7.75)","(31.0, 60.0, 51.0)","(7.0, 13.5, 13.0)","(8.0, 10.0, 9.045454545454545)","(41.0, 110.0, 66.0)","(5.0, 6.8, 6.628571428571428)"
09-01-2023 15:15:25.305440,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.882352941176471)","(12.0, 24.0, 21.642857142857142)","(16.0, 65.0, 46.0)","(6.5, 8.2, 8.146666666666667)","(31.0, 60.0, 51.0)","(7.0, 13.5, 13.0)","(8.0, 10.0, 9.045454545454545)","(41.0, 110.0, 66.0)","(5.0, 6.8, 6.62)"
09-01-2023 15:15:26.660122,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.882352941176471)","(12.0, 24.0, 20.5)","(16.0, 65.0, 46.0)","(6.5, 8.2, 8.146666666666667)","(31.0, 60.0, 64.66666666666667)","(7.0, 13.5, 13.0)","(8.0, 10.0, 9.100000000000001)","(41.0, 110.0, 66.0)","(5.0, 6.8, 6.62)"
09-01-2023 15:15:27.983298,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.882352941176471)","(12.0, 23.0, 20.5)","(16.0, 65.0, 46.0)","(6.5, 8.2, 7.999999999999999)","(31.0, 110.0, 59.66666666666667)","(7.0, 13.5, 13.0)","(8.0, 10.0, 9.187096774193549)","(41.0, 110.0, 66.0)","(5.0, 6.8, 6.62)"
09-01-2023 15:15:29.318014,"(3.0, 3.5, 3.317391304347826)","(7.5, 10.5, 9.882352941176471)","(12.0, 23.0, 20.5)","(16.0, 65.0, 46.0)","(6.5, 8.2, 7.999999999999999)","(31.0, 95.0, 55.714285714285715)","(7.0, 13.5, 13.0)","(8.0, 10.0, 9.187096774193549)","(41.0, 110.0, 66.0)","(5.0, 6.8, 6.62)"
09-01-2023 15:15:30.531569,"(3.0, 3.5, 3.317391304347826)","(7.5, 10.5, 9.882352941176471)","(12.0, 23.0, 18.0)","(16.0, 65.0, 46.0)","(6.5, 8.2, 7.999999999999999)","(31.0, 90.0, 63.5)","(7.0, 13.5, 13.0)","(8.0, 10.0, 9.187096774193549)","(41.0, 110.0, 66.0)","(5.0, 6.8, 6.62)"
09-01-2023 15:15:31.717818,"(3.0, 3.5, 3.317391304347826)","(7.5, 10.5, 9.882352941176471)","(12.0, 23.0, 18.0)","(16.0, 65.0, 46.0)","(6.5, 8.2, 7.999999999999999)","(31.0, 85.0, 54.285714285714285)","(7.0, 13.5, 13.0)","(8.0, 10.0, 9.187096774193549)","(41.0, 110.0, 66.0)","(5.0, 6.8, 6.62)"
09-01-2023 15:15:32.927283,"(3.0, 3.5, 3.2750000000000004)","(7.5, 10.5, 9.882352941176471)","(12.0, 22.0, 20.058823529411764)","(16.0, 65.0, 46.0)","(6.5, 8.2, 7.999999999999999)","(31.0, 85.0, 54.285714285714285)","(7.0, 13.5, 13.0)","(8.0, 10.0, 9.045454545454545)","(41.0, 110.0, 66.0)","(5.0, 6.8, 8.0)"
09-01-2023 15:15:34.133548,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.882352941176471)","(12.0, 22.0, 19.46153846153846)","(16.0, 65.0, 36.42857142857143)","(6.5, 8.2, 7.999999999999999)","(31.0, 85.0, 54.285714285714285)","(7.0, 13.5, 12.875)","(8.0, 10.0, 9.038461538461538)","(41.0, 110.0, 72.0)","(5.0, 8.4, 7.5)"
09-01-2023 15:15:35.362191,"(3.0, 3.5, 3.29)","(7.5, 10.5, 9.882352941176471)","(12.0, 22.0, 19.46153846153846)","(16.0, 65.0, 48.33333333333333)","(6.5, 8.2, 7.999999999999999)","(31.0, 85.0, 61.0)","(7.0, 13.5, 12.636363636363637)","(8.0, 10.0, 9.142857142857144)","(41.0, 100.0, 61.0)","(5.0, 8.4, 7.85)"
09-01-2023 15:15:36.626958,"(3.0, 3.45, 3.434615384615385)","(7.5, 10.5, 9.719999999999999)","(12.0, 22.0, 19.46153846153846)","(16.0, 60.0, 40.0)","(6.5, 8.2, 7.999999999999999)","(31.0, 80.0, 58.5)","(7.0, 13.0, 12.285714285714285)","(8.0, 10.0, 9.125)","(41.0, 95.0, 59.333333333333336)","(5.0, 8.2, 6.975)"
09-01-2023 15:15:37.945203,"(3.0, 3.4, 3.2088235294117644)","(7.5, 10.5, 9.719999999999999)","(12.0, 22.0, 19.46153846153846)","(16.0, 55.0, 40.0)","(6.5, 8.2, 7.999999999999999)","(31.0, 75.0, 58.5)","(7.0, 13.0, 12.285714285714285)","(8.0, 10.0, 9.125)","(41.0, 90.0, 59.333333333333336)","(5.0, 8.2, 6.975)"
09-01-2023 15:15:39.285654,"(3.0, 3.4, 3.2088235294117644)","(7.5, 10.5, 9.719999999999999)","(12.0, 22.0, 19.46153846153846)","(16.0, 55.0, 33.57142857142857)","(6.5, 8.2, 7.75)","(31.0, 75.0, 60.66666666666667)","(7.0, 13.0, 12.285714285714285)","(8.0, 10.0, 9.236363636363636)","(41.0, 90.0, 59.333333333333336)","(5.0, 8.2, 7.199999999999999)"
