,Hipster Dufuss,Loubowski Nz,Village Area,Shes Going Places,Schiavone Nz,Yoo Trish,Master Of Illusion,Rocknburn Nz,Need A Penny
06-01-2023 14:52:04.006834,"(31.0, 44.0, 37.6)","(1.3, 99999, 99990)","(10.0, 16.5, 16.3)","(41.0, 100.0, 82.6923076923077)","(101.0, 99999, 99990)","(31.0, 65.0, 52.5)","(71.0, 99999, 99990)","(3.9, 99999, 99990)","(26.0, 90.0, 84.0)"
06-01-2023 14:52:05.291306,"(31.0, 44.0, 37.6)","(1.3, 99999, 99990)","(10.0, 16.5, 16.3)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 65.0, 61.77777777777778)","(71.0, 99999, 99990)","(3.9, 99999, 99990)","(26.0, 90.0, 81.42857142857143)"
06-01-2023 14:52:06.588046,"(31.0, 44.0, 39.42857142857143)","(1.3, 99999, 99990)","(10.0, 16.5, 16.3)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 65.0, 52.0)","(71.0, 99999, 99990)","(3.9, 99999, 99990)","(26.0, 85.0, 80.0)"
06-01-2023 14:52:08.294279,"(31.0, 44.0, 39.42857142857143)","(1.3, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 70.0, 53.89473684210526)","(71.0, 99999, 99990)","(3.9, 99999, 99990)","(26.0, 85.0, 80.0)"
06-01-2023 14:52:09.953947,"(31.0, 44.0, 39.42857142857143)","(1.3, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 70.0, 53.89473684210526)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:52:11.497357,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 70.0, 53.89473684210526)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:52:12.856046,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 70.0, 53.89473684210526)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:52:14.070609,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 70.0, 60.166666666666664)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:52:15.297767,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 65.0, 54.46153846153847)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:52:16.529516,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 60.0, 51.83333333333333)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:52:17.745191,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 55.0, 47.66666666666667)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:52:18.951554,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 50.0, 47.0)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:52:20.120165,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 65.0, 42.25)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:52:21.400398,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 55.0, 44.0)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 72.5)"
06-01-2023 14:52:22.729022,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.214285714285715)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 50.0, 39.714285714285715)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 72.5)"
06-01-2023 14:52:24.030742,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.214285714285715)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 50.0, 39.714285714285715)","(71.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 85.0, 72.5)"
06-01-2023 14:52:25.339455,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.214285714285715)","(41.0, 100.0, 79.54545454545455)","(101.0, 99999, 99990)","(31.0, 50.0, 44.666666666666664)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 72.5)"
06-01-2023 14:52:26.626466,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.214285714285715)","(41.0, 100.0, 72.72727272727273)","(101.0, 99999, 99990)","(31.0, 50.0, 44.285714285714285)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 72.5)"
06-01-2023 14:52:27.917662,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 72.72727272727273)","(101.0, 99999, 99990)","(31.0, 50.0, 44.285714285714285)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 72.5)"
06-01-2023 14:52:29.266781,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 72.72727272727273)","(101.0, 99999, 99990)","(31.0, 50.0, 44.285714285714285)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 72.5)"
06-01-2023 14:52:30.539439,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 100.0, 65.0)","(101.0, 99999, 99990)","(31.0, 50.0, 40.4)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 72.5)"
06-01-2023 14:52:31.838680,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 95.0, 65.0)","(101.0, 99999, 99990)","(31.0, 50.0, 40.4)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 72.5)"
06-01-2023 14:52:32.998992,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 90.0, 70.0)","(101.0, 99999, 99990)","(31.0, 48.0, 64.66666666666666)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 78.18181818181819)"
06-01-2023 14:52:34.218162,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 51.25)","(101.0, 99999, 99990)","(31.0, 70.0, 67.71428571428571)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 78.18181818181819)"
06-01-2023 14:52:35.508650,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 51.25)","(101.0, 99999, 99990)","(31.0, 70.0, 62.3)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 78.18181818181819)"
06-01-2023 14:52:36.830494,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 51.25)","(101.0, 99999, 99990)","(31.0, 65.0, 55.0)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 78.75)"
06-01-2023 14:52:38.087745,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 51.25)","(101.0, 99999, 99990)","(31.0, 65.0, 53.125)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 74.28571428571429)"
06-01-2023 14:52:39.421087,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 51.25)","(101.0, 99999, 99990)","(31.0, 55.0, 48.75)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 74.28571428571429)"
06-01-2023 14:52:40.896367,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 51.25)","(101.0, 99999, 99990)","(31.0, 50.0, 48.75)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:42.416850,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 51.1)","(101.0, 99999, 99990)","(31.0, 50.0, 48.75)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:43.735522,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 49.375)","(101.0, 99999, 99990)","(31.0, 50.0, 48.75)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:45.064759,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 50.90909090909091)","(101.0, 99999, 99990)","(31.0, 50.0, 48.75)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:46.340317,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 50.90909090909091)","(101.0, 99999, 99990)","(31.0, 50.0, 47.5)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:47.614746,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 50.90909090909091)","(101.0, 99999, 99990)","(31.0, 50.0, 48.75)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:48.960832,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 15.5)","(41.0, 55.0, 49.5)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:50.290207,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 49.5)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:51.615681,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:52.878112,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:54.203611,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 46.36363636363636)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:55.588691,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 46.36363636363636)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:56.986281,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 46.36363636363636)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:58.364222,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 46.36363636363636)","(71.0, 99999, 99990)","(4.6, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:52:59.690717,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 46.36363636363636)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:53:00.986174,"(31.0, 44.0, 39.42857142857143)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 46.36363636363636)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:53:02.336986,"(31.0, 44.0, 43.5)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 45.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 76.66666666666666)"
06-01-2023 14:53:03.633446,"(31.0, 46.0, 40.8)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 55.0, 49.6)","(101.0, 99999, 99990)","(31.0, 50.0, 45.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 73.0)"
06-01-2023 14:53:04.900189,"(31.0, 44.0, 40.8)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 45.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:06.095992,"(31.0, 44.0, 40.8)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.7)","(101.0, 99999, 99990)","(31.0, 50.0, 45.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:07.368636,"(31.0, 46.0, 43.5)","(1.24, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 55.0, 52.0)","(101.0, 99999, 99990)","(31.0, 50.0, 45.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:08.670752,"(31.0, 46.0, 43.5)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 52.75)","(101.0, 99999, 99990)","(31.0, 50.0, 43.63636363636363)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:09.938426,"(31.0, 46.0, 43.5)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 52.75)","(101.0, 99999, 99990)","(31.0, 50.0, 43.63636363636363)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:11.174586,"(31.0, 46.0, 43.5)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 52.75)","(101.0, 99999, 99990)","(31.0, 50.0, 43.63636363636363)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:12.371842,"(31.0, 46.0, 43.5)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 52.75)","(101.0, 99999, 99990)","(31.0, 50.0, 43.63636363636363)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:13.533334,"(31.0, 46.0, 43.5)","(1.24, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 52.75)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:14.994220,"(31.0, 46.0, 43.5)","(1.22, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 52.75)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:16.203925,"(31.0, 46.0, 43.5)","(1.22, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 52.75)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:17.592212,"(31.0, 46.0, 43.5)","(1.22, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 50.285714285714285)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:18.795998,"(31.0, 46.0, 43.5)","(1.22, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 50.285714285714285)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:19.974993,"(31.0, 46.0, 43.5)","(1.22, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 50.285714285714285)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(71.0, 99999, 99990)","(4.8, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:21.331456,"(26.0, 46.0, 43.5)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 50.285714285714285)","(81.0, 99999, 99990)","(31.0, 50.0, 46.0)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:22.599269,"(26.0, 46.0, 43.5)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 50.285714285714285)","(81.0, 99999, 99990)","(31.0, 50.0, 47.09090909090909)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:53:23.807380,"(26.0, 46.0, 43.5)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.53846153846153)","(81.0, 99999, 99990)","(31.0, 50.0, 47.09090909090909)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:53:25.062351,"(26.0, 46.0, 44.4)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.45454545454545)","(81.0, 99999, 99990)","(31.0, 50.0, 47.09090909090909)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:53:26.240885,"(26.0, 46.0, 44.8)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.1)","(81.0, 99999, 99990)","(31.0, 50.0, 47.09090909090909)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:53:27.375626,"(26.0, 46.0, 44.857142857142854)","(1.2, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 55.0, 48.4)","(81.0, 99999, 99990)","(31.0, 50.0, 47.09090909090909)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 73.0)"
06-01-2023 14:53:28.583194,"(26.0, 46.0, 44.857142857142854)","(1.2, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 55.0, 48.4)","(81.0, 99999, 99990)","(31.0, 50.0, 47.09090909090909)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 73.0)"
06-01-2023 14:53:29.812182,"(26.0, 46.0, 44.857142857142854)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 55.0, 51.1)","(81.0, 99999, 99990)","(31.0, 50.0, 47.09090909090909)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 80.3125)"
06-01-2023 14:53:30.985124,"(26.0, 46.0, 44.857142857142854)","(1.2, 99999, 99990)","(10.0, 16.5, 16.1)","(41.0, 55.0, 50.285714285714285)","(81.0, 99999, 99990)","(31.0, 50.0, 47.09090909090909)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 76.42857142857143)"
06-01-2023 14:53:32.113868,"(26.0, 46.0, 44.857142857142854)","(1.2, 99999, 99990)","(10.0, 16.5, 16.1)","(41.0, 55.0, 50.285714285714285)","(81.0, 99999, 99990)","(31.0, 50.0, 47.09090909090909)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 76.42857142857143)"
06-01-2023 14:53:33.271740,"(26.0, 48.0, 44.666666666666664)","(1.2, 99999, 99990)","(10.0, 16.5, 16.1)","(41.0, 55.0, 50.285714285714285)","(81.0, 99999, 99990)","(31.0, 50.0, 47.09090909090909)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:53:35.393023,"(26.0, 95.0, 67.5)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 200.0, 168.4)","(81.0, 99999, 99990)","(31.0, 50.0, 44.0)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:53:36.832975,"(26.0, 95.0, 67.5)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 200.0, 144.4)","(81.0, 99999, 99990)","(31.0, 50.0, 44.0)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 77.5)"
06-01-2023 14:53:38.094164,"(26.0, 95.0, 67.5)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 170.0, 138.5)","(81.0, 99999, 99990)","(31.0, 50.0, 44.0)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:39.612956,"(26.0, 95.0, 84.4)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 170.0, 114.4)","(81.0, 99999, 99990)","(31.0, 50.0, 44.0)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:41.069193,"(26.0, 95.0, 84.4)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 160.0, 102.4)","(81.0, 99999, 99990)","(31.0, 50.0, 44.0)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:42.482537,"(31.0, 95.0, 86.16666666666667)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 140.0, 102.4)","(81.0, 99999, 99990)","(31.0, 50.0, 45.63636363636363)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:43.788809,"(31.0, 95.0, 84.8)","(1.2, 99999, 99990)","(10.0, 16.5, 16.142857142857142)","(41.0, 140.0, 102.4)","(81.0, 99999, 99990)","(31.0, 50.0, 45.63636363636363)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 70.0)"
06-01-2023 14:53:45.028654,"(31.0, 95.0, 86.83333333333333)","(1.2, 99999, 99990)","(10.0, 16.5, 15.833333333333334)","(41.0, 140.0, 75.33333333333333)","(81.0, 99999, 99990)","(31.0, 50.0, 44.0)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 85.0, 122.5)"
06-01-2023 14:53:46.287892,"(31.0, 95.0, 86.83333333333333)","(1.2, 99999, 99990)","(10.0, 16.5, 16.1)","(41.0, 130.0, 96.0)","(91.0, 99999, 99990)","(31.0, 50.0, 45.63636363636363)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 180.0, 111.66666666666666)"
06-01-2023 14:53:47.581732,"(31.0, 95.0, 86.83333333333333)","(1.2, 99999, 99990)","(10.0, 16.5, 16.1)","(41.0, 120.0, 96.0)","(91.0, 99999, 99990)","(31.0, 50.0, 45.63636363636363)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 170.0, 111.66666666666666)"
06-01-2023 14:53:48.879373,"(31.0, 95.0, 86.83333333333333)","(1.2, 99999, 99990)","(10.0, 16.5, 16.1)","(41.0, 120.0, 104.44444444444444)","(91.0, 99999, 99990)","(31.0, 50.0, 47.5)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 170.0, 111.66666666666666)"
06-01-2023 14:53:50.167787,"(31.0, 130.0, 109.5)","(1.2, 99999, 99990)","(10.0, 16.5, 16.1)","(41.0, 120.0, 109.23076923076923)","(91.0, 99999, 99990)","(31.0, 50.0, 49.16666666666667)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 170.0, 97.3076923076923)"
06-01-2023 14:53:51.392990,"(31.0, 130.0, 90.0)","(1.2, 99999, 99990)","(10.0, 16.5, 16.1)","(41.0, 120.0, 109.23076923076923)","(91.0, 99999, 99990)","(31.0, 50.0, 49.16666666666667)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 170.0, 97.3076923076923)"
06-01-2023 14:53:52.596192,"(31.0, 130.0, 90.0)","(1.2, 99999, 99990)","(10.0, 16.5, 16.1)","(41.0, 120.0, 109.23076923076923)","(91.0, 99999, 99990)","(31.0, 50.0, 49.16666666666667)","(61.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 170.0, 97.3076923076923)"
