,Gagan Muldoon,Friend Or Foe,Ruby Sannette,Despicable Danny,Maddy Northcott,Noras Boy,Hooked On Jack,Bad Habits
11-01-2023 12:21:51.622715,"(10.0, 14.5, 14.357142857142858)","(9.0, 14.5, 13.90625)","(3.3, 3.85, 3.75)","(5.0, 8.0, 7.822222222222222)","(101.0, 150.0, 149.1304347826087)","(2.0, 2.44, 2.4314285714285715)","(26.0, 42.0, 35.0)","(31.0, 60.0, 52.5)"
11-01-2023 12:21:52.791373,"(10.0, 15.0, 13.891304347826086)","(9.0, 14.5, 13.90625)","(3.3, 3.75, 3.691176470588235)","(5.0, 8.0, 7.822222222222222)","(101.0, 150.0, 149.1304347826087)","(2.0, 2.46, 2.433333333333333)","(26.0, 42.0, 35.0)","(31.0, 60.0, 52.5)"
11-01-2023 12:21:53.907797,"(10.0, 15.0, 13.891304347826086)","(9.0, 14.5, 13.90625)","(3.3, 3.75, 3.673076923076923)","(5.0, 8.0, 7.822222222222222)","(101.0, 150.0, 149.1304347826087)","(2.0, 2.46, 2.433333333333333)","(26.0, 42.0, 35.18518518518518)","(31.0, 60.0, 52.5)"
11-01-2023 12:21:55.171047,"(10.0, 15.0, 13.891304347826086)","(9.0, 14.5, 13.90625)","(3.3, 3.75, 3.673076923076923)","(5.0, 8.0, 7.822222222222222)","(101.0, 150.0, 148.46153846153845)","(2.0, 2.46, 2.433333333333333)","(26.0, 42.0, 35.18518518518518)","(31.0, 60.0, 52.5)"
11-01-2023 12:21:56.451323,"(10.0, 14.5, 13.81578947368421)","(9.0, 14.5, 13.90625)","(3.3, 3.75, 3.65)","(5.0, 8.0, 7.8)","(101.0, 150.0, 149.54545454545453)","(2.0, 2.46, 2.44)","(26.0, 42.0, 35.0)","(31.0, 60.0, 55.333333333333336)"
11-01-2023 12:21:57.713291,"(10.0, 14.5, 13.81578947368421)","(9.0, 14.5, 13.90625)","(3.3, 3.75, 3.65)","(5.0, 8.0, 7.8)","(101.0, 150.0, 149.54545454545453)","(2.0, 2.46, 2.45)","(26.0, 42.0, 37.0)","(31.0, 60.0, 49.5)"
11-01-2023 12:21:58.880289,"(10.0, 14.5, 13.81578947368421)","(9.0, 14.5, 13.90625)","(3.3, 3.75, 3.6625)","(5.0, 8.0, 8.04)","(101.0, 150.0, 149.54545454545453)","(2.0, 2.46, 2.451578947368421)","(26.0, 40.0, 36.21052631578947)","(31.0, 60.0, 52.5)"
11-01-2023 12:22:00.006701,"(10.0, 14.5, 13.81578947368421)","(9.0, 14.5, 13.90625)","(3.3, 3.7, 3.6500000000000004)","(5.0, 8.2, 8.04)","(101.0, 150.0, 149.54545454545453)","(2.0, 2.46, 2.455)","(26.0, 40.0, 35.5)","(31.0, 60.0, 52.5)"
11-01-2023 12:22:01.099260,"(10.0, 14.5, 13.81578947368421)","(9.0, 14.5, 13.90625)","(3.3, 3.7, 3.6500000000000004)","(5.0, 8.2, 8.04)","(101.0, 150.0, 149.54545454545453)","(2.0, 2.46, 2.4536)","(26.0, 40.0, 35.5)","(31.0, 60.0, 52.5)"
11-01-2023 12:22:02.299306,"(10.0, 14.5, 13.81578947368421)","(9.0, 14.5, 13.90625)","(3.2, 3.7, 3.6550000000000002)","(5.0, 8.2, 8.025)","(101.0, 150.0, 149.54545454545453)","(2.0, 2.48, 2.479090909090909)","(26.0, 40.0, 34.92307692307692)","(31.0, 60.0, 52.5)"
11-01-2023 12:22:03.629926,"(10.0, 14.5, 13.81578947368421)","(9.0, 14.5, 13.90625)","(3.2, 3.7, 3.6550000000000002)","(5.0, 8.2, 8.025)","(101.0, 150.0, 149.54545454545453)","(2.0, 2.48, 2.479090909090909)","(26.0, 40.0, 34.774193548387096)","(31.0, 60.0, 52.5)"
11-01-2023 12:22:04.787358,"(10.0, 14.5, 13.8)","(9.0, 14.5, 13.90625)","(3.2, 3.7, 3.6550000000000002)","(5.0, 8.2, 8.025)","(101.0, 150.0, 162.5)","(2.0, 2.48, 2.4984)","(26.0, 40.0, 34.774193548387096)","(31.0, 60.0, 56.30769230769231)"
11-01-2023 12:22:05.953258,"(10.0, 14.5, 13.676470588235293)","(9.0, 14.5, 13.90625)","(3.1, 3.7, 3.6653846153846157)","(5.5, 7.6, 7.635294117647059)","(101.0, 170.0, 162.5)","(2.05, 2.5, 2.4985714285714287)","(26.0, 40.0, 34.666666666666664)","(31.0, 60.0, 54.666666666666664)"
11-01-2023 12:22:07.180497,"(10.0, 14.5, 13.676470588235293)","(9.0, 14.5, 13.90625)","(3.1, 3.7, 3.6863636363636365)","(5.5, 7.8, 7.18)","(101.0, 170.0, 162.5)","(2.05, 2.5, 2.546666666666667)","(26.0, 40.0, 32.0)","(31.0, 60.0, 52.5)"
11-01-2023 12:22:08.373555,"(10.0, 14.5, 13.676470588235293)","(9.0, 14.5, 13.90625)","(3.1, 3.7, 3.6500000000000004)","(5.5, 7.4, 7.022222222222222)","(101.0, 170.0, 162.5)","(2.05, 2.56, 2.5780000000000003)","(26.0, 34.0, 30.4)","(31.0, 60.0, 52.5)"
11-01-2023 12:22:09.589306,"(10.0, 14.5, 13.676470588235293)","(9.0, 14.5, 13.90625)","(3.1, 3.7, 3.6875)","(5.5, 7.2, 7.075)","(101.0, 170.0, 162.5)","(2.05, 2.62, 2.5446153846153847)","(26.0, 36.0, 32.72727272727273)","(31.0, 60.0, 52.5)"
11-01-2023 12:22:10.760729,"(10.0, 14.5, 13.676470588235293)","(9.0, 14.5, 13.90625)","(3.1, 3.7, 3.6875)","(5.5, 7.2, 7.075)","(101.0, 170.0, 162.5)","(2.05, 2.56, 2.5446153846153847)","(26.0, 36.0, 32.72727272727273)","(31.0, 60.0, 52.5)"
11-01-2023 12:22:11.959289,"(10.0, 14.5, 13.676470588235293)","(9.0, 14.5, 13.90625)","(3.1, 3.7, 3.6625)","(5.5, 7.2, 7.05)","(101.0, 170.0, 162.5)","(2.05, 2.56, 2.54)","(26.0, 36.0, 32.72727272727273)","(31.0, 60.0, 50.476190476190474)"
11-01-2023 12:22:13.190535,"(10.0, 14.5, 13.676470588235293)","(9.0, 14.5, 13.90625)","(3.1, 3.7, 3.6625)","(5.5, 7.2, 6.9714285714285715)","(101.0, 170.0, 162.5)","(2.05, 2.56, 2.5714285714285716)","(26.0, 36.0, 32.32)","(31.0, 60.0, 49.333333333333336)"
11-01-2023 12:22:14.447402,"(10.0, 14.5, 13.676470588235293)","(9.0, 14.5, 14.025)","(3.1, 3.7, 3.6625)","(5.5, 7.2, 6.905882352941177)","(101.0, 170.0, 162.5)","(2.05, 2.6, 2.585714285714286)","(26.0, 36.0, 32.32)","(31.0, 60.0, 46.0)"
11-01-2023 12:22:15.930479,"(10.0, 14.5, 13.676470588235293)","(9.0, 14.5, 14.025)","(3.1, 3.7, 3.6416666666666666)","(5.5, 7.0, 6.866666666666666)","(101.0, 170.0, 162.5)","(2.05, 2.6, 2.5933333333333333)","(26.0, 36.0, 32.4)","(31.0, 48.0, 45.64705882352941)"
11-01-2023 12:22:17.256089,"(10.0, 14.5, 13.676470588235293)","(9.0, 14.5, 14.025)","(3.1, 3.65, 3.6416666666666666)","(5.5, 7.0, 6.951724137931034)","(101.0, 170.0, 162.5)","(2.05, 2.6, 2.5933333333333333)","(26.0, 36.0, 32.4)","(31.0, 48.0, 44.92307692307692)"
11-01-2023 12:22:18.508117,"(10.0, 14.5, 13.863636363636363)","(9.0, 14.5, 14.025)","(3.1, 3.65, 3.642857142857143)","(5.5, 7.2, 6.976)","(101.0, 170.0, 162.5)","(2.05, 2.6, 2.5933333333333333)","(26.0, 36.0, 32.4)","(31.0, 48.0, 44.92307692307692)"
11-01-2023 12:22:20.191682,"(10.0, 14.5, 13.863636363636363)","(9.0, 14.5, 14.025)","(3.1, 3.65, 3.642857142857143)","(5.5, 7.2, 6.976)","(101.0, 170.0, 162.5)","(2.05, 2.6, 2.5933333333333333)","(26.0, 36.0, 32.4)","(31.0, 48.0, 44.75)"
11-01-2023 12:22:21.621504,"(10.0, 14.5, 13.863636363636363)","(9.0, 14.5, 14.025)","(3.1, 3.65, 3.642857142857143)","(5.5, 7.2, 7.0285714285714285)","(101.0, 170.0, 152.5)","(2.05, 2.6, 2.5933333333333333)","(26.0, 36.0, 32.4)","(31.0, 46.0, 39.2)"
11-01-2023 12:22:22.853975,"(10.0, 14.5, 13.863636363636363)","(9.0, 14.5, 14.025)","(3.1, 3.65, 3.642857142857143)","(5.5, 7.2, 7.0285714285714285)","(101.0, 170.0, 152.5)","(2.05, 2.6, 2.595483870967742)","(26.0, 36.0, 33.2)","(31.0, 44.0, 38.470588235294116)"
11-01-2023 12:22:24.172748,"(10.0, 14.5, 13.863636363636363)","(9.0, 14.5, 14.025)","(3.1, 3.65, 3.625)","(5.5, 7.2, 7.0375)","(101.0, 170.0, 159.23076923076923)","(2.05, 2.62, 2.601904761904762)","(26.0, 36.0, 32.96)","(31.0, 42.0, 39.5)"
11-01-2023 12:22:25.675764,"(10.0, 14.5, 13.758064516129032)","(9.0, 14.5, 14.02)","(3.1, 3.65, 3.6227272727272726)","(5.5, 7.2, 7.04)","(101.0, 170.0, 159.23076923076923)","(2.05, 2.62, 2.601904761904762)","(26.0, 36.0, 32.96)","(31.0, 42.0, 38.857142857142854)"
11-01-2023 12:22:26.778592,"(10.0, 14.5, 13.766666666666667)","(9.0, 14.5, 14.02)","(3.1, 3.65, 3.6227272727272726)","(5.5, 7.4, 7.0600000000000005)","(101.0, 170.0, 154.44444444444446)","(2.05, 2.62, 2.601904761904762)","(26.0, 36.0, 32.96)","(31.0, 42.0, 38.44444444444444)"
11-01-2023 12:22:27.948804,"(10.0, 14.5, 13.766666666666667)","(9.0, 14.5, 14.02)","(3.1, 3.65, 3.6416666666666666)","(5.5, 7.2, 7.12)","(101.0, 170.0, 152.5)","(2.05, 2.62, 2.570666666666667)","(26.0, 36.0, 32.96)","(31.0, 42.0, 38.44444444444444)"
11-01-2023 12:22:29.016014,"(10.0, 14.5, 13.833333333333334)","(9.0, 14.5, 14.02)","(3.1, 3.7, 3.685714285714286)","(5.5, 7.2, 7.12)","(101.0, 170.0, 152.5)","(2.05, 2.6, 2.5842857142857145)","(26.0, 36.0, 32.96)","(31.0, 42.0, 40.31578947368421)"
11-01-2023 12:22:30.162023,"(10.0, 14.5, 13.833333333333334)","(9.0, 14.5, 14.02)","(3.1, 3.7, 3.688888888888889)","(5.5, 7.2, 6.95)","(101.0, 170.0, 152.5)","(2.05, 2.6, 2.5808695652173914)","(26.0, 36.0, 32.96)","(31.0, 42.0, 49.0)"
11-01-2023 12:22:31.444506,"(10.0, 14.5, 13.833333333333334)","(9.0, 14.5, 14.02)","(3.1, 3.7, 3.688888888888889)","(5.5, 7.2, 7.1571428571428575)","(101.0, 170.0, 152.5)","(2.05, 2.6, 2.5842857142857145)","(26.0, 36.0, 32.96)","(31.0, 50.0, 48.333333333333336)"
11-01-2023 12:22:32.772999,"(10.0, 14.5, 13.833333333333334)","(9.0, 14.5, 13.85135135135135)","(3.1, 3.7, 3.688888888888889)","(5.5, 7.2, 7.12)","(101.0, 170.0, 161.0810810810811)","(2.05, 2.6, 2.5808695652173914)","(26.0, 36.0, 32.833333333333336)","(31.0, 55.0, 50.26315789473684)"
11-01-2023 12:22:34.145919,"(10.0, 14.5, 13.833333333333334)","(9.0, 14.5, 13.842105263157894)","(3.1, 3.7, 3.688888888888889)","(5.5, 7.2, 7.08)","(101.0, 170.0, 163.63636363636363)","(2.05, 2.6, 2.576842105263158)","(26.0, 36.0, 32.38095238095238)","(31.0, 55.0, 48.333333333333336)"
11-01-2023 12:22:35.549768,"(10.0, 14.5, 13.833333333333334)","(9.0, 14.5, 13.842105263157894)","(3.1, 3.7, 3.6576923076923076)","(5.5, 7.2, 7.08)","(101.0, 170.0, 163.63636363636363)","(2.05, 2.6, 2.574)","(26.0, 36.0, 32.38095238095238)","(31.0, 50.0, 45.0)"
11-01-2023 12:22:36.907966,"(10.0, 14.5, 13.833333333333334)","(9.0, 14.5, 13.696969696969697)","(3.1, 3.75, 3.74)","(5.5, 7.2, 7.16)","(101.0, 170.0, 163.63636363636363)","(2.05, 2.58, 2.570588235294118)","(26.0, 36.0, 32.833333333333336)","(31.0, 50.0, 45.0)"
11-01-2023 12:22:38.294641,"(10.0, 14.5, 13.833333333333334)","(9.0, 14.0, 13.680555555555555)","(3.1, 3.75, 3.7142857142857144)","(5.5, 7.2, 7.15)","(101.0, 170.0, 163.63636363636363)","(2.05, 2.58, 2.570588235294118)","(26.0, 36.0, 35.42857142857143)","(31.0, 50.0, 45.0)"
11-01-2023 12:22:39.853919,"(10.0, 14.5, 13.852941176470589)","(9.0, 14.0, 13.680555555555555)","(3.1, 3.75, 3.74)","(5.5, 7.2, 7.15)","(101.0, 170.0, 163.63636363636363)","(2.05, 2.58, 2.570588235294118)","(26.0, 44.0, 35.333333333333336)","(31.0, 50.0, 41.666666666666664)"
11-01-2023 12:22:41.658578,"(10.0, 14.5, 13.852941176470589)","(9.0, 14.0, 13.680555555555555)","(3.1, 3.75, 3.71)","(5.5, 7.2, 7.12)","(101.0, 170.0, 163.63636363636363)","(2.05, 2.58, 2.556)","(26.0, 44.0, 35.333333333333336)","(31.0, 50.0, 46.84210526315789)"
11-01-2023 12:22:43.240450,"(10.0, 14.5, 13.852941176470589)","(9.0, 14.0, 13.680555555555555)","(3.1, 3.75, 3.7115384615384617)","(5.5, 7.2, 7.171428571428572)","(101.0, 170.0, 163.63636363636363)","(2.05, 2.58, 2.545714285714286)","(26.0, 44.0, 35.333333333333336)","(31.0, 50.0, 45.0)"
11-01-2023 12:22:44.634684,"(10.0, 14.5, 13.441176470588236)","(9.0, 14.0, 13.68918918918919)","(3.1, 3.75, 3.69)","(5.5, 7.2, 7.085714285714285)","(101.0, 170.0, 163.63636363636363)","(2.05, 2.58, 2.585)","(26.0, 44.0, 35.333333333333336)","(31.0, 50.0, 47.14285714285714)"
11-01-2023 12:22:46.127936,"(10.0, 13.5, 13.441176470588236)","(9.0, 14.0, 13.68918918918919)","(3.1, 3.75, 3.69)","(5.5, 7.2, 7.085714285714285)","(101.0, 170.0, 161.0810810810811)","(2.05, 2.6, 2.6125714285714285)","(26.0, 44.0, 35.333333333333336)","(31.0, 50.0, 47.14285714285714)"
11-01-2023 12:22:47.756245,"(10.0, 14.0, 13.4)","(9.0, 14.0, 13.68918918918919)","(3.1, 3.75, 3.72)","(5.5, 7.2, 7.1)","(101.0, 170.0, 163.63636363636363)","(2.05, 2.64, 2.6036363636363635)","(26.0, 44.0, 35.333333333333336)","(31.0, 50.0, 45.55555555555556)"
11-01-2023 12:22:49.233058,"(10.0, 13.5, 13.4)","(9.0, 14.0, 13.68918918918919)","(3.1, 3.75, 3.6333333333333333)","(5.5, 7.2, 7.063157894736842)","(101.0, 170.0, 163.63636363636363)","(2.05, 2.64, 2.604)","(26.0, 44.0, 35.333333333333336)","(31.0, 50.0, 45.55555555555556)"
11-01-2023 12:22:50.638188,"(10.0, 13.5, 14.678571428571429)","(9.0, 14.0, 13.60344827586207)","(3.1, 3.7, 3.6375)","(5.5, 7.4, 7.070588235294117)","(101.0, 170.0, 161.0810810810811)","(2.05, 2.64, 2.6070588235294117)","(26.0, 44.0, 34.68571428571428)","(31.0, 50.0, 45.55555555555556)"
11-01-2023 12:22:52.019312,"(10.0, 15.0, 14.678571428571429)","(9.0, 14.0, 13.60344827586207)","(3.1, 3.7, 3.6375)","(5.5, 7.4, 7.1)","(101.0, 170.0, 161.0810810810811)","(2.05, 2.64, 2.6070588235294117)","(26.0, 42.0, 34.68571428571428)","(31.0, 50.0, 45.55555555555556)"
11-01-2023 12:22:53.455846,"(10.0, 15.0, 14.606060606060606)","(9.0, 14.0, 13.5)","(3.1, 3.7, 3.6375)","(5.5, 7.2, 7.1)","(101.0, 170.0, 164.375)","(2.05, 2.64, 2.6085714285714285)","(26.0, 42.0, 34.68571428571428)","(31.0, 50.0, 45.55555555555556)"
11-01-2023 12:22:54.871768,"(10.0, 15.0, 14.833333333333334)","(9.0, 13.5, 13.28125)","(3.1, 3.7, 3.6375)","(5.5, 7.2, 7.16)","(101.0, 170.0, 156.15384615384616)","(2.05, 2.62, 2.6133333333333333)","(26.0, 42.0, 34.68571428571428)","(31.0, 50.0, 47.14285714285714)"
11-01-2023 12:22:56.240513,"(10.0, 15.0, 14.64102564102564)","(9.0, 13.5, 13.392857142857142)","(3.1, 3.7, 3.6375)","(5.5, 7.2, 7.1)","(101.0, 230.0, 156.15384615384616)","(2.05, 2.62, 2.6533333333333333)","(26.0, 42.0, 34.666666666666664)","(31.0, 50.0, 47.14285714285714)"
11-01-2023 12:22:57.560548,"(10.0, 15.5, 14.947368421052632)","(9.0, 13.5, 13.392857142857142)","(3.1, 3.7, 3.6375)","(5.5, 7.2, 6.933333333333334)","(101.0, 230.0, 200.8108108108108)","(2.05, 2.66, 2.610909090909091)","(26.0, 42.0, 34.666666666666664)","(31.0, 50.0, 46.92307692307692)"
11-01-2023 12:22:58.868388,"(10.0, 15.0, 14.827586206896552)","(9.0, 14.5, 14.166666666666666)","(3.1, 3.7, 3.675)","(5.5, 7.0, 6.888888888888888)","(101.0, 230.0, 174.0)","(2.05, 2.62, 2.626415094339623)","(26.0, 42.0, 32.32258064516129)","(31.0, 50.0, 45.55555555555556)"
11-01-2023 12:23:00.149299,"(10.0, 15.0, 14.727272727272727)","(9.0, 14.5, 14.452380952380953)","(3.1, 3.75, 3.7125)","(5.5, 7.0, 6.888888888888888)","(101.0, 230.0, 174.0)","(2.05, 2.64, 2.626415094339623)","(26.0, 42.0, 32.588235294117645)","(31.0, 50.0, 47.333333333333336)"
11-01-2023 12:23:01.436870,"(10.0, 15.0, 14.727272727272727)","(9.0, 14.5, 14.452380952380953)","(3.1, 3.75, 3.7071428571428573)","(5.5, 7.0, 6.826086956521739)","(101.0, 230.0, 200.0)","(2.05, 2.62, 2.605)","(26.0, 42.0, 32.588235294117645)","(31.0, 50.0, 45.55555555555556)"
11-01-2023 12:23:02.669072,"(10.0, 15.0, 14.857142857142858)","(9.0, 14.5, 14.452380952380953)","(3.1, 3.75, 3.748076923076923)","(5.5, 7.0, 6.96)","(101.0, 230.0, 207.08333333333331)","(2.05, 2.62, 2.5516279069767442)","(26.0, 42.0, 32.588235294117645)","(31.0, 50.0, 46.0)"
11-01-2023 12:23:03.864126,"(10.0, 15.0, 14.870967741935484)","(9.0, 14.5, 14.452380952380953)","(3.1, 3.8, 3.748076923076923)","(5.5, 7.0, 7.042857142857143)","(101.0, 210.0, 180.0)","(2.05, 2.56, 2.521818181818182)","(26.0, 42.0, 32.625)","(31.0, 50.0, 47.857142857142854)"
11-01-2023 12:23:05.094991,"(10.0, 15.0, 14.756756756756756)","(9.0, 14.5, 13.681818181818182)","(3.1, 3.8, 3.7227272727272727)","(5.5, 7.2, 7.0625)","(101.0, 210.0, 155.3846153846154)","(2.05, 2.56, 2.533333333333333)","(26.0, 42.0, 32.625)","(31.0, 50.0, 46.666666666666664)"
11-01-2023 12:23:06.305063,"(10.0, 15.5, 14.944444444444445)","(9.0, 14.5, 14.090909090909092)","(3.1, 3.75, 3.7227272727272727)","(5.5, 7.2, 7.0625)","(101.0, 220.0, 155.3846153846154)","(2.05, 2.54, 2.4963636363636366)","(26.0, 42.0, 32.625)","(31.0, 50.0, 48.666666666666664)"
11-01-2023 12:23:07.482888,"(10.0, 15.5, 15.115384615384615)","(9.0, 14.5, 14.222222222222221)","(3.1, 3.75, 3.7021739130434783)","(5.5, 7.4, 7.218181818181819)","(101.0, 220.0, 207.08333333333331)","(2.05, 2.52, 2.488421052631579)","(26.0, 42.0, 34.0)","(31.0, 50.0, 49.8)"
11-01-2023 12:23:08.626773,"(10.0, 16.0, 15.032258064516128)","(9.0, 14.5, 14.065217391304348)","(3.1, 3.8, 3.7249999999999996)","(5.5, 7.4, 7.218181818181819)","(101.0, 210.0, 207.08333333333331)","(2.05, 2.52, 2.491111111111111)","(26.0, 42.0, 34.0)","(31.0, 50.0, 54.22222222222222)"
11-01-2023 12:23:09.843517,"(10.0, 16.0, 15.032258064516128)","(10.0, 14.5, 13.9)","(3.1, 3.8, 3.7249999999999996)","(5.5, 7.4, 7.177777777777778)","(101.0, 210.0, 207.08333333333331)","(2.05, 2.5, 2.5258823529411765)","(26.0, 42.0, 33.0)","(31.0, 55.0, 53.6)"
11-01-2023 12:23:11.085446,"(10.0, 16.0, 15.0)","(10.0, 14.5, 13.9)","(3.1, 3.8, 3.7249999999999996)","(5.5, 7.2, 7.133333333333334)","(101.0, 210.0, 207.08333333333331)","(2.05, 2.54, 2.52)","(26.0, 42.0, 34.0)","(31.0, 55.0, 54.22222222222222)"
11-01-2023 12:23:12.309720,"(10.0, 16.0, 15.0)","(10.0, 14.5, 13.884615384615385)","(3.1, 3.8, 3.7249999999999996)","(5.5, 7.4, 7.133333333333334)","(101.0, 210.0, 207.08333333333331)","(2.05, 2.54, 2.52)","(26.0, 42.0, 34.0)","(31.0, 55.0, 54.22222222222222)"
11-01-2023 12:23:13.558883,"(10.0, 16.0, 14.96875)","(10.0, 14.5, 13.884615384615385)","(3.1, 3.8, 3.7357142857142858)","(5.5, 7.4, 7.16)","(101.0, 210.0, 207.08333333333331)","(2.05, 2.54, 2.5114285714285716)","(26.0, 42.0, 34.0)","(31.0, 55.0, 53.6)"
11-01-2023 12:23:14.822678,"(10.0, 16.0, 14.96875)","(10.0, 14.5, 13.884615384615385)","(3.1, 3.8, 3.7346153846153847)","(5.5, 7.4, 7.16)","(101.0, 210.0, 207.08333333333331)","(2.05, 2.54, 2.5054545454545454)","(26.0, 42.0, 33.0)","(31.0, 55.0, 54.22222222222222)"
11-01-2023 12:23:16.095633,"(10.0, 15.5, 14.934782608695652)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.8, 3.7225)","(5.5, 7.4, 7.08)","(101.0, 210.0, 207.08333333333331)","(2.05, 2.52, 2.49)","(26.0, 42.0, 38.57142857142857)","(31.0, 55.0, 53.6)"
11-01-2023 12:23:17.381081,"(10.0, 15.5, 14.934782608695652)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.85, 3.7676470588235293)","(5.5, 7.4, 6.953846153846154)","(101.0, 210.0, 207.08333333333331)","(2.05, 2.52, 2.493333333333333)","(26.0, 40.0, 38.888888888888886)","(31.0, 55.0, 54.526315789473685)"
11-01-2023 12:23:18.639287,"(10.0, 15.5, 14.884615384615385)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.85, 3.7693548387096776)","(5.5, 7.2, 7.175)","(101.0, 210.0, 180.0)","(2.05, 2.52, 2.4673684210526314)","(26.0, 40.0, 38.888888888888886)","(31.0, 55.0, 52.5)"
11-01-2023 12:23:19.904780,"(10.0, 15.5, 14.934782608695652)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.85, 3.7693548387096776)","(5.5, 7.4, 7.175)","(101.0, 210.0, 180.0)","(2.05, 2.5, 2.471304347826087)","(26.0, 40.0, 38.888888888888886)","(31.0, 55.0, 51.666666666666664)"
11-01-2023 12:23:21.103706,"(10.0, 15.0, 14.851851851851851)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.85, 3.76)","(5.5, 7.6, 7.217391304347826)","(101.0, 210.0, 180.0)","(2.05, 2.48, 2.471304347826087)","(26.0, 40.0, 38.888888888888886)","(31.0, 55.0, 51.666666666666664)"
11-01-2023 12:23:22.408141,"(10.0, 15.0, 14.72972972972973)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.8, 3.7333333333333334)","(5.5, 7.6, 7.35)","(101.0, 210.0, 180.0)","(2.05, 2.48, 2.464)","(26.0, 40.0, 38.888888888888886)","(31.0, 55.0, 51.666666666666664)"
11-01-2023 12:23:23.634962,"(10.0, 15.0, 14.72972972972973)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.8, 3.803846153846154)","(5.5, 7.6, 7.257142857142857)","(101.0, 210.0, 180.0)","(2.05, 2.48, 2.4283333333333332)","(26.0, 40.0, 38.666666666666664)","(31.0, 55.0, 54.1)"
11-01-2023 12:23:24.919508,"(10.0, 15.0, 14.717948717948717)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.85, 3.8899999999999997)","(5.5, 7.6, 7.333333333333333)","(101.0, 210.0, 180.0)","(2.05, 2.44, 2.3943396226415095)","(26.0, 40.0, 36.0)","(31.0, 55.0, 52.75)"
11-01-2023 12:23:26.128810,"(10.0, 15.0, 14.717948717948717)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.9, 3.8653846153846154)","(5.5, 7.6, 7.42)","(101.0, 210.0, 180.0)","(2.05, 2.42, 2.4139999999999997)","(26.0, 40.0, 36.0)","(31.0, 55.0, 52.75)"
11-01-2023 12:23:27.307610,"(10.0, 15.0, 14.710526315789474)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.95, 3.9136363636363636)","(5.5, 7.6, 7.4079999999999995)","(101.0, 210.0, 180.0)","(2.05, 2.44, 2.4295652173913043)","(26.0, 40.0, 34.5)","(31.0, 55.0, 52.75)"
11-01-2023 12:23:28.427988,"(10.0, 15.0, 14.75)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.95, 3.911904761904762)","(5.5, 7.6, 7.443478260869565)","(101.0, 210.0, 180.0)","(2.05, 2.44, 2.4295652173913043)","(26.0, 42.0, 37.55555555555556)","(31.0, 55.0, 52.75)"
11-01-2023 12:23:29.552644,"(10.0, 15.0, 14.75)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.95, 3.909090909090909)","(5.5, 7.6, 7.3090909090909095)","(101.0, 210.0, 201.42857142857144)","(2.05, 2.44, 2.4295652173913043)","(26.0, 42.0, 35.0)","(31.0, 55.0, 51.142857142857146)"
11-01-2023 12:23:30.665809,"(10.0, 15.5, 14.763157894736842)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.95, 3.9000000000000004)","(5.5, 7.4, 7.294736842105263)","(101.0, 210.0, 180.0)","(2.05, 2.44, 2.4446153846153846)","(26.0, 38.0, 42.0)","(31.0, 55.0, 49.2)"
11-01-2023 12:23:31.831081,"(10.0, 15.5, 14.954545454545455)","(10.0, 14.5, 13.928571428571429)","(3.1, 3.95, 3.9000000000000004)","(5.5, 7.4, 7.294736842105263)","(101.0, 210.0, 180.0)","(2.05, 2.46, 2.4416666666666664)","(26.0, 44.0, 42.0)","(31.0, 50.0, 49.38461538461539)"
11-01-2023 12:23:33.056375,"(10.0, 15.5, 14.738095238095237)","(10.0, 14.5, 13.887096774193548)","(3.1, 3.95, 3.916666666666667)","(5.5, 7.4, 7.3090909090909095)","(101.0, 210.0, 180.0)","(2.05, 2.46, 2.451304347826087)","(26.0, 44.0, 42.0)","(31.0, 50.0, 49.38461538461539)"
11-01-2023 12:23:34.263605,"(10.0, 15.5, 14.738095238095237)","(10.0, 14.5, 13.887096774193548)","(3.1, 3.95, 3.885294117647059)","(5.5, 7.4, 7.3090909090909095)","(101.0, 210.0, 180.0)","(2.05, 2.46, 2.456)","(26.0, 44.0, 35.529411764705884)","(31.0, 50.0, 51.65217391304348)"
11-01-2023 12:23:35.482743,"(10.0, 15.5, 14.708333333333334)","(10.0, 14.5, 13.887096774193548)","(3.1, 3.95, 3.885294117647059)","(5.5, 7.4, 7.3090909090909095)","(101.0, 210.0, 180.0)","(2.05, 2.46, 2.457777777777778)","(26.0, 44.0, 35.0)","(31.0, 55.0, 52.38095238095238)"
11-01-2023 12:23:36.701380,"(10.0, 15.5, 14.708333333333334)","(10.0, 14.5, 13.887096774193548)","(3.1, 3.95, 3.8785714285714286)","(5.5, 7.4, 7.294736842105263)","(101.0, 210.0, 180.0)","(2.05, 2.48, 2.468235294117647)","(26.0, 44.0, 35.0)","(31.0, 55.0, 52.38095238095238)"
