,Gagan Muldoon,Friend Or Foe,Ruby Sannette,Despicable Danny,Maddy Northcott,Noras Boy,Hooked On Jack,Bad Habits
11-01-2023 12:02:38.637582,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:39.685174,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:40.728351,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:41.816427,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:42.873330,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:43.872670,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:44.914972,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:45.980907,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:46.996216,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:48.020023,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:49.097676,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:50.182335,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:51.246100,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:52.286904,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:53.326595,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:54.347603,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:55.377372,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:56.467850,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:57.482368,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:58.595241,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:02:59.639868,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:00.743156,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:01.811292,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:02.840989,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:03.888146,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:05.018363,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:06.097581,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:07.100519,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:08.114030,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:09.148658,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:10.169985,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:11.175752,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:12.163141,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:13.161643,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:14.338281,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:15.379746,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:16.460527,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:17.598610,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:18.607289,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:19.672139,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:20.771514,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:21.826824,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:22.854484,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:23.913744,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:24.963031,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:25.992333,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:27.020265,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:27.996848,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:28.985390,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:30.034264,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:31.109062,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:32.157107,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:33.239133,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:34.311447,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:35.381816,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:36.472986,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:37.531915,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:38.602200,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:39.715771,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:40.832124,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:41.917386,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:42.963425,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:44.015891,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:45.109791,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:46.170152,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:47.213371,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:48.316834,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:49.339622,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:50.338387,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:51.321754,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:52.346526,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:53.352870,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:54.378583,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:55.432427,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:56.488367,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:57.549591,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:58.592577,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:03:59.647341,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:00.713496,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
11-01-2023 12:04:01.763327,"(10.0, 21.0, 20.035087719298247)","(11.0, 23.0, 21.954545454545453)","(3.0, 5.1, 3.4555555555555557)","(5.5, 10.5, 5.458333333333333)","(71.0, 550.0, 470.0)","(1.9, 2.8, 2.2133333333333334)","(21.0, 100.0, 62.0)","(31.0, 220.0, 113.88888888888889)"
