,Squillions,Birdie Curdy,Silverscape,Colors Of The Wind,Optimistic Cowgirl,Street Tapper,Sea Level
08-12-2022 14:19:37.847407,"(3.0, 3.5, 3.4904761904761905)","(8.0, 12.5, 10.178571428571429)","(3.6, 4.2, 4.05)","(7.0, 9.4, 9.22857142857143)","(7.5, 10.0, 9.714285714285714)","(7.0, 7.8, 7.4)","(15.0, 30.0, 27.5)"
08-12-2022 14:19:38.910343,"(3.0, 3.5, 3.4904761904761905)","(8.0, 12.5, 10.807692307692308)","(3.6, 4.2, 4.05)","(7.0, 9.4, 9.22857142857143)","(7.5, 11.0, 9.714285714285714)","(7.0, 7.8, 7.4)","(15.0, 30.0, 27.5)"
08-12-2022 14:19:39.971272,"(3.0, 3.5, 3.4904761904761905)","(8.0, 12.5, 10.807692307692308)","(3.6, 4.2, 4.05)","(7.0, 9.4, 9.22857142857143)","(7.5, 11.0, 9.714285714285714)","(7.0, 7.8, 7.4)","(15.0, 30.0, 27.5)"
08-12-2022 14:19:40.979335,"(3.0, 3.5, 3.4904761904761905)","(8.0, 12.5, 10.807692307692308)","(3.6, 4.2, 4.05)","(7.0, 9.4, 9.22857142857143)","(7.5, 11.0, 10.357142857142858)","(7.0, 7.8, 7.4)","(15.0, 30.0, 27.5)"
08-12-2022 14:19:41.958200,"(3.0, 3.5, 3.4904761904761905)","(8.0, 12.5, 10.807692307692308)","(3.6, 4.2, 4.05)","(7.0, 9.4, 9.22857142857143)","(7.5, 11.0, 10.357142857142858)","(7.0, 7.8, 7.4)","(15.0, 30.0, 27.5)"
08-12-2022 14:19:42.942512,"(3.0, 3.5, 3.4904761904761905)","(8.0, 12.5, 10.807692307692308)","(3.6, 4.2, 4.05)","(7.0, 9.4, 9.22857142857143)","(7.5, 11.0, 10.263636363636364)","(7.0, 7.8, 7.4)","(15.0, 30.0, 27.5)"
08-12-2022 14:19:43.925837,"(3.0, 3.5, 3.49)","(8.0, 12.5, 10.807692307692308)","(3.6, 4.2, 4.05)","(7.0, 9.4, 9.22857142857143)","(7.5, 10.5, 9.95)","(7.0, 7.8, 8.075)","(15.0, 30.0, 27.5)"
08-12-2022 14:19:44.895923,"(3.0, 3.5, 3.49)","(8.0, 12.5, 10.807692307692308)","(3.6, 4.2, 4.05)","(7.0, 9.4, 9.22857142857143)","(7.5, 10.5, 9.95)","(7.0, 8.2, 8.066666666666666)","(15.0, 30.0, 27.5)"
08-12-2022 14:19:45.935393,"(3.0, 3.5, 3.4833333333333334)","(8.0, 12.5, 10.807692307692308)","(3.6, 4.2, 4.05)","(7.0, 9.4, 9.22857142857143)","(7.5, 10.5, 9.95)","(7.0, 8.2, 8.066666666666666)","(15.0, 30.0, 27.5)"
08-12-2022 14:19:46.965345,"(3.0, 3.5, 3.4833333333333334)","(8.0, 12.5, 10.807692307692308)","(3.6, 4.2, 4.05)","(7.0, 9.4, 9.455555555555556)","(7.5, 10.5, 9.95)","(7.0, 8.2, 8.066666666666666)","(15.0, 30.0, 26.2)"
08-12-2022 14:19:47.941469,"(3.0, 3.5, 3.4833333333333334)","(8.0, 13.0, 10.708333333333334)","(3.6, 4.2, 4.05)","(7.0, 10.0, 9.455555555555556)","(7.5, 10.5, 9.95)","(7.0, 8.2, 8.066666666666666)","(15.0, 29.0, 23.75)"
08-12-2022 14:19:48.963335,"(3.0, 3.5, 3.4846153846153847)","(8.0, 13.0, 10.708333333333334)","(3.6, 4.2, 4.05)","(7.0, 10.0, 9.455555555555556)","(7.5, 10.5, 9.7)","(7.0, 8.2, 7.68)","(15.0, 29.0, 22.25)"
08-12-2022 14:19:50.070098,"(3.0, 3.5, 3.4846153846153847)","(8.0, 12.5, 11.5)","(3.6, 4.2, 4.05)","(7.0, 10.0, 9.455555555555556)","(7.5, 10.0, 9.6)","(7.0, 8.0, 7.68)","(15.0, 29.0, 22.25)"
08-12-2022 14:19:51.181950,"(3.0, 3.5, 3.4846153846153847)","(8.0, 12.5, 11.5)","(3.6, 4.2, 4.05)","(7.0, 10.0, 9.455555555555556)","(7.5, 10.0, 9.6)","(7.0, 8.0, 7.68)","(15.0, 29.0, 22.25)"
08-12-2022 14:19:52.197058,"(3.0, 3.5, 3.4846153846153847)","(8.0, 12.5, 11.5)","(3.6, 4.2, 4.05)","(7.0, 10.0, 9.455555555555556)","(7.5, 10.0, 9.876923076923077)","(7.0, 8.0, 7.84)","(15.0, 29.0, 22.25)"
08-12-2022 14:19:53.237928,"(3.0, 3.4, 3.34)","(8.0, 12.5, 11.5)","(3.6, 4.2, 4.05)","(7.0, 10.0, 9.455555555555556)","(7.5, 10.0, 9.876923076923077)","(7.0, 8.0, 7.84)","(15.0, 29.0, 21.5)"
08-12-2022 14:19:54.272558,"(3.0, 3.5, 3.4846153846153847)","(8.0, 12.5, 11.7)","(3.6, 4.2, 4.05)","(7.0, 10.0, 9.157142857142857)","(7.5, 10.0, 9.876923076923077)","(7.0, 8.0, 7.84)","(15.0, 29.0, 21.5)"
08-12-2022 14:19:55.376540,"(3.0, 3.5, 3.4846153846153847)","(8.0, 12.5, 11.7)","(3.6, 4.2, 4.05)","(7.0, 9.2, 9.1625)","(7.5, 10.0, 9.876923076923077)","(7.0, 8.0, 7.6)","(15.0, 29.0, 23.444444444444443)"
08-12-2022 14:19:56.516949,"(3.0, 3.5, 3.4960526315789475)","(8.0, 12.5, 12.26923076923077)","(3.6, 4.2, 4.05)","(7.0, 9.2, 9.157142857142857)","(7.5, 10.0, 10.221428571428572)","(7.0, 7.8, 8.2)","(15.0, 29.0, 23.444444444444443)"
08-12-2022 14:19:57.592749,"(3.0, 3.5, 3.425)","(8.0, 13.0, 10.916666666666666)","(3.6, 4.2, 4.172727272727273)","(7.0, 9.2, 9.145454545454545)","(7.5, 10.5, 10.221428571428572)","(7.0, 8.6, 8.2)","(15.0, 29.0, 23.444444444444443)"
08-12-2022 14:19:58.611173,"(3.0, 3.5, 3.425)","(8.0, 13.0, 10.916666666666666)","(3.6, 4.5, 4.316666666666666)","(7.0, 9.2, 9.145454545454545)","(7.5, 10.5, 10.221428571428572)","(7.0, 9.0, 8.2)","(15.0, 29.0, 23.444444444444443)"
08-12-2022 14:19:59.585953,"(3.0, 3.5, 3.425)","(8.0, 13.0, 10.916666666666666)","(3.6, 4.5, 4.005)","(7.0, 9.2, 9.145454545454545)","(7.5, 10.5, 10.221428571428572)","(7.0, 9.0, 8.2)","(15.0, 29.0, 22.636363636363637)"
08-12-2022 14:20:00.654793,"(3.0, 3.5, 3.3714285714285714)","(8.0, 13.0, 10.916666666666666)","(3.6, 4.5, 3.9892857142857143)","(7.0, 9.2, 9.145454545454545)","(7.5, 10.5, 10.221428571428572)","(7.0, 9.0, 8.2)","(15.0, 29.0, 22.636363636363637)"
08-12-2022 14:20:01.786663,"(3.0, 3.5, 3.3714285714285714)","(8.0, 13.0, 10.916666666666666)","(3.6, 4.5, 4.175000000000001)","(7.0, 9.2, 9.149999999999999)","(7.5, 10.5, 9.7)","(7.0, 9.0, 8.24)","(15.0, 29.0, 24.0)"
08-12-2022 14:20:02.902165,"(3.0, 3.5, 3.3714285714285714)","(8.0, 12.5, 11.5)","(3.6, 4.4, 4.125)","(7.0, 9.2, 9.149999999999999)","(7.5, 10.0, 9.7)","(7.0, 8.8, 8.24)","(15.0, 29.0, 24.714285714285715)"
08-12-2022 14:20:03.980436,"(3.0, 3.5, 3.3714285714285714)","(8.0, 12.5, 11.5)","(3.6, 4.3, 4.125)","(7.0, 9.2, 8.753846153846153)","(7.5, 10.0, 9.7)","(7.0, 8.8, 8.24)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:04.980166,"(3.0, 3.5, 3.425)","(8.0, 12.5, 11.5)","(3.6, 4.3, 4.125)","(7.0, 9.0, 8.753846153846153)","(7.5, 10.0, 9.7)","(7.0, 8.8, 8.24)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:06.060807,"(3.0, 3.5, 3.425)","(8.0, 12.5, 11.5)","(3.6, 4.3, 4.125)","(7.0, 9.0, 8.753846153846153)","(7.5, 10.0, 9.7)","(7.0, 8.8, 8.24)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:07.154353,"(3.0, 3.5, 3.425)","(8.0, 12.5, 11.5)","(3.6, 4.3, 4.16)","(7.0, 9.0, 8.542857142857143)","(7.5, 10.0, 9.7)","(7.0, 8.8, 8.24)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:08.367971,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.5)","(3.6, 4.3, 4.16)","(7.5, 9.0, 8.542857142857143)","(7.5, 10.0, 9.571428571428571)","(7.0, 8.8, 8.2)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:09.466710,"(3.0, 3.5, 3.425)","(8.5, 13.0, 11.125)","(3.6, 4.3, 4.16)","(7.5, 9.0, 8.542857142857143)","(7.5, 10.5, 9.571428571428571)","(7.0, 9.0, 7.75)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:10.517647,"(3.0, 3.5, 3.425)","(8.5, 13.0, 11.125)","(3.6, 4.3, 4.222222222222222)","(7.5, 9.0, 8.542857142857143)","(7.5, 10.5, 9.571428571428571)","(7.0, 8.8, 8.38)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:11.536735,"(3.0, 3.5, 3.425)","(8.5, 13.0, 11.125)","(3.6, 4.3, 4.265)","(7.5, 9.0, 8.542857142857143)","(7.5, 10.5, 9.571428571428571)","(7.0, 8.8, 8.38)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:12.612388,"(3.0, 3.5, 3.425)","(8.5, 13.0, 11.125)","(3.6, 4.3, 4.265)","(7.5, 9.0, 8.542857142857143)","(7.5, 10.5, 9.719999999999999)","(7.0, 8.8, 8.38)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:13.733246,"(3.0, 3.5, 3.425)","(8.5, 13.0, 11.125)","(3.6, 4.3, 4.265)","(7.5, 9.0, 8.63076923076923)","(7.5, 10.5, 9.719999999999999)","(7.0, 8.8, 8.38)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:14.818955,"(3.0, 3.5, 3.425)","(8.5, 13.0, 11.125)","(3.6, 4.3, 4.265)","(7.5, 9.0, 8.63076923076923)","(7.5, 10.5, 9.7)","(7.0, 8.8, 8.38)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:15.897194,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.5)","(3.6, 4.3, 4.265)","(7.5, 9.0, 8.63076923076923)","(7.5, 10.0, 9.7)","(7.0, 8.8, 8.38)","(15.0, 29.0, 26.333333333333332)"
08-12-2022 14:20:16.862843,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.5)","(3.6, 4.3, 4.265)","(7.5, 9.0, 8.63076923076923)","(7.5, 10.0, 9.7)","(7.0, 8.8, 8.38)","(15.0, 29.0, 26.375)"
08-12-2022 14:20:17.875503,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.5)","(3.6, 4.3, 4.265)","(7.5, 9.2, 9.066666666666666)","(7.5, 10.0, 9.7)","(7.0, 8.8, 8.472727272727273)","(15.0, 29.0, 23.0)"
08-12-2022 14:20:18.975111,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.09375)","(3.6, 4.3, 4.266666666666667)","(7.5, 9.2, 9.066666666666666)","(7.5, 10.0, 9.7)","(7.0, 8.8, 7.7)","(15.0, 29.0, 22.214285714285715)"
08-12-2022 14:20:20.172943,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.09375)","(3.6, 4.3, 4.266666666666667)","(7.5, 9.2, 9.066666666666666)","(7.5, 10.0, 9.7)","(7.0, 8.6, 7.7)","(15.0, 29.0, 22.214285714285715)"
08-12-2022 14:20:21.291775,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.09375)","(3.6, 4.3, 4.166666666666666)","(7.5, 9.2, 9.066666666666666)","(7.5, 10.0, 9.571428571428571)","(7.0, 8.6, 7.466666666666667)","(15.0, 29.0, 22.214285714285715)"
08-12-2022 14:20:22.390564,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.107142857142858)","(3.6, 4.3, 4.166666666666666)","(7.5, 9.2, 9.138461538461538)","(7.5, 10.5, 10.035714285714285)","(7.0, 8.6, 7.733333333333333)","(15.0, 29.0, 22.214285714285715)"
08-12-2022 14:20:23.453292,"(3.0, 3.5, 3.3714285714285714)","(8.5, 13.0, 11.08695652173913)","(3.6, 4.3, 4.166666666666666)","(7.5, 9.2, 9.138461538461538)","(7.5, 10.5, 10.035714285714285)","(7.0, 8.4, 7.733333333333333)","(15.0, 29.0, 22.214285714285715)"
08-12-2022 14:20:24.500387,"(3.0, 3.5, 3.3714285714285714)","(8.5, 13.0, 11.08695652173913)","(3.6, 4.3, 4.166666666666666)","(7.5, 9.2, 9.17142857142857)","(7.5, 10.5, 9.7)","(7.0, 8.4, 7.666666666666667)","(15.0, 29.0, 22.214285714285715)"
08-12-2022 14:20:25.569537,"(3.0, 3.5, 3.3714285714285714)","(8.5, 12.5, 11.5)","(3.6, 4.5, 4.108888888888888)","(7.5, 9.2, 9.049999999999999)","(7.5, 10.0, 9.7)","(7.0, 8.2, 7.666666666666667)","(15.0, 29.0, 22.214285714285715)"
08-12-2022 14:20:26.734504,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.5)","(3.6, 4.5, 4.133333333333333)","(7.5, 9.2, 9.049999999999999)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 23.3)"
08-12-2022 14:20:27.889308,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.13)","(7.5, 9.2, 9.161904761904761)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 23.3)"
08-12-2022 14:20:29.056948,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.13)","(7.5, 9.2, 9.161904761904761)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 23.3)"
08-12-2022 14:20:30.194369,"(3.0, 3.5, 3.375)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.13)","(7.5, 9.2, 9.161904761904761)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 23.3)"
08-12-2022 14:20:31.294710,"(3.0, 3.5, 3.375)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.13)","(7.5, 9.2, 9.161904761904761)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 23.3)"
08-12-2022 14:20:32.424338,"(3.0, 3.5, 3.375)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.133333333333333)","(7.5, 9.2, 9.161904761904761)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 23.3)"
08-12-2022 14:20:33.637510,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.107142857142858)","(3.7, 4.4, 4.133333333333333)","(7.5, 9.2, 9.161904761904761)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 24.25)"
08-12-2022 14:20:34.838104,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.107142857142858)","(3.7, 4.4, 4.133333333333333)","(7.5, 9.2, 8.9)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 27.0)"
08-12-2022 14:20:36.065483,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.166666666666666)","(3.7, 4.4, 4.133333333333333)","(7.5, 9.2, 8.9)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 27.0)"
08-12-2022 14:20:37.244712,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.166666666666666)","(3.7, 4.4, 4.117647058823529)","(7.5, 9.2, 8.9)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 27.0)"
08-12-2022 14:20:38.319558,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.117647058823529)","(7.5, 9.2, 8.9)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 27.0)"
08-12-2022 14:20:39.387136,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.117647058823529)","(7.5, 9.2, 8.9)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 27.0)"
08-12-2022 14:20:40.512885,"(3.0, 3.5, 3.425)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.117647058823529)","(7.5, 9.2, 8.9)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 27.0)"
08-12-2022 14:20:41.691812,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.117647058823529)","(7.5, 9.2, 8.9)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(15.0, 29.0, 27.0)"
08-12-2022 14:20:42.894878,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.117647058823529)","(7.5, 9.2, 8.9)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(16.0, 29.0, 27.0)"
08-12-2022 14:20:44.102832,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.117647058823529)","(7.5, 9.2, 9.585185185185185)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(16.0, 29.0, 27.0)"
08-12-2022 14:20:45.259392,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.117647058823529)","(7.5, 10.0, 9.183333333333334)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(16.0, 29.0, 27.0)"
08-12-2022 14:20:46.376537,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.117647058823529)","(7.5, 10.0, 9.183333333333334)","(7.5, 10.0, 9.7)","(6.5, 8.2, 7.666666666666667)","(16.0, 29.0, 29.0)"
08-12-2022 14:20:47.504019,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.117647058823529)","(7.5, 10.0, 9.183333333333334)","(7.5, 10.0, 9.7)","(6.5, 8.2, 8.04)","(16.0, 32.0, 26.57142857142857)"
08-12-2022 14:20:48.584264,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.133333333333333)","(7.5, 10.0, 9.183333333333334)","(7.5, 10.0, 9.7)","(6.5, 8.2, 8.04)","(16.0, 30.0, 27.428571428571427)"
08-12-2022 14:20:49.705509,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.5)","(3.7, 4.4, 4.14)","(7.5, 10.0, 9.51764705882353)","(7.5, 10.0, 9.7)","(6.5, 8.2, 8.04)","(16.0, 32.0, 27.666666666666668)"
08-12-2022 14:20:50.798844,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.5)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.5)","(7.5, 10.0, 9.633333333333333)","(6.5, 8.2, 7.525)","(16.0, 30.0, 26.0)"
08-12-2022 14:20:51.879307,"(3.0, 3.5, 3.3578947368421055)","(8.5, 13.0, 11.08695652173913)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.5)","(7.5, 10.5, 9.633333333333333)","(6.5, 8.4, 7.525)","(16.0, 29.0, 26.0)"
08-12-2022 14:20:52.949345,"(3.0, 3.5, 3.3578947368421055)","(8.5, 13.0, 11.08695652173913)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.5)","(7.5, 10.5, 9.633333333333333)","(6.5, 8.4, 7.525)","(16.0, 29.0, 25.727272727272727)"
08-12-2022 14:20:54.079579,"(3.0, 3.5, 3.3578947368421055)","(8.5, 13.0, 11.08695652173913)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.5)","(7.5, 10.5, 9.633333333333333)","(6.5, 8.4, 7.525)","(16.0, 29.0, 25.727272727272727)"
08-12-2022 14:20:55.195317,"(3.0, 3.5, 3.3578947368421055)","(8.5, 13.0, 11.08695652173913)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.5)","(7.5, 10.5, 9.633333333333333)","(6.5, 8.4, 7.525)","(16.0, 29.0, 25.727272727272727)"
08-12-2022 14:20:56.334014,"(3.0, 3.5, 3.3578947368421055)","(8.5, 12.5, 11.5)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.133333333333335)","(7.5, 10.5, 9.6)","(6.5, 8.4, 7.8999999999999995)","(16.0, 29.0, 25.727272727272727)"
08-12-2022 14:20:57.419364,"(3.0, 3.5, 3.3578947368421055)","(8.5, 12.5, 11.5)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.133333333333335)","(7.5, 10.0, 9.6)","(6.5, 8.2, 7.8999999999999995)","(16.0, 29.0, 24.846153846153847)"
08-12-2022 14:20:58.518882,"(3.0, 3.5, 3.3578947368421055)","(8.5, 12.5, 11.5)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.133333333333335)","(7.5, 10.0, 9.6)","(6.5, 8.2, 7.8999999999999995)","(16.0, 29.0, 25.333333333333332)"
08-12-2022 14:20:59.868944,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.5)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.133333333333335)","(7.5, 10.0, 9.6)","(6.5, 8.2, 7.8999999999999995)","(16.0, 28.0, 25.333333333333332)"
08-12-2022 14:21:01.170368,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.166666666666666)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.133333333333335)","(7.5, 10.0, 9.6)","(6.5, 8.2, 7.8999999999999995)","(16.0, 28.0, 24.0)"
08-12-2022 14:21:02.452390,"(3.0, 3.5, 3.3615384615384616)","(8.5, 12.5, 11.166666666666666)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.514285714285714)","(7.5, 10.0, 9.6)","(6.5, 8.2, 7.8)","(16.0, 28.0, 24.0)"
08-12-2022 14:21:03.738438,"(3.0, 3.5, 3.4)","(8.5, 12.0, 11.571428571428571)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.514285714285714)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.8)","(16.0, 28.0, 25.0)"
08-12-2022 14:21:04.919809,"(3.0, 3.5, 3.395652173913043)","(8.5, 12.0, 11.571428571428571)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.072727272727274)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.8)","(16.0, 30.0, 26.75)"
08-12-2022 14:21:05.966786,"(3.0, 3.5, 3.395652173913043)","(8.5, 12.0, 11.571428571428571)","(3.7, 4.5, 4.14)","(7.5, 9.4, 9.072727272727274)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.714285714285714)","(16.0, 29.0, 27.875)"
08-12-2022 14:21:07.110742,"(3.0, 3.5, 3.375862068965517)","(8.5, 12.0, 11.571428571428571)","(3.7, 4.5, 4.14)","(7.5, 9.4, 8.846153846153847)","(7.5, 10.5, 9.571428571428571)","(6.5, 8.4, 7.72)","(16.0, 29.0, 27.875)"
08-12-2022 14:21:08.238900,"(3.0, 3.5, 3.375862068965517)","(8.5, 12.0, 11.571428571428571)","(3.7, 4.5, 4.14)","(7.5, 9.4, 8.846153846153847)","(7.5, 10.5, 9.466666666666667)","(6.5, 8.2, 7.72)","(16.0, 29.0, 27.875)"
08-12-2022 14:21:09.449328,"(3.0, 3.45, 3.4375)","(8.5, 13.0, 10.962962962962964)","(3.7, 4.5, 4.14)","(7.5, 9.4, 8.846153846153847)","(7.5, 10.0, 9.466666666666667)","(6.5, 8.2, 7.72)","(16.0, 29.0, 27.875)"
08-12-2022 14:21:10.556296,"(3.0, 3.45, 3.4375)","(8.5, 13.0, 10.962962962962964)","(3.7, 4.5, 4.14)","(7.5, 9.4, 8.846153846153847)","(7.5, 10.0, 9.466666666666667)","(6.5, 8.2, 7.72)","(16.0, 29.0, 27.875)"
08-12-2022 14:21:11.635452,"(3.0, 3.45, 3.4375)","(8.5, 13.0, 10.962962962962964)","(3.7, 4.5, 4.14)","(7.5, 9.4, 8.846153846153847)","(7.5, 10.0, 9.466666666666667)","(6.5, 8.2, 7.72)","(16.0, 29.0, 27.875)"
08-12-2022 14:21:12.766661,"(3.0, 3.45, 3.4375)","(8.5, 13.0, 10.962962962962964)","(3.7, 4.5, 4.14)","(7.5, 9.4, 8.846153846153847)","(7.5, 10.0, 9.466666666666667)","(6.5, 8.2, 7.72)","(16.0, 29.0, 27.875)"
08-12-2022 14:21:13.933966,"(3.0, 3.45, 3.4375)","(8.5, 13.0, 10.962962962962964)","(3.7, 4.5, 4.14)","(7.5, 9.4, 8.885714285714286)","(7.5, 10.0, 9.399999999999999)","(6.5, 8.2, 7.72)","(16.0, 29.0, 27.875)"
08-12-2022 14:21:15.088831,"(3.0, 3.45, 3.4375)","(8.5, 13.0, 10.962962962962964)","(3.7, 4.5, 4.14)","(7.5, 9.4, 8.885714285714286)","(7.5, 10.0, 9.399999999999999)","(6.5, 8.2, 7.72)","(16.0, 29.0, 27.875)"
08-12-2022 14:21:16.252104,"(3.0, 3.45, 3.4375)","(8.5, 12.5, 11.928571428571429)","(3.7, 4.5, 4.14)","(7.5, 9.4, 8.885714285714286)","(7.5, 10.0, 9.399999999999999)","(6.5, 8.2, 7.72)","(16.0, 29.0, 27.875)"
08-12-2022 14:21:17.391346,"(3.0, 3.45, 3.4375)","(8.5, 12.5, 11.928571428571429)","(3.7, 4.5, 4.14)","(7.5, 9.4, 9.0)","(7.5, 10.0, 9.399999999999999)","(6.5, 8.2, 7.666666666666666)","(16.0, 29.0, 25.0)"
08-12-2022 14:21:18.527561,"(3.0, 3.45, 3.4375)","(8.5, 12.5, 11.928571428571429)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.266666666666667)","(7.5, 10.0, 9.399999999999999)","(6.5, 8.2, 7.666666666666666)","(16.0, 29.0, 25.0)"
08-12-2022 14:21:19.700952,"(3.0, 3.45, 3.4375)","(8.5, 12.0, 11.5)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.266666666666667)","(7.5, 10.0, 9.399999999999999)","(6.5, 8.2, 7.666666666666666)","(16.0, 29.0, 23.333333333333332)"
08-12-2022 14:21:20.867346,"(3.0, 3.45, 3.4375)","(8.5, 12.0, 11.5)","(3.7, 4.5, 4.14)","(7.5, 9.8, 9.24)","(7.5, 10.0, 9.399999999999999)","(6.5, 8.2, 7.666666666666666)","(16.0, 28.0, 23.333333333333332)"
08-12-2022 14:21:21.970506,"(3.0, 3.45, 3.4375)","(8.5, 12.0, 11.5)","(3.7, 4.5, 4.14)","(7.5, 9.6, 9.24)","(7.5, 10.0, 9.399999999999999)","(6.5, 8.2, 7.699999999999999)","(16.0, 28.0, 26.333333333333332)"
08-12-2022 14:21:23.133269,"(3.0, 3.45, 3.4375)","(8.5, 12.0, 11.5)","(3.7, 4.5, 4.14)","(7.5, 9.6, 9.24)","(7.5, 10.0, 9.399999999999999)","(6.5, 8.0, 7.699999999999999)","(16.0, 29.0, 26.714285714285715)"
