,Exciting Times,Holdingno Currency,Voodoo Fella,Malinjang,Shakalakaboomboom,Dollarbill,Peppa Bliss,Slingin A Gun,Studleigh Mark
06-01-2023 14:34:28.837562,"(2.15, 2.76, 2.685714285714286)","(13.0, 18.0, 16.5)","(8.0, 9.8, 9.4)","(3.4, 3.95, 3.8666666666666667)","(21.0, 40.0, 32.666666666666664)","(31.0, 60.0, 53.6)","(6.0, 7.6, 7.266666666666667)","(61.0, 130.0, 122.14285714285714)","(19.0, 30.0, 28.666666666666664)"
06-01-2023 14:34:30.215367,"(2.15, 2.76, 2.685714285714286)","(13.0, 18.0, 16.5)","(8.0, 9.8, 9.4)","(3.4, 3.95, 3.8666666666666667)","(21.0, 40.0, 32.666666666666664)","(31.0, 60.0, 53.6)","(6.0, 7.6, 7.266666666666667)","(61.0, 130.0, 122.14285714285714)","(19.0, 30.0, 29.11111111111111)"
06-01-2023 14:34:31.648519,"(2.15, 2.76, 2.656)","(13.0, 18.0, 16.25)","(8.0, 9.8, 9.4)","(3.4, 3.95, 3.8733333333333335)","(21.0, 40.0, 32.666666666666664)","(31.0, 60.0, 53.6)","(6.0, 7.6, 7.252173913043478)","(61.0, 130.0, 122.14285714285714)","(19.0, 30.0, 29.11111111111111)"
06-01-2023 14:34:33.162379,"(2.15, 2.76, 2.656)","(13.0, 18.0, 16.25)","(8.0, 9.8, 9.4)","(3.4, 4.2, 3.8838709677419354)","(21.0, 40.0, 34.5)","(31.0, 60.0, 53.6)","(6.0, 7.6, 7.236363636363636)","(61.0, 130.0, 80.625)","(19.0, 30.0, 28.666666666666664)"
06-01-2023 14:34:34.471908,"(2.15, 2.76, 2.656)","(13.0, 18.0, 16.25)","(8.0, 9.8, 9.4)","(3.4, 4.2, 3.8838709677419354)","(21.0, 40.0, 34.5)","(31.0, 60.0, 52.0)","(6.0, 7.6, 6.904347826086957)","(61.0, 90.0, 76.36363636363636)","(19.0, 30.0, 30.0)"
06-01-2023 14:34:35.765347,"(2.15, 2.76, 2.696)","(13.0, 18.0, 17.125)","(8.0, 9.8, 9.047619047619047)","(3.4, 4.2, 3.9923076923076923)","(21.0, 40.0, 34.5)","(31.0, 60.0, 49.333333333333336)","(6.0, 7.6, 6.909090909090909)","(61.0, 90.0, 77.14285714285714)","(19.0, 34.0, 30.0)"
06-01-2023 14:34:37.060569,"(2.15, 2.8, 2.696)","(13.0, 18.0, 16.3)","(8.0, 10.0, 9.047619047619047)","(3.4, 4.3, 3.9923076923076923)","(21.0, 40.0, 34.5)","(31.0, 60.0, 49.5)","(6.0, 7.6, 7.1)","(61.0, 90.0, 77.14285714285714)","(19.0, 34.0, 28.5)"
06-01-2023 14:34:38.294401,"(2.15, 2.8, 2.758064516129032)","(13.0, 17.5, 16.3)","(8.0, 10.0, 9.142857142857142)","(3.4, 4.3, 3.9923076923076923)","(21.0, 40.0, 34.5)","(31.0, 55.0, 49.5)","(6.0, 7.4, 7.359999999999999)","(61.0, 90.0, 77.14285714285714)","(19.0, 34.0, 28.5)"
06-01-2023 14:34:39.631609,"(2.15, 2.8, 2.7272)","(13.0, 17.5, 16.3)","(8.0, 11.0, 9.6)","(3.4, 4.3, 3.9923076923076923)","(21.0, 40.0, 34.5)","(31.0, 55.0, 49.333333333333336)","(6.0, 8.2, 7.6)","(61.0, 90.0, 73.63636363636364)","(19.0, 34.0, 28.5)"
06-01-2023 14:34:40.904822,"(2.15, 2.78, 2.762857142857143)","(13.0, 17.5, 16.25)","(8.0, 10.0, 9.52)","(3.4, 4.3, 3.9923076923076923)","(21.0, 40.0, 34.5)","(31.0, 60.0, 49.333333333333336)","(6.0, 7.8, 7.3)","(61.0, 90.0, 73.63636363636364)","(19.0, 34.0, 28.5)"
06-01-2023 14:34:42.222987,"(2.15, 2.78, 2.762857142857143)","(13.0, 17.5, 16.25)","(8.0, 10.0, 9.333333333333334)","(3.4, 4.3, 3.9923076923076923)","(21.0, 40.0, 34.5)","(31.0, 60.0, 49.333333333333336)","(6.0, 7.8, 7.3)","(61.0, 90.0, 73.63636363636364)","(19.0, 34.0, 28.5)"
06-01-2023 14:34:43.638317,"(2.15, 2.78, 2.762857142857143)","(13.0, 17.5, 16.25)","(8.0, 10.0, 9.633333333333333)","(3.4, 4.3, 4.170833333333333)","(21.0, 40.0, 34.5)","(31.0, 60.0, 49.5)","(6.0, 7.8, 7.6)","(61.0, 90.0, 73.63636363636364)","(19.0, 34.0, 28.5)"
06-01-2023 14:34:45.046371,"(2.15, 2.78, 2.762857142857143)","(13.0, 17.5, 16.5)","(8.0, 10.5, 9.633333333333333)","(3.4, 4.2, 4.138235294117647)","(21.0, 40.0, 34.5)","(31.0, 55.0, 49.5)","(6.0, 8.0, 7.857142857142857)","(61.0, 90.0, 73.63636363636364)","(19.0, 34.0, 23.714285714285715)"
06-01-2023 14:34:46.436622,"(2.15, 2.78, 2.762857142857143)","(13.0, 17.5, 16.75)","(8.0, 10.5, 9.871428571428572)","(3.4, 4.3, 4.066666666666666)","(21.0, 40.0, 34.5)","(31.0, 55.0, 49.333333333333336)","(6.0, 8.0, 7.6)","(61.0, 90.0, 73.63636363636364)","(19.0, 28.0, 23.714285714285715)"
06-01-2023 14:34:47.951977,"(2.15, 2.78, 2.7399999999999998)","(13.0, 18.0, 16.75)","(8.0, 10.5, 9.78)","(3.4, 4.2, 4.163636363636364)","(21.0, 40.0, 34.5)","(31.0, 60.0, 49.5)","(6.0, 8.0, 7.618181818181818)","(61.0, 90.0, 77.14285714285714)","(19.0, 28.0, 23.833333333333332)"
06-01-2023 14:34:49.549735,"(2.15, 2.78, 2.765263157894737)","(13.0, 17.5, 16.75)","(8.0, 10.5, 9.78)","(3.4, 4.2, 4.125)","(21.0, 40.0, 35.0)","(31.0, 55.0, 49.0)","(6.0, 7.8, 7.618181818181818)","(61.0, 90.0, 77.14285714285714)","(19.0, 28.0, 24.363636363636363)"
06-01-2023 14:34:51.001670,"(2.15, 2.78, 2.765263157894737)","(13.0, 17.5, 16.375)","(8.0, 10.5, 9.78)","(3.4, 4.2, 3.9999999999999996)","(21.0, 40.0, 35.0)","(31.0, 55.0, 49.0)","(6.0, 7.8, 7.618181818181818)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.363636363636363)"
06-01-2023 14:34:52.392567,"(2.15, 2.78, 2.765263157894737)","(13.0, 17.5, 16.416666666666668)","(8.0, 10.5, 9.727272727272727)","(3.4, 4.1, 3.9999999999999996)","(21.0, 40.0, 35.0)","(31.0, 55.0, 48.8)","(6.0, 7.8, 7.685714285714285)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.363636363636363)"
06-01-2023 14:34:53.699368,"(2.15, 2.78, 2.765263157894737)","(13.0, 18.5, 16.96153846153846)","(8.0, 11.0, 10.200000000000001)","(3.4, 4.1, 3.9999999999999996)","(21.0, 40.0, 37.25)","(31.0, 60.0, 48.8)","(6.0, 8.2, 7.857142857142857)","(61.0, 90.0, 77.14285714285714)","(19.0, 28.0, 24.666666666666668)"
06-01-2023 14:34:54.978348,"(2.15, 2.78, 2.7199999999999998)","(13.0, 18.5, 16.9375)","(8.0, 11.0, 9.833333333333332)","(3.4, 4.1, 3.9875)","(21.0, 40.0, 37.25)","(31.0, 60.0, 49.333333333333336)","(6.0, 8.2, 7.857142857142857)","(61.0, 90.0, 77.14285714285714)","(19.0, 28.0, 24.666666666666668)"
06-01-2023 14:34:56.232538,"(2.15, 2.78, 2.7199999999999998)","(13.0, 18.5, 16.9375)","(8.0, 11.0, 9.9)","(3.4, 4.1, 3.9875)","(21.0, 40.0, 37.25)","(31.0, 60.0, 49.5)","(6.0, 8.2, 7.857142857142857)","(61.0, 90.0, 77.14285714285714)","(19.0, 28.0, 24.666666666666668)"
06-01-2023 14:34:57.509174,"(2.15, 2.78, 2.7125)","(13.0, 18.5, 16.9375)","(8.0, 10.5, 9.9)","(3.4, 4.1, 3.9875)","(21.0, 40.0, 37.25)","(31.0, 55.0, 49.0)","(6.0, 8.2, 7.857142857142857)","(61.0, 90.0, 77.14285714285714)","(19.0, 28.0, 24.666666666666668)"
06-01-2023 14:34:58.767158,"(2.15, 2.78, 2.7199999999999998)","(13.0, 18.5, 16.9375)","(8.0, 10.5, 9.620000000000001)","(3.4, 4.1, 3.9875)","(21.0, 40.0, 37.25)","(31.0, 55.0, 49.0)","(6.0, 8.2, 7.533333333333333)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.666666666666668)"
06-01-2023 14:35:00.044626,"(2.15, 2.78, 2.7199999999999998)","(13.0, 18.5, 16.681818181818183)","(8.0, 10.5, 9.363636363636363)","(3.4, 4.1, 3.967647058823529)","(21.0, 40.0, 37.25)","(31.0, 55.0, 49.333333333333336)","(6.0, 8.2, 7.866666666666666)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.875)"
06-01-2023 14:35:01.217710,"(2.15, 2.78, 2.7199999999999998)","(13.0, 18.5, 16.681818181818183)","(8.0, 11.0, 10.128571428571428)","(3.4, 4.1, 3.9269230769230767)","(21.0, 40.0, 37.25)","(31.0, 60.0, 49.5)","(6.0, 8.2, 7.733333333333333)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.875)"
06-01-2023 14:35:02.371031,"(2.15, 2.78, 2.7199999999999998)","(13.0, 18.5, 16.681818181818183)","(8.0, 10.5, 9.95)","(3.4, 4.1, 3.9977272727272726)","(21.0, 40.0, 37.25)","(31.0, 55.0, 52.42857142857143)","(6.0, 8.0, 7.733333333333333)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.153846153846153)"
06-01-2023 14:35:03.565706,"(2.15, 2.78, 2.7199999999999998)","(13.0, 18.5, 16.681818181818183)","(8.0, 10.5, 9.95)","(3.4, 4.1, 3.9977272727272726)","(21.0, 40.0, 37.25)","(31.0, 55.0, 52.42857142857143)","(6.0, 8.0, 7.733333333333333)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.153846153846153)"
06-01-2023 14:35:04.850132,"(2.1, 2.78, 2.734285714285714)","(13.0, 18.5, 16.681818181818183)","(8.0, 10.0, 9.7)","(3.4, 4.1, 3.9977272727272726)","(21.0, 40.0, 37.25)","(31.0, 55.0, 52.333333333333336)","(6.0, 8.0, 7.733333333333333)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.153846153846153)"
06-01-2023 14:35:06.132559,"(2.1, 2.78, 2.734285714285714)","(13.0, 18.5, 16.681818181818183)","(8.0, 10.0, 9.7)","(3.4, 4.1, 3.9977272727272726)","(21.0, 40.0, 34.5)","(31.0, 65.0, 52.333333333333336)","(6.0, 8.0, 7.733333333333333)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.153846153846153)"
06-01-2023 14:35:07.319364,"(2.1, 2.78, 2.734285714285714)","(13.0, 18.5, 16.681818181818183)","(8.0, 10.0, 9.386956521739132)","(3.4, 4.1, 3.9977272727272726)","(21.0, 40.0, 34.5)","(31.0, 65.0, 52.333333333333336)","(6.0, 8.0, 7.666666666666667)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.153846153846153)"
06-01-2023 14:35:08.478930,"(2.1, 2.78, 2.750909090909091)","(13.0, 18.5, 16.681818181818183)","(8.0, 9.2, 8.639130434782608)","(3.4, 4.1, 3.9977272727272726)","(21.0, 40.0, 34.5)","(31.0, 65.0, 52.333333333333336)","(6.0, 8.2, 7.666666666666667)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.666666666666668)"
06-01-2023 14:35:09.650626,"(2.1, 2.78, 2.772222222222222)","(13.0, 18.5, 17.5625)","(8.0, 9.2, 8.639130434782608)","(3.4, 4.1, 4.021739130434782)","(21.0, 40.0, 32.666666666666664)","(31.0, 60.0, 50.666666666666664)","(6.0, 8.2, 7.742857142857143)","(61.0, 90.0, 76.5)","(19.0, 28.0, 24.666666666666668)"
06-01-2023 14:35:10.758787,"(2.1, 2.78, 2.773333333333333)","(13.0, 18.5, 17.346153846153847)","(8.0, 9.2, 8.639130434782608)","(3.4, 4.1, 3.9977272727272726)","(21.0, 40.0, 35.6)","(31.0, 60.0, 49.333333333333336)","(6.0, 8.4, 7.742857142857143)","(61.0, 90.0, 87.5)","(19.0, 28.0, 24.666666666666668)"
06-01-2023 14:35:11.991468,"(2.1, 2.78, 2.7199999999999998)","(13.0, 18.5, 17.346153846153847)","(8.0, 8.8, 8.213636363636363)","(3.4, 4.1, 3.9977272727272726)","(21.0, 40.0, 32.666666666666664)","(31.0, 60.0, 49.333333333333336)","(6.0, 8.4, 7.48)","(61.0, 100.0, 87.5)","(19.0, 28.0, 24.153846153846153)"
06-01-2023 14:35:13.231280,"(2.1, 2.8, 2.6693333333333333)","(13.0, 18.5, 17.346153846153847)","(8.0, 8.8, 8.213636363636363)","(3.4, 4.1, 3.9977272727272726)","(21.0, 40.0, 32.666666666666664)","(31.0, 60.0, 49.333333333333336)","(6.0, 8.4, 7.515384615384615)","(61.0, 100.0, 87.5)","(19.0, 28.0, 24.666666666666668)"
06-01-2023 14:35:14.446241,"(2.1, 2.8, 2.725714285714286)","(14.0, 18.5, 17.59090909090909)","(8.0, 8.8, 8.239130434782608)","(3.4, 4.1, 4.01)","(21.0, 40.0, 32.666666666666664)","(31.0, 60.0, 49.333333333333336)","(6.0, 8.4, 7.8)","(61.0, 100.0, 87.5)","(19.0, 28.0, 24.153846153846153)"
06-01-2023 14:35:15.737428,"(2.1, 2.9, 2.833333333333333)","(14.0, 18.5, 17.59090909090909)","(8.0, 8.8, 8.277777777777777)","(3.4, 4.1, 3.9375)","(21.0, 40.0, 35.6)","(31.0, 60.0, 49.333333333333336)","(6.0, 8.2, 7.6)","(61.0, 100.0, 87.5)","(19.0, 28.0, 24.428571428571427)"
06-01-2023 14:35:17.027505,"(2.1, 2.9, 2.895)","(14.0, 18.5, 17.59090909090909)","(8.0, 8.8, 8.277777777777777)","(3.4, 4.1, 3.9375)","(21.0, 40.0, 32.666666666666664)","(31.0, 60.0, 49.333333333333336)","(6.0, 8.2, 7.6)","(61.0, 100.0, 87.5)","(19.0, 28.0, 24.428571428571427)"
06-01-2023 14:35:18.331406,"(2.1, 2.9, 2.8866666666666667)","(14.0, 18.5, 17.59090909090909)","(8.0, 8.8, 8.277777777777777)","(3.4, 4.1, 3.8833333333333333)","(21.0, 40.0, 32.666666666666664)","(31.0, 60.0, 49.333333333333336)","(6.0, 8.2, 7.6)","(61.0, 100.0, 87.5)","(19.0, 28.0, 24.428571428571427)"
06-01-2023 14:35:19.652698,"(2.1, 2.9, 2.8866666666666667)","(14.0, 18.5, 17.59090909090909)","(8.0, 8.8, 8.464285714285715)","(3.4, 4.1, 3.8989361702127656)","(21.0, 40.0, 35.0)","(31.0, 60.0, 52.0)","(6.0, 8.2, 8.061538461538461)","(61.0, 100.0, 87.5)","(19.0, 28.0, 24.428571428571427)"
06-01-2023 14:35:20.917943,"(2.1, 2.96, 2.952650176678445)","(14.0, 18.5, 17.875)","(8.0, 8.8, 8.464285714285715)","(3.4, 4.1, 3.8967391304347827)","(21.0, 40.0, 35.0)","(31.0, 60.0, 47.5)","(6.0, 8.2, 8.061538461538461)","(61.0, 100.0, 87.5)","(19.0, 28.0, 25.142857142857142)"
06-01-2023 14:35:22.187578,"(2.1, 2.94, 2.8835294117647057)","(14.0, 18.5, 17.875)","(8.0, 8.8, 8.464285714285715)","(3.4, 4.0, 3.88)","(21.0, 40.0, 35.0)","(31.0, 65.0, 49.166666666666664)","(6.0, 8.2, 8.061538461538461)","(61.0, 100.0, 87.5)","(19.0, 28.0, 25.5)"
06-01-2023 14:35:23.530920,"(2.1, 2.96, 2.877272727272727)","(14.0, 18.5, 17.875)","(8.0, 8.8, 8.464285714285715)","(3.4, 4.0, 3.9172413793103447)","(21.0, 40.0, 35.0)","(31.0, 65.0, 49.166666666666664)","(6.0, 8.2, 8.061538461538461)","(61.0, 100.0, 87.5)","(19.0, 28.0, 25.5)"
06-01-2023 14:35:24.843556,"(2.1, 2.96, 2.9127272727272726)","(14.0, 18.5, 17.875)","(8.0, 8.8, 8.464285714285715)","(3.4, 4.0, 3.9702479338842975)","(21.0, 40.0, 36.0)","(31.0, 65.0, 52.8)","(6.0, 8.2, 7.666666666666667)","(61.0, 100.0, 87.5)","(19.0, 28.0, 25.5)"
06-01-2023 14:35:26.234176,"(2.1, 2.96, 2.915)","(14.0, 18.5, 18.115384615384617)","(8.0, 8.8, 8.464285714285715)","(3.4, 4.0, 3.88)","(21.0, 40.0, 36.0)","(31.0, 60.0, 51.6)","(6.0, 8.2, 7.523076923076923)","(61.0, 100.0, 82.5)","(19.0, 28.0, 25.5)"
06-01-2023 14:35:28.469030,"(2.1, 2.96, 2.92)","(14.0, 18.5, 18.115384615384617)","(8.0, 8.8, 8.464285714285715)","(3.4, 3.95, 3.8369565217391304)","(21.0, 40.0, 36.0)","(31.0, 60.0, 51.6)","(6.0, 8.2, 7.523076923076923)","(61.0, 95.0, 82.5)","(19.0, 28.0, 25.5)"
06-01-2023 14:35:29.945411,"(2.2, 2.96, 2.883225806451613)","(14.0, 18.5, 18.115384615384617)","(7.5, 8.8, 8.464285714285715)","(3.4, 3.95, 3.8379310344827586)","(21.0, 40.0, 36.0)","(31.0, 60.0, 51.6)","(6.0, 8.2, 7.523076923076923)","(61.0, 95.0, 82.5)","(19.0, 28.0, 25.5)"
06-01-2023 14:35:31.356435,"(2.2, 2.9, 2.883225806451613)","(14.0, 18.5, 18.115384615384617)","(7.5, 8.8, 8.464285714285715)","(3.4, 3.9, 3.8454545454545452)","(21.0, 40.0, 36.0)","(31.0, 60.0, 52.8)","(6.0, 8.2, 7.780952380952381)","(61.0, 95.0, 82.5)","(19.0, 28.0, 26.333333333333332)"
06-01-2023 14:35:32.716464,"(2.2, 2.9, 2.883225806451613)","(14.0, 18.5, 18.115384615384617)","(7.5, 8.8, 8.366666666666665)","(3.4, 3.9, 3.8047619047619046)","(21.0, 40.0, 36.0)","(31.0, 60.0, 52.666666666666664)","(6.0, 8.2, 7.833333333333333)","(61.0, 95.0, 82.5)","(19.0, 28.0, 26.333333333333332)"
06-01-2023 14:35:34.097809,"(2.2, 2.9, 2.893333333333333)","(14.0, 18.5, 18.115384615384617)","(7.5, 8.6, 8.25)","(3.4, 3.85, 3.8047619047619046)","(21.0, 40.0, 36.0)","(31.0, 55.0, 52.8)","(6.0, 8.2, 7.833333333333333)","(61.0, 95.0, 82.5)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:35.542451,"(2.2, 2.98, 2.951111111111111)","(14.0, 18.5, 18.115384615384617)","(7.5, 8.6, 8.0)","(3.4, 3.85, 3.8047619047619046)","(21.0, 40.0, 36.0)","(31.0, 60.0, 52.8)","(6.0, 8.2, 7.833333333333333)","(61.0, 95.0, 82.5)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:36.915789,"(2.2, 2.98, 2.951111111111111)","(14.0, 18.5, 18.115384615384617)","(7.5, 8.6, 7.85)","(3.4, 3.85, 3.8047619047619046)","(21.0, 40.0, 32.666666666666664)","(31.0, 60.0, 52.8)","(6.0, 8.2, 7.833333333333333)","(61.0, 95.0, 89.28571428571429)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:38.170302,"(2.2, 2.98, 2.951111111111111)","(14.0, 18.5, 18.115384615384617)","(7.5, 8.4, 8.0)","(3.4, 3.85, 3.8047619047619046)","(21.0, 40.0, 36.0)","(31.0, 60.0, 52.8)","(6.0, 8.2, 7.833333333333333)","(61.0, 95.0, 89.28571428571429)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:39.498178,"(2.2, 2.98, 2.951111111111111)","(14.0, 18.5, 18.115384615384617)","(7.5, 8.6, 8.155555555555555)","(3.4, 3.85, 3.825641025641026)","(21.0, 40.0, 36.0)","(31.0, 60.0, 51.0)","(6.0, 8.2, 7.8)","(61.0, 95.0, 89.28571428571429)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:40.946423,"(2.2, 2.98, 2.951111111111111)","(14.0, 18.5, 18.115384615384617)","(7.0, 8.6, 8.155555555555555)","(3.4, 3.85, 3.825641025641026)","(21.0, 40.0, 36.0)","(31.0, 60.0, 51.0)","(6.0, 8.2, 7.571428571428571)","(61.0, 95.0, 89.28571428571429)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:42.336299,"(2.2, 2.98, 2.951111111111111)","(14.0, 18.5, 18.115384615384617)","(7.0, 8.6, 8.44)","(3.4, 3.85, 3.770408163265306)","(21.0, 40.0, 38.857142857142854)","(31.0, 60.0, 51.0)","(6.0, 8.2, 7.780952380952381)","(61.0, 95.0, 91.66666666666667)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:43.733901,"(2.2, 2.98, 2.951111111111111)","(14.0, 18.5, 18.115384615384617)","(7.0, 8.6, 8.44)","(3.4, 3.8, 3.770408163265306)","(21.0, 40.0, 38.857142857142854)","(31.0, 60.0, 51.0)","(6.0, 8.2, 7.538461538461538)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:45.096463,"(2.2, 2.98, 2.945333333333333)","(14.0, 18.5, 18.115384615384617)","(7.0, 8.6, 8.44)","(3.4, 3.8, 3.77875)","(21.0, 40.0, 38.0)","(31.0, 60.0, 48.0)","(6.0, 8.0, 7.470588235294118)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:46.448264,"(2.2, 2.98, 2.945333333333333)","(14.0, 18.5, 18.115384615384617)","(7.0, 8.6, 8.44)","(3.4, 3.85, 3.7636363636363637)","(21.0, 40.0, 38.0)","(31.0, 60.0, 48.0)","(6.0, 8.0, 7.470588235294118)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:47.724786,"(2.2, 2.98, 2.945333333333333)","(14.0, 18.5, 17.166666666666668)","(7.0, 8.6, 8.9)","(3.4, 3.8, 3.757142857142857)","(21.0, 40.0, 38.0)","(31.0, 60.0, 46.75)","(6.0, 8.0, 7.470588235294118)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.46153846153846)"
06-01-2023 14:35:49.000269,"(2.2, 2.98, 2.949411764705882)","(14.0, 17.5, 17.166666666666668)","(7.0, 9.4, 8.9)","(3.4, 3.8, 3.775)","(21.0, 40.0, 38.0)","(31.0, 55.0, 46.75)","(6.0, 8.0, 7.470588235294118)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.75)"
06-01-2023 14:35:50.381666,"(2.2, 2.98, 3.097058823529412)","(14.0, 17.5, 17.166666666666668)","(7.0, 9.4, 8.857142857142858)","(3.4, 3.8, 3.775)","(21.0, 40.0, 39.0)","(31.0, 55.0, 46.75)","(6.0, 8.0, 7.466666666666667)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.75)"
06-01-2023 14:35:51.775633,"(2.2, 3.1, 3.195116279069768)","(14.0, 17.5, 15.4)","(7.0, 9.2, 8.799999999999999)","(3.4, 3.8, 3.791304347826087)","(21.0, 40.0, 39.0)","(31.0, 55.0, 46.75)","(6.0, 8.0, 7.65)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.75)"
06-01-2023 14:35:53.144454,"(2.3, 3.2, 3.195116279069768)","(14.0, 17.0, 15.4)","(7.0, 9.2, 8.685714285714285)","(3.3, 3.8, 3.791304347826087)","(21.0, 40.0, 39.0)","(31.0, 55.0, 45.375)","(6.0, 7.8, 7.65)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.75)"
06-01-2023 14:35:54.455001,"(2.3, 3.2, 3.195116279069768)","(14.0, 17.0, 15.4)","(7.0, 9.2, 8.666666666666666)","(3.3, 3.8, 3.789473684210526)","(21.0, 40.0, 39.0)","(31.0, 55.0, 45.333333333333336)","(6.0, 7.8, 7.65)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.75)"
06-01-2023 14:35:55.817658,"(2.3, 3.25, 3.23125)","(14.0, 17.0, 15.571428571428571)","(7.0, 9.0, 8.533333333333333)","(3.3, 3.8, 3.789473684210526)","(21.0, 40.0, 39.0)","(31.0, 48.0, 45.333333333333336)","(6.0, 7.8, 7.757894736842105)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.75)"
06-01-2023 14:35:57.213887,"(2.3, 3.3, 3.26)","(14.0, 17.0, 15.9)","(7.0, 8.8, 8.600000000000001)","(3.3, 3.8, 3.789473684210526)","(21.0, 40.0, 39.0)","(31.0, 48.0, 45.333333333333336)","(6.0, 7.8, 7.54)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.75)"
06-01-2023 14:35:58.675423,"(2.3, 3.3, 3.26)","(14.0, 16.5, 15.5)","(7.0, 8.8, 8.600000000000001)","(3.3, 3.8, 3.789473684210526)","(21.0, 40.0, 39.0)","(31.0, 48.0, 45.333333333333336)","(6.0, 7.6, 7.54)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.88888888888889)"
06-01-2023 14:36:00.149736,"(2.35, 3.3, 3.26)","(14.0, 16.5, 15.5)","(7.0, 8.8, 8.600000000000001)","(3.3, 3.8, 3.789473684210526)","(21.0, 40.0, 39.0)","(31.0, 48.0, 45.333333333333336)","(6.0, 7.6, 7.54)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.88888888888889)"
06-01-2023 14:36:01.735748,"(2.35, 3.3, 3.286206896551724)","(14.0, 16.5, 15.5)","(7.0, 8.8, 8.600000000000001)","(3.3, 3.8, 3.7928571428571427)","(21.0, 40.0, 35.2)","(31.0, 48.0, 45.333333333333336)","(6.0, 7.6, 7.54)","(61.0, 95.0, 92.14285714285714)","(19.0, 28.0, 26.88888888888889)"
06-01-2023 14:36:03.039535,"(2.4, 3.3, 3.286206896551724)","(13.0, 16.5, 15.9)","(7.0, 8.8, 8.416)","(3.3, 3.8, 3.7717948717948717)","(21.0, 40.0, 34.0)","(31.0, 48.0, 46.0)","(6.0, 7.6, 7.454545454545454)","(61.0, 95.0, 85.0)","(19.0, 28.0, 26.88888888888889)"
06-01-2023 14:36:04.419299,"(2.4, 3.3, 3.24375)","(13.0, 16.5, 16.1)","(7.0, 8.8, 8.339130434782609)","(3.3, 3.8, 3.750909090909091)","(21.0, 36.0, 34.0)","(31.0, 50.0, 47.666666666666664)","(6.0, 7.6, 7.4079999999999995)","(61.0, 95.0, 85.0)","(19.0, 28.0, 26.88888888888889)"
06-01-2023 14:36:05.994405,"(2.4, 3.25, 3.22741935483871)","(13.0, 16.5, 14.692307692307692)","(7.0, 8.6, 8.31578947368421)","(3.3, 3.8, 3.7736842105263158)","(21.0, 36.0, 34.0)","(31.0, 55.0, 47.666666666666664)","(6.0, 7.6, 7.4079999999999995)","(61.0, 95.0, 85.0)","(19.0, 28.0, 26.88888888888889)"
06-01-2023 14:36:08.284433,"(2.4, 3.25, 3.21304347826087)","(13.0, 17.0, 15.695652173913043)","(7.0, 8.4, 8.31578947368421)","(3.3, 3.8, 3.7606060606060607)","(21.0, 36.0, 34.0)","(31.0, 55.0, 47.666666666666664)","(6.0, 7.6, 7.4079999999999995)","(61.0, 95.0, 88.75)","(19.0, 28.0, 26.88888888888889)"
06-01-2023 14:36:09.737667,"(2.4, 3.25, 3.21304347826087)","(13.0, 17.0, 15.805555555555555)","(7.0, 8.4, 8.31578947368421)","(3.3, 3.8, 3.7454545454545456)","(21.0, 36.0, 34.0)","(31.0, 55.0, 47.666666666666664)","(6.0, 7.6, 7.2615384615384615)","(51.0, 95.0, 88.75)","(19.0, 28.0, 26.88888888888889)"
