,Miss Indi,Eker The Wrecker,Tilly Devine,Sublime Dallas,Mighty Kristy,Early Sunset,Sirius Thinking,Speedy Sunny
14-12-2022 13:45:16.962043,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.1, 3.090909090909091)","(4.8, 7.4, 7.0)","(7.5, 13.5, 12.078947368421053)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.923076923076923)","(3.8, 5.3, 4.3181818181818175)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:18.049132,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.1, 3.090909090909091)","(4.8, 7.4, 7.0)","(7.5, 13.5, 12.078947368421053)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.923076923076923)","(3.8, 5.3, 4.833333333333333)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:19.108379,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.1, 3.091666666666667)","(4.8, 7.4, 6.733333333333333)","(7.5, 13.5, 12.078947368421053)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.923076923076923)","(3.8, 5.2, 4.833333333333333)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:20.357864,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.1, 3.091666666666667)","(4.8, 7.4, 6.733333333333333)","(7.5, 13.5, 12.078947368421053)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.923076923076923)","(3.8, 5.2, 4.833333333333333)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:21.498375,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.1, 3.091666666666667)","(4.8, 7.4, 6.733333333333333)","(7.5, 13.5, 12.078947368421053)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.5)","(3.8, 5.2, 4.728571428571429)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:22.732637,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.1, 3.092857142857143)","(4.8, 7.4, 7.0)","(7.5, 13.5, 12.078947368421053)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.5)","(3.8, 5.2, 4.728571428571429)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:24.157207,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.1, 3.092857142857143)","(4.8, 7.4, 7.0)","(7.5, 13.5, 11.423076923076923)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.5)","(3.8, 5.2, 4.728571428571429)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:25.648920,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.1, 3.11)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 11.25)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.5)","(3.8, 5.2, 4.728571428571429)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:27.089585,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.2, 3.14)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 11.25)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.5)","(3.8, 5.2, 4.7)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:28.257737,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.2, 3.14)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 11.25)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.5)","(3.8, 5.0, 4.7)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:29.714100,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.2, 3.14)","(4.8, 7.4, 6.733333333333333)","(7.5, 13.5, 11.25)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.5)","(3.8, 5.0, 4.671428571428571)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:31.064400,"(7.0, 19.0, 13.807692307692307)","(2.5, 3.2, 3.14)","(4.8, 7.4, 6.733333333333333)","(7.5, 13.5, 11.25)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.5)","(3.8, 5.1, 4.6)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:32.312118,"(7.0, 19.0, 13.115384615384615)","(2.5, 3.2, 3.1775)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 11.25)","(21.0, 80.0, 43.72727272727273)","(12.0, 29.0, 27.5)","(3.8, 5.1, 4.6)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:33.429810,"(7.0, 19.0, 13.115384615384615)","(2.5, 3.2, 3.1775)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 10.992857142857142)","(21.0, 80.0, 47.333333333333336)","(12.0, 29.0, 27.22222222222222)","(3.8, 5.1, 4.438461538461539)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:34.608391,"(7.0, 19.0, 13.9375)","(2.5, 3.2, 3.17)","(4.8, 7.4, 6.733333333333333)","(7.5, 13.5, 10.992857142857142)","(21.0, 80.0, 47.333333333333336)","(12.0, 29.0, 27.22222222222222)","(3.8, 5.2, 4.438461538461539)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:35.862410,"(7.0, 19.0, 13.9375)","(2.5, 3.2, 3.17)","(4.8, 7.4, 6.733333333333333)","(7.5, 13.5, 10.992857142857142)","(21.0, 80.0, 47.333333333333336)","(12.0, 29.0, 27.22222222222222)","(3.8, 5.2, 4.438461538461539)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:36.951480,"(7.0, 19.0, 13.9375)","(2.5, 3.2, 3.17)","(4.8, 7.4, 6.733333333333333)","(7.5, 13.5, 10.992857142857142)","(21.0, 80.0, 47.333333333333336)","(12.0, 29.0, 27.22222222222222)","(3.8, 5.2, 4.438461538461539)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:38.094087,"(7.0, 19.0, 13.9375)","(2.5, 3.2, 3.17)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 10.992857142857142)","(21.0, 80.0, 47.333333333333336)","(12.0, 29.0, 27.22222222222222)","(3.8, 5.2, 4.438461538461539)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:39.171673,"(7.0, 19.0, 13.9375)","(2.5, 3.2, 3.17)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.5, 10.992857142857142)","(21.0, 80.0, 47.333333333333336)","(12.0, 29.0, 27.22222222222222)","(3.8, 5.2, 4.438461538461539)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:40.239286,"(7.0, 19.0, 13.9375)","(2.5, 3.2, 3.17)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.5, 10.992857142857142)","(21.0, 80.0, 47.333333333333336)","(12.0, 29.0, 27.22222222222222)","(3.8, 5.2, 4.438461538461539)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:41.322017,"(7.0, 19.0, 13.9375)","(2.5, 3.2, 3.17)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.5, 10.992857142857142)","(21.0, 80.0, 47.333333333333336)","(12.0, 29.0, 27.22222222222222)","(3.8, 5.2, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:42.335650,"(7.0, 17.5, 14.772727272727273)","(2.5, 3.2, 3.17)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 10.992857142857142)","(21.0, 80.0, 55.5)","(12.0, 29.0, 26.5)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:43.379138,"(7.0, 13.0, 11.875)","(2.5, 3.2, 3.17)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 11.55)","(21.0, 80.0, 55.5)","(12.0, 32.0, 26.5)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:44.415508,"(7.0, 13.0, 11.875)","(2.5, 3.2, 3.105263157894737)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.5, 11.55)","(21.0, 80.0, 55.5)","(12.0, 32.0, 28.315789473684212)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:45.463044,"(7.0, 13.0, 11.875)","(2.5, 3.2, 3.1035714285714286)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.5, 11.55)","(21.0, 80.0, 55.5)","(12.0, 32.0, 28.315789473684212)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:46.512228,"(7.0, 13.0, 11.875)","(2.5, 3.2, 3.1035714285714286)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.5, 11.55)","(21.0, 80.0, 55.5)","(12.0, 32.0, 28.315789473684212)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:47.808197,"(7.0, 13.0, 11.875)","(2.5, 3.2, 3.105263157894737)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 11.55)","(21.0, 80.0, 55.5)","(12.0, 32.0, 28.315789473684212)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:49.008533,"(7.0, 13.0, 11.875)","(2.5, 3.2, 3.105263157894737)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.5, 11.55)","(21.0, 80.0, 55.5)","(12.0, 32.0, 29.157894736842106)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:50.174554,"(7.0, 13.0, 12.423076923076923)","(2.5, 3.2, 3.1035714285714286)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.5, 11.55)","(21.0, 80.0, 62.25)","(12.0, 32.0, 28.85)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:51.637762,"(7.0, 13.0, 12.423076923076923)","(2.5, 3.2, 3.1035714285714286)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 11.55)","(21.0, 75.0, 55.875)","(12.0, 32.0, 28.85)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:52.919815,"(7.0, 13.0, 12.423076923076923)","(2.5, 3.2, 3.1035714285714286)","(4.8, 7.4, 6.777777777777778)","(7.5, 13.5, 11.484615384615385)","(21.0, 75.0, 55.875)","(12.0, 32.0, 28.85)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:54.082322,"(7.0, 13.0, 12.423076923076923)","(2.5, 3.2, 3.105263157894737)","(4.8, 7.4, 6.777777777777778)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 55.875)","(12.0, 32.0, 28.85)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:55.236458,"(7.0, 13.0, 12.423076923076923)","(2.5, 3.2, 3.1035714285714286)","(4.8, 7.4, 6.866666666666667)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 62.25)","(12.0, 32.0, 28.0)","(3.8, 5.1, 4.310526315789473)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:56.339596,"(7.0, 13.0, 12.333333333333334)","(2.5, 3.2, 3.1035714285714286)","(4.8, 7.4, 6.866666666666667)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 62.25)","(12.0, 32.0, 28.0)","(3.8, 5.1, 4.310526315789473)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:57.443430,"(7.0, 13.0, 12.5)","(2.5, 3.2, 3.1035714285714286)","(4.8, 7.4, 6.866666666666667)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 62.25)","(12.0, 32.0, 29.05263157894737)","(3.8, 5.1, 4.310526315789473)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:45:58.651199,"(7.0, 13.0, 12.5)","(2.5, 3.2, 3.105263157894737)","(4.8, 7.4, 6.6000000000000005)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 62.25)","(12.0, 32.0, 29.05263157894737)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:00.092049,"(7.0, 13.0, 12.5)","(2.5, 3.2, 3.14)","(4.8, 7.4, 6.6000000000000005)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 62.25)","(12.0, 32.0, 29.05263157894737)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:01.264661,"(7.0, 13.0, 12.5)","(2.5, 3.2, 3.14)","(4.8, 7.4, 6.6000000000000005)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 62.25)","(12.0, 32.0, 29.05263157894737)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:02.383510,"(7.0, 13.0, 12.5)","(2.5, 3.2, 3.14)","(4.8, 7.4, 6.6000000000000005)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 62.25)","(12.0, 32.0, 29.05263157894737)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:03.603224,"(7.0, 13.0, 12.5)","(2.5, 3.2, 3.1678571428571427)","(4.8, 7.4, 6.555555555555555)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 29.05263157894737)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:04.749445,"(7.0, 13.0, 12.5)","(2.5, 3.2, 3.1678571428571427)","(4.8, 7.4, 6.555555555555555)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 29.05263157894737)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:05.864511,"(7.0, 13.5, 13.045454545454545)","(2.5, 3.2, 3.1678571428571427)","(4.8, 7.4, 6.857142857142858)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 29.05263157894737)","(3.8, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:06.941886,"(7.0, 13.5, 13.045454545454545)","(2.5, 3.2, 3.14)","(4.8, 7.4, 6.555555555555555)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 26.90909090909091)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:08.028131,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1357142857142857)","(4.8, 7.4, 6.6)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 26.90909090909091)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:09.096916,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1357142857142857)","(4.8, 7.4, 6.6)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 26.90909090909091)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:10.157460,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1357142857142857)","(4.8, 7.4, 6.6)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 26.90909090909091)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:11.323481,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.11)","(4.8, 7.4, 6.555555555555555)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 26.90909090909091)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:12.515014,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.11)","(4.8, 7.4, 6.6)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 26.90909090909091)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:13.764700,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1357142857142857)","(4.8, 7.4, 6.6)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 26.90909090909091)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:14.970837,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1357142857142857)","(4.8, 7.4, 6.6)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 26.90909090909091)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:16.026918,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1357142857142857)","(4.8, 7.4, 6.6)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 26.90909090909091)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:17.126434,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.11)","(4.8, 7.4, 6.555555555555555)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 26.90909090909091)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:18.295618,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1035714285714286)","(4.8, 7.4, 6.555555555555555)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 53.14285714285714)","(12.0, 32.0, 28.733333333333334)","(3.7, 5.1, 4.35)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:46:19.459437,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1035714285714286)","(4.8, 7.4, 6.555555555555555)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 55.875)","(12.0, 32.0, 28.733333333333334)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:20.727918,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.105263157894737)","(4.8, 7.4, 6.6000000000000005)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 55.875)","(12.0, 32.0, 28.733333333333334)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:22.009874,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.105263157894737)","(4.8, 7.4, 4.9906250000000005)","(7.5, 14.5, 11.484615384615385)","(21.0, 75.0, 55.875)","(12.0, 32.0, 29.2)","(3.7, 5.1, 4.35)","(26.0, 65.0, 38.40909090909091)"
14-12-2022 13:46:23.190797,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.105263157894737)","(4.8, 5.2, 4.9906250000000005)","(7.5, 14.5, 13.218181818181819)","(21.0, 75.0, 65.0)","(12.0, 32.0, 29.428571428571427)","(3.7, 5.1, 4.35)","(26.0, 65.0, 40.36842105263158)"
14-12-2022 13:46:24.351844,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1125)","(4.8, 5.2, 5.013888888888889)","(7.5, 14.5, 13.218181818181819)","(21.0, 75.0, 65.0)","(12.0, 32.0, 29.428571428571427)","(3.7, 5.1, 4.35)","(26.0, 65.0, 40.36842105263158)"
14-12-2022 13:46:25.478691,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1125)","(4.8, 5.2, 5.013888888888889)","(7.5, 14.5, 13.218181818181819)","(21.0, 75.0, 65.0)","(12.0, 32.0, 29.428571428571427)","(3.7, 5.1, 4.35)","(26.0, 65.0, 40.36842105263158)"
14-12-2022 13:46:26.863144,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1125)","(4.8, 5.2, 5.013888888888889)","(7.5, 14.5, 11.538461538461538)","(21.0, 75.0, 50.5)","(12.0, 32.0, 30.0)","(3.7, 5.1, 4.5)","(26.0, 65.0, 51.75)"
14-12-2022 13:46:27.998875,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1176470588235294)","(4.8, 5.2, 4.9906250000000005)","(7.5, 15.0, 13.5)","(21.0, 75.0, 50.5)","(12.0, 32.0, 33.3)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:29.177352,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1125)","(4.8, 5.2, 5.013888888888889)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 33.3)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:30.284642,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.1125)","(4.8, 5.2, 5.013888888888889)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 33.3)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:31.397337,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.146153846153846)","(4.8, 5.2, 5.013888888888889)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 33.3)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:32.567705,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.146153846153846)","(4.8, 5.2, 4.912857142857143)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 33.3)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:33.785598,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.146153846153846)","(4.8, 5.2, 5.013888888888889)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 33.3)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:34.889243,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.2, 5.013888888888889)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 33.3)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:36.015745,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.2, 5.013888888888889)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 33.3)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:37.187481,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.2, 4.917894736842105)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 33.3)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:38.269781,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.185714285714286)","(4.8, 5.2, 4.917894736842105)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 33.3)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:39.424960,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.1, 4.990909090909091)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:40.636414,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.1, 4.990909090909091)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:41.705510,"(7.0, 13.5, 12.5)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.1, 4.990909090909091)","(7.5, 14.5, 13.5)","(21.0, 75.0, 50.5)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.5)","(26.0, 60.0, 51.75)"
14-12-2022 13:46:43.130873,"(7.0, 13.0, 11.928571428571429)","(2.5, 3.2, 3.190909090909091)","(4.8, 5.1, 5.014285714285714)","(7.5, 14.5, 11.785714285714285)","(21.0, 75.0, 50.5)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.5)","(26.0, 60.0, 38.4)"
14-12-2022 13:46:44.314142,"(7.0, 13.5, 12.9)","(2.5, 3.2, 3.190909090909091)","(4.8, 5.1, 5.014285714285714)","(7.5, 13.5, 12.75)","(21.0, 75.0, 45.625)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.5)","(26.0, 65.0, 38.4)"
14-12-2022 13:46:45.388730,"(7.0, 13.5, 12.9)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.1, 4.881818181818182)","(7.5, 13.5, 12.75)","(21.0, 75.0, 51.5)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.385714285714285)","(26.0, 65.0, 38.4)"
14-12-2022 13:46:46.641232,"(7.0, 13.5, 12.9)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.1, 4.881818181818182)","(7.5, 13.5, 12.75)","(21.0, 75.0, 51.5)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.385714285714285)","(26.0, 65.0, 38.4)"
14-12-2022 13:46:47.741601,"(7.0, 13.5, 12.9)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.1, 4.881818181818182)","(7.5, 13.5, 12.75)","(21.0, 75.0, 51.5)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.385714285714285)","(26.0, 65.0, 38.4)"
14-12-2022 13:46:48.925571,"(7.0, 14.0, 13.571428571428571)","(2.5, 3.2, 3.190909090909091)","(4.8, 5.1, 4.881818181818182)","(7.5, 13.5, 12.75)","(21.0, 75.0, 51.5)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.385714285714285)","(26.0, 65.0, 39.66666666666667)"
14-12-2022 13:46:50.016817,"(7.0, 14.5, 13.0)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.1, 4.881818181818182)","(7.5, 13.5, 12.75)","(21.0, 75.0, 51.5)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.385714285714285)","(26.0, 65.0, 39.66666666666667)"
14-12-2022 13:46:51.138726,"(7.0, 14.5, 13.0)","(2.5, 3.2, 3.191666666666667)","(4.8, 5.1, 4.881818181818182)","(7.5, 13.5, 12.75)","(21.0, 75.0, 51.5)","(12.0, 34.0, 32.25)","(3.7, 5.1, 4.385714285714285)","(26.0, 65.0, 39.66666666666667)"
14-12-2022 13:46:52.439234,"(7.0, 14.5, 13.0)","(2.6, 3.2, 3.190909090909091)","(4.6, 5.1, 5.014285714285714)","(7.5, 13.5, 12.75)","(21.0, 75.0, 51.5)","(13.0, 34.0, 33.45454545454545)","(3.7, 5.1, 4.46)","(21.0, 65.0, 39.66666666666667)"
14-12-2022 13:46:53.583130,"(7.0, 14.5, 13.0)","(2.6, 3.2, 3.190909090909091)","(4.6, 5.1, 5.014285714285714)","(7.5, 13.5, 12.75)","(21.0, 75.0, 51.5)","(13.0, 34.0, 33.45454545454545)","(3.7, 5.0, 4.46)","(21.0, 65.0, 39.66666666666667)"
14-12-2022 13:46:54.717193,"(7.0, 14.5, 13.0)","(2.6, 3.2, 3.190909090909091)","(4.6, 5.1, 4.881818181818182)","(7.5, 13.5, 12.75)","(21.0, 75.0, 51.5)","(13.0, 34.0, 33.45454545454545)","(3.7, 5.0, 4.46)","(21.0, 65.0, 39.66666666666667)"
