,Atomic Julia,Cheers Poverty,Chemical Reactor,Makaila,Orator,Supercharged,Spearhead,Whodat Boodat
09-01-2023 15:53:33.520091,"(101.0, 150.0, 124.28571428571429)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 15.9)","(1.45, 1.77, 1.7591666666666668)","(3.2, 4.7, 4.333333333333333)","(10.0, 18.5, 15.318181818181818)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:53:34.543780,"(101.0, 150.0, 124.28571428571429)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 15.9)","(1.45, 1.77, 1.7591666666666668)","(3.2, 4.7, 4.333333333333333)","(10.0, 18.5, 15.318181818181818)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:53:35.582309,"(101.0, 150.0, 124.28571428571429)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 15.9)","(1.45, 1.77, 1.7591666666666668)","(3.2, 4.7, 4.333333333333333)","(10.0, 18.5, 15.318181818181818)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:53:36.676621,"(101.0, 150.0, 124.28571428571429)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 15.9)","(1.45, 1.77, 1.7591666666666668)","(3.2, 4.7, 4.333333333333333)","(10.0, 18.5, 15.318181818181818)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:53:37.794425,"(101.0, 150.0, 124.28571428571429)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 15.9)","(1.45, 1.77, 1.7591666666666668)","(3.2, 4.7, 4.369230769230769)","(10.0, 18.5, 15.5)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:53:38.954360,"(101.0, 150.0, 107.5)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.77, 1.7556)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.5, 15.318181818181818)","(61.0, 180.0, 114.0)"
09-01-2023 15:53:40.094166,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.5, 16.25)","(61.0, 180.0, 114.0)"
09-01-2023 15:53:41.229329,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 17.5, 16.25)","(61.0, 180.0, 114.0)"
09-01-2023 15:53:42.331872,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 17.5, 15.5)","(61.0, 180.0, 114.0)"
09-01-2023 15:53:43.417366,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 180.0, 114.0)"
09-01-2023 15:53:44.474106,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 180.0, 114.0)"
09-01-2023 15:53:45.575960,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 180.0, 114.0)"
09-01-2023 15:53:46.656009,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 180.0, 143.33333333333331)"
09-01-2023 15:53:47.721512,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 180.0, 143.33333333333331)"
09-01-2023 15:53:48.877750,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7442857142857142)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 180.0, 143.33333333333331)"
09-01-2023 15:53:49.989492,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7442857142857142)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 180.0, 143.33333333333331)"
09-01-2023 15:53:51.097182,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7442857142857142)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 180.0, 143.33333333333331)"
09-01-2023 15:53:52.173780,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7442857142857142)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 180.0, 143.33333333333331)"
09-01-2023 15:53:53.243600,"(101.0, 150.0, 107.5)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7442857142857142)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 180.0, 130.0)"
09-01-2023 15:53:54.287994,"(101.0, 150.0, 116.0)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 35.2)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 220.0, 130.0)"
09-01-2023 15:53:55.346499,"(101.0, 150.0, 116.0)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 35.2)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 220.0, 130.0)"
09-01-2023 15:53:56.395853,"(101.0, 150.0, 116.0)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 35.2)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 220.0, 130.0)"
09-01-2023 15:53:57.515487,"(101.0, 150.0, 116.0)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 35.2)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 220.0, 130.0)"
09-01-2023 15:53:58.636537,"(101.0, 150.0, 116.0)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 35.2)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.369230769230769)","(10.0, 18.0, 15.5)","(61.0, 220.0, 130.0)"
09-01-2023 15:53:59.821661,"(101.0, 150.0, 116.0)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 35.2)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.6, 4.3)","(10.0, 18.0, 15.5)","(61.0, 220.0, 130.0)"
09-01-2023 15:54:00.979474,"(101.0, 150.0, 116.0)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 35.2)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.5, 4.3)","(10.0, 18.0, 15.5)","(61.0, 220.0, 130.0)"
09-01-2023 15:54:02.086411,"(101.0, 150.0, 116.0)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 35.2)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.746)","(3.2, 4.5, 4.3)","(10.0, 18.0, 15.5)","(61.0, 220.0, 130.0)"
09-01-2023 15:54:03.206155,"(101.0, 150.0, 116.0)","(71.0, 170.0, 138.33333333333334)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7472727272727273)","(3.2, 4.5, 4.3)","(10.0, 18.0, 15.5)","(61.0, 220.0, 150.0)"
09-01-2023 15:54:04.268723,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7457142857142858)","(3.2, 4.5, 4.3)","(10.0, 18.0, 15.5)","(61.0, 210.0, 150.0)"
09-01-2023 15:54:05.300791,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7457142857142858)","(3.2, 4.5, 4.3)","(10.0, 18.0, 15.75)","(61.0, 210.0, 156.66666666666669)"
09-01-2023 15:54:06.304326,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7457142857142858)","(3.2, 4.5, 4.3)","(10.0, 18.0, 15.75)","(61.0, 200.0, 156.66666666666669)"
09-01-2023 15:54:07.390596,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7457142857142858)","(3.2, 4.5, 4.3)","(10.0, 18.0, 16.25)","(61.0, 200.0, 156.66666666666669)"
09-01-2023 15:54:08.464665,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7457142857142858)","(3.2, 4.5, 4.3)","(10.0, 17.5, 16.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:09.542681,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.671111111111111)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 16.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:10.611031,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.671111111111111)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 16.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:11.648810,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.671111111111111)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 16.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:12.613807,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.671111111111111)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 16.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:13.717348,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.678)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 16.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:14.789087,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.75, 1.705)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 16.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:15.888234,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.75, 1.705)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 15.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:17.022861,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.75, 1.705)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 15.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:18.096914,"(101.0, 150.0, 102.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 32.4)","(9.0, 17.5, 15.9)","(1.45, 1.75, 1.6933333333333334)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 15.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:19.183850,"(101.0, 150.0, 110.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 15.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:20.201347,"(101.0, 150.0, 110.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 15.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:21.213530,"(101.0, 150.0, 110.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 15.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:22.246409,"(101.0, 150.0, 110.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 15.25)","(61.0, 200.0, 135.0)"
09-01-2023 15:54:23.288186,"(101.0, 150.0, 110.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 15.25)","(61.0, 200.0, 102.5)"
09-01-2023 15:54:24.392174,"(101.0, 150.0, 90.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.5, 15.166666666666666)","(61.0, 200.0, 102.5)"
09-01-2023 15:54:25.490505,"(101.0, 150.0, 90.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.214285714285714)","(10.0, 17.5, 15.166666666666666)","(61.0, 200.0, 102.5)"
09-01-2023 15:54:26.544445,"(101.0, 150.0, 90.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.214285714285714)","(10.0, 17.5, 15.166666666666666)","(61.0, 200.0, 102.5)"
09-01-2023 15:54:27.594483,"(101.0, 150.0, 90.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.214285714285714)","(10.0, 17.5, 15.166666666666666)","(61.0, 200.0, 102.5)"
09-01-2023 15:54:28.657608,"(101.0, 150.0, 90.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.214285714285714)","(10.0, 17.5, 15.166666666666666)","(61.0, 200.0, 102.5)"
09-01-2023 15:54:29.697181,"(101.0, 150.0, 90.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.214285714285714)","(10.0, 17.5, 15.75)","(61.0, 200.0, 102.5)"
09-01-2023 15:54:30.767552,"(101.0, 150.0, 90.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.214285714285714)","(10.0, 16.5, 15.285714285714286)","(61.0, 200.0, 102.5)"
09-01-2023 15:54:31.879745,"(101.0, 150.0, 90.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 34.0)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.6933333333333334)","(3.2, 4.5, 4.214285714285714)","(10.0, 17.0, 15.666666666666666)","(61.0, 200.0, 102.5)"
09-01-2023 15:54:33.001091,"(101.0, 150.0, 90.0)","(71.0, 170.0, 125.0)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 15.9)","(1.45, 1.76, 1.7128571428571429)","(3.2, 4.5, 4.214285714285714)","(10.0, 17.0, 15.666666666666666)","(61.0, 200.0, 119.0)"
09-01-2023 15:54:34.127201,"(101.0, 150.0, 100.9090909090909)","(71.0, 170.0, 141.42857142857144)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 15.9)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.264705882352941)","(10.0, 17.0, 15.666666666666666)","(61.0, 200.0, 119.0)"
09-01-2023 15:54:35.196149,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.666666666666666)","(61.0, 200.0, 119.0)"
09-01-2023 15:54:36.209684,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.666666666666666)","(61.0, 200.0, 119.0)"
09-01-2023 15:54:37.226416,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.666666666666666)","(61.0, 200.0, 148.33333333333331)"
09-01-2023 15:54:38.324477,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.666666666666666)","(61.0, 190.0, 148.33333333333331)"
09-01-2023 15:54:39.384136,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.5)","(61.0, 190.0, 141.66666666666669)"
09-01-2023 15:54:40.471556,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.5)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:54:41.523556,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.5)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:54:42.535872,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.5)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:54:43.579037,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.5)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:54:44.610337,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.5)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:54:45.704504,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.5)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:54:46.832343,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.5)","(61.0, 180.0, 141.66666666666669)"
09-01-2023 15:54:47.993562,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7314285714285713)","(3.2, 4.5, 4.3)","(10.0, 17.0, 15.5)","(61.0, 180.0, 111.0)"
09-01-2023 15:54:49.141630,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7403703703703703)","(3.2, 4.5, 4.290909090909091)","(10.0, 17.0, 15.5)","(61.0, 180.0, 111.0)"
09-01-2023 15:54:50.265697,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7403703703703703)","(3.2, 4.4, 4.290909090909091)","(10.0, 17.0, 15.5)","(61.0, 180.0, 111.0)"
09-01-2023 15:54:51.391087,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7403703703703703)","(3.2, 4.4, 4.290909090909091)","(10.0, 17.0, 15.5)","(61.0, 180.0, 111.0)"
09-01-2023 15:54:52.410017,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7403703703703703)","(3.2, 4.4, 4.290909090909091)","(10.0, 17.0, 15.5)","(61.0, 180.0, 111.0)"
09-01-2023 15:54:53.443071,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7403703703703703)","(3.2, 4.4, 4.290909090909091)","(10.0, 17.0, 15.5)","(61.0, 180.0, 111.0)"
09-01-2023 15:54:54.552165,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7403703703703703)","(3.2, 4.4, 4.290909090909091)","(10.0, 17.0, 15.5)","(61.0, 180.0, 135.0)"
09-01-2023 15:54:55.598570,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.7403703703703703)","(3.2, 4.4, 4.290909090909091)","(10.0, 17.0, 15.5)","(61.0, 170.0, 111.66666666666666)"
09-01-2023 15:54:56.676046,"(101.0, 150.0, 105.0)","(71.0, 170.0, 103.33333333333334)","(21.0, 42.0, 30.666666666666668)","(9.0, 17.5, 16.5)","(1.45, 1.75, 1.73)","(3.2, 4.4, 4.04)","(10.0, 17.0, 15.5)","(61.0, 170.0, 111.66666666666666)"
09-01-2023 15:54:57.778605,"(101.0, 150.0, 108.46153846153847)","(71.0, 170.0, 120.0)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.166666666666666)","(1.45, 1.75, 1.7349999999999999)","(3.2, 4.4, 4.1230769230769235)","(10.0, 17.0, 16.333333333333332)","(61.0, 170.0, 100.0)"
09-01-2023 15:54:58.870195,"(101.0, 150.0, 108.46153846153847)","(71.0, 170.0, 120.0)","(21.0, 42.0, 33.5)","(9.0, 17.5, 15.166666666666666)","(1.45, 1.75, 1.7349999999999999)","(3.2, 4.4, 4.175000000000001)","(10.0, 17.0, 16.333333333333332)","(61.0, 160.0, 100.0)"
09-01-2023 15:54:59.929644,"(101.0, 150.0, 108.46153846153847)","(71.0, 170.0, 120.0)","(21.0, 42.0, 33.5)","(9.0, 17.5, 16.0)","(1.45, 1.75, 1.7349999999999999)","(3.2, 4.4, 4.175000000000001)","(10.0, 17.0, 16.333333333333332)","(61.0, 160.0, 96.66666666666667)"
09-01-2023 15:55:00.907778,"(101.0, 150.0, 108.46153846153847)","(71.0, 170.0, 120.0)","(21.0, 42.0, 33.5)","(10.0, 17.5, 16.0)","(1.45, 1.75, 1.7349999999999999)","(3.2, 4.4, 4.175000000000001)","(10.0, 17.0, 16.333333333333332)","(61.0, 150.0, 96.66666666666667)"
09-01-2023 15:55:01.922866,"(101.0, 150.0, 108.46153846153847)","(71.0, 170.0, 120.0)","(21.0, 42.0, 33.5)","(10.0, 17.5, 16.0)","(1.45, 1.75, 1.7349999999999999)","(3.2, 4.4, 4.175000000000001)","(10.0, 17.0, 16.333333333333332)","(61.0, 150.0, 96.66666666666667)"
09-01-2023 15:55:02.941471,"(101.0, 150.0, 108.46153846153847)","(71.0, 170.0, 120.0)","(21.0, 42.0, 33.5)","(10.0, 17.5, 16.0)","(1.45, 1.75, 1.7349999999999999)","(3.2, 4.4, 4.175000000000001)","(10.0, 17.0, 16.333333333333332)","(61.0, 150.0, 96.66666666666667)"
09-01-2023 15:55:04.015068,"(101.0, 150.0, 108.46153846153847)","(71.0, 170.0, 120.0)","(21.0, 42.0, 33.5)","(10.0, 17.5, 15.7)","(1.45, 1.75, 1.728)","(3.2, 4.4, 4.175000000000001)","(10.0, 17.0, 16.333333333333332)","(61.0, 150.0, 86.0)"
09-01-2023 15:55:05.129552,"(101.0, 140.0, 130.0)","(71.0, 170.0, 120.0)","(21.0, 42.0, 33.5)","(10.0, 17.5, 15.7)","(1.45, 1.75, 1.7342857142857142)","(3.2, 4.4, 4.175000000000001)","(10.0, 17.0, 16.333333333333332)","(61.0, 150.0, 86.0)"
09-01-2023 15:55:06.279653,"(101.0, 140.0, 102.5)","(71.0, 170.0, 120.0)","(21.0, 42.0, 33.5)","(10.0, 17.5, 15.7)","(1.45, 1.75, 1.7412)","(3.2, 4.4, 4.175000000000001)","(10.0, 17.0, 15.857142857142858)","(61.0, 150.0, 86.0)"
