,Mr Bean,Jayville Crew,Pretty Reef,No More Issues,Call Me John,Winged Dominance,Fernbank Flyer
08-01-2023 17:23:46.150662,"(8.5, 16.5, 14.76923076923077)","(41.0, 130.0, 109.0)","(3.9, 4.5, 4.490909090909091)","(1.95, 2.2, 2.1831578947368424)","(5.5, 9.8, 9.725925925925926)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:47.254802,"(8.5, 16.5, 14.76923076923077)","(41.0, 130.0, 109.0)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.2, 2.1831578947368424)","(5.5, 9.8, 9.725925925925926)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:48.378487,"(8.5, 16.5, 14.76923076923077)","(41.0, 130.0, 109.0)","(3.9, 4.5, 4.490909090909091)","(1.95, 2.2, 2.1831578947368424)","(5.5, 9.8, 9.662068965517243)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:49.590719,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 109.0)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.2, 2.1950000000000003)","(5.5, 9.8, 9.662068965517243)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:50.587730,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 109.0)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.2, 2.1950000000000003)","(5.5, 9.8, 9.662068965517243)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:51.617335,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 119.5)","(3.9, 4.5, 4.490909090909091)","(1.95, 2.2, 2.18)","(5.5, 9.8, 9.662068965517243)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:52.598483,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 122.75862068965517)","(3.9, 4.5, 4.490909090909091)","(1.95, 2.2, 2.18)","(5.5, 9.8, 9.662068965517243)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:53.549657,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 122.75862068965517)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.18, 2.1778947368421053)","(5.5, 9.8, 9.662068965517243)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:54.485298,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 122.75862068965517)","(3.9, 4.5, 4.490909090909091)","(1.95, 2.18, 2.178)","(5.5, 9.8, 9.662068965517243)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:55.451653,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 122.75862068965517)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.18, 2.178)","(5.5, 9.8, 9.662068965517243)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:56.464256,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 122.75862068965517)","(3.9, 4.5, 4.490909090909091)","(1.95, 2.18, 2.1778947368421053)","(5.5, 9.8, 9.658823529411766)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:57.467094,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 122.75862068965517)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.18, 2.1778947368421053)","(5.5, 9.8, 9.779310344827588)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:58.489276,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 122.75862068965517)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.18, 2.1778947368421053)","(5.5, 9.8, 9.666666666666668)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:23:59.463410,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 122.75862068965517)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.18, 2.1778947368421053)","(5.5, 10.0, 9.822222222222223)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:24:00.513395,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 122.75862068965517)","(3.9, 4.5, 4.490909090909091)","(1.95, 2.18, 2.1778947368421053)","(5.5, 10.0, 9.822222222222223)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:24:01.583890,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 122.75862068965517)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.18, 2.1778947368421053)","(5.5, 10.0, 9.972413793103449)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:24:02.563560,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 123.0)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.18, 2.178095238095238)","(5.5, 10.0, 9.972413793103449)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:24:03.590616,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 121.92307692307693)","(3.9, 4.5, 4.490909090909091)","(1.95, 2.18, 2.1556521739130434)","(5.5, 11.0, 10.8)","(11.0, 16.5, 15.7)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:24:04.546818,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 121.92307692307693)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.16, 2.1556521739130434)","(5.5, 11.0, 10.8)","(11.0, 16.5, 15.7)","(9.0, 18.0, 17.289473684210527)"
08-01-2023 17:24:05.513391,"(9.0, 16.5, 14.731707317073171)","(41.0, 130.0, 121.92307692307693)","(3.9, 4.5, 4.483333333333333)","(1.95, 2.14, 2.138666666666667)","(5.5, 11.5, 11.431818181818182)","(11.0, 16.5, 15.7)","(9.0, 18.0, 16.59375)"
08-01-2023 17:24:06.427550,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 121.92307692307693)","(3.9, 4.6, 4.533333333333333)","(1.95, 2.12, 2.085)","(5.5, 12.0, 11.826086956521738)","(11.0, 16.5, 15.7)","(9.0, 18.0, 16.2)"
08-01-2023 17:24:07.436945,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 121.92307692307693)","(3.9, 4.6, 4.553846153846154)","(1.95, 2.12, 2.072)","(5.5, 12.0, 11.882352941176471)","(11.0, 16.5, 15.7)","(9.0, 18.0, 16.615384615384617)"
08-01-2023 17:24:08.394737,"(9.0, 16.5, 14.76923076923077)","(41.0, 130.0, 121.92307692307693)","(3.9, 4.6, 4.553846153846154)","(1.95, 2.12, 2.066)","(5.5, 12.0, 11.925925925925926)","(11.0, 16.5, 15.7)","(9.0, 18.0, 17.217391304347828)"
08-01-2023 17:24:09.406002,"(9.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.553846153846154)","(1.85, 2.12, 2.066666666666667)","(6.0, 12.5, 12.096774193548388)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.357142857142858)"
08-01-2023 17:24:10.661541,"(9.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.553846153846154)","(1.85, 2.12, 2.0545454545454547)","(6.0, 12.5, 12.25)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.357142857142858)"
08-01-2023 17:24:11.728531,"(9.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.553846153846154)","(1.85, 2.12, 2.0545454545454547)","(6.0, 12.5, 12.25)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:12.795906,"(9.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.553846153846154)","(1.85, 2.12, 2.066666666666667)","(6.0, 12.5, 12.25)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:13.815222,"(9.0, 16.5, 14.8125)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.553846153846154)","(1.85, 2.12, 2.111111111111111)","(6.0, 12.5, 11.5)","(11.0, 16.5, 16.166666666666668)","(9.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:14.795164,"(10.0, 16.5, 14.8125)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.52)","(1.85, 2.12, 2.111111111111111)","(6.5, 12.5, 11.5)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:15.784280,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.52)","(1.85, 2.12, 2.111111111111111)","(6.5, 12.5, 12.18)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:16.761838,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.52)","(1.85, 2.12, 2.1016949152542375)","(6.5, 12.5, 12.18)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:17.708545,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.52)","(1.85, 2.12, 2.111111111111111)","(6.5, 12.5, 12.18)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:18.656888,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.52)","(1.85, 2.12, 2.012)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:19.679867,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.52)","(1.85, 2.12, 2.048)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:20.699555,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.52)","(1.85, 2.12, 2.0252631578947367)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:21.698519,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.52)","(1.85, 2.12, 2.0252631578947367)","(6.5, 12.5, 12.222222222222221)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:22.737296,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 121.92307692307693)","(3.8, 4.6, 4.52)","(1.85, 2.1, 2.0296)","(6.5, 12.5, 12.222222222222221)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:23.799508,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.52)","(1.85, 2.1, 2.026666666666667)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:24.777205,"(10.0, 16.5, 14.675675675675675)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.52)","(1.85, 2.1, 2.026666666666667)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:25.753964,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.52)","(1.85, 2.1, 2.026666666666667)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:26.804000,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.52)","(1.85, 2.1, 2.026666666666667)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:27.779539,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.485714285714286)","(1.85, 2.1, 2.0185185185185186)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:28.830709,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.545454545454545)","(1.85, 2.1, 2.0185185185185186)","(6.5, 12.5, 12.222222222222221)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:29.907601,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.5)","(1.85, 2.04, 2.0090909090909093)","(6.5, 12.5, 12.222222222222221)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:30.930134,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.5)","(1.85, 2.04, 2.0090909090909093)","(6.5, 12.5, 11.953125)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.526315789473685)"
08-01-2023 17:24:32.075901,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.545454545454545)","(1.85, 2.04, 2.0090909090909093)","(6.5, 12.0, 11.953125)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 17.22222222222222)"
08-01-2023 17:24:33.107707,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.54)","(1.85, 2.08, 2.0363636363636366)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 18.0, 22.454545454545453)"
08-01-2023 17:24:34.051322,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.0)","(3.8, 4.6, 4.54)","(1.85, 2.08, 2.0363636363636366)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 23.0, 21.615384615384617)"
08-01-2023 17:24:34.970623,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 118.75)","(3.8, 4.6, 4.54)","(1.85, 2.08, 2.0285714285714285)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 23.0, 19.842105263157894)"
08-01-2023 17:24:36.012776,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.07692307692307)","(3.8, 4.6, 4.54)","(1.85, 2.08, 2.018181818181818)","(6.5, 12.5, 12.271428571428572)","(11.0, 16.5, 16.166666666666668)","(10.0, 23.0, 19.20408163265306)"
08-01-2023 17:24:37.124119,"(10.0, 16.5, 14.76923076923077)","(51.0, 130.0, 123.07692307692307)","(3.8, 4.6, 4.525)","(1.8, 2.06, 2.009677419354839)","(6.5, 12.5, 12.289473684210526)","(11.0, 16.5, 16.055555555555557)","(10.0, 23.0, 18.694444444444443)"
08-01-2023 17:24:38.141610,"(10.0, 16.5, 14.96590909090909)","(51.0, 130.0, 124.19354838709677)","(3.8, 4.6, 4.525)","(1.8, 2.06, 2.0073170731707317)","(6.5, 12.5, 11.5)","(11.0, 16.5, 15.833333333333334)","(10.0, 23.0, 18.303030303030305)"
08-01-2023 17:24:39.403525,"(10.0, 16.0, 15.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.8, 4.6, 4.581818181818181)","(1.8, 2.06, 1.9833333333333334)","(6.5, 12.5, 12.071428571428571)","(11.0, 16.5, 16.23913043478261)","(10.0, 23.0, 19.952380952380953)"
08-01-2023 17:24:40.433362,"(10.0, 16.0, 15.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 4.6, 4.581818181818181)","(1.8, 2.0, 1.9801724137931034)","(6.5, 12.5, 11.3)","(11.0, 16.5, 16.23913043478261)","(10.0, 23.0, 19.952380952380953)"
08-01-2023 17:24:41.416964,"(10.0, 16.0, 15.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 4.6, 4.581818181818181)","(1.8, 1.99, 1.9703448275862068)","(6.5, 12.5, 11.3)","(11.0, 16.5, 16.23913043478261)","(10.0, 23.0, 19.952380952380953)"
08-01-2023 17:24:42.375836,"(10.0, 16.0, 15.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 4.6, 4.581818181818181)","(1.8, 1.99, 1.9703448275862068)","(6.5, 12.5, 12.153846153846153)","(11.0, 16.5, 16.23913043478261)","(10.0, 23.0, 20.757575757575758)"
08-01-2023 17:24:43.327754,"(10.0, 16.0, 14.91891891891892)","(51.0, 130.0, 124.19354838709677)","(3.7, 4.7, 4.671428571428572)","(1.8, 1.99, 1.9703448275862068)","(6.5, 12.5, 12.25)","(11.0, 16.5, 16.23913043478261)","(10.0, 21.0, 19.583333333333332)"
08-01-2023 17:24:44.300966,"(10.0, 16.0, 14.91891891891892)","(51.0, 130.0, 124.19354838709677)","(3.7, 4.7, 4.671428571428572)","(1.8, 1.99, 1.9605172413793104)","(6.5, 12.5, 12.3125)","(11.0, 16.5, 16.23913043478261)","(10.0, 21.0, 19.20731707317073)"
08-01-2023 17:24:45.280292,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 4.8, 4.776923076923077)","(1.8, 1.99, 1.9506896551724138)","(6.5, 12.5, 12.3125)","(11.0, 16.5, 16.23913043478261)","(10.0, 21.0, 19.20731707317073)"
08-01-2023 17:24:46.215497,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 4.9, 4.807692307692308)","(1.75, 1.98, 1.96)","(7.5, 12.5, 12.3125)","(11.0, 16.5, 16.285714285714285)","(11.0, 21.0, 19.428571428571427)"
08-01-2023 17:24:47.218626,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 4.9, 4.859090909090909)","(1.75, 1.98, 1.9530434782608694)","(7.5, 12.5, 12.3125)","(11.0, 16.5, 16.285714285714285)","(11.0, 21.0, 19.833333333333332)"
08-01-2023 17:24:48.185200,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 4.9, 4.880645161290323)","(1.75, 1.97, 1.952)","(7.5, 12.5, 12.3125)","(11.0, 16.5, 16.285714285714285)","(11.0, 21.0, 19.833333333333332)"
08-01-2023 17:24:49.176744,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 4.9, 4.880645161290323)","(1.75, 1.97, 1.952)","(7.5, 12.5, 12.3125)","(11.0, 16.5, 16.285714285714285)","(11.0, 21.0, 19.833333333333332)"
08-01-2023 17:24:50.169501,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 5.0, 4.869767441860465)","(1.75, 1.94, 1.9223529411764706)","(7.5, 12.5, 12.306451612903226)","(11.0, 16.5, 16.285714285714285)","(11.0, 21.0, 19.46)"
08-01-2023 17:24:51.139086,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 5.0, 4.869767441860465)","(1.75, 1.94, 1.9223529411764706)","(7.5, 12.5, 12.306451612903226)","(11.0, 16.5, 16.3125)","(11.0, 21.0, 19.46)"
08-01-2023 17:24:52.140489,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 5.0, 4.863636363636363)","(1.75, 1.94, 1.9204347826086956)","(7.5, 12.5, 12.306451612903226)","(11.0, 16.5, 16.295454545454547)","(11.0, 21.0, 19.307692307692307)"
08-01-2023 17:24:53.088557,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.19354838709677)","(3.7, 5.0, 4.863636363636363)","(1.75, 1.94, 1.9106521739130433)","(7.5, 12.5, 12.306451612903226)","(11.0, 18.0, 17.59090909090909)","(11.0, 21.0, 19.307692307692307)"
08-01-2023 17:24:54.039334,"(10.0, 16.0, 14.914285714285715)","(51.0, 130.0, 124.19354838709677)","(3.7, 5.0, 4.863636363636363)","(1.75, 1.94, 1.9049999999999998)","(7.5, 12.5, 12.306451612903226)","(11.0, 18.5, 17.0)","(11.0, 21.0, 19.307692307692307)"
08-01-2023 17:24:54.968040,"(10.0, 16.0, 14.848484848484848)","(51.0, 130.0, 124.19354838709677)","(3.7, 5.0, 4.72)","(1.75, 1.94, 1.905185185185185)","(7.5, 12.5, 12.306451612903226)","(11.0, 18.5, 18.26923076923077)","(11.0, 21.0, 19.307692307692307)"
08-01-2023 17:24:55.935571,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.375)","(3.7, 5.0, 4.8)","(1.75, 1.95, 1.9314285714285713)","(7.5, 12.5, 12.323529411764707)","(11.0, 18.0, 17.642857142857142)","(11.0, 21.0, 19.307692307692307)"
08-01-2023 17:24:56.863568,"(10.0, 16.0, 14.88888888888889)","(51.0, 130.0, 124.375)","(3.7, 5.0, 4.8)","(1.75, 1.95, 1.9318181818181817)","(7.5, 12.5, 12.323529411764707)","(11.0, 18.0, 17.642857142857142)","(11.0, 21.0, 19.307692307692307)"
08-01-2023 17:24:57.780301,"(10.0, 15.5, 15.2)","(51.0, 130.0, 124.375)","(3.7, 5.0, 4.8)","(1.75, 1.96, 1.9337499999999999)","(7.5, 12.5, 12.323529411764707)","(11.0, 18.0, 17.642857142857142)","(11.0, 21.0, 19.877551020408163)"
08-01-2023 17:24:58.712917,"(10.0, 15.5, 15.2)","(51.0, 130.0, 124.375)","(3.7, 5.0, 4.8)","(1.75, 1.95, 1.94)","(7.5, 12.5, 12.323529411764707)","(11.0, 18.0, 17.642857142857142)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:24:59.643088,"(10.0, 15.5, 15.333333333333334)","(51.0, 130.0, 124.375)","(3.7, 5.0, 4.803508771929824)","(1.75, 1.95, 1.9221428571428572)","(7.5, 12.5, 12.323529411764707)","(11.0, 18.0, 17.642857142857142)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:00.621731,"(10.0, 15.5, 15.333333333333334)","(51.0, 130.0, 124.375)","(3.7, 5.0, 4.803508771929824)","(1.75, 1.95, 1.9221428571428572)","(7.5, 12.5, 12.323529411764707)","(11.0, 18.0, 17.642857142857142)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:01.582311,"(10.0, 15.5, 15.333333333333334)","(51.0, 130.0, 124.85714285714286)","(3.7, 5.0, 4.803508771929824)","(1.75, 1.95, 1.9221428571428572)","(7.5, 12.5, 12.346153846153847)","(11.0, 18.0, 17.642857142857142)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:02.589338,"(10.0, 15.5, 15.333333333333334)","(51.0, 130.0, 124.85714285714286)","(3.7, 5.0, 4.710344827586207)","(1.75, 1.95, 1.9314285714285713)","(7.5, 12.5, 12.346153846153847)","(11.0, 18.0, 17.214285714285715)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:03.606593,"(10.0, 15.5, 14.705882352941176)","(51.0, 130.0, 124.70588235294117)","(3.7, 5.0, 4.8090909090909095)","(1.75, 1.95, 1.9314285714285713)","(7.5, 12.5, 12.346153846153847)","(11.0, 17.5, 17.214285714285715)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:04.608633,"(10.0, 15.5, 14.705882352941176)","(51.0, 130.0, 124.70588235294117)","(3.7, 5.0, 4.8090909090909095)","(1.75, 1.95, 1.9314285714285713)","(7.5, 12.5, 12.346153846153847)","(11.0, 17.5, 17.214285714285715)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:05.618739,"(10.0, 15.5, 14.705882352941176)","(51.0, 130.0, 126.0)","(3.7, 5.0, 4.8090909090909095)","(1.75, 1.95, 1.9314285714285713)","(7.5, 12.5, 12.363636363636363)","(11.0, 17.5, 17.214285714285715)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:06.647568,"(10.0, 15.5, 14.705882352941176)","(51.0, 130.0, 126.12903225806451)","(3.7, 5.0, 4.8090909090909095)","(1.75, 1.93, 1.9205882352941175)","(7.5, 13.0, 12.363636363636363)","(11.0, 17.5, 17.214285714285715)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:07.610539,"(10.0, 15.5, 14.705882352941176)","(51.0, 130.0, 126.12903225806451)","(3.7, 5.0, 4.8090909090909095)","(1.75, 1.93, 1.9203703703703703)","(7.5, 13.0, 12.555555555555555)","(11.0, 17.5, 17.214285714285715)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:08.520642,"(10.0, 15.5, 14.717391304347826)","(51.0, 130.0, 126.12903225806451)","(3.7, 5.0, 4.8090909090909095)","(1.75, 1.95, 1.9224999999999999)","(7.5, 13.0, 12.555555555555555)","(11.0, 17.5, 17.3125)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:09.540078,"(10.0, 15.0, 14.941176470588236)","(51.0, 130.0, 125.86206896551724)","(3.7, 5.0, 4.8090909090909095)","(1.75, 1.95, 1.9223076923076923)","(7.5, 13.0, 12.826086956521738)","(11.0, 17.5, 17.3125)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:10.493168,"(10.0, 15.0, 14.941176470588236)","(51.0, 130.0, 125.86206896551724)","(3.7, 4.9, 4.752459016393443)","(1.75, 1.97, 1.969880239520958)","(7.5, 13.0, 12.863636363636363)","(11.0, 17.5, 17.3125)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:11.433731,"(10.0, 14.5, 13.833333333333334)","(51.0, 130.0, 125.86206896551724)","(3.7, 4.9, 4.811111111111112)","(1.75, 1.98, 1.972)","(7.5, 13.0, 12.703703703703704)","(11.0, 17.5, 16.9)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:12.381645,"(10.0, 14.5, 13.789473684210526)","(51.0, 130.0, 125.86206896551724)","(3.7, 4.9, 4.74)","(1.75, 1.98, 1.972)","(7.5, 13.0, 12.703703703703704)","(11.0, 17.5, 17.3125)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:13.327558,"(10.0, 14.5, 13.535714285714286)","(51.0, 120.0, 118.51851851851852)","(3.7, 4.9, 4.7384615384615385)","(1.75, 1.98, 1.972)","(7.5, 13.0, 12.703703703703704)","(11.0, 17.5, 17.0)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:14.260738,"(10.0, 14.5, 13.825)","(51.0, 120.0, 118.51851851851852)","(3.7, 4.9, 4.744827586206896)","(1.75, 1.98, 1.9797473684210527)","(7.5, 13.0, 12.703703703703704)","(11.0, 17.5, 17.0)","(11.0, 21.0, 19.829787234042552)"
08-01-2023 17:25:15.182448,"(10.0, 14.5, 13.515625)","(51.0, 120.0, 118.51851851851852)","(3.7, 4.9, 4.744827586206896)","(1.75, 1.98, 1.968888888888889)","(7.5, 13.0, 12.703703703703704)","(11.0, 17.5, 17.366666666666667)","(11.0, 21.0, 19.829787234042552)"
