,Mr Bean,Jayville Crew,Pretty Reef,No More Issues,Call Me John,Winged Dominance,Fernbank Flyer
08-01-2023 17:06:52.129842,"(7.0, 15.0, 7.824999999999999)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 6.15)","(10.0, 23.0, 22.0)","(10.0, 23.0, 22.0)"
08-01-2023 17:06:53.310408,"(7.0, 15.0, 7.824999999999999)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 5.8)","(10.0, 23.0, 22.0)","(10.0, 23.0, 22.0)"
08-01-2023 17:06:54.466674,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.0, 5.8)","(10.0, 23.0, 22.0)","(10.0, 23.0, 22.0)"
08-01-2023 17:06:55.679139,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.0, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 23.0, 22.0)"
08-01-2023 17:06:56.842511,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 23.0, 22.0)"
08-01-2023 17:06:57.909835,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 23.0, 22.0)"
08-01-2023 17:06:58.999761,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 23.0, 22.0)"
08-01-2023 17:07:00.139797,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 23.0, 22.0)"
08-01-2023 17:07:01.215760,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 23.0, 22.0)"
08-01-2023 17:07:02.195489,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 23.0, 22.0)"
08-01-2023 17:07:03.325132,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 76.53846153846155)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:04.464055,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:05.609958,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:06.751291,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:07.922394,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:09.114606,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:10.229536,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:11.473270,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:12.719115,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:13.876034,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:15.285128,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:16.562327,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:18.295463,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:07:19.501944,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 21.3)"
08-01-2023 17:07:20.732245,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.0755555555555554)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:22.006599,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:23.178658,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:24.367472,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:25.355888,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:26.434876,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:27.581641,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:28.736941,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:29.864985,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:31.008605,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:32.207093,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:33.405145,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:34.531556,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:35.654324,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:36.708672,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:37.781266,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:38.869111,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:39.880573,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:40.891978,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:42.007071,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:43.017028,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:44.110363,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:45.171902,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:46.229309,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:47.282845,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:48.327103,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:49.296496,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:50.275989,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:51.253719,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:52.202663,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:53.150308,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:54.180918,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:55.224229,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:56.270178,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:57.263480,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:58.245556,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:07:59.286048,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:00.310871,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:01.264569,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:02.188463,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:03.218714,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:04.255037,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:05.291476,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:06.333599,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:07.379898,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:08.422889,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:09.548971,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:10.626151,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:11.607838,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:12.641449,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:13.582701,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:14.599536,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:15.581088,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:16.526832,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:17.474526,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:18.489933,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:19.484035,"(7.0, 15.0, 9.533333333333333)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:20.486259,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:21.510982,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:22.575574,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:23.632217,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:24.611197,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:25.536275,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:26.479215,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:27.418584,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:28.411394,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:29.401820,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:30.406875,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:31.509910,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:32.536404,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:33.547108,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:34.572261,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
