,Tranquil Coco,Clover Door,Little Gomez,Velocity Shinae,Colonel Angus,Bugatti Spiral,Smooth Grace,Ember Lad
15-12-2022 12:32:34.735077,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.2, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:36.040472,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.71, 1.67)","(3.2, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:37.259432,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.71, 1.6633333333333333)","(3.2, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:38.624783,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.71, 1.6633333333333333)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:39.935918,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.71, 1.6833333333333333)","(3.2, 5.7, 5.35)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:41.262518,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.71, 1.6833333333333333)","(3.2, 5.7, 5.35)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:42.565024,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.71, 1.654)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:44.002061,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.71, 1.6633333333333333)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 23.0)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:45.449631,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.71, 1.6708333333333332)","(3.2, 5.7, 5.35)","(9.0, 19.0, 17.785714285714285)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:46.815238,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6708333333333332)","(3.2, 5.7, 5.35)","(9.0, 19.0, 17.785714285714285)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:48.268520,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6509999999999998)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.0, 17.785714285714285)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:49.648685,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6509999999999998)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.0, 17.785714285714285)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:50.986821,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6410526315789473)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.0, 18.0)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:52.357910,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6555555555555554)","(3.2, 5.7, 5.35)","(9.0, 19.0, 17.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:53.648788,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6555555555555554)","(3.2, 5.7, 5.35)","(9.0, 19.0, 17.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:54.954880,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6542857142857141)","(3.2, 5.7, 5.35)","(9.0, 19.0, 17.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:56.176495,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6542857142857141)","(3.2, 5.7, 5.35)","(9.0, 19.0, 17.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:57.396517,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6410526315789473)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.0, 17.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:58.607584,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6542857142857141)","(3.2, 5.7, 5.35)","(9.0, 19.0, 17.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:59.861752,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6542857142857141)","(3.2, 5.7, 5.35)","(9.0, 19.0, 17.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:01.103933,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6542857142857141)","(3.2, 5.7, 5.35)","(9.0, 19.0, 17.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:02.404741,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6410526315789473)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.0, 17.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:03.582254,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6410526315789473)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.0, 17.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:04.853026,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6542857142857141)","(3.2, 5.7, 5.35)","(9.0, 19.0, 15.055555555555555)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:06.047854,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.7, 1.6491208791208791)","(3.2, 5.7, 5.35)","(9.0, 19.5, 15.055555555555555)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:07.464277,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6168421052631579)","(3.2, 5.7, 5.35)","(9.0, 19.5, 15.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:08.890587,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.68, 1.6168421052631579)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.5, 15.5)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:10.162876,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.68, 1.6043243243243244)","(3.2, 5.7, 5.408333333333333)","(9.0, 19.5, 13.785714285714285)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:11.504797,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.68, 1.6118918918918919)","(3.2, 5.7, 5.408333333333333)","(9.0, 19.5, 12.954545454545455)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:12.835538,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.68, 1.6118918918918919)","(3.2, 5.7, 5.408333333333333)","(9.0, 19.5, 12.954545454545455)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:14.263150,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.68, 1.6118918918918919)","(3.2, 5.7, 5.408333333333333)","(9.0, 19.5, 13.785714285714285)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:15.854918,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.67, 1.6190909090909091)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.5, 13.785714285714285)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:17.345059,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.67, 1.6077777777777778)","(3.2, 5.7, 5.15)","(9.0, 19.5, 13.785714285714285)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:18.782101,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.67, 1.6077777777777778)","(3.2, 5.7, 4.966666666666667)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:20.030483,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.67, 1.6077777777777778)","(3.2, 5.7, 4.966666666666667)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:21.252886,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.67, 1.6077777777777778)","(3.2, 5.7, 4.966666666666667)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:22.443786,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.67, 1.6190909090909091)","(3.2, 5.7, 4.966666666666667)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:23.757061,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.67, 1.7095454545454545)","(3.2, 5.7, 5.21875)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:25.030029,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.71, 1.7096363636363636)","(3.2, 5.7, 5.21875)","(9.0, 19.5, 13.363636363636363)","(13.0, 36.0, 19.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 81.0)"
15-12-2022 12:33:26.261731,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.71, 1.7096363636363636)","(3.2, 5.7, 5.023076923076923)","(9.0, 19.5, 14.307692307692307)","(13.0, 36.0, 25.363636363636363)","(61.0, 550.0, 426.25)","(21.0, 90.0, 59.0)"
15-12-2022 12:33:27.548040,"(21.0, 70.0, 42.63636363636364)","(20.0, 48.0, 43.2)","(1.55, 1.71, 1.7095755968169761)","(3.2, 5.7, 5.023076923076923)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 24.823529411764707)","(61.0, 540.0, 426.25)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:28.731349,"(21.0, 70.0, 49.93333333333334)","(20.0, 48.0, 45.0)","(1.55, 1.71, 1.7095755968169761)","(3.2, 5.7, 5.2875)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 24.823529411764707)","(61.0, 540.0, 426.25)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:29.867437,"(21.0, 70.0, 45.5)","(20.0, 48.0, 45.0)","(1.55, 1.71, 1.7091601049868765)","(3.2, 5.7, 4.966666666666667)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.181818181818183)","(61.0, 540.0, 426.25)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:31.165051,"(21.0, 70.0, 49.0)","(20.0, 48.0, 45.0)","(1.55, 1.71, 1.709787234042553)","(3.2, 5.7, 5.4399999999999995)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.8125)","(61.0, 540.0, 426.25)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:32.563080,"(21.0, 70.0, 45.5)","(20.0, 48.0, 44.714285714285715)","(1.55, 1.71, 1.709946380697051)","(3.2, 5.6, 5.4399999999999995)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.181818181818183)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:33.854567,"(21.0, 70.0, 46.66666666666667)","(20.0, 48.0, 44.714285714285715)","(1.55, 1.71, 1.709946380697051)","(3.2, 5.6, 5.4399999999999995)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.181818181818183)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:35.108608,"(21.0, 70.0, 46.66666666666667)","(20.0, 48.0, 44.714285714285715)","(1.55, 1.71, 1.7083333333333333)","(3.2, 5.6, 5.4399999999999995)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.181818181818183)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:36.510039,"(21.0, 70.0, 46.66666666666667)","(20.0, 48.0, 44.714285714285715)","(1.55, 1.73, 1.7136363636363636)","(3.2, 5.6, 5.4399999999999995)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.181818181818183)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:37.932574,"(21.0, 70.0, 45.81818181818182)","(20.0, 48.0, 44.714285714285715)","(1.55, 1.73, 1.7293650793650794)","(3.2, 5.6, 5.4399999999999995)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.181818181818183)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:39.228081,"(21.0, 70.0, 45.81818181818182)","(20.0, 48.0, 45.44444444444444)","(1.55, 1.73, 1.7293650793650794)","(3.2, 5.6, 5.4399999999999995)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.181818181818183)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:40.707434,"(21.0, 70.0, 45.81818181818182)","(20.0, 48.0, 45.44444444444444)","(1.55, 1.73, 1.7293650793650794)","(3.2, 5.6, 5.4399999999999995)","(9.0, 19.5, 14.142857142857142)","(13.0, 36.0, 19.181818181818183)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:42.236866,"(21.0, 70.0, 47.2)","(21.0, 48.0, 40.38461538461539)","(1.55, 1.73, 1.7296825396825397)","(3.2, 5.6, 5.199999999999999)","(10.0, 19.5, 13.363636363636363)","(13.0, 36.0, 25.941176470588236)","(61.0, 540.0, 262.77777777777777)","(21.0, 90.0, 48.66666666666667)"
15-12-2022 12:33:43.649876,"(21.0, 70.0, 47.2)","(21.0, 50.0, 40.38461538461539)","(1.55, 1.73, 1.7296825396825397)","(3.2, 5.6, 5.199999999999999)","(10.0, 19.5, 13.363636363636363)","(13.0, 36.0, 25.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 48.66666666666667)"
15-12-2022 12:33:44.982514,"(21.0, 70.0, 47.2)","(21.0, 50.0, 40.38461538461539)","(1.55, 1.73, 1.7296013289036545)","(3.2, 5.6, 5.3999999999999995)","(10.0, 19.5, 13.363636363636363)","(13.0, 34.0, 25.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 48.66666666666667)"
15-12-2022 12:33:46.177787,"(21.0, 70.0, 47.2)","(21.0, 50.0, 40.38461538461539)","(1.55, 1.73, 1.7299324324324323)","(3.2, 5.6, 5.3999999999999995)","(10.0, 19.5, 13.363636363636363)","(13.0, 34.0, 25.75)","(61.0, 550.0, 262.77777777777777)","(21.0, 90.0, 48.66666666666667)"
15-12-2022 12:33:47.300378,"(21.0, 70.0, 47.2)","(21.0, 50.0, 40.38461538461539)","(1.55, 1.73, 1.7283333333333333)","(3.2, 5.6, 4.776923076923077)","(10.0, 19.5, 14.307692307692307)","(13.0, 34.0, 28.5)","(61.0, 550.0, 123.75)","(21.0, 90.0, 54.57142857142857)"
15-12-2022 12:33:48.605860,"(21.0, 70.0, 46.0)","(21.0, 50.0, 32.857142857142854)","(1.55, 1.73, 1.725)","(3.2, 5.7, 5.15)","(10.0, 19.5, 14.142857142857142)","(13.0, 34.0, 27.166666666666664)","(61.0, 550.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:49.862838,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.73, 1.7296)","(3.2, 5.6, 5.15)","(10.0, 19.5, 14.142857142857142)","(13.0, 32.0, 27.166666666666664)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:51.119481,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.73, 1.7296)","(3.2, 5.6, 5.0)","(10.0, 19.5, 14.142857142857142)","(13.0, 32.0, 27.166666666666664)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:52.338155,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.75, 1.7493975903614458)","(3.2, 5.6, 4.78)","(10.0, 19.5, 14.142857142857142)","(13.0, 32.0, 22.307692307692307)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:53.531059,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.75, 1.7493975903614458)","(3.2, 5.5, 4.78)","(10.0, 19.5, 14.142857142857142)","(13.0, 32.0, 22.307692307692307)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:54.619264,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.75, 1.7493827160493827)","(3.2, 5.5, 4.757142857142857)","(10.0, 19.5, 14.142857142857142)","(13.0, 32.0, 22.307692307692307)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:55.707106,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.75, 1.7493710691823898)","(3.2, 5.5, 4.757142857142857)","(10.0, 19.5, 14.142857142857142)","(13.0, 32.0, 24.22222222222222)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:56.785922,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.75, 1.749047619047619)","(3.2, 5.5, 4.757142857142857)","(10.0, 19.5, 14.142857142857142)","(13.0, 32.0, 24.22222222222222)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:57.947019,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.75, 1.7490566037735849)","(3.2, 5.5, 4.757142857142857)","(10.0, 19.5, 14.142857142857142)","(13.0, 32.0, 22.307692307692307)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:33:59.213461,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.75, 1.749375)","(3.2, 5.5, 4.86)","(10.0, 19.5, 15.0)","(13.0, 32.0, 24.22222222222222)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:34:00.375871,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.75, 1.748507462686567)","(3.2, 5.4, 5.17741935483871)","(10.0, 19.5, 15.714285714285715)","(13.0, 32.0, 24.22222222222222)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:34:01.551775,"(21.0, 70.0, 44.8)","(21.0, 48.0, 40.666666666666664)","(1.55, 1.75, 1.738888888888889)","(3.2, 5.2, 5.125)","(10.0, 18.5, 16.8)","(13.0, 32.0, 27.333333333333336)","(61.0, 540.0, 312.5)","(21.0, 90.0, 51.25)"
15-12-2022 12:34:02.823610,"(21.0, 70.0, 44.8)","(21.0, 48.0, 37.22222222222222)","(1.55, 1.75, 1.7465625)","(3.2, 5.2, 5.153846153846154)","(10.0, 18.0, 16.333333333333332)","(13.0, 32.0, 23.0)","(61.0, 540.0, 463.33333333333337)","(21.0, 90.0, 66.92307692307692)"
15-12-2022 12:34:03.945223,"(21.0, 70.0, 56.0)","(21.0, 50.0, 37.22222222222222)","(1.55, 1.75, 1.745820895522388)","(3.2, 5.2, 4.876923076923077)","(10.0, 18.0, 16.9375)","(13.0, 32.0, 27.5)","(61.0, 540.0, 174.16666666666666)","(21.0, 90.0, 59.11764705882353)"
15-12-2022 12:34:05.028461,"(21.0, 50.0, 46.30769230769231)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.7376271186440677)","(3.2, 4.9, 4.876923076923077)","(10.0, 17.5, 16.0)","(13.0, 32.0, 25.25)","(61.0, 550.0, 174.16666666666666)","(21.0, 85.0, 75.45454545454547)"
15-12-2022 12:34:06.029112,"(21.0, 50.0, 46.30769230769231)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.7375)","(3.2, 4.9, 4.876923076923077)","(10.0, 17.5, 16.9375)","(13.0, 32.0, 27.5)","(61.0, 550.0, 174.16666666666666)","(21.0, 80.0, 75.45454545454547)"
15-12-2022 12:34:07.148226,"(21.0, 50.0, 46.30769230769231)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.7391304347826086)","(3.2, 4.9, 4.876923076923077)","(10.0, 17.5, 16.0)","(13.0, 32.0, 27.950000000000003)","(61.0, 550.0, 174.16666666666666)","(21.0, 80.0, 75.45454545454547)"
15-12-2022 12:34:08.274839,"(21.0, 50.0, 44.666666666666664)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.7388235294117647)","(3.2, 4.9, 4.876923076923077)","(10.0, 17.5, 16.9375)","(13.0, 32.0, 28.884615384615387)","(61.0, 550.0, 174.16666666666666)","(21.0, 80.0, 75.45454545454547)"
15-12-2022 12:34:09.450990,"(21.0, 50.0, 44.666666666666664)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.7388)","(3.2, 4.9, 5.114285714285714)","(10.0, 17.5, 15.264705882352942)","(13.0, 32.0, 29.75)","(61.0, 550.0, 226.875)","(21.0, 80.0, 75.45454545454547)"
15-12-2022 12:34:10.583329,"(21.0, 70.0, 51.33333333333333)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.7386363636363635)","(3.2, 5.2, 5.114285714285714)","(10.0, 18.5, 14.375)","(13.0, 32.0, 29.75)","(61.0, 550.0, 226.875)","(21.0, 80.0, 75.45454545454547)"
15-12-2022 12:34:11.833875,"(21.0, 70.0, 51.33333333333333)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.7372727272727273)","(3.2, 5.2, 4.876923076923077)","(10.0, 18.5, 14.5625)","(13.0, 32.0, 28.884615384615387)","(61.0, 550.0, 174.16666666666666)","(21.0, 80.0, 75.45454545454547)"
15-12-2022 12:34:12.828650,"(21.0, 50.0, 44.666666666666664)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.7372727272727273)","(3.2, 4.9, 4.876923076923077)","(10.0, 18.5, 14.5625)","(13.0, 32.0, 28.884615384615387)","(61.0, 550.0, 174.16666666666666)","(21.0, 80.0, 75.45454545454547)"
15-12-2022 12:34:13.850730,"(21.0, 50.0, 44.666666666666664)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.73125)","(3.2, 5.2, 5.133333333333334)","(10.0, 18.5, 15.5)","(13.0, 32.0, 29.75)","(61.0, 550.0, 174.16666666666666)","(21.0, 80.0, 75.45454545454547)"
15-12-2022 12:34:14.849289,"(21.0, 50.0, 44.666666666666664)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.7325)","(3.2, 5.2, 5.133333333333334)","(10.0, 18.5, 15.5)","(13.0, 32.0, 29.75)","(61.0, 550.0, 174.16666666666666)","(21.0, 80.0, 75.45454545454547)"
15-12-2022 12:34:16.029368,"(21.0, 50.0, 44.666666666666664)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.73125)","(3.2, 5.2, 5.133333333333334)","(10.0, 18.5, 14.928571428571429)","(13.0, 32.0, 29.75)","(61.0, 550.0, 174.16666666666666)","(21.0, 80.0, 75.45454545454547)"
15-12-2022 12:34:17.152691,"(21.0, 50.0, 44.666666666666664)","(21.0, 50.0, 41.15384615384615)","(1.55, 1.74, 1.7325)","(3.2, 5.2, 5.133333333333334)","(10.0, 18.5, 14.928571428571429)","(13.0, 32.0, 29.75)","(61.0, 550.0, 174.16666666666666)","(21.0, 80.0, 71.66666666666667)"
15-12-2022 12:34:18.368125,"(21.0, 50.0, 45.5)","(21.0, 50.0, 30.0)","(1.55, 1.74, 1.68)","(3.2, 5.2, 5.1625)","(10.0, 18.0, 16.666666666666668)","(13.0, 32.0, 30.958333333333336)","(61.0, 540.0, 483.75)","(21.0, 80.0, 36.77777777777778)"
15-12-2022 12:34:19.713561,"(21.0, 50.0, 45.5)","(21.0, 50.0, 33.07692307692308)","(1.55, 1.74, 1.664)","(3.2, 5.2, 5.1625)","(10.0, 18.0, 16.666666666666668)","(13.0, 32.0, 33.375)","(61.0, 540.0, 483.75)","(21.0, 75.0, 35.07142857142857)"
15-12-2022 12:34:20.889937,"(21.0, 50.0, 45.5)","(21.0, 50.0, 33.84615384615385)","(1.55, 1.74, 1.68)","(3.2, 5.2, 4.96)","(10.0, 18.0, 16.666666666666668)","(13.0, 38.0, 31.342105263157897)","(61.0, 540.0, 345.0)","(21.0, 75.0, 37.733333333333334)"
