,Emmas Image,Lektra Nick,Vinny Dewalt,Our Boy Ziggy,Especial Speed,Zipping Pistol,Chappys Thief,Milski
09-01-2023 14:06:57.557442,"(9.0, 17.0, 12.333333333333334)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.566666666666666)","(3.0, 4.2, 3.3333333333333335)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 16.5)"
09-01-2023 14:06:58.682643,"(9.0, 17.0, 12.333333333333334)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.566666666666666)","(3.0, 4.2, 3.1357142857142857)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 16.5)"
09-01-2023 14:06:59.839982,"(9.0, 17.0, 12.333333333333334)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.52)","(3.0, 4.0, 3.744)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:01.231272,"(9.0, 17.0, 15.88)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.2)","(3.0, 3.95, 3.103076923076923)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:02.551847,"(9.0, 17.0, 15.88)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.08)","(3.0, 4.0, 3.103076923076923)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:03.790580,"(9.0, 17.0, 14.657142857142857)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.08)","(3.0, 4.0, 3.103076923076923)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:05.021421,"(9.0, 17.0, 15.0)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 4.0, 3.103076923076923)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:06.163179,"(9.0, 17.0, 13.879999999999999)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 4.0, 3.276666666666667)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:07.248608,"(9.0, 17.0, 13.879999999999999)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.95, 3.276666666666667)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:08.369659,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.95, 3.276666666666667)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:09.407786,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.95, 3.276666666666667)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:10.473865,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.95, 3.276666666666667)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:11.620612,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.95, 3.276666666666667)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:12.730727,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.95, 3.276666666666667)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:13.878789,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.95, 3.2142857142857144)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:14.980354,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.9, 3.2142857142857144)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:16.055751,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.9, 3.2142857142857144)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:17.145358,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.9, 3.2142857142857144)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:18.250961,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.9, 3.2142857142857144)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:19.297049,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.9, 3.2142857142857144)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:20.401615,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.9, 3.2142857142857144)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:21.514670,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.9, 3.2)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:22.582764,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.85, 3.2)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:23.638245,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.85, 3.2)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:24.670591,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.85, 3.2)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:25.684797,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.85, 3.2)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:26.699644,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.85, 3.2)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:27.803530,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.85, 3.2)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:28.856957,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.85, 3.2)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:30.007628,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.8, 3.1857142857142855)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:31.122712,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.8, 3.1857142857142855)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:32.252834,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.8, 3.2375)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:33.456874,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.8, 3.2375)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:34.574298,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.8, 3.2375)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:35.688658,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.8, 3.2375)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:36.784506,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.8, 3.21875)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:37.822849,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.75, 3.21875)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:38.930292,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.75, 3.21875)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:40.029698,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 25.166666666666668)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.75, 3.21875)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:41.105852,"(9.0, 17.0, 15.48)","(8.0, 13.0, 12.2)","(13.0, 26.0, 25.166666666666668)","(7.5, 13.0, 12.488888888888889)","(3.0, 3.75, 3.21875)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:42.200077,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.0)","(3.0, 3.75, 3.21875)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:43.301686,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.0)","(3.0, 3.75, 3.157142857142857)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:44.378243,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 3.75, 3.183333333333333)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:45.425038,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.5, 3.9066666666666667)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:46.491485,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 4.104)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:47.532015,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 4.104)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:48.632620,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 4.104)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:49.718717,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 4.104)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:50.784420,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 4.104)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:52.156907,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 4.104)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:53.451297,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 4.025)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:54.661107,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 3.4625000000000004)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:55.955944,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 3.4625000000000004)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:57.178722,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 3.4625000000000004)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:58.437293,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 3.4625000000000004)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:07:59.514812,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 3.4625000000000004)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:08:00.659533,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 3.4625000000000004)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:08:01.690443,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.4, 3.425)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:08:02.770137,"(9.0, 17.0, 15.48)","(8.0, 12.5, 11.783333333333333)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.3, 3.425)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:08:03.931955,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.3, 3.5)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 19.208333333333336)"
09-01-2023 14:08:05.017113,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 26.0, 18.0)","(7.5, 13.0, 12.371428571428572)","(3.0, 4.3, 3.5)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:06.046127,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 9.766666666666667)","(13.0, 26.0, 18.0)","(7.5, 13.0, 10.9)","(3.0, 4.3, 3.5)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:07.088016,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 26.0, 18.0)","(7.5, 13.0, 10.9)","(3.0, 4.3, 3.5)","(91.0, 650.0, 593.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:08.259996,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 10.9)","(3.0, 4.3, 3.5)","(91.0, 650.0, 380.0)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:09.307351,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 26.0, 24.4375)","(7.5, 13.0, 10.9)","(3.0, 4.3, 3.4571428571428573)","(91.0, 650.0, 380.0)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:10.399297,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.2, 3.4571428571428573)","(91.0, 650.0, 380.0)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:11.606748,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.2, 3.4571428571428573)","(91.0, 650.0, 380.0)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:12.731897,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.2, 3.4571428571428573)","(91.0, 650.0, 380.0)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:14.136588,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.2, 3.4571428571428573)","(91.0, 650.0, 593.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:15.202971,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 12.266666666666666)","(3.0, 4.2, 3.4571428571428573)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:16.285523,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 12.266666666666666)","(3.0, 4.2, 3.4571428571428573)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:17.511610,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.2, 3.4571428571428573)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:18.730544,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.6, 3.414285714285714)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:19.790650,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.1, 3.414285714285714)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:20.845292,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.1, 3.414285714285714)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:21.904417,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.1, 3.414285714285714)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.034375)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:23.036698,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.1, 3.414285714285714)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.08875)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:24.138700,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.1, 3.414285714285714)","(91.0, 650.0, 372.5)","(2.35, 3.85, 3.08875)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:25.179754,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.1, 3.414285714285714)","(91.0, 650.0, 372.5)","(2.35, 4.1, 3.75)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:26.169088,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.0, 3.3714285714285714)","(91.0, 650.0, 372.5)","(2.35, 4.1, 3.4318181818181817)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:27.207097,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.0, 3.3714285714285714)","(91.0, 650.0, 372.5)","(2.35, 4.1, 3.5444444444444443)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:28.283343,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.0, 3.3714285714285714)","(91.0, 650.0, 372.5)","(2.35, 4.1, 3.2666666666666666)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:29.303273,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.0, 3.3714285714285714)","(91.0, 650.0, 372.5)","(2.35, 4.1, 3.2666666666666666)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:30.360485,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.0, 3.3714285714285714)","(91.0, 650.0, 380.0)","(2.35, 4.1, 3.2666666666666666)","(12.0, 24.0, 14.833333333333334)"
09-01-2023 14:08:31.429053,"(9.0, 17.0, 12.066666666666666)","(8.0, 12.5, 10.45)","(13.0, 17.0, 16.766666666666666)","(7.5, 13.0, 10.9)","(3.0, 4.0, 3.3714285714285714)","(91.0, 650.0, 380.0)","(2.35, 4.1, 3.2666666666666666)","(12.0, 24.0, 14.833333333333334)"
